Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Ciro Immobile,Bologna,Italian Serie A,AM,Forward,ITA,35,0.8,29,1,0.8
Cisse Sandra,Club Brugge,UEFA Champions League,CM,Midfielder,BEL,21,5.5,112,2,2.75
Claudio Echeverri,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,ARG,19,36.3,270,10,3.63
Claudy M'Buyi,Rapid Wien,UEFA Europa Conference League,AM,Forward,FRA,26,3.1,64,1,3.1
Clemens Riedel,Espanyol,Spanish La Liga,CB,Defender,GER,22,28.5,510,7,4.07
Clement Bischoff,RB Salzburg,UEFA Europa League,LW,Forward,DEN,19,13.8,164,3,4.6
Clinton Antwi,KuPS,UEFA Europa Conference League,LB,Defender,GHA,26,21.1,249,4,5.28
Clinton Mata,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,ANG,33,79.5,1490,18,4.42
Clément Akpa,Auxerre,French Ligue 1,CB,Defender,CIV,24,56.8,1171,14,4.06
Clément Lenglet,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,FRA,30,49.8,910,11,4.53
Cléo Melieres,Metz,French Ligue 1,RB,Defender,FRA,20,3.6,31,2,1.8
Coba da Costa,Getafe,Spanish La Liga,LM,Midfielder,ESP,23,42.1,282,11,3.83
Cody Gakpo,Liverpool,"English Premier League, UEFA Champions League",LW,Forward,NED,26,121.3,1429,20,6.06
Colby Donovan,Celtic,UEFA Europa League,RB,Defender,SCO,19,23.0,283,4,5.75
Cole Campbell,Dortmund,German Bundesliga,RW,Forward,USA,19,5.6,17,1,5.6
Cole Palmer,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,ENG,23,32.2,322,6,5.37
Colin Rosler,Malmö,UEFA Europa League,CB,Defender,NOR,25,15.7,360,4,3.92
Connor Barron,Rangers,UEFA Europa League,DM,Midfielder,SCO,23,24.3,272,5,4.86
Connor Malley,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,ENG,25,11.4,168,4,2.85
Connor Metcalfe,St. Pauli,German Bundesliga,AM,Forward,AUS,26,45.3,272,13,3.48
Conor Bradley,Liverpool,"English Premier League, UEFA Champions League",RB,Defender,NIR,22,72.9,821,14,5.21
Conor Gallagher,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ENG,25,79.3,817,21,3.78
Conrad Harder,RB Leipzig,German Bundesliga,AM,Forward,DEN,20,38.9,309,11,3.54
Copete,Valencia,Spanish La Liga,CB,Defender,ESP,26,48.9,969,12,4.08
Corentin Tolisso,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,31,91.8,1438,18,5.1
Corrie Ndaba,Lecce,Italian Serie A,LB,Defender,IRL,25,8.7,70,4,2.18
Cory O'Sullivan,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CB,Defender,IRL,19,8.5,360,4,2.12
Costinha,Olympiacos,UEFA Champions League,RB,Defender,POR,25,24.9,236,5,4.98
Couhaib Driouech,PSV Eindhoven,UEFA Champions League,LW,Forward,MAR,23,17.5,79,4,4.38
Cristhian Mosquera,Arsenal,"English Premier League, UEFA Champions League",CB,Defender,ESP,21,51.3,648,14,3.66
Cristhian Stuani,Girona,Spanish La Liga,AM,Forward,URU,39,14.0,202,9,1.56
Cristian Cásseres Jr.,Toulouse,French Ligue 1,CM,Midfielder,VEN,25,68.3,1167,14,4.88
Cristian Romero,Tottenham,"English Premier League, UEFA Champions League",CB,Defender,ARG,27,70.7,1260,15,4.71
Cristian Volpato,Sassuolo,Italian Serie A,RW,Forward,ITA,22,50.7,388,9,5.63
Cristiano Biraghi,Torino,Italian Serie A,LB,Defender,ITA,33,32.1,458,8,4.01
Crysencio Summerville,West Ham,English Premier League,LW,Forward,NED,24,47.0,712,10,4.7
Cucho,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,COL,26,99.1,1410,18,5.51
Curtis Jones,Liverpool,"English Premier League, UEFA Champions League",DM,Midfielder,ENG,24,78.6,834,17,4.62
Cyle Larin,Feyenoord,UEFA Europa League,AM,Forward,CAN,30,12.6,145,4,3.15
Cyriaque Irié,Freiburg,German Bundesliga,RW,Forward,BFA,20,4.4,31,1,4.4
Cyriel Dessers,Panathinaikos,UEFA Europa League,AM,Forward,NGA,30,2.0,21,1,2.0
Cyril Ngonge,Torino,Italian Serie A,AM,Forward,BEL,25,54.2,734,12,4.52
Cédric Bakambu,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,COD,34,30.6,385,11,2.78
César Azpilicueta,Sevilla,Spanish La Liga,CB,Defender,ESP,36,41.2,677,9,4.58
César Blackman,Slovan Bratislava,UEFA Europa Conference League,RB,Defender,PAN,27,23.1,343,4,5.78
César Tárrega,Valencia,Spanish La Liga,CB,Defender,ESP,23,67.0,1350,15,4.47
Daan Heymans,Genk,UEFA Europa League,AM,Forward,BEL,26,15.8,175,3,5.27
Dachi Lordkipanidze,Cremonese,Italian Serie A,CM,Midfielder,GEO,20,1.6,29,1,1.6
Daichi Kamada,Crystal Palace,"English Premier League, UEFA Europa Conference League",CM,Midfielder,JPN,29,76.9,1222,17,4.52
Daiki Hashioka,Slavia Prague,UEFA Champions League,RB,Defender,JPN,26,11.8,113,3,3.93
Daizen Maeda,Celtic,UEFA Europa League,AM,Forward,JPN,28,10.0,256,4,2.5
Daley Blind,Girona,Spanish La Liga,CB,Defender,NED,35,68.3,1042,13,5.25
Damir Kasabulat,Qaırat Almaty,UEFA Champions League,DM,Midfielder,KAZ,23,15.4,318,5,3.08
Damir Muminovic,Breiðablik,UEFA Europa Conference League,CB,Defender,ISL,35,13.6,270,3,4.53
Damián Pizarro,Le Havre,French Ligue 1,AM,Forward,CHI,20,1.2,28,2,0.6
Damián Rodríguez,Celta Vigo,"Spanish La Liga, UEFA Europa League",CM,Midfielder,ESP,22,15.1,300,5,3.02
Damjan Vuklišević,NK Celje,UEFA Europa Conference League,CB,Defender,SVN,30,2.0,12,1,2.0
Dan Burn,Newcastle Utd,"English Premier League, UEFA Champions League",LB,Defender,ENG,33,94.8,1638,19,4.99
Dan Glazer,Qaırat Almaty,UEFA Champions League,DM,Midfielder,ISR,29,8.4,123,2,4.2
Dan Ndoye,Nott'ham Forest,"English Premier League, UEFA Europa League",RW,Forward,SUI,25,78.6,1254,19,4.14
Dan Neil,Sunderland,English Premier League,CM,Midfielder,ENG,23,1.1,2,2,0.55
Dan-Axel Zagadou,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,FRA,26,20.0,175,3,6.67
Dane Murray,Celtic,UEFA Europa League,CB,Defender,SCO,22,5.4,31,2,2.7
Dane Scarlett,Tottenham,UEFA Champions League,LM,Midfielder,ENG,21,1.7,11,1,1.7
Danel Sinani,St. Pauli,German Bundesliga,AM,Forward,LUX,28,72.4,874,13,5.57
Dango Ouattara,Brentford,English Premier League,RW,Forward,BFA,23,59.4,973,14,4.24
Dani Bolt,Qarabağ,UEFA Champions League,RB,Defender,BRA,26,9.2,43,3,3.07
Dani Calvo,Oviedo,Spanish La Liga,CB,Defender,ESP,31,36.6,660,8,4.58
Dani Carvajal,Real Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,ESP,33,38.4,444,8,4.8
Dani Ceballos,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,29,55.7,492,12,4.64
Dani García,Olympiacos,UEFA Champions League,DM,Midfielder,ESP,35,18.7,316,5,3.74
Dani Olmo,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,27,104.1,958,17,6.12
Dani Raba,Valencia,Spanish La Liga,AM,Forward,ESP,30,35.0,252,11,3.18
Dani Rodríguez,Mallorca,Spanish La Liga,CM,Midfielder,ESP,37,6.3,68,2,3.15
Dani de Wit,Utrecht,UEFA Europa League,AM,Midfielder,NED,27,6.9,176,3,2.3
Daniel Adu-Adjei,Rijeka,UEFA Europa Conference League,AM,Forward,ENG,20,5.3,154,3,1.77
Daniel Ballard,Sunderland,English Premier League,CB,Defender,NIR,26,52.4,941,13,4.03
Daniel Bassi,Bodø/Glimt,UEFA Champions League,LM,Forward,NOR,0,10.2,67,2,5.1
Daniel Birligea,FCSB,UEFA Europa League,AM,Forward,ROU,25,22.0,315,5,4.4
Daniel Boloca,Sassuolo,Italian Serie A,LM,Midfielder,ROU,26,8.9,135,2,4.45
Daniel Cleary,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CB,Defender,IRL,29,11.5,360,4,2.88
Daniel Denoon,Pisa,Italian Serie A,CB,Defender,SUI,21,4.4,122,2,2.2
Daniel Elfadli,Hamburger SV,German Bundesliga,CB,Defender,LBY,28,35.2,746,9,3.91
Daniel Gleiber,Mainz 05,UEFA Europa Conference League,CM,Midfielder,GER,20,4.9,25,1,4.9
Daniel Graovac,FCSB,UEFA Europa League,CB,Defender,BIH,32,14.7,270,3,4.9
Daniel Guerrero,Betis,Spanish La Liga,AM,Forward,ESP,20,2.3,1,1,2.3
Daniel James,Leeds United,English Premier League,RW,Forward,WAL,28,38.6,354,10,3.86
Daniel Kelly,Shelbourne FC,UEFA Europa Conference League,LB,Defender,IRL,29,14.7,159,5,2.94
Daniel Maldini,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,ITA,24,30.4,235,8,3.8
Daniel Mandroiu,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,AM,Forward,IRL,27,8.1,111,3,2.7
Daniel Mosquera,Hellas Verona,Italian Serie A,AM,Forward,COL,26,29.6,270,9,3.29
Daniel Muñoz,Crystal Palace,"English Premier League, UEFA Europa Conference League",WB,Midfielder,COL,29,80.8,1611,18,4.49
Daniel Oyegoke,Hellas Verona,Italian Serie A,WB,Midfielder,ENG,22,4.4,22,3,1.47
Daniel Parejo,Villarreal,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,36,61.4,595,17,3.61
Daniel Podence,Olympiacos,UEFA Champions League,LW,Forward,POR,30,32.6,411,5,6.52
Daniel Svensson,Dortmund,"German Bundesliga, UEFA Champions League",WB,Midfielder,SWE,23,66.2,1481,18,3.68
Daniel Vašulín,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,CZE,27,15.6,244,3,5.2
Daniel Vivian,Athletic Club,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,26,77.3,1603,19,4.07
Daniele Ghilardi,Roma,"Italian Serie A, UEFA Europa League",CB,Defender,ITA,22,13.8,115,4,3.45
Daniele Rugani,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,31,18.4,322,7,2.63
Danijel Šturm,NK Celje,UEFA Europa Conference League,LW,Forward,SVN,26,15.8,350,4,3.95
Danilho Doekhi,Union Berlin,German Bundesliga,CB,Defender,NED,27,50.5,1170,13,3.88
Danilo,Rangers,UEFA Europa League,AM,Forward,BRA,26,13.6,123,4,3.4
Danilo Al Saed,Häcken,UEFA Europa Conference League,LM,Midfielder,IRQ,26,2.8,45,1,2.8
Danilo Cataldi,Lazio,Italian Serie A,CM,Midfielder,ITA,31,45.1,884,12,3.76
Danilo Veiga,Lecce,Italian Serie A,RB,Defender,POR,23,69.1,1032,13,5.32
Danny Grant,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,WB,Midfielder,IRL,25,8.4,225,3,2.8
Danny Loader,Auxerre,French Ligue 1,LM,Forward,CMR,25,59.0,1093,13,4.54
Danny Welbeck,Brighton,English Premier League,AM,Forward,ENG,35,56.6,979,15,3.77
Danny da Costa,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,GER,32,58.7,1229,15,3.91
Dante,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,BRA,42,19.4,307,4,4.85
Dante Polvara,Aberdeen,UEFA Europa Conference League,CM,Forward,USA,25,16.2,210,4,4.05
Danylo Ihnatenko,Slovan Bratislava,UEFA Europa Conference League,DM,Midfielder,UKR,28,18.1,297,4,4.52
Daníel Gudjohnsen,Malmö,UEFA Europa League,AM,Forward,ISL,19,7.1,217,3,2.37
Daouda Guindo,Brest,French Ligue 1,LB,Defender,MLI,23,28.5,437,9,3.17
Daren Mosengo,Le Havre,French Ligue 1,DM,Midfielder,FRA,19,4.2,12,1,4.2
Darian Males,Young Boys,UEFA Europa League,RM,Midfielder,SUI,24,12.5,253,4,3.12
Darius Olaru,FCSB,UEFA Europa League,AM,Forward,ROU,27,26.0,353,5,5.2
Darko Hrka,NK Celje,UEFA Europa Conference League,CM,Midfielder,SVN,26,13.5,217,4,3.38
Darlin Yongwa,Lorient,French Ligue 1,CB,Defender,CMR,25,47.5,704,13,3.65
Darragh Nugent,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,IRL,24,5.9,217,3,1.97
Darryl Bakola,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,18,21.8,114,7,3.11
Darío Osorio,Midtjylland,UEFA Europa League,RW,Forward,CHI,21,24.2,207,4,6.05
Dastan Satpayev,Qaırat Almaty,UEFA Champions League,AM,Forward,KAZ,17,23.0,439,5,4.6
Dave Kwakman,AZ Alkmaar,UEFA Europa Conference League,LM,Midfielder,NED,21,11.0,136,3,3.67
Dave Van Den Berg,Utrecht,UEFA Europa League,CM,Forward,NED,25,4.0,53,2,2.0
David Affengruber,Elche,Spanish La Liga,CB,Defender,AUT,24,70.7,1203,14,5.05
David Alaba,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,AUT,33,13.2,147,4,3.3
David Brooks,Bournemouth,English Premier League,RW,Forward,WAL,28,63.5,647,13,4.88
David Carmo,Oviedo,Spanish La Liga,CB,Defender,ANG,26,56.5,883,11,5.14
David Costas,Oviedo,Spanish La Liga,CB,Defender,ESP,30,38.9,800,10,3.89
David Doudera,Slavia Prague,UEFA Champions League,RW,Forward,CZE,27,15.3,213,4,3.82
David Gerasimou,AÉK Lárnaka,UEFA Europa Conference League,AM,Forward,CYP,15,2.2,7,1,2.2
David Goldar,Pafos FC,UEFA Champions League,CB,Defender,ESP,31,16.6,340,5,3.32
David Kiki,FCSB,UEFA Europa League,LB,Defender,BEN,31,3.3,45,1,3.3
David Luiz,Pafos FC,UEFA Champions League,CB,Defender,BRA,38,23.7,360,5,4.74
David López,Mallorca,Spanish La Liga,CB,Defender,ESP,22,3.5,61,1,3.5
David López,Girona,Spanish La Liga,CB,Defender,ESP,35,15.4,202,3,5.13
David Miculescu,FCSB,UEFA Europa League,RW,Forward,ROU,24,21.2,392,5,4.24
David Min,Utrecht,UEFA Europa League,AM,Forward,NED,26,14.8,205,5,2.96
David Moses,Slavia Prague,UEFA Champions League,RB,Midfielder,NGA,21,14.2,230,3,4.73
David Møller Wolfe,Wolves,English Premier League,LM,Midfielder,NOR,23,28.4,405,8,3.55
David Neres,Napoli,"Italian Serie A, UEFA Champions League",RM,Forward,BRA,28,84.6,832,17,4.98
David Okereke,Cremonese,Italian Serie A,AM,Forward,NGA,28,2.4,81,2,1.2
David Raum,RB Leipzig,German Bundesliga,LB,Defender,GER,27,76.2,1146,13,5.86
David Sualehe,FC Noah,UEFA Europa Conference League,LB,Defender,POR,28,17.2,360,4,4.3
David Tkac,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,CZE,23,2.5,45,1,2.5
David Zima,Slavia Prague,UEFA Champions League,CB,Defender,CZE,25,19.2,450,5,3.84
Davide Bartesaghi,Milan,Italian Serie A,WB,Midfielder,ITA,19,34.5,667,9,3.83
Davide Calabria,Panathinaikos,UEFA Europa League,RM,Midfielder,ITA,28,16.9,195,4,4.22
Davide Frattesi,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,26,30.4,397,12,2.53
Davide Zappacosta,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,33,63.4,1112,15,4.23
Davinchi,Getafe,Spanish La Liga,LB,Defender,ESP,17,33.9,429,7,4.84
Davinson Sánchez,Galatasaray,UEFA Champions League,CB,Defender,COL,29,24.5,450,5,4.9
Davy Klaassen,Ajax,UEFA Champions League,CM,Midfielder,NED,32,18.0,389,5,3.6
Davíð Ingvarsson,Breiðablik,UEFA Europa Conference League,LW,Forward,ISL,26,9.3,223,3,3.1
Dawda Camara,Girona,Spanish La Liga,AM,Forward,MTN,22,6.6,72,2,3.3
Dawid Drachal,Jagiellonia,UEFA Europa Conference League,AM,Forward,POL,20,10.5,100,4,2.62
Dayann Methalie,Toulouse,French Ligue 1,WB,Midfielder,FRA,19,66.2,1097,15,4.41
Dayot Upamecano,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,27,78.8,1223,16,4.93
Dean Huijsen,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,20,70.6,1132,14,5.04
Dean James,Go Ahead Eag,UEFA Europa League,LB,Defender,IDN,25,18.6,450,5,3.72
Declan Rice,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,ENG,26,112.1,1629,20,5.6
Dehmaine Assoumani,Nantes,French Ligue 1,CM,Midfielder,FRA,20,53.6,643,14,3.83
Deiver Machado,Lens,French Ligue 1,WB,Midfielder,COL,32,18.1,273,5,3.62
Dejan Ljubicic,Dinamo Zagreb,UEFA Europa League,AM,Forward,AUT,28,18.9,349,5,3.78
Dejan Petrovič,Rijeka,UEFA Europa Conference League,CM,Midfielder,SVN,27,4.5,180,2,2.25
Dele,Ferencváros,UEFA Europa League,AM,Forward,NGA,24,22.2,219,4,5.55
Denil Castillo,Midtjylland,UEFA Europa League,CM,Midfielder,ECU,21,19.3,292,5,3.86
Denis Alibec,FCSB,UEFA Europa League,AM,Forward,ROU,34,9.5,90,2,4.75
Denis Huseinbasic,Köln,German Bundesliga,CM,Midfielder,BIH,24,39.6,539,10,3.96
Denis Suárez,Alavés,Spanish La Liga,CM,Midfielder,ESP,31,60.3,649,13,4.64
Denis Vavro,Wolfsburg,German Bundesliga,CB,Defender,SVK,29,6.8,96,3,2.27
Denis Višinský,Viktoria Plzeň,UEFA Europa League,AM,Forward,CZE,22,11.4,139,5,2.28
Denis Zakaria,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,SUI,29,29.8,527,7,4.26
Deniz Gül,Porto,UEFA Europa League,AM,Forward,TUR,21,16.8,231,4,4.2
Deniz Undav,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,GER,29,60.0,808,12,5.0
Dennis Johnsen,Cremonese,Italian Serie A,AM,Forward,NOR,27,16.5,135,5,3.3
Dennis Man,PSV Eindhoven,UEFA Champions League,RW,Forward,ROU,27,20.3,318,5,4.06
Dennis Politic,FCSB,UEFA Europa League,AM,Forward,ROU,25,7.8,50,4,1.95
Denso Kasius,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,NED,23,7.9,161,2,3.95
Denys Popov,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,UKR,26,14.2,225,3,4.73
Denzel De Roeve,Brann,UEFA Europa League,RB,Defender,BEL,21,28.4,290,5,5.68
Denzel Dumfries,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,NED,29,58.1,1050,15,3.87
Dereck Kutesa,AEK Athens,UEFA Europa Conference League,LW,Forward,SUI,27,14.3,149,3,4.77
Derek Cornelius,"Marseille, Rangers","French Ligue 1, UEFA Europa League",CB,Defender,CAN,27,14.5,230,5,2.9
Dermane Karim,Lorient,French Ligue 1,AM,Forward,TOG,22,54.9,728,12,4.58
Deroy Duarte,Ludogorets,UEFA Europa League,CM,Midfielder,CPV,26,19.3,328,4,4.82
Derrick Köhn,Union Berlin,German Bundesliga,WB,Midfielder,GER,26,38.9,687,13,2.99
Derrick Luckassen,Pafos FC,UEFA Champions League,CB,Defender,NED,30,22.6,450,5,4.52
Derry Murkin,Utrecht,UEFA Europa League,LB,Defender,ENG,26,12.4,194,5,2.48
Derry Scherhant,Freiburg,"German Bundesliga, UEFA Europa League",LW,Forward,GER,23,72.3,585,17,4.25
Destiny Udogie,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,ITA,23,66.8,720,14,4.77
Devyne Rensch,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,NED,22,31.7,315,10,3.17
Diego Carlos,Como,Italian Serie A,CB,Defender,BRA,32,47.7,938,11,4.34
Diego Coppola,Brighton,English Premier League,CB,Defender,ITA,21,7.7,18,3,2.57
Diego Gómez,Brighton,English Premier League,DM,Forward,PAR,22,63.6,874,14,4.54
Diego Llorente,Betis,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,32,15.4,256,4,3.85
Diego López,Valencia,Spanish La Liga,LM,Forward,ESP,23,60.6,1073,15,4.04
Diego Morcillo,Alavés,Spanish La Liga,AM,Forward,ESP,22,4.4,10,1,4.4
Diego Moreira,Strasbourg,"French Ligue 1, UEFA Europa Conference League",WB,Midfielder,BEL,21,101.3,1226,18,5.63
Diego Pampín,Levante,Spanish La Liga,LB,Defender,ESP,25,14.7,118,3,4.9
Diego Rico,Getafe,Spanish La Liga,LB,Defender,ESP,32,60.9,1138,14,4.35
Diego Rodrigues,Braga,UEFA Europa League,AM,Forward,POR,20,15.0,60,4,3.75
Dilane Bakwa,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1, UEFA Europa League",AM,Defender,FRA,23,39.1,327,8,4.89
Dimitri Foulquier,Valencia,Spanish La Liga,RB,Defender,FRA,32,36.3,636,8,4.54
Dimitri Lavalée,Sturm Graz,UEFA Europa League,CB,Defender,BEL,28,16.8,304,4,4.2
Dimitris Giannoulis,Augsburg,German Bundesliga,WB,Midfielder,GRE,30,58.0,758,11,5.27
Dimitris Pelkas,PAOK,UEFA Europa League,AM,Forward,GRE,32,6.1,22,2,3.05
Dimitris Rallis,Jagiellonia,UEFA Europa Conference League,AM,Forward,GRE,20,9.1,74,3,3.03
Dinis Almeida,Ludogorets,UEFA Europa League,CB,Defender,POR,30,24.9,447,5,4.98
Diogo Dalot,Manchester Utd,English Premier League,WB,Midfielder,POR,26,53.1,784,12,4.42
Diogo Leite,Union Berlin,German Bundesliga,CB,Defender,POR,26,35.1,778,9,3.9
Diogo Nascimento,Olympiacos,UEFA Champions League,AM,Forward,POR,23,4.9,88,2,2.45
Dion Drena Beljo,Dinamo Zagreb,UEFA Europa League,AM,Forward,CRO,23,18.4,246,4,4.6
Djaoui Cissé,Rennes,French Ligue 1,CM,Midfielder,FRA,21,59.8,654,13,4.6
Djed Spence,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,ENG,25,77.2,1188,17,4.54
Djeidi Gassama,Rangers,UEFA Europa League,LW,Forward,FRA,22,25.3,420,5,5.06
Djené,Getafe,Spanish La Liga,CB,Defender,TOG,33,45.4,1045,15,3.03
Djibril Sidibé,Toulouse,French Ligue 1,CB,Midfielder,FRA,33,57.2,921,15,3.81
Djibril Sow,Sevilla,Spanish La Liga,DM,Midfielder,SUI,28,47.0,780,11,4.27
Dmytro Kryskiv,Shakhtar,UEFA Europa Conference League,CM,Midfielder,UKR,25,3.8,73,1,3.8
Dodi Lukebakio,"Benfica, Sevilla","Spanish La Liga, UEFA Champions League",RM,Forward,BEL,28,30.4,436,5,6.08
Dodô,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,BRA,27,74.6,1346,17,4.39
Domagoj Bradarić,Hellas Verona,Italian Serie A,WB,Midfielder,CRO,25,38.9,904,12,3.24
Domagoj Vida,AEK Athens,UEFA Europa Conference League,AM,Defender,CRO,36,4.5,91,2,2.25
Domantas Šimkus,Ħamrun Spartans FC,UEFA Europa Conference League,RM,Midfielder,LTU,29,2.0,66,1,2.0
Domenico Berardi,Sassuolo,Italian Serie A,RW,Forward,ITA,31,57.7,894,11,5.25
Domingos André Ribeiro Almeida,Valencia,Spanish La Liga,AM,Forward,POR,25,39.1,475,9,4.34
Domingos Duarte,Getafe,Spanish La Liga,CB,Defender,POR,30,38.9,1108,13,2.99
Domingos Quina,Pafos FC,UEFA Champions League,AM,Forward,POR,26,13.4,232,4,3.35
Dominic Calvert-Lewin,Leeds United,English Premier League,AM,Forward,ENG,28,55.7,855,13,4.28
Dominic Solanke,Tottenham,English Premier League,AM,Forward,ENG,27,5.8,33,2,2.9
Dominik Kohr,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,GER,31,60.2,1075,13,4.63
Dominik Pech,Young Boys,UEFA Europa League,CM,Midfielder,CZE,19,14.3,154,5,2.86
Dominik Prpić,Porto,UEFA Europa League,CB,Defender,CRO,21,9.8,180,2,4.9
Dominik Schmid,Basel,UEFA Europa League,LB,Defender,SUI,27,25.3,360,4,6.32
Dominik Szoboszlai,Liverpool,"English Premier League, UEFA Champions League",AM,Defender,HUN,25,120.9,1800,20,6.04
Dominik Thaqi,Rijeka,UEFA Europa Conference League,LM,Midfielder,CRO,18,5.4,65,1,5.4
Dominik Weixelbraun,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,21,2.4,14,2,1.2
Dominique Heintz,Köln,German Bundesliga,CB,Defender,GER,32,23.1,290,6,3.85
Doni Arifi,KuPS,UEFA Europa Conference League,CM,Midfielder,FIN,23,25.0,300,4,6.25
Donny van de Beek,Girona,Spanish La Liga,AM,Forward,NED,28,4.4,41,2,2.2
Donyell Malen,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,NED,26,75.1,748,20,3.76
Dor Peretz,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,30,19.5,354,5,3.9
Douglas Luiz,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,BRA,27,25.2,314,6,4.2
Duje Dujmović,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,CRO,21,20.3,360,4,5.08
Duje Ćaleta-Car,Real Sociedad,Spanish La Liga,CB,Defender,CRO,29,42.8,822,10,4.28
Duje Čop,Rijeka,UEFA Europa Conference League,AM,Forward,CRO,35,1.3,24,1,1.3
Duván Zapata,Torino,Italian Serie A,AM,Forward,COL,34,22.0,198,8,2.75
Dušan Stojinovič,Jagiellonia,UEFA Europa Conference League,CB,Defender,SVN,25,16.0,360,4,4.0
Dušan Vlahović,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,SRB,25,77.7,873,17,4.57
Dwight McNeil,Everton,English Premier League,AM,Forward,ENG,26,17.5,98,7,2.5
Dylan Lobban,Aberdeen,UEFA Europa Conference League,RB,Defender,SCO,20,10.2,159,2,5.1
Dylan Watts,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,IRL,28,18.1,243,4,4.53
Dávid Hancko,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,SVK,27,90.0,1533,19,4.74
Désiré Doué,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Forward,FRA,20,48.4,356,7,6.91
Dženan Pejčinović,Wolfsburg,German Bundesliga,AM,Forward,GER,20,26.8,331,11,2.44
Eaden Roka,Rapid Wien,UEFA Europa Conference League,WB,Midfielder,AUT,18,0.2,11,1,0.2
Ebenezer Akinsanmiro,Pisa,Italian Serie A,CM,Midfielder,NGA,20,45.5,751,10,4.55
Eberechi Eze,"Arsenal, Crystal Palace","English Premier League, UEFA Champions League",RM,Forward,ENG,27,91.3,1203,19,4.81
Ebrima Colley,Young Boys,UEFA Europa League,LM,Forward,GAM,25,4.4,41,2,2.2
Eddie Nketiah,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,26,51.3,391,12,4.27
Eddy Kouadio,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,CIV,19,10.3,99,4,2.58
Eder,Ħamrun Spartans FC,UEFA Europa Conference League,LM,Midfielder,BRA,36,17.2,246,4,4.3
Edimilson Fernandes,Young Boys,UEFA Europa League,CM,Midfielder,SUI,29,16.3,265,3,5.43
