Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Progressive Runs,Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Jairo,BRA,Pafos FC,UEFA Europa Conference League,AM,Forward,32,670,0.13,0.0,2.96,0.54,0.39,0.39,0.0,0.0,3.36,0.27,2.01,0.81,1.21,0.13,0.27,0.13,0.16,17.6,22.3,2.55,0.0,0.0,0.67,0.0,22.03,0.27,0.0,9.0,11.01,7.12,8.6,0.67,0.81,254.01,45.67,1.61,21.63,1.61,89.87,38.42,0.67,0.54,1.34,0.54,0.81,1.07,0.27,0.27,0.54,0.27,0.27,0.4,0.13,0.4,1.07,0.0,0.94,0.0,3.9,3.09,0.81,3.9,24.99,6.72,35.06,0.94,2.96,13.16,19.34,7.25,35.06,0.0,0.0,0.0,1.48,1.07,0.13,0.0,0.0,0.0,1.88,3.63,5.51,12.49,3.63,9.13,0.67,-0.26,1,0.13,34.12,0.0,81.74,82.79,82.72,50.0,40.3
Jajá,BRA,Pafos FC,UEFA Europa Conference League,LW,Forward,23,285,0.63,0.32,3.16,1.58,0.6,0.6,0.0,0.0,4.74,0.63,1.89,2.53,3.47,0.63,6.0,0.22,0.25,19.89,38.53,6.0,0.0,0.0,2.53,0.0,37.58,0.95,0.32,8.84,15.16,7.89,13.58,2.21,4.74,343.58,154.74,6.32,35.37,6.32,280.42,158.53,2.53,2.53,8.53,3.47,5.05,2.53,1.89,1.26,0.95,0.32,1.26,3.47,2.21,0.32,2.21,0.0,0.0,0.0,6.0,2.53,0.95,3.47,38.84,13.26,56.21,0.0,5.37,18.63,33.79,10.42,56.21,0.0,0.0,0.0,0.95,1.26,0.32,0.0,0.0,0.0,0.63,0.63,1.26,31.89,5.37,17.05,5.37,0.03,1,0.63,50.0,0.0,58.31,58.1,46.62,141.69,40.68
Jaka Bijol,SVN,Udinese,Italian Serie A,CB,Defender,26,2873,0.03,0.0,0.56,0.19,0.06,0.06,0.0,0.0,0.81,0.03,0.34,3.29,0.22,0.06,0.09,0.01,0.01,42.51,50.94,2.98,0.06,0.31,0.19,0.13,48.87,1.94,1.25,10.87,12.47,25.06,27.1,6.23,10.24,905.7,319.71,0.66,36.28,0.66,213.17,128.53,0.38,0.03,0.09,0.06,0.03,1.32,0.75,0.97,0.31,0.03,0.63,1.16,0.53,1.19,1.16,0.56,5.64,0.03,3.01,0.53,0.06,0.6,39.94,0.31,62.34,8.02,31.73,28.69,2.51,1.38,62.34,0.38,0.03,0.03,1.5,0.25,0.06,0.03,0.0,0.03,3.2,1.57,4.76,4.6,0.85,1.69,1.91,-0.03,1,0.03,67.23,0.0,87.17,92.47,60.84,97.95,66.67
Jake Canavan,ENG,The New Saints,UEFA Europa Conference League,AM,Forward,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Evans,NAN,Leicester City,English Premier League,RW,Forward,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,7.5,11.25,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,3.75,3.75,3.75,7.5,0.0,0.0,90.0,33.75,0.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.0,0.0,3.75,0.0,3.75,3.75,0.0,0.0,0.0,3.75,0.0,0.0,0.0,3.75,3.75,11.25,3.75,18.75,0.0,3.75,11.25,3.75,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,3.75,0.0,0.0,7.5,0.0,1,0.0,0.0,0.0,100.0,50.0,0.0,200.0,0.0
Jake O'Brien,IRL,Everton,English Premier League,RB,Defender,24,1391,0.13,0.0,0.39,0.19,0.05,0.05,0.0,0.0,0.91,0.0,0.26,2.39,0.39,0.19,0.84,0.01,0.02,32.93,41.09,2.72,0.0,0.06,0.58,0.13,33.9,7.05,0.32,14.1,15.79,14.69,17.92,3.69,5.56,606.45,227.81,0.39,22.32,0.39,104.1,54.28,0.32,0.13,0.65,0.26,0.32,1.55,1.04,1.23,0.32,0.0,1.04,1.55,0.52,0.19,0.97,0.26,5.18,0.0,2.59,0.32,0.32,0.65,27.37,1.29,51.11,5.24,22.06,21.87,7.31,1.16,51.11,0.26,0.0,0.0,0.65,0.32,0.19,0.0,0.0,0.0,2.2,1.75,3.95,4.79,0.91,1.88,2.59,0.08,1,0.13,55.7,0.0,89.3,81.98,66.37,100.0,40.0
Jakob Schöller,AUT,Rapid Wien,UEFA Europa Conference League,LB,Defender,19,112,0.0,0.0,2.41,0.0,0.24,0.24,0.0,0.0,1.61,0.0,0.0,5.62,0.8,0.0,0.0,0.0,0.0,44.2,57.05,5.62,0.0,0.0,0.8,0.0,52.23,4.82,0.8,17.68,22.5,20.09,22.5,4.82,8.84,771.43,254.73,1.61,35.36,1.61,186.43,98.84,0.8,0.0,2.41,1.61,0.8,4.02,3.21,2.41,1.61,0.0,2.41,2.41,0.0,1.61,0.0,0.0,5.62,0.0,6.43,1.61,0.0,1.61,37.77,0.8,72.32,5.62,19.29,41.79,12.05,3.21,72.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,2.41,7.23,9.64,1.61,4.02,5.62,-0.24,1,0.0,66.67,0.0,78.58,89.29,54.52,87.4,66.8
Jakov Medić,CRO,Bochum,German Bundesliga,CB,Defender,26,1603,0.06,0.0,0.79,0.17,0.04,0.04,0.0,0.0,0.56,0.06,0.17,1.74,0.22,0.06,0.06,0.03,0.01,37.45,42.84,1.52,0.11,0.11,0.11,0.17,41.94,0.73,0.39,10.16,11.17,22.12,24.48,5.0,6.63,770.7,252.76,0.11,27.96,0.11,124.02,53.17,0.0,0.0,0.17,0.11,0.06,0.73,0.62,0.51,0.17,0.06,0.45,1.01,0.56,1.24,1.8,1.18,6.23,0.22,4.1,0.39,0.17,0.56,30.54,0.17,54.74,9.38,30.99,21.5,2.36,1.24,54.74,0.11,0.0,0.0,0.56,0.39,0.11,0.06,0.0,0.0,1.68,1.52,3.2,1.91,0.62,1.52,1.63,0.01,1,0.06,52.5,0.0,90.96,90.36,75.41,138.14,64.71
Jakub Adkonis,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,17,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,36.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,18.0,27.0,9.0,9.0,9.0,18.0,702.0,27.0,18.0,36.0,18.0,468.0,405.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,54.0,0.0,0.0,27.0,27.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9.0,18.0,0.0,0.0,1,0.0,0.0,0.0,66.67,100.0,50.0,0.0,0.0
Jakub Fulnek,CZE,Mladá Boleslav,UEFA Europa Conference League,WB,Midfielder,30,385,0.0,0.0,1.17,0.23,0.05,0.05,0.0,0.0,0.94,0.0,0.23,1.4,0.23,0.23,2.1,0.05,0.02,22.91,33.19,1.87,0.0,0.0,0.7,0.23,26.88,6.08,0.0,12.16,13.79,8.18,12.16,2.34,5.61,383.84,134.18,2.34,18.0,2.34,111.04,60.08,1.87,0.0,0.94,0.23,0.47,2.1,1.17,1.64,0.23,0.23,1.17,1.87,0.7,1.87,0.94,0.23,4.44,0.0,2.81,1.4,0.94,2.34,22.91,6.78,45.58,5.14,15.43,15.9,14.96,0.7,45.58,0.0,0.0,0.0,0.94,0.7,0.0,0.23,0.0,0.0,0.47,0.23,0.7,13.32,0.94,1.17,3.04,-0.05,1,0.0,67.14,0.0,88.18,67.27,41.71,92.97,24.47
Jakub Kamiński,POL,Wolfsburg,German Bundesliga,LB,Defender,22,1130,0.0,0.16,1.19,0.24,0.08,0.08,0.0,0.0,3.42,0.4,1.91,1.59,1.04,0.32,3.98,0.28,0.25,26.12,37.12,3.19,0.0,0.16,1.35,0.08,30.19,6.85,0.56,14.18,16.81,8.52,12.03,2.31,5.18,406.91,129.35,3.27,23.97,3.27,152.44,88.57,1.99,1.27,1.75,0.64,1.04,1.35,0.64,0.64,0.24,0.48,0.72,1.75,1.04,1.04,1.35,0.56,1.83,0.08,4.14,1.59,0.88,2.47,24.77,5.5,48.03,2.47,9.08,18.88,21.03,2.87,48.03,0.16,0.0,0.0,0.8,0.24,0.0,0.0,0.08,0.08,0.56,1.51,2.07,15.21,3.82,5.5,2.39,-0.08,1,0.0,27.05,0.0,84.35,70.82,44.59,115.46,36.57
Jakub Kiwior,POL,Arsenal,"English Premier League, UEFA Champions League",CB,Defender,25,1760,0.05,0.0,0.31,0.1,0.02,0.02,0.0,0.0,0.66,0.0,0.36,4.6,0.2,0.0,0.1,0.03,0.06,49.09,54.2,3.53,0.2,0.15,0.05,0.05,51.9,2.25,0.82,19.79,20.97,26.13,27.72,2.71,4.65,857.2,268.82,0.36,34.16,0.36,131.47,63.82,0.46,0.1,0.31,0.2,0.1,1.84,0.72,1.12,0.61,0.1,0.92,1.23,0.31,0.46,0.87,0.56,3.48,0.31,2.3,0.31,0.2,0.51,44.95,0.1,61.93,6.8,21.17,36.72,4.19,0.46,61.93,0.1,0.0,0.0,0.61,0.1,0.05,0.0,0.0,0.0,1.07,0.82,1.89,4.35,0.66,0.77,1.94,0.03,1,0.05,56.61,0.0,94.37,94.26,58.28,70.29,64.52
Jakub Moder,POL,"Brighton, Feyenoord","English Premier League, UEFA Champions League",CM,Midfielder,25,371,0.24,0.0,0.73,0.24,0.27,0.07,0.24,0.24,3.64,0.24,1.94,3.88,0.97,0.24,0.97,0.17,0.12,38.81,48.76,5.58,0.0,0.49,1.46,0.24,46.09,2.43,2.18,21.11,25.71,13.34,14.56,3.4,5.58,611.08,174.42,0.97,29.35,0.97,164.96,69.62,1.94,0.0,0.73,0.49,0.24,2.67,1.7,1.94,0.73,0.0,1.7,3.64,1.94,1.21,1.7,0.73,2.91,0.0,5.58,1.7,0.73,2.43,38.09,3.64,61.37,5.58,17.22,28.63,15.77,1.21,61.13,0.24,0.0,0.0,0.49,1.21,0.0,0.0,0.24,0.0,1.21,0.73,1.94,11.16,3.88,2.43,5.34,-0.02,1,0.24,62.37,0.0,82.11,91.62,60.93,122.2,67.12
Jakub Pesek,CZE,Sparta Prague,UEFA Champions League,LW,Forward,31,129,0.0,0.0,0.7,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,9.07,18.84,0.0,0.0,0.0,0.7,0.0,15.35,3.49,0.0,6.98,10.47,1.4,3.49,0.7,2.79,140.23,32.79,0.0,13.95,0.0,48.84,20.93,0.7,0.0,2.79,0.0,2.79,0.7,0.7,0.0,0.7,0.0,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,2.79,2.09,0.7,2.79,15.35,4.88,25.81,0.7,4.19,11.86,9.77,1.4,25.81,0.7,0.0,0.0,2.09,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,4.88,0.0,1.4,2.79,-0.14,1,0.0,0.0,0.0,66.67,40.11,25.09,398.57,0.0
Jakub Piotrowski,POL,Ludogorets,UEFA Europa League,DM,Midfielder,27,431,0.0,0.0,1.67,0.21,0.21,0.04,0.0,0.21,2.71,0.21,0.63,4.59,0.42,0.0,0.21,0.0,0.0,40.72,51.37,4.18,0.0,1.04,2.09,0.21,49.49,1.67,1.25,17.12,20.67,19.0,21.51,3.76,6.06,739.0,196.71,2.09,44.06,2.09,229.28,82.06,0.63,0.42,1.88,0.42,1.25,2.09,1.46,1.25,0.42,0.42,0.63,1.88,1.25,0.84,1.25,0.0,2.51,0.42,3.97,1.46,2.09,3.55,47.19,1.46,65.15,3.97,20.05,32.99,12.32,1.46,64.94,0.42,0.0,0.0,1.04,1.67,0.0,0.0,0.0,0.0,1.67,1.67,3.34,9.81,2.92,2.3,3.34,-0.21,1,0.0,50.0,0.0,82.83,88.33,62.05,122.79,22.34
Jalal Abdulai,GHA,Elfsborg,UEFA Europa League,AM,Forward,20,241,0.0,0.0,1.87,0.37,0.22,0.22,0.0,0.0,1.12,0.0,0.75,0.75,0.37,0.0,0.75,0.0,0.04,8.22,14.94,1.49,0.0,0.0,0.0,0.0,13.44,1.49,0.0,4.11,6.35,2.24,4.48,0.75,1.49,109.42,21.66,2.24,14.94,2.24,135.93,56.76,1.87,0.75,3.73,1.49,2.24,0.75,0.75,0.37,0.37,0.0,0.0,1.12,1.12,0.0,0.0,0.0,0.37,0.0,2.24,2.24,1.49,3.73,17.18,2.99,24.65,0.75,3.73,9.71,12.32,2.61,24.65,0.37,0.0,0.0,2.24,0.75,0.75,0.0,0.0,0.0,4.11,3.73,7.84,8.96,1.12,3.73,1.87,-0.22,1,0.0,52.42,0.0,64.72,50.0,50.34,249.33,39.95
Jamal Musiala,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Forward,22,2662,0.51,0.17,3.45,1.42,0.46,0.46,0.0,0.0,5.85,0.51,2.33,3.55,1.59,0.0,0.37,0.32,0.29,39.02,47.03,5.48,0.68,0.2,1.72,0.2,45.71,1.12,0.14,24.44,27.86,11.33,13.12,1.25,1.66,524.24,126.82,4.02,40.67,4.02,227.6,121.31,2.57,2.2,6.93,3.21,3.28,1.93,1.22,0.34,0.98,0.61,0.71,1.45,0.74,0.47,1.35,0.0,0.17,0.03,3.89,2.94,1.99,4.94,51.56,7.67,64.0,0.24,4.43,27.79,32.69,8.42,64.0,0.14,0.0,0.0,0.88,2.74,0.14,0.0,0.03,0.0,0.44,0.61,1.05,21.2,6.36,12.21,2.67,0.05,1,0.51,41.9,0.0,87.72,86.36,75.3,101.14,46.32
James Abankwah,IRL,Udinese,Italian Serie A,CB,Midfielder,20,88,0.0,0.0,1.02,0.0,0.1,0.1,0.0,0.0,1.02,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,36.82,47.05,4.09,0.0,0.0,0.0,0.0,46.02,1.02,1.02,13.3,15.34,18.41,21.48,3.07,8.18,627.95,210.68,3.07,29.66,3.07,223.98,168.75,1.02,1.02,0.0,0.0,0.0,4.09,2.05,4.09,0.0,0.0,2.05,3.07,1.02,1.02,2.05,1.02,3.07,0.0,7.16,1.02,3.07,4.09,34.77,1.02,66.48,8.18,37.84,22.5,7.16,2.05,66.48,1.02,0.0,0.0,4.09,3.07,0.0,0.0,0.0,0.0,2.05,2.05,4.09,11.25,1.02,3.07,5.11,-0.1,1,0.0,50.12,0.0,86.7,85.71,37.53,83.22,0.0
James Bree,ENG,Southampton,English Premier League,CB,Defender,27,1070,0.0,0.08,0.34,0.08,0.0,0.0,0.0,0.0,1.35,0.08,0.84,2.36,0.59,0.5,2.44,0.05,0.07,41.8,50.05,2.78,0.0,0.0,0.67,0.08,45.84,4.12,0.76,20.36,22.54,18.34,21.11,2.27,4.37,662.64,184.12,1.01,30.28,1.01,130.46,65.86,1.01,0.08,0.67,0.34,0.17,1.6,1.18,0.67,0.84,0.08,0.84,2.1,1.26,0.76,0.84,0.25,2.44,0.0,5.47,0.76,0.42,1.18,36.93,3.62,58.04,4.12,18.59,25.74,14.13,0.93,58.04,0.0,0.0,0.0,0.34,0.42,0.0,0.0,0.0,0.0,1.01,0.5,1.51,8.41,1.43,2.1,3.28,0.0,1,0.0,66.89,0.0,90.33,86.88,51.95,134.43,50.75
James Forrest,SCO,Celtic,UEFA Champions League,LW,Forward,33,63,0.0,1.43,2.86,0.0,0.14,0.14,0.0,0.0,1.43,1.43,1.43,1.43,4.29,0.0,2.86,0.43,0.43,37.14,45.71,7.14,1.43,0.0,1.43,0.0,44.29,1.43,0.0,22.86,24.29,12.86,17.14,0.0,1.43,531.43,180.0,5.71,40.0,5.71,287.14,177.14,4.29,2.86,2.86,0.0,1.43,4.29,1.43,1.43,1.43,1.43,4.29,7.14,2.86,0.0,0.0,0.0,2.86,0.0,2.86,1.43,0.0,1.43,42.86,18.57,64.29,2.86,7.14,21.43,35.71,4.29,64.29,0.0,0.0,0.0,1.43,2.86,0.0,0.0,0.0,0.0,1.43,1.43,2.86,37.14,2.86,11.43,8.57,-0.14,1,0.0,50.0,0.0,94.11,75.03,0.0,99.88,0.0
James Garner,ENG,Everton,English Premier League,DM,Midfielder,24,1425,0.0,0.06,0.76,0.25,0.04,0.04,0.0,0.0,2.27,0.32,0.69,3.6,0.38,0.25,3.09,0.06,0.08,35.81,46.42,2.78,0.13,0.13,1.39,0.32,39.85,6.25,0.88,15.85,17.81,15.73,19.07,3.41,6.69,624.63,185.68,0.88,28.17,0.88,130.55,50.59,1.2,0.13,0.95,0.32,0.63,2.65,1.77,1.45,1.14,0.06,1.39,2.15,0.76,1.33,1.14,0.25,1.96,0.0,4.36,1.01,0.44,1.45,32.08,1.52,56.21,2.4,13.26,29.75,13.71,0.88,56.21,0.25,0.0,0.0,1.07,0.76,0.0,0.0,0.0,0.0,0.63,0.82,1.45,6.06,2.59,1.64,3.92,-0.04,1,0.0,43.45,0.0,88.99,82.49,50.97,97.03,33.68
James Hill,ENG,Bournemouth,English Premier League,RB,Defender,23,305,0.0,0.3,0.89,0.0,0.03,0.03,0.0,0.0,2.36,0.3,0.89,4.13,1.77,0.0,2.36,0.06,0.06,29.51,46.92,4.72,0.0,0.0,1.18,0.0,39.25,7.67,0.59,10.92,13.87,15.34,20.36,3.25,10.62,566.26,231.34,0.3,27.15,0.3,94.43,40.13,1.18,0.0,0.59,0.3,0.3,2.36,1.48,0.59,1.18,0.59,0.3,1.77,1.48,1.77,1.18,0.0,6.2,0.0,2.66,0.59,0.0,0.59,31.87,2.36,61.67,3.84,16.82,32.46,12.39,0.89,61.67,0.3,0.0,0.0,1.48,1.18,0.0,0.0,0.0,0.0,2.95,2.36,5.31,7.67,2.66,2.66,3.25,-0.03,1,0.0,55.56,0.0,78.73,75.34,30.6,122.18,50.85
James Justin,ENG,Leicester City,English Premier League,RB,Defender,27,2607,0.07,0.07,0.79,0.17,0.04,0.04,0.0,0.0,1.07,0.07,0.41,2.24,0.72,0.24,1.8,0.01,0.02,37.59,47.99,2.66,0.03,0.07,1.35,0.07,39.08,8.84,0.76,19.92,22.78,15.16,17.92,1.48,4.21,576.01,185.66,1.1,26.55,1.1,110.2,54.34,0.79,0.1,0.9,0.24,0.38,1.9,1.17,0.97,0.72,0.21,1.04,1.73,0.69,1.35,1.38,0.45,4.42,0.1,2.73,0.93,0.45,1.38,32.97,2.69,60.45,4.56,22.13,26.75,11.91,1.1,60.45,0.14,0.0,0.0,0.79,1.48,0.07,0.0,0.0,0.0,2.17,1.73,3.9,7.56,1.14,2.17,2.9,0.02,1,0.07,55.64,0.0,87.45,84.6,35.15,98.64,26.67
James Maddison,ENG,Tottenham,"English Premier League, UEFA Europa League",LM,Midfielder,28,2041,0.49,0.4,1.9,0.88,0.28,0.28,0.0,0.0,4.23,0.93,2.12,6.66,1.32,0.18,4.59,0.24,0.21,50.23,61.73,8.25,0.44,0.22,0.84,0.31,54.81,6.61,2.47,24.21,26.72,20.37,23.55,3.57,7.63,808.81,237.77,2.12,50.58,2.12,251.92,113.33,2.03,1.01,3.62,1.41,1.72,1.28,0.75,0.35,0.62,0.31,0.35,1.15,0.79,0.75,0.97,0.18,0.84,0.04,4.01,1.28,1.37,2.65,55.21,4.59,72.19,1.15,10.27,35.23,27.65,4.28,72.19,0.18,0.0,0.0,1.5,3.13,0.09,0.0,0.04,0.0,0.22,0.4,0.62,17.07,5.16,6.79,1.9,0.21,1,0.49,35.48,0.0,90.61,86.5,46.79,116.56,38.95
James McConnell,ENG,Liverpool,UEFA Champions League,CM,Midfielder,20,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,35.0,43.0,5.0,0.0,0.0,0.0,0.0,40.0,3.0,2.0,16.0,17.0,18.0,19.0,0.0,5.0,550.0,158.0,3.0,22.0,3.0,156.0,104.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,37.0,1.0,59.0,1.0,13.0,30.0,16.0,1.0,59.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,1.0,7.0,0.0,1,0.0,50.0,0.0,94.12,94.74,0.0,100.0,50.0
James Mcatee,ENG,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,22,442,0.81,0.0,3.05,1.43,0.61,0.61,0.0,0.0,2.04,0.2,0.81,2.44,0.41,0.0,1.43,0.16,0.12,25.86,32.17,3.26,0.61,0.0,1.02,0.0,31.56,0.61,0.2,14.25,16.09,10.79,12.22,0.61,2.04,381.58,75.54,2.44,26.27,2.44,144.37,70.86,1.43,0.61,2.44,0.81,1.63,1.83,1.22,0.0,1.02,0.81,0.41,1.63,1.22,0.41,2.04,0.0,0.2,0.0,2.65,0.81,0.81,1.63,31.76,9.16,43.57,0.41,4.07,16.49,23.62,5.5,43.57,0.41,0.0,0.0,2.24,1.02,0.0,0.0,0.0,0.0,0.41,0.41,0.81,17.31,2.24,6.52,2.85,0.2,1,0.81,50.62,0.0,88.56,88.3,29.9,127.23,33.2
James Milner,ENG,Brighton,English Premier League,DM,Midfielder,39,170,0.0,0.0,1.06,0.0,0.11,0.11,0.0,0.0,4.24,0.0,2.12,1.59,0.53,0.53,4.24,0.05,0.11,29.12,39.18,5.29,1.06,0.0,0.53,0.0,33.35,5.82,2.12,13.76,14.82,12.18,15.88,2.12,5.82,475.94,183.71,0.53,24.88,0.53,118.06,51.35,0.53,0.0,0.53,0.53,0.0,2.65,1.06,0.53,1.59,0.53,1.59,1.59,0.0,1.06,2.12,1.06,1.06,0.53,1.06,0.0,0.0,0.0,31.24,5.29,49.24,1.59,6.88,25.94,16.41,2.12,49.24,0.53,0.0,0.0,1.59,0.53,0.0,0.0,0.0,0.0,0.0,0.53,0.53,11.65,4.24,3.18,2.65,-0.11,1,0.0,0.0,0.0,92.85,76.7,36.43,62.5,100.0
James Penrice,SCO,Hearts,UEFA Europa Conference League,LB,Defender,25,468,0.0,0.0,0.38,0.0,0.02,0.02,0.0,0.0,3.85,0.38,1.92,4.04,1.54,0.77,7.88,0.25,0.27,42.12,61.92,5.0,0.0,0.19,1.73,0.58,46.92,14.42,1.92,20.77,24.04,15.38,21.92,5.0,12.69,727.69,314.42,1.92,37.31,1.92,174.04,96.73,1.54,0.19,1.73,1.15,0.58,1.73,1.35,0.77,0.96,0.0,1.15,1.54,0.38,1.15,1.15,0.19,2.69,0.0,4.23,0.96,0.96,1.92,39.81,4.81,72.31,3.08,18.46,32.12,22.31,2.31,72.31,0.19,0.0,0.0,0.96,1.15,0.0,0.19,0.0,0.0,1.15,1.54,2.69,13.65,4.23,4.81,2.88,-0.02,1,0.0,42.75,0.0,86.4,70.16,39.4,100.0,66.47
James Rodríguez,COL,Rayo Vallecano,Spanish La Liga,AM,Forward,33,140,0.0,0.0,2.57,1.29,0.13,0.13,0.0,0.0,3.86,0.0,1.29,7.71,0.64,0.0,8.36,0.19,0.13,50.14,63.0,8.36,0.64,0.0,0.0,0.0,54.0,9.0,2.57,25.71,28.29,13.5,16.07,8.36,15.43,879.43,282.86,1.93,45.64,1.93,156.86,67.5,2.57,0.64,4.5,3.21,1.29,1.93,1.29,0.64,1.29,0.0,0.0,1.29,1.29,0.64,1.29,0.0,0.0,0.0,5.14,3.21,0.0,3.21,54.64,4.5,74.57,0.64,10.29,32.79,32.14,2.57,74.57,0.64,0.0,0.0,1.29,0.64,1.93,0.0,0.0,0.0,1.29,1.93,3.21,16.71,3.86,3.86,2.57,-0.13,1,0.0,40.19,0.0,90.88,84.01,54.18,133.16,71.33
James Sands,USA,St. Pauli,German Bundesliga,CM,Midfielder,24,453,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.0,1.39,0.0,0.2,1.59,0.6,0.0,0.4,0.0,0.0,30.79,40.53,3.18,0.0,0.4,0.99,0.2,39.34,0.99,0.99,15.1,17.88,12.32,14.3,1.19,2.98,454.17,127.95,0.0,23.64,0.0,82.05,29.01,0.0,0.0,0.2,0.2,0.0,2.98,1.19,0.99,1.59,0.4,0.79,0.79,0.0,0.99,0.99,0.2,1.59,0.0,4.17,0.6,0.6,1.19,30.2,1.19,51.46,2.38,12.52,29.4,9.74,1.19,51.46,0.2,0.0,0.0,2.19,0.99,0.2,0.0,0.0,0.0,3.38,1.59,4.97,4.37,1.39,1.79,1.99,-0.02,1,0.0,68.01,0.0,84.45,86.15,39.93,52.79,100.0
