Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Joe Lumley,ENG,Southampton,English Premier League,GK,Goalkeeper,29,270,91,14,89,93,78,13,65,74,96,68,93,37,13,90,40,94,96,1,40,26,22,88
Joel Drommel,NED,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,27,90,85,6,52,99,84,13,91,60,92,44,90,37,27,22,5,5,5,1,10,95,5,95
Johan Dahlin,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,38,225,46,38,40,36,22,13,2,5,0,44,0,93,62,16,21,40,72,1,35,1,26,17
Jonas Lössl,DEN,Midtjylland,UEFA Europa League,GK,Goalkeeper,36,380,79,20,76,79,31,87,95,86,77,16,89,74,72,46,44,67,56,1,31,92,43,50
Jonas Omlin,SUI,Gladbach,German Bundesliga,GK,Goalkeeper,31,979,91,12,88,85,28,29,83,79,94,54,93,42,48,67,16,69,74,1,31,57,13,36
Jonas Urbig,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,21,1023,16,53,15,20,25,77,35,40,72,30,70,4,11,21,22,94,94,1,23,33,27,26
Jordan Pickford,ENG,Everton,English Premier League,GK,Goalkeeper,31,3420,42,75,57,32,72,69,94,91,83,55,95,57,68,62,54,80,81,1,71,67,48,48
Josep Martinez,ESP,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,26,540,12,95,35,5,77,93,54,28,95,31,84,29,21,77,40,23,33,1,96,90,28,18
Josip Condric,CRO,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,31,270,71,94,92,43,97,72,77,93,58,95,67,97,97,87,5,55,63,1,98,12,5,70
José Sá,POR,Wolves,English Premier League,GK,Goalkeeper,32,2609,33,35,22,51,29,53,29,53,37,52,46,41,45,65,79,78,78,1,20,11,71,46
Juan Musso,ARG,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,31,270,3,98,12,3,82,96,5,29,12,78,5,90,83,39,40,16,18,1,99,3,42,4
Juan Soriano,ESP,Leganés,Spanish La Liga,GK,Goalkeeper,27,540,37,74,60,51,84,37,81,89,12,22,50,90,95,95,82,5,5,1,89,26,44,95
Julen Agirrezabala,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,24,2376,9,88,10,14,63,80,50,47,15,22,22,27,51,14,66,67,64,1,44,49,88,74
Justin Bijlow,NED,Feyenoord,UEFA Champions League,GK,Goalkeeper,27,125,81,93,95,80,99,94,85,90,46,3,72,97,97,98,98,5,5,1,97,31,72,99
Jörg Siebenhandl,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,34,276,19,62,18,40,63,72,3,2,8,39,1,14,4,20,18,88,88,1,34,46,19,81
Kacper Tobiasz,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,50,92,74,46,96,95,51,48,20,34,30,65,53,85,72,55,41,1,91,51,51,85
Kamil Grabara,POL,Wolfsburg,German Bundesliga,GK,Goalkeeper,26,2585,58,32,56,68,52,37,85,82,78,41,86,44,63,59,29,30,31,1,37,60,23,75
Karl Jakob Hein,EST,Valladolid,Spanish La Liga,GK,Goalkeeper,23,2790,70,17,58,76,19,34,72,63,58,60,62,77,83,67,79,64,65,1,21,60,70,42
Karl-Johan Johnsson,SWE,Strasbourg,French Ligue 1,GK,Goalkeeper,34,270,95,24,96,87,78,13,9,14,93,98,51,3,6,77,40,55,36,1,76,17,28,56
Kasper Schmeichel,DEN,Celtic,UEFA Champions League,GK,Goalkeeper,38,900,72,33,80,70,60,67,14,7,73,58,35,67,38,71,13,23,23,1,64,78,10,68
Kauã Santos,BRA,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,22,1215,79,53,89,61,77,49,58,56,56,58,54,40,47,70,97,82,75,1,86,40,96,44
Kepa Arrizabalaga,ESP,Bournemouth,English Premier League,GK,Goalkeeper,30,2790,43,66,56,36,61,58,52,44,38,40,38,59,51,30,44,86,88,1,67,58,54,49
Kevin Müller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,34,3389,67,30,63,68,42,53,59,50,64,67,66,87,74,58,45,30,32,1,37,57,39,56
Kevin Trapp,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,2925,39,66,48,30,56,62,31,42,60,63,43,46,41,73,62,62,58,1,62,24,49,42
Kjell Scherpen,NED,Sturm Graz,UEFA Champions League,GK,Goalkeeper,25,540,81,29,85,82,82,37,59,69,39,18,56,68,77,85,86,32,23,1,57,27,73,86
Kjetil Haug,NOR,Toulouse,French Ligue 1,GK,Goalkeeper,26,498,8,65,8,25,45,40,22,37,3,8,6,61,72,44,63,26,26,1,17,16,66,79
Kostas Tzolakis,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,22,897,16,93,38,12,85,92,76,76,14,65,53,25,50,6,79,97,97,1,93,42,96,75
Krapyvtsov Vladyslav,UKR,Girona,Spanish La Liga,GK,Goalkeeper,19,180,98,3,97,98,16,13,65,34,64,97,72,13,8,48,27,23,25,1,28,93,24,45
Lars Unnerstall,GER,Twente,UEFA Europa League,GK,Goalkeeper,34,730,48,57,62,24,33,56,58,62,50,41,59,39,23,41,24,75,65,1,74,35,25,24
Lasse Rieß,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,23,180,30,85,52,17,67,13,85,92,83,27,97,56,60,26,72,98,97,1,85,27,82,33
Lawrence Ati-Zigi,GHA,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,28,540,97,6,97,94,13,13,57,28,67,64,48,68,37,48,72,74,75,1,45,92,71,32
Leandro Chichizola,ARG,Parma,Italian Serie A,GK,Goalkeeper,34,90,85,6,52,92,11,13,24,72,93,78,94,85,62,95,96,90,85,1,10,4,87,36
Leo Román,ESP,Mallorca,Spanish La Liga,GK,Goalkeeper,24,630,93,52,97,78,93,64,90,88,39,10,73,79,88,89,81,43,29,1,93,50,59,53
Liam Kelly,SCO,Rangers,UEFA Europa League,GK,Goalkeeper,29,180,10,85,7,57,94,89,74,90,36,44,71,91,94,97,96,90,87,1,10,15,79,91
Lorenzo Montipò,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,29,3240,48,31,37,45,14,49,79,89,10,9,44,87,92,52,56,29,27,1,24,23,54,16
Lorenzo Torriani,ITA,Milan,UEFA Champions League,GK,Goalkeeper,19,40,98,16,99,98,98,13,1,3,40,8,33,70,17,10,5,5,5,1,85,0,5,93
Lovro Štubljar,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,20,180,85,10,52,79,10,13,96,85,48,97,70,93,91,60,96,5,5,1,10,96,97,6
Luca Philipp,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,24,630,82,10,71,77,7,13,72,75,31,29,60,63,57,69,31,34,37,1,20,33,23,17
Lucas Chevalier,FRA,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,23,3960,26,77,40,35,76,60,36,27,50,48,37,10,16,23,33,28,31,1,72,67,43,81
Lucas Perri,BRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,27,3960,56,61,70,52,73,67,26,30,45,83,34,32,30,35,57,38,43,1,73,31,65,64
Luiz Lúcio Reis Júnior,BRA,Villarreal,Spanish La Liga,GK,Goalkeeper,24,1458,34,77,48,17,49,79,42,39,22,94,19,58,58,72,67,70,64,1,76,48,59,23
Lukas Jungwirth,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,20,262,91,3,71,96,9,13,43,35,56,72,38,66,56,93,98,17,17,1,13,57,93,70
Lukáš Horníček,CZE,Braga,UEFA Europa League,GK,Goalkeeper,22,290,62,69,78,59,87,68,40,50,47,47,51,34,26,81,36,96,91,1,82,23,24,77
Lukáš Hrádecký,FIN,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,2970,39,60,49,30,45,53,48,33,39,36,29,31,35,17,21,76,81,1,66,73,24,46
Lukáš Zima,CZE,FCSB,UEFA Europa League,GK,Goalkeeper,31,90,85,1,12,98,5,13,9,8,6,78,4,56,28,16,5,5,5,1,2,44,5,9
Léon-Maurice Pöhls,GER,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,27,540,24,46,20,36,29,37,18,34,3,31,7,72,65,91,18,32,30,1,26,12,13,40
Maarten Vandevoordt,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,23,609,36,36,28,34,17,67,32,30,48,81,26,73,68,66,83,94,92,1,26,52,75,17
Mads Hermansen,DEN,Leicester City,English Premier League,GK,Goalkeeper,24,2385,82,17,79,83,43,26,53,82,81,81,83,45,62,73,66,49,55,1,35,10,58,72
Mads Kikkenborg,DEN,Anderlecht,UEFA Europa League,GK,Goalkeeper,25,90,64,1,12,92,1,13,65,24,40,5,22,37,7,5,5,55,35,1,3,97,5,27
Maduka Okoye,NGA,Udinese,Italian Serie A,GK,Goalkeeper,25,2250,46,38,47,52,36,34,61,43,62,19,46,18,34,37,30,46,49,1,46,81,31,62
Malkolm Nilsson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,165,23,94,65,9,86,13,44,71,11,21,23,91,93,95,30,5,5,1,97,9,16,37
Manolis Saliakas,GRE,St. Pauli,German Bundesliga,GK,Goalkeeper,28,1,1,98,1,1,52,99,1,0,99,1,99,0,0,0,5,5,5,1,0,0,0,0
Manuel Neuer,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,39,2802,5,91,5,6,39,87,55,25,91,47,72,5,6,4,14,92,94,1,25,94,21,44
Marc-André ter Stegen,GER,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,764,17,62,17,11,21,31,12,5,68,96,37,18,17,28,78,95,93,1,34,85,86,11
Marcin Bułka,POL,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,25,3600,61,56,76,40,52,45,28,17,45,82,25,32,22,47,82,71,67,1,77,80,82,29
Marco Bizot,NED,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,34,3690,37,35,29,49,27,64,91,76,44,49,64,59,72,53,78,85,86,1,27,83,74,44
Marco Carnesecchi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,24,3870,17,85,31,12,56,84,41,40,28,66,27,54,66,9,29,76,74,1,79,40,55,38
Marco Silvestri,ITA,Empoli,Italian Serie A,GK,Goalkeeper,34,450,72,17,69,60,8,13,91,77,40,19,75,5,3,35,13,40,29,1,33,81,12,13
Marco Sportiello,ITA,Milan,Italian Serie A,GK,Goalkeeper,32,126,42,52,43,54,63,94,37,26,72,91,43,93,71,20,44,91,97,1,48,72,63,73
Marius Müller,GER,Wolfsburg,German Bundesliga,GK,Goalkeeper,31,475,45,90,70,47,92,42,91,85,80,88,89,63,77,91,94,28,24,1,91,69,87,91
Mark Flekken,NED,Brentford,English Premier League,GK,Goalkeeper,31,3275,77,43,87,48,39,42,89,83,94,22,96,53,75,75,84,47,41,1,80,67,76,19
Mark Travers,IRL,Bournemouth,English Premier League,GK,Goalkeeper,25,450,64,85,85,75,97,45,86,63,9,92,16,83,89,37,13,55,45,1,94,89,12,98
Marko Dmitrović,SRB,Leganés,Spanish La Liga,GK,Goalkeeper,33,2880,55,42,63,58,58,68,84,96,18,27,70,91,96,89,92,84,80,1,57,15,81,70
Marko Ilić,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,26,180,97,0,74,100,8,13,81,94,4,14,32,96,97,60,72,5,5,1,4,16,66,41
Martin Dúbravka,SVK,Newcastle Utd,English Premier League,GK,Goalkeeper,36,900,35,72,45,30,65,89,6,18,41,86,11,54,58,40,72,64,67,1,67,7,75,55
Martin Jedlička,CZE,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,27,1080,61,60,74,65,88,56,79,76,23,11,58,50,70,61,56,63,73,1,68,53,50,85
Marvin Keller,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,22,360,85,16,85,77,17,13,24,54,94,71,90,6,13,91,5,23,22,1,48,7,5,44
Matej Kovar,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,990,7,85,9,7,28,91,44,20,37,23,22,20,21,15,38,41,49,1,43,90,60,28
Mateusz Kochalski,POL,Qarabağ,UEFA Europa League,GK,Goalkeeper,24,540,94,10,92,95,86,13,38,58,66,27,67,37,48,23,27,55,54,1,41,16,31,90
Matevž Vidovšek,SVN,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,25,720,40,91,58,52,95,93,51,31,25,55,27,62,48,84,81,36,48,1,79,82,62,90
Matheus,BRA,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,32,517,76,21,72,68,16,37,20,20,85,31,66,58,27,63,43,95,96,1,30,45,35,21
Mathew Ryan,AUS,Lens,French Ligue 1,GK,Goalkeeper,33,1260,47,71,60,42,75,85,29,28,24,91,24,30,28,37,89,34,37,1,67,48,93,59
Mathieu Gorgelin,FRA,Le Havre,French Ligue 1,GK,Goalkeeper,34,1440,68,21,58,84,65,27,63,41,41,69,37,59,44,83,85,23,25,1,27,84,75,89
Matjaž Rozman,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,37,360,64,24,52,66,22,13,41,23,24,78,16,85,54,46,15,5,5,1,24,83,14,34
Matouš Trmal,CZE,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,26,540,90,34,94,71,67,37,28,58,71,89,60,78,82,61,82,55,51,1,90,8,78,39
Mattia Perin,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,32,660,67,90,82,49,93,83,16,22,72,97,50,9,14,35,43,26,35,1,91,27,45,65
Matvei Safonov,RUS,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,1059,8,91,14,6,42,76,32,27,37,59,24,34,25,12,33,82,83,1,77,61,60,29
Matz Sels,BEL,Nott'ham Forest,English Premier League,GK,Goalkeeper,33,3420,44,71,59,32,65,76,84,84,5,6,30,74,85,90,27,16,17,1,73,53,18,46
Maxime Delanghe,BEL,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,23,599,45,46,43,58,61,67,92,96,13,2,71,64,88,34,48,45,65,1,42,30,57,74
Maxime Dupé,FRA,Nice,UEFA Europa League,GK,Goalkeeper,31,180,30,85,52,17,67,13,9,2,31,95,8,65,26,13,27,23,28,1,85,98,41,33
Melvin Zinga,FRA,Angers,French Ligue 1,GK,Goalkeeper,23,90,30,24,12,90,90,13,9,39,13,44,33,95,63,94,72,90,86,1,10,3,38,98
Mert Günok,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,35,450,89,24,90,94,96,13,37,47,33,86,41,71,54,55,34,13,13,1,58,24,29,97
Michael Zetterer,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,29,3060,53,33,52,58,36,64,45,38,82,89,74,10,12,50,77,55,57,1,41,59,73,58
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,27,3658,13,89,17,8,45,84,44,34,33,51,28,27,42,51,58,42,53,1,63,66,58,25
Mike Maignan,FRA,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,29,4154,33,75,45,13,35,62,27,20,84,66,55,40,41,29,44,87,90,1,75,69,55,13
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,25,4500,22,89,44,19,74,80,36,39,70,63,55,49,55,45,60,46,48,1,88,36,64,63
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,27,1639,67,57,79,63,80,49,70,38,92,73,76,10,16,86,67,38,50,1,86,93,50,82
Muhammed Şengezer,TUR,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,27,360,80,68,91,66,91,13,83,92,82,14,96,20,37,60,91,36,42,1,92,22,89,75
Mukhammedzhan Seysen,KAZ,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,25,180,99,24,100,99,99,13,34,86,36,95,41,96,96,97,91,80,80,1,96,3,60,51
Nathan Trott,ENG,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,26,450,39,38,31,41,25,45,14,16,48,8,17,11,6,8,13,13,12,1,29,33,15,30
Nediljko Labrović,CRO,Augsburg,German Bundesliga,GK,Goalkeeper,25,1350,61,20,40,66,12,32,75,64,35,72,45,74,77,59,52,69,60,1,17,66,47,23
Neofytos Michael,CYP,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,31,90,64,24,52,76,38,13,3,1,10,78,1,56,11,1,5,5,5,1,24,95,5,67
Neto,BRA,"Arsenal, Bournemouth","English Premier League, UEFA Champions League",GK,Goalkeeper,35,270,71,85,89,58,94,13,54,51,42,68,47,50,46,39,86,96,92,1,95,43,90,78
Nick Pope,ENG,Newcastle Utd,English Premier League,GK,Goalkeeper,33,2520,42,68,57,26,52,64,16,26,10,98,9,69,66,41,88,93,91,1,70,19,91,37
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,2610,24,79,42,21,69,76,69,55,26,38,31,79,70,48,45,20,26,1,80,70,43,66
Nikita Haikin,RUS,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,29,1440,72,41,81,74,82,42,63,60,91,71,88,44,45,89,60,77,76,1,69,55,36,78
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,900,43,78,62,25,71,82,18,21,44,53,21,33,45,44,34,88,91,1,82,34,33,43
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,29,2969,35,74,41,47,79,60,63,67,90,20,86,21,22,36,46,41,40,1,58,43,51,80
Noah Atubolu,GER,Freiburg,German Bundesliga,GK,Goalkeeper,22,2307,54,51,60,48,52,81,83,72,91,57,91,34,56,62,86,63,54,1,53,72,84,39
Ognjen Čančarević,ARM,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,35,270,99,6,99,96,34,72,38,31,58,85,52,82,44,31,5,55,58,1,68,61,5,24
Oliver Baumann,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,3150,58,29,46,71,45,37,76,71,69,50,78,28,47,53,37,60,55,1,28,56,32,66
Omri Glazer,ISR,Red Star,UEFA Champions League,GK,Goalkeeper,28,270,64,6,12,67,2,13,38,14,19,14,14,68,30,29,18,5,5,1,3,96,18,4
Oscar Jansson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,33,180,3,46,3,6,6,13,14,8,4,5,3,37,46,44,5,97,97,1,1,82,5,2
Panagiotis Retsos,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,26,1,1,98,1,1,52,99,100,100,99,1,100,0,0,0,5,5,5,1,0,100,0,0
Patrick Drewes,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1889,55,17,24,80,29,30,97,94,70,17,84,88,90,49,31,83,82,1,12,88,28,53
Patrik Carlgren,SWE,Nantes,French Ligue 1,GK,Goalkeeper,33,417,87,43,92,73,84,49,60,56,11,92,15,84,85,85,14,14,14,1,85,53,10,62
Pau López,ESP,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,30,135,85,9,35,85,11,13,46,36,87,68,81,43,36,98,99,32,21,1,5,64,96,6
Paulo Gazzaniga,ARG,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3825,41,50,41,38,35,47,17,22,49,36,30,43,44,28,64,41,44,1,46,31,77,40
Pepe Reina,ESP,Como,Italian Serie A,GK,Goalkeeper,42,1034,18,70,21,13,31,37,41,31,50,29,43,6,5,42,11,26,24,1,44,63,11,20
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Champions League,GK,Goalkeeper,26,720,96,9,96,83,11,31,71,85,58,71,78,65,81,66,60,45,39,1,52,20,52,14
Philipp Hofmann,GER,Bochum,German Bundesliga,GK,Goalkeeper,31,1,1,98,1,1,52,99,1,0,99,1,99,100,98,0,5,5,5,1,0,0,0,0
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,1890,13,80,16,8,31,80,15,18,16,33,9,39,35,27,53,62,66,1,52,35,68,14
Pierluigi Gollini,ITA,Genoa,Italian Serie A,GK,Goalkeeper,29,630,52,19,18,71,13,33,60,36,48,14,34,79,76,45,16,15,20,1,12,86,15,20
Pietro Terracciano,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,810,22,51,20,29,29,49,28,13,31,12,16,26,12,7,14,27,29,1,29,88,18,34
Przemysław Tytoń,POL,Twente,UEFA Europa League,GK,Goalkeeper,37,167,59,19,37,91,82,13,98,97,86,36,94,64,71,83,29,63,75,1,14,90,21,96
Péter Gulácsi,HUN,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,3171,59,50,67,54,58,82,15,12,29,74,14,75,47,64,51,48,57,1,60,59,42,49
Radosław Majecki,POL,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,25,2070,58,41,63,63,67,49,7,20,14,91,10,63,54,18,59,42,39,1,53,6,80,74
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,22,1080,40,60,57,23,34,72,38,48,46,6,42,28,46,83,18,63,62,1,75,25,14,31
Remko Pasveer,NED,Ajax,UEFA Europa League,GK,Goalkeeper,41,923,52,88,77,40,87,81,79,80,89,33,91,18,29,82,90,33,39,1,92,42,83,76
Ricardo,BRA,Malmö,UEFA Europa League,GK,Goalkeeper,31,405,54,11,16,71,7,49,6,42,13,17,12,53,67,79,62,19,22,1,6,2,46,11
Ricardo Manuel Silva,POR,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,25,540,50,29,35,48,13,72,59,44,43,78,36,53,54,58,72,80,79,1,22,76,67,18
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,27,2970,26,80,41,15,58,67,24,51,84,93,83,4,8,25,89,86,83,1,73,8,96,28
Robin Olsen,SWE,Aston Villa,English Premier League,GK,Goalkeeper,35,226,77,12,61,92,70,82,93,92,55,2,69,94,95,75,83,5,5,1,18,55,72,91
Robin Zentner,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,30,2880,48,64,58,45,70,62,74,81,59,51,81,49,67,80,88,87,84,1,64,30,82,60
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,32,630,85,15,71,94,88,13,52,51,75,87,62,25,29,49,22,28,28,1,18,41,20,88
Rohan Ferguson,SCO,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,27,540,78,24,80,74,32,37,95,96,52,31,86,90,89,97,72,55,44,1,53,62,30,54
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,20,990,38,35,24,29,15,40,46,64,24,25,43,48,70,42,87,29,32,1,20,18,90,10
Rui Patrício,POR,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,37,360,50,68,64,34,60,56,34,13,51,64,28,70,43,12,5,95,95,1,74,93,5,37
Rui Silva,POR,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,31,1530,25,69,33,38,70,64,21,26,56,72,39,39,33,51,54,90,90,1,56,28,54,77
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,23,270,54,60,68,60,82,72,13,40,69,78,68,68,56,94,5,55,60,1,69,5,5,83
Rémy Descamps,FRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,28,180,97,24,98,70,24,13,14,24,70,27,55,8,7,55,5,55,78,1,89,18,5,5
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,31,630,76,12,66,74,8,13,92,85,83,44,91,13,22,65,81,83,64,1,21,78,73,21
Semuel Pizzignacco,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,736,53,21,37,55,9,53,60,58,74,31,65,55,48,61,24,43,52,1,18,50,22,16
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,31,3330,61,53,75,55,69,49,92,74,32,35,54,80,84,57,58,93,94,1,72,89,56,58
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,34,360,92,31,94,87,94,13,71,81,60,14,65,88,82,88,27,55,47,1,81,24,18,88
Silviu Șmalenea,MDA,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,22,540,78,18,74,77,24,13,30,58,36,89,48,74,63,85,93,23,27,1,29,9,88,38
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,37,1080,47,40,47,52,39,56,62,37,76,21,68,22,18,34,72,32,30,1,45,88,79,59
Simon Sluga,CRO,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,31,90,10,85,12,11,52,13,46,12,95,14,56,37,9,22,5,5,5,1,48,98,5,58
Simone Perilli,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,30,180,74,85,91,54,93,13,34,90,2,2,46,74,90,96,72,80,86,1,95,2,30,60
Simone Scuffet,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,28,1260,42,32,30,59,33,27,72,57,23,40,32,82,75,71,27,23,23,1,23,71,21,54
Stefan Ortega,GER,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,1280,19,65,22,20,36,84,21,16,65,49,29,17,10,16,24,49,62,1,47,63,38,47
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,24,990,30,74,46,19,47,86,73,65,16,12,31,89,84,73,72,26,24,1,77,62,59,39
Stefano Turati,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,2676,60,31,59,60,32,27,80,66,65,55,67,25,42,54,46,44,56,1,36,77,42,41
Steve Mandanda,FRA,Rennes,French Ligue 1,GK,Goalkeeper,40,1486,11,55,9,13,14,84,39,38,30,44,31,25,33,19,21,72,70,1,17,47,26,15
Stole Dimitrievski,MKD,Valencia,Spanish La Liga,GK,Goalkeeper,31,360,10,46,7,17,13,13,41,83,47,96,77,37,58,40,48,98,99,1,10,5,52,12
Sven Ulreich,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,36,135,3,60,3,4,5,93,9,5,49,22,13,1,1,3,40,90,89,1,3,65,95,2
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,20,1080,24,85,47,25,78,72,7,13,20,27,13,41,24,68,72,42,48,1,89,12,61,83
Theo Sander,DEN,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,19,90,30,85,52,34,84,13,24,24,81,44,66,20,5,31,72,55,48,1,85,44,81,82
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3780,36,76,55,21,61,64,8,16,55,89,35,30,30,27,51,17,18,1,78,11,66,36
Thijmen Nijhuis,NED,HJK,UEFA Europa Conference League,GK,Goalkeeper,26,540,74,46,88,72,84,37,11,17,51,68,27,56,40,72,27,12,16,1,88,18,20,86
Thomas Dähne,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,31,810,88,20,85,81,42,13,70,65,76,96,61,94,91,93,93,27,19,1,43,56,81,51
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,23,180,50,46,27,70,79,89,46,69,17,9,44,56,78,91,91,80,68,1,15,13,76,48
