Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches
Robin Zentner,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,30,2790,140.0,41.0,98.0,44.3,3.3,8,173.0,561.0,949.0,127.0,37028.3,179.0,9330.8,516.0,42.0,56.0,1009.3,1
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,32,450,32.0,11.0,19.0,14.2,3.2,0,22.0,66.0,180.0,29.0,5366.6,19.0,778.4,63.0,2.0,3.0,46.9,1
Rohan Ferguson,SCO,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,27,450,29.0,11.0,19.0,9.5,-1.5,1,42.0,116.0,155.0,22.0,6563.5,42.0,1933.7,114.0,4.0,6.0,88.8,1
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,20,990,46.0,18.0,27.0,14.0,-4.0,2,44.0,161.0,269.0,38.0,10024.2,61.0,3321.3,142.0,15.0,7.0,121.1,1
Rui Patrício,POR,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,37,360,18.0,5.0,13.0,5.2,0.2,1,14.0,29.0,116.0,18.0,3321.3,27.0,840.3,37.0,0.0,10.0,236.3,1
Rui Silva,POR,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,31,1530,66.0,21.0,45.0,23.0,2.0,5,48.0,158.0,510.0,81.0,15232.6,86.0,3172.6,234.0,14.0,34.0,706.2,1
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,23,180,9.0,3.0,6.0,3.5,0.5,1,2.0,16.0,61.0,10.0,1792.3,13.0,446.0,42.0,0.0,3.0,61.3,1
Rémy Descamps,FRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,28,180,17.0,4.0,13.0,3.5,-0.5,0,5.0,18.0,65.0,7.0,1987.3,6.0,197.2,28.0,0.0,2.0,54.0,1
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,31,540,34.0,16.0,19.0,11.2,-4.8,0,47.0,110.0,221.0,28.0,7936.3,24.0,1061.2,87.0,7.0,10.0,140.8,1
Semuel Pizzignacco,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,736,38.0,17.0,22.0,12.4,-4.6,2,39.0,113.0,273.0,30.0,8573.4,49.0,1881.6,119.0,4.0,7.0,136.5,1
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,31,3330,182.0,52.0,131.0,56.2,4.2,8,277.0,614.0,966.0,139.0,36288.6,276.0,13995.6,524.0,32.0,85.0,1912.7,1
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,34,360,27.0,7.0,20.0,9.1,2.1,0,21.0,71.0,123.0,12.0,4195.8,34.0,1488.4,72.0,2.0,4.0,61.1,1
Silviu Șmalenea,MDA,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,22,450,30.0,11.0,19.0,9.2,-1.8,0,14.0,61.0,139.0,29.0,4744.2,30.0,1113.1,62.0,5.0,3.0,55.6,1
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,36,990,43.0,16.0,28.0,13.9,-2.1,3,53.0,120.0,369.0,35.0,11828.3,47.0,1554.6,144.0,12.0,8.0,126.3,1
Simon Sluga,CRO,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.0,0.0,0,4.0,7.0,42.0,3.0,995.4,5.0,104.0,11.0,0.0,0.0,0.0,1
Simone Perilli,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,30,90,5.0,1.0,4.0,1.0,0.0,0,4.0,25.0,17.0,0.0,1054.0,8.0,514.4,28.0,1.0,0.0,0.0,1
Simone Scuffet,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,28,1080,52.0,20.0,32.0,19.9,-0.1,1,60.0,159.0,293.0,53.0,10055.7,90.0,3692.9,193.0,7.0,7.0,107.2,1
Stefan Ortega,GER,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,1280,51.0,18.0,34.0,16.5,-1.5,6,40.0,107.0,450.0,58.0,11888.4,54.0,1519.0,142.0,7.0,14.0,301.5,1
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,24,990,44.0,13.0,32.0,12.7,-0.3,5,60.0,162.0,252.0,32.0,9288.8,97.0,4174.0,174.0,11.0,6.0,87.9,1
Stefano Turati,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,2406,134.0,45.0,89.0,43.8,-1.2,2,157.0,389.0,848.0,124.0,28104.2,118.0,5590.5,374.0,22.0,24.0,505.9,1
Steve Mandanda,FRA,Rennes,French Ligue 1,GK,Goalkeeper,39,1305,48.0,22.0,27.0,15.5,-6.5,5,51.0,161.0,378.0,58.0,12358.1,63.0,2722.1,153.0,7.0,19.0,352.5,1
Stole Dimitrievski,MKD,Valencia,Spanish La Liga,GK,Goalkeeper,31,360,12.0,6.0,6.0,4.4,-1.6,0,15.0,72.0,113.0,25.0,4578.2,20.0,1071.2,51.0,3.0,16.0,410.5,1
Sven Ulreich,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,36,135,3.0,2.0,1.0,0.8,-1.2,1,3.0,8.0,43.0,5.0,1054.4,1.0,9.0,8.0,1.0,3.0,60.9,1
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,20,1080,46.0,12.0,35.0,14.7,2.7,4,22.0,87.0,285.0,42.0,8496.1,62.0,1893.5,184.0,12.0,10.0,187.6,1
Theo Sander,DEN,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,19,90,4.0,1.0,3.0,1.3,0.3,0,3.0,9.0,35.0,4.0,1060.5,4.0,78.0,12.0,1.0,1.0,15.8,1
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3690,169.0,47.0,122.0,48.2,1.2,11,82.0,322.0,1215.0,228.0,35072.8,191.0,7131.1,470.0,32.0,15.0,257.3,1
Thijmen Nijhuis,NED,HJK,UEFA Europa Conference League,GK,Goalkeeper,26,450,24.0,8.0,16.0,8.1,0.1,1,11.0,43.0,156.0,25.0,4487.3,30.0,1026.6,77.0,3.0,1.0,29.0,1
Thomas Dähne,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,31,720,45.0,18.0,27.0,15.4,-2.6,0,43.0,122.0,282.0,49.0,8557.6,79.0,3629.5,143.0,14.0,5.0,56.3,1
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,23,180,9.0,3.0,5.0,3.5,0.5,1,8.0,31.0,46.0,5.0,1854.8,12.0,664.2,38.0,3.0,3.0,45.0,1
Tiago Cardoso,LUX,Gladbach,German Bundesliga,GK,Goalkeeper,18,289,16.0,1.0,15.0,2.6,1.6,3,22.0,56.0,106.0,18.0,3214.4,30.0,1451.7,80.0,12.0,1.0,11.0,1
Timo Horn,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1170,54.0,22.0,32.0,18.6,-3.4,3,129.0,332.0,400.0,29.0,17444.2,98.0,6060.2,182.0,6.0,18.0,307.9,1
Timon Weiner,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,26,2070,128.0,56.0,74.0,43.6,-12.4,2,155.0,412.0,722.0,111.0,24830.7,181.0,8895.3,435.0,25.0,17.0,276.9,1
Timon Wellenreuther,GER,Feyenoord,UEFA Champions League,GK,Goalkeeper,29,900,60.0,20.0,40.0,21.4,1.4,1,34.0,115.0,375.0,42.0,11996.7,30.0,1147.5,129.0,8.0,8.0,149.5,1
Tobias Sippel,GER,Gladbach,German Bundesliga,GK,Goalkeeper,36,59,4.0,3.0,1.0,1.2,-1.8,0,9.0,22.0,22.0,2.0,862.4,12.0,830.4,13.0,0.0,0.0,0.0,1
Tom King,WAL,Wolves,English Premier League,GK,Goalkeeper,30,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Tommaso Martinelli,ITA,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,18,90,3.0,0.0,3.0,1.3,1.3,1,3.0,6.0,17.0,3.0,499.8,5.0,135.0,7.0,0.0,1.0,14.5,1
Unai Marrero,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,23,270,15.0,4.0,10.0,4.8,0.8,0,9.0,22.0,50.0,15.0,1520.1,17.0,632.3,35.0,2.0,3.0,69.0,1
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,27,1980,62.0,14.0,47.0,16.3,2.3,11,107.0,286.0,551.0,94.0,18805.4,120.0,6940.4,252.0,20.0,30.0,539.7,1
Vanja Milinković-Savić,SRB,Torino,Italian Serie A,GK,Goalkeeper,28,3060,162.0,38.0,122.0,47.2,9.2,10,208.0,651.0,1237.0,180.0,46578.3,253.0,13278.6,555.0,36.0,41.0,687.7,1
Veljko Ilic,SRB,TSC Bačka Top,UEFA Europa Conference League,GK,Goalkeeper,21,720,44.0,19.0,26.0,18.2,-0.8,0,44.0,134.0,326.0,34.0,10650.4,29.0,1184.6,74.0,3.0,13.0,272.9,1
Vicente Guaita,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,38,2880,122.0,45.0,77.0,37.7,-7.3,8,62.0,213.0,699.0,187.0,19258.6,220.0,7746.7,420.0,26.0,41.0,737.3,1
Vid Belec,SVN,APOEL,UEFA Europa Conference League,GK,Goalkeeper,34,720,38.0,9.0,28.0,10.4,1.4,1,25.0,89.0,152.0,33.0,5499.9,43.0,1879.3,92.0,6.0,0.0,0.0,1
Vitezslav Jaros,CZE,Liverpool,English Premier League,GK,Goalkeeper,23,12,1.0,0.0,1.0,0.0,0.0,1,5.0,7.0,7.0,2.0,356.3,1.0,59.0,2.0,0.0,0.0,0.0,1
Vitus Eicher,GER,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,34,90,6.0,3.0,3.0,1.5,-1.5,0,5.0,12.0,37.0,4.0,1147.0,2.0,52.0,16.0,1.0,0.0,0.0,1
Vladen Kovačević,BIH,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,27,180,14.0,4.0,10.0,4.9,0.9,0,4.0,9.0,38.0,7.0,1008.9,5.0,142.0,13.0,3.0,0.0,0.0,1
Walter Benítez,ARG,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,32,810,47.0,17.0,30.0,15.6,-1.4,1,58.0,126.0,312.0,37.0,9929.6,57.0,2505.3,127.0,9.0,9.0,147.1,1
Warleson,BRA,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,28,121,2.0,0.0,2.0,0.2,0.2,1,7.0,20.0,23.0,4.0,951.1,6.0,382.2,8.0,0.0,3.0,81.0,1
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,3150,169.0,54.0,117.0,49.8,-4.2,8,211.0,623.0,936.0,108.0,37216.8,162.0,8415.3,566.0,29.0,18.0,298.0,1
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,1890,72.0,29.0,44.0,28.3,-0.7,8,38.0,122.0,620.0,90.0,16368.1,77.0,2790.2,199.0,14.0,76.0,1591.4,1
Yahia Fofana,CIV,Angers,French Ligue 1,GK,Goalkeeper,24,2430,148.0,39.0,109.0,50.0,11.0,6,120.0,360.0,609.0,150.0,21798.0,216.0,9544.1,440.0,39.0,16.0,242.6,1
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,3690,159.0,42.0,118.0,44.6,2.6,18,141.0,341.0,1556.0,165.0,41977.6,176.0,5396.7,498.0,23.0,15.0,267.2,1
Yehvann Diouf,SEN,Reims,French Ligue 1,GK,Goalkeeper,25,3060,179.0,47.0,131.0,61.7,14.7,7,154.0,477.0,993.0,153.0,33067.6,220.0,9891.9,554.0,31.0,42.0,752.9,1
Yuri Lodygin,RUS,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,34,90,4.0,2.0,2.0,2.0,0.0,0,2.0,4.0,17.0,2.0,489.6,3.0,42.0,5.0,0.0,0.0,0.0,1
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,22,3314,150.0,53.0,99.0,51.7,-2.2,7,204.0,669.0,1272.0,184.0,47744.7,223.0,11687.3,614.0,64.0,38.0,608.9,1
Ádám Varga,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,25,148,9.0,5.0,4.0,3.5,-1.5,0,17.0,35.0,44.0,2.0,1651.6,18.0,749.0,15.0,1.0,0.0,0.0,1
Álex Domínguez,ESP,Toulouse,French Ligue 1,GK,Goalkeeper,26,19,0.0,0.0,0.0,0.0,0.0,1,2.0,5.0,8.0,1.0,240.0,3.0,207.9,7.0,0.0,0.0,0.0,1
Álex Remiro,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,3960,165.0,56.0,107.0,48.9,-7.1,15,224.0,600.0,1317.0,141.0,43055.5,280.0,14050.7,556.0,36.0,52.0,929.6,1
Álvaro Fernández,ESP,Sevilla,Spanish La Liga,GK,Goalkeeper,27,747,36.0,16.0,20.0,11.1,-4.9,3,37.0,142.0,277.0,32.0,9496.1,46.0,2271.6,105.0,7.0,14.0,268.0,1
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,34,2583,106.0,38.0,68.0,34.8,-3.3,7,116.0,440.0,813.0,113.0,30434.6,165.0,7561.0,394.0,20.0,25.0,412.8,1
Đorđe Petrović,SRB,Strasbourg,French Ligue 1,GK,Goalkeeper,25,2160,110.0,26.0,86.0,32.2,6.2,9,91.0,272.0,1082.0,90.0,29392.8,82.0,3777.4,363.0,25.0,34.0,619.8,1
İrfan Can Eğribayat,TUR,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,26,540,35.0,7.0,28.0,12.5,5.5,3,34.0,98.0,165.0,27.0,6224.4,43.0,1752.2,96.0,12.0,9.0,135.8,1
Łukasz Fabiański,POL,West Ham,English Premier League,GK,Goalkeeper,40,1115,68.0,20.0,48.0,21.3,0.8,2,76.0,222.0,388.0,52.0,13751.6,98.0,4359.7,214.0,10.0,12.0,228.8,1
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,34,2724,104.0,40.0,65.0,37.5,-2.5,8,123.0,341.0,1093.0,140.0,33811.1,105.0,4498.3,251.0,21.0,28.0,440.4,1
