Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches
Jonas Lössl,DEN,Midtjylland,UEFA Europa League,GK,Goalkeeper,36,380,24.0,9.0,15.0,8.3,-0.7,2,37.0,80.0,143.0,13.0,5438.0,30.0,1306.6,56.0,3.0,5.0,78.4,1
Jonas Omlin,SUI,Gladbach,German Bundesliga,GK,Goalkeeper,31,818,60.0,22.0,38.0,20.0,-2.0,1,57.0,154.0,372.0,39.0,12298.6,43.0,1770.9,131.0,3.0,12.0,247.9,1
Jonas Urbig,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,21,720,29.0,12.0,17.0,10.6,-1.4,3,32.0,94.0,254.0,27.0,8604.3,19.0,959.3,100.0,5.0,20.0,440.4,1
Jordan Pickford,ENG,Everton,English Premier League,GK,Goalkeeper,31,3240,149.0,37.0,110.0,44.1,7.1,12,283.0,754.0,1297.0,158.0,50929.2,219.0,10601.2,524.0,31.0,51.0,972.8,1
Josep Martinez,ESP,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,26,540,19.0,3.0,16.0,4.3,1.3,4,26.0,57.0,261.0,22.0,7342.8,28.0,915.1,96.0,4.0,3.0,67.0,1
Josip Condric,CRO,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,31,270,16.0,2.0,14.0,4.2,2.2,1,17.0,67.0,91.0,18.0,3203.5,43.0,2194.7,53.0,0.0,3.0,64.7,1
José Sá,POR,Wolves,English Premier League,GK,Goalkeeper,32,2519,109.0,42.0,67.0,39.7,-2.3,7,88.0,368.0,743.0,119.0,26094.0,148.0,6162.9,424.0,32.0,40.0,726.1,1
Juan Musso,ARG,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,31,270,6.0,0.0,6.0,0.8,0.8,3,5.0,29.0,65.0,15.0,1733.6,27.0,1123.2,38.0,2.0,1.0,17.5,1
Juan Soriano,ESP,Leganés,Spanish La Liga,GK,Goalkeeper,27,540,25.0,7.0,19.0,8.8,1.8,1,36.0,120.0,131.0,20.0,5755.3,54.0,3390.1,130.0,7.0,0.0,0.0,1
Julen Agirrezabala,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,24,2286,72.0,23.0,48.0,24.6,1.5,10,101.0,305.0,579.0,87.0,19794.3,114.0,6076.2,243.0,24.0,31.0,576.0,1
Justin Bijlow,NED,Feyenoord,UEFA Champions League,GK,Goalkeeper,27,90,6.0,0.0,6.0,1.6,1.6,1,9.0,28.0,32.0,1.0,1430.4,14.0,817.6,35.0,2.0,0.0,0.0,1
Jörg Siebenhandl,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,34,276,11.0,4.0,7.0,4.2,0.2,1,3.0,9.0,61.0,12.0,1396.5,11.0,213.9,33.0,1.0,6.0,118.6,1
Kacper Tobiasz,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,18.0,3.0,14.0,5.7,2.7,3,17.0,49.0,95.0,15.0,3369.6,26.0,985.8,69.0,4.0,4.0,54.4,1
Kamil Grabara,POL,Wolfsburg,German Bundesliga,GK,Goalkeeper,26,2045,109.0,36.0,73.0,38.7,1.7,5,147.0,385.0,778.0,98.0,27931.5,131.0,6572.1,332.0,13.0,15.0,234.3,1
Karl Jakob Hein,EST,Valladolid,Spanish La Liga,GK,Goalkeeper,23,2790,163.0,68.0,96.0,58.6,-9.4,5,165.0,452.0,941.0,136.0,31889.4,224.0,11583.8,474.0,34.0,34.0,680.9,1
Karl-Johan Johnsson,SWE,Strasbourg,French Ligue 1,GK,Goalkeeper,34,270,22.0,6.0,16.0,6.7,0.7,0,6.0,22.0,122.0,21.0,2909.9,7.0,277.8,48.0,2.0,3.0,36.0,1
Kasper Schmeichel,DEN,Celtic,UEFA Champions League,GK,Goalkeeper,38,900,54.0,17.0,38.0,17.5,0.5,3,24.0,59.0,332.0,43.0,8622.9,66.0,1963.9,156.0,2.0,5.0,77.1,1
Kauã Santos,BRA,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,22,1125,70.0,19.0,51.0,20.0,1.0,2,58.0,175.0,368.0,51.0,12082.2,66.0,2924.5,196.0,27.0,21.0,341.3,1
Kepa Arrizabalaga,ESP,Bournemouth,English Premier League,GK,Goalkeeper,30,2700,126.0,37.0,89.0,39.4,2.4,8,130.0,359.0,813.0,118.0,26933.3,178.0,7001.1,349.0,22.0,54.0,1112.5,1
Kevin Müller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,34,3209,185.0,66.0,119.0,63.9,-2.4,9,165.0,456.0,1126.0,164.0,37309.8,302.0,11462.0,509.0,25.0,25.0,402.2,1
Kevin Trapp,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,2565,119.0,34.0,85.0,35.4,1.3,9,93.0,313.0,872.0,132.0,24980.3,153.0,5815.9,437.0,25.0,32.0,607.2,1
Kjell Scherpen,NED,Sturm Graz,UEFA Champions League,GK,Goalkeeper,25,540,35.0,11.0,24.0,12.6,1.6,1,28.0,93.0,161.0,19.0,5988.6,40.0,1983.4,105.0,8.0,4.0,46.9,1
Kjetil Haug,NOR,Toulouse,French Ligue 1,GK,Goalkeeper,26,408,15.0,7.0,8.0,6.6,-0.4,0,16.0,56.0,72.0,12.0,2669.6,35.0,1718.0,58.0,3.0,3.0,50.3,1
Kostas Tzolakis,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,22,897,34.0,7.0,27.0,10.1,3.1,6,56.0,169.0,222.0,45.0,9715.8,44.0,2375.1,81.0,11.0,34.0,723.7,1
Krapyvtsov Vladyslav,UKR,Girona,Spanish La Liga,GK,Goalkeeper,19,180,18.0,7.0,11.0,6.3,-0.7,0,10.0,21.0,63.0,13.0,2242.1,7.0,200.2,27.0,1.0,1.0,16.8,1
Lars Unnerstall,GER,Twente,UEFA Europa League,GK,Goalkeeper,34,640,27.0,10.0,18.0,8.7,-1.3,2,30.0,93.0,187.0,26.0,6619.4,34.0,1113.7,91.0,3.0,7.0,123.8,1
Lasse Rieß,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,23,90,6.0,1.0,5.0,1.6,0.6,0,6.0,21.0,34.0,6.0,1499.4,6.0,228.0,17.0,2.0,4.0,62.8,1
Lawrence Ati-Zigi,GHA,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,28,540,50.0,18.0,33.0,15.6,-2.4,0,27.0,57.0,193.0,27.0,5704.4,40.0,1162.3,81.0,6.0,8.0,150.5,1
Leandro Chichizola,ARG,Parma,Italian Serie A,GK,Goalkeeper,34,90,6.0,3.0,3.0,2.5,-0.5,0,3.0,16.0,41.0,5.0,1389.9,8.0,275.2,21.0,2.0,2.0,32.6,1
Leo Román,ESP,Mallorca,Spanish La Liga,GK,Goalkeeper,24,630,49.0,10.0,39.0,13.5,3.5,2,48.0,139.0,188.0,18.0,7861.5,52.0,2988.7,127.0,8.0,6.0,68.6,1
Liam Kelly,SCO,Rangers,UEFA Europa League,GK,Goalkeeper,29,180,6.0,2.0,3.0,3.1,1.1,1,11.0,42.0,53.0,8.0,2200.8,19.0,1088.1,49.0,4.0,4.0,67.4,1
Lorenzo Montipò,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,29,2970,144.0,58.0,86.0,46.3,-11.7,7,201.0,664.0,694.0,82.0,30517.3,272.0,16179.5,456.0,27.0,22.0,325.4,1
Lorenzo Torriani,ITA,Milan,UEFA Champions League,GK,Goalkeeper,19,40,4.0,1.0,3.0,1.4,0.4,0,0.0,2.0,12.0,1.0,381.6,3.0,60.0,4.0,0.0,0.0,0.0,1
Lovro Štubljar,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,20,180,12.0,5.0,6.0,3.9,-1.1,0,19.0,37.0,57.0,13.0,2172.3,20.0,940.6,29.0,4.0,0.0,0.0,1
Luca Philipp,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,24,630,41.0,18.0,24.0,13.4,-4.6,0,37.0,117.0,182.0,25.0,7111.9,45.0,1860.1,108.0,4.0,5.0,84.9,1
Lucas Chevalier,FRA,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,23,3690,160.0,48.0,113.0,55.3,7.3,10,142.0,364.0,1175.0,172.0,35316.7,138.0,5310.5,441.0,23.0,25.0,435.4,1
Lucas Perri,BRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,27,3690,194.0,53.0,141.0,60.2,7.2,13,122.0,398.0,1125.0,214.0,34529.6,198.0,7161.0,511.0,35.0,30.0,558.7,1
Luiz Lúcio Reis Júnior,BRA,Villarreal,Spanish La Liga,GK,Goalkeeper,24,1458,66.0,18.0,48.0,17.9,-0.1,6,61.0,178.0,392.0,96.0,12387.4,99.0,4316.3,256.0,16.0,20.0,353.0,1
Lukas Jungwirth,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,20,262,19.0,10.0,10.0,8.3,-1.7,0,11.0,31.0,87.0,14.0,2577.1,19.0,773.3,58.0,7.0,1.0,15.7,1
Lukáš Horníček,CZE,Braga,UEFA Europa League,GK,Goalkeeper,22,290,16.0,4.0,12.0,5.1,1.1,1,12.0,41.0,91.0,13.0,3125.2,16.0,525.0,53.0,2.0,9.0,139.8,1
Lukáš Hrádecký,FIN,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,2610,112.0,33.0,81.0,32.7,-0.3,8,125.0,313.0,796.0,107.0,24873.3,142.0,5685.7,305.0,11.0,40.0,805.3,1
Lukáš Zima,CZE,FCSB,UEFA Europa League,GK,Goalkeeper,31,90,6.0,4.0,2.0,3.2,-0.8,0,2.0,6.0,19.0,5.0,547.2,6.0,166.2,10.0,0.0,0.0,0.0,1
Léon-Maurice Pöhls,GER,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,27,450,20.0,9.0,11.0,7.6,-1.4,0,10.0,53.0,80.0,18.0,2767.2,35.0,1552.5,103.0,1.0,4.0,63.0,1
Maarten Vandevoordt,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,23,519,26.0,10.0,16.0,8.5,-1.5,2,21.0,57.0,161.0,29.0,4643.0,42.0,1861.1,82.0,7.0,12.0,220.6,1
Mads Hermansen,DEN,Leicester City,English Premier League,GK,Goalkeeper,24,2115,138.0,53.0,87.0,50.2,-2.8,1,108.0,446.0,839.0,115.0,29419.4,128.0,6838.0,368.0,24.0,21.0,377.5,1
Mads Kikkenborg,DEN,Anderlecht,UEFA Europa League,GK,Goalkeeper,25,90,5.0,4.0,2.0,2.5,-1.5,0,5.0,9.0,27.0,2.0,780.3,5.0,99.0,8.0,0.0,1.0,11.8,1
Maduka Okoye,NGA,Udinese,Italian Serie A,GK,Goalkeeper,25,2070,103.0,37.0,69.0,35.0,-2.0,3,110.0,272.0,722.0,75.0,21763.5,88.0,4272.4,289.0,13.0,23.0,400.5,1
Malkolm Nilsson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,165,7.0,1.0,6.0,1.7,0.6,0,7.0,29.0,39.0,6.0,1441.5,17.0,915.6,39.0,1.0,0.0,0.0,1
Manolis Saliakas,GRE,St. Pauli,German Bundesliga,GK,Goalkeeper,28,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Manuel Neuer,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,39,2475,61.0,24.0,37.0,20.8,-3.2,13,116.0,242.0,1074.0,113.0,30011.0,73.0,2556.2,188.0,6.0,60.0,1604.6,1
Marc-André ter Stegen,GER,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,764,30.0,11.0,19.0,8.5,-2.5,1,19.0,44.0,274.0,52.0,7445.0,33.0,1155.2,99.0,9.0,22.0,411.2,1
Marcin Bułka,POL,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,25,3330,179.0,49.0,131.0,50.4,1.4,8,112.0,286.0,1035.0,194.0,29376.3,181.0,5746.6,504.0,44.0,40.0,713.7,1
Marco Bizot,NED,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,34,3150,139.0,57.0,83.0,49.7,-7.3,11,234.0,577.0,977.0,145.0,36187.8,218.0,10821.0,503.0,41.0,58.0,1104.3,1
Marco Carnesecchi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,24,3600,148.0,42.0,108.0,43.0,1.0,16,151.0,466.0,1032.0,195.0,33817.3,240.0,11982.5,359.0,23.0,51.0,858.6,1
Marco Silvestri,ITA,Empoli,Italian Serie A,GK,Goalkeeper,34,360,20.0,10.0,11.0,6.8,-3.2,0,31.0,75.0,111.0,11.0,4845.0,7.0,205.0,46.0,1.0,3.0,40.5,1
Marco Sportiello,ITA,Milan,Italian Serie A,GK,Goalkeeper,32,126,6.0,2.0,4.0,2.1,0.1,1,5.0,13.0,46.0,8.0,1277.1,14.0,429.2,15.0,1.0,3.0,98.1,1
Marius Müller,GER,Wolfsburg,German Bundesliga,GK,Goalkeeper,31,475,23.0,5.0,18.0,7.6,2.6,1,37.0,97.0,184.0,29.0,6738.9,34.0,1745.4,99.0,9.0,3.0,43.6,1
Mark Flekken,NED,Brentford,English Premier League,GK,Goalkeeper,31,3095,189.0,52.0,139.0,49.1,-3.6,7,234.0,629.0,1413.0,115.0,48765.8,206.0,11276.9,553.0,46.0,31.0,451.0,1
Mark Travers,IRL,Bournemouth,English Premier League,GK,Goalkeeper,25,450,25.0,5.0,20.0,9.4,4.4,1,33.0,73.0,103.0,29.0,3736.6,39.0,2177.1,63.0,1.0,5.0,74.1,1
Marko Dmitrović,SRB,Leganés,Spanish La Liga,GK,Goalkeeper,33,2700,145.0,47.0,99.0,48.8,1.8,10,191.0,712.0,694.0,102.0,32647.9,285.0,18748.5,543.0,46.0,51.0,880.0,1
Marko Ilić,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,26,180,17.0,10.0,7.0,8.7,-1.3,0,12.0,45.0,37.0,6.0,1699.5,25.0,1330.4,29.0,2.0,0.0,0.0,1
Martin Dúbravka,SVK,Newcastle Utd,English Premier League,GK,Goalkeeper,36,900,41.0,12.0,29.0,12.8,0.8,5,18.0,80.0,273.0,54.0,6892.7,59.0,2676.4,127.0,10.0,11.0,223.0,1
Martin Jedlička,CZE,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,27,1080,59.0,16.0,42.0,20.4,4.4,3,71.0,203.0,292.0,32.0,12038.7,68.0,3638.9,176.0,10.0,13.0,296.5,1
Marvin Keller,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,22,180,13.0,3.0,10.0,3.3,0.3,0,6.0,32.0,95.0,6.0,2929.2,7.0,290.0,30.0,0.0,0.0,0.0,1
Matej Kovar,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,810,24.0,8.0,17.0,6.0,-2.0,5,25.0,52.0,231.0,34.0,6297.5,30.0,801.0,84.0,5.0,9.0,177.4,1
Mateusz Kochalski,POL,Qarabağ,UEFA Europa League,GK,Goalkeeper,24,540,43.0,15.0,28.0,16.9,1.9,0,22.0,83.0,191.0,21.0,6399.1,30.0,1387.0,67.0,3.0,6.0,106.1,1
Matevž Vidovšek,SVN,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,25,450,21.0,5.0,15.0,7.7,2.7,3,23.0,55.0,128.0,19.0,4283.8,34.0,1267.0,92.0,8.0,3.0,40.5,1
Matheus,BRA,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,32,517,32.0,12.0,20.0,10.0,-2.0,1,16.0,48.0,208.0,21.0,6063.7,35.0,951.5,85.0,4.0,15.0,350.4,1
Mathew Ryan,AUS,Lens,French Ligue 1,GK,Goalkeeper,33,1170,57.0,17.0,39.0,19.0,2.0,5,43.0,119.0,310.0,75.0,9837.7,63.0,2188.2,159.0,18.0,9.0,160.2,1
Mathieu Gorgelin,FRA,Le Havre,French Ligue 1,GK,Goalkeeper,34,1350,78.0,31.0,48.0,32.4,1.4,1,75.0,178.0,406.0,72.0,13255.3,98.0,3374.1,256.0,21.0,8.0,133.8,1
Matjaž Rozman,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,37,270,18.0,6.0,12.0,6.1,0.1,0,14.0,33.0,79.0,18.0,2485.4,27.0,912.4,44.0,1.0,0.0,0.0,1
Matouš Trmal,CZE,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,26,540,39.0,10.0,30.0,10.6,0.6,1,19.0,83.0,196.0,33.0,6087.3,44.0,2233.0,88.0,7.0,6.0,99.7,1
Mattia Perin,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,32,660,37.0,7.0,29.0,10.7,3.7,3,19.0,63.0,243.0,47.0,7071.3,23.0,937.6,91.0,5.0,4.0,87.5,1
Matvei Safonov,RUS,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,1059,33.0,10.0,24.0,9.2,-0.8,4,41.0,111.0,312.0,51.0,9319.4,58.0,1867.6,109.0,7.0,18.0,367.6,1
Matz Sels,BEL,Nott'ham Forest,English Premier League,GK,Goalkeeper,33,3240,162.0,45.0,117.0,48.4,3.4,12,236.0,669.0,680.0,82.0,30200.9,266.0,14504.3,694.0,17.0,12.0,195.7,1
Maxime Delanghe,BEL,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,23,509,24.0,7.0,17.0,7.6,0.6,2,45.0,136.0,121.0,6.0,6114.0,38.0,2452.9,74.0,5.0,3.0,48.7,1
Maxime Dupé,FRA,Nice,UEFA Europa League,GK,Goalkeeper,31,180,8.0,2.0,6.0,2.2,0.2,0,4.0,7.0,52.0,12.0,1244.3,13.0,320.8,19.0,1.0,1.0,19.0,1
Melvin Zinga,FRA,Angers,French Ligue 1,GK,Goalkeeper,23,90,4.0,2.0,2.0,2.4,0.4,0,2.0,11.0,22.0,4.0,858.0,11.0,281.6,20.0,1.0,2.0,33.6,1
Mert Günok,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,35,450,32.0,10.0,22.0,13.2,3.2,0,18.0,61.0,131.0,27.0,4499.6,34.0,1257.2,70.0,3.0,1.0,14.0,1
Michael Zetterer,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,29,2520,126.0,47.0,81.0,42.6,-4.4,9,104.0,294.0,945.0,150.0,30477.2,86.0,3251.1,368.0,27.0,31.0,603.7,1
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,27,3298,121.0,38.0,83.0,34.0,-4.0,14,150.0,391.0,978.0,154.0,31064.0,158.0,7115.8,508.0,31.0,31.0,640.5,1
Mike Maignan,FRA,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,29,3884,171.0,48.0,125.0,42.5,-5.7,13,140.0,365.0,1560.0,196.0,43314.5,221.0,8788.0,508.0,31.0,75.0,1692.2,1
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,25,3690,157.0,42.0,116.0,46.7,4.7,14,146.0,457.0,1407.0,200.0,42340.8,234.0,10136.5,526.0,37.0,41.0,701.5,1
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,27,1440,84.0,22.0,63.0,27.3,5.3,4,83.0,175.0,642.0,78.0,18046.2,56.0,2257.2,288.0,14.0,14.0,294.8,1
Muhammed Şengezer,TUR,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,27,270,14.0,3.0,11.0,4.4,1.4,0,17.0,59.0,107.0,11.0,4148.7,12.0,543.9,38.0,4.0,3.0,55.5,1
Mukhammedzhan Seysen,KAZ,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,25,180,25.0,4.0,21.0,6.5,2.5,0,7.0,38.0,53.0,12.0,1802.1,25.0,1313.0,47.0,3.0,3.0,56.4,1
Nathan Trott,ENG,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,26,360,17.0,6.0,11.0,4.8,-1.2,1,10.0,33.0,125.0,8.0,3175.3,13.0,374.2,36.0,1.0,1.0,9.3,1
Nediljko Labrović,CRO,Augsburg,German Bundesliga,GK,Goalkeeper,25,1350,74.0,32.0,42.0,25.7,-6.3,2,83.0,220.0,397.0,72.0,13955.1,105.0,4981.0,217.0,12.0,18.0,307.8,1
Neto,BRA,Bournemouth,English Premier League,GK,Goalkeeper,35,90,8.0,1.0,7.0,1.7,0.7,0,0.0,8.0,27.0,6.0,858.6,6.0,78.0,11.0,0.0,3.0,43.8,1
Nick Pope,ENG,Newcastle Utd,English Premier League,GK,Goalkeeper,33,2430,116.0,34.0,83.0,33.8,-0.2,8,67.0,246.0,568.0,186.0,17523.7,178.0,7718.8,345.0,38.0,58.0,1121.3,1
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,2520,108.0,30.0,79.0,33.7,3.7,10,144.0,376.0,700.0,111.0,23658.1,209.0,8490.3,374.0,21.0,14.0,247.2,1
Nikita Haikin,RUS,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,29,1350,84.0,24.0,60.0,28.1,4.1,3,78.0,221.0,605.0,73.0,19643.8,86.0,3462.5,290.0,14.0,21.0,370.0,1
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,900,43.0,11.0,32.0,12.3,1.3,4,27.0,85.0,277.0,42.0,7782.5,49.0,2175.0,130.0,6.0,19.0,444.8,1
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,29,2789,133.0,39.0,92.0,46.1,7.1,7,145.0,440.0,1184.0,106.0,37915.4,126.0,4601.2,372.0,22.0,27.0,440.9,1
Noah Atubolu,GER,Freiburg,German Bundesliga,GK,Goalkeeper,22,2127,113.0,34.0,77.0,34.9,0.9,9,148.0,391.0,950.0,100.0,31501.8,120.0,6290.4,354.0,33.0,23.0,344.6,1
Ognjen Čančarević,ARM,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,35,270,31.0,9.0,22.0,8.6,-0.4,1,11.0,30.0,91.0,16.0,2915.7,23.0,631.5,36.0,0.0,3.0,57.6,1
Oliver Baumann,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,2880,142.0,54.0,87.0,51.0,-3.0,6,181.0,508.0,1033.0,128.0,36810.7,152.0,7401.0,429.0,20.0,36.0,631.4,1
Omri Glazer,ISR,Red Star,UEFA Champions League,GK,Goalkeeper,28,270,15.0,9.0,6.0,5.2,-3.8,0,11.0,22.0,70.0,9.0,2140.6,20.0,518.6,35.0,1.0,0.0,0.0,1
Oscar Jansson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,33,180,4.0,3.0,1.0,1.5,-1.5,0,5.0,12.0,37.0,4.0,1001.7,10.0,437.8,26.0,0.0,6.0,133.2,1
Panagiotis Retsos,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,26,1,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,3.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Patrick Drewes,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1440,82.0,38.0,43.0,36.1,-1.9,2,160.0,347.0,502.0,51.0,18797.8,126.0,6562.1,209.0,10.0,26.0,470.5,1
Patrik Carlgren,SWE,Nantes,French Ligue 1,GK,Goalkeeper,33,417,28.0,7.0,21.0,8.4,1.4,1,22.0,63.0,99.0,27.0,3402.5,37.0,1800.6,80.0,1.0,1.0,15.3,1
Pau López,ESP,Girona,Spanish La Liga,GK,Goalkeeper,30,45,3.0,2.0,1.0,1.3,-0.7,0,4.0,9.0,17.0,2.0,608.6,7.0,270.9,17.0,3.0,1.0,9.8,1
Paulo Gazzaniga,ARG,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3735,180.0,61.0,120.0,56.4,-5.1,9,110.0,352.0,1190.0,157.0,34981.1,212.0,8514.4,482.0,37.0,35.0,623.6,1
Pepe Reina,ESP,Como,Italian Serie A,GK,Goalkeeper,42,854,32.0,10.0,22.0,8.7,-1.3,2,38.0,98.0,271.0,34.0,8824.3,26.0,758.2,126.0,2.0,3.0,48.3,1
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Champions League,GK,Goalkeeper,26,630,60.0,21.0,40.0,17.0,-4.0,0,37.0,128.0,221.0,35.0,8227.4,45.0,2416.8,115.0,6.0,7.0,105.3,1
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,1710,61.0,20.0,41.0,17.7,-2.3,7,51.0,151.0,420.0,72.0,12664.4,101.0,3778.9,223.0,17.0,20.0,432.2,1
Pierluigi Gollini,ITA,Genoa,Italian Serie A,GK,Goalkeeper,29,630,32.0,15.0,16.0,12.3,-2.7,1,33.0,75.0,198.0,21.0,6017.5,52.0,2308.6,92.0,2.0,2.0,44.0,1
Pietro Terracciano,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,630,26.0,10.0,16.0,7.8,-2.2,2,17.0,45.0,157.0,21.0,4515.5,25.0,550.6,52.0,2.0,4.0,75.7,1
Przemysław Tytoń,POL,Twente,UEFA Europa League,GK,Goalkeeper,37,167,9.0,4.0,5.0,4.5,0.5,0,21.0,46.0,68.0,7.0,2540.8,12.0,568.0,31.0,1.0,2.0,47.0,1
Péter Gulácsi,HUN,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,2901,160.0,52.0,108.0,51.0,-1.0,11,79.0,225.0,822.0,161.0,22910.4,226.0,7229.1,483.0,25.0,32.0,625.4,1
Radosław Majecki,POL,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,25,1890,101.0,33.0,68.0,33.3,0.3,4,40.0,174.0,472.0,121.0,14383.5,136.0,5244.6,221.0,18.0,19.0,301.6,1
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,22,1080,51.0,16.0,37.0,14.4,-1.6,4,44.0,148.0,337.0,26.0,10848.6,55.0,2615.1,202.0,4.0,13.0,254.2,1
Remko Pasveer,NED,Ajax,UEFA Europa League,GK,Goalkeeper,41,833,41.0,7.0,34.0,11.8,4.3,4,52.0,167.0,348.0,35.0,12398.7,37.0,1649.4,167.0,15.0,5.0,97.6,1
Ricardo,BRA,Malmö,UEFA Europa League,GK,Goalkeeper,31,405,21.0,11.0,10.0,8.0,-3.0,1,8.0,52.0,99.0,14.0,3160.1,26.0,1318.3,73.0,4.0,2.0,33.8,1
Ricardo Manuel Silva,POR,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,25,540,27.0,11.0,16.0,8.7,-2.3,2,28.0,71.0,165.0,30.0,5260.6,35.0,1488.4,86.0,6.0,9.0,166.8,1
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,27,2790,120.0,31.0,88.0,34.5,3.5,10,95.0,414.0,1128.0,184.0,37786.8,71.0,2952.5,365.0,45.0,55.0,989.1,1
Robin Olsen,SWE,Aston Villa,English Premier League,GK,Goalkeeper,35,226,14.0,6.0,8.0,6.3,0.3,1,19.0,54.0,75.0,1.0,2693.3,26.0,1559.2,40.0,3.0,0.0,0.0,1
