Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Fran,ESP,Real Madrid,Spanish La Liga,GK,Goalkeeper,19,90,2.0,2.0,0.0,0.9,-1.1,0.0,1.0,2.0,16.0,3.0,384.0,4.0,59.2,5.0,1.0,1.0,12.0,1,0.0,50.0,20.0,0.0
Fran Vieites,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",GK,Goalkeeper,26,1080,2.17,1.0,1.17,0.71,-0.29,0.25,3.5,13.75,24.58,3.17,903.05,6.33,313.65,14.0,0.92,0.75,11.49,1,53.92,25.45,6.57,17.64
Francis Uzoho,NGA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,26,90,4.0,1.0,3.0,1.5,0.5,0.0,15.0,29.0,19.0,1.0,896.8,16.0,809.6,18.0,1.0,0.0,0.0,1,75.0,51.72,5.56,28.12
Franco Israel,URU,Sporting CP,UEFA Champions League,GK,Goalkeeper,24,720,4.88,1.5,3.5,1.62,0.12,0.25,2.38,7.38,25.12,3.75,661.05,7.38,270.55,9.5,0.38,0.38,5.46,1,71.72,32.25,4.0,23.81
Frank Feller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,21,301,4.19,1.2,2.99,1.52,0.33,0.6,6.58,21.23,47.24,5.08,1593.24,6.88,371.84,16.15,0.3,2.09,33.16,1,71.36,30.99,1.86,25.89
Fraser Forster,ENG,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,36,990,6.0,1.91,4.09,2.15,0.25,0.18,1.55,4.82,24.27,4.82,620.66,7.82,139.07,13.82,0.82,0.82,13.23,1,68.17,32.16,5.93,24.43
Frederik Rønnow,DEN,Union Berlin,German Bundesliga,GK,Goalkeeper,32,2520,3.96,1.32,2.54,1.4,0.08,0.29,5.11,14.11,26.21,4.82,899.25,5.75,312.08,17.25,1.43,1.25,23.47,1,64.14,36.22,8.29,22.68
Fyodor Lapoukhov,BLR,Dinamo Minsk,UEFA Europa Conference League,GK,Goalkeeper,21,540,5.0,2.17,2.67,1.92,-0.25,0.17,6.67,15.5,34.17,5.17,1106.47,6.5,354.8,11.17,0.83,2.17,39.53,1,53.4,43.03,7.43,20.51
Gabriel Kobylak,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,5.75,1.25,4.5,1.45,0.2,0.5,2.0,5.75,17.25,3.25,492.88,6.0,181.58,11.75,0.5,0.25,4.08,1,78.26,34.78,4.26,19.74
Gauthier Gallon,FRA,Rennes,French Ligue 1,GK,Goalkeeper,31,45,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,30.0,4.0,714.0,8.0,210.4,4.0,0.0,2.0,56.0,1,,0.0,0.0,
Gautier Larsonneur,FRA,Saint-Étienne,French Ligue 1,GK,Goalkeeper,28,2970,6.24,2.33,3.91,2.23,-0.11,0.12,3.97,14.73,29.64,4.39,1029.53,6.21,251.73,15.45,0.73,1.0,18.07,1,62.66,26.95,4.72,22.39
Gerónimo Rulli,ARG,Marseille,French Ligue 1,GK,Goalkeeper,32,3060,3.97,1.38,2.56,1.39,0.01,0.15,2.71,5.94,32.26,3.91,787.23,3.09,100.92,9.09,0.82,1.74,37.38,1,64.48,45.62,9.02,22.58
Gianluigi Donnarumma,ITA,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,3441,3.19,1.02,2.2,0.96,-0.07,0.26,1.99,6.09,23.17,3.87,614.34,4.68,150.92,9.47,0.63,0.86,14.88,1,68.97,32.68,6.65,20.75
Giorgi Mamardashvili,GEO,Valencia,Spanish La Liga,GK,Goalkeeper,24,3060,4.0,1.41,2.62,1.35,-0.06,0.24,4.15,13.21,25.26,3.94,872.37,6.44,319.33,13.88,0.97,1.12,22.29,1,65.5,31.42,6.99,22.11
Giuseppe Ciocci,ITA,Cagliari,Italian Serie A,GK,Goalkeeper,23,9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,60.0,0.0,0.0,0.0,0.0,10.0,210.0,1,,,,
Gregor Kobel,SUI,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,27,4050,4.13,1.47,2.69,1.44,-0.02,0.24,3.38,10.11,33.89,4.11,963.13,3.73,156.45,12.09,0.62,1.49,28.44,1,65.13,33.43,5.13,22.71
Grégoire Coudert,FRA,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,270,7.33,4.0,3.67,2.83,-1.17,0.0,4.33,13.33,29.67,5.33,978.1,5.33,266.27,12.67,1.0,1.67,31.3,1,50.07,32.48,7.89,19.33
Guglielmo Vicario,ITA,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,28,2970,4.0,1.27,2.82,1.34,0.07,0.24,1.67,5.33,31.45,4.67,761.92,3.48,104.07,13.27,1.27,1.12,20.19,1,70.5,31.33,9.57,23.62
Guillaume Restes,FRA,Toulouse,French Ligue 1,GK,Goalkeeper,20,2543,3.26,1.27,2.05,0.99,-0.31,0.28,2.83,10.12,23.89,2.94,724.74,4.78,204.6,12.74,0.18,1.2,24.14,1,62.88,27.96,1.41,19.1
Günay Güvenç,NAN,Galatasaray,UEFA Europa League,GK,Goalkeeper,33,360,6.25,2.0,4.25,2.4,0.4,0.0,3.5,6.25,32.0,3.75,850.08,4.25,106.8,9.0,0.5,1.5,24.7,1,68.0,56.0,5.56,26.11
Hendrik Bonmann,GER,Ludogorets,UEFA Europa League,GK,Goalkeeper,31,360,6.0,1.0,5.0,1.68,0.68,0.5,6.75,19.75,41.75,5.0,1403.15,8.25,398.28,19.25,1.75,0.75,11.1,1,83.33,34.18,9.09,23.33
Heorhiy Bushchan,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,30,450,8.8,2.8,5.8,2.9,0.1,0.0,5.0,15.2,33.4,5.6,1196.88,3.8,197.4,14.0,0.6,0.8,12.8,1,65.91,32.89,4.29,21.72
Hervé Koffi,BFA,Lens,French Ligue 1,GK,Goalkeeper,28,450,5.2,1.6,3.6,2.2,0.6,0.0,2.8,8.4,23.0,4.4,764.42,3.8,138.44,10.6,0.8,0.4,4.32,1,69.23,33.33,7.55,29.29
Hákon Rafn Valdimarsson,ISL,Brentford,English Premier League,GK,Goalkeeper,23,145,2.48,1.24,1.86,0.31,-0.93,0.62,9.31,23.59,33.52,4.34,1169.19,9.93,588.29,9.93,1.24,0.0,0.0,1,75.0,39.47,12.49,9.38
Ingvar Jónsson,ISL,KV,UEFA Europa Conference League,GK,Goalkeeper,35,720,4.75,1.38,3.38,1.71,0.34,0.25,5.12,14.62,35.75,3.62,1190.92,4.88,196.46,15.62,0.88,2.25,41.1,1,71.16,35.02,5.63,25.62
Ionuț Radu,ROU,Venezia,Italian Serie A,GK,Goalkeeper,27,1350,4.33,1.2,3.13,1.28,0.08,0.27,4.47,18.33,31.33,4.07,1259.23,4.87,268.95,14.33,0.87,0.2,2.66,1,72.29,24.39,6.07,21.37
Isak Pettersson,SWE,Elfsborg,UEFA Europa League,GK,Goalkeeper,27,720,5.75,1.75,4.25,1.74,-0.01,0.38,4.88,22.75,26.5,4.0,1135.26,8.5,484.6,21.75,1.12,0.62,10.78,1,73.91,21.45,5.15,22.37
Ivan Guteša,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,22,270,5.0,1.0,4.0,1.63,0.63,0.33,6.67,17.33,20.67,4.0,797.13,10.0,483.57,12.67,0.33,0.33,4.93,1,80.0,38.49,2.6,26.08
Ivan Nevistić,CRO,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,26,450,6.8,3.0,3.8,2.98,-0.02,0.2,5.2,15.6,26.4,2.6,945.68,6.8,273.8,15.0,0.2,0.0,0.0,1,55.88,33.33,1.33,24.49
Ivan Provedel,ITA,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,31,2880,3.31,1.38,2.0,1.09,-0.28,0.19,5.12,13.34,34.72,3.41,1174.55,3.78,178.94,12.94,0.97,1.03,21.03,1,60.42,38.38,7.5,19.9
Ivica Ivušić,CRO,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,30,810,2.67,1.11,1.56,1.1,-0.01,0.33,3.11,9.44,25.0,4.11,793.41,4.0,123.5,9.78,0.56,1.11,21.1,1,58.43,32.94,5.73,24.07
Iván Villar,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,27,360,4.5,2.25,2.5,2.05,-0.2,0.0,0.75,5.5,20.5,3.75,491.08,8.75,234.85,16.25,0.25,1.25,28.8,1,55.56,13.64,1.54,25.31
Iñaki Peña,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,26,1846,2.97,1.12,1.85,1.01,-0.11,0.34,1.37,5.02,33.64,4.58,832.73,4.97,153.74,9.17,0.24,5.07,122.78,1,62.29,27.29,2.62,21.18
Jack Butland,ENG,Rangers,UEFA Europa League,GK,Goalkeeper,32,900,3.7,1.3,2.5,1.18,-0.12,0.2,6.6,17.5,26.2,3.6,995.73,8.0,408.36,16.6,0.7,0.4,6.51,1,67.57,37.71,4.22,21.55
Jacob Karlstrom,NOR,Molde,UEFA Europa Conference League,GK,Goalkeeper,28,360,4.0,1.25,2.75,1.55,0.3,0.25,2.75,11.5,55.5,5.0,1513.78,5.75,198.12,20.5,1.5,2.5,48.75,1,68.75,23.91,7.32,26.64
Jacob Rinne,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,735,3.55,1.35,2.45,1.08,-0.27,0.24,3.55,12.24,26.94,3.43,874.19,6.73,282.51,14.2,0.98,1.1,21.17,1,69.01,29.0,6.9,21.0
Jacopo Seghetti,ITA,Empoli,Italian Serie A,GK,Goalkeeper,19,90,6.0,3.0,3.0,1.9,-1.1,0.0,3.0,9.0,16.0,5.0,540.8,5.0,195.0,4.0,0.0,1.0,26.0,1,50.0,33.33,0.0,15.83
Jakub Stolarczyk,POL,Leicester City,English Premier League,GK,Goalkeeper,24,900,4.4,1.6,2.8,1.54,-0.06,0.2,5.7,19.5,32.8,3.6,1122.37,5.8,290.96,16.9,1.0,0.8,18.2,1,63.64,29.23,5.92,22.27
Jan Oblak,SVN,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,32,4140,3.48,0.96,2.57,0.88,-0.08,0.37,2.96,7.67,18.3,5.04,560.87,7.17,270.07,12.96,0.91,0.72,14.04,1,73.85,38.59,7.02,18.67
Janis Blaswich,GER,RB Salzburg,UEFA Champions League,GK,Goalkeeper,33,381,5.91,3.31,2.6,2.36,-0.94,0.0,3.31,10.39,24.8,3.07,759.73,6.38,246.09,11.34,0.24,1.42,23.67,1,43.99,31.86,2.12,17.57
Jason Steele,ENG,Brighton,English Premier League,GK,Goalkeeper,34,180,2.0,0.5,1.5,0.2,-0.3,0.5,3.5,8.0,55.0,3.5,1383.0,1.0,43.0,11.0,1.0,1.5,23.95,1,75.0,43.75,9.09,7.5
Jasper Cillessen,NED,Las Palmas,Spanish La Liga,GK,Goalkeeper,35,2335,4.93,1.62,3.28,1.69,0.07,0.12,4.78,15.76,31.07,5.47,1070.14,6.9,297.65,15.92,0.5,0.77,15.0,1,66.53,30.33,3.14,22.81
Jay Gorter,NED,Ajax,UEFA Europa League,GK,Goalkeeper,24,67,4.03,2.69,1.34,1.34,-1.34,0.0,4.03,8.06,36.27,4.03,975.63,2.69,119.55,8.06,0.0,0.0,0.0,1,33.25,50.0,0.0,11.06
Jean Butez,FRA,Como,Italian Serie A,GK,Goalkeeper,29,1666,3.67,1.08,2.59,1.07,-0.01,0.27,4.86,12.7,38.3,4.97,1226.38,2.32,99.21,10.26,1.19,2.76,57.95,1,70.57,38.27,11.6,20.58
Jeroen Zoet,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,33,90,5.0,1.0,4.0,2.6,1.6,0.0,5.0,22.0,25.0,5.0,970.0,10.0,498.0,25.0,2.0,0.0,0.0,1,80.0,22.73,8.0,41.6
Jesse Joronen,FIN,Venezia,Italian Serie A,GK,Goalkeeper,31,703,5.12,1.92,3.46,1.61,-0.31,0.26,2.56,10.75,33.29,5.89,1030.93,5.25,183.07,16.0,0.77,0.64,7.27,1,67.58,23.81,4.81,21.25
Jesús Owono,EQG,Alavés,Spanish La Liga,GK,Goalkeeper,24,487,2.59,1.29,1.29,1.0,-0.3,0.0,8.5,19.4,23.29,2.22,1001.13,6.65,449.41,12.2,1.11,0.37,4.44,1,49.81,43.81,9.1,19.23
Joakim Persson,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,17,90,5.0,2.0,3.0,1.2,-0.8,0.0,4.0,14.0,24.0,6.0,801.6,5.0,269.0,14.0,1.0,0.0,0.0,1,60.0,28.57,7.14,14.4
Joan García,ESP,Espanyol,Spanish La Liga,GK,Goalkeeper,24,3420,5.05,1.34,3.68,1.52,0.18,0.21,5.11,13.84,27.37,5.18,951.49,5.68,275.56,17.63,1.68,0.92,14.53,1,72.87,36.92,9.53,21.93
Joe Lumley,ENG,Southampton,English Premier League,GK,Goalkeeper,29,270,6.67,2.33,4.33,2.57,0.23,0.0,5.0,16.67,45.0,4.67,1351.17,5.0,120.1,18.67,0.67,2.33,62.6,1,64.92,29.99,3.59,25.01
Joel Drommel,NED,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,27,90,6.0,3.0,3.0,3.3,0.3,0.0,7.0,14.0,40.0,4.0,1300.0,5.0,164.0,11.0,0.0,0.0,0.0,1,50.0,50.0,0.0,27.5
Johan Dahlin,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,38,225,4.4,1.6,2.8,1.32,-0.28,0.0,0.4,5.2,14.8,4.0,379.68,10.0,274.44,10.0,0.4,0.8,24.0,1,63.64,7.69,4.0,19.09
Jonas Lössl,DEN,Midtjylland,UEFA Europa League,GK,Goalkeeper,36,380,5.68,2.13,3.55,1.97,-0.17,0.47,8.76,18.95,33.87,3.08,1287.95,7.11,309.46,13.26,0.71,1.18,18.57,1,62.5,46.23,5.35,21.68
Jonas Omlin,SUI,Gladbach,German Bundesliga,GK,Goalkeeper,31,979,6.62,2.39,4.14,2.2,-0.19,0.09,6.25,17.47,41.64,4.23,1364.11,5.24,231.68,15.26,0.28,1.2,25.0,1,62.54,35.78,1.83,20.78
Jonas Urbig,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,21,1023,3.52,1.41,2.11,1.17,-0.24,0.35,3.52,11.09,33.08,3.61,1085.19,2.38,108.6,10.82,0.44,2.38,49.94,1,59.94,31.74,4.07,19.92
Jordan Pickford,ENG,Everton,English Premier League,GK,Goalkeeper,31,3420,4.29,1.16,3.08,1.29,0.14,0.32,8.0,21.21,35.66,4.24,1416.84,6.08,295.91,14.68,0.82,1.5,28.73,1,71.79,37.72,5.59,21.59
Josep Martinez,ESP,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,26,540,3.17,0.5,2.67,0.72,0.22,0.67,4.33,9.5,43.5,3.67,1223.8,4.67,152.52,16.0,0.67,0.5,11.17,1,84.23,45.58,4.19,19.13
Josip Condric,CRO,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,31,270,5.33,0.67,4.67,1.4,0.73,0.33,5.67,22.33,30.33,6.0,1067.83,14.33,731.57,17.67,0.0,1.0,21.57,1,87.62,25.39,0.0,23.01
José Sá,POR,Wolves,English Premier League,GK,Goalkeeper,32,2609,4.04,1.66,2.38,1.47,-0.18,0.24,3.24,13.18,26.6,4.17,936.65,5.17,214.7,14.9,1.1,1.48,27.24,1,58.91,24.58,7.38,21.44
Juan Musso,ARG,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,31,270,2.0,0.0,2.0,0.27,0.27,1.0,1.67,9.67,21.67,5.0,577.87,9.0,374.4,12.67,0.67,0.33,5.83,1,100.0,17.27,5.29,13.5
Juan Soriano,ESP,Leganés,Spanish La Liga,GK,Goalkeeper,27,540,4.17,1.17,3.17,1.47,0.3,0.17,6.0,20.0,21.83,3.33,959.22,9.0,565.02,21.67,1.17,0.0,0.0,1,76.02,30.0,5.4,26.8
Julen Agirrezabala,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,24,2376,2.99,0.98,1.97,1.06,0.07,0.38,4.2,12.23,22.65,3.33,782.39,4.51,242.7,9.7,0.98,1.17,21.82,1,65.89,34.34,10.1,23.36
Justin Bijlow,NED,Feyenoord,UEFA Champions League,GK,Goalkeeper,27,125,5.76,0.72,5.04,2.02,1.3,0.72,6.48,20.88,28.08,1.44,1115.06,12.96,704.74,28.8,2.16,0.0,0.0,1,87.5,31.03,7.5,30.69
Jörg Siebenhandl,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,34,276,3.59,1.3,2.28,1.37,0.07,0.33,0.98,2.93,19.89,3.91,455.38,3.59,69.75,10.76,0.33,1.96,38.67,1,63.51,33.45,3.07,24.24
Kacper Tobiasz,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,4.5,0.75,3.5,1.42,0.68,0.75,4.25,12.25,23.75,3.75,842.4,6.5,246.45,17.25,1.0,1.0,13.6,1,77.78,34.69,5.8,24.54
Kamil Grabara,POL,Wolfsburg,German Bundesliga,GK,Goalkeeper,26,2585,4.77,1.71,3.06,1.74,-0.0,0.17,6.48,17.79,34.09,3.97,1249.86,5.36,278.11,14.38,0.52,0.66,10.67,1,64.15,36.42,3.62,23.4
Karl Jakob Hein,EST,Valladolid,Spanish La Liga,GK,Goalkeeper,23,2790,5.26,2.19,3.1,1.89,-0.3,0.16,5.32,14.58,30.35,4.39,1028.69,7.23,373.67,15.29,1.1,1.1,21.96,1,58.94,36.49,7.19,21.18
Karl-Johan Johnsson,SWE,Strasbourg,French Ligue 1,GK,Goalkeeper,34,270,7.33,2.0,5.33,2.23,0.23,0.0,2.0,7.33,40.67,7.0,969.97,2.33,92.6,16.0,0.67,1.0,12.0,1,72.71,27.29,4.19,22.12
Kasper Schmeichel,DEN,Celtic,UEFA Champions League,GK,Goalkeeper,38,900,5.4,1.7,3.8,1.75,0.05,0.3,2.4,5.9,33.2,4.3,862.29,6.6,196.39,15.6,0.2,0.5,7.71,1,70.37,40.68,1.28,22.81
Kauã Santos,BRA,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,22,1215,5.7,1.41,4.3,1.61,0.21,0.22,4.52,13.7,30.0,4.3,983.23,5.11,223.3,15.48,2.07,1.56,25.28,1,75.44,32.99,13.37,21.31
Kepa Arrizabalaga,ESP,Bournemouth,English Premier League,GK,Goalkeeper,30,2790,4.32,1.26,3.06,1.32,0.06,0.26,4.26,11.77,26.81,3.94,882.87,6.19,239.8,11.84,0.71,1.74,35.89,1,70.83,36.19,6.0,21.64
Kevin Müller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,34,3389,5.05,1.81,3.24,1.74,-0.07,0.24,4.62,12.85,31.52,4.65,1053.3,8.37,319.0,14.26,0.72,0.66,10.68,1,64.16,35.95,5.05,22.11
Kevin Trapp,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,2925,4.22,1.26,2.95,1.28,0.01,0.28,3.38,11.51,30.71,4.49,906.36,5.48,204.55,15.82,0.89,1.05,19.41,1,69.91,29.37,5.63,21.2
Kjell Scherpen,NED,Sturm Graz,UEFA Champions League,GK,Goalkeeper,25,540,5.83,1.83,4.0,2.1,0.27,0.17,4.67,15.5,26.83,3.17,998.1,6.67,330.57,17.5,1.33,0.67,7.82,1,68.61,30.13,7.6,24.71
Kjetil Haug,NOR,Toulouse,French Ligue 1,GK,Goalkeeper,26,498,2.89,1.27,1.63,1.23,-0.04,0.18,2.89,10.84,17.17,2.35,584.71,6.33,310.48,13.01,0.9,0.54,9.09,1,56.4,26.66,6.92,24.0
Kostas Tzolakis,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,22,897,3.41,0.7,2.71,1.01,0.31,0.6,5.62,16.96,22.27,4.52,974.83,4.41,238.3,8.13,1.1,3.41,72.61,1,79.47,33.14,13.53,23.54
Krapyvtsov Vladyslav,UKR,Girona,Spanish La Liga,GK,Goalkeeper,19,180,9.0,3.5,5.5,3.15,-0.35,0.0,5.0,10.5,31.5,6.5,1121.05,3.5,100.1,13.5,0.5,0.5,8.4,1,61.11,47.62,3.7,21.39
Lars Unnerstall,GER,Twente,UEFA Europa League,GK,Goalkeeper,34,730,4.44,1.36,3.21,1.22,-0.14,0.25,4.56,14.18,28.85,3.95,1009.63,5.05,155.43,12.82,0.49,1.36,22.12,1,72.3,32.16,3.82,19.87
Lasse Rieß,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,23,180,4.0,1.0,3.0,1.1,0.1,0.0,6.5,21.5,36.0,3.5,1496.4,6.0,273.6,11.5,1.0,4.0,73.4,1,75.0,30.23,8.7,20.62
Lawrence Ati-Zigi,GHA,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,28,540,8.33,3.0,5.5,2.6,-0.4,0.0,4.5,9.5,32.17,4.5,950.73,6.67,193.72,13.5,1.0,1.33,25.08,1,66.03,47.37,7.41,20.61
Leandro Chichizola,ARG,Parma,Italian Serie A,GK,Goalkeeper,34,90,6.0,3.0,3.0,2.5,-0.5,0.0,3.0,16.0,41.0,5.0,1389.9,8.0,275.2,21.0,2.0,2.0,32.6,1,50.0,18.75,9.52,20.83
Leo Román,ESP,Mallorca,Spanish La Liga,GK,Goalkeeper,24,630,7.0,1.43,5.57,1.93,0.5,0.29,6.86,19.86,26.86,2.57,1123.07,7.43,426.96,18.14,1.14,0.86,9.8,1,79.57,34.54,6.28,21.94
Liam Kelly,SCO,Rangers,UEFA Europa League,GK,Goalkeeper,29,180,3.0,1.0,1.5,1.55,0.55,0.5,5.5,21.0,26.5,4.0,1100.4,9.5,544.05,24.5,2.0,2.0,33.7,1,50.0,26.19,8.16,25.83
Lorenzo Montipò,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,29,3240,4.47,1.78,2.69,1.41,-0.37,0.22,5.83,20.0,21.11,2.53,921.08,8.28,490.56,13.83,0.83,0.64,9.37,1,60.18,29.15,6.0,18.98
Lorenzo Torriani,ITA,Milan,UEFA Champions League,GK,Goalkeeper,19,40,9.0,2.25,6.75,3.15,0.9,0.0,0.0,4.5,27.0,2.25,858.6,6.75,135.0,9.0,0.0,0.0,0.0,1,75.0,0.0,0.0,26.25
Lovro Štubljar,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,20,180,6.0,2.5,3.0,1.95,-0.55,0.0,9.5,18.5,28.5,6.5,1086.15,10.0,470.3,14.5,2.0,0.0,0.0,1,50.0,51.35,13.79,16.25
Luca Philipp,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,24,630,5.86,2.57,3.43,1.91,-0.66,0.0,5.29,16.71,26.0,3.57,1015.99,6.43,265.73,15.43,0.57,0.71,12.13,1,58.53,31.66,3.69,19.08
Lucas Chevalier,FRA,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,23,3960,3.89,1.11,2.8,1.31,0.2,0.27,3.55,9.39,28.89,4.05,877.44,3.36,131.79,11.02,0.59,0.61,10.56,1,71.98,37.81,5.35,24.24
Lucas Perri,BRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,27,3960,4.73,1.32,3.41,1.48,0.16,0.3,3.11,9.98,27.8,5.14,860.15,4.8,175.56,12.39,0.84,0.77,14.48,1,72.09,31.16,6.78,22.56
Luiz Lúcio Reis Júnior,BRA,Villarreal,Spanish La Liga,GK,Goalkeeper,24,1458,4.07,1.11,2.96,1.1,-0.01,0.37,3.77,10.99,24.2,5.93,764.65,6.11,266.44,15.8,0.99,1.23,21.79,1,72.73,34.3,6.27,19.66
Lukas Jungwirth,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,20,262,6.53,3.44,3.44,2.85,-0.58,0.0,3.78,10.65,29.89,4.81,885.26,6.53,265.64,19.92,2.4,0.34,5.39,1,52.68,35.49,12.05,22.99
Lukáš Horníček,CZE,Braga,UEFA Europa League,GK,Goalkeeper,22,290,4.97,1.24,3.72,1.58,0.34,0.31,3.72,12.72,28.24,4.03,969.89,4.97,162.93,16.45,0.62,2.79,43.39,1,74.85,29.25,3.77,23.8
Lukáš Hrádecký,FIN,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,2970,4.21,1.33,2.97,1.28,-0.05,0.24,4.03,10.39,26.91,3.79,837.81,4.73,191.23,10.27,0.39,1.39,28.94,1,70.55,38.79,3.8,21.45
Lukáš Zima,CZE,FCSB,UEFA Europa League,GK,Goalkeeper,31,90,6.0,4.0,2.0,3.2,-0.8,0.0,2.0,6.0,19.0,5.0,547.2,6.0,166.2,10.0,0.0,0.0,0.0,1,33.33,33.33,0.0,17.78
Léon-Maurice Pöhls,GER,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,27,540,3.83,1.5,2.33,1.32,-0.18,0.17,2.67,10.5,17.33,3.67,600.4,6.83,287.25,19.0,0.33,0.67,10.5,1,60.84,25.43,1.74,20.97
Maarten Vandevoordt,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,23,609,4.14,1.63,2.51,1.3,-0.33,0.3,3.4,9.75,28.37,5.02,814.43,6.95,296.76,15.07,1.18,2.36,45.72,1,60.63,34.87,7.83,19.04
Mads Hermansen,DEN,Leicester City,English Premier League,GK,Goalkeeper,24,2385,5.85,2.19,3.74,2.12,-0.06,0.04,4.3,17.77,34.94,5.02,1208.66,5.4,277.88,15.81,0.98,0.98,18.02,1,63.93,24.2,6.2,23.17
Mads Kikkenborg,DEN,Anderlecht,UEFA Europa League,GK,Goalkeeper,25,90,5.0,4.0,2.0,2.5,-1.5,0.0,5.0,9.0,27.0,2.0,780.3,5.0,99.0,8.0,0.0,1.0,11.8,1,40.0,55.56,0.0,20.0
Maduka Okoye,NGA,Udinese,Italian Serie A,GK,Goalkeeper,25,2250,4.4,1.6,2.92,1.49,-0.11,0.16,4.8,11.68,31.04,3.2,936.75,3.96,187.13,12.6,0.56,0.92,16.02,1,66.36,41.1,4.44,22.47
Malkolm Nilsson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,165,3.82,0.55,3.27,0.93,0.33,0.0,3.82,15.82,21.27,3.27,786.27,9.27,499.42,21.27,0.55,0.0,0.0,1,85.6,24.15,2.59,20.84
Manolis Saliakas,GRE,St. Pauli,German Bundesliga,GK,Goalkeeper,28,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,180.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,
Manuel Neuer,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,39,2802,2.12,0.84,1.28,0.75,-0.09,0.48,4.43,9.09,39.64,4.01,1108.42,2.6,91.07,6.75,0.22,2.18,57.61,1,60.38,48.73,3.26,21.36
Marc-André ter Stegen,GER,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,764,3.53,1.3,2.24,1.0,-0.29,0.12,2.24,5.18,32.28,6.13,877.03,3.89,136.08,11.66,1.06,2.59,48.44,1,63.46,43.24,9.09,17.98
