Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Alex Palmer,J27,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,6.0,3.0,4.0,1.5,-1.5,0,1.0,7.0,20.0,6.0,634.0,5.0,179.0,13.0,2.0,3.0,49.8
Mark Flekken,J27,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,4.0,1.0,3.0,2.4,1.4,0,6.0,10.0,48.0,7.0,1425.6,5.0,142.0,12.0,3.0,0.0,0.0
Jordan Pickford,J27,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,3.0,1.0,2.0,0.9,-0.1,0,7.0,16.0,36.0,5.0,1184.4,4.0,191.2,15.0,0.0,0.0,0.0
Alisson,J27,Liverpool,English Premier League,BRA,GK,Goalkeeper,32,90,0.0,0.0,0.0,0.0,0.0,1,4.0,5.0,33.0,5.0,940.5,1.0,29.0,13.0,0.0,3.0,84.0
Nick Pope,J27,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,3.0,2.0,1.0,1.1,-0.9,0,2.0,8.0,12.0,3.0,339.6,8.0,328.8,3.0,1.0,3.0,51.6
Alphonse Areola,J27,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,2.0,0.0,2.0,0.2,0.2,1,0.0,9.0,24.0,4.0,679.2,6.0,306.0,19.0,0.0,0.0,0.0
Mads Hermansen,J27,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,2.0,2.0,1.0,0.7,-1.3,0,0.0,10.0,24.0,2.0,744.0,4.0,223.2,13.0,0.0,0.0,0.0
Matz Sels,J28,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,33,90,3.0,0.0,3.0,0.5,0.5,1,10.0,19.0,15.0,4.0,646.5,12.0,646.8,9.0,0.0,0.0,0.0
Ederson,J28,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,4.0,1.0,3.0,0.9,-0.1,0,2.0,4.0,29.0,8.0,768.5,6.0,141.0,16.0,1.0,5.0,100.5
Alisson,J28,Liverpool,English Premier League,BRA,GK,Goalkeeper,32,90,4.0,1.0,3.0,0.4,-0.6,0,4.0,7.0,31.0,4.0,874.2,4.0,128.0,4.0,0.0,4.0,80.4
Aaron Ramsdale,J28,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,7.0,3.0,4.0,3.3,0.3,0,5.0,20.0,19.0,3.0,750.5,12.0,852.0,14.0,0.0,0.0,0.0
Bart Verbruggen,J28,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,1.0,1.0,0.0,0.7,-0.3,0,0.0,3.0,24.0,3.0,523.2,2.0,44.0,19.0,2.0,0.0,0.0
Bernd Leno,J28,Fulham,English Premier League,GER,GK,Goalkeeper,33,90,4.0,2.0,2.0,1.8,-0.2,0,4.0,6.0,35.0,2.0,805.0,5.0,149.0,12.0,0.0,0.0,0.0
Dean Henderson,J28,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,7.0,0.0,7.0,1.6,1.6,1,3.0,12.0,29.0,7.0,968.6,11.0,399.3,14.0,0.0,1.0,7.8
Alex Palmer,J28,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,4.0,1.0,3.0,1.3,0.3,0,4.0,9.0,17.0,1.0,448.8,9.0,422.1,17.0,2.0,0.0,0.0
Mark Flekken,J28,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,4.0,1.0,3.0,0.7,-0.3,0,2.0,9.0,40.0,5.0,1236.0,1.0,9.0,10.0,2.0,0.0,0.0
Robin Olsen,J28,Aston Villa,English Premier League,SWE,GK,Goalkeeper,35,90,3.0,0.0,3.0,0.7,0.7,1,5.0,21.0,34.0,1.0,1336.2,4.0,266.0,23.0,3.0,0.0,0.0
José Sá,J28,Wolves,English Premier League,POR,GK,Goalkeeper,32,90,4.0,1.0,3.0,1.5,0.5,0,2.0,7.0,29.0,6.0,852.6,2.0,37.0,12.0,2.0,2.0,27.2
Jordan Pickford,J28,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.1,0.1,0,8.0,20.0,35.0,5.0,1214.5,8.0,511.2,15.0,1.0,1.0,13.0
Ivan Provedel,J13,Lazio,Italian Serie A,ITA,GK,Goalkeeper,30,90,1.0,0.0,1.0,0.0,0.0,1,11.0,14.0,54.0,3.0,1603.8,1.0,24.0,4.0,0.0,0.0,0.0
Federico Ravaglia,J13,Bologna,Italian Serie A,ITA,GK,Goalkeeper,25,90,4.0,3.0,1.0,3.3,0.3,0,5.0,17.0,42.0,7.0,1344.0,6.0,232.2,15.0,1.0,1.0,9.7
Robert Sánchez,J28,Chelsea,English Premier League,ESP,GK,Goalkeeper,27,90,3.0,0.0,3.0,0.2,0.2,1,1.0,4.0,18.0,6.0,543.6,1.0,12.0,17.0,1.0,0.0,0.0
Mads Hermansen,J28,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,7.0,1.0,5.0,1.5,0.5,0,2.0,22.0,45.0,4.0,1579.5,5.0,325.0,22.0,0.0,2.0,57.0
Guglielmo Vicario,J28,Tottenham,English Premier League,ITA,GK,Goalkeeper,28,90,8.0,2.0,6.0,2.5,0.5,0,1.0,7.0,36.0,7.0,997.2,6.0,90.0,11.0,1.0,1.0,17.0
Kepa Arrizabalaga,J28,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,4.0,2.0,2.0,1.1,-0.9,0,6.0,17.0,29.0,4.0,1131.0,0.0,0.0,14.0,0.0,0.0,0.0
André Onana,J28,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,6.0,1.0,5.0,1.8,0.8,0,4.0,29.0,34.0,4.0,1356.6,10.0,651.0,23.0,1.0,0.0,0.0
David Raya,J28,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,6.0,1.0,5.0,1.5,0.5,0,0.0,7.0,32.0,7.0,841.6,1.0,67.0,10.0,1.0,1.0,15.0
Alphonse Areola,J28,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,3.0,1.0,2.0,2.0,1.0,0,10.0,22.0,31.0,6.0,1199.7,8.0,407.2,12.0,1.0,1.0,14.5
Nick Pope,J28,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,2.0,0.0,2.0,0.1,0.1,1,3.0,13.0,21.0,7.0,735.0,6.0,391.2,16.0,1.0,2.0,30.0
Jordan Pickford,J29,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,5.0,1.0,4.0,1.7,0.7,0,5.0,14.0,40.0,6.0,1228.0,3.0,126.0,11.0,0.0,2.0,33.6
Alphonse Areola,J29,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,5.0,1.0,4.0,1.4,0.4,0,4.0,15.0,25.0,7.0,882.5,8.0,336.0,22.0,1.0,0.0,0.0
Aaron Ramsdale,J29,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,3.0,2.0,1.0,0.9,-1.1,0,2.0,13.0,26.0,3.0,865.8,4.0,226.0,5.0,0.0,1.0,20.5
José Sá,J29,Wolves,English Premier League,POR,GK,Goalkeeper,32,90,3.0,1.0,2.0,1.8,0.8,0,5.0,13.0,19.0,3.0,864.5,3.0,89.1,16.0,2.0,1.0,12.0
Alex Palmer,J29,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,6.0,4.0,2.0,2.7,-1.3,0,0.0,6.0,26.0,8.0,730.6,1.0,16.0,10.0,1.0,3.0,49.2
Matz Sels,J29,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,33,90,3.0,2.0,1.0,0.5,-1.5,0,7.0,22.0,19.0,2.0,953.8,9.0,494.1,15.0,0.0,0.0,0.0
Stefan Ortega,J29,Manchester City,English Premier League,GER,GK,Goalkeeper,32,90,3.0,2.0,2.0,0.7,-1.3,0,8.0,17.0,42.0,6.0,1360.8,2.0,92.0,10.0,1.0,3.0,54.6
Bart Verbruggen,J29,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,3.0,2.0,1.0,1.3,-0.7,0,6.0,19.0,36.0,1.0,1314.0,3.0,197.1,7.0,0.0,0.0,0.0
Kepa Arrizabalaga,J29,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,4.0,2.0,2.0,2.2,0.2,0,2.0,14.0,28.0,3.0,1120.0,7.0,160.3,7.0,0.0,2.0,59.4
Mark Flekken,J29,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,5.0,1.0,5.0,1.0,0.0,0,10.0,28.0,36.0,2.0,1638.0,5.0,337.0,21.0,1.0,1.0,11.7
David Raya,J29,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.2,0.2,1,3.0,15.0,36.0,5.0,1195.2,2.0,127.0,7.0,2.0,6.0,123.6
Robert Sánchez,J29,Chelsea,English Premier League,ESP,GK,Goalkeeper,27,90,4.0,1.0,3.0,0.7,-0.3,0,7.0,18.0,34.0,4.0,1363.4,2.0,132.0,11.0,0.0,1.0,10.8
Devis Vásquez,J13,Empoli,Italian Serie A,COL,GK,Goalkeeper,26,90,3.0,1.0,2.0,1.2,0.2,0,7.0,20.0,34.0,5.0,1380.4,4.0,208.0,29.0,3.0,0.0,0.0
Maduka Okoye,J13,Udinese,Italian Serie A,NGA,GK,Goalkeeper,25,90,2.0,1.0,1.0,0.2,-0.8,0,2.0,8.0,45.0,3.0,1147.5,1.0,23.0,7.0,0.0,1.0,15.8
Bernd Leno,J29,Fulham,English Premier League,GER,GK,Goalkeeper,33,90,4.0,0.0,4.0,0.4,0.4,1,6.0,16.0,34.0,5.0,1271.6,7.0,193.2,16.0,1.0,0.0,0.0
Guglielmo Vicario,J29,Tottenham,English Premier League,ITA,GK,Goalkeeper,28,90,4.0,2.0,2.0,1.8,-0.2,0,3.0,4.0,22.0,4.0,539.0,2.0,77.0,21.0,0.0,1.0,9.8
Mads Hermansen,J29,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,5.0,3.0,2.0,1.7,-1.3,0,5.0,14.0,36.0,5.0,1083.6,2.0,132.0,11.0,1.0,1.0,14.0
André Onana,J29,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,3.0,0.0,3.0,0.4,0.4,1,6.0,18.0,43.0,3.0,1358.8,8.0,338.4,22.0,1.0,2.0,30.4
David Raya,J30,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,3.0,1.0,2.0,1.0,0.0,0,5.0,13.0,39.0,6.0,1025.7,4.0,240.0,12.0,0.0,2.0,45.6
Bernd Leno,J30,Fulham,English Premier League,GER,GK,Goalkeeper,33,90,4.0,2.0,2.0,1.8,-0.2,0,7.0,18.0,32.0,3.0,1180.8,8.0,324.8,19.0,1.0,0.0,0.0
José Sá,J30,Wolves,English Premier League,POR,GK,Goalkeeper,32,90,1.0,0.0,1.0,0.2,0.2,1,3.0,14.0,23.0,4.0,956.8,3.0,204.9,12.0,1.0,1.0,17.0
Alphonse Areola,J30,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.7,-0.3,0,3.0,9.0,34.0,7.0,924.8,6.0,180.0,5.0,0.0,6.0,152.4
Matz Sels,J30,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,33,90,5.0,0.0,5.0,0.4,0.4,1,9.0,32.0,21.0,0.0,1169.7,11.0,712.8,31.0,0.0,0.0,0.0
André Onana,J30,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,2.0,1.0,1.0,1.0,0.0,0,0.0,1.0,17.0,2.0,396.1,3.0,48.0,10.0,0.0,0.0,0.0
Nick Pope,J30,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,3.0,1.0,2.0,1.3,0.3,0,2.0,9.0,22.0,7.0,807.4,2.0,119.0,11.0,3.0,2.0,28.2
Mark Flekken,J30,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,4.0,2.0,2.0,1.6,-0.4,0,15.0,35.0,42.0,3.0,1848.0,12.0,805.2,9.0,1.0,0.0,0.0
Ederson,J30,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,23.0,2.0,579.6,3.0,90.9,6.0,0.0,5.0,111.5
Mads Hermansen,J30,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,5.0,2.0,3.0,2.7,0.7,0,9.0,24.0,38.0,4.0,1474.4,6.0,376.8,10.0,1.0,0.0,0.0
Aaron Ramsdale,J30,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,3.0,1.0,2.0,1.0,0.0,0,11.0,28.0,43.0,5.0,1462.0,7.0,466.9,13.0,2.0,0.0,0.0
Dean Henderson,J30,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,28,90,2.0,1.0,1.0,1.3,0.3,0,1.0,4.0,23.0,3.0,627.9,0.0,0.0,11.0,0.0,0.0,0.0
Kepa Arrizabalaga,J30,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,2.0,2.0,0.0,0.8,-1.2,0,1.0,7.0,33.0,3.0,874.5,6.0,102.0,7.0,1.0,4.0,72.4
Alex Palmer,J30,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,6.0,1.0,5.0,0.9,-0.1,0,8.0,19.0,28.0,4.0,1024.8,9.0,475.2,35.0,3.0,2.0,24.6
Bart Verbruggen,J30,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,5.0,3.0,2.0,1.9,-1.1,0,1.0,1.0,28.0,4.0,669.2,0.0,0.0,4.0,0.0,2.0,36.6
Emiliano Martínez,J30,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,4.0,0.0,4.0,0.7,0.7,1,3.0,18.0,46.0,4.0,1536.4,5.0,310.0,17.0,1.0,0.0,0.0
Filip Stankovic,J13,Venezia,Italian Serie A,SRB,GK,Goalkeeper,22,90,2.0,1.0,1.0,1.4,0.4,0,1.0,5.0,23.0,3.0,611.8,6.0,148.8,8.0,1.0,1.0,12.4
Wladimiro Falcone,J13,Lecce,Italian Serie A,ITA,GK,Goalkeeper,29,90,6.0,0.0,6.0,0.8,0.8,1,2.0,16.0,27.0,1.0,1042.2,1.0,59.0,15.0,0.0,0.0,0.0
Caoimhín Kelleher,J30,Liverpool,English Premier League,IRL,GK,Goalkeeper,26,90,0.0,0.0,0.0,0.0,0.0,1,3.0,11.0,40.0,7.0,1216.0,1.0,65.0,15.0,1.0,1.0,12.0
Jordan Pickford,J30,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,3.0,1.0,2.0,0.3,-0.7,0,5.0,19.0,28.0,5.0,1136.8,7.0,357.7,23.0,2.0,1.0,10.5
Robert Sánchez,J30,Chelsea,English Premier League,ESP,GK,Goalkeeper,27,90,2.0,0.0,2.0,1.7,1.7,1,5.0,20.0,31.0,1.0,1342.3,3.0,216.9,12.0,0.0,0.0,0.0
Guglielmo Vicario,J30,Tottenham,English Premier League,ITA,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.8,0.8,0,2.0,6.0,36.0,3.0,867.6,2.0,22.0,18.0,0.0,0.0,0.0
Jordan Pickford,J31,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,4.0,1.0,3.0,0.7,-0.3,0,8.0,23.0,22.0,0.0,1124.2,13.0,577.2,10.0,0.0,0.0,0.0
David Raya,J31,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,2.0,1.0,1.0,1.0,0.0,0,0.0,9.0,41.0,3.0,988.1,4.0,156.0,11.0,3.0,2.0,29.4
Dean Henderson,J31,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.6,0.6,0,4.0,21.0,36.0,5.0,1303.2,7.0,436.8,18.0,1.0,5.0,87.5
Bart Verbruggen,J31,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,3.0,2.0,1.0,0.9,-1.1,0,1.0,3.0,30.0,2.0,723.0,1.0,16.0,8.0,2.0,3.0,43.2
Alex Palmer,J31,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,6.0,2.0,4.0,2.1,0.1,0,7.0,16.0,24.0,3.0,991.2,3.0,198.9,19.0,3.0,0.0,0.0
José Sá,J31,Wolves,English Premier League,POR,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.6,-0.4,0,4.0,13.0,20.0,1.0,772.0,1.0,73.0,9.0,0.0,2.0,50.6
Alphonse Areola,J31,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,4.0,2.0,2.0,2.1,0.1,0,2.0,18.0,40.0,10.0,1264.0,6.0,334.8,15.0,0.0,0.0,0.0
Kepa Arrizabalaga,J31,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,3.0,2.0,1.0,1.5,-0.5,0,3.0,11.0,36.0,7.0,1036.8,6.0,180.0,12.0,0.0,1.0,15.5
Emiliano Martínez,J31,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,3.0,1.0,2.0,0.8,-0.2,0,8.0,27.0,50.0,6.0,1745.0,8.0,458.4,14.0,2.0,0.0,0.0
Matz Sels,J31,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,33,90,8.0,2.0,6.0,2.9,0.9,0,4.0,12.0,16.0,6.0,604.8,10.0,289.0,12.0,0.0,0.0,0.0
Bernd Leno,J31,Fulham,English Premier League,GER,GK,Goalkeeper,33,90,6.0,2.0,4.0,2.0,0.0,0,9.0,18.0,34.0,4.0,1363.4,4.0,171.2,17.0,0.0,0.0,0.0
Caoimhín Kelleher,J31,Liverpool,English Premier League,IRL,GK,Goalkeeper,26,90,6.0,3.0,3.0,1.3,-1.7,0,1.0,10.0,43.0,5.0,1139.5,2.0,35.0,11.0,1.0,0.0,0.0
Mark Flekken,J31,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,5.0,0.0,5.0,1.1,1.1,1,10.0,26.0,40.0,4.0,1496.0,9.0,594.0,13.0,2.0,1.0,10.8
Robert Sánchez,J31,Chelsea,English Premier League,ESP,GK,Goalkeeper,27,90,2.0,0.0,2.0,0.5,0.5,1,6.0,23.0,44.0,5.0,1764.4,3.0,207.0,15.0,0.0,4.0,90.4
Guglielmo Vicario,J31,Tottenham,English Premier League,ITA,GK,Goalkeeper,28,90,4.0,1.0,3.0,0.4,-0.6,0,1.0,4.0,40.0,10.0,932.0,1.0,15.0,13.0,4.0,2.0,32.6
Aaron Ramsdale,J31,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,8.0,3.0,5.0,3.5,0.5,0,2.0,9.0,19.0,1.0,642.2,4.0,119.2,12.0,0.0,1.0,14.7
Semuel Pizzignacco,J2,Monza,Italian Serie A,ITA,GK,Goalkeeper,22,90,1.0,1.0,0.0,0.4,-0.6,0,3.0,4.0,20.0,2.0,480.0,8.0,183.2,15.0,0.0,1.0,19.7
Pierluigi Gollini,J2,Genoa,Italian Serie A,ITA,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.1,0.1,1,10.0,16.0,28.0,2.0,938.0,7.0,490.7,20.0,0.0,0.0,0.0
Alen Sherri,J14,Cagliari,Italian Serie A,ALB,GK,Goalkeeper,26,90,2.0,0.0,2.0,0.1,0.1,1,3.0,9.0,28.0,4.0,784.0,9.0,315.0,9.0,1.0,2.0,24.6
Lorenzo Montipò,J14,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.2,0.2,0,1.0,25.0,20.0,1.0,960.0,13.0,786.5,22.0,1.0,0.0,0.0
André Onana,J31,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,29,90,5.0,0.0,5.0,0.3,0.3,1,4.0,14.0,28.0,6.0,828.8,5.0,288.0,5.0,1.0,0.0,0.0
Ederson,J31,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,2.0,0.0,2.0,0.2,0.2,1,1.0,3.0,22.0,6.0,554.4,4.0,172.0,13.0,1.0,0.0,0.0
Mads Hermansen,J31,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,5.0,3.0,2.0,2.9,-0.1,0,10.0,31.0,46.0,1.0,1904.4,4.0,241.2,4.0,1.0,0.0,0.0
Nick Pope,J31,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,2.0,0.0,2.0,0.4,0.4,1,2.0,8.0,18.0,7.0,547.2,8.0,380.0,21.0,1.0,4.0,75.2
Ederson,J32,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,70,2.0,2.0,0.0,2.0,0.0,0,1.0,1.0,28.0,3.0,725.2,1.0,19.0,5.0,0.0,1.0,19.0
Stefan Ortega,J32,Manchester City,English Premier League,GER,GK,Goalkeeper,32,20,1.0,0.0,1.0,0.2,0.2,1,0.0,2.0,13.0,0.0,370.5,1.0,36.0,6.0,0.0,0.0,0.0
Dean Henderson,J32,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,28,90,8.0,5.0,3.0,4.0,-1.0,0,7.0,13.0,28.0,2.0,898.8,5.0,186.0,9.0,1.0,0.0,0.0
Bart Verbruggen,J32,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,6.0,2.0,4.0,1.5,-0.5,0,2.0,6.0,41.0,3.0,959.4,3.0,39.0,10.0,0.0,0.0,0.0
Mads Hermansen,J32,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,7.0,2.0,5.0,3.1,1.1,0,4.0,24.0,37.0,5.0,1354.2,8.0,547.2,11.0,1.0,3.0,55.8
Aaron Ramsdale,J32,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,10.0,3.0,5.0,2.9,-0.1,0,10.0,16.0,30.0,7.0,924.0,11.0,465.3,26.0,1.0,0.0,0.0
Emiliano Martínez,J32,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,2.0,0.0,2.0,0.2,0.2,1,0.0,1.0,22.0,2.0,501.6,2.0,49.0,14.0,1.0,1.0,10.8
Matz Sels,J32,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,33,90,5.0,1.0,4.0,1.3,0.3,0,3.0,15.0,18.0,3.0,714.6,8.0,376.8,22.0,0.0,0.0,0.0
Jordan Pickford,J32,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,5.0,0.0,5.0,0.8,0.8,1,2.0,14.0,36.0,5.0,1159.2,3.0,204.9,8.0,1.0,0.0,0.0
David Raya,J32,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,2.0,1.0,1.0,0.3,-0.7,0,3.0,17.0,36.0,9.0,1144.8,5.0,357.0,10.0,3.0,1.0,21.8
Mark Flekken,J32,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,3.0,1.0,2.0,0.4,-0.6,0,10.0,18.0,38.0,2.0,1436.4,9.0,446.4,16.0,0.0,1.0,11.5
Alisson,J32,Liverpool,English Premier League,BRA,GK,Goalkeeper,32,90,4.0,1.0,4.0,0.6,-0.4,0,2.0,15.0,34.0,2.0,1193.4,5.0,245.0,9.0,1.0,2.0,27.6
Alphonse Areola,J32,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,6.0,2.0,4.0,1.7,-0.3,0,3.0,11.0,29.0,5.0,994.7,5.0,108.0,19.0,0.0,1.0,14.5
Robert Sánchez,J32,Chelsea,English Premier League,ESP,GK,Goalkeeper,27,90,4.0,2.0,2.0,1.3,-0.7,0,1.0,8.0,29.0,7.0,814.9,2.0,109.0,7.0,1.0,0.0,0.0
Alex Palmer,J32,Ipswich Town,English Premier League,ENG,GK,Goalkeeper,28,90,9.0,2.0,8.0,3.2,1.2,0,8.0,22.0,19.0,5.0,870.2,17.0,851.7,34.0,3.0,0.0,0.0
José Sá,J32,Wolves,English Premier League,POR,GK,Goalkeeper,32,90,4.0,2.0,2.0,2.1,0.1,0,4.0,14.0,13.0,1.0,536.9,8.0,430.4,20.0,0.0,0.0,0.0
Guglielmo Vicario,J32,Tottenham,English Premier League,ITA,GK,Goalkeeper,28,90,5.0,4.0,2.0,3.0,-1.0,0,1.0,1.0,36.0,6.0,709.2,1.0,14.0,7.0,2.0,1.0,9.2
Pepe Reina,J14,Como,Italian Serie A,ESP,GK,Goalkeeper,42,90,3.0,1.0,2.0,0.7,-0.3,0,3.0,11.0,29.0,3.0,919.3,3.0,107.1,12.0,1.0,0.0,0.0
Stefano Turati,J14,Monza,Italian Serie A,ITA,GK,Goalkeeper,23,90,3.0,1.0,2.0,1.4,0.4,0,6.0,12.0,39.0,7.0,1173.9,6.0,231.0,17.0,1.0,0.0,0.0
Nick Pope,J32,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,5.0,1.0,4.0,1.3,0.3,0,0.0,6.0,18.0,6.0,592.2,3.0,90.0,6.0,1.0,1.0,12.3
Altay Bayındır,J32,Manchester Utd,English Premier League,TUR,GK,Goalkeeper,26,90,6.0,4.0,2.0,3.8,-0.2,0,5.0,29.0,51.0,4.0,1897.2,10.0,605.0,17.0,2.0,0.0,0.0
Kepa Arrizabalaga,J32,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,7.0,0.0,7.0,0.9,0.9,1,4.0,19.0,36.0,5.0,1371.6,7.0,368.9,24.0,1.0,0.0,0.0
Bernd Leno,J32,Fulham,English Premier League,GER,GK,Goalkeeper,33,90,3.0,1.0,2.0,1.5,0.5,0,3.0,7.0,26.0,4.0,663.0,4.0,168.0,15.0,0.0,1.0,27.0
Nick Pope,J29,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,3.0,0.0,2.0,1.0,1.0,1,5.0,12.0,33.0,10.0,1059.3,4.0,165.2,12.0,1.0,3.0,62.4
Dean Henderson,J29,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,28,90,7.0,5.0,3.0,2.4,-2.6,0,4.0,17.0,21.0,1.0,949.2,5.0,276.0,10.0,1.0,0.0,0.0
Jordan Pickford,J33,Everton,English Premier League,ENG,GK,Goalkeeper,31,90,6.0,2.0,4.0,2.9,0.9,0,12.0,22.0,43.0,4.0,1642.6,2.0,132.0,10.0,0.0,2.0,28.0
Stefan Ortega,J33,Manchester City,English Premier League,GER,GK,Goalkeeper,32,90,2.0,0.0,2.0,0.9,0.9,1,1.0,11.0,38.0,6.0,1269.2,0.0,0.0,13.0,2.0,0.0,0.0
Alphonse Areola,J33,West Ham,English Premier League,FRA,GK,Goalkeeper,32,90,4.0,1.0,3.0,0.9,-0.1,0,2.0,9.0,21.0,4.0,581.7,9.0,260.1,15.0,0.0,2.0,40.0
Aaron Ramsdale,J33,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,4.0,1.0,3.0,1.1,0.1,0,8.0,20.0,28.0,3.0,1108.8,5.0,278.0,5.0,0.0,0.0,0.0
Dean Henderson,J33,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,28,90,4.0,0.0,4.0,0.4,0.4,1,9.0,25.0,21.0,3.0,1029.0,11.0,730.4,19.0,1.0,0.0,0.0
Kepa Arrizabalaga,J33,Bournemouth,English Premier League,ESP,GK,Goalkeeper,30,90,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,20.0,6.0,454.0,5.0,151.0,12.0,0.0,1.0,16.0
Mark Flekken,J33,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,3.0,2.0,1.0,1.2,-0.8,0,12.0,27.0,39.0,1.0,1485.9,7.0,454.3,19.0,1.0,2.0,25.6
