Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,Rennes,Marseille,1–0,,Roazhon Park,Jérémie Pignard,2025-08-15,https://fbref.com/en/matches/fbd5fc84/Rennes-Marseille-August-15-2025-Ligue-1
J1,Lens,Lyon,0–1,,Stade Bollaert-Delelis,Romain Lissorgue,2025-08-16,https://fbref.com/en/matches/5959d3ad/Lens-Lyon-August-16-2025-Ligue-1
J1,Monaco,Le Havre,3–1,,Stade Louis II,Ruddy Buquet,2025-08-16,https://fbref.com/en/matches/772d8629/Monaco-Le-Havre-August-16-2025-Ligue-1
J1,Nice,Toulouse,0–1,"23,212",Allianz Riviera,Thomas Léonard,2025-08-16,https://fbref.com/en/matches/086666a1/Nice-Toulouse-August-16-2025-Ligue-1
J1,Brest,Lille,3–3,,Stade Francis-Le Blé,Clément Turpin,2025-08-17,https://fbref.com/en/matches/d26fb352/Brest-Lille-August-17-2025-Ligue-1
J1,Metz,Strasbourg,0–1,,Stade Saint-Symphorien,Mathieu Vernice,2025-08-17,https://fbref.com/en/matches/df64d32a/Metz-Strasbourg-August-17-2025-Ligue-1
J1,Angers,Paris FC,1–0,,Stade Raymond Kopa,François Letexier,2025-08-17,https://fbref.com/en/matches/c69996e3/Angers-Paris-FC-August-17-2025-Ligue-1
J1,Auxerre,Lorient,1–0,,Stade de l'Abbé Deschamps,Abdelatif Kherradji,2025-08-17,https://fbref.com/en/matches/460d3465/Auxerre-Lorient-August-17-2025-Ligue-1
J1,Nantes,Paris S-G,0–1,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,2025-08-17,https://fbref.com/en/matches/8ed2fa41/Nantes-Paris-Saint-Germain-August-17-2025-Ligue-1
J2,Paris S-G,Angers,1–0,,Parc des Princes,Hakim Ben El Hadj Salem,2025-08-22,https://fbref.com/en/matches/d1b5836d/Paris-Saint-Germain-Angers-August-22-2025-Ligue-1
J2,Marseille,Paris FC,5–2,,Orange Vélodrome,Marc Bollengier,2025-08-23,https://fbref.com/en/matches/7c56af85/Marseille-Paris-FC-August-23-2025-Ligue-1
J2,Nice,Auxerre,3–1,,Allianz Riviera,Jeremy Stinat,2025-08-23,https://fbref.com/en/matches/1a63326e/Nice-Auxerre-August-23-2025-Ligue-1
J2,Lyon,Metz,3–0,,Groupama Stadium,Eric Wattellier,2025-08-23,https://fbref.com/en/matches/6df797c8/Lyon-Metz-August-23-2025-Ligue-1
J2,Lorient,Rennes,4–0,"12,343",Stade Yves Allainmat,Jérôme Brisard,2025-08-24,https://fbref.com/en/matches/c085ae64/Lorient-Rennes-August-24-2025-Ligue-1
J2,Strasbourg,Nantes,1–0,,Stade de la Meinau,Bastien Dechepy,2025-08-24,https://fbref.com/en/matches/f5b0aa33/Strasbourg-Nantes-August-24-2025-Ligue-1
J2,Le Havre,Lens,1–2,,Stade Océane,Guillaume Paradis,2025-08-24,https://fbref.com/en/matches/ecb4ebba/Le-Havre-Lens-August-24-2025-Ligue-1
J2,Toulouse,Brest,2–0,,Stadium de Toulouse,Benoît Millot,2025-08-24,https://fbref.com/en/matches/d9a23dcd/Toulouse-Brest-August-24-2025-Ligue-1
J2,Lille,Monaco,1–0,,Decathlon Arena - Stade Pierre-Mauroy,Willy Delajod,2025-08-24,https://fbref.com/en/matches/1c61c286/Lille-Monaco-August-24-2025-Ligue-1
J3,Lens,Brest,,,Stade Bollaert-Delelis,,2025-08-29,https://fbref.com/en/stathead/matchup/teams/fd4e0f7d/fb08dbb3/Lens-vs-Brest-History
J3,Lorient,Lille,,,Stade Yves Allainmat,,2025-08-30,https://fbref.com/en/stathead/matchup/teams/d2c87802/cb188c0c/Lorient-vs-Lille-History
J3,Nantes,Auxerre,,,Stade de la Beaujoire - Louis Fonteneau,,2025-08-30,https://fbref.com/en/stathead/matchup/teams/d7a486cd/5ae09109/Nantes-vs-Auxerre-History
J3,Toulouse,Paris S-G,,,Stadium de Toulouse,,2025-08-30,https://fbref.com/en/stathead/matchup/teams/e2d8892c/3f8c4b5f/Paris-Saint-Germain-vs-Toulouse-History
J3,Angers,Rennes,,,Stade Raymond Kopa,,2025-08-31,https://fbref.com/en/stathead/matchup/teams/b3072e00/69236f98/Rennes-vs-Angers-History
J3,Paris FC,Metz,,,Stade Jean-Bouin,,2025-08-31,https://fbref.com/en/stathead/matchup/teams/f83960ae/056a5a75/Metz-vs-Paris-FC-History
J3,Le Havre,Nice,,,Stade Océane,,2025-08-31,https://fbref.com/en/stathead/matchup/teams/5c2737db/132ebc33/Le-Havre-vs-Nice-History
J3,Monaco,Strasbourg,,,Stade Louis II,,2025-08-31,https://fbref.com/en/stathead/matchup/teams/fd6114db/c0d3eab4/Monaco-vs-Strasbourg-History
J3,Lyon,Marseille,,,Groupama Stadium,,2025-08-31,https://fbref.com/en/stathead/matchup/teams/d53c0b06/5725cc7b/Choc-des-Olympiques-Lyon-vs-Marseille-History
J4,Nice,Nantes,,,Allianz Riviera,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/d7a486cd/132ebc33/Nantes-vs-Nice-History
J4,Rennes,Lyon,,,Roazhon Park,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/d53c0b06/b3072e00/Lyon-vs-Rennes-History
J4,Paris S-G,Lens,,,Parc des Princes,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/fd4e0f7d/e2d8892c/Lens-vs-Paris-Saint-Germain-History
J4,Marseille,Lorient,,,Orange Vélodrome,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/d2c87802/5725cc7b/Lorient-vs-Marseille-History
J4,Lille,Toulouse,,,Decathlon Arena - Stade Pierre-Mauroy,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/cb188c0c/3f8c4b5f/Lille-vs-Toulouse-History
J4,Strasbourg,Le Havre,,,Stade de la Meinau,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/c0d3eab4/5c2737db/Strasbourg-vs-Le-Havre-History
J4,Auxerre,Monaco,,,Stade de l'Abbé Deschamps,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/fd6114db/5ae09109/Monaco-vs-Auxerre-History
J4,Metz,Angers,,,Stade Saint-Symphorien,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/f83960ae/69236f98/Metz-vs-Angers-History
J4,Brest,Paris FC,,,Stade Francis-Le Blé,,2025-09-14,https://fbref.com/en/stathead/matchup/teams/fb08dbb3/056a5a75/Brest-vs-Paris-FC-History
J5,Lens,Lille,,,Stade Bollaert-Delelis,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/fd4e0f7d/cb188c0c/Lens-vs-Lille-History
J5,Paris FC,Strasbourg,,,Stade Jean-Bouin,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/c0d3eab4/056a5a75/Strasbourg-vs-Paris-FC-History
J5,Brest,Nice,,,Stade Francis-Le Blé,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/fb08dbb3/132ebc33/Brest-vs-Nice-History
J5,Monaco,Metz,,,Stade Louis II,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/fd6114db/f83960ae/Monaco-vs-Metz-History
J5,Lyon,Angers,,,Groupama Stadium,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/d53c0b06/69236f98/Lyon-vs-Angers-History
J5,Nantes,Rennes,,,Stade de la Beaujoire - Louis Fonteneau,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/d7a486cd/b3072e00/Nantes-vs-Rennes-History
J5,Auxerre,Toulouse,,,Stade de l'Abbé Deschamps,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/5ae09109/3f8c4b5f/Auxerre-vs-Toulouse-History
J5,Le Havre,Lorient,,,Stade Océane,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/d2c87802/5c2737db/Lorient-vs-Le-Havre-History
J5,Marseille,Paris S-G,,,Orange Vélodrome,,2025-09-21,https://fbref.com/en/stathead/matchup/teams/e2d8892c/5725cc7b/Paris-Saint-Germain-vs-Marseille-History
J6,Strasbourg,Marseille,,,Stade de la Meinau,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/c0d3eab4/5725cc7b/Strasbourg-vs-Marseille-History
J6,Metz,Le Havre,,,Stade Saint-Symphorien,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/f83960ae/5c2737db/Metz-vs-Le-Havre-History
J6,Nice,Paris FC,,,Allianz Riviera,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/132ebc33/056a5a75/Nice-vs-Paris-FC-History
J6,Lorient,Monaco,,,Stade Yves Allainmat,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/fd6114db/d2c87802/Monaco-vs-Lorient-History
J6,Lille,Lyon,,,Decathlon Arena - Stade Pierre-Mauroy,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/d53c0b06/cb188c0c/Lyon-vs-Lille-History
J6,Angers,Brest,,,Stade Raymond Kopa,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/fb08dbb3/69236f98/Brest-vs-Angers-History
J6,Toulouse,Nantes,,,Stadium de Toulouse,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/d7a486cd/3f8c4b5f/Nantes-vs-Toulouse-History
J6,Rennes,Lens,,,Roazhon Park,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/fd4e0f7d/b3072e00/Lens-vs-Rennes-History
J6,Paris S-G,Auxerre,,,Parc des Princes,,2025-09-28,https://fbref.com/en/stathead/matchup/teams/e2d8892c/5ae09109/Paris-Saint-Germain-vs-Auxerre-History
J7,Brest,Nantes,,,Stade Francis-Le Blé,,2025-10-05,https://fbref.com/en/stathead/matchup/teams/fb08dbb3/d7a486cd/Brest-vs-Nantes-History
J7,Auxerre,Lens,,,Stade de l'Abbé Deschamps,,2025-10-05,https://fbref.com/en/stathead/matchup/teams/fd4e0f7d/5ae09109/Lens-vs-Auxerre-History
J7,Le Havre,Rennes,,,Stade Océane,,2025-10-05,https://fbref.com/en/stathead/matchup/teams/b3072e00/5c2737db/Rennes-vs-Le-Havre-History
J7,Lille,Paris S-G,,,Decathlon Arena - Stade Pierre-Mauroy,,2025-10-05,https://fbref.com/en/stathead/matchup/teams/e2d8892c/cb188c0c/Paris-Saint-Germain-vs-Lille-History
