Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Ruben Lendinez,ESP,Valencia,Spanish La Liga,LB,Defender,21,11,1,35,16,39,46
Ruben Loftus-Cheek,ENG,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",AM,Forward,28,2770,1,59,56,62,63
Ruben Vargas,SUI,Augsburg,German Bundesliga,AM,Forward,25,1962,1,55,69,55,51
Ruben van Bommel,NED,AZ Alkmaar,UEFA Europa Conference League,LW,Forward,19,199,1,29,75,75,67
Rubén Alcaraz,ESP,Cádiz,Spanish La Liga,CM,Midfielder,33,3134,1,59,43,31,73
Rubén Duarte,ESP,Alavés,Spanish La Liga,LB,Defender,28,1878,1,80,72,52,44
Rubén García,ESP,Osasuna,Spanish La Liga,RW,Forward,30,1547,1,56,74,47,74
Rubén Peña,ESP,Osasuna,Spanish La Liga,RB,Defender,32,2088,1,54,81,85,50
Rubén Pérez,ESP,Panathinaikos,UEFA Europa League,CM,Midfielder,34,244,1,28,29,26,44
Rubén Sobrino,ESP,Cádiz,Spanish La Liga,LM,Midfielder,31,1646,1,32,47,55,64
Rui Pedro,POR,Olimpija,UEFA Europa Conference League,LW,Forward,25,480,1,33,61,40,46
Runar Espejord,NOR,Bodø/Glimt,UEFA Europa Conference League,AM,Forward,27,24,1,28,13,29,36
Ruslan Malinovskyi,UKR,Genoa,Italian Serie A,CM,Midfielder,31,1544,1,76,43,45,56
Rwan,BRA,Ludogorets,UEFA Europa Conference League,AM,Forward,22,280,1,78,28,58,57
Ryan Christie,SCO,Bournemouth,English Premier League,DM,Midfielder,29,2907,1,49,79,68,62
Ryan Duncan,SCO,Aberdeen,UEFA Europa Conference League,CM,Midfielder,19,215,1,34,34,17,40
Ryan Giles,ENG,Luton Town,English Premier League,WB,Midfielder,23,503,1,44,58,59,53
Ryan Gravenberch,NED,"Bayern Munich, Liverpool","English Premier League, German Bundesliga, UEFA Europa League",LM,Forward,22,1477,1,56,78,66,65
Ryan Jack,SCO,Rangers,UEFA Europa League,DM,Midfielder,32,114,1,54,46,20,63
Ryan Kent,ENG,Fenerbahçe,UEFA Europa Conference League,LW,Forward,27,479,1,33,67,81,65
Ryan One,SCO,Sheffield Utd,English Premier League,AM,Forward,17,8,1,22,13,53,10
Ryan Yates,ENG,Nott'ham Forest,English Premier League,DM,Midfielder,26,1992,1,42,33,26,65
Ryoya Morishita,JPN,Legia Warsaw,UEFA Europa Conference League,LM,Midfielder,26,114,1,40,70,60,27
Rémy Cabella,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",LW,Forward,34,2015,1,53,85,81,65
Rúben Dias,POR,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,27,3324,1,44,63,56,42
Rúben Vinagre,POR,Hellas Verona,Italian Serie A,LB,Defender,25,282,1,52,69,78,20
Răzvan Marin,ROU,Empoli,Italian Serie A,CM,Midfielder,28,1818,1,49,65,40,36
Rıdvan Yılmaz,TUR,Rangers,UEFA Europa League,LB,Defender,22,180,1,30,38,81,47
Sa'ar Fadida,ISR,Olimpija,UEFA Europa Conference League,LM,Midfielder,26,262,1,38,68,42,47
Saba Sazonov,GEO,Torino,Italian Serie A,CB,Defender,22,356,1,21,22,11,54
Sacha Boey,FRA,"Bayern Munich, Galatasaray","German Bundesliga, UEFA Champions League",RB,Defender,23,649,1,85,77,87,68
Sacha Delaye,FRA,Montpellier,French Ligue 1,RW,Forward,22,130,1,46,48,55,53
Sadegh Moharrami,IRN,Dinamo Zagreb,UEFA Europa Conference League,RB,Defender,27,402,1,54,78,86,50
Sadibou Sané,SEN,Metz,French Ligue 1,CB,Defender,19,846,1,26,26,50,44
Sael Kumbedi,FRA,Lyon,French Ligue 1,RB,Defender,19,924,1,52,72,80,57
Saidou Sow,GUI,Strasbourg,French Ligue 1,CB,Defender,21,719,1,38,60,34,64
Saidy Janko,GAM,Young Boys,"UEFA Champions League, UEFA Europa League",RB,Defender,28,384,1,39,40,66,36
Salih Uçan,TUR,Beşiktaş,UEFA Europa Conference League,AM,Midfielder,29,213,1,44,47,39,54
Salih Özcan,TUR,Dortmund,"German Bundesliga, UEFA Champions League",DM,Midfielder,26,1627,1,36,39,33,56
Salim El Jebari,MAR,Atlético Madrid,Spanish La Liga,LM,Midfielder,20,13,1,27,12,64,8
Salis Abdul Samed,GHA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",CM,Midfielder,24,2143,1,25,36,35,29
Salvi,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,32,28,1,22,13,78,52
Sam Beukema,NED,Bologna,Italian Serie A,CB,Defender,25,2547,1,46,47,35,31
Sam Curtis,IRL,Sheffield Utd,English Premier League,WB,Midfielder,18,28,1,27,16,16,28
Sam Lammers,NED,Rangers,UEFA Europa League,AM,Forward,26,422,1,27,55,40,79
Saman Ghoddos,IRN,Brentford,English Premier League,WB,Midfielder,30,739,1,69,64,59,56
Samba Lélé Diba,SEN,Servette FC,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,20,161,1,35,14,10,73
Sambou Sissoko,MLI,Čukarički,UEFA Europa Conference League,DM,Midfielder,23,495,1,28,17,11,68
Sampson Dweh Jr.,LBR,Viktoria Plzeň,UEFA Europa Conference League,CB,Defender,22,765,1,29,55,48,65
Samson Baidoo,AUT,RB Salzburg,UEFA Champions League,CB,Defender,19,303,1,27,25,52,66
Samu Castillejo,ESP,Sassuolo,Italian Serie A,RW,Forward,29,536,1,39,65,79,62
Samu Costa,POR,Mallorca,Spanish La Liga,CM,Midfielder,23,2303,1,49,38,34,82
Samu Omorodion,ESP,"Alavés, Granada",Spanish La Liga,AM,Forward,20,1998,1,52,30,36,44
Samuel Bamba,GER,Dortmund,German Bundesliga,LW,Forward,19,47,1,28,69,93,51
Samuel Chukwueze,NGA,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",RW,Forward,24,1298,1,68,83,83,55
Samuel Gigot,FRA,Marseille,"French Ligue 1, UEFA Europa League",CB,Defender,30,2366,1,73,40,42,60
Samuel Grandsir,FRA,Le Havre,French Ligue 1,AM,Forward,27,606,1,48,82,71,60
Samuel Gustafson,SWE,Häcken,UEFA Europa League,CM,Midfielder,28,530,1,40,84,57,44
Samuel Iling-Junior,ENG,Juventus,Italian Serie A,WB,Midfielder,20,810,1,80,75,74,59
Samuel Lino,BRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",WB,Midfielder,24,2584,1,79,72,91,51
Samuel Moutoussamy,COD,Nantes,French Ligue 1,CM,Midfielder,27,1107,1,56,47,51,56
Samuel Pikolon,CZE,Slavia Prague,UEFA Europa League,RM,Midfielder,17,9,1,27,12,36,6
Samuel Umtiti,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",CB,Defender,30,616,1,27,35,32,50
Samuel Štefánik,SVK,Spartak Trnava,UEFA Europa Conference League,CM,Forward,31,32,1,22,13,6,10
Samuele Birindelli,ITA,Monza,Italian Serie A,WB,Midfielder,24,2013,1,42,60,69,42
Samuele Di Benedetto,GER,Stuttgart,German Bundesliga,CM,Midfielder,18,7,1,52,21,31,21
Samuele Mulattieri,ITA,Sassuolo,Italian Serie A,AM,Forward,23,462,1,29,33,45,53
Samuele Ricci,ITA,Torino,Italian Serie A,CM,Midfielder,22,2395,1,53,61,50,33
Samuele Vignato,ITA,Monza,Italian Serie A,AM,Forward,19,343,1,48,44,67,43
Samy Mmaee,MAR,Ferencváros,UEFA Europa Conference League,CB,Defender,27,512,1,27,29,36,42
Sander Berge,NOR,Burnley,English Premier League,CM,Midfielder,26,3005,1,45,48,54,59
Sandi Lovrić,SVN,Udinese,Italian Serie A,CM,Midfielder,26,1987,1,58,64,67,31
Sandro Kulenović,CRO,Dinamo Zagreb,UEFA Europa Conference League,AM,Forward,24,194,1,29,32,31,56
Sandro Lauper,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",CM,Midfielder,27,443,1,25,19,19,52
Sandro Ramírez,ESP,Las Palmas,Spanish La Liga,AM,Forward,28,1808,1,48,65,66,44
Sandro Tonali,ITA,Newcastle Utd,"English Premier League, UEFA Champions League",RM,Midfielder,23,599,1,73,48,59,51
Sanjin Prcić,BIH,Strasbourg,French Ligue 1,CM,Midfielder,29,88,1,45,34,9,38
Sanoussy Ba,GER,LASK,UEFA Europa League,LB,Defender,19,5,1,29,16,9,35
Santeri Hostikka,FIN,HJK,UEFA Europa Conference League,RW,Forward,26,262,1,69,81,46,45
Santi Comesaña,ESP,Villarreal,"Spanish La Liga, UEFA Europa League",CM,Midfielder,27,1973,1,70,46,62,66
Santiago Bueno,URU,Wolves,English Premier League,CB,Defender,25,822,1,32,20,34,39
Santiago Castro,ARG,Bologna,Italian Serie A,AM,Forward,19,242,1,53,26,30,56
Santiago García,ESP,Getafe,Spanish La Liga,LW,Forward,21,25,1,26,72,47,24
Santiago Giménez,MEX,Feyenoord,"UEFA Champions League, UEFA Europa League",AM,Forward,22,452,1,69,41,43,47
Santiago Hezze,ARG,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",DM,Midfielder,22,1347,1,56,49,24,67
Santiago Pierotti,ARG,Lecce,Italian Serie A,RM,Midfielder,23,200,1,55,69,80,64
Sardar Azmoun,IRN,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,29,760,1,59,39,25,65
Sargis Adamyan,ARM,Köln,German Bundesliga,AM,Forward,30,801,1,49,56,38,63
Sasa Kalajdzic,AUT,"Eint Frankfurt, Wolves","English Premier League, German Bundesliga, UEFA Europa Conference League",AM,Forward,26,555,1,66,46,22,63
Sascha Horvath,AUT,LASK,UEFA Europa League,CM,Midfielder,27,450,1,64,86,56,46
Saïd Benrahma,ALG,"Lyon, West Ham","English Premier League, French Ligue 1, UEFA Europa League",LW,Forward,28,1697,1,57,84,83,48
Saïmon Bouabré,FRA,Monaco,French Ligue 1,RM,Midfielder,17,45,1,27,26,84,50
Saúl Coco,EQG,Las Palmas,Spanish La Liga,CB,Defender,25,2295,1,55,23,25,42
Saúl Ñíguez,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,29,1809,1,63,55,39,75
Saša Jovanović,SRB,TSC,UEFA Europa League,AM,Forward,31,319,1,31,44,44,38
Saša Lukić,SRB,Fulham,English Premier League,DM,Midfielder,27,1122,1,48,35,41,71
Scott McKenna,SCO,"FC Copenhagen, Nott'ham Forest","English Premier League, UEFA Champions League",CB,Defender,27,596,1,22,45,14,47
Scott McTominay,SCO,Manchester Utd,"English Premier League, UEFA Champions League",DM,Midfielder,27,2283,1,74,39,44,47
Scott Wright,SCO,Rangers,UEFA Europa League,RW,Forward,26,182,1,32,65,66,44
Sead Kolašinac,BIH,Atalanta,"Italian Serie A, UEFA Europa League",CB,Defender,30,2864,1,50,49,61,66
Sean Goldberg,ISR,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,28,161,1,43,39,43,70
Sean Longstaff,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",RM,Midfielder,26,3101,1,71,57,45,44
Sebastiaan Bornauw,BEL,Wolfsburg,German Bundesliga,CB,Defender,25,1431,1,33,23,32,44
Sebastian Polter,GER,Darmstadt 98,German Bundesliga,AM,Forward,33,446,1,26,49,27,43
Sebastian Rode,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,33,145,1,47,81,55,74
Sebastian Szymański,POL,Fenerbahçe,UEFA Europa Conference League,AM,Midfielder,24,638,1,42,64,47,56
Sebastian Walukiewicz,POL,Empoli,Italian Serie A,CB,Defender,24,2055,1,40,25,41,54
Sebastiano Luperto,ITA,Empoli,Italian Serie A,CB,Defender,27,3406,1,45,45,35,42
Sebastián Coates,URU,Sporting CP,UEFA Europa League,CB,Defender,33,505,1,78,56,29,57
Sebastián Kóša,SVK,Spartak Trnava,UEFA Europa Conference League,CB,Defender,20,540,1,31,27,14,73
Sebastián Palacios,ARG,Panathinaikos,UEFA Europa League,RW,Forward,31,387,1,59,56,75,63
Seedy Jatta,NOR,Sturm Graz,UEFA Europa League,AM,Forward,20,132,1,32,14,24,43
Sekou Koita,MLI,RB Salzburg,UEFA Champions League,AM,Forward,24,68,1,28,46,37,47
Selim Amallah,MAR,Valencia,Spanish La Liga,AM,Forward,27,604,1,29,44,48,77
Semih Kılıçsoy,TUR,Beşiktaş,UEFA Europa Conference League,AM,Forward,18,79,1,43,37,76,32
Senne Lynen,BEL,Werder Bremen,German Bundesliga,CM,Midfielder,25,1797,1,30,43,26,69
Senny Mayulu,FRA,Paris S-G,French Ligue 1,LW,Forward,18,324,1,31,76,56,52
Sepp van den Berg,NED,Mainz 05,German Bundesliga,CB,Defender,22,2839,1,70,31,31,58
Serdar Aziz,TUR,Fenerbahçe,UEFA Europa Conference League,CB,Defender,33,208,1,80,32,25,72
Serdar Saatçı,TUR,Braga,"UEFA Champions League, UEFA Europa League",CB,Defender,21,355,1,23,21,33,32
Serge Aurier,CIV,Nott'ham Forest,English Premier League,RB,Defender,30,833,1,54,71,63,65
Serge Gnabry,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,28,632,1,83,81,67,70
Sergi Altimira,ESP,Betis,Spanish La Liga,DM,Midfielder,22,568,1,70,38,45,60
Sergi Canós,ESP,Valencia,Spanish La Liga,LM,Midfielder,27,1229,1,58,70,72,51
Sergi Cardona,ESP,Las Palmas,Spanish La Liga,LB,Defender,24,2814,1,59,84,76,74
Sergi Darder,ESP,Mallorca,Spanish La Liga,CM,Midfielder,30,2157,1,73,86,73,36
Sergi Guardiola,ESP,Cádiz,Spanish La Liga,AM,Forward,32,495,1,42,57,50,57
Sergi Roberto,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LM,Midfielder,32,1063,1,80,69,60,57
Sergio Akieme,ESP,"Almería, Reims","French Ligue 1, Spanish La Liga",LB,Defender,26,2493,1,84,59,72,24
Sergio Araujo,ARG,AEK Athens,UEFA Europa League,CM,Midfielder,31,204,1,55,77,67,35
Sergio Arribas,ESP,Almería,Spanish La Liga,AM,Forward,22,2047,1,71,70,44,61
Sergio Camello,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,23,1661,1,42,44,33,37
Sergio Gómez,ESP,Manchester City,"English Premier League, UEFA Champions League",LW,Forward,23,247,1,34,89,72,65
Sergio Ramos,ESP,Sevilla,"Spanish La Liga, UEFA Champions League",CB,Defender,38,2967,1,77,47,39,64
Sergio Reguilón,ESP,"Brentford, Manchester Utd","English Premier League, UEFA Champions League",LB,Defender,27,1682,1,47,84,81,60
Sergio Rodelas,ESP,Granada,Spanish La Liga,LW,Forward,19,122,1,42,68,46,47
Sergio Ruiz,ESP,Granada,Spanish La Liga,CM,Midfielder,29,2494,1,32,49,41,68
Sergiño Dest,USA,PSV Eindhoven,UEFA Champions League,LB,Defender,23,647,1,55,79,90,32
Serhou Guirassy,GUI,Stuttgart,German Bundesliga,AM,Forward,28,2208,1,90,70,42,48
Serkan Terzi,TUR,Beşiktaş,UEFA Europa Conference League,LB,Defender,19,90,1,90,48,43,82
Seydou Fini,ITA,Genoa,Italian Serie A,WB,Midfielder,17,35,1,26,14,51,23
Shamar Nicholson,JAM,Clermont Foot,French Ligue 1,AM,Forward,27,1484,1,50,45,37,38
Shandon Baptiste,GRN,Brentford,English Premier League,CM,Midfielder,25,229,1,81,68,37,68
Shavy Babicka,GAB,"Aris Limassol FC, Toulouse","French Ligue 1, UEFA Europa League",AM,Forward,23,752,1,72,47,80,59
Shayden Morris,ENG,Aberdeen,UEFA Europa Conference League,RM,Midfielder,22,70,1,38,60,53,52
Sheraldo Becker,SUR,"Real Sociedad, Union Berlin","German Bundesliga, Spanish La Liga, UEFA Champions League",AM,Forward,29,1841,1,61,68,62,35
Sheran Yeini,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,RW,Forward,36,3,1,47,13,6,39
Shion Homma,JPN,Club Brugge,UEFA Europa Conference League,LW,Forward,23,8,1,22,13,37,29
Shiō Fukuda,JPN,Gladbach,German Bundesliga,AM,Midfielder,20,36,1,37,20,40,56
Shkelqim Vladi,KVX,Lugano,UEFA Europa Conference League,AM,Forward,23,138,1,78,17,44,41
Shon Weissman,ISR,"Granada, Salernitana","Italian Serie A, Spanish La Liga",AM,Forward,28,576,1,35,23,13,60
Show,ANG,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,25,665,1,28,27,21,68
Siebe Van Der Heyden,BEL,Mallorca,Spanish La Liga,CB,Defender,25,286,1,26,16,22,53
Sikou Niakaté,MLI,Braga,"UEFA Champions League, UEFA Europa League",CB,Defender,24,600,1,53,33,29,46
Silas Katompa,COD,Stuttgart,German Bundesliga,AM,Forward,25,900,1,67,69,89,43
Silvan Hefti,SUI,"Genoa, Montpellier","French Ligue 1, Italian Serie A",CM,Defender,26,825,1,45,71,72,54
Silvan Widmer,SUI,Mainz 05,German Bundesliga,WB,Midfielder,31,1242,1,54,71,55,48
Silvano Vos,NED,Ajax,UEFA Europa League,CM,Midfielder,18,132,1,27,16,33,61
Silvi Clúa,ESP,Girona,Spanish La Liga,CM,Midfielder,18,1,1,27,16,7,25
Silvère Ganvoula M'Boussy,CGO,Young Boys,"UEFA Champions League, UEFA Europa League",AM,Forward,27,175,1,54,32,57,38
Simeon Nwankwo,NGA,Salernitana,Italian Serie A,AM,Forward,32,686,1,59,28,29,41
Simon Adingra,CIV,Brighton,"English Premier League, UEFA Europa League",RW,Forward,22,2755,1,64,64,80,57
Simon Banza,COD,Braga,"UEFA Champions League, UEFA Europa League",AM,Forward,27,551,1,41,41,45,50
Simon Ebonog,CMR,Le Havre,French Ligue 1,DM,Midfielder,19,20,1,27,25,8,74
Simon Elisor,FRA,Metz,French Ligue 1,AM,Forward,24,767,1,36,32,30,42
Simon Gustafson,SWE,Häcken,UEFA Europa League,LM,Midfielder,28,200,1,35,66,56,50
Simon Kjær,DEN,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",CB,Defender,35,1413,1,33,55,20,54
Simon Sandberg,SWE,Häcken,UEFA Europa League,RB,Defender,29,349,1,51,50,40,33
Simon Zoller,GER,Bochum,German Bundesliga,AM,Forward,32,45,1,22,13,6,35
Simone Bastoni,ITA,Empoli,Italian Serie A,CM,Midfielder,27,745,1,66,55,46,65
Simone Pafundi,ITA,Udinese,Italian Serie A,CM,Midfielder,17,8,1,33,73,36,34
Simone Romagnoli,ITA,Frosinone,Italian Serie A,CB,Defender,34,2715,1,42,24,14,41
Simone Verdi,ITA,Torino,Italian Serie A,AM,Forward,31,4,1,41,22,6,10
Sinaly Diomande,CIV,Lyon,French Ligue 1,CB,Defender,22,889,1,29,52,37,50
Siriné Doucouré,MLI,Lorient,French Ligue 1,AM,Forward,21,423,1,66,56,71,62
Sivert Gussiås,NOR,KÍ,UEFA Europa Conference League,AM,Forward,24,335,1,17,25,24,41
Sivert Mannsverk,NOR,Ajax,UEFA Europa Conference League,CM,Midfielder,21,156,1,30,36,27,46
Skelly Alvero,FRA,"Lyon, Werder Bremen","French Ligue 1, German Bundesliga",CM,Midfielder,21,549,1,85,40,50,70
Slobodan Jakovljević,SRB,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,34,450,1,34,40,49,54
Slobodan Rubežić,MNE,Aberdeen,UEFA Europa Conference League,CB,Defender,23,540,1,34,21,39,55
Slobodan Urošević,SRB,Aris Limassol FC,UEFA Europa League,CB,Defender,29,540,1,43,43,46,73
Sofiane Diop,FRA,Nice,French Ligue 1,LW,Forward,23,499,1,37,61,67,59
Sofiane Sidi Ali,FRA,Marseille,French Ligue 1,RM,Midfielder,28,18,1,33,22,36,40
Sofyan Amrabat,MAR,Manchester Utd,"English Premier League, UEFA Champions League",DM,Midfielder,27,1263,1,32,43,33,56
Sokratis Papastathopoulos,GRE,Betis,Spanish La Liga,CB,Defender,35,1136,1,31,25,13,49
Solly March,ENG,Brighton,"English Premier League, UEFA Europa League",RW,Forward,29,719,1,68,68,55,77
Son,ESP,Ludogorets,UEFA Europa Conference League,LB,Defender,29,450,1,54,60,75,22
Son Heung-min,KOR,Tottenham,English Premier League,AM,Forward,31,2934,1,84,84,72,36
Sondre Brunstad Fet,NOR,Bodø/Glimt,UEFA Europa Conference League,RM,Midfielder,27,347,1,90,74,61,50
Sondre Sørli,NOR,Bodø/Glimt,UEFA Europa Conference League,RW,Forward,28,316,1,40,80,70,53
Sonny Kittel,GER,Raków,UEFA Europa League,CM,Forward,30,138,1,18,40,20,24
Sory Kaba,GUI,Las Palmas,Spanish La Liga,AM,Forward,28,720,1,32,33,36,49
Sotiris Alexandropoulos,GRE,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,22,300,1,30,43,46,70
Soualiho Meïté,FRA,PAOK,UEFA Europa Conference League,DM,Midfielder,30,581,1,27,44,34,47
Souleymane Touré,FRA,Lorient,French Ligue 1,CB,Defender,21,2051,1,56,59,61,49
Soumaïla Coulibaly,FRA,Antwerp,UEFA Champions League,CB,Defender,20,540,1,25,20,19,37
Soungoutou Magassa,FRA,Monaco,French Ligue 1,CB,Defender,20,1346,1,35,49,54,67
Spas Delev,BUL,Ludogorets,UEFA Europa Conference League,LW,Forward,34,179,1,27,58,56,47
Srđan Babić,SRB,Almería,Spanish La Liga,CB,Defender,27,90,1,48,30,37,63
Srđan Hrstić,SRB,Häcken,UEFA Europa League,AM,Forward,20,148,1,65,28,38,52
Srđan Mijailović,SRB,Red Star,UEFA Champions League,RB,Defender,30,487,1,54,30,38,49
Srđan Plavšić,SRB,Raków,UEFA Europa League,LM,Midfielder,28,438,1,36,69,72,73
Stanislav Basmanov,KAZ,Astana FK,UEFA Europa Conference League,CM,Midfielder,22,6,1,33,44,86,6
Stanislav Lobotka,SVK,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,29,3959,1,36,47,34,40
Stanley N'Soki,FRA,Hoffenheim,German Bundesliga,CB,Defender,24,631,1,34,59,63,70
Stav Lemkin,ISR,Shakhtar,UEFA Champions League,CB,Defender,20,64,1,29,21,12,13
Steeve Yago,BFA,Aris Limassol FC,UEFA Europa League,CB,Defender,30,450,1,40,30,41,59
Stefan Bajcetic,ESP,Liverpool,"English Premier League, UEFA Europa League",CM,Defender,19,86,1,48,81,46,42
Stefan Bell,GER,Mainz 05,German Bundesliga,CB,Defender,32,666,1,46,47,32,58
Stefan Gartenmann,SUI,Aberdeen,UEFA Europa Conference League,CB,Defender,26,421,1,36,50,32,48
Stefan Hierländer,AUT,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",RM,Midfielder,33,396,1,24,15,39,61
Stefan Kovač,BIH,Čukarički,UEFA Europa Conference League,CM,Midfielder,24,316,1,33,56,34,52
Stefan Lainer,AUT,Gladbach,German Bundesliga,RB,Defender,31,751,1,43,84,69,54
Stefan Lekovic,SRB,Villarreal,Spanish La Liga,CB,Defender,20,29,1,29,16,9,8
Stefan Mitrović,SRB,"Hellas Verona, Red Star","Italian Serie A, UEFA Champions League",LB,Defender,21,600,1,47,48,82,24
Stefan Mitrović,SRB,"Gent, Getafe","Spanish La Liga, UEFA Europa Conference League",CB,Defender,33,879,1,64,46,40,24
Stefan Posch,AUT,Bologna,Italian Serie A,RB,Defender,27,2409,1,66,76,66,60
Stefan Ristovski,MKD,Dinamo Zagreb,UEFA Europa Conference League,RB,Defender,32,707,1,43,48,62,36
Stefan Savić,MNE,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,33,2043,1,37,43,42,64
Stefan Schimmer,GER,Heidenheim,German Bundesliga,AM,Forward,30,153,1,22,64,18,75
Stefan Schwab,AUT,PAOK,UEFA Europa Conference League,DM,Midfielder,33,517,1,57,67,53,66
Stefan Tomović,SRB,Čukarički,UEFA Europa Conference League,CM,Midfielder,22,13,1,27,12,32,8
Stefan de Vrij,NED,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,32,2082,1,59,42,34,57
Stefano Sabelli,ITA,Genoa,Italian Serie A,WB,Midfielder,31,2429,1,36,52,56,42
Stefano Sensi,ITA,Inter,Italian Serie A,CM,Midfielder,28,46,1,32,73,87,64
Stefanos Tzimas,GRE,PAOK,UEFA Europa Conference League,AM,Forward,18,19,1,44,22,72,10
Steffen Tigges,GER,Köln,German Bundesliga,AM,Forward,25,727,1,65,40,33,59
Stephan El Shaarawy,ITA,Roma,"Italian Serie A, UEFA Europa League",LW,Forward,31,2685,1,43,67,60,54
Stephen Eustáquio,CAN,Porto,UEFA Champions League,CM,Midfielder,27,532,1,81,60,28,41
Stephen Welsh,SCO,Celtic,UEFA Champions League,CB,Defender,23,74,1,45,20,10,44
Stevan Jovetić,MNE,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,34,365,1,70,49,44,77
Steve Kapuadi,NAN,Legia Warsaw,UEFA Europa Conference League,CB,Defender,25,495,1,40,19,27,43
Steve Mounié,BEN,Brest,French Ligue 1,AM,Forward,29,1769,1,50,44,38,60
Steve Ngoura,FRA,Le Havre,French Ligue 1,AM,Forward,19,223,1,39,52,53,48
Steve Rouiller,SUI,Servette FC,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,33,660,1,76,41,56,61
Steven Baseya,FRA,Strasbourg,French Ligue 1,CB,Defender,19,6,1,29,16,9,39
Steven Berghuis,NED,Ajax,"UEFA Europa Conference League, UEFA Europa League",RM,Forward,32,579,1,81,90,49,53
Steven Bergwijn,NED,Ajax,UEFA Europa League,LW,Forward,26,433,1,47,33,59,31
Steven Shpendi,ALB,Empoli,Italian Serie A,AM,Forward,20,411,1,31,48,27,39
Steven Zuber,SUI,AEK Athens,UEFA Europa League,AM,Forward,32,302,1,44,27,38,42
Stijn Spierings,NED,"Lens, Toulouse","French Ligue 1, UEFA Europa League",CM,Midfielder,28,1800,1,31,53,43,77
Stipe Radić,CRO,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,23,540,1,32,21,11,64
Stjepan Lončar,BIH,Astana FK,UEFA Europa Conference League,CM,Midfielder,27,235,1,41,70,54,37
Strahinja Pavlović,SRB,RB Salzburg,UEFA Champions League,CB,Defender,22,493,1,42,47,54,59
Stredair Appuah,FRA,Nantes,French Ligue 1,RW,Forward,19,84,1,16,15,55,70
Suat Serdar,GER,Hellas Verona,Italian Serie A,DM,Midfielder,27,1659,1,37,51,46,73
Suf Podgoreanu,ISR,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,22,304,1,23,45,43,55
Sunday Adetunji,NGA,Čukarički,UEFA Europa Conference League,AM,Forward,26,276,1,23,17,27,66
Suso,ESP,Sevilla,"Spanish La Liga, UEFA Champions League",CM,Midfielder,30,1599,1,67,90,84,42
Sven Botman,NED,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,24,1467,1,71,48,17,45
Sven Kums,BEL,Gent,UEFA Europa Conference League,CM,Midfielder,35,366,1,53,94,45,56
Sven Michel,GER,Augsburg,German Bundesliga,AM,Forward,33,583,1,53,65,42,56
Sven Mijnans,NED,AZ Alkmaar,UEFA Europa Conference League,LM,Midfielder,23,295,1,70,23,43,66
Sydie Peck,ENG,Sheffield Utd,English Premier League,RM,Midfielder,19,10,1,27,12,7,6
Sydney van Hooijdonk,NED,Bologna,Italian Serie A,AM,Forward,23,212,1,17,18,25,41
Szymon Włodarczyk,POL,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,21,421,1,38,19,23,51
Szymon Żurkowski,POL,Empoli,Italian Serie A,AM,Forward,26,868,1,60,33,32,56
Sávio,BRA,Girona,Spanish La Liga,LW,Forward,20,2976,1,67,79,87,46
Séamus Coleman,IRL,Everton,English Premier League,RB,Defender,35,665,1,38,60,56,52
