Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Ali Al Hamadi,iq IRQ,Forward,Ipswich Town,21,2002,14,1,293,83,36,77,52
Ali Alipour,ir IRN,Forward,Gil Vicente FC,27,1995,19,9,804,38,37,31,39
Ali Dembélé,fr FRA,Midfielder,Venezia,19,2004,14,0,171,88,44,92,74
Ali Ávila,mx MEX,Forward,UNAM,19,2003,11,3,375,67,32,30,41
Alieu Fadera,gm GAM,Forward,Genk,21,2001,16,12,965,75,76,72,62
Alioune Ndour,sn SEN,Forward,Estrela,22,2001,9,0,169,48,62,74,65
Alireza Jahanbakhsh,ir IRN,Forward,Feyenoord,29,1993,16,3,459,52,94,87,90
Alisson,br BRA,Midfielder,São Paulo,30,1993,27,25,2123,71,59,61,43
Alisson,br BRA,Goalkeeper,Criciúma,28,1995,6,4,421,42,41,44,32
Alisson,br BRA,Forward,Atlético Mineiro,18,2005,25,9,1138,56,64,87,72
Alistair McCann,nir NIR,Midfielder,Preston,23,1999,31,24,2069,29,31,28,81
Alix Vinicius,br BRA,Defender,Atl Goianiense,24,1999,25,24,2042,36,51,47,66
Aliyu Ibrahim,ng NGA,Forward,Houston Dynamo,22,2002,34,33,2650,56,52,74,56
Aljaž Ivačič,si SVN,Goalkeeper,NE Revolution,30,1993,25,25,2250,50,43,44,69
Aljosa Vasic,rs SRB,Forward,Palermo,21,2002,19,5,696,25,39,40,74
Allahyar Sayyadmanesh,ir IRN,Forward,Hull City,22,2001,13,4,449,31,54,79,78
Allan,br BRA,Midfielder,Botafogo (RJ),33,1991,14,2,351,30,46,22,63
Allan,br BRA,Midfielder,Flamengo,26,1997,29,19,1723,36,43,38,49
Allan Arigoni,ch SUI,Defender,Chicago Fire,25,1998,28,25,2096,65,57,79,43
Allan Campbell,sct SCO,Midfielder,Millwall,25,1998,12,9,724,36,56,35,58
Allano,br BRA,Forward,Criciúma,28,1995,24,13,1296,46,75,83,66
Allen Obando,ec ECU,Forward,ec Barcelona,17,2006,2,1,64,13,9,6,30
Allyson Aires dos Santos,br BRA,Defender,Cuiabá,33,1990,1,1,90,29,15,9,20
Almeida,br BRA,Defender,Estrela,23,2000,7,5,486,37,33,30,41
Almoatasem Al Musrati,ly LBY,Midfielder,Braga,27,1996,11,9,803,77,64,47,77
Alois Oroz,hr CRO,Defender,Vitesse,22,2000,27,23,1891,57,45,38,51
Alonso Aceves,mx MEX,Defender,Pachuca,22,2001,4,4,309,73,18,58,43
Alonso Coello,es ESP,Midfielder,Toronto FC,24,1999,25,20,1530,71,75,48,64
Alonso Escoboza,mx MEX,Defender,Cruz Azul,30,1993,20,1,449,58,84,93,42
Alonso Martínez,cr CRC,Forward,NYCFC,25,1998,26,19,1488,76,42,35,31
Alonso Ramírez,mx MEX,Midfielder,Austin,22,2001,2,0,23,28,15,45,21
Aloísio Souza Genézio,br BRA,Midfielder,Estrela,27,1996,24,19,1491,34,45,23,70
Alvaro Quiroga,bo BOL,Midfielder,bo The Strongest,28,1995,5,2,219,70,21,10,44
Alvas Powell,jm JAM,Defender,FC Cincinnati,29,1994,20,10,784,53,48,85,65
Alysson Edward,br BRA,Forward,Grêmio,17,2006,3,0,77,39,63,83,73
Alán Bautista,mx MEX,Forward,Pachuca,20,2002,15,9,767,83,72,68,38
Alán Montes,mx MEX,Defender,Necaxa,22,2000,32,28,2513,75,50,37,76
Amadou Ba-Sy,fr FRA,Forward,Vizela,22,2001,7,0,119,36,20,45,61
Amadou Diawara,gn GUI,Midfielder,Anderlecht,26,1997,11,6,594,25,32,26,70
Amadou Keita,gn GUI,Forward,Eupen,21,2001,24,15,1363,36,44,52,73
Amahl Pellegrino,no NOR,Forward,SJ Earthquakes,33,1990,32,22,1725,56,44,40,49
Amar Sejdic,us USA,Midfielder,Nashville SC,27,1996,17,1,306,49,81,60,68
Amaury Escoto,mx MEX,Forward,FC Juárez,30,1992,15,4,541,61,31,11,41
Amaury Morales,mx MEX,Forward,Cruz Azul,17,2005,8,0,54,32,18,80,66
Amine Bassi,fr FRA,Midfielder,Houston Dynamo,26,1997,31,30,2533,75,93,83,17
Amine Boutrah,fr FRA,Forward,Vitesse,22,2000,29,20,1822,57,66,79,39
Amine Oudrhiri,ma MAR,Midfielder,Rio Ave,30,1992,29,28,2219,52,32,25,48
Amir Ismaïl,nl NED,Forward,Heerenveen,18,2004,1,0,13,22,10,5,10
Amney Moutassime,it ITA,Forward,Südtirol,19,2004,2,0,11,17,9,32,8
Amourrichio Van Axel Dongen,nl NED,Forward,Ajax,18,2004,3,1,55,25,10,43,24
Anas Ouahim,de GER,Forward,Heracles Almelo,25,1997,18,16,1219,49,41,37,62
Anas Tahiri,be BEL,Midfielder,Heerenveen,28,1995,24,13,1161,75,76,67,26
Anass Salah-Eddine,nl NED,Defender,Ajax,21,2002,12,2,318,44,98,93,46
Anass Zaroury,ma MAR,Forward,Hull City,22,2000,12,9,696,70,59,74,66
Anastasios Douvikas,gr GRE,Forward,Utrecht,23,1999,2,2,180,36,37,55,46
Anatolii Trubin,ua UKR,Goalkeeper,Benfica,21,2001,28,28,2520,47,42,44,83
Anders Dreyer,dk DEN,Forward,Anderlecht,25,1998,28,26,2240,84,86,67,37
Anderson,br BRA,Goalkeeper,Cruzeiro,25,1998,17,17,1530,46,43,44,57
Anderson Contreras,ve VEN,Midfielder,ve Caracas,22,2001,1,1,45,40,82,65,6
Anderson Jesus,br BRA,Defender,Vizela,28,1995,31,29,2667,28,27,26,56
Anderson Julio,ec ECU,Forward,Real Salt Lake,27,1996,33,13,1394,80,53,57,46
Anderson Ordóñez,ec ECU,Defender,bo Bolívar,30,1994,2,1,156,29,15,35,57
Anderson Santamaría,pe PER,Defender,Atlas,31,1992,19,19,1507,34,52,37,65
Andi Zeqiri,ch SUI,Forward,Genk,24,1999,20,7,686,73,18,41,33
Andre Blake,jm JAM,Goalkeeper,Philadelphia Union,33,1990,14,14,1112,47,47,44,75
Andre Dozzell,eng ENG,Midfielder,QPR,24,1999,35,30,2597,69,53,33,34
Andrea Barberis,it ITA,Forward,Pisa,29,1993,9,5,457,26,64,38,70
Andrea Bertolacci,it ITA,Midfielder,Cremonese,32,1991,6,3,260,39,67,66,39
Andrea Cagnano,it ITA,Defender,Südtirol,25,1998,22,14,1360,36,46,62,63
Andrea Cecchetto,it ITA,Defender,Cittadella,20,2003,1,1,45,49,12,74,61
Andrea Cisco,it ITA,Midfielder,Südtirol,24,1998,18,2,383,42,31,92,25
Andrea Cistana,it ITA,Defender,Brescia,26,1997,22,22,1950,33,69,63,48
Andrea Conti,it ITA,Defender,Sampdoria,29,1994,1,0,1,29,14,9,3
Andrea Danzi,it ITA,Midfielder,Cittadella,24,1999,12,4,482,40,62,20,46
Andrea Favilli,it ITA,Forward,Ternana,26,1997,23,13,1019,41,31,34,56
Andrea Fulignati,it ITA,Goalkeeper,Catanzaro,28,1994,37,37,3330,51,61,64,45
Andrea Ghion,it ITA,Midfielder,Catanzaro,23,2000,21,17,1584,60,56,61,29
Andrea Giorgini,it ITA,Defender,Südtirol,21,2002,32,31,2649,43,62,35,42
Andrea La Mantia,it ITA,Forward,FeralpiSalò,32,1991,37,21,1920,57,41,18,46
Andrea Magrassi,it ITA,Forward,Cittadella,30,1993,30,11,1166,42,18,22,50
Andrea Masiello,it ITA,Defender,Südtirol,37,1986,34,34,3016,60,51,47,52
Andrea Meroni,it ITA,Defender,Cosenza,26,1997,23,23,2001,32,39,49,70
Andrea Oliveri,it ITA,Midfielder,Catanzaro,20,2003,26,6,787,74,50,56,57
Andrea Papetti,it ITA,Defender,Brescia,21,2002,33,28,2551,54,53,48,55
Andrea Rispoli,it ITA,Defender,Cosenza,34,1988,13,8,680,55,86,87,25
Andrea Sala,it ITA,Goalkeeper,Catanzaro,29,1993,1,1,90,42,42,44,33
Andrea Seculin,it ITA,Goalkeeper,Modena,33,1990,17,16,1487,51,57,44,36
Andrea Tessiore,it ITA,Midfielder,Cittadella,23,1999,23,14,1125,44,56,64,21
Andreas Jungdal,dk DEN,Goalkeeper,Cremonese,21,2002,18,18,1620,51,58,44,37
Andreas Maxsø,dk DEN,Defender,Colorado Rapids,29,1994,34,34,3060,30,35,26,31
Andreas Skov Olsen,dk DEN,Forward,Club Brugge,23,1999,28,25,2126,80,86,87,55
Andreas Voglsammer,de GER,Forward,Millwall,31,1992,2,0,46,23,26,31,75
Andreas Weimann,at AUT,Forward,West Brom,31,1991,32,13,1226,42,49,28,56
Andres Jasson,us USA,Forward,NYCFC,22,2002,3,2,157,28,23,35,80
Andres Montaño,mx MEX,Midfielder,Mazatlán,21,2002,25,23,1904,81,71,76,42
Andreu Fontàs,es ESP,Defender,Sporting KC,34,1989,17,16,1409,32,61,36,35
Andrew,br BRA,Goalkeeper,Gil Vicente FC,22,2001,32,32,2880,48,41,44,50
Andrew Brody,us USA,Defender,Real Salt Lake,28,1995,33,23,2108,38,73,70,29
Andrew Farrell,us USA,Midfielder,NE Revolution,31,1992,14,6,552,31,35,50,42
Andrew Gutman,us USA,Defender,Chicago Fire,27,1996,11,11,727,80,55,77,59
Andrew Hjulsager,dk DEN,Midfielder,Gent,28,1995,13,9,708,55,74,87,51
Andrew Hughes,wls WAL,Defender,Preston,31,1992,39,35,3144,60,59,55,62
Andrew Moran,ie IRL,Forward,Blackburn,19,2003,35,19,1856,44,83,64,55
Andrew Omobamidele,ie IRL,Defender,Norwich City,21,2002,2,0,20,47,38,17,51
Andrew Privett,us USA,Defender,Charlotte,23,2000,30,30,2681,30,28,39,42
Andrew Rick,us USA,Goalkeeper,Philadelphia Union,18,2006,6,6,540,42,52,56,68
Andrew Tarbell,us USA,Goalkeeper,Houston Dynamo,30,1993,4,3,288,42,43,44,32
Andrew Thomas,ru RUS,Goalkeeper,Seattle Sounders,25,1998,7,5,593,42,42,44,39
Andries Noppert,nl NED,Goalkeeper,Heerenveen,29,1994,22,22,1980,51,49,60,49
Andrija Novakovich,us USA,Forward,Calcio Lecco 1912,26,1996,38,33,2795,49,36,36,41
Andrija Vukčević,me MNE,Midfielder,FC Juárez,26,1996,21,14,1396,55,43,71,49
André,br BRA,Midfielder,Fluminense,22,2001,17,17,1506,24,36,34,54
André André,pt POR,Midfielder,Vitória,33,1989,18,6,653,41,86,71,31
André Bukia,cd COD,Forward,Arouca,28,1995,10,0,157,81,93,83,61
André Carrillo,pe PER,Midfielder,Corinthians,32,1991,13,8,730,41,84,71,43
André Castro,pt POR,Midfielder,Braga,35,1988,17,6,582,81,55,57,71
André Franco,pt POR,Forward,Porto,25,1998,15,5,441,36,90,42,55
André Geraldes,pt POR,Midfielder,Casa Pia,32,1991,16,5,604,23,18,34,26
André Green,eng ENG,Forward,Rotherham Utd,25,1998,9,8,645,18,31,42,33
André Horta,pt POR,Midfielder,Braga,26,1996,14,5,553,92,92,79,37
André Inácio,br BRA,Forward,Estrela,21,2002,27,13,1198,50,33,59,59
André Lacximicant,pt POR,Forward,Casa Pia,22,2001,13,1,218,67,62,41,44
André Luis,br BRA,Forward,Moreirense,29,1994,15,15,1330,61,45,34,61
André Luis,br BRA,Forward,Cuiabá,26,1997,20,2,499,25,33,42,63
André Pereira,pt POR,Forward,Rio Ave,28,1995,11,7,584,44,38,24,67
André Ramalho,br BRA,Defender,PSV Eindhoven,31,1992,51,46,3838,75,62,54,60
André Seruca,pt POR,Midfielder,Farense,22,2000,6,0,34,31,21,11,73
André Silva,br BRA,Forward,São Paulo,26,1997,60,41,3610,69,46,35,42
André Simões,pt POR,Forward,Gil Vicente FC,19,2003,1,0,14,22,25,47,8
André Vidigal,ao ANG,Forward,Stoke City,24,1998,29,18,1680,62,50,64,35
André-Pierre Gignac,fr FRA,Forward,UANL,37,1985,25,21,1763,75,52,37,29
Andrés Berizovsky,ar ARG,Defender,Defensa y Just,19,2004,3,0,50,29,23,25,66
Andrés Colorado,co COL,Midfielder,Necaxa,24,1998,19,8,694,24,28,42,53
Andrés Cubas,py PAR,Midfielder,Vancouver W'caps,27,1996,24,23,1931,24,33,20,66
Andrés Guardado,mx MEX,Midfielder,León,36,1986,9,5,478,42,59,38,38
Andrés Gudiño,mx MEX,Goalkeeper,Cruz Azul,26,1997,14,13,1219,44,43,44,45
Andrés Iniestra,mx MEX,Midfielder,Atlético,27,1996,4,0,30,40,23,33,21
Andrés Llinás,co COL,Defender,co Millonarios,26,1997,4,4,360,74,15,39,82
Andrés Micolta,ec ECU,Defender,Pachuca,24,1999,6,6,540,23,27,34,47
Andrés Mosquera Guardia,co COL,Defender,Toluca,33,1990,16,16,1400,35,64,41,42
Andrés Murillo,co COL,Defender,ve Dep Táchira,28,1996,5,4,291,31,21,14,52
Andrés Perea,us USA,Midfielder,NYCFC,23,2000,28,11,1206,78,55,63,59
Andrés Reyes,co COL,Defender,NY Red Bulls,24,1999,23,18,1492,62,27,34,49
Andrés Roa,co COL,Forward,Huracán,30,1993,1,0,14,45,36,65,53
Andrés Ríos,ar ARG,Forward,ve Dep Táchira,34,1989,3,2,168,23,11,17,66
Andrés Sánchez,mx MEX,Goalkeeper,Atlético,25,1997,24,24,2160,49,42,44,71
Andrés Vombergar,si SVN,Forward,San Lorenzo,29,1994,19,3,646,35,33,26,62
Andrés Zanini,ar ARG,Defender,ec LDU de Quito,27,1997,1,0,1,29,12,9,3
Andy King,wls WAL,Midfielder,Bristol City,34,1988,15,4,412,26,37,39,55
Andy Polo,pe PER,Forward,pe Universitario,29,1994,6,6,537,30,67,61,42
Andy Rinomhota,zw ZIM,Midfielder,Rotherham Utd,26,1997,19,13,1248,30,30,43,62
Andy Smith,sct SCO,Midfielder,Hull City,21,2001,1,0,1,46,10,7,22
Andy Visser,nl NED,Forward,Vitesse,18,2004,9,2,241,26,28,13,31
Anfernee Dijksteel,sr SUR,Defender,Middlesbrough,26,1996,20,8,744,46,58,82,33
Ange-Yoan Bonny,fr FRA,Forward,Parma,19,2003,35,28,1990,70,79,73,48
Angelo Marchese,ar ARG,Defender,Tigre,19,2004,5,4,378,44,65,88,38
Angus Gunn,sct SCO,Goalkeeper,Norwich City,27,1996,40,40,3540,49,49,53,85
Anibal Leguizamón,ar ARG,Defender,Belgrano,32,1992,14,14,1228,62,34,34,61
Anis Hadj Moussa,dz ALG,Forward,Vitesse,21,2002,14,9,850,60,86,89,28
Anis Mehmeti,al ALB,Forward,Bristol City,22,2001,38,21,1865,57,50,78,48
Anouar Ait El Hadj,be BEL,Forward,Genk,21,2002,9,3,282,79,79,56,57
Anouar El Azzouzi,nl NED,Midfielder,Zwolle,22,2001,22,14,1313,38,45,46,76
Anselmo García MacNulty,ie IRL,Defender,Zwolle,20,2003,31,30,2508,78,73,72,62
Anthoni,br BRA,Goalkeeper,Internacional,22,2002,2,2,180,42,40,44,33
Anthony Descotte,be BEL,Forward,Utrecht,19,2003,6,2,211,32,38,49,50
Anthony Fontana,us USA,Forward,Zwolle,23,1999,4,0,47,35,14,14,22
Anthony Landazuri,ec ECU,Defender,ec Independiente,26,1997,5,5,405,53,87,51,59
Anthony Limbombe,be BEL,Forward,Almere City,29,1994,3,3,182,35,52,71,21
Anthony Markanich,ph PHI,Midfielder,Minnesota Utd,24,1999,21,16,1374,45,53,44,70
Anthony Moris,lu LUX,Goalkeeper,Union SG,33,1990,29,29,2588,59,57,57,43
Anthony Musaba,nl NED,Forward,Sheffield Weds,22,2000,43,29,2618,49,51,63,44
Anthony Partipilo,it ITA,Forward,Parma,28,1994,27,8,999,77,68,64,50
Anthony Patterson,eng ENG,Goalkeeper,Sunderland,23,2000,45,45,4050,65,46,57,46
Anthony Ramirez,us USA,Midfielder,FC Dallas,18,2005,1,0,1,28,11,7,6
Anthony Uribe,ve VEN,Forward,ve Dep Táchira,33,1990,4,3,268,17,13,27,49
Anthony Valencia,ec ECU,Forward,Antwerp,20,2003,7,1,189,41,78,96,63
Antino Lopez,us USA,Midfielder,Seattle Sounders,21,2002,1,0,6,46,29,28,6
Antoine Bernier,be BEL,Forward,Charleroi,25,1997,21,8,662,50,55,67,68
Antoine Colassin,be BEL,Forward,Anderlecht,22,2001,1,0,9,28,12,37,10
Antoine Hainaut,fr FRA,Midfielder,Parma,21,2002,4,2,113,34,20,53,71
Anton Gaaei,dk DEN,Defender,Ajax,20,2002,25,12,1164,90,91,89,45
Antoni Milambo,nl NED,Forward,Feyenoord,18,2005,8,3,233,68,87,42,60
Antonino La Gumina,it ITA,Forward,Sampdoria,27,1996,12,4,387,58,16,28,47
Antonio Adán,es ESP,Goalkeeper,Sporting CP,36,1987,22,22,1980,42,43,57,42
Antonio Bareiro,py PAR,Forward,py Libertad,34,1989,4,2,201,29,65,52,49
Antonio Barreca,it ITA,Forward,Sampdoria,28,1995,22,14,1293,19,52,31,64
Antonio Briseño,mx MEX,Defender,Guadalajara,29,1994,26,18,1649,76,46,22,54
Antonio Candela,it ITA,Defender,Venezia,23,2000,36,35,2977,53,85,84,38
Antonio Caracciolo,it ITA,Defender,Pisa,33,1990,24,23,1954,70,53,32,67
Antonio Carlos,br BRA,Defender,Fluminense,30,1993,19,12,1285,32,47,39,58
Antonio Castillo,cl CHI,Defender,cl Huachipato,25,1998,4,2,161,48,14,65,61
Antonio Ceza,cl CHI,Defender,cl Palestino,21,2002,4,2,232,42,15,15,31
Antonio Galeano,py PAR,Forward,uy Nacional,23,2000,8,8,651,30,68,64,60
Antonio Leone,mx MEX,Defender,Monterrey,19,2004,1,1,90,29,14,37,11
Antonio Napolitano,ar ARG,Midfielder,Ind. Rivadavia,24,1999,4,1,119,45,44,40,65
Antonio Nusa,no NOR,Forward,Club Brugge,18,2005,20,9,1009,77,84,93,68
Antonio Palumbo,it ITA,Midfielder,Modena,26,1996,36,35,2761,81,85,75,49
Antonio Pergreffi,it ITA,Defender,Modena,35,1988,24,20,1840,28,39,31,48
Antonio Raimondo,it ITA,Forward,Ternana,19,2004,38,24,2224,59,26,36,44
Antonio Satriano,it ITA,Forward,Heracles Almelo,19,2003,6,1,163,21,19,19,42
Antonio Vergara,it ITA,Forward,Reggiana,20,2003,7,3,202,44,60,58,72
Antonio Čolak,hr CRO,Forward,Parma,29,1993,22,6,663,67,31,31,36
Antony,br BRA,Forward,Portland Timbers,22,2001,33,20,1886,69,60,79,74
Antony Alonso,ar ARG,Forward,Deportivo Riestra,25,1998,16,9,703,63,29,31,62
Antony Iannarilli,it ITA,Goalkeeper,Ternana,32,1990,32,32,2880,53,49,73,62
António Filipe de Carvalho,pt POR,Goalkeeper,Estrela,38,1985,3,3,270,42,42,44,51
António Silva,pt POR,Defender,Benfica,19,2003,30,29,2616,61,53,53,63
Anwar El Ghazi,nl NED,Forward,PSV Eindhoven,28,1995,1,0,4,54,25,84,8
Aníbal Chalá,ec ECU,Defender,ec Barcelona,27,1996,5,5,447,45,68,76,27
Aníbal Godoy,pa PAN,Midfielder,Nashville SC,33,1990,23,17,1492,54,66,40,58
Aníbal Moreno,ar ARG,Midfielder,Palmeiras,24,1999,41,36,2958,66,53,43,52
Apostolos Vellios,gr GRE,Forward,Zwolle,31,1992,27,4,733,58,40,25,44
Ar'jany Martha,nl NED,Forward,Ajax,19,2003,9,8,699,27,74,78,74
Arath Moreno,mx MEX,Midfielder,Necaxa,17,2005,2,0,40,36,50,21,34
Arbnor Muja,al ALB,Forward,Antwerp,24,1998,23,14,1208,74,73,84,44
Archie Brown,eng ENG,Defender,Gent,21,2002,21,20,1650,47,80,92,40
Archie Gray,eng ENG,Midfielder,Leeds United,17,2006,44,40,3599,29,42,64,53
Arelibetsiel Hernández,mx MEX,Defender,Tijuana,28,1994,1,0,10,35,50,39,6
Ari Contreras,mx MEX,Defender,Pachuca,17,2005,2,2,144,47,28,76,47
Arianit Ferati,xk KVX,Midfielder,Fortuna Sittard,25,1997,16,9,739,52,57,55,46
Ariel Gamarra,py PAR,Midfielder,Arg Juniors,20,2003,18,10,967,33,51,32,79
Ariel Lassiter,cr CRC,Midfielder,Chicago Fire,29,1994,27,25,2037,71,57,77,19
Ariel Martínez,cl CHI,Midfielder,cl Palestino,30,1994,5,4,339,35,47,54,58
Ariel Rojas,ar ARG,Midfielder,Belgrano,38,1986,1,0,16,28,10,22,6
Arjan Raikhy,eng ENG,Midfielder,Leicester City,20,2002,1,0,3,28,10,38,22
Arkadiusz Reca,pl POL,Defender,Spezia,28,1995,14,13,1059,93,69,80,25
Armando González,mx MEX,Forward,Guadalajara,20,2003,3,0,33,36,42,38,81
Armando Méndez,uy URU,Defender,Newell's OB,27,1996,19,17,1433,65,70,84,67
Armando Obispo,nl NED,Defender,PSV Eindhoven,24,1999,9,1,169,46,59,36,56
Armando Rivas,ve VEN,Midfielder,ve Caracas,21,2003,2,0,35,49,89,71,9
Armel Bella Kotchap,de GER,Defender,PSV Eindhoven,21,2001,4,2,162,31,53,42,37
Arnaud Ake,ci CIV,Forward,Tijuana,25,1998,13,8,668,74,28,31,41
Arnaud Bodart,be BEL,Goalkeeper,Standard Liège,25,1998,29,29,2610,50,49,53,59
Arnaud Souquet,fr FRA,Defender,Chicago Fire,31,1992,26,21,1868,46,64,73,57
Arno Verschueren,be BEL,Midfielder,Sparta R'dam,26,1997,27,27,2364,88,67,62,48
Arnór Sigurðsson,is ISL,Forward,Blackburn,24,1999,29,17,1456,66,72,51,35
Aron Dønnum,no NOR,Forward,Standard Liège,25,1998,5,5,428,24,68,63,34
Arthur,br BRA,Forward,Criciúma,31,1992,33,18,1671,56,30,21,42
Arthur,br BRA,Forward,Cruzeiro,25,1998,21,14,1273,61,54,72,41
Arthur,br BRA,Forward,Corinthians,20,2003,9,0,174,25,29,27,42
Arthur Cabral,br BRA,Forward,Benfica,25,1998,28,13,1329,64,40,48,42
Arthur Piedfort,be BEL,Midfielder,Westerlo,18,2005,17,17,1465,31,43,48,51
Arthur Rodrigues,br BRA,Forward,Cruzeiro,19,2004,3,0,82,23,34,43,30
Arthur Vermeeren,be BEL,Midfielder,Antwerp,18,2005,21,21,1870,56,76,67,38
Arthur Zagre,fr FRA,Defender,Excelsior,21,2001,28,28,2313,66,66,80,61
Artur,br BRA,Midfielder,Houston Dynamo,27,1996,34,34,3038,34,57,44,56
Artur Ioniță,md MDA,Midfielder,Calcio Lecco 1912,32,1990,36,35,2841,70,56,47,49
Artur Jorge Marques Amorim,pt POR,Defender,Farense,28,1994,9,5,493,35,22,16,50
Artur Serobyan,am ARM,Midfielder,Casa Pia,20,2003,2,1,65,28,11,40,62
Arturo Calabresi,it ITA,Defender,Pisa,27,1996,26,17,1440,84,72,76,67
Arturo Ortiz,mx MEX,Defender,FC Juárez,30,1992,16,10,1074,78,63,46,69
Arturo Vidal,cl CHI,Forward,cl Colo-Colo,36,1987,7,6,527,47,57,24,76
Arvin Appiah,eng ENG,Forward,Rotherham Utd,22,2001,29,7,834,20,35,59,47
Ashley Barnes,eng ENG,Forward,Norwich City,33,1989,35,30,2503,44,39,18,47
Ashley Fletcher,eng ENG,Forward,Sheffield Weds,27,1995,23,4,610,24,30,18,66
Ashley Phillips,wls WAL,Defender,Plymouth Argyle,18,2005,18,16,1384,23,32,34,39
Ashley Westwood,eng ENG,Midfielder,Charlotte,33,1990,33,33,2970,66,85,40,27
Asier Illarramendi,es ESP,Midfielder,FC Dallas,33,1990,25,22,1952,69,84,56,64
Asmir Begović,ba BIH,Goalkeeper,QPR,36,1987,45,45,4049,53,54,44,78
Augustin Anello,it ITA,Forward,Sparta R'dam,21,2002,8,1,225,36,61,67,34
Augusto Lotti,it ITA,Forward,Cruz Azul,27,1996,24,6,757,24,44,38,61
Augusto Max,ar ARG,Midfielder,Gimnasia–LP,31,1992,13,6,557,34,37,27,67
Augusto Schott,ar ARG,Defender,Newell's OB,24,2000,15,10,1001,55,60,79,56
Augusto Solari,ar ARG,Forward,Atlas,31,1992,30,19,1489,44,46,49,66
Aurélien Scheidler,fr FRA,Forward,Bari,25,1998,3,0,95,25,19,45,37
Avilés Hurtado,co COL,Forward,FC Juárez,36,1987,28,18,1725,75,77,76,58
Axel Atum,ar ARG,Forward,Estudiantes–LP,18,2006,2,0,12,22,10,16,50
Axel Guessand,fr FRA,Defender,Volendam,18,2004,2,1,41,29,12,22,89
Axel Moyano,pe PER,Midfielder,pe Alianza Lima,23,2001,1,0,6,46,17,7,6
Axel Tuanzebe,cd COD,Defender,Ipswich Town,25,1997,18,16,1376,40,65,59,65
Axel Werner,ar ARG,Goalkeeper,Rosario Central,27,1996,3,3,270,42,44,44,32
Ayase Ueda,jp JPN,Forward,Feyenoord,24,1998,26,5,833,75,56,45,45
Aynsley Pears,eng ENG,Goalkeeper,Blackburn,25,1998,26,26,2311,50,47,44,73
Ayo Akinola,ca CAN,Forward,Toronto FC,24,2000,5,0,87,15,65,19,30
Ayrton Lucas,br BRA,Defender,Flamengo,26,1997,41,34,2865,88,78,84,43
Ayrton Portillo,ar ARG,Midfielder,Defensa y Just,23,2000,7,3,338,37,42,39,51
Ayrton Preciado,ec ECU,Midfielder,Querétaro,29,1994,4,0,34,38,27,80,11
Azeem Abdulai,sct SCO,Forward,Swansea City,20,2002,7,0,139,39,72,65,92
Aziel Jackson,us USA,Midfielder,Columbus Crew,22,2001,25,13,1157,79,81,81,34
Aziz Ouattara,ci CIV,Midfielder,Genk,22,2001,8,3,285,25,25,56,74
Bachir Belloumi,dz ALG,Forward,Farense,21,2002,33,26,2069,72,62,60,77
Bae Junho,kr KOR,Forward,Stoke City,19,2003,38,25,2392,45,80,70,56
Bailey-Tye Cadamarteri,jm JAM,Forward,Sheffield Weds,18,2005,23,14,1102,58,25,16,52
Bakary Haidara,ci CIV,Defender,Westerlo,18,2005,5,4,350,36,22,39,56
Baldovino Cimino,it ITA,Defender,Cosenza,19,2004,16,8,789,33,52,56,28
Bali Mumba,eng ENG,Forward,Plymouth Argyle,21,2001,43,36,2956,43,63,64,70
Baltasar Barcia,uy URU,Forward,Criciúma,22,2001,4,0,25,41,24,31,83
Baltasar Rodríguez,ar ARG,Forward,Racing Club,20,2003,19,9,868,31,64,62,57
Bambo Diaby,sn SEN,Defender,Sheffield Weds,25,1997,34,26,2266,33,29,27,52
Barreto,br BRA,Midfielder,Criciúma,28,1995,30,29,2281,53,46,41,64
Barry Bannan,sct SCO,Midfielder,Sheffield Weds,33,1989,42,41,3418,58,79,50,49
Barry Lauwers,nl NED,Goalkeeper,Volendam,23,1999,1,1,90,42,44,44,56
Bart Nieuwkoop,nl NED,Defender,Feyenoord,27,1996,23,11,1035,74,90,74,50
Bart Ramselaar,nl NED,Forward,Utrecht,27,1996,11,3,401,64,63,60,30
Bart Vriends,nl NED,Defender,Sparta R'dam,32,1991,26,26,2205,62,51,42,60
Bart van Hintum,nl NED,Defender,Zwolle,36,1987,3,2,181,52,83,65,63
Bart van Rooij,nl NED,Defender,NEC Nijmegen,22,2001,24,23,1975,84,80,80,38
Bartosz Bereszyński,pl POL,Defender,Sampdoria,31,1992,1,1,90,45,68,59,5
Bartosz Białkowski,pl POL,Goalkeeper,Millwall,36,1987,14,14,1260,49,42,44,44
Bartosz Slisz,pl POL,Midfielder,Atlanta Utd,24,1999,28,27,2398,54,59,64,54
Bartłomiej Drągowski,pl POL,Goalkeeper,Spezia,25,1997,13,13,1170,51,71,44,50
Bas Dost,nl NED,Forward,NEC Nijmegen,34,1989,8,5,463,61,65,25,41
Bas Kuipers,nl NED,Defender,Go Ahead Eag,28,1994,33,33,2950,90,82,77,35
Bashir Humphreys,eng ENG,Defender,Swansea City,20,2003,24,22,1893,58,37,51,41
Bastos,ao ANG,Defender,Botafogo (RJ),32,1991,42,41,3489,62,37,36,60
Bautista Barros Schelotto,ar ARG,Defender,Platense,24,2000,17,16,1378,36,67,36,60
