Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
CS U Craiova,27.1,4,13.25,13.25,5.42,12.35,90.96,80.72,5.12,15.66,16.27,19.88,17.47,29.82,24.7,24.7,11.45,12.05,7.23,1.2,10.84,17.47,6.02,7.53,4.82,24.1,35.24,21.99,57.53,18.37,17.17,21.08,59.34,36.14,95.78,97.59,40.36,21.69,61.45,89.76,27.11,1.81,9.04,21.69,65.36,88.55,7.83,18.98,11.45,42.47,82.83,16.27,9.04,9.64,66.57,1.2,34.04,88.55,91.87,88.55,66.87,90.36,96.99,30.42,91.87,39.46,69.28,9.94,12.05,17.17,33.13,44.88,6.33,13.25,13.25,10.24,36.14,55.12,92.77,27.11,41.57,89.16,63.25,6.02,4.82,7.23,25.6,29.82,29.82,32.83,95.18,12.65,0.6,22.29,27.71,50.3,92.17,62.05,94.58,39.16,11.45
Cagliari,25.5,14,32.83,11.14,17.47,33.73,42.47,30.72,16.27,37.05,21.08,18.67,28.31,24.1,25.3,24.1,10.84,16.27,21.69,9.04,9.04,53.31,9.64,21.99,10.24,43.07,31.93,64.16,41.57,18.37,64.76,69.88,37.05,6.63,53.01,56.02,16.87,14.46,55.42,65.06,18.07,4.82,3.61,14.46,22.89,19.88,19.28,9.04,36.14,76.51,66.27,21.08,13.25,81.33,66.57,4.22,94.58,48.19,43.98,88.55,66.87,0.6,34.94,50.6,56.33,69.28,75.9,59.34,12.05,17.17,33.13,44.88,61.14,61.75,59.04,25.9,76.2,90.36,61.75,98.19,56.02,43.98,80.72,11.14,17.47,9.04,46.69,29.82,25.9,79.52,32.53,34.34,40.36,27.71,20.48,28.31,28.01,69.88,68.67,56.02,96.39
Celta Vigo,26.6,20,59.04,48.19,46.39,53.31,50.6,37.35,56.02,65.06,90.36,87.95,80.72,76.51,96.99,96.99,67.47,30.12,64.46,90.96,74.7,13.86,88.55,75.6,89.16,48.8,51.51,42.17,57.53,53.92,53.31,42.77,61.45,9.04,29.82,50.0,12.05,85.84,66.27,73.49,83.73,78.31,56.02,86.14,59.64,44.58,84.34,69.58,81.33,87.05,94.88,90.36,61.14,59.94,29.22,38.86,31.93,36.75,55.72,11.14,28.92,40.96,3.61,89.16,57.83,58.73,64.46,77.11,89.46,76.51,69.58,96.69,31.93,6.63,11.45,7.23,85.24,45.48,44.58,46.39,24.7,6.33,93.98,85.54,57.23,60.54,50.9,84.64,67.47,61.45,24.1,90.36,89.16,94.58,80.72,71.08,20.78,29.82,66.87,17.17,45.18
Celtic,27.6,5,64.16,87.05,12.65,58.13,79.22,60.54,16.27,57.23,78.92,81.33,76.51,78.31,80.72,81.93,52.71,23.49,21.08,66.87,56.02,15.96,62.05,51.81,65.06,7.53,12.95,11.45,20.48,53.92,2.41,17.47,35.54,12.35,8.73,80.12,3.92,78.92,72.29,62.05,89.16,53.61,53.01,78.92,77.71,94.88,51.81,43.07,56.02,27.11,42.77,80.12,36.75,81.33,66.57,35.24,46.08,78.92,79.82,88.55,66.87,25.3,52.41,44.58,32.23,82.83,87.05,93.67,12.05,17.17,33.13,44.88,59.94,31.02,31.33,81.93,17.47,78.61,69.88,40.06,69.28,55.42,32.53,58.13,19.28,50.6,3.31,29.82,74.7,31.02,40.36,73.49,57.23,66.27,74.4,6.02,99.4,32.23,62.65,36.75,33.13
Chelsea,24.0,20,83.13,84.04,81.93,81.93,65.96,48.19,80.42,88.86,91.57,89.76,91.57,89.76,89.76,89.76,22.29,18.67,83.73,87.05,70.18,30.12,78.92,91.57,77.11,44.88,51.51,19.88,64.76,82.53,42.77,33.13,66.27,10.24,78.61,8.43,16.87,90.36,34.94,52.41,90.96,82.53,86.14,90.36,91.57,79.52,93.98,77.11,95.18,47.59,20.18,90.96,44.58,9.64,13.25,43.67,54.52,25.3,55.72,54.52,28.92,42.77,56.93,75.0,74.1,8.73,10.24,14.16,46.08,63.86,33.13,44.88,18.98,51.81,57.83,80.72,61.75,33.13,11.45,90.36,59.34,40.96,35.84,82.83,86.14,85.54,45.18,29.82,90.96,70.18,86.14,90.96,93.98,91.57,45.48,68.67,26.51,47.89,43.37,42.77,96.99
Club Brugge,24.6,5,76.51,56.02,35.54,58.13,18.07,12.35,47.29,84.34,58.43,53.01,66.27,62.65,52.41,46.39,48.19,24.1,53.61,78.92,14.16,4.82,43.37,51.81,41.57,52.41,43.98,70.48,46.39,22.29,67.47,58.43,56.02,88.86,12.05,70.48,80.72,50.0,98.8,95.78,26.51,31.63,56.02,50.0,9.04,39.16,79.52,15.66,75.6,99.4,65.66,58.43,83.43,81.33,66.57,87.35,7.53,100.0,18.07,6.93,4.82,11.45,6.63,95.18,3.92,95.18,89.46,93.67,93.67,76.51,93.67,44.88,91.87,86.75,87.65,84.34,56.93,81.63,39.46,73.49,19.58,5.42,98.19,43.37,52.71,42.17,56.02,90.96,16.87,80.72,60.84,86.45,95.18,81.33,63.25,54.82,94.58,8.43,19.28,60.24,78.01
Como,25.8,14,59.94,53.31,80.72,84.94,18.07,30.72,86.14,67.47,88.55,87.35,89.16,87.95,86.14,85.54,51.81,15.06,86.14,63.86,52.41,40.96,64.46,71.99,62.05,68.07,60.54,33.73,86.14,74.1,23.49,43.98,34.34,48.19,14.46,23.49,58.13,88.55,48.8,68.67,94.58,60.84,60.84,88.55,77.11,72.29,81.93,67.47,84.64,70.48,31.93,87.95,27.11,33.13,66.57,8.43,71.08,92.77,43.98,71.08,66.87,13.25,55.72,72.89,90.06,25.0,48.49,16.57,29.52,41.87,33.13,44.88,17.17,61.75,24.7,83.73,69.28,17.47,6.02,78.61,95.18,42.17,56.63,66.87,85.54,61.45,40.36,29.82,95.78,58.43,84.34,92.17,93.37,84.94,85.54,14.46,48.8,85.54,92.77,98.19,93.98
Cremonese,28.4,14,56.02,20.78,4.22,22.89,62.05,44.58,5.12,63.25,18.67,23.49,21.69,19.88,19.28,21.08,34.94,78.01,5.42,13.86,6.02,22.89,14.46,7.53,15.06,38.55,22.29,45.18,43.98,43.98,42.17,26.51,74.4,53.31,9.64,89.76,16.87,21.08,94.58,75.9,21.08,7.83,2.41,21.08,10.84,11.45,20.48,13.86,4.52,40.96,56.33,18.67,43.07,81.33,66.57,45.78,60.24,42.17,68.07,58.13,66.87,7.23,68.67,16.87,64.16,77.11,88.55,38.86,42.47,60.24,33.13,44.88,42.77,68.67,92.17,78.92,72.29,96.39,89.76,88.55,25.3,79.52,43.98,11.14,8.43,3.01,30.72,29.82,35.54,88.25,22.29,15.66,34.34,18.07,13.25,30.12,39.16,68.67,84.94,6.63,75.0
Crystal Palace,26.8,19,57.83,89.16,54.82,53.31,69.58,70.78,53.92,60.24,20.48,25.9,20.78,22.29,26.51,28.31,27.71,59.94,39.16,34.34,45.48,42.17,45.78,18.07,46.69,98.19,98.8,93.37,89.76,78.61,74.1,65.66,49.1,64.46,72.29,88.55,49.4,28.31,49.4,40.96,31.93,28.31,82.23,28.92,4.22,3.01,19.88,16.87,26.51,67.77,64.16,22.89,74.1,59.94,29.22,66.27,26.51,29.22,85.84,75.9,66.87,46.39,92.17,13.25,87.35,12.05,21.69,17.47,24.7,36.14,33.13,44.88,18.98,60.84,78.31,35.54,41.57,63.86,65.06,48.8,11.14,90.96,75.6,39.16,53.61,65.06,96.99,29.82,22.29,22.59,54.82,16.87,16.27,27.11,15.06,90.96,13.86,81.93,74.4,16.27,41.57
Dinamo Zagreb,26.6,5,64.16,23.49,21.69,38.86,18.07,12.35,25.6,57.23,87.95,90.36,83.73,80.72,93.37,96.39,68.07,57.53,24.4,79.82,40.36,58.43,71.39,78.92,70.18,89.76,95.48,97.89,15.36,88.86,71.99,53.61,69.28,8.43,93.67,30.42,80.72,89.76,78.31,93.37,75.3,77.11,31.02,89.76,31.02,33.13,90.96,71.39,31.93,88.86,94.88,88.86,97.89,81.33,66.57,98.8,13.86,55.42,18.07,88.55,4.82,11.45,50.6,90.06,13.25,46.99,24.4,93.67,12.05,17.17,33.13,44.88,62.05,36.45,41.27,95.78,47.89,37.35,21.99,40.06,84.64,23.49,94.88,72.29,28.01,31.93,87.95,29.82,72.29,92.77,96.39,82.53,91.57,79.52,56.02,94.58,40.36,6.63,11.75,33.13,49.1
Dortmund,26.8,18,95.78,81.33,44.28,71.08,71.08,92.47,58.43,96.99,85.54,86.75,80.12,80.12,92.17,92.77,51.2,37.95,52.41,93.37,86.75,49.7,93.07,72.89,92.77,28.01,35.24,13.25,51.51,72.29,33.73,25.3,68.07,65.66,35.54,35.54,48.19,89.16,31.33,28.92,88.55,90.36,72.89,89.16,70.48,62.65,76.51,78.92,60.24,20.48,51.2,85.54,91.57,56.33,66.57,50.6,30.72,83.13,87.95,74.1,23.49,74.7,46.39,70.48,63.25,26.2,31.93,15.36,26.51,38.55,33.13,44.88,35.54,21.69,24.1,42.77,34.34,33.73,29.82,10.84,50.6,36.75,30.72,92.77,69.88,75.3,33.73,29.82,77.71,94.88,68.07,80.42,65.06,84.34,52.41,60.24,42.77,56.33,54.22,25.3,17.47
Dynamo Kyiv,25.6,4,70.78,21.69,12.05,18.98,18.07,12.35,14.46,84.34,80.72,82.53,54.82,56.02,95.18,92.17,80.12,78.01,31.02,68.37,28.31,77.71,79.82,34.34,78.92,6.63,28.31,21.99,10.24,43.98,9.94,40.66,22.89,56.33,81.63,19.28,65.96,74.1,50.6,55.42,81.93,70.48,16.57,74.1,33.73,56.33,81.33,69.58,22.59,58.13,68.37,80.72,52.11,81.33,66.57,81.33,2.71,7.23,18.07,24.4,66.87,19.28,5.12,95.78,24.4,75.0,69.28,50.0,76.2,88.86,33.13,44.88,77.11,44.88,28.61,93.37,89.76,23.49,9.64,5.72,41.57,4.22,68.07,74.7,23.8,19.28,15.66,29.82,82.53,99.4,64.46,76.81,42.77,98.19,71.08,23.8,85.54,44.28,37.95,78.31,10.24
Eint Frankfurt,25.4,18,87.35,47.59,36.75,49.7,53.01,38.55,48.8,89.76,72.29,77.11,77.71,77.11,76.2,79.52,47.59,42.77,60.24,71.69,54.82,34.64,70.48,57.23,71.08,64.76,62.65,60.84,53.01,63.86,72.89,57.83,62.05,43.37,59.64,60.84,51.51,80.12,72.89,81.33,77.11,63.86,63.55,80.72,31.93,42.77,74.1,49.1,66.27,57.23,45.18,72.89,91.57,81.33,66.57,93.98,15.06,75.6,59.94,49.4,66.87,28.92,45.18,22.29,7.23,81.93,58.13,75.3,51.2,70.18,33.13,44.88,84.34,48.8,61.14,89.76,95.18,42.77,28.92,43.37,46.39,62.65,51.2,68.07,59.04,59.04,68.67,29.82,64.46,97.29,9.04,60.24,67.47,48.8,43.67,74.7,53.01,10.24,9.04,28.92,46.39
Elche,27.1,15,47.59,30.72,34.34,55.12,18.07,30.72,31.93,45.78,92.17,91.57,95.18,95.18,74.7,72.29,43.37,39.16,51.81,82.53,58.73,78.92,59.94,68.67,59.04,56.63,58.73,84.94,38.25,26.2,63.86,41.57,77.71,9.64,50.6,30.42,31.93,90.96,43.37,84.94,85.54,80.72,40.36,90.96,71.08,83.73,83.73,74.1,54.22,32.23,13.25,92.17,65.96,35.84,19.88,30.72,93.37,47.29,18.07,61.45,66.87,60.24,15.06,60.54,69.88,42.17,51.51,43.07,39.16,55.72,33.13,44.88,42.17,78.92,79.52,100.0,43.37,43.67,55.12,73.49,95.78,22.29,19.58,63.86,35.24,49.4,62.95,29.82,93.67,68.37,10.24,93.37,98.8,90.36,46.39,81.93,84.04,74.7,69.28,51.2,73.8
Espanyol,27.8,15,54.52,78.31,66.87,55.12,79.22,86.45,69.28,61.75,18.07,15.66,28.92,24.7,17.47,16.87,12.05,31.63,72.89,31.93,50.6,90.06,42.77,65.66,43.37,37.95,58.73,42.17,30.72,79.82,46.99,78.31,11.45,60.24,48.8,39.16,87.05,15.06,23.49,6.63,19.88,47.59,42.17,15.06,25.6,36.14,18.67,49.1,13.25,66.27,36.14,18.07,52.11,35.84,19.88,24.1,46.08,68.98,94.88,71.08,19.28,22.29,59.34,11.45,72.89,46.99,64.46,21.99,29.52,41.87,33.13,44.88,17.17,62.95,69.28,15.96,51.81,30.12,56.33,73.49,41.57,77.11,53.61,46.99,68.67,43.37,49.4,29.82,10.54,28.61,9.04,24.7,43.98,18.98,12.05,27.11,65.06,36.14,85.84,40.96,72.29
Everton,28.3,15,42.47,40.06,25.6,18.98,42.47,30.72,28.92,45.78,27.11,29.52,29.52,27.11,28.92,30.72,30.72,57.53,28.01,42.77,63.86,53.31,43.98,42.77,42.17,49.4,62.65,52.11,39.16,69.28,49.4,47.59,56.02,87.35,31.93,87.35,6.02,29.52,37.35,15.36,15.66,74.1,74.4,29.52,76.51,35.54,34.94,65.36,65.06,23.49,28.01,27.11,36.75,51.2,66.57,73.49,53.61,67.47,43.98,61.45,66.87,43.37,99.4,9.04,69.88,36.45,41.57,21.99,39.16,41.87,78.01,44.88,43.98,94.58,96.39,72.29,20.18,46.99,54.22,9.64,91.57,98.19,22.59,42.17,32.23,71.08,54.22,73.49,24.7,46.99,80.12,20.48,34.94,18.98,17.47,74.1,6.63,75.6,60.84,63.25,9.04
FC Copenhagen,26.7,5,47.59,64.16,65.36,90.36,79.22,60.54,64.16,39.46,23.19,22.29,25.0,31.93,16.87,15.66,72.89,46.08,70.18,44.58,80.42,69.88,54.52,30.12,54.22,83.73,82.53,56.33,96.39,22.29,92.77,84.94,40.66,58.13,68.67,65.06,16.87,22.29,11.45,20.18,14.46,54.22,51.2,22.29,25.6,9.94,14.46,39.76,27.71,78.61,90.36,22.29,36.75,81.33,66.57,11.14,9.64,88.55,18.07,6.93,4.82,80.42,66.57,51.81,2.41,75.0,24.4,93.67,93.67,76.51,33.13,99.1,90.06,65.96,47.89,19.58,17.47,18.67,3.01,1.51,88.86,59.04,88.55,51.81,61.75,57.83,90.96,90.96,16.87,32.83,71.08,25.3,6.02,26.51,77.71,83.73,12.65,3.61,2.41,75.9,1.51
FC Noah,27.3,4,32.83,8.43,39.76,18.98,18.07,12.35,29.82,34.34,79.52,79.52,61.45,59.34,87.35,84.34,98.19,97.59,40.96,27.11,34.94,77.71,25.3,40.06,25.9,74.1,68.67,62.35,72.59,59.04,37.35,60.24,28.31,36.14,58.13,68.98,40.36,82.53,77.11,98.8,73.49,25.9,11.75,82.53,5.72,7.53,72.29,72.59,22.59,45.18,53.61,79.52,72.59,81.33,66.57,12.35,96.69,45.18,18.07,88.55,66.87,55.42,36.45,30.42,79.52,5.42,1.81,50.0,12.05,17.17,33.13,44.88,13.55,24.7,13.25,75.9,17.47,49.7,23.8,53.61,59.34,53.92,47.59,29.52,30.42,17.47,50.9,29.82,86.14,83.43,12.05,79.52,79.22,93.37,86.75,21.08,36.45,39.46,3.92,71.69,65.96
FCSB,28.6,5,8.73,7.23,51.81,80.42,18.07,12.35,40.96,13.25,19.28,20.48,27.11,22.89,13.25,12.05,84.04,96.39,56.63,28.31,20.48,58.43,19.88,36.75,21.69,89.76,82.53,99.4,15.36,6.33,98.8,90.96,43.67,99.4,97.89,90.36,6.02,31.93,87.35,87.95,18.67,13.86,13.86,31.93,32.53,12.95,34.34,30.42,82.53,12.65,53.61,19.28,12.05,22.89,66.57,14.46,84.34,39.76,18.07,42.17,66.87,99.4,63.55,31.63,32.23,97.59,98.8,67.47,58.43,76.51,33.13,44.88,90.06,78.92,64.76,13.25,96.39,70.78,81.63,40.06,4.52,65.96,18.37,21.69,36.45,25.3,96.39,29.82,18.67,22.59,39.76,21.08,41.27,15.66,54.22,86.75,10.24,83.43,91.57,79.22,27.71
Fenerbahçe,28.1,5,32.83,35.24,83.73,73.8,79.22,60.54,84.04,39.46,65.06,65.66,69.88,67.47,69.88,72.89,50.0,51.51,90.36,54.82,56.02,15.96,59.94,63.55,61.14,96.08,56.33,83.13,84.04,92.47,99.4,96.99,25.6,83.73,31.93,52.41,80.72,66.27,76.2,71.69,60.24,71.08,18.67,66.27,28.31,22.89,84.94,80.72,39.76,85.24,53.61,64.46,0.6,22.89,66.57,95.78,73.8,55.42,79.82,42.17,66.87,50.0,29.52,12.35,79.52,9.94,11.45,21.99,58.43,76.51,33.13,44.88,15.36,89.46,81.93,86.14,47.89,86.14,66.87,84.64,84.64,68.67,81.93,59.34,78.31,23.49,93.67,29.82,84.34,35.84,3.01,59.64,70.48,42.77,39.46,34.94,23.49,47.89,45.78,82.53,84.04
Ferencváros,28.5,5,86.14,71.08,27.71,51.81,18.07,94.88,34.94,87.35,28.31,27.71,31.63,33.73,20.48,20.48,62.95,43.67,16.87,35.24,60.54,94.88,39.46,8.43,35.54,79.22,56.33,83.13,84.04,14.46,51.2,31.33,81.93,85.54,62.35,80.12,96.39,28.92,62.05,15.36,42.17,37.65,42.77,28.31,16.87,39.16,43.98,30.42,56.02,6.33,36.14,28.92,2.41,22.89,5.12,5.42,28.31,55.42,79.82,88.55,66.87,36.75,98.8,17.47,79.52,24.1,35.24,67.47,12.05,17.17,33.13,44.88,4.82,93.07,75.6,24.7,26.51,57.53,93.98,40.06,19.58,96.39,7.23,30.12,48.19,55.42,52.11,29.82,24.1,80.72,90.96,26.51,15.66,28.61,65.96,42.77,89.16,5.42,69.88,95.78,20.48
Feyenoord,25.6,5,17.77,62.95,78.01,83.43,18.07,12.35,79.52,28.01,51.81,48.8,46.99,46.99,59.04,62.65,50.0,15.66,76.81,85.24,60.54,96.39,80.72,88.55,81.33,52.41,77.11,7.83,97.59,35.54,71.99,68.67,43.67,3.01,84.64,3.92,96.39,40.96,7.83,10.84,62.05,49.1,56.02,40.96,82.83,94.88,61.14,66.87,82.53,78.61,90.36,51.51,36.75,81.33,66.57,3.61,61.75,15.36,18.07,88.55,66.87,82.83,37.95,73.8,20.78,39.46,18.07,93.67,12.05,17.17,33.13,44.88,69.28,73.19,54.22,80.72,64.46,1.51,7.83,40.06,84.64,30.72,88.55,83.73,71.08,68.07,76.81,29.82,48.49,5.72,62.05,56.63,46.99,43.67,81.33,86.14,98.19,25.6,7.83,88.55,56.63
Fiorentina,27.5,18,27.71,56.02,45.78,10.24,87.05,73.8,49.4,19.88,43.37,41.57,37.35,36.75,56.02,57.83,37.35,40.36,33.73,26.51,35.54,74.1,27.71,26.81,27.71,17.47,7.83,21.99,51.51,5.42,18.07,6.02,93.98,21.08,71.08,21.69,51.51,36.75,40.96,46.39,55.42,16.27,34.94,36.75,51.81,40.36,46.99,33.43,22.59,87.95,34.34,43.37,16.57,56.33,24.7,18.07,98.8,12.05,39.16,32.53,66.87,22.89,69.28,34.34,41.57,68.37,66.57,57.83,68.07,70.18,73.8,44.88,54.82,54.52,54.82,42.17,44.28,42.17,49.4,8.43,32.83,69.28,80.12,27.11,43.37,31.33,9.04,68.67,66.87,16.27,48.8,46.39,41.27,42.17,41.57,43.37,22.89,39.46,48.49,53.61,8.43
Freiburg,27.4,18,70.78,66.27,55.42,54.22,95.18,88.86,57.83,61.75,44.58,50.6,36.75,37.35,49.1,51.2,72.29,90.36,48.19,38.25,32.53,46.99,37.95,31.33,38.86,36.14,37.95,39.16,69.88,9.64,19.88,13.86,85.24,60.84,51.81,40.36,16.87,48.8,39.16,51.2,54.82,39.76,65.06,48.8,37.35,50.9,30.12,33.43,33.73,51.81,74.7,42.17,91.57,38.55,24.7,84.04,71.69,32.83,59.94,74.1,66.87,21.08,86.75,4.22,54.22,34.64,27.11,32.83,26.51,17.17,73.8,44.88,52.71,90.36,96.99,95.18,19.28,31.93,33.73,36.14,70.48,93.98,68.67,37.35,57.83,51.2,27.71,68.67,57.23,59.64,26.51,37.95,33.13,40.36,31.33,49.4,69.88,56.33,25.3,47.59,38.55
Fulham,28.4,15,42.47,19.28,44.28,31.02,18.07,12.35,40.96,30.72,64.46,65.06,56.63,56.63,72.89,71.69,65.66,59.04,44.88,57.83,67.77,53.31,57.23,81.02,57.23,64.76,56.33,78.31,46.39,43.98,51.2,27.11,85.24,31.02,21.69,72.89,43.98,65.06,85.54,84.34,56.63,52.41,70.48,65.06,45.18,43.37,67.47,68.67,67.77,46.99,50.3,65.06,75.3,81.33,66.57,48.8,32.53,18.37,18.07,42.17,10.54,25.3,35.54,27.11,32.23,39.46,33.13,67.47,58.43,55.72,33.13,94.28,38.25,14.76,29.52,65.06,78.31,59.34,42.77,50.6,23.8,58.13,48.49,62.65,39.76,70.48,52.11,73.49,65.06,77.11,9.04,57.23,60.84,70.48,53.31,67.47,33.73,10.24,28.31,5.42,50.6
Galatasaray,28.8,5,76.51,96.99,87.35,90.36,99.7,99.4,89.16,63.86,62.05,59.04,57.83,58.13,53.01,53.61,97.59,92.77,79.52,40.36,45.48,94.88,34.64,46.39,34.04,61.14,48.19,56.33,60.84,53.92,80.12,76.81,35.54,58.13,62.35,46.69,3.92,60.84,60.24,51.81,75.9,43.98,62.05,60.84,82.83,89.16,39.16,22.59,56.02,88.86,14.76,61.45,36.75,22.89,5.12,51.81,28.31,39.76,79.82,88.55,0.6,34.34,72.89,65.36,50.9,17.47,24.4,21.99,12.05,17.17,33.13,44.88,18.07,91.87,83.43,90.96,47.89,16.27,21.99,15.96,69.28,58.13,67.47,36.75,88.55,62.35,65.06,29.82,58.73,25.3,91.57,65.96,64.46,51.81,90.36,40.36,80.72,4.52,64.46,84.94,24.7
Genk,26.0,5,64.16,61.45,38.55,66.87,18.07,60.54,43.37,72.59,68.67,63.86,79.52,77.71,57.83,50.0,53.61,28.31,25.6,53.01,56.02,30.12,57.83,55.12,58.43,69.58,92.77,78.31,72.59,14.46,29.82,9.34,96.99,16.87,62.35,74.7,80.72,65.66,65.06,94.58,56.02,45.78,33.43,65.66,59.64,44.58,71.08,49.1,31.93,78.61,3.61,68.67,65.96,81.33,66.57,38.86,46.08,3.92,79.82,42.17,66.87,64.16,19.88,56.33,79.52,29.22,35.24,21.99,58.43,17.17,93.67,44.88,34.04,65.96,41.27,57.83,4.22,65.36,74.4,15.96,9.34,27.41,29.22,56.63,49.1,33.13,71.08,90.96,41.57,56.63,14.46,80.42,82.53,85.84,64.46,99.4,20.78,81.93,56.02,86.75,10.84
Genoa,26.6,13,32.83,58.43,53.01,40.06,18.07,48.19,62.65,36.14,24.7,27.11,18.07,21.69,33.13,38.55,24.7,37.35,50.3,25.9,18.98,45.18,28.31,24.1,28.92,71.69,84.94,57.83,87.35,27.41,63.25,25.9,90.96,15.66,24.7,65.66,88.55,30.12,15.06,22.89,41.57,32.53,21.69,30.12,66.27,56.33,24.7,16.27,7.53,12.65,23.49,25.3,10.84,44.88,15.06,10.24,88.55,63.25,50.9,54.52,15.06,21.69,92.77,5.42,36.75,31.93,22.29,77.11,46.08,63.86,33.13,44.88,49.1,37.35,34.34,4.82,9.34,20.18,36.14,22.29,31.33,95.18,10.24,28.31,58.43,16.27,81.33,29.82,52.71,19.58,37.95,19.28,12.35,20.48,24.7,97.59,41.57,25.6,21.69,49.4,26.51
Getafe,28.9,15,23.8,4.52,11.45,8.43,18.07,12.35,8.73,24.1,1.2,1.81,3.31,3.61,1.81,1.81,24.7,95.18,1.81,24.7,2.41,30.12,5.12,2.41,5.42,86.75,89.46,74.1,88.25,50.6,90.36,95.18,11.45,74.1,34.34,74.1,71.08,2.41,1.2,1.2,8.43,30.12,9.94,2.41,43.98,28.61,1.2,3.61,3.01,15.96,40.36,1.2,14.16,22.89,19.88,9.04,90.36,12.05,18.07,71.08,10.54,28.31,80.12,3.01,69.88,51.2,71.69,43.07,29.52,41.87,33.13,44.88,25.6,99.4,100.0,14.46,0.6,34.34,18.98,7.53,54.82,94.58,19.58,4.22,9.34,3.92,92.17,29.82,8.43,84.64,7.83,0.6,1.2,0.6,5.42,63.86,16.87,41.87,87.35,72.29,9.64
Girona,27.7,15,23.8,25.3,10.84,37.65,79.22,60.54,12.95,24.1,51.2,45.18,58.43,55.42,40.36,37.35,18.67,21.08,18.07,30.12,28.31,9.04,49.4,79.52,48.8,10.24,15.66,46.39,8.43,14.46,5.42,15.66,47.59,15.06,44.88,67.47,9.04,42.17,93.98,85.54,23.49,36.45,28.92,42.17,90.96,89.76,65.66,56.02,67.77,75.3,26.2,51.51,28.92,4.22,10.54,76.51,81.93,34.04,79.82,18.07,66.87,7.83,37.95,66.87,16.27,86.45,82.83,81.02,82.53,92.77,33.13,44.88,87.35,32.53,56.93,50.6,70.18,93.98,84.94,32.53,52.41,35.54,57.53,54.22,13.25,28.92,6.63,29.82,39.76,28.61,52.41,68.07,81.93,77.41,35.84,18.67,59.94,56.33,40.96,11.45,18.07
Gladbach,26.5,13,50.3,62.05,40.36,57.23,65.96,91.27,48.19,44.58,54.82,53.61,56.02,54.82,51.81,50.6,42.17,24.7,55.72,39.16,71.69,56.33,50.0,39.16,50.6,91.27,70.48,87.95,89.16,31.63,75.3,56.93,67.47,52.41,41.27,98.8,98.8,57.23,81.93,72.89,62.65,40.36,60.24,57.23,7.23,6.63,41.57,68.07,27.11,40.06,69.28,55.42,89.76,44.88,66.57,64.76,23.49,20.48,89.46,54.52,66.87,31.93,74.7,39.16,46.08,65.96,67.77,13.25,46.08,63.86,33.13,44.88,58.13,82.53,40.36,31.02,57.83,53.61,77.11,56.63,56.93,70.48,53.01,48.8,46.39,56.63,75.3,29.82,32.23,38.86,69.88,61.14,63.86,58.43,58.13,50.3,25.3,53.31,58.43,100.0,45.18
Go Ahead Eag,25.6,5,17.77,15.66,9.34,38.86,18.07,12.35,13.86,28.01,50.0,46.39,42.17,37.95,54.82,48.19,75.3,72.89,19.28,52.41,50.6,69.88,34.64,14.46,36.75,25.9,43.98,24.7,24.4,77.11,34.64,20.48,81.93,50.0,62.35,67.47,16.87,37.95,98.19,79.52,17.47,50.0,15.66,37.95,0.6,12.95,68.67,34.64,6.63,85.24,97.89,47.59,52.11,81.33,66.57,84.04,3.61,15.36,18.07,42.17,66.87,11.45,26.51,54.52,20.78,98.8,99.4,93.67,58.43,17.17,33.13,99.1,96.39,36.45,51.2,88.55,39.16,65.36,94.58,40.06,19.58,36.14,96.39,30.72,13.86,19.88,39.76,90.96,40.36,38.86,25.3,61.14,71.69,73.49,59.04,88.55,95.78,88.55,89.76,18.07,19.88
