Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
David Sualehe,POR,FC Noah,UEFA Europa Conference League,LB,Defender,28,180,1,59,86,71,31
David Tkac,CZE,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,23,45,1,44,20,27,20
David Zima,CZE,Slavia Prague,UEFA Champions League,CB,Defender,24,270,1,38,30,20,57
Davide Bartesaghi,ITA,Milan,Italian Serie A,WB,Midfielder,19,211,1,45,52,67,53
Davide Calabria,ITA,Panathinaikos,UEFA Europa League,RB,Defender,28,116,1,52,53,78,44
Davide Frattesi,ITA,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,25,283,1,50,44,65,48
Davide Zappacosta,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,33,505,1,47,64,61,38
Davinchi,ESP,Getafe,Spanish La Liga,LB,Defender,17,429,1,56,58,64,63
Davinson Sánchez,COL,Galatasaray,UEFA Champions League,CB,Defender,29,270,1,30,31,44,66
Davy Klaassen,NED,Ajax,UEFA Champions League,RM,Midfielder,32,225,1,43,51,43,35
Davíð Ingvarsson,ISL,Breiðablik,UEFA Europa Conference League,LW,Forward,26,71,1,32,23,34,19
Dawda Camara,MTN,Girona,Spanish La Liga,AM,Forward,22,72,1,35,44,11,40
Dawid Drachal,POL,Jagiellonia,UEFA Europa Conference League,AM,Forward,20,24,1,30,45,24,20
Dayann Methalie,FRA,Toulouse,French Ligue 1,LM,Midfielder,19,518,1,43,39,65,66
Dayot Upamecano,FRA,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,26,759,1,48,42,44,45
Dean Huijsen,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,20,750,1,49,71,67,68
Dean James,IDN,Go Ahead Eag,UEFA Europa League,LB,Defender,25,270,1,58,82,71,40
Declan Rice,ENG,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,26,846,1,73,81,74,42
Dehmaine Assoumani,FRA,Nantes,French Ligue 1,CM,Midfielder,20,259,1,36,58,66,31
Deiver Machado,COL,Lens,French Ligue 1,WB,Midfielder,31,210,1,40,28,74,33
Dejan Ljubicic,AUT,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,28,230,1,78,32,55,40
Dejan Petrovič,SVN,Rijeka,UEFA Europa Conference League,CM,Midfielder,27,90,1,34,22,13,37
Dele,NGA,Ferencváros,UEFA Europa League,AM,Forward,24,83,1,74,59,68,74
Denil Castillo,ECU,Midtjylland,UEFA Europa League,CM,Midfielder,21,201,1,26,53,49,52
Denis Alibec,ROU,FCSB,UEFA Europa League,AM,Forward,34,90,1,54,77,27,41
Denis Huseinbasic,BIH,Köln,German Bundesliga,CM,Midfielder,24,141,1,33,36,44,66
Denis Suárez,ESP,Alavés,Spanish La Liga,CM,Midfielder,31,189,1,50,47,72,30
Denis Višinský,CZE,Viktoria Plzeň,UEFA Europa League,AM,Forward,22,110,1,28,21,45,29
Denis Zakaria,SUI,Monaco,French Ligue 1,CM,Midfielder,28,360,1,44,71,54,48
Deniz Gül,TUR,Porto,UEFA Europa League,AM,Forward,21,86,1,46,32,48,32
Deniz Undav,GER,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,29,155,1,29,56,33,50
Dennis Johnsen,NOR,Cremonese,Italian Serie A,AM,Forward,27,124,1,35,49,57,44
Dennis Man,ROU,PSV Eindhoven,UEFA Champions League,RW,Forward,27,173,1,78,37,69,41
Dennis Politic,ROU,FCSB,UEFA Europa League,AM,Forward,25,37,1,40,20,50,32
Denso Kasius,NED,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,23,161,1,60,90,86,50
Denys Popov,UKR,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,26,90,1,46,35,61,50
Denzel De Roeve,BEL,Brann,UEFA Europa League,RB,Defender,21,197,1,47,48,73,59
Denzel Dumfries,NED,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,29,721,1,77,56,68,64
Dereck Kutesa,SUI,AEK Athens,UEFA Europa Conference League,LM,Forward,27,104,1,90,52,87,49
Derek Cornelius,CAN,"Marseille, Rangers","French Ligue 1, UEFA Europa League",CB,Defender,27,230,1,38,27,33,49
Dermane Karim,TOG,Lorient,French Ligue 1,AM,Forward,21,368,1,37,55,56,60
Deroy Duarte,CPV,Ludogorets,UEFA Europa League,CM,Midfielder,26,164,1,40,47,23,77
Derrick Köhn,GER,Union Berlin,German Bundesliga,WB,Midfielder,26,377,1,47,44,52,47
Derrick Luckassen,NED,Pafos FC,UEFA Champions League,CB,Defender,30,270,1,39,30,35,37
Derry Murkin,ENG,Utrecht,UEFA Europa League,LW,Forward,26,104,1,40,29,55,64
Derry Scherhant,GER,Freiburg,"German Bundesliga, UEFA Europa League",LW,Forward,22,265,1,89,61,72,63
Destiny Udogie,ITA,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,22,335,1,54,77,88,58
Devyne Rensch,NED,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,22,250,1,42,52,67,63
Diego Carlos,BRA,Como,Italian Serie A,CB,Defender,32,315,1,37,25,18,62
Diego Coppola,ITA,Brighton,English Premier League,CB,Defender,21,18,1,54,40,32,38
Diego Gómez,PAR,Brighton,English Premier League,AM,Forward,22,347,1,39,38,30,80
Diego Llorente,ESP,Betis,Spanish La Liga,CB,Defender,32,45,1,49,25,16,25
Diego López,ESP,Valencia,Spanish La Liga,LM,Midfielder,23,655,1,75,52,62,41
Diego Moreira,BEL,Strasbourg,"French Ligue 1, UEFA Europa Conference League",WB,Forward,21,567,1,65,85,73,71
Diego Pampín,ESP,Levante,Spanish La Liga,LB,Defender,25,118,1,52,53,75,75
Diego Rico,ESP,Getafe,Spanish La Liga,CB,Defender,32,708,1,52,62,59,60
Diego Rodrigues,POR,Braga,UEFA Europa League,AM,Forward,20,53,1,51,35,57,49
Dilane Bakwa,FRA,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1, UEFA Europa League",AM,Defender,23,327,1,96,86,93,29
Dimitri Foulquier,FRA,Valencia,Spanish La Liga,RB,Defender,32,630,1,49,52,56,47
Dimitri Lavalée,BEL,Sturm Graz,UEFA Europa League,CB,Defender,28,270,1,41,37,33,49
Dimitris Giannoulis,GRE,Augsburg,German Bundesliga,WB,Midfielder,30,313,1,69,47,63,55
Dimitris Pelkas,GRE,PAOK,UEFA Europa League,RW,Forward,31,10,1,28,37,41,20
Dimitris Rallis,GRE,Jagiellonia,UEFA Europa Conference League,AM,Forward,20,7,1,37,33,40,18
Dinis Almeida,POR,Ludogorets,UEFA Europa League,CB,Defender,30,267,1,50,26,18,61
Diogo Dalot,POR,Manchester Utd,English Premier League,WB,Midfielder,26,426,1,47,69,74,49
Diogo Leite,POR,Union Berlin,German Bundesliga,CB,Defender,26,340,1,41,28,39,35
Diogo Nascimento,POR,Olympiacos,UEFA Champions League,AM,Forward,22,60,1,28,26,13,66
Dion Drena Beljo,CRO,Dinamo Zagreb,UEFA Europa League,AM,Forward,23,214,1,77,44,38,56
Djaoui Cissé,FRA,Rennes,French Ligue 1,CM,Midfielder,21,240,1,50,57,63,55
Djed Spence,ENG,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,25,650,1,49,59,87,40
Djeidi Gassama,FRA,Rangers,UEFA Europa League,LW,Forward,22,270,1,71,51,81,50
Djené,TOG,Getafe,Spanish La Liga,CB,Defender,33,625,1,40,28,45,53
Djibril Sidibé,FRA,Toulouse,French Ligue 1,CB,Defender,33,470,1,86,72,61,54
Djibril Sow,SUI,Sevilla,Spanish La Liga,CM,Midfielder,28,319,1,75,61,49,63
Dodi Lukebakio,BEL,"Benfica, Sevilla","Spanish La Liga, UEFA Champions League",RM,Forward,28,346,1,73,68,65,58
Dodô,BRA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,26,705,1,49,54,73,40
Domagoj Bradarić,CRO,Hellas Verona,Italian Serie A,WB,Midfielder,25,509,1,41,55,49,49
Domagoj Vida,CRO,AEK Athens,UEFA Europa Conference League,CB,Defender,36,90,1,41,25,17,57
Domantas Šimkus,LTU,Ħamrun Spartans FC,UEFA Europa Conference League,RM,Midfielder,29,66,1,38,19,24,13
Domenico Berardi,ITA,Sassuolo,Italian Serie A,RW,Forward,31,529,1,52,70,43,73
Domingos André Ribeiro Almeida,POR,Valencia,Spanish La Liga,AM,Forward,25,88,1,47,56,60,29
Domingos Duarte,POR,Getafe,Spanish La Liga,CB,Defender,30,585,1,36,26,18,54
Domingos Quina,POR,Pafos FC,UEFA Champions League,AM,Forward,25,90,1,38,20,39,67
Dominic Calvert-Lewin,ENG,Leeds United,English Premier League,AM,Forward,28,448,1,54,50,31,53
Dominic Solanke,ENG,Tottenham,English Premier League,AM,Forward,27,33,1,45,20,17,70
Dominik Kohr,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,31,562,1,89,77,72,68
Dominik Pech,CZE,Young Boys,UEFA Europa League,AM,Forward,19,39,1,23,43,68,77
Dominik Prpić,CRO,Porto,UEFA Europa League,CB,Defender,21,90,1,23,38,58,75
Dominik Schmid,SUI,Basel,UEFA Europa League,LB,Defender,27,270,1,46,73,82,60
Dominik Szoboszlai,HUN,Liverpool,"English Premier League, UEFA Champions League",RB,Defender,24,990,1,91,88,84,46
Dominik Weixelbraun,AUT,Rapid Wien,UEFA Europa Conference League,AM,Forward,21,6,1,28,20,10,18
Dominique Heintz,GER,Köln,German Bundesliga,CB,Defender,32,129,1,50,38,27,66
Doni Arifi,FIN,KuPS,UEFA Europa Conference League,CM,Midfielder,23,129,1,46,66,52,63
Donny van de Beek,NED,Girona,Spanish La Liga,AM,Forward,28,41,1,34,34,15,22
Donyell Malen,NED,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,26,394,1,68,33,49,60
Dor Peretz,ISR,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,30,204,1,24,52,39,36
Douglas Luiz,BRA,Nott'ham Forest,"English Premier League, UEFA Europa League",CM,Midfielder,27,256,1,54,72,55,40
Duje Dujmović,CRO,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,21,180,1,76,29,24,67
Duje Ćaleta-Car,CRO,Real Sociedad,Spanish La Liga,CB,Defender,29,697,1,42,57,41,48
Duván Zapata,COL,Torino,Italian Serie A,AM,Forward,34,29,1,46,20,56,41
Dušan Stojinovič,SVN,Jagiellonia,UEFA Europa Conference League,CB,Defender,25,180,1,78,41,18,52
Dušan Vlahović,SRB,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,25,348,1,83,47,50,43
Dwight McNeil,ENG,Everton,English Premier League,AM,Forward,25,25,1,30,27,34,41
Dylan Watts,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,28,112,1,54,85,62,30
Dávid Hancko,SVK,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,27,791,1,51,68,76,51
Désiré Doué,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Forward,20,273,1,86,76,84,65
Dženan Pejčinović,GER,Wolfsburg,German Bundesliga,AM,Forward,20,228,1,29,25,38,49
Ebenezer Akinsanmiro,NGA,Pisa,Italian Serie A,CM,Midfielder,20,479,1,53,53,65,49
Eberechi Eze,ENG,"Arsenal, Crystal Palace","English Premier League, UEFA Champions League",AM,Forward,27,616,1,44,74,58,66
Ebrima Colley,GAM,Young Boys,UEFA Europa League,LM,Midfielder,25,24,1,43,34,42,11
Eddie Nketiah,ENG,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,26,155,1,90,78,61,44
Eddy Kouadio,CIV,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,19,49,1,59,41,46,32
Eder,BRA,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,36,156,1,41,27,40,47
Edimilson Fernandes,SUI,Young Boys,UEFA Europa League,CM,Midfielder,29,265,1,51,85,43,30
Edimilson Filho,BRA,Qaırat Almaty,UEFA Champions League,AM,Forward,28,47,1,78,33,11,39
Edin Džeko,BIH,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,39,242,1,73,58,64,62
Edmond Tapsoba,BFA,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,26,900,1,77,55,48,50
Edmund Baidoo,GHA,RB Salzburg,UEFA Europa League,AM,Forward,19,171,1,80,54,76,54
Edoardo Goldaniga,ITA,Como,Italian Serie A,CB,Defender,31,1,1,36,23,16,8
Edoardo Iannoni,ITA,Sassuolo,Italian Serie A,RM,Midfielder,24,63,1,83,48,30,38
Edon Zhegrova,KVX,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,26,38,1,68,84,97,18
Edson Álvarez,MEX,Fenerbahçe,UEFA Europa League,CM,Midfielder,27,117,1,40,47,39,53
Edu Expósito,ESP,Espanyol,Spanish La Liga,DM,Midfielder,29,573,1,56,93,77,58
Eduardo Camavinga,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,22,160,1,77,47,79,77
Eduardo Guerrero,PAN,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,25,180,1,28,41,42,40
Eduardo Quaresma,POR,Sporting CP,UEFA Champions League,CB,Defender,23,156,1,36,36,46,66
Edvin Kurtulus,SWE,Ludogorets,UEFA Europa League,CB,Defender,25,97,1,49,25,34,50
Edward Chilufya,ZAM,Midtjylland,UEFA Europa League,AM,Forward,26,21,1,41,20,34,18
Eggert Aron Guðmundsson,ISL,Brann,UEFA Europa League,LW,Forward,21,188,1,37,59,67,52
Eguinaldo,BRA,Shakhtar,UEFA Europa Conference League,LM,Midfielder,21,58,1,41,20,72,67
Egzon Bejtulai,MKD,KF Drita,UEFA Europa Conference League,CB,Defender,31,180,1,37,30,48,19
Eivind Helland,NOR,Brann,UEFA Europa League,CB,Defender,20,270,1,34,32,43,66
El Hadji Diouf,SEN,West Ham,English Premier League,WB,Midfielder,20,270,1,37,62,58,45
El Hadji Malick Diouf,SEN,West Ham,English Premier League,LB,Defender,20,405,1,62,78,75,38
Elad Madmon,ISR,Maccabi Tel Aviv,UEFA Europa League,LW,Forward,21,82,1,50,31,41,41
Eli Junior Kroupi,FRA,Bournemouth,English Premier League,AM,Forward,19,97,1,90,20,38,21
Elias Achouri,TUN,FC Copenhagen,UEFA Champions League,LM,Midfielder,26,180,1,55,71,74,37
Elias Saad,TUN,Augsburg,German Bundesliga,AM,Forward,25,368,1,39,41,59,66
Eliesse Ben Seghir,MAR,"Leverkusen, Monaco","French Ligue 1, German Bundesliga, UEFA Champions League",AM,Forward,20,299,1,41,72,81,54
Eliezer Mayenda,ESP,Sunderland,English Premier League,AM,Forward,20,260,1,59,37,40,41
Elif Elmas,MKD,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,26,133,1,41,53,69,41
Elijah Dijkstra,NED,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,19,19,1,36,23,45,23
Elisha Owusu,GHA,Auxerre,French Ligue 1,CM,Midfielder,27,632,1,36,40,32,63
Elliot Anderson,ENG,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,22,989,1,54,82,79,55
Ellyes Skhiri,TUN,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,30,276,1,37,39,31,46
Elseid Hysaj,ALB,Lazio,Italian Serie A,RB,Defender,31,153,1,50,49,45,39
Elvin Cəfərquliyev,AZE,Qarabağ,UEFA Champions League,LB,Defender,24,255,1,48,44,70,52
Elvis Rexhbeçaj,KVX,Augsburg,German Bundesliga,CM,Midfielder,27,304,1,45,39,45,63
Elye Wahi,FRA,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,22,229,1,44,49,33,48
Emannuel Uchenna,NGA,Sparta Prague,UEFA Europa Conference League,CB,Defender,21,32,1,56,61,26,27
Emanuel Aiwum,AUT,Sturm Graz,UEFA Europa League,CB,Defender,24,270,1,41,24,17,52
Emanuel Emegha,NED,Strasbourg,French Ligue 1,AM,Forward,22,228,1,63,43,24,37
Emanuele Valeri,ITA,Parma,Italian Serie A,WB,Midfielder,26,475,1,46,74,59,58
Emerson Palmieri,ITA,Marseille,"French Ligue 1, UEFA Champions League",LB,Defender,31,517,1,50,62,59,59
Emersonn,BRA,Toulouse,French Ligue 1,AM,Forward,21,175,1,83,45,56,42
Emi Buendía,ARG,Aston Villa,"English Premier League, UEFA Europa League",LW,Forward,28,546,1,74,83,61,74
Emil Holm,SWE,Bologna,"Italian Serie A, UEFA Europa League",RB,Defender,25,305,1,86,62,74,56
Emil Kornvig,DEN,Brann,UEFA Europa League,RM,Midfielder,25,266,1,60,56,55,68
Emile Smith Rowe,ENG,Fulham,English Premier League,AM,Forward,25,157,1,61,47,55,29
Emir Karic,AUT,Sturm Graz,UEFA Europa League,LB,Defender,28,270,1,55,75,55,67
Emir Sahiti,KVX,Hamburger SV,German Bundesliga,RW,Forward,26,120,1,32,34,55,19
Emirhan İlkhan,TUR,Torino,Italian Serie A,CM,Midfielder,21,57,1,38,21,29,13
Emmanouil Siopis,GRE,Panathinaikos,UEFA Europa League,CM,Midfielder,31,204,1,38,28,15,68
Emmanuel Addai,GHA,Qarabağ,UEFA Champions League,LW,Forward,24,81,1,89,72,63,50
Emmanuel Agbadou,CIV,Wolves,English Premier League,CB,Defender,28,526,1,49,65,56,69
Emmanuel Biumla,FRA,Angers,French Ligue 1,CB,Defender,20,129,1,42,24,21,55
Emmanuel Ekong,SWE,Malmö,UEFA Europa League,AM,Forward,23,126,1,30,56,30,44
Emre Kılınç,TUR,Samsunspor,UEFA Europa Conference League,RM,Midfielder,31,18,1,39,19,33,13
Endrit Krasniqi,KVX,Shkëndija 79,UEFA Europa Conference League,AM,Forward,30,142,1,45,55,26,52
Enric Saborit,ESP,AÉK Lárnaka,UEFA Europa Conference League,CB,Defender,33,90,1,36,28,25,20
Enrico Del Prato,ITA,Parma,Italian Serie A,CB,Defender,25,630,1,51,49,52,41
Enzo Barrenechea,ARG,Benfica,UEFA Champions League,CM,Midfielder,24,270,1,70,34,42,69
Enzo Boyomo,CMR,Osasuna,Spanish La Liga,CB,Defender,24,807,1,48,64,54,62
Enzo Ebosse,CMR,Hellas Verona,Italian Serie A,CB,Defender,26,54,1,40,53,28,10
Enzo Fernández,ARG,Chelsea,"English Premier League, UEFA Champions League",DM,Midfielder,24,833,1,67,75,48,45
Enzo Koffi Vinette,FRA,Le Havre,French Ligue 1,LB,Defender,19,7,1,36,42,51,10
Enzo Le Fée,FRA,Sunderland,English Premier League,LW,Forward,25,467,1,49,49,37,67
Enzo Molebe,FRA,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,18,24,1,21,20,46,20
Eray Cömert,SUI,Valencia,Spanish La Liga,CB,Defender,27,11,1,36,23,44,11
Ercan Kara,AUT,Rapid Wien,UEFA Europa Conference League,AM,Forward,29,110,1,26,20,28,55
Eren Dinkçi,GER,Freiburg,"German Bundesliga, UEFA Europa League",RW,Forward,23,278,1,29,53,45,65
Eren Elmalı,TUR,Galatasaray,UEFA Champions League,LB,Defender,25,98,1,57,51,57,42
Eric Bailly,CIV,Oviedo,Spanish La Liga,CB,Defender,31,270,1,42,44,22,64
Eric Boakye,GHA,FC Noah,UEFA Europa Conference League,RB,Defender,25,161,1,59,85,57,62
Eric Dier,ENG,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,31,720,1,83,62,40,45
Eric García,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,24,866,1,72,75,70,67
Eric Martel,GER,Köln,German Bundesliga,CM,Midfielder,23,598,1,40,55,34,72
Eric Smith,SWE,St. Pauli,German Bundesliga,CB,Defender,28,630,1,77,52,55,39
Erick Marcus,BRA,Ludogorets,UEFA Europa League,LW,Forward,21,125,1,34,40,48,79
Erik Palmer-Brown,USA,Panathinaikos,UEFA Europa League,CB,Defender,28,90,1,54,38,25,70
Erik Prekop,SVK,Slavia Prague,UEFA Champions League,AM,Forward,28,3,1,28,20,40,18
Erkin Tapalov,KAZ,Qaırat Almaty,UEFA Champions League,RB,Defender,32,178,1,56,65,80,56
Erling Haaland,NOR,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,25,937,1,82,44,38,41
Ermal Krasniqi,KVX,Legia Warsaw,UEFA Europa Conference League,LM,Midfielder,27,66,1,41,38,69,67
Ermedin Demirović,BIH,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,27,672,1,56,59,36,48
Ernest Poku,NED,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,21,451,1,70,73,83,41
Esmir Bajraktarevic,BIH,PSV Eindhoven,UEFA Champions League,RW,Forward,20,18,1,48,51,50,53
Esteban Lepaul,FRA,"Angers, Rennes",French Ligue 1,AM,Forward,25,695,1,65,47,27,38
Estêvão Willian,BRA,Chelsea,"English Premier League, UEFA Champions League",RW,Forward,18,414,1,63,70,84,52
Ethan Ampadu,WAL,Leeds United,English Premier League,CM,Midfielder,25,517,1,37,46,46,66
Ethan Mbappé,FRA,Lille,French Ligue 1,RW,Forward,18,35,1,98,67,71,20
Ethan Nwaneri,ENG,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,18,167,1,49,48,76,29
Ethan Pinnock,JAM,Brentford,English Premier League,CB,Defender,32,155,1,41,27,24,40
Etienne Youte Kinkoue,FRA,Le Havre,French Ligue 1,CB,Defender,23,221,1,43,33,28,20
Etta Eyong,CMR,Levante,Spanish La Liga,AM,Forward,21,176,1,50,43,20,78
Evan Caffrey,IRL,Shelbourne FC,UEFA Europa Conference League,CB,Defender,22,54,1,41,39,38,23
Evan Ferguson,IRL,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,21,412,1,42,54,54,47
Evangelos Andreou,CYP,AC Omonia,UEFA Europa Conference League,RW,Forward,23,90,1,29,42,52,50
Evanilson,BRA,Bournemouth,English Premier League,AM,Forward,25,616,1,52,41,29,43
Evann Guessand,CIV,Aston Villa,"English Premier League, UEFA Europa League",RW,Forward,24,614,1,52,51,56,60
Evert Linthorst,NED,Go Ahead Eag,UEFA Europa League,DM,Midfielder,25,158,1,42,30,35,47
Ewandro,BRA,AC Omonia,UEFA Europa Conference League,AM,Forward,29,180,1,52,92,57,55
Exequiel Palacios,ARG,Leverkusen,German Bundesliga,CM,Midfielder,26,44,1,44,74,42,49
Ezechiel Banzuzi,NED,RB Leipzig,German Bundesliga,RM,Midfielder,20,260,1,50,43,49,74
Ezequiel Ávila,ARG,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,31,147,1,31,54,50,50
Ezequiél Fernández,ARG,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,23,451,1,41,61,48,53
Ezri Konsa,ENG,Aston Villa,"English Premier League, UEFA Europa League",CB,Defender,27,785,1,48,41,45,27
Fabian Rieder,SUI,"Augsburg, Rennes","French Ligue 1, German Bundesliga",AM,Forward,23,570,1,67,73,59,62
Fabian Schär,SUI,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,33,420,1,43,42,32,55
Fabiano Parisi,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,24,153,1,50,60,65,47
Fabio Baldé,POR,Hamburger SV,German Bundesliga,LW,Forward,20,62,1,39,20,61,43
Fabio Carvalho,POR,Brentford,English Premier League,CM,Forward,23,97,1,73,33,33,54
Fabio Chiarodia,ITA,Gladbach,German Bundesliga,CB,Defender,20,279,1,47,60,41,56
Fabio Vieira,POR,Hamburger SV,German Bundesliga,CM,Midfielder,25,242,1,53,88,66,23
Fabián Ruiz Peña,ESP,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,29,475,1,86,88,60,50
Fabrice Tamba,SEN,Shkëndija 79,UEFA Europa Conference League,RW,Forward,21,161,1,27,39,79,78
Facundo Buonanotte,ARG,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,20,188,1,44,61,66,51
Facundo Garcés,MAS,Alavés,Spanish La Liga,CB,Defender,26,540,1,46,30,19,52
Facundo Medina,ARG,Marseille,"French Ligue 1, UEFA Champions League",CB,Defender,26,270,1,52,61,51,55
Fali Candé,GNB,Sassuolo,Italian Serie A,LB,Defender,27,72,1,46,33,45,68
Fallou Cham,NAN,Hellas Verona,Italian Serie A,WB,Midfielder,0,192,1,48,48,50,79
Fares Chaïbi,ALG,Eint Frankfurt,"German Bundesliga, UEFA Champions League",DM,Midfielder,22,716,1,79,74,75,58
Faris Pemi Moumbagna,CMR,Cremonese,Italian Serie A,AM,Forward,25,15,1,34,20,32,42
Faustino Anjorin,ENG,Torino,Italian Serie A,AM,Forward,23,29,1,27,36,40,40
Fedde Leysen,BEL,Union SG,UEFA Champions League,CB,Defender,22,270,1,34,47,36,56
Federico Baschirotto,ITA,Cremonese,Italian Serie A,CB,Defender,29,630,1,76,26,27,38
Federico Bernardeschi,ITA,Bologna,"Italian Serie A, UEFA Europa League",RW,Forward,31,341,1,54,78,73,47
Federico Bonazzoli,ITA,Cremonese,Italian Serie A,AM,Forward,28,326,1,65,30,35,47
Federico Ceccherini,ITA,Cremonese,Italian Serie A,CB,Defender,33,110,1,36,29,36,37
Federico Chiesa,ITA,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,27,131,1,93,84,56,60
Federico Dimarco,ITA,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,27,681,1,89,87,65,65
Federico Gatti,ITA,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,27,648,1,72,54,58,52
Federico Redondo,ARG,Elche,Spanish La Liga,CM,Midfielder,22,11,1,34,19,12,28
Federico Valverde,URU,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,27,925,1,49,80,67,52
Federico Viñas,URU,Oviedo,Spanish La Liga,AM,Forward,27,263,1,32,42,32,85
Felix Agu,NGA,Werder Bremen,German Bundesliga,LB,Defender,26,484,1,58,59,70,72
Felix Mambimbi,SUI,Le Havre,French Ligue 1,CM,Midfielder,24,129,1,40,24,47,51
Felix Myhre,NOR,Brann,UEFA Europa League,LM,Midfielder,26,180,1,64,75,43,50
Felix Nmecha,GER,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,25,634,1,83,67,54,50
Felix Tsimba,SUI,Young Boys,UEFA Europa League,AM,Forward,19,9,1,34,20,38,18
Fer López,NAN,Wolves,English Premier League,CM,Midfielder,21,121,1,59,94,86,49
Ferdi Kadioglu,TUR,Brighton,English Premier League,LB,Defender,26,467,1,57,74,83,43
Fermin López,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,22,419,1,93,73,83,63
Fernando Calero,ESP,Espanyol,Spanish La Liga,CB,Defender,30,446,1,28,28,38,57
Ferran Jutglà,ESP,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,26,437,1,43,50,65,50
Ferrán Torres,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,25,643,1,76,60,40,57
Fikayo Tomori,ENG,Milan,Italian Serie A,CB,Defender,27,594,1,40,59,39,54
Filip Helander,SWE,Häcken,UEFA Europa Conference League,CB,Defender,32,180,1,41,35,33,29
Filip Jagiełło,POL,Lech Poznań,UEFA Europa Conference League,DM,Midfielder,28,67,1,66,34,41,36
Filip Kaloč,CZE,Ludogorets,UEFA Europa League,AM,Midfielder,25,170,1,56,40,60,60
Filip Kostić,SRB,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,32,45,1,56,83,39,49
Filip Mladenović,SRB,Panathinaikos,UEFA Europa League,LB,Defender,34,95,1,60,70,68,11
Filip Rózga,POL,Sturm Graz,UEFA Europa League,LW,Forward,19,103,1,42,39,34,22
