Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Noah Atubolu,Freiburg,German Bundesliga,GK,Goalkeeper,GER,22,171.09,2307,26,6.58
Ognjen Čančarević,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,ARM,35,19.18,270,3,6.39
Oliver Baumann,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,34,224.58,3150,35,6.42
Omri Glazer,Red Star,UEFA Champions League,GK,Goalkeeper,ISR,28,17.82,270,3,5.94
Oscar Jansson,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,33,11.47,180,2,5.74
Panagiotis Retsos,Olympiacos,UEFA Europa League,GK,Goalkeeper,GRE,26,6.63,1,1,6.63
Patrick Drewes,Bochum,German Bundesliga,GK,Goalkeeper,GER,32,134.87,1889,21,6.42
Patrik Carlgren,Nantes,French Ligue 1,GK,Goalkeeper,SWE,33,32.46,417,5,6.49
Pau López,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,30,12.68,135,2,6.34
Paulo Gazzaniga,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ARG,33,279.31,3825,43,6.5
Pepe Reina,Como,Italian Serie A,GK,Goalkeeper,ESP,42,75.72,1034,12,6.31
Peter Vindahl Jensen,Sparta Prague,UEFA Champions League,GK,Goalkeeper,DEN,26,53.59,720,8,6.7
Philipp Hofmann,Bochum,German Bundesliga,GK,Goalkeeper,GER,31,6.37,1,1,6.37
Philipp Köhn,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,SUI,27,133.36,1890,21,6.35
Pierluigi Gollini,Genoa,Italian Serie A,GK,Goalkeeper,ITA,29,43.17,630,7,6.17
Pietro Terracciano,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,ITA,34,55.64,810,9,6.18
Przemysław Tytoń,Twente,UEFA Europa League,GK,Goalkeeper,POL,37,13.04,167,2,6.52
Péter Gulácsi,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,HUN,35,233.23,3171,36,6.48
Radosław Majecki,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,POL,25,149.43,2070,23,6.5
Razvan Sava,Udinese,Italian Serie A,GK,Goalkeeper,ROU,22,76.79,1080,12,6.4
Remko Pasveer,Ajax,UEFA Europa League,GK,Goalkeeper,NED,41,73.04,923,11,6.64
Ricardo,Malmö,UEFA Europa League,GK,Goalkeeper,BRA,31,29.57,405,5,5.91
Ricardo Manuel Silva,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,POR,25,36.96,540,6,6.16
Robert Sánchez,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,ESP,27,217.23,2970,33,6.58
Robin Olsen,Aston Villa,English Premier League,GK,Goalkeeper,SWE,35,26.04,226,4,6.51
Robin Zentner,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,30,211.17,2880,32,6.6
Roei Mashpati,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,ISR,32,45.23,630,7,6.46
Rohan Ferguson,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,SCO,27,37.65,540,6,6.28
Rome-Jayden Owusu-Oduro,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,NED,20,68.06,990,11,6.19
Rui Patrício,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,POR,37,26.06,360,4,6.52
Rui Silva,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,POR,31,112.17,1530,17,6.6
Ruslan Neshcheret,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,UKR,23,19.63,270,3,6.54
Rémy Descamps,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,FRA,28,12.46,180,2,6.23
Sam Johnstone,Wolves,English Premier League,GK,Goalkeeper,ENG,31,44.33,630,7,6.33
Semuel Pizzignacco,Monza,Italian Serie A,GK,Goalkeeper,ITA,23,55.6,736,9,6.18
Sergio Herrera,Osasuna,Spanish La Liga,GK,Goalkeeper,ESP,31,249.77,3330,37,6.75
Sergio Padt,Ludogorets,UEFA Europa League,GK,Goalkeeper,NED,34,26.4,360,4,6.6
Silviu Șmalenea,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,MDA,22,36.79,540,6,6.13
Simon Mignolet,Club Brugge,UEFA Champions League,GK,Goalkeeper,BEL,37,81.97,1080,12,6.83
Simon Sluga,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,CRO,31,6.37,90,1,6.37
Simone Perilli,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,30,13.42,180,2,6.71
Simone Scuffet,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,ITA,28,88.55,1260,14,6.32
Stefan Ortega,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,GER,32,98.45,1280,15,6.56
Stefan Târnovanu,FCSB,UEFA Europa League,GK,Goalkeeper,ROU,24,71.75,990,11,6.52
Stefano Turati,Monza,Italian Serie A,GK,Goalkeeper,ITA,23,190.1,2676,30,6.34
Steve Mandanda,Rennes,French Ligue 1,GK,Goalkeeper,FRA,40,111.95,1486,18,6.22
Stole Dimitrievski,Valencia,Spanish La Liga,GK,Goalkeeper,MKD,31,25.33,360,4,6.33
Sven Ulreich,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,36,12.09,135,2,6.04
Sławomir Abramowicz,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,POL,20,76.35,1080,12,6.36
Theo Sander,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,DEN,19,6.47,90,1,6.47
Thibaut Courtois,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,BEL,33,277.15,3780,42,6.6
Thijmen Nijhuis,HJK,UEFA Europa Conference League,GK,Goalkeeper,NED,26,37.17,540,6,6.2
Thomas Dähne,Holstein Kiel,German Bundesliga,GK,Goalkeeper,GER,31,57.3,810,9,6.37
Théo De Percin,Auxerre,French Ligue 1,GK,Goalkeeper,MTQ,23,13.18,180,2,6.59
Tiago Cardoso,Gladbach,German Bundesliga,GK,Goalkeeper,LUX,19,34.09,379,5,6.82
Timo Horn,Bochum,German Bundesliga,GK,Goalkeeper,GER,32,83.56,1170,13,6.43
Timon Weiner,Holstein Kiel,German Bundesliga,GK,Goalkeeper,GER,26,155.28,2250,25,6.21
Timon Wellenreuther,Feyenoord,UEFA Champions League,GK,Goalkeeper,GER,29,73.9,955,11,6.72
Tobias Sippel,Gladbach,German Bundesliga,GK,Goalkeeper,GER,36,5.55,59,1,5.55
Tom King,Wolves,English Premier League,GK,Goalkeeper,WAL,30,6.47,1,1,6.47
Tommaso Martinelli,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,ITA,18,6.88,90,1,6.88
Unai Marrero,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,23,33.04,450,5,6.61
Unai Simón,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,27,148.76,1980,22,6.76
Vanja Milinković-Savić,Torino,Italian Serie A,GK,Goalkeeper,SRB,28,245.18,3330,37,6.63
Veljko Ilic,TSC,UEFA Europa Conference League,GK,Goalkeeper,SRB,21,49.53,720,8,6.19
Vicente Guaita,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,38,215.62,3060,34,6.34
Vid Belec,APOEL,UEFA Europa Conference League,GK,Goalkeeper,SVN,34,50.56,720,8,6.32
Vitezslav Jaros,Liverpool,English Premier League,GK,Goalkeeper,CZE,23,7.14,12,1,7.14
Vitus Eicher,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,GER,34,5.73,90,1,5.73
Vladan Kovačević,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,BIH,27,12.63,180,2,6.32
Walter Benítez,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,ARG,32,75.75,990,11,6.89
Warleson,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,BRA,28,12.98,121,2,6.49
Wladimiro Falcone,Lecce,Italian Serie A,GK,Goalkeeper,ITA,30,245.0,3420,38,6.45
Wojciech Szczęsny,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,POL,35,151.87,2070,23,6.6
Yahia Fofana,Angers,French Ligue 1,GK,Goalkeeper,CIV,24,217.83,2970,33,6.6
Yann Sommer,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,SUI,36,311.33,4230,47,6.62
Yehvann Diouf,Reims,French Ligue 1,GK,Goalkeeper,SEN,25,224.14,3060,34,6.59
Yuri Lodygin,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,RUS,34,19.36,270,3,6.45
Zion Suzuki,Parma,Italian Serie A,GK,Goalkeeper,JPN,22,238.63,3314,37,6.45
Ádám Varga,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,25,12.02,148,2,6.01
Álex Domínguez,Toulouse,French Ligue 1,GK,Goalkeeper,ESP,26,6.6,19,1,6.6
Álex Remiro,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,30,293.59,4050,45,6.52
Álvaro Fernández,Sevilla,Spanish La Liga,GK,Goalkeeper,ESP,27,57.58,747,9,6.4
Ørjan Nyland,Sevilla,Spanish La Liga,GK,Goalkeeper,NOR,34,196.12,2673,30,6.54
Đorđe Petrović,Strasbourg,French Ligue 1,GK,Goalkeeper,SRB,25,204.47,2790,31,6.6
İrfan Can Eğribayat,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,TUR,26,42.31,540,6,7.05
Łukasz Fabiański,West Ham,English Premier League,GK,Goalkeeper,POL,40,93.65,1160,14,6.69
Łukasz Skorupski,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,POL,34,221.93,2994,34,6.53
