Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Defensive Actions Outside Penalty Area,Penalties Winner,Efficiency,Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Jacob Jackson,USA,Goalkeeper,FC Dallas,25,2000,4,3,342,67,93,97,56,18,21,39,46,64,89,94,33,19,94,98,60,46,37,67,71,95,50,60,50
Jacob Widell Zetterström,SWE,Goalkeeper,Derby County,27,1998,12,12,1080,50,70,77,52,65,73,39,46,65,94,91,73,57,36,89,57,18,37,50,27,69,50,57,50
Jakub Stolarczyk,POL,Goalkeeper,Leicester City,24,2000,12,12,1080,73,33,44,52,65,53,88,46,46,21,24,73,73,37,61,84,59,85,73,27,72,50,84,50
James Beadle,ENG,Goalkeeper,Birmingham City,21,2004,4,4,360,55,50,68,52,18,21,39,46,41,26,90,96,63,76,73,75,82,37,55,69,79,50,75,50
James Pantemis,CAN,Goalkeeper,Portland Timbers,28,1997,19,19,1710,47,72,76,45,84,70,97,46,54,63,38,82,50,55,66,41,68,96,47,16,60,50,41,50
Jamie Cumming,ENG,Goalkeeper,Oxford United,26,1999,12,12,1080,55,47,52,37,18,21,39,46,41,74,82,55,32,46,70,47,63,37,55,27,57,50,47,50
Jandrei,BRA,Goalkeeper,Juventude,32,1993,12,12,1080,30,50,34,52,65,73,39,46,65,78,62,44,17,44,73,84,18,37,30,27,19,50,84,50
Jari De Busser,BEL,Goalkeeper,Go Ahead Eag,26,1999,10,10,900,33,85,89,61,18,21,39,46,77,58,76,93,50,19,83,53,81,37,33,35,71,50,53,50
Jasper Schendelaar,NED,Goalkeeper,Zwolle,25,2000,2,2,180,15,58,31,12,94,95,39,46,87,74,83,70,94,67,13,75,74,37,15,84,11,50,75,50
Javier Burrai,ECU,Goalkeeper,Talleres,35,1990,5,4,405,89,15,19,95,75,21,98,46,9,61,30,50,92,71,76,81,50,97,89,80,63,50,81,50
Javier Otero,VEN,Goalkeeper,Orlando City,22,2002,2,2,180,73,25,31,12,94,95,39,46,49,14,3,8,81,31,93,97,28,37,73,84,64,50,97,50
Jayden Hibbert,CAN,Goalkeeper,Atlanta Utd,21,2004,8,8,720,25,85,84,52,18,21,39,46,79,16,23,63,70,27,35,68,61,37,25,50,51,50,68,50
Jeffrey Gal,USA,Goalkeeper,Chicago Fire,32,1993,7,6,591,47,8,7,34,61,69,39,46,19,19,13,39,58,42,18,79,25,37,47,57,14,50,79,50
Jeremías Ledesma,ARG,Goalkeeper,River Plate,32,1993,2,2,180,15,90,87,12,98,98,39,46,94,55,17,8,89,86,26,29,6,37,15,84,38,50,29,50
Jeroen Zoet,NED,Goalkeeper,AZ Alkmaar,34,1991,1,1,90,73,95,98,12,18,21,39,46,49,65,83,28,23,59,40,5,6,37,73,94,94,50,5,50
Jesse Joronen,FIN,Goalkeeper,Palermo,32,1993,8,8,720,94,15,44,88,53,21,95,46,12,87,80,61,49,45,46,15,28,93,94,50,95,50,15,50
Jesús Camargo,VEN,Goalkeeper,Dep Táchira,27,1997,6,6,540,21,91,91,12,18,21,39,46,85,36,34,38,81,88,87,47,94,37,21,60,58,50,47,50
Jesús Rodríguez,MEX,Goalkeeper,Puebla,32,1993,5,5,405,2,80,27,47,97,97,39,46,93,67,57,46,32,85,36,5,69,37,2,67,3,50,5,50
Jimmy Maurer,USA,Goalkeeper,Houston Dynamo,37,1988,2,1,120,86,33,58,12,18,21,39,46,5,55,67,61,23,17,26,57,43,37,86,90,87,50,57,50
Joe Lumley,ENG,Goalkeeper,Sheffield Weds,30,1995,2,2,180,38,83,87,12,18,21,39,46,76,55,82,68,13,93,9,29,94,37,38,84,69,50,29,50
Joe Walsh,ENG,Goalkeeper,QPR,23,2002,4,4,360,5,50,4,12,18,21,39,46,76,50,86,80,86,48,78,97,43,37,5,69,1,50,97,50
Joe Willis,USA,Goalkeeper,Nashville SC,37,1988,34,34,3060,52,41,36,56,61,56,85,46,51,19,15,67,84,27,23,67,34,81,52,3,35,50,67,50
Joel Drommel,NED,Goalkeeper,Sparta R'dam,28,1996,10,10,900,10,89,78,80,47,21,91,46,88,98,94,94,85,59,95,61,56,88,10,35,20,50,61,50
Joel Robles,ESP,Goalkeeper,Estoril,35,1990,9,9,810,35,37,23,12,92,93,39,46,78,90,90,35,71,94,73,47,96,37,35,43,16,50,47,50
John,BRA,Goalkeeper,Botafogo (RJ),29,1996,25,25,2250,87,21,35,86,43,53,39,46,16,44,30,71,35,35,54,61,50,37,87,27,82,50,61,50
John McCarthy,USA,Goalkeeper,NY Red Bulls,33,1992,12,12,1080,8,76,47,12,87,85,88,46,87,14,38,37,63,21,26,47,56,85,8,60,10,50,47,50
John Pulskamp,USA,Goalkeeper,Sporting KC,24,2001,34,34,3060,12,83,74,31,80,80,81,93,81,48,64,29,46,71,28,36,49,81,12,3,24,50,36,50
Jonathan Bond,ENG,Goalkeeper,Houston Dynamo,32,1993,26,26,2340,27,48,31,57,61,64,84,46,57,32,25,57,61,9,31,24,72,80,27,11,16,50,24,50
Jonathan Klinsmann,USA,Goalkeeper,Cesena,28,1997,9,9,810,57,8,6,29,50,61,39,46,28,24,65,33,27,64,61,47,12,37,57,43,13,50,47,50
Jonathan Sirois,CAN,Goalkeeper,CF Montréal,24,2001,23,23,2070,27,69,67,37,18,21,39,46,65,30,25,88,67,13,7,53,65,37,27,11,33,50,53,50
Jordan Farr,USA,Goalkeeper,D.C. United,31,1994,3,2,248,4,91,79,12,18,21,39,46,89,92,78,56,42,31,64,22,96,37,4,79,14,50,22,50
Jorge Broun,ARG,Goalkeeper,Rosario Central,39,1986,26,26,2339,93,7,17,88,39,45,39,46,6,68,32,10,60,82,64,42,13,37,93,11,90,50,42,50
Jorge Carranza,ARG,Goalkeeper,Aldosivi,44,1981,25,25,2250,45,55,62,59,62,70,39,46,35,65,54,23,57,56,59,66,51,37,45,11,51,50,66,50
Josef Bursik,ENG,Goalkeeper,Portsmouth,25,2000,6,6,540,50,47,58,37,18,21,39,46,38,93,97,95,87,72,73,75,63,37,50,60,66,50,75,50
Joshua Griffiths,ENG,Goalkeeper,West Brom,24,2001,12,12,1080,60,18,16,52,18,21,39,46,22,62,75,62,30,81,77,57,38,37,60,27,43,50,57,50
Josue Reinatti,ARG,Goalkeeper,Newell's OB,22,2003,2,2,180,15,95,95,12,94,95,39,46,94,31,4,64,100,3,78,92,28,37,15,84,64,50,92,50
José Antonio Rodríguez,MEX,Goalkeeper,Tijuana,33,1992,15,14,1339,53,58,66,80,71,65,86,46,39,88,59,89,31,88,71,32,35,83,53,20,59,50,32,50
José Contreras Verna,VEN,Goalkeeper,Barcelona,31,1994,5,5,396,81,66,79,85,77,21,99,46,52,34,63,12,34,93,54,95,6,98,81,67,79,50,95,50
José Corona,MEX,Goalkeeper,Tijuana,44,1981,1,1,11,98,0,0,12,18,21,39,46,0,0,0,0,0,0,0,5,6,37,98,100,0,50,5,0
José Rangel Aguilar,MEX,Goalkeeper,Guadalajara,25,2000,15,15,1350,50,45,39,43,90,87,86,96,39,29,11,30,52,63,16,26,94,95,50,20,34,50,26,50
José Santiago Hernández,MEX,Goalkeeper,Querétaro,28,1997,5,5,450,15,61,46,12,71,78,39,46,65,29,44,18,55,90,52,13,71,37,15,65,20,50,13,50
João Gonçalves,POR,Goalkeeper,AVS Futebol,24,2000,1,1,90,15,72,58,12,98,98,39,46,98,44,74,15,55,98,87,5,56,37,15,94,17,50,5,50
João Ricardo Riedi,BRA,Goalkeeper,Fortaleza,37,1988,20,20,1800,62,74,85,88,47,46,85,46,63,65,45,20,64,56,32,71,53,81,62,35,81,50,71,50
João Valido,POR,Goalkeeper,Arouca,25,2000,9,9,810,6,80,33,12,96,96,92,46,92,32,53,75,96,89,78,34,89,91,6,43,4,50,34,50
João Virgínia,POR,Goalkeeper,Sporting CP,26,1999,2,2,180,94,2,4,88,18,21,39,46,7,5,3,51,70,1,40,92,28,37,94,84,76,50,92,50
Juan Castillo,COL,Goalkeeper,Vitória,22,2003,5,5,450,59,67,78,43,71,78,39,46,38,49,31,24,15,26,44,38,78,37,59,65,76,50,38,50
Juan Cozzani,ARG,Goalkeeper,Platense,27,1998,21,21,1890,85,26,50,77,47,58,39,46,24,73,88,19,3,45,63,47,56,37,85,16,90,50,47,50
Juan Espínola,PAR,Goalkeeper,Newell's OB,30,1994,20,20,1800,27,63,53,52,47,58,39,46,45,88,82,34,39,65,80,86,49,37,27,35,26,50,86,50
Juan González,URU,Goalkeeper,Atlé Tucumán,32,1993,6,6,540,83,30,58,68,65,73,39,46,13,85,69,40,18,59,60,92,56,37,83,60,91,50,92,50
Juan Zozaya,ARG,Goalkeeper,Cen. Córdoba–SdE,24,2001,2,2,180,38,41,31,12,18,21,39,46,88,21,9,2,23,39,60,5,6,37,38,84,23,50,5,50
Julio José González,MEX,Goalkeeper,Puebla,34,1991,11,10,945,9,57,17,27,89,88,91,46,67,48,22,32,83,80,34,47,58,88,9,35,5,50,47,50
Kaique,BRA,Goalkeeper,Nacional,22,2003,3,3,270,73,6,6,68,87,90,39,46,11,89,95,75,73,81,84,96,87,37,73,76,23,50,96,50
Kayne van Oevelen,NED,Goalkeeper,Volendam,22,2003,10,10,900,33,79,81,27,18,21,39,46,62,81,95,88,58,84,76,75,60,37,33,35,55,50,75,50
Kevin Mier,COL,Goalkeeper,Cruz Azul,25,2000,14,14,1260,62,23,25,60,18,21,39,46,19,31,29,89,9,54,19,12,87,37,62,20,50,50,12,50
Keylor Navas,CRC,Goalkeeper,UNAM,38,1986,27,27,2430,73,52,70,68,69,49,86,94,41,71,47,23,25,94,82,36,32,91,73,20,80,50,36,50
Kim Joonhong,KOR,Goalkeeper,D.C. United,22,2003,8,8,720,8,79,49,31,79,85,39,46,91,91,78,59,45,54,21,40,85,37,8,50,10,50,40,50
Kjell Scherpen,NED,Goalkeeper,Union SG,25,2000,9,9,810,96,5,19,95,18,21,39,46,2,36,28,49,14,6,30,59,13,37,96,43,94,50,59,50
Kostas Lamprou,GRE,Goalkeeper,NAC Breda,34,1991,1,1,90,3,41,12,12,18,21,39,46,91,99,98,92,23,93,17,5,99,37,3,94,7,50,5,50
Kristijan Kahlina,CRO,Goalkeeper,Charlotte,33,1992,32,32,2880,47,79,83,77,82,85,81,46,73,19,12,58,86,31,58,43,36,77,47,3,70,50,43,50
Lars Unnerstall,GER,Goalkeeper,Twente,35,1990,10,10,900,27,19,7,12,18,21,39,46,34,51,42,49,47,26,17,29,64,37,27,35,9,50,29,50
Lautaro Morales,ARG,Goalkeeper,Lanús,25,1999,2,1,135,15,6,1,12,18,21,39,46,46,17,10,22,32,52,5,47,6,37,15,90,1,50,47,50
Lawrence Vigouroux,CHI,Goalkeeper,Swansea City,31,1993,12,12,1080,73,41,58,52,18,21,39,46,43,57,65,79,72,64,52,90,43,37,73,27,76,50,90,50
Lazar Carević,MNE,Goalkeeper,Famalicão,26,1999,9,9,810,95,30,67,95,50,61,39,46,13,13,28,68,50,26,50,34,65,37,95,43,95,50,34,50
Leandro Brey,ARG,Goalkeeper,Boca Juniors,23,2002,4,3,271,90,19,37,94,18,21,39,46,16,10,8,24,80,33,96,20,36,37,90,76,88,50,20,50
Leandro Chichizola,ARG,Goalkeeper,Modena,35,1990,9,9,810,93,3,9,84,50,61,39,46,9,96,90,90,30,18,11,68,18,37,93,43,82,50,68,50
Leo Kokubo,JPN,Goalkeeper,Sint-Truiden,24,2001,12,12,1080,50,53,63,37,65,73,39,46,65,36,39,57,66,25,31,80,77,37,50,27,62,50,80,50
Leonardo Linck,BRA,Goalkeeper,Botafogo (RJ),24,2001,11,10,946,50,36,29,60,69,76,39,46,42,24,31,53,9,14,66,58,26,37,50,35,32,50,58,50
Lorenzo Palmisani,ITA,Goalkeeper,Frosinone,21,2004,9,9,810,73,72,84,68,92,61,92,100,61,67,89,85,96,20,83,94,65,99,73,43,84,50,94,50
Lucas Acosta,ARG,Goalkeeper,Sarmiento,30,1995,29,29,2610,62,68,83,63,58,58,39,93,58,77,79,40,6,68,69,54,51,77,62,3,86,50,54,50
Lucas Arcanjo,BRA,Goalkeeper,Vitória,27,1998,29,29,2545,41,75,79,52,58,67,39,46,60,54,50,24,40,78,90,47,28,37,41,11,65,50,47,50
Lucas Bruera,ARG,Goalkeeper,Carabobo,28,1997,6,6,540,10,93,91,12,94,95,39,46,86,6,20,1,23,93,71,29,38,37,10,60,36,50,29,50
Lucas França,BRA,Goalkeeper,Nacional,29,1996,6,6,540,30,64,58,37,65,73,39,46,55,88,87,23,18,67,46,29,80,37,30,60,29,50,29,50
Lucas Verza,PAR,Goalkeeper,Olimpia,24,2001,1,1,90,98,12,12,98,98,21,100,46,49,44,52,28,98,86,17,75,6,100,98,94,38,50,75,50
Lucão,BRA,Goalkeeper,RB Bragantino,24,2001,4,4,360,10,96,96,52,18,21,39,46,96,6,10,46,75,76,85,57,43,37,10,69,57,50,57,50
Luis Barraza,USA,Goalkeeper,D.C. United,28,1996,24,24,2090,28,75,73,32,55,56,39,94,65,81,81,66,70,62,42,59,53,80,28,11,46,50,59,50
Luis Cárdenas,MEX,Goalkeeper,Monterrey,32,1993,2,2,180,15,93,95,12,18,21,39,46,43,14,39,99,81,10,26,5,6,37,15,84,80,50,5,50
Luis Ingolotti,ARG,Goalkeeper,Gimnasia–LP,25,2000,3,3,270,9,64,23,12,96,97,39,46,95,36,31,16,55,59,87,20,6,37,9,76,6,50,20,50
Luis Manuel García,MEX,Goalkeeper,Toluca,32,1992,7,6,543,61,39,47,37,94,95,39,46,52,16,12,57,59,75,43,5,53,37,61,60,61,50,5,50
Luis Mejía,PAN,Goalkeeper,Nacional,34,1991,6,6,540,30,76,75,37,65,73,39,46,82,11,20,3,6,36,55,75,28,37,30,60,45,50,75,50
Luis Ángel Malagón,MEX,Goalkeeper,América,28,1997,13,13,1170,66,10,9,63,18,21,39,46,28,38,23,47,10,27,7,18,62,37,66,27,25,50,18,50
Luka Gavran,CAN,Goalkeeper,Toronto FC,25,2000,3,3,270,73,12,12,12,18,21,39,46,8,27,60,70,43,52,68,75,56,37,73,76,38,50,75,50
Lukáš Horníček,CZE,Goalkeeper,Braga,23,2002,9,9,810,82,12,12,68,75,61,92,46,27,11,20,90,69,23,6,34,98,91,82,43,38,50,34,50
Léo Aragão,BRA,Goalkeeper,Cruzeiro,23,2002,3,2,244,96,19,53,97,18,21,39,46,4,9,9,6,90,95,79,5,6,37,96,79,96,50,5,50
Léo Jardim,BRA,Goalkeeper,Vasco da Gama,30,1995,29,29,2605,53,38,45,49,41,49,39,46,41,12,15,45,39,66,67,71,60,37,53,3,58,50,71,50
Maarten Paes,IDN,Goalkeeper,FC Dallas,27,1998,22,22,1980,17,66,47,33,84,89,39,46,85,74,50,50,57,50,81,63,71,37,17,16,15,50,63,50
Magrão,BRA,Goalkeeper,Fortaleza,25,2000,3,3,270,50,41,39,12,96,97,39,46,58,21,20,4,55,81,9,20,18,37,50,76,42,50,20,50
Manuel Roffo,ARG,Goalkeeper,Instituto,25,2000,29,29,2610,65,35,41,81,41,49,39,46,28,70,57,26,46,54,60,80,26,37,65,3,61,50,80,50
Manuel Vicentini,ARG,Goalkeeper,Belgrano,35,1990,5,5,450,73,28,26,80,71,21,98,46,80,60,85,38,41,78,96,38,95,97,73,65,38,50,38,50
Marcelo Lomba,BRA,Goalkeeper,Palmeiras,38,1986,2,2,180,73,25,31,88,18,21,39,46,20,55,5,28,98,76,26,75,28,37,73,94,64,50,75,50
Marco Bleve,ITA,Goalkeeper,Carrarese,30,1995,9,9,810,57,17,15,84,18,21,39,46,19,83,62,84,17,19,52,68,45,37,57,43,33,50,68,50
Marco Festa,ITA,Goalkeeper,Mantova,33,1992,9,9,810,30,53,49,29,50,21,39,98,67,11,4,78,62,17,50,47,24,91,30,43,41,50,47,50
Marcos Felipe,BRA,Goalkeeper,Bahia,29,1996,15,14,1332,68,34,45,74,58,67,39,46,25,40,26,77,84,73,76,32,86,37,68,55,72,50,32,50
Marcos Ignacio Ledesma,ARG,Goalkeeper,Barracas Central,29,1996,28,28,2520,64,48,65,52,18,21,39,46,23,90,84,14,46,71,92,93,23,37,64,11,77,50,93,50
Marcos Peano,ARG,Goalkeeper,La Louvière,27,1998,12,12,1080,83,53,75,88,65,53,39,97,52,95,93,75,43,59,84,88,93,85,83,27,89,50,88,50
Marcão,BRA,Goalkeeper,Juventude,33,1992,6,5,495,21,96,98,41,68,75,39,46,91,9,29,43,86,15,56,55,42,37,21,63,84,50,55,50
Marino Arzamendia,PAR,Goalkeeper,Olimpia,27,1998,2,2,180,1,90,31,12,98,98,39,46,96,85,52,28,37,59,8,29,87,37,1,84,3,50,29,50
Marius Adamonis,LTU,Goalkeeper,Südtirol,28,1997,7,7,630,42,26,16,12,58,67,39,46,47,86,84,1,6,84,46,91,33,37,42,55,16,50,91,50
Martin Delavallée,BEL,Goalkeeper,Charleroi,21,2004,12,12,1080,43,16,8,37,79,85,39,46,22,84,80,66,91,24,89,65,67,37,43,27,13,50,65,50
Martín Campaña,URU,Goalkeeper,Peñarol,36,1989,3,3,270,89,53,80,95,18,21,39,46,7,78,78,1,3,69,89,88,6,37,89,76,94,50,88,50
Martín Silva,URU,Goalkeeper,Libertad,42,1983,3,3,300,82,82,93,61,18,21,39,46,55,95,67,6,8,92,42,69,74,37,82,72,92,50,69,50
Matej Kovar,CZE,Goalkeeper,PSV Eindhoven,25,2000,10,10,900,45,52,50,43,71,58,39,98,47,72,61,95,58,21,35,88,74,88,45,35,44,50,88,50
Matheus Donelli,BRA,Goalkeeper,Corinthians,23,2002,5,5,450,59,35,35,43,71,78,39,46,33,16,7,19,47,59,14,38,21,37,59,65,49,50,38,50
Matheus Mendes,BRA,Goalkeeper,Alverca,26,1999,1,1,90,15,2,0,12,18,21,39,46,49,8,9,57,6,10,3,5,87,37,15,94,0,50,5,50
Matt Freese,USA,Goalkeeper,NYCFC,27,1998,31,31,2766,47,51,54,56,55,58,81,46,54,6,7,48,93,15,23,42,74,77,47,3,54,50,42,50
Matt Turner,USA,Goalkeeper,NE Revolution,31,1994,10,10,900,33,77,81,43,18,21,39,46,86,83,78,70,93,80,30,96,56,37,33,35,62,50,96,50
Matthieu Epolo,BEL,Goalkeeper,Standard Liège,20,2005,12,12,1080,43,70,77,52,18,21,39,46,47,84,74,54,40,61,70,12,38,37,43,27,69,50,12,50
Mattijs Branderhorst,NED,Goalkeeper,Fortuna Sittard,31,1993,10,10,900,38,82,87,43,47,58,39,46,74,95,96,75,12,48,73,89,60,37,38,35,73,50,89,50
Matías Borgogno,ARG,Goalkeeper,San Martín de San Juan,27,1998,29,29,2610,73,32,37,74,41,44,81,46,30,89,89,34,4,83,70,84,46,77,73,3,67,50,84,50
Matías Mansilla,ARG,Goalkeeper,Estudiantes–LP,29,1996,34,34,3060,63,32,35,77,61,64,81,46,28,60,44,15,45,68,65,51,50,77,63,32,55,50,51,50
Matías Tagliamonte,ARG,Goalkeeper,Unión,27,1998,15,15,1350,80,12,12,80,55,21,96,46,19,69,69,5,25,77,52,70,31,95,80,20,38,50,70,50
Max Crocombe,NZL,Goalkeeper,Millwall,32,1993,3,3,270,96,12,39,95,18,21,39,46,3,71,96,30,11,97,97,75,6,37,96,76,96,50,75,50
Maxime Crépeau,CAN,Goalkeeper,Portland Timbers,31,1994,15,15,1350,40,65,69,43,18,21,39,46,54,49,40,72,81,40,14,38,38,37,40,20,52,50,38,50
Maxime Delanghe,BEL,Goalkeeper,Cercle Brugge,24,2001,11,11,972,46,60,66,59,45,56,39,46,53,51,56,41,13,16,41,16,71,37,46,32,53,50,16,50
Michael Brouwer,NED,Goalkeeper,Utrecht,32,1993,2,1,135,15,64,39,12,96,97,39,46,89,94,86,86,97,28,1,5,97,37,15,90,12,50,5,50
Michael Collodi,USA,Goalkeeper,FC Dallas,24,2001,9,9,735,78,60,76,49,53,64,39,46,46,87,91,64,51,73,87,91,77,37,78,50,85,50,91,50
Michael Cooper,ENG,Goalkeeper,Sheffield Utd,26,1999,12,12,1080,30,56,47,37,43,21,39,97,35,40,79,63,76,76,36,90,59,85,30,27,28,50,90,50
Michael Verrips,NED,Goalkeeper,Dender,28,1996,9,9,810,41,30,19,47,75,81,39,46,61,68,81,87,66,44,75,34,24,37,41,43,19,50,34,50
Michele Cerofolini,ITA,Goalkeeper,Bari,26,1999,9,9,810,30,88,89,29,75,81,39,46,81,27,30,80,71,9,72,25,45,37,30,43,61,50,25,50
Mirko Pigliacelli,ITA,Goalkeeper,Catanzaro,32,1993,9,9,810,73,15,15,68,50,61,39,46,42,49,50,85,35,35,45,11,65,37,73,43,46,50,11,50
Mouhamadou Sarr,SEN,Goalkeeper,Spezia,28,1997,4,4,360,55,25,20,52,18,21,39,46,27,44,56,61,86,6,92,99,14,37,55,69,30,50,99,50
Nacho Miras,ESP,Goalkeeper,Mechelen,28,1997,7,7,630,73,92,96,60,95,92,96,46,77,72,76,58,90,68,98,87,72,95,73,55,90,50,87,50
Nahuel Guzmán,ARG,Goalkeeper,UANL,39,1986,15,15,1350,80,16,15,90,87,49,96,99,14,46,33,71,15,18,35,70,92,99,80,20,47,50,70,50
Nahuel Losada,ARG,Goalkeeper,Lanús,32,1993,28,28,2475,91,33,64,86,61,49,84,94,22,60,54,51,78,27,81,94,53,83,91,11,91,50,94,50
Nathan Baxter,ENG,Goalkeeper,Watford,26,1998,2,1,135,89,21,39,12,18,21,39,46,3,57,60,73,32,28,44,5,6,37,89,90,89,50,5,50
Nelson Insfrán,ARG,Goalkeeper,Gimnasia–LP,30,1995,26,26,2340,67,46,54,77,69,53,95,46,47,71,73,26,23,70,90,86,31,93,67,11,66,50,86,50
Neto,BRA,Goalkeeper,Botafogo (RJ),36,1989,3,3,224,58,44,46,12,18,21,39,46,10,26,29,76,76,20,70,85,78,37,58,80,56,50,85,50
Nicholas Hagen,GUA,Goalkeeper,Columbus Crew,29,1996,3,3,270,1,96,91,12,18,21,39,46,98,0,0,12,66,28,3,47,69,37,1,76,11,50,47,50
Nicholas Hansen,DEN,Goalkeeper,Colorado Rapids,24,2001,10,10,900,45,61,70,61,83,78,91,46,59,60,85,51,37,62,37,95,92,88,45,35,66,50,95,50
Nicolas Schmid,AUT,Goalkeeper,Portsmouth,28,1997,5,5,385,88,14,24,86,18,21,39,46,45,91,96,94,31,36,76,53,98,37,88,67,81,50,53,50
Nordin Jackers,BEL,Goalkeeper,Club Brugge,28,1997,11,11,990,81,29,42,90,45,56,39,46,14,77,47,84,71,16,34,25,63,37,81,32,76,50,25,50
Novak Mićović,SRB,Goalkeeper,LA Galaxy,24,2001,20,20,1800,20,71,66,27,18,21,39,46,78,7,27,52,41,32,33,86,14,37,20,16,27,50,86,50
Orlando Gill,PAR,Goalkeeper,San Lorenzo,25,2000,28,28,2520,88,5,9,90,18,21,39,46,8,54,68,17,20,66,47,60,14,37,88,11,78,50,60,50
Ortwin De Wolf,BEL,Goalkeeper,Mechelen,28,1997,5,5,450,59,28,46,43,71,78,39,46,22,57,46,75,68,41,85,38,35,37,59,65,83,50,38,50
Oscar Garcia,MEX,Goalkeeper,León,22,2003,12,12,1080,30,87,87,68,91,90,88,46,71,17,31,23,23,89,63,65,69,85,30,27,54,50,65,50
Oscar Jiménez,MEX,Goalkeeper,León,37,1988,3,3,270,9,53,12,12,18,21,39,46,60,27,14,58,94,34,17,5,38,37,9,76,4,50,5,50
Pablo Sisniega,MEX,Goalkeeper,San Diego FC,30,1995,4,4,360,86,18,44,52,79,85,39,46,18,2,2,80,98,2,3,92,87,37,86,69,93,50,92,50
Patrick Schulte,USA,Goalkeeper,Columbus Crew,24,2001,25,25,2250,41,38,32,31,43,53,39,46,61,10,14,82,74,21,5,18,89,37,41,11,30,50,18,50
Patrick Sequeira,CRC,Goalkeeper,Casa Pia,26,1999,7,7,592,37,51,43,61,61,21,39,99,83,39,43,60,64,28,20,17,90,95,37,57,30,50,17,50
Paul Nardi,FRA,Goalkeeper,QPR,31,1994,8,8,720,86,12,20,77,18,21,39,46,26,79,72,35,13,54,90,15,14,37,86,50,76,50,15,50
Pedro Gallese,PER,Goalkeeper,Orlando City,35,1990,32,32,2880,36,67,70,52,45,56,39,46,73,41,26,18,15,32,56,43,65,37,36,3,50,50,43,50
Pierce Charles,NIR,Goalkeeper,Sheffield Weds,20,2005,2,2,180,7,98,98,12,18,21,39,46,95,97,98,94,37,96,93,5,28,37,7,84,67,50,5,50
Radek Vítek,0,Goalkeeper,Bristol City,22,2003,12,12,1080,80,27,39,82,43,53,39,46,28,36,70,43,32,44,59,96,95,37,80,27,74,50,96,50
Rafael Cabral,BRA,Goalkeeper,Real Salt Lake,35,1990,34,34,3060,41,48,41,45,80,69,95,46,62,33,23,91,29,49,18,16,81,93,41,3,28,50,16,50
Rafael Pires,BRA,Goalkeeper,São Paulo,36,1989,38,38,3450,78,32,42,75,83,80,81,95,37,12,16,9,19,50,45,22,25,85,78,16,71,50,22,50
Randall Rodríguez,URU,Goalkeeper,Vélez Sarsfield,21,2003,1,1,90,0,97,87,12,98,98,39,46,98,44,74,41,81,59,9,75,6,37,0,94,7,50,75,50
Remko Pasveer,NED,Goalkeeper,Ajax,41,1983,1,1,90,15,72,58,12,98,98,39,46,89,94,94,99,55,23,65,75,6,37,15,94,17,50,75,50
Renan Ribeiro,BRA,Goalkeeper,Estrela,35,1990,9,9,810,64,41,45,68,87,81,92,46,42,44,63,72,85,64,57,81,45,91,64,43,54,50,81,50
Ricardo Gutiérrez,MEX,Goalkeeper,Mazatlán,28,1997,15,15,1350,22,70,65,25,95,96,39,46,75,44,60,39,47,84,75,61,35,37,22,20,26,50,61,50
Rocco Ríos Novo,ARG,Goalkeeper,Inter Miami,23,2002,10,7,790,67,23,26,74,18,21,39,46,45,25,4,85,69,13,15,21,61,37,67,43,55,50,21,50
Rodolfo Cota,MEX,Goalkeeper,América,38,1987,2,2,180,73,4,4,12,18,21,39,46,2,44,36,46,94,82,13,29,6,37,73,84,17,50,29,50
Rodrigo Morínigo,PAR,Goalkeeper,Libertad,27,1998,5,5,450,92,28,58,93,18,21,39,46,11,95,88,26,6,86,85,13,35,37,92,65,92,50,13,50
Rodrigo Parra,MEX,Goalkeeper,UNAM,17,2007,2,2,180,3,25,1,12,18,21,39,46,79,8,11,68,94,48,2,5,94,37,3,84,1,50,5,50
Rodrigo Rey,ARG,Goalkeeper,Independiente,34,1991,29,29,2610,82,10,16,77,65,73,39,46,21,59,45,37,53,47,39,40,22,37,82,3,73,50,40,50
Rodrigo Saracho,ARG,Goalkeeper,San Antonio Bulo Bulo,31,1994,6,6,540,7,96,96,12,65,73,39,46,95,90,93,28,11,99,93,65,48,37,7,60,44,50,65,50
Roman Bürki,SUI,Goalkeeper,St. Louis,34,1990,25,25,2250,23,78,77,34,82,87,39,46,79,60,45,77,75,59,43,38,62,37,23,11,47,50,38,50
Roman Celentano,USA,Goalkeeper,FC Cincinnati,25,2000,30,30,2700,59,44,48,68,77,65,81,96,42,29,27,45,73,56,62,53,21,88,59,3,62,50,53,50
Rome-Jayden Owusu-Oduro,NED,Goalkeeper,AZ Alkmaar,21,2004,9,9,810,50,53,58,47,75,61,39,98,39,36,53,69,58,13,44,81,80,91,50,43,52,50,81,50
Ronald Koeman Jr.,NED,Goalkeeper,Telstar,30,1995,10,10,900,18,88,85,27,71,78,39,46,92,96,90,95,37,14,67,53,74,37,18,35,43,50,53,50
