Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Miguel Borja,COL,River Plate,Forward,32,3986,36,14,1775,0.41,0.57,2.64,1.32,0.05,0.1,2.54,0.35,12.37,20.54,6.95,10.09,3.65,6.29,0.91,1.37,0.1,0.07,1.22,0.76,0.66,0.2,1.62,1.22,6.79,0.86,0.41,0.2,0.41,0.25,0.46,0.61,0.15,0.86,0.1,1.01,0.0,32.91,1.06,2.08,13.28,17.65,5.78,32.81,1.06,0.41,15.92,0.3,0.76,3.35,1.01,23.37,0.3,0.0,0.0,1.37,0.56,1.06,0.0,0.0,0.0,1.42,3.25,5.12,4.36,9.63,0.0,1.62,0.41,0.41,0.1,-0.28,0.0,60.22,68.88,58.03,66.42,47.67,38.68
Miguel Brizuela,ARG,Atlé Tucumán,Defender,28,1997,28,21,2009,0.09,0.05,0.94,0.18,0.0,0.0,0.81,0.0,30.82,41.66,10.98,12.9,16.31,19.98,3.09,6.99,0.0,0.01,0.49,2.37,0.22,0.18,3.05,0.49,1.34,1.57,0.81,1.03,0.49,0.04,0.9,1.34,0.45,0.72,0.94,5.47,0.0,53.58,5.29,22.44,25.22,6.18,1.61,53.58,0.31,0.13,21.91,0.36,0.13,0.63,0.4,26.16,0.31,0.0,0.0,1.21,0.36,0.0,0.0,0.04,0.0,3.99,3.49,3.05,1.03,4.88,0.0,0.54,0.81,0.09,0.04,0.8,0.0,73.98,85.12,81.63,44.21,51.59,41.94
Miguel Garcia,MEX,Atlético,Forward,24,2001,14,10,815,0.0,0.11,1.33,0.33,0.0,0.0,3.09,0.44,19.88,25.29,10.82,12.7,7.73,9.06,0.66,1.88,0.22,0.09,1.1,1.99,0.33,0.22,1.88,1.66,4.97,1.77,0.99,0.99,0.33,0.44,0.88,1.44,0.55,0.99,0.44,1.1,0.0,38.43,1.77,8.39,18.55,12.15,2.54,38.43,2.21,1.44,19.33,0.88,0.99,2.76,1.21,26.17,0.22,0.0,0.0,1.1,0.88,0.0,0.0,0.0,0.0,4.75,0.88,0.55,3.98,8.5,0.0,1.55,0.99,0.0,0.11,-1.0,0.0,78.61,85.2,85.32,35.11,55.93,65.16
Miguel Gómez,MEX,Guadalajara,Midfielder,23,2002,8,3,330,0.0,0.05,0.82,0.0,0.0,0.0,3.0,0.27,28.09,38.45,11.45,14.18,12.82,15.82,3.0,6.0,0.27,0.03,0.82,4.36,0.55,0.27,5.18,1.36,6.55,2.45,1.64,1.64,0.55,0.27,1.09,2.45,1.36,1.64,0.55,2.45,0.0,50.45,2.45,11.73,22.64,16.64,1.64,50.45,0.82,0.0,25.09,0.82,0.27,2.45,0.27,29.18,0.27,0.0,0.0,1.64,0.82,0.0,0.0,0.0,0.0,3.0,1.64,0.82,2.73,13.09,0.0,1.09,1.64,0.0,0.27,-1.0,0.0,73.06,80.75,81.04,50.0,66.94,0.0
Miguel Jacquet Duarte,PAR,Libertad,Defender,30,1995,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,78.0,19.0,19.0,38.0,40.0,8.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,89.0,9.0,41.0,45.0,3.0,1.0,89.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.33,100.0,95.0,47.06,100.0,0.0
Miguel Maga,POR,Vitória,Defender,22,2002,9,9,741,0.0,0.0,0.24,0.0,0.0,0.0,1.94,0.12,38.14,46.15,15.67,17.85,19.92,23.32,1.82,3.28,0.0,0.05,0.85,3.64,0.73,0.36,4.49,0.97,2.43,1.94,1.34,1.09,0.73,0.12,1.34,2.67,1.34,0.85,0.85,2.91,0.0,55.02,2.91,17.85,26.96,10.45,0.49,55.02,0.36,0.12,23.81,0.49,0.12,0.61,0.12,28.79,0.12,0.0,0.0,0.73,0.73,0.0,0.0,0.0,0.0,4.13,0.85,0.85,0.73,7.89,0.0,1.21,1.34,0.0,0.12,0.0,0.0,82.64,87.79,85.42,55.49,69.07,33.33
Miguel Merentiel,URU,Boca Juniors,Forward,29,1996,28,18,1592,0.45,0.41,2.15,1.07,0.0,0.0,3.05,0.4,17.24,23.35,9.38,11.48,5.31,7.24,1.47,2.43,0.23,0.17,1.53,1.53,1.02,0.17,2.66,2.37,6.44,0.45,0.28,0.11,0.28,0.06,0.17,0.45,0.28,0.4,0.11,0.51,0.06,31.94,0.23,1.58,13.74,17.3,4.01,31.94,2.32,1.07,19.05,2.15,1.19,1.7,1.41,24.2,0.06,0.0,0.0,0.9,0.73,0.06,0.0,0.0,0.0,2.83,0.06,0.51,3.11,11.48,0.0,2.37,0.28,0.45,0.06,0.1,0.0,73.83,81.71,73.34,60.49,62.22,46.12
Miguel Monsalve,COL,Grêmio,Forward,21,2004,8,2,294,0.0,0.03,0.92,0.31,0.0,0.0,4.59,0.31,29.08,36.12,13.78,15.0,9.8,11.63,4.29,6.43,0.31,0.12,2.14,1.22,1.53,0.61,4.29,2.14,3.06,1.53,1.53,0.61,0.92,0.0,0.92,1.53,0.61,0.31,0.0,0.0,0.0,42.55,0.0,4.29,22.35,17.45,1.22,42.55,3.98,2.14,26.02,1.84,0.31,1.53,2.45,30.0,0.61,0.0,0.0,2.76,2.45,0.0,0.0,0.0,0.0,3.98,0.61,2.14,3.98,9.49,0.0,2.45,1.53,0.0,0.31,-1.0,0.0,80.51,91.87,84.26,66.72,100.0,53.77
Miguel Navarro,VEN,Talleres,Defender,26,3998,26,24,1991,0.0,0.02,0.41,0.14,0.0,0.0,2.12,0.14,43.17,52.57,17.09,19.12,22.24,25.45,3.53,5.83,0.05,0.07,1.08,3.39,0.72,0.54,4.34,1.08,3.98,1.13,0.72,0.81,0.32,0.0,0.54,0.81,0.27,0.81,0.81,4.11,0.0,62.25,3.75,21.2,30.06,11.44,0.77,62.25,0.63,0.36,26.53,0.63,0.0,0.81,0.14,34.81,0.5,0.14,0.09,0.9,1.13,0.09,0.0,0.05,0.0,3.25,0.9,0.72,0.95,9.4,0.0,1.27,0.72,0.0,0.09,-1.0,0.0,82.12,89.38,87.39,60.55,63.72,57.14
Miguel Nóbrega,POR,Vitória,Defender,25,2000,3,3,265,0.34,0.14,1.02,0.34,0.0,0.0,0.34,0.0,37.02,46.19,12.91,13.92,20.72,22.42,3.06,8.83,0.0,0.0,0.0,2.38,0.0,0.0,1.7,0.34,0.0,0.68,0.34,0.0,0.68,0.0,0.34,0.34,0.0,0.68,0.68,7.13,0.0,57.06,9.51,31.92,23.09,2.04,1.02,57.06,0.0,0.0,28.19,0.0,0.0,1.02,0.0,32.94,0.0,0.0,0.0,0.34,1.02,0.0,0.0,0.0,0.0,3.4,1.7,1.02,1.02,2.04,0.0,0.0,0.34,0.34,0.34,1.43,0.0,80.15,92.74,92.42,34.65,50.0,0.0
Miguel Pernía,VEN,Carabobo,Defender,24,2000,6,5,439,0.0,0.02,0.82,0.21,0.0,0.0,1.64,0.21,26.86,39.16,11.89,13.53,12.1,15.99,2.67,7.59,0.0,0.02,0.21,2.26,0.21,0.21,2.67,1.23,1.64,1.85,0.82,1.64,0.0,0.21,1.03,1.64,0.62,0.21,2.26,5.54,0.21,54.12,4.72,24.6,21.12,8.82,1.23,54.12,1.03,0.62,18.66,1.03,0.21,1.64,0.21,23.17,0.21,0.0,0.0,0.82,0.62,0.21,0.0,0.0,0.0,5.33,2.46,1.03,1.85,5.54,0.0,0.62,0.82,0.0,0.21,-1.0,0.0,68.59,87.88,75.67,35.18,44.32,60.19
Miguel Puche García,ESP,Arouca,Forward,24,2001,8,1,213,0.0,0.13,2.54,0.85,0.0,0.0,1.69,0.0,24.08,29.15,11.83,13.1,10.14,10.56,2.11,4.23,0.0,0.0,0.85,1.69,0.0,0.0,3.8,1.69,3.38,0.42,0.42,0.0,0.42,0.0,0.0,1.69,1.69,0.42,0.85,2.54,0.0,40.14,2.96,7.18,19.86,14.37,1.69,40.14,1.69,1.27,24.51,1.69,0.0,1.69,0.85,27.89,0.85,0.0,0.0,2.11,2.96,0.42,0.0,0.0,0.0,2.11,0.42,3.8,2.54,8.87,0.0,0.0,0.42,0.0,0.42,-1.0,0.0,82.61,90.31,96.02,49.88,100.0,75.15
Miguel Ramírez,USA,Puebla,Midfielder,23,2002,11,7,568,0.0,0.21,1.11,0.32,0.0,0.0,0.32,0.0,40.56,47.54,17.43,19.01,17.43,18.86,4.91,7.61,0.0,0.08,1.11,4.91,0.48,0.0,5.7,0.0,0.16,2.38,1.74,0.95,1.11,0.32,1.58,2.38,0.79,0.63,0.32,0.48,0.0,19.17,0.16,4.75,13.94,1.11,0.0,19.17,0.32,0.16,9.98,0.32,0.0,0.32,0.16,11.73,0.16,0.0,0.0,0.16,0.32,0.0,0.0,0.0,0.0,1.11,0.16,0.48,0.48,5.86,0.0,0.48,1.74,0.0,0.16,-1.0,0.0,85.32,91.69,92.42,64.52,73.11,50.0
Miguel Rodríguez,ESP,Utrecht,Forward,22,4006,20,8,812,0.22,0.17,2.0,0.78,0.0,0.0,2.66,0.44,25.38,33.81,12.52,14.3,9.53,12.3,2.44,3.55,0.0,0.17,1.22,1.55,1.22,0.55,2.55,1.33,5.99,1.44,0.89,0.55,0.55,0.33,1.11,2.44,1.33,1.33,0.67,0.78,0.0,35.36,0.44,5.43,14.63,15.63,1.88,35.36,3.21,1.33,21.39,0.78,0.22,2.33,1.66,26.6,0.11,0.0,0.0,0.67,2.11,0.0,0.0,0.0,0.0,2.88,0.44,1.33,3.99,9.86,0.0,2.0,0.89,0.22,0.22,0.29,0.0,75.07,87.55,77.48,68.73,61.81,41.43
Miguel Sousa,POR,Casa Pia,Forward,27,1998,6,2,176,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,28.12,39.38,13.81,16.36,10.23,13.81,3.07,6.65,0.0,0.1,2.05,3.58,1.02,0.51,3.58,1.02,3.07,4.09,2.05,1.53,1.53,1.02,1.02,2.05,1.02,0.51,0.51,1.02,0.0,52.16,2.05,8.69,33.75,10.74,0.51,52.16,3.58,1.53,31.19,0.51,0.0,1.02,1.02,36.31,1.02,0.0,0.0,2.56,3.07,0.0,0.0,0.0,0.0,4.09,0.51,0.51,2.05,7.67,0.0,1.53,2.05,0.0,0.51,0.0,0.0,71.41,84.41,74.08,46.17,50.12,42.74
Miguel Tapias,MEX,Guadalajara,Defender,28,1997,9,5,448,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,34.96,41.99,15.07,15.87,16.07,18.08,3.42,6.43,0.2,0.14,0.2,2.01,0.2,0.0,2.81,1.41,3.42,1.41,1.21,0.8,0.4,0.2,0.2,0.2,0.0,1.61,1.41,4.42,0.2,57.05,1.81,20.49,25.71,11.25,0.4,57.05,1.0,0.4,25.71,0.4,0.4,2.41,0.4,34.35,0.0,0.0,0.0,1.61,0.8,0.0,0.0,0.0,0.0,1.81,0.8,0.6,2.81,7.63,0.0,0.6,1.21,0.0,0.2,0.0,0.0,83.26,94.96,88.88,53.19,85.82,40.0
Miguel Trauco,PER,Alianza Lima,Defender,33,1992,4,4,336,0.0,0.03,0.8,0.0,0.0,0.0,1.34,0.0,44.2,56.79,19.55,20.89,19.02,21.96,4.82,10.18,0.0,0.08,0.8,3.21,0.54,0.0,2.95,0.27,0.27,1.34,0.8,0.54,0.8,0.0,1.34,1.88,0.54,0.54,0.8,3.21,0.0,66.43,2.68,22.77,32.95,11.25,0.0,66.43,0.54,0.54,35.09,0.27,0.0,1.07,0.54,39.38,0.27,0.0,0.0,0.27,0.54,0.0,0.0,0.0,0.0,3.21,0.54,0.54,1.61,3.48,0.0,0.54,0.8,0.0,0.27,-1.0,0.0,77.83,93.59,86.61,47.35,59.7,100.0
Miguel Vázquez,MEX,América,Defender,21,2004,3,2,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.41,64.37,26.23,26.23,27.42,29.8,3.58,6.56,0.0,0.0,0.0,7.75,0.0,0.0,2.98,0.0,0.0,2.38,1.19,0.6,1.79,0.0,1.19,1.19,0.0,2.98,0.6,3.58,0.0,1.19,0.0,0.6,0.0,0.6,0.0,1.19,0.0,0.0,0.6,0.0,0.0,0.0,0.6,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,2.98,0.0,0.0,1.19,0.0,0.6,0.0,0.0,90.74,100.0,92.01,54.57,50.0,0.0
Miguel Ángel Torrén,ARG,Bolívar,Defender,37,1988,4,4,291,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.62,66.8,74.23,11.44,13.3,36.49,38.04,18.87,22.27,0.31,0.03,0.31,5.26,0.93,0.0,5.57,0.31,0.0,0.62,0.62,0.31,0.31,0.0,0.62,0.62,0.0,1.24,0.62,7.73,0.31,84.12,5.88,39.28,43.3,1.55,0.0,84.12,0.0,0.0,44.23,0.31,0.0,0.0,0.0,55.98,0.31,0.0,0.0,0.31,0.93,0.0,0.0,0.0,0.0,4.02,2.16,1.24,0.0,5.88,0.0,0.93,0.62,0.0,0.31,0.0,0.0,89.99,86.02,95.93,84.73,100.0,0.0
Mihailo Ivanović,SRB,Millwall,Forward,20,2004,11,9,788,0.11,0.41,2.4,0.69,0.0,0.11,2.4,0.23,10.51,19.53,6.74,11.08,2.17,4.11,0.23,0.91,0.11,0.08,1.14,0.91,0.91,0.0,2.06,0.57,4.11,0.46,0.46,0.11,0.0,0.34,0.34,0.34,0.0,1.26,0.23,1.26,0.0,30.27,1.48,2.06,12.56,15.76,4.68,30.15,1.14,0.34,13.93,0.34,0.34,2.28,0.69,19.87,0.0,0.0,0.0,1.03,0.34,0.69,0.0,0.0,0.0,1.37,3.88,6.28,2.97,6.74,0.0,1.26,0.46,0.11,0.11,-0.73,0.0,53.81,60.83,52.8,25.27,100.0,29.82
Mihajlo Cvetković,SRB,Anderlecht,Forward,18,2007,5,2,137,1.31,0.92,2.63,1.31,0.0,0.0,0.66,0.0,12.48,20.36,7.88,11.82,3.94,4.6,0.0,0.66,0.0,0.13,0.0,2.63,0.0,0.0,1.97,1.97,5.26,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,0.0,0.0,0.66,0.0,31.53,0.66,1.31,11.17,19.05,3.94,31.53,0.66,0.0,21.68,0.66,0.66,3.94,1.97,24.96,0.0,0.0,0.0,1.97,0.66,0.0,0.0,0.0,0.0,1.97,0.66,1.97,5.91,9.2,0.0,0.66,0.0,1.31,0.66,0.42,0.0,61.3,66.67,85.65,0.0,0.0,0.0
Mihajlo Ilić,SRB,Anderlecht,Forward,22,2003,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,180.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0
Mika Godts,BEL,Ajax,Forward,20,2005,8,6,564,0.48,0.38,2.07,0.96,0.0,0.0,4.79,0.8,25.85,34.63,13.72,16.28,8.14,10.05,3.35,6.06,0.64,0.45,2.71,2.55,2.23,0.0,4.63,4.31,10.69,0.96,0.32,0.48,0.16,0.32,0.48,0.64,0.16,1.76,0.64,0.32,0.0,45.96,0.48,3.99,14.2,27.93,6.38,45.96,4.79,2.23,32.39,2.07,2.55,1.76,2.55,36.7,0.16,0.0,0.0,0.32,0.96,0.32,0.0,0.0,0.0,3.51,0.16,0.96,4.31,19.63,0.0,4.79,0.32,0.48,0.16,0.26,0.0,74.65,84.28,81.0,55.28,33.33,46.56
Mikael Uhre,DEN,Philadelphia Union,Forward,31,1994,29,16,1325,0.41,0.33,2.92,1.02,0.0,0.0,2.99,0.54,16.98,25.06,11.07,13.86,4.28,6.93,0.41,0.95,0.41,0.26,1.7,0.41,1.09,0.07,1.77,1.49,7.06,1.22,0.82,0.27,0.48,0.48,0.48,0.95,0.48,0.68,0.07,0.54,0.0,36.41,0.41,2.51,13.52,20.72,5.09,36.41,1.43,0.41,19.97,1.22,0.82,1.97,1.56,26.15,0.2,0.0,0.0,1.77,1.77,0.68,0.0,0.0,0.0,2.72,2.24,3.87,3.53,10.32,0.0,1.97,0.82,0.41,0.07,0.24,0.0,67.76,79.87,61.76,43.16,67.21,28.67
Mike Eerdhuijzen,NED,Utrecht,Defender,25,2000,4,2,145,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,40.97,45.93,6.21,6.21,27.93,28.55,6.21,10.55,0.0,0.06,0.0,1.24,0.0,0.0,2.48,0.0,0.62,1.86,1.24,0.62,1.24,0.0,0.62,0.62,0.0,1.24,0.62,4.97,0.0,57.1,4.34,28.55,27.31,1.24,0.62,57.1,0.62,0.62,24.21,0.0,0.0,0.62,0.0,32.28,0.62,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,3.72,2.48,0.62,0.62,3.1,0.0,0.0,1.24,0.0,0.62,0.0,0.0,89.2,100.0,97.83,58.86,66.67,100.0
Mike Kleijn,NED,Sparta R'dam,Defender,20,2005,2,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,37.14,14.29,17.14,14.29,17.14,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,2.86,0.0,7.14,5.71,2.86,5.71,0.0,0.0,2.86,2.86,0.0,0.0,1.43,2.86,0.0,52.86,7.14,25.71,14.29,12.86,1.43,52.86,0.0,0.0,18.57,0.0,0.0,0.0,0.0,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,10.0,0.0,0.0,2.86,0.0,1.43,0.0,0.0,76.93,83.37,83.37,0.0,50.09,0.0
Mike te Wierik,NED,Heracles Almelo,Defender,33,1992,6,1,175,0.0,0.0,0.51,0.0,0.0,0.0,0.51,0.0,24.17,34.46,3.6,4.11,18.0,21.6,2.06,7.71,0.0,0.0,0.51,2.06,0.0,0.0,1.03,0.0,0.51,1.54,0.51,1.54,0.0,0.0,0.51,1.03,0.51,1.54,1.54,2.06,0.0,42.69,6.17,22.11,13.37,7.2,2.06,42.69,0.0,0.0,19.54,0.0,0.0,0.0,0.0,18.51,0.0,0.0,0.0,1.54,0.51,0.0,0.0,0.0,0.0,3.6,1.03,0.51,0.0,1.54,0.0,0.0,0.51,0.0,0.51,0.0,0.0,70.14,87.59,83.33,26.72,33.12,0.0
Mike van Duinen,NED,Excelsior,Forward,33,1991,9,3,351,0.26,0.23,2.56,0.51,0.0,0.0,1.54,0.26,8.97,15.13,4.87,8.46,2.56,3.59,1.28,1.79,0.0,0.08,0.77,1.28,0.26,0.0,1.79,0.77,2.82,1.28,1.03,0.26,1.03,0.0,0.77,1.28,0.51,0.77,0.26,1.54,0.0,26.41,1.54,3.85,12.31,10.26,3.33,26.41,0.26,0.26,9.23,0.51,0.26,2.56,0.26,13.85,0.26,0.0,0.0,2.56,0.51,0.0,0.0,0.0,0.0,2.05,4.36,5.9,2.82,5.38,0.0,0.51,1.03,0.26,0.26,0.13,0.0,59.29,57.57,71.31,71.51,80.47,100.0
Mike van der Hoorn,NED,Utrecht,Defender,33,1992,9,9,708,0.0,0.05,0.76,0.25,0.0,0.0,1.02,0.13,57.2,67.63,15.76,17.16,32.29,35.47,9.03,13.47,0.0,0.08,0.51,6.86,0.38,0.0,4.58,0.38,0.25,1.02,0.38,0.38,0.64,0.0,0.89,1.4,0.51,1.14,1.91,5.59,0.0,79.58,13.22,40.68,36.23,2.92,1.27,79.58,0.25,0.13,42.71,0.13,0.0,0.0,0.25,54.66,0.0,0.0,0.0,0.76,0.89,0.0,0.0,0.13,0.0,2.92,3.43,1.78,0.25,5.21,0.0,0.38,0.38,0.0,0.13,-1.0,0.0,84.58,91.84,91.03,67.04,37.25,52.0
Mikel Amondarain,ARG,Estudiantes–LP,Midfielder,20,4010,12,10,807,0.0,0.04,1.23,0.0,0.0,0.0,1.67,0.0,37.36,45.06,20.63,22.97,13.49,16.28,2.23,3.12,0.0,0.04,0.67,3.35,0.22,0.11,3.01,1.12,1.34,2.23,1.0,0.67,1.45,0.11,1.12,2.01,0.89,1.23,1.56,2.12,0.0,58.1,1.34,11.38,40.37,6.69,1.0,58.1,1.67,0.89,32.79,1.0,0.11,2.23,1.12,35.35,0.0,0.0,0.0,1.67,0.67,0.0,0.0,0.0,0.0,5.69,1.78,1.0,3.35,5.46,0.0,0.45,1.0,0.0,0.22,-1.0,0.0,82.91,89.81,82.86,71.47,44.84,53.29
Miki Yamane,JPN,LA Galaxy,Defender,31,1993,31,24,2216,0.04,0.04,0.45,0.12,0.0,0.0,2.15,0.24,51.99,62.02,28.15,30.34,19.98,24.17,2.23,4.1,0.16,0.17,1.02,3.49,1.26,0.41,4.43,1.95,6.17,2.23,1.46,1.18,0.81,0.24,1.3,2.56,1.26,1.67,1.46,3.21,0.08,73.59,3.78,20.35,33.63,20.35,1.99,73.59,1.22,0.45,37.12,1.99,0.24,1.1,0.37,49.06,0.16,0.0,0.0,0.69,0.41,0.08,0.0,0.04,0.04,3.49,0.53,0.73,1.46,12.55,0.0,1.91,1.46,0.04,0.04,0.0,0.0,83.83,92.78,82.66,54.39,65.47,36.89
Mikkel Desler,DEN,Austin,Defender,30,1995,20,18,1338,0.07,0.07,0.47,0.07,0.0,0.0,1.14,0.2,43.79,49.98,22.53,23.81,17.89,19.84,2.15,3.77,0.2,0.12,0.54,3.63,0.54,0.2,4.57,1.08,2.62,2.76,1.48,1.75,0.81,0.2,1.75,2.69,0.94,1.61,0.94,4.24,0.07,62.29,4.78,19.17,28.92,14.6,1.35,62.29,1.14,0.54,33.43,1.08,0.13,0.74,0.67,37.13,0.34,0.0,0.0,1.14,1.21,0.13,0.0,0.13,0.0,3.16,0.81,0.54,1.41,8.27,0.0,0.87,1.48,0.07,0.07,0.0,0.0,87.62,94.62,90.17,57.03,53.62,47.37
Milan Iloski,USA,Philadelphia Union,Forward,26,3998,23,10,1074,1.01,0.49,5.03,2.43,0.0,0.0,4.86,1.17,21.96,31.17,11.98,15.75,6.87,9.13,2.35,4.44,0.42,0.25,1.51,2.01,1.34,0.17,3.94,2.6,6.87,0.75,0.59,0.08,0.5,0.17,0.5,1.51,1.01,0.42,0.34,0.75,0.0,44.08,0.34,3.35,16.01,25.47,5.87,44.08,2.09,1.09,25.14,1.68,1.01,2.51,1.17,30.67,0.08,0.0,0.0,1.93,1.68,0.25,0.0,0.0,0.0,3.94,0.75,1.76,3.69,13.41,0.0,2.51,0.59,1.01,0.17,1.06,0.0,70.45,76.06,75.25,52.93,78.67,52.15
Milan Smit,NED,Go Ahead Eag,Forward,22,2003,10,5,564,0.64,0.26,1.28,0.8,0.0,0.0,1.28,0.0,8.46,12.45,5.27,6.86,2.23,3.35,0.0,0.32,0.0,0.08,0.48,0.32,0.48,0.0,1.12,0.32,2.87,0.16,0.16,0.0,0.16,0.0,0.0,0.64,0.64,0.8,0.16,0.96,0.0,21.22,1.6,2.87,8.14,10.21,3.35,21.22,0.96,0.16,11.01,0.32,0.48,1.91,1.44,13.09,0.0,0.0,0.0,1.76,2.55,0.0,0.0,0.0,0.0,2.23,0.96,1.6,3.35,4.31,0.0,0.96,0.16,0.64,0.16,1.46,0.0,67.95,76.82,66.57,0.0,100.0,16.67
Milan Zonneveld,NED,Telstar,Forward,22,2003,10,2,367,0.25,0.64,3.92,1.47,0.0,0.0,2.7,0.49,9.81,15.45,5.89,8.09,3.19,4.9,0.25,0.25,0.49,0.07,1.23,0.49,0.25,0.0,0.98,1.23,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.49,0.0,0.98,0.0,25.99,0.98,2.21,11.28,13.0,6.13,25.99,0.74,0.25,14.71,0.25,1.47,2.21,0.98,17.66,0.25,0.0,0.0,0.49,1.23,0.0,0.0,0.0,0.0,1.47,2.45,3.43,3.19,7.11,0.0,1.72,0.0,0.25,0.25,-0.61,0.0,63.5,72.81,65.1,100.0,0.0,33.78
Milan de Haan,NED,Volendam,Forward,21,2003,2,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,39.0,15.0,15.0,15.0,18.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,48.0,3.0,6.0,24.0,18.0,0.0,48.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,76.92,100.0,83.33,0.0,0.0,0.0
Milan van Ewijk,NED,Coventry City,Defender,25,2000,12,12,1040,0.0,0.05,0.78,0.09,0.0,0.0,2.51,0.52,30.12,45.35,11.42,13.59,14.02,19.21,3.89,10.3,0.43,0.16,1.3,2.68,0.95,0.43,3.2,1.47,4.24,1.82,1.56,1.47,0.26,0.09,1.04,1.82,0.78,1.21,1.21,2.77,0.09,56.25,3.03,12.89,25.18,18.52,2.25,56.25,1.56,0.61,22.33,0.78,0.78,1.38,0.43,25.1,0.43,0.0,0.0,1.12,0.17,0.0,0.0,0.0,0.0,2.77,0.87,0.95,1.82,8.91,0.0,2.16,1.56,0.0,0.09,-1.0,0.0,66.42,84.03,72.98,37.77,85.71,39.1
