Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
AC Omonia,24,27.0,50.5,8,88,720,8.0,9,3,12,8,1,1,13,0,10.1,9.4,6.0,15.3,123,334,1.13,0.37,1.5,1.0,1.37,1.27,0.75,2.01,1.17,1.92,AC Omonia,2,8,8,720,8.0,10,1.25,37,26,73.0,2,2,4,2,25.0,1,0,1,0,100.0,AC Omonia,2,8.0,10,0,0,2,0,12.7,0.33,2.7,0.34,39,97,40.2,121,25,41.3,47.2,77,61.0,44.4,129,7,5.4,1,0.13,2.0,AC Omonia,24,8.0,9,74,27,36.5,9.25,3.38,0.11,0.3,17.0,1,1,1,10.1,9.4,0.13,-1.1,-1.4,AC Omonia,24,8.0,3218,3979,80.9,57115,20013,1397,1569,89.0,1487,1702,87.4,281,526,53.4,3,6.0,5.6,-3.0,53,267,74,20,334,AC Omonia,24,8.0,3979,3557,406,107,20,27,142,172,32,21,8,0,3218,16,73,AC Omonia,24,8.0,130,16.25,95,10,12,5,6,2,14,1.75,7,2,2,1,1,1,AC Omonia,24,8.0,129,76,73,39,17,61,116,52.6,55,93,36,57,78,207,230,4,AC Omonia,24,50.5,8.0,4947,535,1661,2250,1082,139,4946,163,74,45.4,85,52.1,2620,14825,7071,123,74,24,135,69,3198,332,AC Omonia,24,8.0,13,0,0,84,95,16,142,78,76,1,1,0,349,110,116,48.7
APOEL,24,31.4,49.8,8,88,720,8.0,10,3,13,10,0,0,26,2,8.6,8.6,6.3,15.0,111,257,1.25,0.37,1.62,1.25,1.62,1.08,0.79,1.87,1.08,1.87,APOEL,1,8,8,720,8.0,9,1.13,38,28,76.3,3,3,2,1,12.5,1,0,1,0,100.0,APOEL,1,8.0,9,0,1,3,0,10.5,0.25,1.5,0.18,25,89,28.1,152,33,41.4,36.2,43,60.5,43.7,92,6,6.5,0,0.0,8.7,APOEL,24,8.0,10,95,27,28.4,11.87,3.38,0.11,0.37,19.9,0,0,0,8.6,8.6,0.09,1.4,1.4,APOEL,24,8.0,2902,3639,79.7,51922,17579,1213,1371,88.5,1317,1527,86.2,295,539,54.7,3,6.3,5.9,-3.3,68,216,40,13,257,APOEL,24,8.0,3639,3230,387,120,4,19,154,174,34,17,7,0,2902,22,72,APOEL,24,8.0,168,21.0,108,26,7,9,13,5,16,2.0,10,4,0,2,0,0,APOEL,24,8.0,133,81,63,53,17,56,121,46.3,65,63,13,50,79,212,188,2,APOEL,24,49.8,8.0,4477,407,1253,2229,1041,117,4477,118,50,42.4,60,50.8,2514,14292,7067,111,118,17,103,69,2874,253,APOEL,24,8.0,26,2,2,105,112,22,154,79,81,0,1,0,330,106,137,43.6
Astana FK,25,28.3,43.0,6,66,540,6.0,4,3,7,4,0,0,14,1,4.5,4.5,3.6,8.1,71,135,0.67,0.5,1.17,0.67,1.17,0.75,0.59,1.34,0.75,1.34,Astana FK,3,6,6,540,6.0,8,1.33,47,39,85.1,1,2,3,1,16.7,1,1,0,0,0.0,Astana FK,3,6.0,8,1,0,1,0,13.1,0.27,5.1,0.85,26,111,23.4,163,35,33.1,26.7,73,78.1,50.8,118,4,3.4,6,1.0,12.5,Astana FK,25,6.0,4,51,17,33.3,8.5,2.83,0.08,0.24,19.8,0,0,0,4.5,4.5,0.09,-0.5,-0.5,Astana FK,25,6.0,1986,2520,78.8,36301,11998,836,936,89.3,872,994,87.7,231,447,51.7,3,3.6,2.7,-0.6,45,108,30,11,135,Astana FK,25,6.0,2520,2242,260,65,2,15,68,92,16,10,2,0,1986,18,44,Astana FK,25,6.0,90,15.0,74,8,2,2,3,1,6,1.0,3,3,0,0,0,0,Astana FK,25,6.0,101,56,55,37,9,32,90,35.6,58,71,29,42,49,150,168,4,Astana FK,25,43.0,6.0,3233,521,1376,1370,516,56,3233,93,36,38.7,53,57.0,1721,8388,4357,71,62,11,93,46,1967,133,Astana FK,25,6.0,14,1,1,61,55,18,68,49,56,0,1,0,247,53,85,38.4
Başakşehir,21,28.4,53.5,6,66,540,6.0,9,1,10,8,1,1,18,0,9.4,9.0,5.1,14.1,97,203,1.5,0.17,1.67,1.33,1.5,1.57,0.86,2.42,1.5,2.36,Başakşehir,2,6,6,540,6.0,12,2.0,36,24,66.7,1,3,2,0,0.0,0,0,0,0,,Başakşehir,2,6.0,12,0,0,1,0,13.3,0.37,1.3,0.22,29,97,29.9,184,17,46.2,41.4,41,29.3,30.0,75,6,8.0,11,1.83,14.2,Başakşehir,21,6.0,9,79,27,34.2,13.17,4.5,0.1,0.3,16.1,1,1,1,9.4,9.0,0.12,-0.4,-1.0,Başakşehir,21,6.0,2306,2923,78.9,41324,13828,946,1109,85.3,1006,1147,87.7,260,460,56.5,1,5.1,5.8,-4.1,59,149,49,15,203,Başakşehir,21,6.0,2923,2628,286,85,7,13,105,115,27,16,11,0,2306,9,68,Başakşehir,21,6.0,135,22.5,88,15,3,15,9,5,12,2.0,6,1,1,3,0,1,Başakşehir,21,6.0,101,58,47,38,16,39,75,52.0,36,73,29,44,64,165,153,2,Başakşehir,21,53.5,6.0,3667,381,1157,1758,799,142,3666,107,45,42.1,57,53.3,2039,10032,4749,97,76,28,97,52,2274,196,Başakşehir,21,6.0,18,0,0,68,81,9,105,64,58,0,0,0,273,93,89,51.1
Betis,29,27.4,52.0,15,165,1380,15.3,23,14,37,23,0,0,30,2,25.2,25.2,18.6,43.8,288,630,1.5,0.91,2.41,1.5,2.41,1.65,1.21,2.86,1.65,2.86,Betis,2,15,15,1380,15.3,16,1.04,40,24,62.5,7,4,4,5,33.3,1,1,0,0,0.0,Betis,2,15.3,16,1,0,4,0,13.8,0.36,-2.2,-0.15,45,157,28.7,375,44,32.8,29.6,91,37.4,37.4,155,11,7.1,12,0.78,13.6,Betis,29,15.3,23,249,88,35.3,16.24,5.74,0.09,0.26,16.6,5,0,0,25.2,25.2,0.11,-2.2,-2.2,Betis,29,15.3,6651,7918,84.0,112597,37490,3096,3385,91.5,2748,3078,89.3,585,1010,57.9,14,18.6,16.0,-4.6,185,533,146,33,630,Betis,29,15.3,7918,7212,689,245,14,50,248,234,87,29,34,0,6651,17,132,Betis,29,15.3,435,28.37,318,31,30,31,11,14,39,2.54,28,0,3,4,2,2,Betis,29,15.3,259,156,112,108,39,138,240,57.5,102,153,39,114,149,408,366,4,Betis,29,52.0,15.3,9687,820,2755,4424,2612,398,9687,296,153,51.7,126,42.6,6001,30297,14845,288,241,98,212,140,6597,619,Betis,29,15.3,30,2,0,201,190,17,248,149,156,0,1,0,676,188,189,49.9
Borac Banja Luka,26,28.0,46.1,10,110,930,10.3,7,3,10,6,1,2,27,0,8.1,6.5,4.6,11.1,160,323,0.68,0.29,0.97,0.58,0.87,0.78,0.45,1.23,0.63,1.08,Borac Banja Luka,2,10,10,930,10.3,10,0.97,41,30,75.6,3,4,3,4,40.0,1,0,1,0,100.0,Borac Banja Luka,2,10.3,10,0,0,0,0,14.6,0.34,4.6,0.45,45,100,45.0,191,59,28.3,29.8,85,54.1,40.6,144,9,6.3,8,0.77,11.3,Borac Banja Luka,26,10.3,7,104,35,33.7,10.06,3.39,0.06,0.17,20.5,5,1,2,8.1,6.5,0.06,-1.1,-0.5,Borac Banja Luka,26,10.3,3361,4417,76.1,61773,23707,1356,1617,83.9,1541,1863,82.7,363,659,55.1,3,4.6,7.0,-1.6,65,262,53,24,323,Borac Banja Luka,26,10.3,4417,3846,555,158,8,22,215,247,44,11,7,0,3361,16,109,Borac Banja Luka,26,10.3,191,18.48,135,15,12,11,14,4,13,1.26,9,1,0,1,2,0,Borac Banja Luka,26,10.3,185,121,77,90,18,95,176,54.0,81,134,52,82,91,276,281,3,Borac Banja Luka,26,46.1,10.3,5633,638,1881,2464,1359,160,5631,151,63,41.7,77,51.0,3039,14905,7397,160,100,31,180,111,3342,316,Borac Banja Luka,26,10.3,27,0,0,118,141,16,215,91,121,1,1,0,410,135,150,47.4
Cercle Brugge,28,22.9,45.1,8,88,720,8.0,16,5,21,15,1,1,15,2,12.6,11.8,9.6,21.4,81,253,2.0,0.62,2.62,1.87,2.5,1.57,1.19,2.77,1.47,2.67,Cercle Brugge,2,8,8,720,8.0,10,1.25,31,21,71.0,4,2,2,3,37.5,3,1,0,2,0.0,Cercle Brugge,2,8.0,10,1,0,0,0,10.6,0.32,0.6,0.08,57,182,31.3,169,12,78.7,41.3,49,100.0,63.9,90,5,5.6,9,1.13,27.0,Cercle Brugge,28,8.0,16,112,47,42.0,14.0,5.87,0.13,0.32,15.3,2,1,1,12.6,11.8,0.11,3.4,3.2,Cercle Brugge,28,8.0,1805,2814,64.1,33768,15082,791,1052,75.2,728,1009,72.2,245,602,40.7,5,9.6,9.9,-4.6,84,208,63,15,253,Cercle Brugge,28,8.0,2814,2405,397,109,11,7,142,170,51,21,22,0,1805,12,52,Cercle Brugge,28,8.0,187,23.37,114,23,13,17,14,6,30,3.75,22,2,0,3,2,1,Cercle Brugge,28,8.0,157,112,54,81,22,74,142,52.1,68,118,29,89,105,262,219,1,Cercle Brugge,28,45.1,8.0,3902,374,1081,1718,1147,198,3901,152,66,43.4,73,48.0,1562,8028,3504,81,60,27,137,81,1783,248,Cercle Brugge,28,8.0,15,2,2,102,93,12,142,105,112,1,3,0,368,169,177,48.8
Chelsea,36,23.2,64.9,13,143,1170,13.0,42,28,70,40,2,3,18,1,30.2,27.9,21.4,49.3,322,649,3.23,2.15,5.38,3.08,5.23,2.32,1.64,3.97,2.15,3.79,Chelsea,2,13,13,1170,13.0,10,0.77,51,41,82.4,12,0,1,5,38.5,1,1,0,0,0.0,Chelsea,2,13.0,10,1,0,3,0,14.4,0.28,4.4,0.34,14,49,28.6,438,77,9.6,22.7,60,11.7,19.8,110,15,13.6,12,0.92,10.3,Chelsea,36,13.0,42,218,103,47.2,16.77,7.92,0.18,0.39,16.1,2,2,3,30.2,27.9,0.13,11.8,12.1,Chelsea,36,13.0,8395,9291,90.4,136217,41391,4028,4271,94.3,3707,3960,93.6,473,712,66.4,28,21.4,18.9,6.6,168,539,155,27,649,Chelsea,36,13.0,9291,8800,472,144,31,30,173,182,63,24,15,3,8395,19,103,Chelsea,36,13.0,380,29.23,293,20,30,20,10,7,69,5.31,50,5,3,5,1,5,Chelsea,36,13.0,156,106,54,56,46,68,135,50.4,67,117,35,82,96,252,185,8,Chelsea,36,64.9,13.0,10501,864,2880,5162,2529,425,10498,271,124,45.8,128,47.2,7219,33138,17442,322,232,117,148,109,8319,639,Chelsea,36,13.0,18,1,1,113,125,19,173,96,106,2,1,0,513,96,74,56.5
Dinamo Minsk,25,25.8,43.0,6,66,540,6.0,4,1,5,3,1,1,15,1,6.1,5.4,3.9,9.3,91,199,0.67,0.17,0.83,0.5,0.67,1.02,0.65,1.67,0.89,1.55,Dinamo Minsk,1,6,6,540,6.0,13,2.17,30,16,63.3,1,0,5,1,16.7,4,2,2,0,50.0,Dinamo Minsk,1,6.0,13,2,0,0,1,11.6,0.3,-0.4,-0.07,40,93,43.0,202,31,29.7,32.4,42,78.6,51.1,67,5,7.5,13,2.17,17.3,Dinamo Minsk,25,6.0,4,68,18,26.5,11.33,3.0,0.04,0.17,18.2,3,1,1,6.1,5.4,0.08,-2.1,-2.4,Dinamo Minsk,25,6.0,1799,2448,73.5,34272,13055,729,883,82.6,801,980,81.7,233,466,50.0,1,3.9,4.1,-2.9,50,153,44,14,199,Dinamo Minsk,25,6.0,2448,2182,256,57,4,14,141,110,28,13,13,0,1799,10,46,Dinamo Minsk,25,6.0,116,19.33,76,6,8,9,10,7,8,1.33,6,0,1,0,1,0,Dinamo Minsk,25,6.0,99,65,44,32,23,42,77,54.5,35,61,14,47,75,174,134,4,Dinamo Minsk,25,43.0,6.0,3118,282,1045,1367,742,111,3117,108,51,47.2,53,49.1,1515,8195,4145,91,60,14,84,57,1780,196,Dinamo Minsk,25,6.0,15,1,0,100,55,10,141,75,65,1,4,1,243,106,123,46.3
