Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Arsenal,24,25.8,50.9,14,154,1260,14.0,30,18,48,28,2,5,27,0,27.0,23.0,18.1,41.1,255,535,2.14,1.29,3.43,2.0,3.29,1.93,1.29,3.22,1.65,2.94,Arsenal,2,14,14,1260,14.0,10,0.71,42,30,81.0,9,2,3,6,42.9,4,2,2,0,50.0,Arsenal,2,14.0,10,2,0,1,0,14.3,0.27,4.3,0.31,74,195,37.9,398,57,41.0,31.6,82,39.0,34.2,144,16,11.1,23,1.64,18.1,Arsenal,24,14.0,30,179,76,42.5,12.79,5.43,0.16,0.37,14.7,5,2,5,27.0,23.0,0.13,3.0,5.0,Arsenal,24,14.0,5647,6760,83.5,93556,31012,2787,3082,90.4,2417,2713,89.1,347,685,50.7,18,18.1,22.1,-0.1,137,476,122,29,535,Arsenal,24,14.0,6760,6196,541,145,35,20,231,213,77,73,0,1,5647,23,108,Arsenal,24,14.0,320,22.86,238,26,18,24,11,3,52,3.71,38,2,3,4,5,0,Arsenal,24,14.0,208,115,80,87,41,86,161,53.4,75,139,35,104,101,309,216,15,Arsenal,24,50.9,14.0,8123,677,2095,3635,2465,407,8118,268,122,45.5,126,47.0,4318,22692,12043,255,177,104,160,134,5578,523,Arsenal,24,14.0,27,0,0,156,135,23,231,101,115,3,4,0,521,162,151,51.8
Aston Villa,25,27.1,47.3,12,132,1080,12.0,22,18,40,21,1,2,19,0,18.8,17.2,14.9,32.1,173,397,1.83,1.5,3.33,1.75,3.25,1.57,1.24,2.81,1.44,2.68,Aston Villa,1,12,12,1080,12.0,12,1.0,60,48,81.7,8,1,3,5,41.7,1,1,0,0,0.0,Aston Villa,1,12.0,12,1,0,2,0,15.9,0.26,3.9,0.33,52,126,41.3,400,41,25.8,29.7,67,34.3,31.9,114,13,11.4,8,0.67,12.1,Aston Villa,25,12.0,22,152,61,40.1,12.67,5.08,0.14,0.34,17.4,7,1,2,18.8,17.2,0.12,3.2,3.8,Aston Villa,25,12.0,4617,5511,83.8,78594,28437,2124,2357,90.1,2171,2429,89.4,274,530,51.7,18,14.9,13.4,3.1,118,339,95,21,397,Aston Villa,25,12.0,5511,5031,464,153,21,11,137,174,46,25,4,1,4617,16,104,Aston Villa,25,12.0,277,23.08,216,18,13,11,14,5,39,3.25,33,1,2,0,3,0,Aston Villa,25,12.0,180,101,81,68,31,92,183,50.3,91,117,41,76,89,269,181,10,Aston Villa,25,47.3,12.0,6680,698,2159,3008,1579,287,6678,222,101,45.5,107,48.2,3779,21646,10829,173,143,60,149,125,4479,394,Aston Villa,25,12.0,19,0,0,123,125,16,137,89,101,2,1,0,485,124,95,56.6
Atalanta,24,27.7,53.3,10,110,900,10.0,22,19,41,21,1,3,19,1,24.5,22.0,18.9,40.9,278,517,2.2,1.9,4.1,2.1,4.0,2.45,1.89,4.34,2.2,4.09,Atalanta,2,10,10,900,10.0,11,1.1,27,16,63.0,4,3,3,5,50.0,1,1,0,0,0.0,Atalanta,2,10.0,11,1,0,2,0,8.5,0.31,-2.5,-0.25,46,124,37.1,238,28,34.5,31.3,62,67.7,50.3,68,2,2.9,15,1.5,7.0,Atalanta,24,10.0,22,171,61,35.7,17.1,6.1,0.12,0.34,15.0,3,1,3,24.5,22.0,0.13,-2.5,-1.0,Atalanta,24,10.0,4633,5529,83.8,75124,23931,2341,2572,91.0,1814,2046,88.7,321,549,58.5,19,18.9,20.0,0.1,138,332,136,45,517,Atalanta,24,10.0,5529,5072,432,102,14,25,239,182,65,23,29,0,4633,25,105,Atalanta,24,10.0,309,30.9,233,24,22,18,7,5,41,4.1,28,3,8,0,1,1,Atalanta,24,10.0,130,77,56,45,29,72,153,47.1,81,88,18,70,72,202,147,7,Atalanta,24,53.3,10.0,6491,481,1615,2705,2244,321,6488,211,114,54.0,80,37.9,4696,24834,12688,278,215,75,132,85,4612,515,Atalanta,24,10.0,19,1,0,103,89,25,239,72,77,3,1,0,469,124,101,55.1
Atlético Madrid,23,28.5,47.4,10,110,930,10.3,22,17,39,22,0,0,18,1,14.5,14.5,12.1,26.7,210,419,2.13,1.65,3.77,2.13,3.77,1.41,1.17,2.58,1.41,2.58,Atlético Madrid,1,10,10,930,10.3,14,1.35,46,32,78.3,7,0,3,2,20.0,5,4,0,1,0.0,Atlético Madrid,1,10.3,14,4,0,1,0,14.7,0.26,0.7,0.07,27,76,35.5,169,49,28.4,32.2,56,50.0,41.3,108,14,13.0,5,0.48,9.3,Atlético Madrid,23,10.3,22,123,48,39.0,11.9,4.65,0.18,0.46,16.9,2,0,0,14.5,14.5,0.12,7.5,7.5,Atlético Madrid,23,10.3,4794,5690,84.3,77611,24769,2379,2638,90.2,1895,2139,88.6,345,589,58.6,17,12.1,10.9,4.9,100,338,101,26,419,Atlético Madrid,23,10.3,5690,5273,405,117,24,31,171,155,52,18,10,0,4794,12,96,Atlético Madrid,23,10.3,222,21.48,186,11,13,2,7,3,39,3.77,32,0,6,0,1,0,Atlético Madrid,23,10.3,195,122,104,64,27,105,192,54.7,87,103,24,79,97,292,184,9,Atlético Madrid,23,47.4,10.3,6707,547,2000,3055,1711,234,6707,154,67,43.5,72,46.8,4462,21619,10891,210,173,55,130,73,4762,419,Atlético Madrid,23,10.3,18,1,0,102,96,12,171,97,122,0,5,0,454,74,91,44.8
Barcelona,27,25.1,61.3,14,154,1290,14.3,40,30,70,37,3,3,14,2,32.2,29.9,23.9,53.8,290,744,2.79,2.09,4.88,2.58,4.67,2.25,1.67,3.92,2.08,3.75,Barcelona,3,14,14,1290,14.3,24,1.67,59,36,66.1,9,2,3,4,28.6,4,4,0,0,0.0,Barcelona,3,14.3,24,4,0,4,1,23.7,0.35,0.7,0.05,26,108,24.1,454,63,17.8,28.4,73,37.0,34.9,151,14,9.3,55,3.84,19.6,Barcelona,27,14.3,40,221,93,42.1,15.42,6.49,0.17,0.4,16.7,7,3,3,32.2,29.9,0.14,7.8,7.1,Barcelona,27,14.3,7645,8853,86.4,128971,40462,3527,3839,91.9,3334,3704,90.0,576,900,64.0,30,23.9,18.6,6.1,161,646,137,20,744,Barcelona,27,14.3,8853,8164,675,239,34,44,213,255,68,34,5,0,7645,14,109,Barcelona,27,14.3,391,27.28,282,29,31,27,17,5,66,4.6,42,5,6,8,5,0,Barcelona,27,14.3,229,147,80,103,46,100,220,45.5,120,169,45,124,86,315,249,8,Barcelona,27,61.3,14.3,10369,839,2575,5187,2693,392,10366,318,149,46.9,142,44.7,5900,29199,15258,290,231,95,169,127,7595,738,Barcelona,27,14.3,14,2,0,125,161,14,213,86,147,3,4,1,592,132,149,47.0
Bayern Munich,27,27.7,64.7,14,154,1260,14.0,31,16,47,26,5,5,22,0,33.6,30.0,21.6,51.6,376,892,2.21,1.14,3.36,1.86,3.0,2.4,1.54,3.94,2.14,3.69,Bayern Munich,4,14,14,1260,14.0,18,1.29,40,22,57.5,8,2,4,4,28.6,1,1,0,0,0.0,Bayern Munich,4,14.0,18,1,0,3,0,13.7,0.32,-4.3,-0.31,60,143,42.0,503,53,26.4,28.6,51,19.6,26.7,95,1,1.1,36,2.57,24.5,Bayern Munich,27,14.0,31,282,101,35.8,20.14,7.21,0.09,0.26,17.0,5,5,5,33.6,30.0,0.11,-2.6,-4.0,Bayern Munich,27,14.0,8412,9700,86.7,134765,42218,4342,4684,92.7,3207,3535,90.7,596,948,62.9,16,21.6,28.4,-5.6,216,812,234,36,892,Bayern Munich,27,14.0,9700,9078,601,141,44,64,320,272,105,75,6,1,8412,21,141,Bayern Munich,27,14.0,508,36.29,393,23,33,35,14,10,53,3.79,35,3,3,6,5,1,Bayern Munich,27,14.0,231,138,79,95,57,118,237,49.8,119,160,38,122,122,353,177,15,Bayern Munich,27,64.7,14.0,11268,633,2207,5302,3847,584,11263,286,130,45.5,141,49.3,7248,36202,18253,376,306,122,183,131,8354,889,Bayern Munich,27,14.0,22,0,0,135,127,21,320,122,138,4,1,0,657,173,141,55.1
Benfica,23,25.8,44.7,12,132,1080,12.0,20,9,29,16,4,4,28,1,23.6,20.5,13.7,34.2,207,390,1.67,0.75,2.42,1.33,2.08,1.97,1.14,3.11,1.71,2.85,Benfica,1,12,12,1080,12.0,19,1.58,60,41,71.7,5,2,5,4,33.3,2,2,0,0,0.0,Benfica,1,12.0,19,2,0,1,0,14.0,0.23,-5.0,-0.42,21,94,22.3,249,67,27.7,30.9,87,28.7,30.3,173,8,4.6,8,0.67,12.4,Benfica,23,12.0,20,167,64,38.3,13.92,5.33,0.1,0.25,17.1,4,4,4,23.6,20.5,0.12,-3.6,-4.5,Benfica,23,12.0,4290,5426,79.1,76957,28606,1885,2167,87.0,1817,2110,86.1,481,839,57.3,9,13.7,12.8,-4.7,123,328,103,26,390,Benfica,23,12.0,5426,4834,555,121,30,44,176,255,61,41,8,0,4290,37,127,Benfica,23,12.0,300,25.0,216,23,13,26,12,10,35,2.92,24,1,2,1,5,2,Benfica,23,12.0,259,144,138,94,27,129,263,49.0,134,148,38,110,136,395,285,7,Benfica,23,44.7,12.0,6869,803,2492,2915,1518,293,6865,188,78,41.5,96,51.1,4161,19477,9882,207,140,58,176,116,4250,387,Benfica,23,12.0,28,1,0,130,103,37,176,136,144,4,2,0,547,175,144,54.9
Bologna,24,26.0,49.3,8,88,720,8.0,4,3,7,4,0,0,28,0,8.1,8.1,5.8,13.9,131,269,0.5,0.37,0.87,0.5,0.87,1.01,0.73,1.74,1.01,1.74,Bologna,2,8,8,720,8.0,9,1.13,34,24,76.5,1,3,4,2,25.0,2,1,1,0,50.0,Bologna,2,8.0,9,1,1,1,0,12.1,0.32,3.1,0.39,22,72,30.6,249,41,24.1,28.5,38,31.6,29.1,76,7,9.2,10,1.25,12.4,Bologna,24,8.0,4,94,27,28.7,11.75,3.38,0.04,0.15,17.8,3,0,0,8.1,8.1,0.09,-4.1,-4.1,Bologna,24,8.0,2831,3597,78.7,54185,18088,1103,1284,85.9,1342,1556,86.2,349,569,61.3,3,5.8,6.6,-2.8,64,188,49,17,269,Bologna,24,8.0,3597,3210,362,120,6,29,136,151,36,2,25,0,2831,25,85,Bologna,24,8.0,162,20.25,118,15,3,12,8,6,6,0.75,2,1,0,2,1,0,Bologna,24,8.0,165,101,78,66,21,78,151,51.7,73,97,21,76,67,232,143,3,Bologna,24,49.3,8.0,4516,488,1611,1985,966,163,4516,116,55,47.4,51,44.0,2668,13700,6418,131,75,39,121,73,2808,266,Bologna,24,8.0,28,0,0,115,104,25,136,67,101,0,2,0,359,100,105,48.8
Brest,23,28.0,41.8,10,110,900,10.0,9,3,12,9,0,0,20,0,11.4,11.4,8.3,19.7,135,270,0.9,0.3,1.2,0.9,1.2,1.14,0.83,1.97,1.14,1.97,Brest,2,10,10,900,10.0,21,2.1,52,32,65.4,4,1,5,2,20.0,3,3,0,0,0.0,Brest,2,10.0,21,3,0,0,1,19.4,0.33,-0.6,-0.06,87,194,44.8,258,42,61.6,44.6,49,71.4,52.1,119,13,10.9,18,1.8,15.2,Brest,23,10.0,9,131,38,29.0,13.1,3.8,0.07,0.24,18.4,5,0,0,11.4,11.4,0.09,-2.4,-2.4,Brest,23,10.0,3212,4178,76.9,62251,22892,1357,1585,85.6,1387,1654,83.9,432,790,54.7,3,8.3,7.1,-5.3,94,268,66,24,270,Brest,23,10.0,4178,3721,443,142,6,38,165,184,37,19,16,0,3212,14,64,Brest,23,10.0,226,22.6,166,16,13,20,8,3,16,1.6,12,2,0,1,1,0,Brest,23,10.0,189,111,81,70,38,95,209,45.5,114,109,33,76,108,297,223,10,Brest,23,41.8,10.0,5312,640,1784,2353,1234,166,5312,172,79,45.9,75,43.6,2533,14188,6664,135,83,27,122,88,3182,266,Brest,23,10.0,20,0,0,113,116,14,165,108,111,0,3,1,460,144,131,52.4
