Game Week,Player,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Save Percentage,Post-Shot Expected Goals (PSxG),Passes Completed (Launched),Passes Attempted (Launched),Pass Completion % (Launched),Passes Attempted (GK),Throws Attempted,Launch % (Passes),Average Pass Length,Goal Kicks Attempted,Launch % (Goal Kicks),Average Goal Kick Length,Crosses Faced,Crosses Stopped,Cross Stop %,Def. Actions Outside Penalty Area,Average Distance of Def. Actions
J11,Yehvann Diouf,Reims,French Ligue 1,sn SEN,23-354,90,4.0,0.0,4.0,100.0,0.6,5.0,18.0,27.8,38.0,5.0,34.2,31.9,5.0,100.0,64.8,25.0,1.0,4.0,2.0,11.0
J11,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-217,90,1.0,0.0,1.0,100.0,0.1,4.0,12.0,33.3,16.0,2.0,31.3,30.3,10.0,70.0,49.6,19.0,0.0,0.0,0.0,10.5
J11,Marco Bizot,Brest,French Ligue 1,nl NED,32-240,90,6.0,2.0,4.0,66.7,0.8,8.0,15.0,53.3,30.0,8.0,40.0,33.7,5.0,60.0,41.2,12.0,1.0,8.3,1.0,9.9
J11,Marcin Bułka,Nice,French Ligue 1,pl POL,24-032,90,4.0,0.0,4.0,100.0,0.7,4.0,10.0,40.0,43.0,5.0,16.3,24.5,3.0,100.0,60.3,12.0,1.0,8.3,1.0,12.0
J11,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-222,90,3.0,2.0,2.0,33.3,1.2,5.0,14.0,35.7,35.0,3.0,22.9,32.3,11.0,54.5,42.9,9.0,1.0,11.1,1.0,12.5
J12,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-198,90,3.0,0.0,3.0,100.0,0.3,8.0,23.0,34.8,38.0,6.0,55.3,38.7,5.0,40.0,40.8,20.0,0.0,0.0,0.0,3.5
J12,Marcin Bułka,Nice,French Ligue 1,pl POL,24-037,90,1.0,0.0,1.0,100.0,0.1,1.0,3.0,33.3,31.0,7.0,9.7,21.4,0.0,,,10.0,3.0,30.0,0.0,7.6
J12,Yehvann Diouf,Reims,French Ligue 1,sn SEN,23-360,90,6.0,3.0,3.0,50.0,2.5,4.0,9.0,44.4,31.0,4.0,22.6,31.3,4.0,50.0,37.5,7.0,2.0,28.6,0.0,14.3
J12,Gianluigi Donnarumma,Paris S-G,French Ligue 1,it ITA,24-259,90,6.0,0.0,6.0,100.0,0.9,1.0,5.0,20.0,37.0,4.0,13.5,22.8,4.0,0.0,13.3,23.0,1.0,4.3,0.0,4.0
J5,Marco Silvestri,Udinese,Italian Serie A,it ITA,32-206,90,2.0,2.0,0.0,0.0,0.7,6.0,12.0,50.0,27.0,5.0,44.4,33.8,3.0,0.0,24.7,8.0,1.0,12.5,0.0,10.8
J5,Pietro Terracciano,Fiorentina,Italian Serie A,it ITA,33-200,90,8.0,0.0,8.0,100.0,1.9,7.0,17.0,41.2,35.0,2.0,34.3,34.0,8.0,62.5,47.0,14.0,1.0,7.1,0.0,7.0
J12,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-218,90,4.0,0.0,4.0,100.0,1.4,4.0,20.0,20.0,25.0,4.0,60.0,42.6,9.0,55.6,45.8,10.0,2.0,20.0,3.0,13.0
J12,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-223,90,5.0,0.0,4.0,100.0,2.0,0.0,2.0,0.0,24.0,10.0,8.3,23.3,2.0,0.0,21.0,8.0,1.0,12.5,0.0,8.5
J12,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-143,90,3.0,0.0,3.0,100.0,1.0,9.0,15.0,60.0,36.0,6.0,36.1,33.3,6.0,33.3,32.2,15.0,2.0,13.3,2.0,9.6
J12,Yvon Mvogo,Lorient,French Ligue 1,ch SUI,29-159,90,6.0,1.0,5.0,100.0,1.9,0.0,7.0,0.0,21.0,5.0,28.6,31.4,4.0,25.0,37.3,10.0,0.0,0.0,1.0,15.0
J12,Alexandre Oukidja,Metz,French Ligue 1,dz ALG,35-116,90,3.0,1.0,2.0,66.7,0.4,13.0,30.0,43.3,25.0,2.0,72.0,45.8,12.0,100.0,65.0,21.0,2.0,9.5,1.0,11.0
J12,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-293,90,4.0,3.0,1.0,25.0,1.6,3.0,8.0,37.5,36.0,7.0,22.2,25.4,3.0,0.0,17.3,9.0,1.0,11.1,2.0,18.7
J12,Lucas Chevalier,Lille,French Ligue 1,fr FRA,22-006,90,1.0,1.0,0.0,0.0,0.7,0.0,2.0,0.0,33.0,3.0,6.1,21.9,2.0,0.0,17.5,4.0,0.0,0.0,3.0,20.4
J12,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,18-246,90,5.0,1.0,4.0,80.0,1.8,3.0,13.0,23.1,19.0,2.0,42.1,32.2,5.0,100.0,54.2,18.0,0.0,0.0,0.0,7.0
J12,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-229,90,5.0,1.0,4.0,80.0,1.2,7.0,25.0,28.0,32.0,5.0,46.9,34.2,11.0,90.9,57.5,18.0,2.0,11.1,2.0,25.0
J12,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-042,90,2.0,0.0,2.0,100.0,0.5,2.0,4.0,50.0,13.0,6.0,7.7,20.2,7.0,42.9,35.9,10.0,1.0,10.0,1.0,13.0
J12,Brice Samba,Lens,French Ligue 1,fr FRA,29-201,90,2.0,0.0,2.0,100.0,0.6,3.0,6.0,50.0,15.0,3.0,33.3,32.2,4.0,25.0,20.5,17.0,1.0,5.9,0.0,5.0
J12,Pau López,Marseille,French Ligue 1,es ESP,28-334,90,2.0,1.0,1.0,50.0,0.3,2.0,7.0,28.6,34.0,2.0,17.6,27.0,5.0,20.0,35.4,24.0,0.0,0.0,0.0,6.0
J13,Gianluigi Donnarumma,Paris S-G,French Ligue 1,it ITA,24-272,90,7.0,2.0,5.0,71.4,2.4,5.0,10.0,50.0,23.0,3.0,39.1,32.4,8.0,12.5,21.6,15.0,0.0,0.0,0.0,5.0
J13,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-236,90,11.0,5.0,6.0,63.6,3.4,1.0,7.0,14.3,19.0,4.0,26.3,31.6,5.0,40.0,34.8,12.0,0.0,0.0,0.0,4.2
J13,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-156,90,10.0,3.0,7.0,70.0,2.6,4.0,10.0,40.0,32.0,3.0,31.3,31.4,2.0,0.0,28.5,13.0,1.0,7.7,3.0,23.3
J13,Brice Samba,Lens,French Ligue 1,fr FRA,29-214,90,4.0,0.0,4.0,100.0,0.6,7.0,15.0,46.7,36.0,8.0,33.3,32.3,4.0,75.0,40.5,11.0,2.0,18.2,0.0,13.7
J13,Matz Sels,Strasbourg,French Ligue 1,be BEL,31-272,90,3.0,1.0,2.0,66.7,1.3,3.0,9.0,33.3,30.0,7.0,23.3,31.4,9.0,22.2,27.4,23.0,0.0,0.0,0.0,13.3
J13,Pau López,Marseille,French Ligue 1,es ESP,28-347,90,7.0,1.0,6.0,85.7,0.8,1.0,6.0,16.7,27.0,3.0,22.2,25.4,7.0,0.0,17.7,16.0,0.0,0.0,0.0,13.0
J13,Marcin Bułka,Nice,French Ligue 1,pl POL,24-053,90,2.0,0.0,2.0,100.0,0.6,3.0,8.0,37.5,41.0,2.0,14.6,23.4,6.0,33.3,26.2,16.0,0.0,0.0,0.0,11.0
J13,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,18-260,90,2.0,1.0,1.0,50.0,0.6,5.0,9.0,55.6,21.0,2.0,33.3,30.0,6.0,33.3,29.3,14.0,0.0,0.0,0.0,
J5,Łukasz Skorupski,Bologna,Italian Serie A,pl POL,32-142,90,4.0,0.0,4.0,100.0,0.4,9.0,11.0,81.8,31.0,4.0,25.8,29.4,7.0,42.9,42.6,14.0,0.0,0.0,0.0,5.5
J5,Alex Meret,Napoli,Italian Serie A,it ITA,26-186,90,2.0,0.0,2.0,100.0,0.3,0.0,1.0,0.0,19.0,3.0,5.3,22.1,3.0,0.0,21.7,11.0,0.0,0.0,1.0,15.5
J13,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-214,90,5.0,3.0,3.0,40.0,1.5,4.0,10.0,40.0,25.0,6.0,36.0,33.4,11.0,9.1,21.8,8.0,3.0,37.5,0.0,4.5
J13,Marco Bizot,Brest,French Ligue 1,nl NED,32-261,90,5.0,1.0,4.0,100.0,1.3,9.0,23.0,39.1,23.0,3.0,56.5,41.7,10.0,100.0,59.9,26.0,3.0,11.5,0.0,8.3
J13,Yvon Mvogo,Lorient,French Ligue 1,ch SUI,29-173,90,5.0,3.0,2.0,60.0,2.2,5.0,5.0,100.0,29.0,5.0,10.3,23.8,6.0,33.3,30.5,19.0,0.0,0.0,0.0,4.0
J13,Alexandre Oukidja,Metz,French Ligue 1,dz ALG,35-130,90,5.0,2.0,3.0,60.0,1.8,1.0,11.0,9.1,17.0,9.0,35.3,38.5,5.0,100.0,65.2,19.0,3.0,15.8,1.0,10.3
J13,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-307,90,0.0,0.0,0.0,,0.0,3.0,7.0,42.9,19.0,3.0,21.1,28.6,5.0,60.0,38.6,8.0,1.0,12.5,1.0,11.5
J13,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-233,90,3.0,0.0,3.0,100.0,0.4,8.0,17.0,47.1,25.0,5.0,40.0,34.1,10.0,70.0,43.0,21.0,2.0,9.5,0.0,5.5
J13,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-243,90,4.0,1.0,3.0,75.0,1.2,7.0,26.0,26.9,29.0,2.0,75.9,49.3,6.0,66.7,59.2,17.0,0.0,0.0,0.0,5.5
J13,Yehvann Diouf,Reims,French Ligue 1,sn SEN,24-010,90,5.0,3.0,2.0,40.0,2.1,3.0,6.0,50.0,21.0,1.0,28.6,30.0,2.0,0.0,22.5,13.0,1.0,7.7,1.0,17.5
J13,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-056,90,8.0,2.0,6.0,75.0,1.8,7.0,17.0,41.2,28.0,5.0,50.0,34.8,5.0,60.0,38.4,10.0,0.0,0.0,2.0,26.0
J13,Lucas Chevalier,Lille,French Ligue 1,fr FRA,22-020,90,5.0,0.0,5.0,100.0,0.9,3.0,14.0,21.4,44.0,5.0,29.5,29.6,3.0,33.3,35.0,12.0,0.0,0.0,0.0,14.0
J8,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-217,90,1.0,1.0,0.0,0.0,0.2,3.0,5.0,60.0,16.0,4.0,18.8,30.9,5.0,40.0,41.6,3.0,0.0,0.0,1.0,10.7
J8,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-160,90,8.0,1.0,7.0,100.0,2.0,6.0,30.0,20.0,26.0,2.0,65.4,46.5,13.0,100.0,57.8,30.0,1.0,3.3,0.0,6.7
J14,Yehvann Diouf,Reims,French Ligue 1,sn SEN,24-015,90,3.0,1.0,2.0,100.0,1.6,5.0,9.0,55.6,18.0,2.0,33.3,34.1,3.0,100.0,55.7,15.0,1.0,6.7,0.0,9.7
J14,Matz Sels,Strasbourg,French Ligue 1,be BEL,31-278,90,3.0,2.0,2.0,33.3,0.6,5.0,18.0,27.8,37.0,5.0,48.6,39.2,0.0,,,10.0,0.0,0.0,1.0,18.0
J14,Brice Samba,Lens,French Ligue 1,fr FRA,29-221,90,7.0,2.0,5.0,71.4,3.1,3.0,7.0,42.9,15.0,4.0,40.0,32.5,4.0,25.0,26.0,19.0,2.0,10.5,0.0,2.3
J14,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-062,90,7.0,3.0,4.0,71.4,2.1,4.0,13.0,30.8,28.0,2.0,46.4,36.0,1.0,0.0,7.0,12.0,0.0,0.0,0.0,
J14,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-313,90,6.0,0.0,6.0,100.0,2.2,6.0,28.0,21.4,35.0,1.0,65.7,44.9,6.0,83.3,59.0,16.0,0.0,0.0,0.0,
J14,Marcin Bułka,Nice,French Ligue 1,pl POL,24-059,90,4.0,1.0,3.0,75.0,1.0,1.0,2.0,50.0,37.0,6.0,5.4,19.1,8.0,0.0,17.0,11.0,1.0,9.1,0.0,5.8
J14,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-240,90,5.0,2.0,3.0,60.0,1.7,0.0,4.0,0.0,12.0,1.0,33.3,31.8,4.0,0.0,18.5,6.0,0.0,0.0,2.0,15.5
J14,Gianluigi Donnarumma,Paris S-G,French Ligue 1,it ITA,24-281,9,,,,,0.0,,,,1.0,,,18.0,1.0,,17.0,3.0,,,1.0,15.5
J14,Arnau Tenas,Paris S-G,French Ligue 1,es ESP,22-187,79,6.0,0.0,6.0,100.0,1.3,3.0,15.0,20.0,33.0,5.0,36.4,35.2,13.0,23.1,31.7,23.0,1.0,4.3,1.0,11.0
J1,Rui Patrício,Roma,Italian Serie A,pt POR,35-186,90,2.0,2.0,0.0,0.0,0.8,0.0,3.0,0.0,16.0,1.0,18.8,31.1,2.0,0.0,22.0,1.0,0.0,0.0,2.0,19.3
J1,Guillermo Ochoa,Salernitana,Italian Serie A,mx MEX,38-038,90,3.0,2.0,1.0,33.3,0.8,4.0,24.0,16.7,27.0,4.0,48.1,40.0,13.0,84.6,57.9,23.0,2.0,8.7,0.0,4.0
J5,Vanja Milinković-Savić,Torino,Italian Serie A,rs SRB,26-216,90,3.0,1.0,2.0,66.7,0.2,4.0,19.0,21.1,28.0,4.0,42.9,36.2,7.0,100.0,71.0,8.0,1.0,12.5,2.0,21.3
J5,Rui Patrício,Roma,Italian Serie A,pt POR,35-221,90,4.0,1.0,3.0,75.0,1.0,2.0,9.0,22.2,26.0,4.0,19.2,28.0,9.0,44.4,34.0,19.0,0.0,0.0,0.0,
J14,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-245,90,3.0,0.0,3.0,100.0,0.5,3.0,6.0,50.0,23.0,4.0,21.7,27.0,3.0,33.3,43.3,10.0,0.0,0.0,0.0,12.0
J14,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-221,90,9.0,2.0,7.0,77.8,2.2,6.0,23.0,26.1,29.0,6.0,48.3,37.8,9.0,100.0,52.8,13.0,0.0,0.0,0.0,9.3
J14,Marco Bizot,Brest,French Ligue 1,nl NED,32-268,90,1.0,0.0,1.0,100.0,0.1,4.0,9.0,44.4,28.0,5.0,17.9,28.7,6.0,66.7,50.7,13.0,2.0,15.4,0.0,9.3
J14,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-164,90,7.0,3.0,4.0,71.4,2.4,4.0,13.0,30.8,30.0,4.0,36.7,34.3,9.0,22.2,32.7,14.0,1.0,7.1,1.0,10.4
J14,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,18-267,90,5.0,1.0,4.0,80.0,0.9,3.0,5.0,60.0,20.0,3.0,10.0,21.0,8.0,37.5,31.6,19.0,0.0,0.0,1.0,14.5
J14,Yvon Mvogo,Lorient,French Ligue 1,ch SUI,29-180,90,6.0,1.0,5.0,83.3,1.4,4.0,11.0,36.4,29.0,5.0,31.0,32.7,4.0,50.0,37.3,8.0,0.0,0.0,0.0,
J14,Lucas Chevalier,Lille,French Ligue 1,fr FRA,22-027,90,4.0,0.0,2.0,100.0,2.8,2.0,10.0,20.0,31.0,5.0,29.0,31.2,5.0,20.0,24.0,4.0,1.0,25.0,1.0,13.8
J14,Alexandre Oukidja,Metz,French Ligue 1,dz ALG,35-137,90,6.0,2.0,4.0,83.3,1.9,9.0,23.0,39.1,28.0,3.0,57.1,36.4,8.0,87.5,55.4,13.0,1.0,7.7,0.0,8.3
J14,Pau López,Marseille,French Ligue 1,es ESP,28-355,90,0.0,0.0,0.0,,0.0,1.0,18.0,5.6,42.0,5.0,35.7,35.4,6.0,50.0,42.0,15.0,0.0,0.0,0.0,16.5
J14,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-250,90,2.0,2.0,0.0,50.0,1.3,4.0,9.0,44.4,20.0,5.0,35.0,31.1,4.0,50.0,34.0,7.0,0.0,0.0,0.0,17.3
J10,Pau López,Marseille,French Ligue 1,es ESP,28-358,90,1.0,0.0,1.0,100.0,0.0,1.0,7.0,14.3,24.0,1.0,29.2,31.0,2.0,0.0,18.0,6.0,1.0,16.7,4.0,21.0
J10,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-066,90,5.0,3.0,2.0,40.0,1.5,4.0,8.0,50.0,28.0,1.0,28.6,30.2,3.0,0.0,22.3,17.0,0.0,0.0,3.0,21.8
J12,Marco Bizot,Brest,French Ligue 1,nl NED,32-272,90,5.0,1.0,4.0,80.0,1.3,4.0,8.0,50.0,30.0,6.0,20.0,28.9,6.0,33.3,37.3,5.0,0.0,0.0,4.0,31.8
J12,Matz Sels,Strasbourg,French Ligue 1,be BEL,31-284,90,3.0,1.0,2.0,66.7,0.2,5.0,15.0,33.3,23.0,1.0,43.5,36.2,7.0,71.4,54.3,29.0,1.0,3.4,0.0,6.5
J15,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-226,90,5.0,0.0,5.0,100.0,1.0,7.0,17.0,41.2,28.0,7.0,60.7,43.4,5.0,0.0,26.0,18.0,3.0,16.7,0.0,1.8
J15,Brice Samba,Lens,French Ligue 1,fr FRA,29-227,90,4.0,0.0,4.0,100.0,0.6,4.0,11.0,36.4,26.0,6.0,34.6,31.0,6.0,33.3,33.8,14.0,3.0,21.4,1.0,11.8
J15,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-256,90,5.0,2.0,3.0,60.0,1.1,4.0,17.0,23.5,31.0,4.0,38.7,36.2,8.0,62.5,39.8,13.0,1.0,7.7,0.0,2.0
J15,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-251,90,5.0,1.0,4.0,100.0,2.0,10.0,19.0,52.6,22.0,2.0,59.1,41.0,11.0,54.5,43.1,14.0,2.0,14.3,3.0,14.6
J15,Arnau Tenas,Paris S-G,French Ligue 1,es ESP,22-193,90,4.0,1.0,3.0,75.0,0.3,0.0,1.0,0.0,26.0,6.0,0.0,19.9,4.0,25.0,28.3,8.0,0.0,0.0,1.0,28.0
J15,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-320,90,6.0,2.0,4.0,66.7,2.0,6.0,16.0,37.5,35.0,7.0,40.0,34.8,4.0,50.0,38.3,15.0,2.0,13.3,0.0,7.0
J6,Wojciech Szczęsny,Juventus,Italian Serie A,pl POL,33-161,90,0.0,0.0,0.0,,0.0,9.0,19.0,47.4,26.0,3.0,57.7,42.5,4.0,100.0,71.0,10.0,0.0,0.0,0.0,4.0
J6,Wladimiro Falcone,Lecce,Italian Serie A,it ITA,28-167,90,5.0,1.0,4.0,80.0,1.2,3.0,10.0,30.0,23.0,4.0,39.1,33.1,8.0,12.5,15.6,15.0,1.0,6.7,1.0,8.3
J15,Marcin Bułka,Nice,French Ligue 1,pl POL,24-067,90,2.0,1.0,1.0,50.0,0.4,3.0,10.0,30.0,39.0,3.0,25.6,25.9,4.0,0.0,10.5,4.0,1.0,25.0,1.0,14.3
J15,Yehvann Diouf,Reims,French Ligue 1,sn SEN,24-024,90,5.0,2.0,3.0,60.0,0.8,6.0,14.0,42.9,40.0,2.0,30.0,32.7,10.0,20.0,29.2,12.0,0.0,0.0,0.0,5.5
J15,Matz Sels,Strasbourg,French Ligue 1,be BEL,31-287,90,3.0,1.0,2.0,66.7,0.9,10.0,17.0,58.8,30.0,0.0,50.0,40.3,7.0,28.6,29.0,12.0,0.0,0.0,0.0,8.0
J15,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-247,90,3.0,2.0,1.0,33.3,1.2,1.0,3.0,33.3,27.0,7.0,7.4,25.1,2.0,50.0,44.5,19.0,2.0,10.5,2.0,15.4
J15,Alexandre Oukidja,Metz,French Ligue 1,dz ALG,35-144,90,3.0,1.0,2.0,66.7,0.3,9.0,18.0,50.0,19.0,0.0,73.7,48.4,4.0,100.0,62.3,21.0,2.0,9.5,0.0,8.3
J15,Marco Bizot,Brest,French Ligue 1,nl NED,32-275,90,3.0,0.0,3.0,100.0,0.5,5.0,11.0,45.5,27.0,1.0,33.3,35.0,4.0,50.0,45.8,11.0,1.0,9.1,0.0,10.3
J15,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-171,90,3.0,0.0,3.0,100.0,0.3,12.0,29.0,41.4,43.0,1.0,58.1,39.7,5.0,80.0,51.8,11.0,1.0,9.1,2.0,13.7
J15,Lucas Chevalier,Lille,French Ligue 1,fr FRA,22-034,90,5.0,0.0,5.0,100.0,0.7,2.0,10.0,20.0,40.0,8.0,22.5,26.5,4.0,25.0,32.8,11.0,0.0,0.0,1.0,16.3
J15,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-070,90,6.0,0.0,5.0,100.0,1.8,6.0,24.0,25.0,43.0,4.0,53.5,39.0,7.0,14.3,21.4,12.0,1.0,8.3,1.0,13.0
J15,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,18-274,90,7.0,3.0,4.0,57.1,2.8,0.0,0.0,,16.0,2.0,0.0,21.0,6.0,0.0,23.0,8.0,0.0,0.0,0.0,4.8
J15,Yvon Mvogo,Lorient,French Ligue 1,ch SUI,29-187,90,8.0,4.0,4.0,50.0,2.3,2.0,7.0,28.6,14.0,5.0,35.7,35.0,6.0,33.3,36.3,12.0,0.0,0.0,0.0,
J15,Pau López,Marseille,French Ligue 1,es ESP,28-362,90,8.0,2.0,6.0,75.0,1.5,12.0,24.0,50.0,49.0,4.0,40.8,33.2,5.0,80.0,46.8,15.0,2.0,13.3,1.0,12.2
J16,Philipp Köhn,Monaco,French Ligue 1,ch SUI,25-257,90,2.0,1.0,1.0,50.0,0.6,2.0,8.0,25.0,23.0,4.0,30.4,28.5,4.0,25.0,33.5,3.0,0.0,0.0,1.0,30.0
J16,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-075,90,4.0,0.0,4.0,100.0,0.8,4.0,26.0,15.4,28.0,1.0,57.1,41.8,14.0,71.4,45.4,15.0,2.0,13.3,0.0,7.0
J16,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-253,90,5.0,1.0,4.0,80.0,1.5,2.0,12.0,16.7,15.0,0.0,60.0,42.0,6.0,50.0,35.2,20.0,0.0,0.0,0.0,4.5
J16,Marcin Bułka,Nice,French Ligue 1,pl POL,24-073,90,5.0,3.0,2.0,60.0,2.6,2.0,2.0,100.0,27.0,3.0,7.4,18.7,2.0,0.0,15.0,6.0,0.0,0.0,1.0,13.5
J16,Brice Samba,Lens,French Ligue 1,fr FRA,29-235,90,3.0,0.0,3.0,100.0,0.4,10.0,22.0,45.5,36.0,4.0,50.0,37.8,5.0,80.0,51.2,19.0,1.0,5.3,1.0,16.2
J16,Yehvann Diouf,Reims,French Ligue 1,sn SEN,24-030,90,2.0,2.0,0.0,0.0,0.8,2.0,3.0,66.7,21.0,2.0,14.3,24.1,3.0,0.0,23.3,20.0,0.0,0.0,2.0,13.8
J16,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-328,90,7.0,2.0,5.0,71.4,1.9,1.0,2.0,50.0,25.0,6.0,4.0,21.0,5.0,20.0,32.2,7.0,0.0,0.0,1.0,13.8
J16,Marco Bizot,Brest,French Ligue 1,nl NED,32-282,90,4.0,0.0,4.0,100.0,0.8,11.0,21.0,52.4,33.0,6.0,45.5,36.8,7.0,85.7,54.0,23.0,0.0,0.0,0.0,
J6,Etrit Berisha,Empoli,Italian Serie A,al ALB,34-201,90,2.0,0.0,2.0,100.0,0.1,2.0,18.0,11.1,23.0,2.0,60.9,45.3,5.0,80.0,51.2,7.0,1.0,14.3,0.0,9.0
J6,Guillermo Ochoa,Salernitana,Italian Serie A,mx MEX,38-076,90,6.0,1.0,5.0,83.3,1.5,3.0,16.0,18.8,42.0,5.0,33.3,34.5,6.0,33.3,29.5,16.0,0.0,0.0,0.0,13.5
J16,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,18-281,90,4.0,0.0,4.0,100.0,0.9,3.0,7.0,42.9,22.0,4.0,31.8,30.6,1.0,0.0,16.0,16.0,1.0,6.3,0.0,4.0
J16,Steve Mandanda,Rennes,French Ligue 1,fr FRA,38-264,90,4.0,0.0,4.0,100.0,1.4,4.0,16.0,25.0,24.0,6.0,50.0,37.1,7.0,57.1,43.9,18.0,2.0,11.1,2.0,16.7
J16,Yvon Mvogo,Lorient,French Ligue 1,ch SUI,29-194,90,9.0,2.0,7.0,77.8,2.4,2.0,5.0,40.0,27.0,5.0,14.8,28.9,5.0,20.0,27.0,7.0,1.0,14.3,0.0,7.6
J16,Matz Sels,Strasbourg,French Ligue 1,be BEL,31-294,90,1.0,1.0,0.0,0.0,0.8,3.0,11.0,27.3,25.0,0.0,32.0,33.3,7.0,42.9,38.7,26.0,0.0,0.0,2.0,14.5
J16,Alexandre Oukidja,Metz,French Ligue 1,dz ALG,35-151,90,3.0,1.0,2.0,66.7,0.8,3.0,6.0,50.0,22.0,9.0,22.7,31.0,2.0,50.0,48.5,10.0,1.0,10.0,2.0,9.3
J16,Benjamin Lecomte,Montpellier,French Ligue 1,fr FRA,32-235,90,3.0,0.0,3.0,100.0,0.4,8.0,23.0,34.8,34.0,5.0,52.9,38.6,8.0,62.5,41.4,35.0,2.0,5.7,0.0,5.5
J16,Pau López,Marseille,French Ligue 1,es ESP,29-004,90,2.0,1.0,1.0,50.0,0.5,3.0,10.0,30.0,44.0,2.0,22.7,27.6,2.0,0.0,37.0,4.0,0.0,0.0,3.0,25.5
J16,Mory Diaw,Clermont Foot,French Ligue 1,sn SEN,30-178,90,6.0,2.0,4.0,66.7,2.1,7.0,21.0,33.3,45.0,1.0,42.2,36.8,4.0,50.0,48.3,14.0,1.0,7.1,1.0,11.3
J16,Lucas Chevalier,Lille,French Ligue 1,fr FRA,22-041,90,2.0,1.0,1.0,100.0,1.2,3.0,9.0,33.3,29.0,5.0,27.6,31.8,3.0,33.3,35.3,17.0,1.0,5.9,0.0,11.7
J16,Arnau Tenas,Paris S-G,French Ligue 1,es ESP,22-201,90,3.0,1.0,2.0,66.7,0.7,0.0,1.0,0.0,25.0,1.0,4.0,23.0,4.0,0.0,17.3,11.0,0.0,0.0,1.0,15.0
J17,Anthony Lopes,Lyon,French Ligue 1,pt POR,33-080,90,0.0,0.0,0.0,,0.0,7.0,14.0,50.0,30.0,6.0,30.0,33.5,12.0,41.7,32.6,23.0,3.0,13.0,0.0,4.8
J17,Alban Lafont,Nantes,French Ligue 1,fr FRA,24-331,90,7.0,1.0,6.0,85.7,2.0,1.0,7.0,14.3,24.0,6.0,20.8,29.9,2.0,100.0,63.0,11.0,3.0,27.3,1.0,13.2
J17,Yehvann Diouf,Reims,French Ligue 1,sn SEN,24-034,90,1.0,0.0,1.0,100.0,0.1,1.0,5.0,20.0,29.0,3.0,10.3,29.9,6.0,33.3,36.0,8.0,1.0,12.5,0.0,8.0
J17,Arthur Desmas,Le Havre,French Ligue 1,fr FRA,29-257,90,7.0,1.0,6.0,85.7,1.3,9.0,20.0,45.0,26.0,8.0,53.8,42.5,9.0,66.7,37.0,18.0,0.0,0.0,0.0,
J17,Marcin Bułka,Nice,French Ligue 1,pl POL,24-077,90,3.0,0.0,3.0,100.0,0.5,3.0,8.0,37.5,23.0,4.0,30.4,27.1,1.0,100.0,50.0,15.0,2.0,13.3,0.0,4.0
J17,Brice Samba,Lens,French Ligue 1,fr FRA,29-239,90,5.0,2.0,3.0,80.0,1.9,5.0,13.0,38.5,37.0,6.0,29.7,32.8,3.0,66.7,48.7,15.0,1.0,6.7,1.0,13.0
