Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,Leverkusen,Häcken,4–0,"25,402",BayArena,Manfredas Lukjančukas,2023-09-21,https://fbref.com/en/matches/21d5e315/Bayer-Leverkusen-Hacken-September-21-2023-Europa-League
J1,Servette FC,Slavia Prague,0–2,"19,783",Stade de Genève,Giorgi Kruashvili,2023-09-21,https://fbref.com/en/matches/0a120e38/Servette-FC-Slavia-Prague-September-21-2023-Europa-League
J1,Union SG,Toulouse,1–1,"12,162",Lotto Park,Rohit Saggi,2023-09-21,https://fbref.com/en/matches/76a18903/Union-SG-Toulouse-September-21-2023-Europa-League
J1,Rennes,Maccabi Haifa,3–0,"26,838",Roazhon Park,Harm Osmers,2023-09-21,https://fbref.com/en/matches/57ff57bf/Rennes-Maccabi-Haifa-September-21-2023-Europa-League
J1,LASK,Liverpool,1–3,"18,091",Raiffeisen Arena,Marco Di Bello,2023-09-21,https://fbref.com/en/matches/1b1f3de6/LASK-Liverpool-September-21-2023-Europa-League
J1,Sheriff Tiraspol,Roma,1–2,"10,711",Bolshaya Sportivnaya Arena,Andris Treimanis,2023-09-21,https://fbref.com/en/matches/ff9887c8/Sheriff-Tiraspol-Roma-September-21-2023-Europa-League
J1,Panathinaikos,Villarreal,2–0,"57,003",Olympiako Stadio Spyros Louis,Craig Pawson,2023-09-21,https://fbref.com/en/matches/9eb4630b/Panathinaikos-Villarreal-September-21-2023-Europa-League
J1,West Ham,TSC,3–1,"41,374",London Stadium,Filip Glova,2023-09-21,https://fbref.com/en/matches/c376e97b/West-Ham-United-TSC-September-21-2023-Europa-League
J1,Brighton,AEK Athens,2–3,"30,178",The American Express Community Stadium,Kristo Tohver,2023-09-21,https://fbref.com/en/matches/8aebde7a/Brighton-and-Hove-Albion-AEK-Athens-September-21-2023-Europa-League
J1,Rangers,Betis,1–0,"45,634",Ibrox Stadium,Lawrence Visser,2023-09-21,https://fbref.com/en/matches/57ffcbe1/Rangers-Real-Betis-September-21-2023-Europa-League
J1,Qarabağ,Molde,1–0,"26,500",Tofiq Bəhramov adına Respublika stadionu,John Beaton,2023-09-21,https://fbref.com/en/matches/e32a79b6/Qarabag-Molde-September-21-2023-Europa-League
J1,Atalanta,Raków,2–0,"13,698",Gewiss Stadium,Roi Reinshreiber,2023-09-21,https://fbref.com/en/matches/159f2864/Atalanta-Rakow-Czestochowa-September-21-2023-Europa-League
J1,Sparta Prague,Aris Limassol FC,3–2,"17,371",epet Arena,Jérôme Brisard,2023-09-21,https://fbref.com/en/matches/e5f733c3/Sparta-Prague-Aris-Limassol-FC-September-21-2023-Europa-League
J1,Ajax,Marseille,3–3,"53,000",Johan Cruyff ArenA,Maurizio Mariani,2023-09-21,https://fbref.com/en/matches/7933e9bf/Ajax-Marseille-September-21-2023-Europa-League
J1,Sturm Graz,Sporting CP,1–2,"13,517",Merkur Arena,Nikola Dabanović,2023-09-21,https://fbref.com/en/matches/52995d52/Sturm-Graz-Sporting-CP-September-21-2023-Europa-League
J1,Olympiacos,Freiburg,2–3,"30,056",Stadio Georgios Karaiskáki,Allard Lindhout,2023-09-21,https://fbref.com/en/matches/fc67cf77/Olympiacos-Freiburg-September-21-2023-Europa-League
J2,Sporting CP,Atalanta,1–2,"42,301",Estádio José Alvalade,Alejandro Hernández,2023-10-05,https://fbref.com/en/matches/6b0b141b/Sporting-CP-Atalanta-October-5-2023-Europa-League
J2,Freiburg,West Ham,1–2,"34,100",Europa-Park Stadion,Mohammed Al Hakim,2023-10-05,https://fbref.com/en/matches/734e1b51/Freiburg-West-Ham-United-October-5-2023-Europa-League
J2,Marseille,Brighton,2–2,"63,465",Orange Vélodrome,Mykola Balakin,2023-10-05,https://fbref.com/en/matches/6e5bc2fb/Marseille-Brighton-and-Hove-Albion-October-5-2023-Europa-League
J2,TSC,Olympiacos,2–2,"3,778",TSC Arena,Benoît Bastien,2023-10-05,https://fbref.com/en/matches/c48ed8ee/TSC-Olympiacos-October-5-2023-Europa-League
J2,Betis,Sparta Prague,2–1,"45,037",Estadio Benito Villamarín,Duje Strukan,2023-10-05,https://fbref.com/en/matches/eca58409/Real-Betis-Sparta-Prague-October-5-2023-Europa-League
J2,Raków,Sturm Graz,0–1,"8,993",ArcelorMittal Park,Əliyar Ağayev,2023-10-05,https://fbref.com/en/matches/7d7140aa/Rakow-Czestochowa-Sturm-Graz-October-5-2023-Europa-League
J2,AEK Athens,Ajax,1–1,"29,524",Agia Sophia Stadium,Matej Jug,2023-10-05,https://fbref.com/en/matches/300d9ac1/AEK-Athens-Ajax-October-5-2023-Europa-League
J2,Aris Limassol FC,Rangers,2–1,"3,911",Alphamega Stadium,Horațiu Fesnic,2023-10-05,https://fbref.com/en/matches/040511a1/Aris-Limassol-FC-Rangers-October-5-2023-Europa-League
J2,Liverpool,Union SG,2–0,"49,513",Anfield,Morten Krogh,2023-10-05,https://fbref.com/en/matches/bcfbaac5/Liverpool-Union-SG-October-5-2023-Europa-League
J2,Häcken,Qarabağ,0–1,"8,124",Bravida Arena,Sebastian Gishamer,2023-10-05,https://fbref.com/en/matches/83f61fa7/Hacken-Qarabag-October-5-2023-Europa-League
J2,Villarreal,Rennes,1–0,"17,458",Estadio de la Cerámica,Harald Lechner,2023-10-05,https://fbref.com/en/matches/25d48427/Villarreal-Rennes-October-5-2023-Europa-League
J2,Toulouse,LASK,1–0,"29,233",Stadium Municipal,Nick Walsh,2023-10-05,https://fbref.com/en/matches/1e6b3712/Toulouse-LASK-October-5-2023-Europa-League
J2,Slavia Prague,Sheriff Tiraspol,6–0,"17,844",Fortuna Arena,Willy Delajod,2023-10-05,https://fbref.com/en/matches/1e479935/Slavia-Prague-Sheriff-Tiraspol-October-5-2023-Europa-League
J2,Roma,Servette FC,4–0,"55,764",Stadio Olimpico,Igor Pajač,2023-10-05,https://fbref.com/en/matches/ca9df6d6/Roma-Servette-FC-October-5-2023-Europa-League
J2,Molde,Leverkusen,1–2,"8,190",Aker Stadion,Anastasios Papapetrou,2023-10-05,https://fbref.com/en/matches/e3072c52/Molde-Bayer-Leverkusen-October-5-2023-Europa-League
J2,Maccabi Haifa,Panathinaikos,0–0,"29,465",Sammy Ofer Stadium,António Nobre,2023-10-05,https://fbref.com/en/matches/410dca2e/Maccabi-Haifa-Panathinaikos-October-5-2023-Europa-League
J3,Sparta Prague,Rangers,0–0,"18,250",epet Arena,Sascha Stegemann,2023-10-26,https://fbref.com/en/matches/75a322fc/Sparta-Prague-Rangers-October-26-2023-Europa-League
J3,Raków,Sporting CP,1–1,"10,518",ArcelorMittal Park,Anastasios Papapetrou,2023-10-26,https://fbref.com/en/matches/c91cd9f2/Rakow-Czestochowa-Sporting-CP-October-26-2023-Europa-League
J3,Molde,Häcken,5–1,"5,870",Aker Stadion,Urs Schnyder,2023-10-26,https://fbref.com/en/matches/54b617f8/Molde-Hacken-October-26-2023-Europa-League
J3,Sturm Graz,Atalanta,2–2,"14,167",Merkur Arena,Duje Strukan,2023-10-26,https://fbref.com/en/matches/b8337593/Sturm-Graz-Atalanta-October-26-2023-Europa-League
J3,TSC,Freiburg,1–3,"3,400",TSC Arena,Əliyar Ağayev,2023-10-26,https://fbref.com/en/matches/1e2739be/TSC-Freiburg-October-26-2023-Europa-League
J3,Marseille,AEK Athens,3–1,"65,092",Orange Vélodrome,Daniel Stefański,2023-10-26,https://fbref.com/en/matches/3775a614/Marseille-AEK-Athens-October-26-2023-Europa-League
J3,Olympiacos,West Ham,2–1,"30,623",Stadio Georgios Karaiskáki,Andris Treimanis,2023-10-26,https://fbref.com/en/matches/a945ca05/Olympiacos-West-Ham-United-October-26-2023-Europa-League
J3,Aris Limassol FC,Betis,0–1,"3,945",Alphamega Stadium,Filip Glova,2023-10-26,https://fbref.com/en/matches/2c402bf4/Aris-Limassol-FC-Real-Betis-October-26-2023-Europa-League
J3,Brighton,Ajax,2–0,"30,540",The American Express Community Stadium,Bartosz Frankowski,2023-10-26,https://fbref.com/en/matches/cd2c07a6/Brighton-and-Hove-Albion-Ajax-October-26-2023-Europa-League
J3,Liverpool,Toulouse,5–1,"49,338",Anfield,Rade Obrenović,2023-10-26,https://fbref.com/en/matches/85a8a3a3/Liverpool-Toulouse-October-26-2023-Europa-League
J3,Leverkusen,Qarabağ,5–1,"29,039",BayArena,Horațiu Fesnic,2023-10-26,https://fbref.com/en/matches/35cae623/Bayer-Leverkusen-Qarabag-October-26-2023-Europa-League
J3,Union SG,LASK,2–1,"11,426",Lotto Park,Atilla Karaoğlan,2023-10-26,https://fbref.com/en/matches/ee56aa77/Union-SG-LASK-October-26-2023-Europa-League
