Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,3,0,48,0.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,4,0.00,1.87,1.87,0.00,1.87,0.00,0.18,0.18,0.00,0.18,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,11,17,64.7,167,44,6,8,75.0,5,8,62.5,0,0,,1,0.1,0.0,+0.9,1,1,0,0,4,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,17,16,0,0,0,0,0,0,0,0,0,0,11,1,0,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,23,3,6,9,9,0,23,0,0,,0,,15,109,58,1,1,0,1,1,16,4,Matches,1,Saminu Abdullahi,ng NGA,MF,FC Juárez,23,2001,0.5,1,0,0,3,1,0,0,1,1,0,0,0,2,0,1,0.0,Matches
2,José Abella,mx MEX,DF,Santos,30,1994,17,17,1510,16.8,0,2,2,0,0,0,2,0,0.1,0.1,1.7,1.8,9,70,55,0.00,0.12,0.12,0.00,0.12,0.01,0.10,0.11,0.01,0.11,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,0,5,2,40.0,0.30,0.12,0.00,0.00,23.9,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,658,885,74.4,12815,5560,252,293,86.0,308,394,78.2,91,165,55.2,2,1.7,1.9,+0.3,21,42,17,14,70,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,885,674,206,44,0,10,74,145,17,2,11,0,658,5,23,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,43,2.56,32,9,0,0,1,1,4,0.24,2,2,0,0,0,0,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,35,22,15,16,4,15,33,45.5,18,16,8,8,20,55,69,1,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,1053,62,306,513,246,16,1053,9,5,55.6,4,44.4,465,1708,763,9,10,1,15,4,565,55,Matches,2,José Abella,mx MEX,DF,Santos,30,1994,16.8,2,0,0,10,17,1,74,20,22,0,0,0,64,27,18,60.0,Matches
3,José Abella,mx MEX,DF,FC Juárez,30,1994,17,11,1014,11.3,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,5,34,10,0.00,0.09,0.09,0.00,0.09,0.02,0.03,0.05,0.02,0.05,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,0,3,1,33.3,0.27,0.09,0.00,0.00,19.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,448,583,76.8,8812,3843,183,203,90.1,188,237,79.3,68,118,57.6,1,0.3,0.4,+0.7,10,33,5,4,34,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,583,445,138,13,0,9,15,125,0,0,0,0,448,0,12,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,16,1.42,10,4,0,1,1,0,2,0.18,1,1,0,0,0,0,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,22,14,14,8,0,14,26,53.8,12,8,5,3,14,36,32,1,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,674,34,240,336,101,6,674,2,2,100.0,0,0.0,280,954,449,5,8,0,9,4,346,10,Matches,3,José Abella,mx MEX,DF,FC Juárez,30,1994,11.3,3,0,0,10,8,0,15,14,14,0,0,0,43,13,8,61.9,Matches
4,Diego Abitia,mx MEX,FW,Atlético,21,2003,11,3,320,3.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,2,15,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.23,0.11,0.23,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,0,5,1,20.0,1.41,0.28,0.00,0.00,9.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,48,65,73.8,618,63,31,39,79.5,14,16,87.5,1,2,50.0,0,0.4,0.0,-0.4,2,2,1,0,2,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,65,57,8,0,0,1,3,0,0,0,0,0,48,0,5,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,6,1.69,2,0,1,1,2,0,1,0.28,0,0,0,0,1,0,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,3,1,1,1,1,1,2,50.0,1,0,0,0,1,4,3,0,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,100,3,7,46,48,13,100,2,1,50.0,1,50.0,67,511,152,7,4,3,13,7,77,15,Matches,4,Diego Abitia,mx MEX,FW,Atlético,21,2003,3.6,2,0,0,10,7,5,3,1,1,1,0,0,5,2,12,14.3,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,0,1,0,0.0,0.03,0.00,0.00,,61.7,1,0,0,0.0,0.0,0.01,0.0,0.0,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,831,1137,73.1,23006,16976,198,199,99.5,332,336,98.8,291,586,49.7,0,0.0,0.0,0.0,1,10,0,0,0,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,1137,727,405,96,0,4,0,0,0,0,0,0,831,5,0,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,5,0.15,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,18,3,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,1238,1072,1231,7,1,1,1238,1,1,100.0,0,0.0,625,3197,2087,0,0,0,1,0,466,0,Matches,5,Carlos Acevedo,mx MEX,GK,Santos,28,1996,33.0,1,0,0,0,2,0,0,0,0,0,0,0,38,6,0,100.0,Matches
6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,17,14,1334,14.8,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,11,51,22,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,0,11,4,36.4,0.74,0.27,0.00,0.00,22.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,629,760,82.8,12370,5005,207,232,89.2,342,379,90.2,72,127,56.7,0,0.6,0.6,-0.6,4,34,1,0,51,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,760,700,60,16,1,13,17,44,0,0,0,0,629,0,10,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,10,0.67,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,36,21,26,10,0,17,19,89.5,2,19,8,11,12,48,70,1,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,928,79,460,387,88,12,928,6,2,33.3,4,66.7,515,2815,1554,11,10,2,8,0,549,22,Matches,6,Alonso Aceves,mx MEX,DF,Pachuca,23,2001,14.8,2,0,0,12,9,0,17,12,21,0,0,0,86,25,22,53.2,Matches
7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,12,3,417,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,17,13,33,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,0,5,1,20.0,1.08,0.22,0.00,0.00,24.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,96,147,65.3,1562,571,50,65,76.9,38,49,77.6,7,22,31.8,0,0.2,0.4,-0.2,5,10,5,3,13,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,147,126,21,0,0,0,23,19,2,0,2,0,96,0,9,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,9,1.94,5,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,8,7,6,2,0,3,6,50.0,3,6,1,5,0,8,15,0,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,214,14,60,64,91,8,214,11,5,45.5,6,54.5,111,739,351,17,8,3,17,7,124,33,Matches,7,Gilberto Adame,mx MEX,"DF,MF",Mazatlán,19,2004,4.6,0,0,0,4,5,0,23,0,7,0,0,0,19,3,2,60.0,Matches
8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,6,0,162,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,2,3,10,0.56,0.00,0.56,0.56,0.56,0.36,0.25,0.61,0.36,0.61,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,1,7,2,28.6,3.89,1.11,0.14,0.50,13.3,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,26,38,68.4,346,42,19,23,82.6,4,7,57.1,2,2,100.0,0,0.5,0.0,-0.5,2,2,1,0,3,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,38,38,0,0,0,0,0,0,0,0,0,0,26,0,1,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,4,2.22,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,4,2,0,1,3,0,2,0.0,2,0,0,0,0,4,2,0,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,65,2,5,25,37,11,65,3,0,0.0,3,100.0,38,183,60,2,1,0,6,4,52,10,Matches,8,Sergio Aguayo,us USA,FW,Pachuca,21,2002,1.8,1,0,0,2,4,2,0,0,2,0,0,0,4,6,6,50.0,Matches
9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,31,30,2701,30.0,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,14,64,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,0,18,5,27.8,0.60,0.17,0.00,0.00,16.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,1351,1556,86.8,27145,9985,372,405,91.9,814,867,93.9,149,251,59.4,0,0.1,0.3,-0.1,2,59,2,0,64,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,1556,1510,44,37,1,11,1,4,0,0,0,0,1351,2,7,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,19,0.63,13,0,1,3,0,2,3,0.10,2,0,0,1,0,0,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,41,26,29,11,1,25,36,69.4,11,34,20,14,33,74,148,0,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,1857,285,1106,724,37,22,1857,11,10,90.9,1,9.1,1028,4764,2240,14,7,3,15,10,1254,2,Matches,9,Eduardo Águila,mx MEX,DF,Atlético,22,2002,30.0,4,0,0,22,8,0,1,33,26,0,0,0,109,52,44,54.2,Matches
