Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,11,8,793,8.8,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,4,32,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,0,5,1,20.0,0.57,0.11,0.00,0.00,15.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,368,482,76.3,7742,2832,107,123,87.0,206,231,89.2,53,119,44.5,0,0.0,0.1,0.0,1,19,4,0,32,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,482,453,29,14,0,3,0,15,0,0,0,0,368,0,6,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,6,0.68,5,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,19,12,12,6,1,12,18,66.7,6,14,8,6,31,50,75,1,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,632,60,301,323,17,6,632,4,4,100.0,0,0.0,331,1720,980,4,4,0,5,2,335,1,Matches,1,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-232,1995,8.8,2,0,0,4,8,0,0,31,12,0,0,0,58,21,23,47.7,Matches
2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1,1,90,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,3,5,0.00,1.00,1.00,0.00,1.00,0.09,0.17,0.26,0.09,0.26,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,37,52,71.2,587,266,23,24,95.8,11,17,64.7,3,11,27.3,1,0.2,0.2,+0.8,1,2,2,0,3,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,52,45,7,0,0,0,3,7,0,0,0,0,37,0,0,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,3,3.00,3,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,2,2,1,0,1,1,1,100.0,0,4,0,4,0,2,4,1,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,68,1,17,29,22,2,68,1,0,0.0,1,100.0,24,138,85,3,3,0,3,0,37,5,Matches,2,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-056,1990,1.0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,100.0,Matches
3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,10,0,184,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,1,5,16,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.21,0.14,0.21,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,0,3,1,33.3,1.47,0.49,0.00,0.00,18.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,27,45,60.0,428,100,16,28,57.1,7,9,77.8,2,2,100.0,0,0.2,0.1,-0.2,3,2,1,0,5,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,45,41,3,0,0,0,1,0,0,0,0,0,27,1,1,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,6,2.93,4,0,0,0,2,0,1,0.49,1,0,0,0,0,0,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,61,0,1,19,42,13,61,3,1,33.3,2,66.7,32,127,42,1,3,0,7,2,45,16,Matches,3,Ramón Ábila,ar ARG,FW,Huracán,35-289,1989,2.0,1,0,0,2,4,2,1,0,0,0,0,0,3,2,4,33.3,Matches
4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,8,7,624,6.9,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,14,19,31,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,0,6,1,16.7,0.87,0.14,0.00,0.00,18.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,162,271,59.8,2909,1574,72,97,74.2,62,94,66.0,23,58,39.7,0,0.7,0.5,-0.7,5,15,10,8,19,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,271,196,74,2,0,0,34,66,6,0,6,0,162,1,18,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,8,1.15,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,13,9,9,2,2,9,12,75.0,3,7,1,6,3,16,33,0,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,359,12,99,146,116,9,359,16,8,50.0,8,50.0,147,876,500,14,9,3,5,5,168,31,Matches,4,Ignacio Abraham,sy SYR,"DF,MF",Banfield,27-199,1998,6.9,0,0,0,10,6,1,34,3,9,0,0,0,16,9,9,50.0,Matches
5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,18,11,1043,11.6,0,0,0,0,0,0,2,0,0.8,0.8,1.5,2.2,10,63,32,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.19,0.07,0.19,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,0,18,5,27.8,1.55,0.43,0.00,0.00,25.1,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,372,534,69.7,7353,2586,156,196,79.6,147,201,73.1,59,105,56.2,0,1.5,1.2,-1.5,21,47,13,5,63,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,534,476,56,23,0,7,51,5,25,10,15,0,372,2,16,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,38,3.28,26,11,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,27,16,8,18,1,13,27,48.1,14,17,6,11,9,36,25,1,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,679,31,129,395,166,7,679,19,11,57.9,7,36.8,299,1496,731,10,9,0,20,10,370,32,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-204,2000,11.6,2,0,0,12,5,1,51,9,16,0,0,0,69,36,28,56.3,Matches
6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,13,8,751,8.3,1,0,1,1,0,0,2,0,1.2,1.2,1.0,2.1,12,35,48,0.12,0.00,0.12,0.12,0.12,0.14,0.12,0.26,0.14,0.26,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,1,13,5,38.5,1.56,0.60,0.08,0.20,20.0,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,201,295,68.1,3322,1114,104,122,85.2,73,102,71.6,17,43,39.5,0,1.0,1.1,-1.0,8,27,12,2,35,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,295,267,25,8,2,0,38,3,14,5,7,0,201,3,16,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,31,3.72,21,4,1,4,1,0,1,0.12,0,0,0,0,1,0,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,17,14,7,9,1,6,11,54.5,5,6,0,6,6,23,5,0,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,375,5,49,168,164,11,375,25,10,40.0,15,60.0,198,1101,434,12,10,1,9,15,240,48,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-174,1997,8.3,2,0,0,10,9,5,38,6,14,0,0,0,35,6,13,31.6,Matches
7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,1,3,33.3,15,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,6,1,1,4,1,0,6,0,0,,0,,2,9,8,0,0,0,1,0,2,1,Matches,7,Juan Achetoni,ar ARG,FW,Aldosivi,20-141,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,14,11,895,9.9,0,1,1,0,0,0,3,0,0.3,0.3,0.2,0.5,7,57,8,0.00,0.10,0.10,0.00,0.10,0.03,0.02,0.05,0.03,0.05,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,0,7,1,14.3,0.70,0.10,0.00,0.00,27.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,361,457,79.0,6625,2544,150,175,85.7,160,195,82.1,44,67,65.7,1,0.2,0.4,+0.8,4,44,7,1,57,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,457,434,21,18,1,2,9,2,0,0,0,0,361,2,7,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,20,2.01,19,0,1,0,0,0,6,0.60,6,0,0,0,0,0,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,21,15,8,12,1,9,15,60.0,6,6,4,2,15,36,17,0,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,542,27,134,353,62,5,542,5,3,60.0,2,40.0,221,1016,550,7,7,1,7,4,288,8,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-272,1988,9.9,3,0,0,13,9,0,9,15,15,0,0,1,53,19,11,63.3,Matches
9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,4,0,23,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,12,13,92.3,159,19,8,8,100.0,4,5,80.0,0,0,,0,0.0,0.1,0.0,2,0,1,0,1,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,13,12,1,1,0,0,0,0,0,0,0,0,12,0,0,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,2,7.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,15,0,0,7,9,1,15,1,0,0.0,1,100.0,7,30,21,2,0,1,0,0,13,5,Matches,9,Lautaro Acosta,ar ARG,FW,Lanús,37-138,1988,0.3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0.0,Matches
