Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Lucas Acosta,ar ARG,GK,Sarmiento,30-140,1995,19,19,1710,19.0,23,1.21,93,72,76.3,2,11,6,5,26.3,2,1,0,1,0.0,Matches,1,Lucas Acosta,ar ARG,GK,Sarmiento,30-140,1995,19.0,23,1,0,2,2,29.1,0.31,+8.1,+0.43,107,301,35.5,417,41,50.4,42.1,144,63.2,48.5,327,14,4.3,18,0.95,14.8,Matches
2,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,34-341,1990,17,17,1530,17.0,21,1.24,56,36,66.1,6,5,6,6,35.3,2,2,0,0,0.0,Matches,2,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,34-341,1990,17.0,21,2,1,3,1,18.9,0.32,-1.1,-0.06,57,191,29.8,253,39,46.2,37.9,120,61.7,45.2,214,6,2.8,6,0.35,11.7,Matches
3,Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-113,1992,19,19,1710,19.0,10,0.53,65,57,89.2,7,9,3,14,73.7,3,3,0,0,0.0,Matches,3,Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-113,1992,19.0,10,3,0,1,2,17.0,0.22,+9.0,+0.47,211,527,40.0,480,14,81.3,53.1,161,85.1,61.2,419,39,9.3,31,1.63,14.7,Matches
4,Gabriel Arias,cl CHI,GK,Racing Club,37-320,1987,14,14,1194,13.3,10,0.75,47,36,80.9,9,1,4,5,35.7,2,1,1,0,50.0,Matches,4,Gabriel Arias,cl CHI,GK,Racing Club,37-320,1987,13.3,10,1,0,0,0,11.2,0.20,+1.2,+0.09,64,169,37.9,283,50,42.8,37.9,111,43.2,38.9,169,5,3.0,19,1.43,19.4,Matches
5,Franco Armani,ar ARG,GK,River Plate,38-287,1986,19,19,1710,19.0,10,0.53,58,48,82.8,10,8,1,11,57.9,0,0,0,0,,Matches,5,Franco Armani,ar ARG,GK,River Plate,38-287,1986,19.0,10,0,0,1,0,15.9,0.28,+5.9,+0.31,55,124,44.4,327,92,27.5,30.5,114,29.8,32.7,193,7,3.6,20,1.05,14.2,Matches
6,Williams Barlasina,ar ARG,GK,Aldosivi,27-031,1998,4,4,360,4.0,8,2.00,16,8,50.0,0,2,2,0,0.0,0,0,0,0,,Matches,6,Williams Barlasina,ar ARG,GK,Aldosivi,27-031,1998,4.0,8,0,1,0,0,6.3,0.39,-1.7,-0.43,13,42,31.0,66,19,40.9,35.6,33,45.5,37.8,54,4,7.4,1,0.25,13.0,Matches
7,Williams Barlasina,ar ARG,GK,Newell's OB,27-031,1998,2,2,180,2.0,3,1.50,13,10,76.9,1,0,1,0,0.0,0,0,0,0,,Matches,7,Williams Barlasina,ar ARG,GK,Newell's OB,27-031,1998,2.0,3,0,0,1,0,3.0,0.23,0.0,+0.02,12,25,48.0,28,8,50.0,42.3,13,84.6,59.3,44,2,4.5,0,0.00,6.1,Matches
8,Enrique Bologna,ar ARG,GK,Defensa y Just,43-167,1982,19,19,1710,19.0,24,1.26,87,63,73.6,6,5,8,7,36.8,1,1,0,0,0.0,Matches,8,Enrique Bologna,ar ARG,GK,Defensa y Just,43-167,1982,19.0,24,1,2,2,0,27.3,0.31,+3.3,+0.17,138,279,49.5,454,67,45.6,38.1,138,52.2,43.0,304,12,3.9,11,0.58,11.0,Matches
9,Matías Borgogno,ar ARG,GK,San Martín de San Juan,26-343,1998,19,19,1710,19.0,22,1.16,71,49,70.4,3,4,12,4,21.1,1,1,0,0,0.0,Matches,9,Matías Borgogno,ar ARG,GK,San Martín de San Juan,26-343,1998,19.0,22,1,2,2,0,22.2,0.30,+0.2,+0.01,139,371,37.5,421,33,58.9,44.3,155,79.4,57.1,273,22,8.1,15,0.79,12.1,Matches
