Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Luis Barraza,us USA,GK,D.C. United,28-264,1996,18,18,1620,18.0,32,1.78,91,60,67.0,3,4,11,3,16.7,2,2,0,0,0.0,Matches,1,Luis Barraza,us USA,GK,D.C. United,28-264,1996,18.0,32,2,0,3,1,28.5,0.30,-2.5,-0.14,89,295,30.2,496,87,40.5,35.5,130,72.3,52.2,220,16,7.3,18,1.00,13.5,Matches
2,Adam Beaudry,us USA,GK,Colorado Rapids,19-103,2006,1,1,90,1.0,3,3.00,5,3,40.0,0,0,1,0,0.0,0,0,0,0,,Matches,2,Adam Beaudry,us USA,GK,Colorado Rapids,19-103,2006,1.0,3,0,0,0,1,2.3,0.46,+0.3,+0.30,4,18,22.2,21,6,61.9,46.9,6,83.3,60.7,4,0,0.0,0,0.00,12.0,Matches
3,David Bingham,us USA,GK,Charlotte,35-284,1989,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Matches,3,David Bingham,us USA,GK,Charlotte,35-284,1989,2.0,2,0,0,0,0,2.4,0.22,+0.4,+0.21,3,18,16.7,48,8,27.1,30.9,14,35.7,34.8,37,4,10.8,1,0.50,7.8,Matches
4,Andre Blake,jm JAM,GK,Philadelphia Union,34-251,1990,15,15,1350,15.0,14,0.93,47,33,74.5,10,1,4,5,33.3,2,2,0,0,0.0,Matches,4,Andre Blake,jm JAM,GK,Philadelphia Union,34-251,1990,15.0,14,2,0,2,0,15.9,0.30,+1.9,+0.13,76,168,45.2,338,46,37.3,33.5,82,51.2,41.8,153,7,4.6,23,1.53,18.5,Matches
5,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-072,1993,16,16,1440,16.0,27,1.69,66,38,60.6,6,3,7,5,31.3,2,1,1,0,50.0,Matches,5,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-072,1993,16.0,27,1,0,3,0,21.3,0.30,-5.7,-0.36,57,151,37.7,426,70,27.7,28.8,62,53.2,39.7,183,7,3.8,24,1.50,16.5,Matches
6,Chris Brady,us USA,GK,Chicago Fire,21-149,2004,18,18,1565,17.4,31,1.78,88,57,69.3,7,5,6,3,16.7,6,4,1,1,20.0,Matches,6,Chris Brady,us USA,GK,Chicago Fire,21-149,2004,17.4,31,4,0,4,1,31.6,0.32,+1.6,+0.09,34,115,29.6,471,77,15.9,25.8,91,44.0,40.4,227,12,5.3,15,0.86,13.3,Matches
7,Sebastian Breza,ca CAN,GK,CF Montréal,27-137,1998,3,3,270,3.0,9,3.00,20,11,55.0,0,0,3,0,0.0,0,0,0,0,,Matches,7,Sebastian Breza,ca CAN,GK,CF Montréal,27-137,1998,3.0,9,0,0,2,0,8.1,0.41,-0.9,-0.29,9,27,33.3,81,13,29.6,30.7,10,30.0,29.2,31,6,19.4,2,0.67,10.2,Matches
8,Roman Bürki,ch SUI,GK,St. Louis,34-258,1990,15,15,1350,15.0,26,1.73,85,60,72.9,3,4,8,3,20.0,3,3,0,0,0.0,Matches,8,Roman Bürki,ch SUI,GK,St. Louis,34-258,1990,15.0,26,3,0,3,1,27.0,0.29,+2.0,+0.13,80,205,39.0,482,75,34.9,33.6,99,37.4,37.9,176,9,5.1,17,1.13,15.4,Matches
9,Evan Bush,us USA,GK,Columbus Crew,39-146,1986,5,5,450,5.0,3,0.60,7,4,57.1,3,2,0,2,40.0,0,0,0,0,,Matches,9,Evan Bush,us USA,GK,Columbus Crew,39-146,1986,5.0,3,0,0,1,0,2.7,0.38,-0.3,-0.07,6,22,27.3,142,19,10.6,22.3,32,21.9,27.6,38,3,7.9,12,2.40,17.7,Matches
