Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15,15,1350,15.0,18,1.20,63,45,71.4,7,5,3,4,26.7,0,0,0,0,,Matches,1,Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15.0,18,0,1,4,0,19.7,0.32,+1.7,+0.11,118,293,40.3,245,45,71.8,48.6,121,96.7,61.1,256,9,3.5,8,0.53,11.2,Matches
2,Nícolas Andrade,br BRA,GK,Pisa,36,1988,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,Matches,2,Nícolas Andrade,br BRA,GK,Pisa,36,1988,1.0,1,0,0,0,0,0.8,0.20,-0.2,-0.18,5,16,31.3,22,0,54.5,40.5,4,100.0,56.8,7,0,0.0,2,2.00,17.5,Matches
3,Lorenzo Andrenacci,it ITA,GK,Brescia,29,1995,1,1,90,1.0,0,0.00,2,2,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,3,Lorenzo Andrenacci,it ITA,GK,Brescia,29,1995,1.0,0,0,0,0,0,0.1,0.03,+0.1,+0.06,5,10,50.0,20,4,35.0,31.1,6,50.0,38.8,8,3,37.5,0,0.00,9.6,Matches
4,Emil Audero,id IDN,GK,Palermo,27,1997,14,14,1260,14.0,20,1.43,64,44,70.3,6,4,4,3,21.4,1,1,0,0,0.0,Matches,4,Emil Audero,id IDN,GK,Palermo,27,1997,14.0,20,1,0,4,0,21.7,0.33,+1.7,+0.12,86,243,35.4,422,67,41.9,34.9,106,62.3,43.9,263,25,9.5,11,0.79,11.6,Matches
5,Francesco Bardi,it ITA,GK,Reggiana,32,1992,36,36,3240,36.0,49,1.36,139,94,66.2,10,11,15,8,22.2,2,2,0,0,0.0,Matches,5,Francesco Bardi,it ITA,GK,Reggiana,32,1992,36.0,49,2,0,5,4,44.9,0.32,-0.1,0.00,140,422,33.2,663,115,39.5,34.6,259,61.8,42.2,611,24,3.9,4,0.11,8.0,Matches
6,Marco Bleve,it ITA,GK,Carrarese,28,1995,24,24,2092,23.2,25,1.08,107,81,81.3,8,6,10,12,50.0,6,5,1,0,16.7,Matches,6,Marco Bleve,it ITA,GK,Carrarese,28,1995,23.2,25,5,0,5,0,33.1,0.27,+8.1,+0.35,139,333,41.7,785,79,34.0,33.9,135,48.9,38.2,332,27,8.1,22,0.95,14.6,Matches
7,Michele Cerofolini,it ITA,GK,Frosinone,25,1999,36,36,3240,36.0,43,1.19,145,100,73.1,9,16,11,8,22.2,6,4,2,0,33.3,Matches,7,Michele Cerofolini,it ITA,GK,Frosinone,25,1999,36.0,43,4,0,8,0,45.8,0.28,+2.8,+0.08,155,546,28.4,1026,132,40.2,36.5,235,57.0,45.4,578,27,4.7,20,0.56,13.1,Matches
8,Leandro Chichizola,ar ARG,GK,Spezia,34,1990,11,11,990,11.0,10,0.91,36,27,72.2,4,5,2,3,27.3,0,0,0,0,,Matches,8,Leandro Chichizola,ar ARG,GK,Spezia,34,1990,11.0,10,0,0,3,1,8.5,0.24,-0.5,-0.05,78,207,37.7,331,44,53.2,39.8,50,62.0,47.6,120,14,11.7,26,2.36,17.5,Matches
9,Niccolò Chiorra,it ITA,GK,Carrarese,23,2001,2,1,158,1.8,5,2.85,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,Matches,9,Niccolò Chiorra,it ITA,GK,Carrarese,23,2001,1.8,5,0,0,0,0,3.9,0.49,-1.1,-0.64,2,11,18.2,42,5,16.7,24.3,11,36.4,33.5,16,0,0.0,1,0.57,16.0,Matches
10,Oliver Christensen,dk DEN,GK,Salernitana,25,1999,16,16,1440,16.0,15,0.94,51,36,70.6,6,3,7,6,37.5,0,0,0,0,,Matches,10,Oliver Christensen,dk DEN,GK,Salernitana,25,1999,16.0,15,0,0,2,0,16.5,0.35,+1.5,+0.09,90,258,34.9,400,64,46.5,35.8,108,66.7,48.8,252,20,7.9,19,1.19,14.0,Matches
11,Francesco Corriere,it ITA,GK,Salernitana,18,2006,1,0,47,0.5,1,1.91,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches,11,Francesco Corriere,it ITA,GK,Salernitana,18,2006,0.5,1,0,0,0,0,0.8,0.81,-0.2,-0.37,9,17,52.9,17,1,70.6,43.9,5,100.0,57.4,9,0,0.0,0,0.00,,Matches
12,Alessio Cragno,it ITA,GK,Sampdoria,30,1994,14,14,1260,14.0,14,1.00,38,24,65.8,3,7,4,6,42.9,1,1,0,0,0.0,Matches,12,Alessio Cragno,it ITA,GK,Sampdoria,30,1994,14.0,14,1,0,4,0,14.9,0.38,+0.9,+0.06,93,230,40.4,326,53,46.0,36.6,106,75.5,52.7,203,21,10.3,18,1.29,13.6,Matches
13,Sebastiano Desplanches,it ITA,GK,Palermo,21,2003,21,20,1854,20.6,21,1.02,75,55,73.3,6,6,8,6,30.0,1,1,0,0,0.0,Matches,13,Sebastiano Desplanches,it ITA,GK,Palermo,21,2003,20.6,21,1,2,3,1,17.2,0.22,-2.8,-0.14,77,205,37.6,601,109,27.0,30.2,111,38.7,35.1,300,14,4.7,24,1.17,14.1,Matches
14,Giacomo Drago,it ITA,GK,Südtirol,23,2001,5,5,450,5.0,10,2.00,26,16,65.4,0,1,4,0,0.0,1,1,0,0,0.0,Matches,14,Giacomo Drago,it ITA,GK,Südtirol,23,2001,5.0,10,1,1,1,0,8.7,0.32,-1.3,-0.27,14,43,32.6,106,33,29.2,30.5,28,42.9,35.0,64,5,7.8,8,1.60,12.7,Matches
15,Marco Festa,it ITA,GK,Mantova,32,1992,38,38,3420,38.0,56,1.47,173,118,68.8,10,14,14,8,21.1,2,2,0,0,0.0,Matches,15,Marco Festa,it ITA,GK,Mantova,32,1992,38.0,56,2,0,6,1,56.4,0.32,+1.4,+0.04,113,312,36.2,1443,110,18.9,25.5,185,21.1,23.8,580,21,3.6,36,0.95,15.3,Matches
16,Vincenzo Fiorillo,it ITA,GK,Salernitana,34,1990,5,4,356,4.0,9,2.28,16,7,50.0,0,1,3,0,0.0,1,1,0,0,0.0,Matches,16,Vincenzo Fiorillo,it ITA,GK,Salernitana,34,1990,4.0,9,1,0,0,0,8.4,0.48,-0.6,-0.16,9,37,24.3,100,12,32.0,31.5,27,18.5,25.4,29,1,3.4,2,0.51,12.3,Matches
17,Vincenzo Fiorillo,it ITA,GK,Carrarese,34,1990,12,12,1010,11.2,16,1.43,48,32,68.8,3,6,3,1,8.3,1,1,0,0,0.0,Matches,17,Vincenzo Fiorillo,it ITA,GK,Carrarese,34,1990,11.2,16,1,0,3,0,13.5,0.27,-2.5,-0.22,61,168,36.3,238,34,49.2,37.9,110,46.4,35.8,213,13,6.1,6,0.53,11.3,Matches
18,Andrea Fulignati,it ITA,GK,Cremonese,29,1994,38,38,3420,38.0,44,1.16,116,74,66.4,16,13,9,8,21.1,6,5,0,1,0.0,Matches,18,Andrea Fulignati,it ITA,GK,Cremonese,29,1994,38.0,44,5,2,2,2,40.6,0.32,-1.4,-0.04,160,400,40.0,1448,139,24.7,29.1,137,31.4,32.9,463,34,7.3,42,1.11,13.4,Matches
