Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Gavin Bazunu,ie IRL,GK,Standard Liège,22,2002,6,6,540,6.0,12,2.00,25,13,52.0,1,1,4,1,16.7,0,0,0,0,,Matches,1,Gavin Bazunu,ie IRL,GK,Standard Liège,22,2002,6.0,12,0,0,1,0,11.5,0.46,-0.5,-0.08,25,92,27.2,178,25,39.9,36.7,28,75.0,54.4,77,0,0.0,15,2.50,17.4,Matches
2,Arnaud Bodart,be BEL,GK,Standard Liège,26,1998,2,2,180,2.0,1,0.50,6,5,83.3,1,1,0,1,50.0,0,0,0,0,,Matches,2,Arnaud Bodart,be BEL,GK,Standard Liège,26,1998,2.0,1,0,0,0,0,2.6,0.48,+1.6,+0.82,18,56,32.1,47,4,85.1,51.4,16,100.0,62.7,40,8,20.0,9,4.50,14.8,Matches
3,Sinan Bolat,tr TUR,GK,Westerlo,35,1988,11,11,990,11.0,20,1.82,62,42,71.0,4,3,4,1,9.1,2,2,0,0,0.0,Matches,3,Sinan Bolat,tr TUR,GK,Westerlo,35,1988,11.0,20,2,0,2,0,19.5,0.30,-0.5,-0.05,59,168,35.1,323,47,41.2,36.0,79,44.3,38.0,165,7,4.2,12,1.09,12.9,Matches
4,Colin Coosemans,be BEL,GK,Anderlecht,31,1992,28,28,2520,28.0,25,0.89,128,101,80.5,14,6,8,14,50.0,2,0,2,0,100.0,Matches,4,Colin Coosemans,be BEL,GK,Anderlecht,31,1992,28.0,25,0,0,3,0,39.0,0.30,+14.0,+0.50,161,396,40.7,1227,105,29.4,31.1,93,37.6,35.3,383,21,5.5,35,1.25,14.2,Matches
5,Jo Coppens,be BEL,GK,Sint-Truiden,33,1990,3,3,270,3.0,11,3.67,18,7,44.4,0,0,3,0,0.0,1,1,0,0,0.0,Matches,5,Jo Coppens,be BEL,GK,Sint-Truiden,33,1990,3.0,11,1,0,0,0,9.0,0.49,-2.0,-0.68,12,47,25.5,96,9,46.9,38.4,10,20.0,34.0,50,1,2.0,0,0.00,6.7,Matches
6,Ortwin De Wolf,be BEL,GK,Mechelen,27,1997,30,30,2700,30.0,40,1.33,142,106,75.4,10,8,12,9,30.0,5,5,0,0,0.0,Matches,6,Ortwin De Wolf,be BEL,GK,Mechelen,27,1997,30.0,40,5,0,5,4,45.3,0.30,+9.3,+0.31,130,372,34.9,937,150,31.1,32.7,225,36.0,34.1,473,32,6.8,23,0.77,11.4,Matches
7,Théo Defourny,be BEL,GK,Charleroi,32,1992,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,7,Théo Defourny,be BEL,GK,Charleroi,32,1992,1.0,2,0,0,0,0,1.5,0.37,-0.5,-0.52,1,10,10.0,24,3,37.5,34.6,5,20.0,23.8,9,0,0.0,1,1.00,13.7,Matches
8,Maxime Delanghe,be BEL,GK,Cercle Brugge,23,2001,21,21,1881,20.9,27,1.29,87,59,71.3,5,9,7,7,33.3,3,2,1,0,33.3,Matches,8,Maxime Delanghe,be BEL,GK,Cercle Brugge,23,2001,20.9,27,2,0,4,0,29.0,0.30,+2.0,+0.10,105,413,25.4,427,39,69.1,46.8,129,91.5,61.2,263,6,2.3,34,1.63,14.8,Matches
9,Martin Delavallée,be BEL,GK,Charleroi,20,2004,8,8,720,8.0,13,1.62,47,34,72.3,2,2,4,1,12.5,0,0,0,0,,Matches,9,Martin Delavallée,be BEL,GK,Charleroi,20,2004,8.0,13,0,0,3,0,14.4,0.31,+1.4,+0.18,50,116,43.1,231,58,36.4,33.8,46,69.6,47.5,96,5,5.2,11,1.38,16.1,Matches
10,Julien Devriendt,be BEL,GK,Dender,25,1998,4,3,315,3.5,9,2.57,26,17,69.2,0,1,2,0,0.0,1,1,0,0,0.0,Matches,10,Julien Devriendt,be BEL,GK,Dender,25,1998,3.5,9,1,0,1,0,7.2,0.26,-1.8,-0.51,13,42,31.0,77,23,46.8,38.0,16,37.5,38.6,49,2,4.1,7,2.00,17.4,Matches
11,Guillaume Dietsch,fr FRA,GK,Dender,23,2001,1,0,49,0.5,1,1.84,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches,11,Guillaume Dietsch,fr FRA,GK,Dender,23,2001,0.5,1,0,0,0,0,0.8,0.40,-0.2,-0.37,0,1,0.0,5,2,20.0,28.6,0,,,2,0,0.0,0,0.00,,Matches
12,Matthieu Epolo,be BEL,GK,Standard Liège,20,2004,19,18,1665,18.5,21,1.14,93,72,77.4,5,6,7,8,44.4,1,0,1,0,100.0,Matches,12,Matthieu Epolo,be BEL,GK,Standard Liège,20,2004,18.5,21,0,1,4,1,26.2,0.28,+6.2,+0.34,114,341,33.4,399,58,55.6,41.1,143,83.2,53.1,279,18,6.5,17,0.92,11.1,Matches
13,Nick Gillekens,be BEL,GK,Westerlo,29,1995,1,1,90,1.0,3,3.00,11,8,72.7,0,0,1,0,0.0,0,0,0,0,,Matches,13,Nick Gillekens,be BEL,GK,Westerlo,29,1995,1.0,3,0,0,1,0,4.3,0.43,+1.3,+1.28,8,19,42.1,34,7,41.2,38.3,9,55.6,39.4,22,0,0.0,1,1.00,10.0,Matches
14,Patrik Gunnarsson,is ISL,GK,Kortrijk,23,2000,11,11,922,10.2,16,1.56,36,21,55.6,3,2,6,1,9.1,0,0,0,0,,Matches,14,Patrik Gunnarsson,is ISL,GK,Kortrijk,23,2000,10.2,16,0,0,1,1,14.9,0.41,-0.1,-0.01,65,176,36.9,243,56,49.8,39.6,77,71.4,52.7,179,11,6.1,7,0.68,12.4,Matches
15,Laurent Henkinet,be BEL,GK,Standard Liège,31,1992,4,4,315,3.5,1,0.29,13,12,92.3,3,1,0,2,50.0,0,0,0,0,,Matches,15,Laurent Henkinet,be BEL,GK,Standard Liège,31,1992,3.5,1,0,0,0,0,2.5,0.19,+1.5,+0.43,19,72,26.4,76,12,68.4,43.9,27,74.1,46.3,93,9,9.7,2,0.57,7.4,Matches
16,Marko Ilić,rs SRB,GK,Kortrijk,26,1998,5,5,425,4.7,9,1.91,27,19,66.7,0,1,4,0,0.0,0,0,0,0,,Matches,16,Marko Ilić,rs SRB,GK,Kortrijk,26,1998,4.7,9,0,0,1,1,10.1,0.37,+2.1,+0.43,28,64,43.8,85,24,50.6,36.2,26,80.8,47.0,62,4,6.5,4,0.85,15.3,Matches
17,Nordin Jackers,be BEL,GK,Club Brugge,26,1997,1,0,31,0.3,1,2.90,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches,17,Nordin Jackers,be BEL,GK,Club Brugge,26,1997,0.3,1,0,0,0,0,0.8,0.32,-0.2,-0.70,3,4,75.0,28,4,14.3,25.1,0,,,2,2,100.0,0,0.00,9.3,Matches
18,Andreas Jungdal,dk DEN,GK,Westerlo,22,2002,8,8,720,8.0,10,1.25,27,17,66.7,4,2,2,2,25.0,2,1,1,0,50.0,Matches,18,Andreas Jungdal,dk DEN,GK,Westerlo,22,2002,8.0,10,1,0,2,1,9.2,0.29,+0.2,+0.02,48,141,34.0,263,40,41.8,36.7,54,57.4,46.5,130,8,6.2,10,1.25,13.0,Matches
19,Mads Kikkenborg,dk DEN,GK,Anderlecht,24,1999,2,2,180,2.0,2,1.00,10,8,80.0,1,0,1,0,0.0,0,0,0,0,,Matches,19,Mads Kikkenborg,dk DEN,GK,Anderlecht,24,1999,2.0,2,0,0,0,0,4.2,0.44,+2.2,+1.10,9,30,30.0,71,10,33.8,31.2,6,100.0,60.2,37,1,2.7,3,1.50,12.6,Matches
20,Leo Kokubo,jp JPN,GK,Sint-Truiden,23,2001,27,27,2430,27.0,45,1.67,121,77,70.2,7,10,10,4,14.8,10,9,1,0,10.0,Matches,20,Leo Kokubo,jp JPN,GK,Sint-Truiden,23,2001,27.0,45,9,0,7,2,45.0,0.31,+2.0,+0.07,113,318,35.5,749,103,34.8,32.6,172,33.1,32.7,485,21,4.3,36,1.33,13.5,Matches
