Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Arsenal,23,26.2,58.3,9,99,810,9.0,16,10,26,14,2,2,9,0,14.6,13.0,8.2,21.2,183,400,1.78,1.11,2.89,1.56,2.67,1.62,0.91,2.53,1.44,2.35,Arsenal,1,9,9,810,9.0,3,0.33,19,16,84.2,7,1,1,6,66.7,0,0,0,0,,Arsenal,1,9.0,3,0,1,1,0,3.7,0.2,0.7,0.08,47,136,34.6,278,40,40.6,35.0,47,48.9,39.4,79,7,8.9,19,2.11,20.2,Arsenal,23,9.0,16,131,35,26.7,14.56,3.89,0.11,0.4,14.8,2,2,2,14.6,13.0,0.1,1.4,1.0,Arsenal,23,9.0,4030,4863,82.9,71553,22072,1722,1908,90.3,1938,2159,89.8,311,603,51.6,10,8.2,10.2,1.8,87,303,91,11,400,Arsenal,23,9.0,4863,4468,382,96,33,17,179,160,67,52,7,0,4030,13,68,Arsenal,23,9.0,224,24.89,156,17,12,25,13,1,29,3.22,16,2,3,4,3,1,Arsenal,23,9.0,134,80,55,54,25,53,104,51.0,51,89,26,63,54,188,207,5,Arsenal,23,58.3,9.0,5873,504,1555,2744,1620,301,5871,164,72,43.9,72,43.9,3360,18562,9808,183,133,50,146,69,3969,395,Arsenal,23,9.0,9,0,0,89,92,13,179,54,80,2,0,0,347,137,121,53.1
Aston Villa,23,28.4,54.9,9,99,810,9.0,9,8,17,9,0,0,14,1,7.1,7.1,5.3,12.4,140,333,1.0,0.89,1.89,1.0,1.89,0.78,0.59,1.37,0.78,1.37,Aston Villa,2,9,9,810,9.0,8,0.89,26,18,73.1,4,3,2,3,33.3,1,1,0,0,0.0,Aston Villa,2,9.0,8,1,0,3,0,7.6,0.28,-0.4,-0.05,34,109,31.2,270,38,30.7,30.3,78,33.3,29.3,132,12,9.1,18,2.0,13.5,Aston Villa,23,9.0,9,93,28,30.1,10.33,3.11,0.1,0.32,17.6,2,0,0,7.1,7.1,0.08,1.9,1.9,Aston Villa,23,9.0,3654,4408,82.9,64224,21423,1633,1778,91.8,1618,1814,89.2,325,609,53.4,8,5.3,6.7,2.7,66,288,70,15,333,Aston Villa,23,9.0,4408,3960,434,143,25,14,154,147,49,28,6,0,3654,14,75,Aston Villa,23,9.0,161,17.89,123,17,3,10,5,3,16,1.78,14,1,1,0,0,0,Aston Villa,23,9.0,130,80,62,53,15,59,112,52.7,53,101,41,60,50,180,204,3,Aston Villa,23,54.9,9.0,5370,693,1764,2368,1277,186,5370,162,50,30.9,90,55.6,3201,15956,7999,140,88,28,118,99,3578,328,Aston Villa,23,9.0,14,1,0,86,116,14,154,50,80,0,1,0,328,115,117,49.6
Bournemouth,24,25.6,50.7,9,99,810,9.0,16,11,27,15,1,1,23,0,11.0,10.2,7.4,17.6,155,333,1.78,1.22,3.0,1.67,2.89,1.22,0.83,2.04,1.13,1.96,Bournemouth,1,9,9,810,9.0,11,1.22,38,27,73.7,5,3,1,4,44.4,1,1,0,0,0.0,Bournemouth,1,9.0,11,1,0,2,0,12.7,0.32,1.7,0.19,34,112,30.4,215,48,32.1,32.1,73,58.9,48.0,109,14,12.8,22,2.44,15.3,Bournemouth,24,9.0,16,111,40,36.0,12.33,4.44,0.14,0.38,18.7,8,1,1,11.0,10.2,0.09,5.0,4.8,Bournemouth,24,9.0,3258,4209,77.4,57650,20333,1427,1601,89.1,1429,1670,85.6,318,689,46.2,11,7.4,7.2,3.6,77,292,75,19,333,Bournemouth,24,9.0,4209,3761,427,99,15,14,166,185,50,38,3,0,3258,21,91,Bournemouth,24,9.0,203,22.56,152,11,14,8,11,7,29,3.22,21,2,3,0,2,1,Bournemouth,24,9.0,153,88,64,66,23,75,143,52.4,68,112,25,87,84,237,293,2,Bournemouth,24,50.7,9.0,5359,553,1713,2312,1395,209,5357,183,72,39.3,87,47.5,2877,15620,8412,155,135,37,126,85,3230,331,Bournemouth,24,9.0,23,0,0,113,91,21,166,84,88,1,1,0,403,144,171,45.7
Brentford,20,25.4,40.6,9,99,810,9.0,14,8,22,12,2,3,18,0,13.4,11.1,8.9,20.0,119,220,1.56,0.89,2.44,1.33,2.22,1.49,0.99,2.48,1.23,2.22,Brentford,1,9,9,810,9.0,14,1.56,35,21,62.9,4,1,4,2,22.2,2,1,1,0,50.0,Brentford,1,9.0,14,1,0,1,1,11.5,0.31,-1.5,-0.16,61,151,40.4,266,48,40.6,34.2,65,66.2,48.9,125,8,6.4,6,0.67,12.3,Brentford,20,9.0,14,93,36,38.7,10.33,4.0,0.13,0.33,14.4,0,2,3,13.4,11.1,0.13,0.6,0.9,Brentford,20,9.0,2510,3353,74.9,46928,18650,1047,1215,86.2,1088,1313,82.9,307,646,47.5,8,8.9,7.0,-0.9,70,174,50,19,220,Brentford,20,9.0,3353,2943,397,91,10,5,153,170,48,21,16,3,2510,13,43,Brentford,20,9.0,157,17.44,109,23,9,9,5,2,22,2.44,14,4,2,1,1,0,Brentford,20,9.0,143,79,55,61,27,67,123,54.5,56,119,41,78,70,213,260,3,Brentford,20,40.6,9.0,4454,637,1742,1802,963,194,4451,160,59,36.9,86,53.8,1992,10888,5423,119,76,41,138,69,2480,217,Brentford,20,9.0,18,0,0,105,78,13,153,70,79,2,2,1,339,163,164,49.8
Brighton,22,26.1,47.8,9,99,810,9.0,14,9,23,12,2,3,24,0,13.2,10.9,9.0,19.9,172,315,1.56,1.0,2.56,1.33,2.33,1.47,0.99,2.46,1.21,2.21,Brighton,1,9,9,810,9.0,15,1.67,34,21,58.8,3,3,3,0,0.0,1,1,0,0,0.0,Brighton,1,9.0,15,1,0,1,2,13.2,0.36,0.2,0.02,24,112,21.4,271,39,35.4,32.0,75,21.3,22.0,113,4,3.5,8,0.89,14.3,Brighton,22,9.0,14,109,37,33.9,12.11,4.11,0.11,0.32,19.6,6,2,3,13.2,10.9,0.1,0.8,1.1,Brighton,22,9.0,3272,4054,80.7,57561,20283,1470,1625,90.5,1421,1622,87.6,296,570,51.9,9,9.0,7.1,0.0,82,269,59,22,315,Brighton,22,9.0,4054,3639,395,101,10,26,134,151,44,28,4,1,3272,20,75,Brighton,22,9.0,191,21.22,134,15,13,12,11,6,22,2.44,13,1,2,4,2,0,Brighton,22,9.0,177,112,76,69,32,91,177,51.4,86,99,21,78,71,248,236,4,Brighton,22,47.8,9.0,5150,624,1816,2243,1151,201,5147,176,79,44.9,80,45.5,2903,15840,8748,172,91,54,149,94,3243,312,Brighton,22,9.0,24,0,0,114,98,20,134,71,112,1,1,2,387,117,132,47.0
Burnley,22,27.6,36.0,9,99,810,9.0,12,11,23,12,0,0,14,1,6.8,6.8,5.6,12.4,72,194,1.33,1.22,2.56,1.33,2.56,0.75,0.62,1.37,0.75,1.37,Burnley,1,9,9,810,9.0,17,1.89,51,37,72.5,3,1,5,2,22.2,3,3,0,0,0.0,Burnley,1,9.0,17,3,0,1,3,15.6,0.26,1.6,0.18,56,197,28.4,212,43,46.7,36.3,107,91.6,64.6,208,8,3.8,3,0.33,8.3,Burnley,22,9.0,12,71,28,39.4,7.89,3.11,0.17,0.43,17.9,4,0,0,6.8,6.8,0.1,5.2,5.2,Burnley,22,9.0,2357,3204,73.6,41555,15895,1150,1313,87.6,887,1085,81.8,248,585,42.4,11,5.6,5.0,5.4,53,174,41,15,194,Burnley,22,9.0,3204,2804,382,88,10,36,98,136,25,20,1,1,2357,18,77,Burnley,22,9.0,121,13.44,85,14,4,8,9,1,21,2.33,16,1,1,3,0,0,Burnley,22,9.0,155,83,77,61,17,66,133,49.6,67,124,45,79,95,250,320,5,Burnley,22,36.0,9.0,4329,670,1682,1799,882,124,4329,98,34,34.7,49,50.0,2099,8946,4577,72,53,17,119,68,2347,191,Burnley,22,9.0,14,1,1,86,78,18,98,95,83,0,3,3,292,138,169,45.0
Chelsea,25,24.4,59.7,9,99,810,9.0,17,12,29,16,1,1,20,3,13.4,12.6,9.8,22.4,183,374,1.89,1.33,3.22,1.78,3.11,1.49,1.08,2.57,1.4,2.49,Chelsea,2,9,9,808,9.0,11,1.23,28,17,60.7,4,2,3,3,33.3,0,0,0,0,,Chelsea,2,9.0,11,0,0,2,0,9.7,0.35,-1.3,-0.15,32,138,23.2,307,42,36.8,34.3,70,35.7,33.2,112,12,10.7,8,0.89,12.7,Chelsea,25,9.0,17,122,43,35.2,13.56,4.78,0.13,0.37,17.1,6,1,1,13.4,12.6,0.11,3.6,3.4,Chelsea,25,9.0,4425,5210,84.9,75401,22802,2086,2259,92.3,1946,2144,90.8,317,615,51.5,12,9.8,8.9,2.2,89,344,70,11,374,Chelsea,25,9.0,5210,4766,424,120,19,18,161,158,56,35,3,0,4425,20,58,Chelsea,25,9.0,214,23.78,159,15,11,16,8,5,31,3.44,22,4,1,3,1,0,Chelsea,25,9.0,147,89,66,58,23,80,130,61.5,50,79,27,52,93,240,181,9,Chelsea,25,59.7,9.0,6162,601,1873,2932,1410,209,6161,177,73,41.2,77,43.5,3767,18020,9683,183,103,46,130,87,4386,368,Chelsea,25,9.0,20,3,1,103,109,20,161,93,89,0,0,0,335,115,98,54.0
Crystal Palace,21,26.8,42.4,9,99,810,9.0,12,5,17,10,2,2,18,0,17.6,16.1,11.4,27.5,103,279,1.33,0.56,1.89,1.11,1.67,1.95,1.27,3.22,1.78,3.05,Crystal Palace,1,9,9,810,9.0,9,1.0,29,20,72.4,3,4,2,3,33.3,1,1,0,0,0.0,Crystal Palace,1,9.0,9,1,0,2,0,11.7,0.38,2.7,0.29,47,160,29.4,239,31,49.8,39.0,84,48.8,40.1,144,7,4.9,3,0.33,11.0,Crystal Palace,21,9.0,12,113,40,35.4,12.56,4.44,0.09,0.25,16.2,0,2,2,17.6,16.1,0.15,-5.6,-6.1,Crystal Palace,21,9.0,2757,3618,76.2,50892,19385,1142,1314,86.9,1265,1466,86.3,298,650,45.8,5,11.4,9.7,-6.4,73,199,62,16,279,Crystal Palace,21,9.0,3618,3215,390,102,27,20,129,154,32,26,3,0,2757,13,72,Crystal Palace,21,9.0,197,21.89,132,24,9,20,8,4,22,2.44,15,1,0,3,2,1,Crystal Palace,21,9.0,188,116,104,67,17,86,159,54.1,73,97,24,73,81,269,319,8,Crystal Palace,21,42.4,9.0,4728,639,1824,1990,966,201,4726,96,37,38.5,42,43.8,2348,11307,6105,103,78,22,112,72,2746,277,Crystal Palace,21,9.0,18,0,0,97,90,13,129,81,116,2,1,0,332,168,167,50.1
Everton,19,28.5,45.1,9,99,810,9.0,9,7,16,8,1,1,22,0,12.5,11.7,9.3,21.0,142,302,1.0,0.78,1.78,0.89,1.67,1.39,1.03,2.42,1.3,2.33,Everton,1,9,9,810,9.0,12,1.33,35,22,68.6,3,2,4,2,22.2,2,1,1,0,50.0,Everton,1,9.0,12,1,0,2,0,12.3,0.31,0.3,0.03,75,202,37.1,301,30,56.5,40.6,68,47.1,38.4,110,4,3.6,22,2.44,17.7,Everton,19,9.0,9,99,27,27.3,11.0,3.0,0.08,0.3,16.2,3,1,1,12.5,11.7,0.12,-3.5,-3.7,Everton,19,9.0,2954,3839,76.9,54944,19822,1260,1440,87.5,1337,1577,84.8,312,641,48.7,7,9.3,8.8,-2.3,77,238,72,19,302,Everton,19,9.0,3839,3397,433,123,23,25,162,184,37,29,1,1,2954,9,72,Everton,19,9.0,185,20.56,135,16,12,9,11,2,17,1.89,15,0,0,1,1,0,Everton,19,9.0,155,97,76,57,22,74,132,56.1,58,107,46,61,70,225,266,11,Everton,19,45.1,9.0,4927,554,1605,2032,1339,217,4926,183,66,36.1,85,46.4,2778,13586,6571,142,112,46,151,86,2931,297,Everton,19,9.0,22,0,0,95,107,9,162,70,97,1,2,0,354,191,159,54.6
