Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Atalanta,22,26.8,55.6,9,99,810,9.0,13,9,22,13,0,0,14,1,13.1,13.1,9.9,22.9,190,420,1.44,1.0,2.44,1.44,2.44,1.45,1.1,2.55,1.45,2.55,Atalanta,1,9,9,810,9.0,7,0.78,34,27,79.4,2,7,0,2,22.2,1,0,1,0,100.0,Atalanta,1,9.0,7,0,0,2,1,7.9,0.22,1.9,0.21,51,122,41.8,275,44,30.9,32.0,59,62.7,46.6,117,6,5.1,10,1.11,13.5,Atalanta,22,9.0,13,141,42,29.8,15.67,4.67,0.09,0.31,16.3,2,0,0,13.1,13.1,0.09,-0.1,-0.1,Atalanta,22,9.0,4048,4833,83.8,73033,24628,1778,1965,90.5,1828,2052,89.1,390,657,59.4,9,9.9,11.6,-0.9,104,312,97,20,420,Atalanta,22,9.0,4833,4450,369,89,8,26,185,146,59,26,27,0,4048,14,54,Atalanta,22,9.0,244,27.11,183,17,12,22,5,5,19,2.11,14,1,0,2,0,2,Atalanta,22,9.0,130,76,55,51,24,60,113,53.1,53,74,27,47,55,185,226,6,Atalanta,22,55.6,9.0,5826,618,1915,2523,1449,251,5826,183,81,44.3,77,42.1,3458,16847,8757,190,117,53,144,70,4025,415,Atalanta,22,9.0,14,1,1,89,77,14,185,55,76,0,1,1,380,119,127,48.4
Bologna,25,27.6,57.7,9,99,810,9.0,13,9,22,11,2,2,20,1,10.8,9.2,8.3,17.5,125,330,1.44,1.0,2.44,1.22,2.22,1.2,0.92,2.12,1.03,1.95,Bologna,2,9,9,810,9.0,7,0.78,28,21,82.1,4,3,2,4,44.4,2,2,0,0,0.0,Bologna,2,9.0,7,2,0,1,0,7.8,0.22,0.8,0.09,41,118,34.7,393,43,24.7,30.6,51,41.2,38.9,94,4,4.3,13,1.44,12.4,Bologna,25,9.0,13,107,32,29.9,11.89,3.56,0.1,0.34,18.7,3,2,2,10.8,9.2,0.09,2.2,1.8,Bologna,25,9.0,3608,4448,81.1,71145,23544,1287,1444,89.1,1773,1995,88.9,484,809,59.8,9,8.3,7.0,0.7,89,300,69,21,330,Bologna,25,9.0,4448,3960,470,153,3,42,159,200,50,10,26,0,3608,18,65,Bologna,25,9.0,194,21.56,146,20,7,12,6,3,24,2.67,20,2,0,0,2,0,Bologna,25,9.0,133,83,57,61,15,65,116,56.0,51,67,20,47,56,189,188,8,Bologna,25,57.7,9.0,5340,489,1700,2535,1151,166,5338,146,59,40.4,60,41.1,2980,14899,6829,125,83,33,123,83,3550,325,Bologna,25,9.0,20,1,1,136,136,18,159,56,83,1,2,0,314,118,130,47.6
Cagliari,24,25.5,45.3,9,99,810,9.0,9,6,15,8,1,1,22,0,7.6,6.8,5.5,12.2,110,244,1.0,0.67,1.67,0.89,1.56,0.84,0.61,1.45,0.75,1.36,Cagliari,1,9,9,810,9.0,12,1.33,43,31,72.1,2,3,4,1,11.1,0,0,0,0,,Cagliari,1,9.0,12,0,1,3,0,12.4,0.29,0.4,0.05,48,132,36.4,207,42,51.7,37.9,91,27.5,27.9,138,22,15.9,12,1.33,13.4,Cagliari,24,9.0,9,83,25,30.1,9.22,2.78,0.1,0.32,18.5,6,1,1,7.6,6.8,0.08,1.4,1.2,Cagliari,24,9.0,2877,3673,78.3,51678,19865,1255,1431,87.7,1282,1509,85.0,283,563,50.3,6,5.5,4.3,0.5,63,198,37,14,244,Cagliari,24,9.0,3673,3208,447,151,6,23,122,157,27,4,21,0,2877,18,63,Cagliari,24,9.0,148,16.44,102,18,5,8,11,4,15,1.67,8,1,1,3,2,0,Cagliari,24,9.0,136,73,76,48,12,69,133,51.9,64,69,32,37,72,208,261,11,Cagliari,24,45.3,9.0,4652,576,1841,2046,807,122,4651,124,46,37.1,61,49.2,2397,10950,5638,110,60,31,129,66,2849,242,Cagliari,24,9.0,22,0,0,140,141,18,122,72,73,1,0,0,294,111,121,47.8
Como,23,26.1,59.0,9,99,810,9.0,12,10,22,12,0,0,22,2,11.1,11.1,8.5,19.6,151,300,1.33,1.11,2.44,1.33,2.44,1.23,0.94,2.17,1.23,2.17,Como,1,9,9,810,9.0,6,0.67,27,21,77.8,4,4,1,3,33.3,0,0,0,0,,Como,1,9.0,6,0,0,1,0,6.9,0.26,0.9,0.1,50,101,49.5,301,38,27.9,29.4,53,32.1,27.4,89,10,11.2,23,2.56,17.0,Como,23,9.0,12,123,42,34.1,13.67,4.67,0.1,0.29,18.6,5,0,0,11.1,11.1,0.09,0.9,0.9,Como,23,9.0,4010,4751,84.4,68422,23639,1878,2045,91.8,1736,1941,89.4,303,530,57.2,10,8.5,6.4,1.5,97,249,62,15,300,Como,23,9.0,4751,4315,428,140,10,27,123,189,31,10,12,0,4010,8,87,Como,23,9.0,229,25.44,171,16,15,11,10,6,24,2.67,18,1,2,1,2,0,Como,23,9.0,163,95,65,69,29,67,140,47.9,73,108,36,72,64,227,228,4,Como,23,59.0,9.0,5817,619,1914,2756,1187,187,5817,158,65,41.1,79,50.0,3232,15483,7549,151,107,53,133,96,3954,295,Como,23,9.0,22,2,0,143,120,8,123,64,95,0,0,0,331,124,97,56.1
Cremonese,27,28.4,43.9,9,99,810,9.0,11,8,19,10,1,1,21,0,7.7,6.9,5.9,12.9,90,210,1.22,0.89,2.11,1.11,2.0,0.86,0.66,1.52,0.77,1.43,Cremonese,2,9,9,810,9.0,10,1.11,46,36,80.4,3,5,1,3,33.3,1,1,0,0,0.0,Cremonese,2,9.0,10,1,0,1,0,12.1,0.25,2.1,0.23,49,180,27.2,272,44,48.2,37.2,100,49.0,39.6,155,11,7.1,5,0.56,10.9,Cremonese,27,9.0,11,66,27,40.9,7.33,3.0,0.15,0.37,18.1,2,1,1,7.7,6.9,0.12,3.3,3.1,Cremonese,27,9.0,2667,3553,75.1,47873,18474,1183,1343,88.1,1101,1318,83.5,297,645,46.0,8,5.9,4.4,2.1,47,168,30,13,210,Cremonese,27,9.0,3553,3089,446,129,2,21,117,173,25,14,10,0,2667,18,77,Cremonese,27,9.0,111,12.33,73,14,6,7,9,2,19,2.11,10,4,0,3,2,0,Cremonese,27,9.0,140,81,70,55,15,71,119,59.7,48,102,45,57,50,190,271,6,Cremonese,27,43.9,9.0,4556,709,1869,1972,766,91,4555,104,42,40.4,50,48.1,2358,10828,5107,90,75,17,149,73,2640,207,Cremonese,27,9.0,21,0,0,104,108,18,117,50,81,1,1,0,299,136,150,47.6
Fiorentina,23,27.6,48.6,9,99,810,9.0,7,2,9,5,2,2,19,1,11.8,10.5,6.6,17.1,112,232,0.78,0.22,1.0,0.56,0.78,1.31,0.73,2.04,1.17,1.9,Fiorentina,1,9,9,810,9.0,15,1.67,43,28,72.1,0,4,5,2,22.2,3,3,0,0,0.0,Fiorentina,1,9.0,15,3,0,3,0,14.3,0.29,-0.7,-0.07,40,121,33.1,214,30,48.6,35.4,66,25.8,26.5,114,3,2.6,7,0.78,14.6,Fiorentina,23,9.0,7,104,20,19.2,11.56,2.22,0.05,0.25,17.9,5,2,2,11.8,10.5,0.1,-4.8,-5.5,Fiorentina,23,9.0,2896,3685,78.6,52291,19058,1185,1340,88.4,1353,1587,85.3,291,583,49.9,2,6.6,5.4,-4.6,66,183,44,20,232,Fiorentina,23,9.0,3685,3238,425,155,6,15,144,143,37,16,16,0,2896,22,46,Fiorentina,23,9.0,177,19.67,115,22,7,16,15,2,9,1.0,4,0,1,4,0,0,Fiorentina,23,9.0,133,71,57,60,16,62,110,56.4,48,92,26,66,83,216,172,3,Fiorentina,23,48.6,9.0,4598,542,1607,2134,914,149,4596,138,51,37.0,69,50.0,2413,12230,6085,112,75,27,115,81,2851,230,Fiorentina,23,9.0,19,1,1,132,145,22,144,83,71,0,3,0,333,110,127,46.4
Genoa,24,26.4,49.9,9,99,810,9.0,4,2,6,4,0,1,25,0,11.3,10.5,7.4,17.9,123,262,0.44,0.22,0.67,0.44,0.67,1.25,0.83,2.08,1.17,1.99,Genoa,1,9,9,810,9.0,13,1.44,33,21,63.6,0,3,6,2,22.2,1,1,0,0,0.0,Genoa,1,9.0,13,1,0,4,1,11.8,0.34,-0.2,-0.02,29,106,27.4,183,21,45.9,35.7,54,40.7,33.2,105,4,3.8,10,1.11,16.2,Genoa,24,9.0,4,106,27,25.5,11.78,3.0,0.04,0.15,17.9,6,0,1,11.3,10.5,0.11,-7.3,-6.5,Genoa,24,9.0,2930,3864,75.8,52156,18383,1240,1456,85.2,1352,1615,83.7,270,585,46.2,2,7.4,6.8,-5.4,73,215,50,14,262,Genoa,24,9.0,3864,3406,449,130,6,18,157,205,38,22,11,0,2930,9,72,Genoa,24,9.0,192,21.33,130,18,9,21,10,4,7,0.78,5,0,1,1,0,0,Genoa,24,9.0,164,105,79,69,16,80,124,64.5,44,92,26,66,70,234,233,2,Genoa,24,49.9,9.0,4980,510,1700,2230,1097,150,4979,144,68,47.2,63,43.8,2639,13615,5958,123,79,23,166,88,2910,262,Genoa,24,9.0,25,0,0,135,118,9,157,70,105,1,1,1,348,144,170,45.9
Hellas Verona,25,26.5,39.3,9,99,810,9.0,5,3,8,4,1,1,22,0,11.5,10.7,8.0,18.7,111,243,0.56,0.33,0.89,0.44,0.78,1.27,0.89,2.16,1.19,2.07,Hellas Verona,1,9,9,810,9.0,14,1.56,32,17,56.3,0,5,4,2,22.2,1,0,1,0,100.0,Hellas Verona,1,9.0,14,0,0,1,0,11.5,0.33,-2.5,-0.27,62,176,35.2,199,28,57.3,42.5,66,93.9,62.2,111,7,6.3,5,0.56,13.4,Hellas Verona,25,9.0,5,121,48,39.7,13.44,5.33,0.03,0.08,19.3,3,1,1,11.5,10.7,0.09,-6.5,-6.7,Hellas Verona,25,9.0,2296,3232,71.0,42142,17761,1007,1218,82.7,925,1162,79.6,279,636,43.9,3,8.0,7.0,-5.0,90,215,44,12,243,Hellas Verona,25,9.0,3232,2806,412,90,13,17,135,197,36,18,17,0,2296,14,70,Hellas Verona,25,9.0,201,22.33,137,19,12,18,8,7,7,0.78,2,1,0,1,2,1,Hellas Verona,25,9.0,174,97,87,73,14,81,140,57.9,59,109,30,79,88,262,201,2,Hellas Verona,25,39.3,9.0,4294,446,1377,1912,1051,167,4293,131,55,42.0,59,45.0,2080,10570,5076,111,74,29,140,55,2272,240,Hellas Verona,25,9.0,22,0,0,153,77,14,135,88,97,0,1,0,338,141,178,44.2
Inter,24,29.4,59.4,9,99,810,9.0,21,18,39,19,2,2,13,0,17.5,16.0,14.0,29.9,170,452,2.33,2.0,4.33,2.11,4.11,1.95,1.55,3.5,1.78,3.33,Inter,2,9,9,810,9.0,11,1.22,30,19,70.0,6,0,3,4,44.4,2,2,0,0,0.0,Inter,2,9.0,11,2,0,1,0,9.5,0.29,-1.5,-0.17,26,76,34.2,278,28,21.9,29.0,47,31.9,31.2,90,2,2.2,12,1.33,22.2,Inter,24,9.0,21,168,48,28.6,18.67,5.33,0.11,0.4,16.2,4,2,2,17.5,16.0,0.1,3.5,3.0,Inter,24,9.0,4307,5118,84.2,79270,24689,1741,1946,89.5,2032,2253,90.2,473,717,66.0,18,14.0,11.5,4.0,136,339,117,31,452,Inter,24,9.0,5118,4699,403,109,7,37,229,158,69,20,45,0,4307,16,68,Inter,24,9.0,296,32.89,209,34,15,27,8,3,36,4.0,29,2,2,2,1,0,Inter,24,9.0,128,81,59,51,18,52,99,52.5,47,76,26,50,54,182,182,3,Inter,24,59.4,9.0,6028,473,1616,2715,1735,313,6026,97,43,44.3,43,44.3,3354,15387,8183,170,123,37,116,67,4275,449,Inter,24,9.0,13,0,0,129,99,16,229,54,81,1,2,0,358,136,105,56.4
