Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Aston Villa,20,27.7,58.0,3,33,270,3.0,4,1,5,4,0,2,5,0,5.0,3.4,2.6,6.1,60,137,1.33,0.33,1.67,1.33,1.67,1.67,0.87,2.55,1.15,2.02,Aston Villa,2,3,3,270,3.0,2,0.67,18,16,88.9,2,0,1,2,66.7,0,0,0,0,,Aston Villa,2,3.0,2,0,0,0,0,3.8,0.21,1.8,0.61,16,37,43.2,101,9,31.7,25.8,26,19.2,20.6,47,0,0.0,5,1.67,19.8,Aston Villa,20,3.0,4,34,13,38.2,11.33,4.33,0.12,0.31,16.7,0,0,2,5.0,3.4,0.1,-1.0,0.6,Aston Villa,20,3.0,1264,1501,84.2,21884,8004,560,613,91.4,557,626,89.0,112,182,61.5,1,2.6,3.1,-1.6,26,96,28,5,137,Aston Villa,20,3.0,1501,1347,149,58,7,4,54,41,19,14,3,0,1264,5,25,Aston Villa,20,3.0,64,21.33,49,3,5,5,2,0,7,2.33,4,0,2,1,0,0,Aston Villa,20,3.0,41,26,16,18,7,24,41,58.5,17,23,10,13,13,54,61,3,Aston Villa,20,58.0,3.0,1812,241,674,652,503,92,1810,57,25,43.9,28,49.1,1037,5688,3070,60,41,22,58,35,1246,136,Aston Villa,20,3.0,5,0,0,35,43,5,54,13,26,1,0,0,119,31,29,51.7
Basel,22,26.7,42.7,3,33,270,3.0,3,2,5,3,0,0,6,0,3.5,3.5,1.8,5.3,40,96,1.0,0.67,1.67,1.0,1.67,1.18,0.59,1.77,1.18,1.77,Basel,2,3,3,270,3.0,4,1.33,18,13,77.8,1,0,2,1,33.3,1,0,1,0,100.0,Basel,2,3.0,4,0,0,0,0,6.0,0.29,2.0,0.67,18,44,40.9,73,12,52.1,37.4,30,20.0,21.6,45,5,11.1,2,0.67,8.0,Basel,22,3.0,3,37,11,29.7,12.33,3.67,0.08,0.27,17.2,1,0,0,3.5,3.5,0.1,-0.5,-0.5,Basel,22,3.0,926,1210,76.5,17297,7025,369,446,82.7,397,479,82.9,128,217,59.0,2,1.8,2.1,0.2,23,74,25,8,96,Basel,22,3.0,1210,1058,152,35,3,5,52,73,7,1,4,0,926,0,28,Basel,22,3.0,59,19.67,49,1,0,6,3,0,3,1.0,3,0,0,0,0,0,Basel,22,3.0,48,25,22,21,5,28,57,49.1,29,44,21,23,33,81,103,3,Basel,22,42.7,3.0,1616,243,625,597,411,61,1616,38,13,34.2,23,60.5,749,4052,1996,40,41,8,60,21,916,94,Basel,22,3.0,6,0,0,47,32,0,52,33,25,0,1,0,130,55,40,57.9
Betis,22,27.8,53.0,3,33,270,3.0,3,3,6,3,0,0,9,0,1.9,1.9,1.8,3.7,48,98,1.0,1.0,2.0,1.0,2.0,0.65,0.6,1.25,0.65,1.25,Betis,2,3,3,270,3.0,2,0.67,8,6,75.0,1,2,0,2,66.7,0,0,0,0,,Betis,2,3.0,2,0,0,1,0,2.1,0.26,0.1,0.02,4,17,23.5,81,14,13.6,23.3,20,30.0,28.1,36,2,5.6,4,1.33,19.0,Betis,22,3.0,3,31,9,29.0,10.33,3.0,0.1,0.33,20.0,0,0,0,1.9,1.9,0.06,1.1,1.1,Betis,22,3.0,1425,1647,86.5,25095,7087,616,668,92.2,636,688,92.4,132,220,60.0,3,1.8,2.3,1.2,24,87,14,2,98,Betis,22,3.0,1647,1508,132,42,1,9,40,56,9,5,1,0,1425,7,23,Betis,22,3.0,53,17.67,42,3,2,2,2,2,5,1.67,3,0,1,0,0,1,Betis,22,3.0,53,32,28,18,7,30,61,49.2,31,31,11,20,32,85,75,1,Betis,22,53.0,3.0,1979,168,673,941,384,41,1979,54,23,42.6,28,51.9,1298,6300,3167,48,42,14,49,27,1414,98,Betis,22,3.0,9,0,0,43,33,7,40,32,32,0,0,0,121,28,32,46.7
Bologna,19,27.8,54.0,3,33,270,3.0,3,1,4,3,0,0,9,0,3.8,3.8,2.9,6.6,52,106,1.0,0.33,1.33,1.0,1.33,1.26,0.96,2.22,1.26,2.22,Bologna,1,3,3,270,3.0,3,1.0,15,11,86.7,1,1,1,0,0.0,2,1,1,0,50.0,Bologna,1,3.0,3,1,0,1,0,4.5,0.2,1.5,0.51,7,28,25.0,89,4,25.8,31.3,15,33.3,36.3,30,2,6.7,1,0.33,9.2,Bologna,19,3.0,3,46,17,37.0,15.33,5.67,0.07,0.18,17.0,0,0,0,3.8,3.8,0.08,-0.8,-0.8,Bologna,19,3.0,1057,1348,78.4,20514,7447,421,490,85.9,467,545,85.7,151,238,63.4,1,2.9,3.3,-1.9,36,86,32,12,106,Bologna,19,3.0,1348,1185,151,56,2,15,69,59,15,3,11,0,1057,12,31,Bologna,19,3.0,86,28.67,61,14,2,6,2,1,4,1.33,2,0,0,2,0,0,Bologna,19,3.0,63,35,28,24,11,21,40,52.5,19,30,5,25,23,86,72,1,Bologna,19,54.0,3.0,1712,168,498,808,424,67,1712,48,22,45.8,23,47.9,955,5075,2381,52,36,11,47,21,1050,105,Bologna,19,3.0,9,0,0,50,48,12,69,23,35,0,2,0,125,52,43,54.7
Braga,21,25.8,46.3,3,33,270,3.0,5,4,9,5,0,0,2,0,3.5,3.5,2.7,6.2,34,113,1.67,1.33,3.0,1.67,3.0,1.17,0.89,2.05,1.17,2.05,Braga,1,3,3,270,3.0,0,0.0,7,7,100.0,3,0,0,3,100.0,0,0,0,0,,Braga,1,3.0,0,0,0,0,0,1.2,0.17,1.2,0.4,10,41,24.4,99,13,38.4,35.2,15,20.0,23.0,40,2,5.0,5,1.67,18.0,Braga,21,3.0,5,32,12,37.5,10.67,4.0,0.16,0.42,16.7,0,0,0,3.5,3.5,0.11,1.5,1.5,Braga,21,3.0,1209,1505,80.3,20830,7495,563,623,90.4,528,604,87.4,94,208,45.2,4,2.7,3.0,1.3,22,95,30,5,113,Braga,21,3.0,1505,1371,130,43,3,8,62,55,14,5,7,0,1209,4,28,Braga,21,3.0,53,17.67,39,3,0,4,4,3,9,3.0,8,0,0,1,0,0,Braga,21,3.0,56,35,27,22,7,25,50,50.0,25,37,5,32,23,79,84,4,Braga,21,46.3,3.0,1845,188,593,801,471,61,1845,38,18,47.4,17,44.7,884,4234,1850,34,23,8,41,24,1202,113,Braga,21,3.0,2,0,0,32,32,4,62,23,35,0,0,0,138,35,29,54.7
Brann,19,26.4,47.7,3,33,270,3.0,5,4,9,5,0,0,5,0,4.1,4.1,3.5,7.6,48,98,1.67,1.33,3.0,1.67,3.0,1.35,1.17,2.52,1.35,2.52,Brann,1,3,3,270,3.0,2,0.67,7,5,71.4,2,0,1,2,66.7,0,0,0,0,,Brann,1,3.0,2,0,0,1,0,2.7,0.39,0.7,0.24,17,52,32.7,134,7,36.6,32.5,22,13.6,19.8,50,2,4.0,7,2.33,15.8,Brann,19,3.0,5,36,11,30.6,12.0,3.67,0.14,0.45,14.1,0,0,0,4.1,4.1,0.12,0.9,0.9,Brann,19,3.0,1048,1377,76.1,17735,6115,480,567,84.7,406,494,82.2,105,210,50.0,4,3.5,3.1,0.5,27,63,22,2,98,Brann,19,3.0,1377,1237,138,36,2,5,27,64,11,5,6,0,1048,2,23,Brann,19,3.0,60,20.0,45,5,2,6,2,0,9,3.0,6,1,0,1,1,0,Brann,19,3.0,52,31,25,20,7,26,42,61.9,16,25,7,18,15,67,105,0,Brann,19,47.7,3.0,1775,212,661,770,357,69,1775,53,28,52.8,24,45.3,981,5169,2601,48,29,12,56,26,1035,98,Brann,19,3.0,5,0,0,38,28,2,27,15,31,0,0,0,133,59,61,49.2
Celta Vigo,23,27.5,56.3,3,33,270,3.0,5,3,8,5,0,0,6,0,4.4,4.4,3.7,8.1,50,145,1.67,1.0,2.67,1.67,2.67,1.48,1.23,2.7,1.48,2.7,Celta Vigo,1,3,3,270,3.0,4,1.33,11,7,63.6,2,0,1,0,0.0,0,0,0,0,,Celta Vigo,1,3.0,4,0,0,1,0,3.5,0.33,-0.5,-0.16,5,21,23.8,65,14,23.1,30.0,17,35.3,33.2,36,4,11.1,1,0.33,11.6,Celta Vigo,23,3.0,5,48,15,31.3,16.0,5.0,0.1,0.33,18.0,1,0,0,4.4,4.4,0.09,0.6,0.6,Celta Vigo,23,3.0,1553,1800,86.3,27452,8146,627,682,91.9,770,835,92.2,126,206,61.2,3,3.7,3.8,-0.7,36,116,33,0,145,Celta Vigo,23,3.0,1800,1673,121,33,17,9,42,50,14,2,3,0,1553,6,24,Celta Vigo,23,3.0,86,28.67,61,7,6,9,3,0,8,2.67,7,0,0,1,0,0,Celta Vigo,23,3.0,54,34,27,24,3,24,44,54.5,20,28,13,15,16,70,61,2,Celta Vigo,23,56.3,3.0,2118,223,690,884,562,88,2118,49,21,42.9,20,40.8,1323,6022,3230,50,48,16,45,14,1544,143,Celta Vigo,23,3.0,6,0,0,42,32,6,42,16,34,0,0,0,131,24,29,45.3
Celtic,20,27.5,58.0,3,33,270,3.0,3,3,6,3,0,0,5,0,6.2,6.2,5.7,11.8,63,156,1.0,1.0,2.0,1.0,2.0,2.05,1.89,3.94,2.05,3.94,Celtic,1,3,3,270,3.0,4,1.33,11,7,63.6,1,1,1,0,0.0,0,0,0,0,,Celtic,1,3.0,4,0,0,1,0,2.9,0.26,-1.1,-0.37,7,20,35.0,108,9,12.0,25.3,21,33.3,34.9,36,1,2.8,6,2.0,16.1,Celtic,20,3.0,3,37,15,40.5,12.33,5.0,0.08,0.2,12.5,1,0,0,6.2,6.2,0.17,-3.2,-3.2,Celtic,20,3.0,1550,1829,84.7,26308,8483,674,746,90.3,703,787,89.3,113,185,61.1,3,5.7,5.2,-2.7,30,115,34,6,156,Celtic,20,3.0,1829,1668,157,48,4,4,59,61,20,10,4,0,1550,4,27,Celtic,20,3.0,67,22.33,48,9,3,3,3,1,6,2.0,4,1,0,1,0,0,Celtic,20,3.0,36,24,12,15,9,14,33,42.4,19,25,8,17,21,57,77,5,Celtic,20,58.0,3.0,2155,193,572,1104,495,79,2155,62,40,64.5,22,35.5,1173,6794,3675,63,38,15,59,26,1543,156,Celtic,20,3.0,5,0,0,41,34,4,59,21,24,0,0,0,121,41,31,56.9
Dinamo Zagreb,19,26.8,55.3,3,33,270,3.0,7,6,13,7,0,0,5,0,4.3,4.3,3.7,8.0,60,128,2.33,2.0,4.33,2.33,4.33,1.43,1.24,2.67,1.43,2.67,Dinamo Zagreb,1,3,3,270,3.0,3,1.0,9,6,66.7,2,1,0,0,0.0,0,0,0,0,,Dinamo Zagreb,1,3.0,3,0,0,2,0,2.6,0.29,-0.4,-0.14,15,40,37.5,133,10,24.1,26.7,17,47.1,38.4,41,2,4.9,6,2.0,18.2,Dinamo Zagreb,19,3.0,7,38,13,34.2,12.67,4.33,0.18,0.54,16.6,1,0,0,4.3,4.3,0.12,2.7,2.7,Dinamo Zagreb,19,3.0,1418,1690,83.9,25755,7595,568,622,91.3,685,756,90.6,132,228,57.9,6,3.7,3.1,2.3,30,110,22,8,128,Dinamo Zagreb,19,3.0,1690,1562,124,25,3,11,65,59,18,5,7,1,1418,4,24,Dinamo Zagreb,19,3.0,68,22.67,52,4,7,2,1,2,11,3.67,9,0,0,2,0,0,Dinamo Zagreb,19,3.0,51,34,27,14,10,22,41,53.7,19,32,5,27,30,81,76,0,Dinamo Zagreb,19,55.3,3.0,2022,213,680,838,523,64,2022,47,21,44.7,25,53.2,1145,6039,3348,60,36,12,47,20,1407,128,Dinamo Zagreb,19,3.0,5,0,0,27,22,4,65,30,34,0,0,0,107,51,29,63.8
