Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Sevilla,29.8,44,45.86,30.89,48.41,51.59,26.11,17.83,54.78,56.69,49.04,52.87,56.69,57.32,47.13,48.41,74.52,82.17,50.64,62.42,47.45,99.36,49.04,43.95,50.32,84.71,93.63,91.08,62.74,46.18,77.07,61.78,57.32,24.2,37.58,47.77,84.08,51.59,21.02,49.68,50.96,64.33,34.39,51.59,40.13,36.31,42.04,44.59,37.58,31.21,77.07,49.68,11.15,26.75,57.01,33.76,57.96,35.67,23.25,52.55,29.3,58.6,84.08,43.31,51.27,53.82,54.14,38.85,48.09,59.55,28.98,39.17,53.5,79.62,75.8,24.84,52.55,46.5,48.41,56.37,27.71,71.34,52.23,49.04,54.78,45.86,88.54,24.84,57.32,60.51,81.53,47.77,61.78,43.31,45.86,97.45,42.04,51.59,59.55,55.41,55.1
Shakhtar,24.9,8,68.79,42.99,23.57,58.92,50.96,34.39,19.11,72.61,47.13,40.76,63.69,56.69,39.49,36.31,33.12,18.47,16.56,9.24,18.15,6.37,7.64,14.01,7.64,60.19,42.04,83.12,34.39,27.71,80.25,91.72,5.1,33.12,56.05,94.9,1.59,38.85,96.18,97.45,27.39,4.46,21.02,38.85,2.55,9.55,65.61,9.55,35.35,87.9,22.29,47.13,6.69,90.45,80.89,19.75,8.92,50.96,56.05,66.24,81.85,10.19,3.82,79.94,14.97,87.58,87.26,61.15,34.39,5.73,28.98,98.09,71.97,28.34,17.83,40.13,39.49,47.13,89.81,95.86,81.85,8.92,66.24,7.01,25.16,17.2,66.88,94.9,35.99,90.76,7.01,72.61,92.36,65.61,58.6,8.28,83.44,9.55,31.53,70.7,84.71
Sheffield Utd,25.7,38,10.83,14.97,9.55,10.19,59.55,43.31,7.64,8.92,2.55,4.46,8.92,10.83,1.27,1.91,0.64,31.85,7.01,4.46,11.46,8.92,3.82,4.46,3.82,85.99,75.8,90.45,58.92,65.92,47.77,59.55,36.31,90.76,63.69,98.09,23.89,4.46,82.17,32.48,1.91,8.92,18.79,4.46,24.84,21.97,2.55,5.73,29.94,95.54,44.59,2.55,21.02,30.57,21.66,68.15,3.82,54.14,33.44,40.76,2.55,5.73,82.8,5.73,4.46,97.45,94.9,11.46,59.87,50.64,28.98,94.9,94.27,87.9,93.63,36.31,15.29,86.62,95.54,76.11,79.94,88.54,88.54,3.82,6.37,14.65,64.97,76.75,3.5,20.06,17.83,4.46,10.19,6.37,1.27,16.56,19.75,12.74,20.38,33.12,51.59
Sheriff Tiraspol,26.1,6,6.05,1.27,1.59,2.55,7.96,6.69,1.27,7.32,14.65,10.83,9.55,6.37,21.66,17.52,17.2,46.82,1.27,0.64,1.91,0.64,1.27,5.73,1.27,86.62,91.08,96.5,31.85,5.1,86.62,35.35,97.77,96.5,77.07,92.36,52.23,14.65,98.73,94.27,13.38,1.27,1.27,14.65,50.64,35.03,10.19,8.92,3.82,2.55,64.01,14.65,2.55,2.23,1.59,60.51,84.71,89.17,8.28,8.6,0.64,75.48,26.75,31.21,2.87,91.08,80.89,5.73,92.04,94.59,28.98,39.17,96.5,92.99,99.36,46.5,59.87,95.54,98.73,100.0,11.15,52.87,3.18,1.27,1.91,0.64,91.08,24.84,7.64,92.04,5.1,27.07,43.63,61.15,8.28,100.0,15.92,21.34,8.92,29.94,78.98
Slavia Prague,26.1,8,97.13,76.75,62.1,58.92,50.96,34.39,57.32,97.13,53.5,54.14,26.75,26.11,73.25,74.52,97.45,96.18,59.24,70.06,85.35,96.82,80.89,56.69,80.89,4.46,4.78,1.91,42.04,50.32,13.06,14.65,82.48,1.91,78.34,3.18,94.27,49.04,9.55,43.31,32.48,84.71,65.92,49.04,8.92,1.91,59.24,50.32,16.56,23.25,29.3,54.14,88.85,10.19,80.89,35.67,53.5,96.18,56.05,96.5,81.85,82.8,47.77,50.32,62.74,16.88,10.83,97.45,4.14,5.73,28.98,39.17,35.99,44.9,12.74,85.35,98.09,8.28,0.64,33.12,70.38,46.5,18.79,78.98,71.97,71.34,7.01,24.84,66.24,98.09,47.77,49.04,19.11,57.96,86.62,38.22,0.64,45.22,21.66,96.82,80.25
Slovan Bratislava,30.6,8,37.58,55.41,62.1,31.53,50.96,85.99,71.34,49.04,12.1,12.1,16.56,19.75,4.46,3.82,64.97,79.62,70.38,21.02,33.44,42.36,14.33,29.62,14.01,10.51,8.92,46.82,13.69,0.64,41.08,62.74,29.94,36.94,90.45,82.17,74.52,12.1,45.86,24.84,6.37,33.76,47.77,12.1,40.76,59.87,15.29,21.66,35.35,30.57,55.41,12.74,21.97,2.23,80.89,69.75,75.8,7.64,93.63,66.24,81.85,57.01,89.81,48.73,51.27,27.39,16.56,22.61,34.39,43.63,28.98,39.17,77.07,91.08,84.08,11.46,18.79,99.36,81.21,81.53,48.73,77.07,39.49,14.65,66.88,41.08,19.75,24.84,21.02,22.29,98.09,14.01,9.55,9.55,41.4,8.92,89.81,92.99,18.15,77.07,67.83
Sparta Prague,25.4,10,73.89,53.82,32.48,82.17,7.96,6.69,22.93,68.79,31.21,29.94,24.2,21.66,42.04,43.31,27.07,57.32,19.11,18.47,10.83,19.11,8.92,34.39,8.92,6.37,1.91,2.55,57.01,16.24,6.37,9.87,64.97,84.39,40.13,42.04,1.59,25.48,90.45,85.99,21.02,7.64,42.68,25.48,48.41,40.13,14.65,4.78,64.33,27.39,92.04,30.57,33.76,48.09,16.24,81.53,27.71,20.38,8.28,34.08,81.85,35.67,66.24,70.38,11.46,82.17,74.2,43.95,66.56,78.34,28.98,39.17,65.61,65.29,71.02,92.36,78.03,74.52,15.92,21.34,73.25,49.68,61.78,10.19,26.11,28.66,3.18,24.84,35.99,88.22,92.04,32.48,32.48,43.95,21.66,4.46,32.17,4.46,12.1,30.57,33.76
Spartak Trnava,26.3,6,2.87,2.55,7.64,8.92,7.96,6.69,6.05,3.82,1.91,1.91,3.82,3.82,3.18,1.27,8.92,23.89,5.73,5.1,9.87,51.91,4.46,2.55,5.1,42.04,24.84,65.61,51.91,5.1,58.28,89.81,3.18,56.37,96.82,89.17,19.43,1.27,43.95,6.37,4.46,5.1,3.18,1.27,37.58,35.03,1.27,14.01,0.64,22.29,86.62,1.91,39.49,90.45,80.89,17.83,15.61,56.37,8.28,3.18,5.73,10.83,10.83,58.28,7.01,98.41,97.13,5.73,97.45,65.92,98.41,99.36,99.36,52.55,82.8,0.64,0.64,91.4,72.29,8.28,1.27,22.29,48.41,4.46,5.1,3.18,36.62,99.68,0.64,15.29,10.19,18.47,28.66,22.93,11.46,3.18,43.95,89.49,27.71,5.73,6.37
Sporting CP,26.1,10,68.79,85.35,27.71,43.95,99.68,99.68,40.76,68.79,87.9,89.17,85.99,86.62,92.99,92.99,81.21,59.24,39.49,79.62,28.03,19.11,47.13,53.5,46.82,37.58,54.14,42.36,75.8,13.69,70.38,42.36,83.76,36.94,36.31,29.94,84.08,91.72,92.99,98.73,89.81,43.31,57.96,91.72,93.63,77.39,89.81,52.87,85.35,6.37,65.92,87.9,98.73,48.09,80.89,94.27,98.73,98.73,97.13,76.11,81.85,88.54,22.61,66.88,86.62,4.46,3.18,17.83,24.52,35.03,28.98,39.17,10.19,35.03,33.76,68.15,27.07,54.78,25.16,64.01,48.73,25.8,11.46,50.32,46.82,56.05,64.33,24.84,86.62,34.08,33.76,82.8,73.25,80.89,83.44,96.18,10.51,38.54,29.94,42.04,73.25
Strasbourg,24.1,34,33.12,41.08,19.11,25.8,36.62,34.39,19.75,29.62,41.4,33.12,24.84,23.57,58.6,56.05,49.04,35.67,24.84,40.76,28.66,48.41,37.58,43.31,36.94,83.76,85.35,86.31,79.62,37.9,81.53,60.83,62.1,63.06,86.94,54.14,39.17,31.85,57.96,50.32,42.04,18.47,16.56,31.85,64.97,79.62,67.52,79.3,23.25,71.97,25.48,41.4,83.12,65.92,47.45,15.92,73.25,92.99,56.05,55.41,20.38,21.66,25.48,63.06,55.73,15.92,7.32,27.71,45.22,43.63,74.52,39.17,17.83,47.45,42.68,29.3,26.11,36.94,46.82,42.99,64.01,29.94,51.27,38.85,19.11,17.83,84.71,63.06,25.16,25.16,32.48,57.64,34.39,62.1,57.96,92.99,80.89,5.73,12.74,44.59,43.31
Sturm Graz,24.3,10,26.11,34.08,42.99,38.85,83.76,71.34,31.85,25.8,3.82,8.28,6.37,10.19,2.55,5.1,3.82,60.83,35.67,5.73,4.46,19.11,5.73,11.46,4.46,79.62,92.68,56.05,82.17,80.57,91.08,96.82,1.91,98.73,94.9,63.06,61.15,10.83,42.99,28.03,11.46,12.1,20.38,10.83,19.11,50.96,11.46,25.16,30.57,14.97,95.54,3.82,93.63,48.09,16.24,19.11,24.84,38.22,41.72,76.11,81.85,94.27,69.43,3.82,60.83,67.52,77.71,43.95,24.52,35.03,28.98,39.17,81.53,31.21,57.96,17.83,73.89,58.6,64.01,90.76,39.81,89.17,54.78,6.37,28.66,12.1,93.63,24.84,8.92,23.25,3.18,1.27,4.46,0.64,1.91,61.78,96.82,97.45,81.21,9.55,88.85
Stuttgart,25.0,34,96.18,96.82,92.99,96.18,65.61,81.53,92.99,98.09,96.18,98.09,97.45,96.82,96.18,96.82,55.41,28.03,92.36,91.72,91.72,71.97,90.45,85.35,90.45,34.39,34.39,15.29,78.34,64.33,33.12,30.57,63.69,39.49,32.17,36.94,45.54,98.09,59.24,77.07,98.09,90.45,88.54,98.09,80.89,84.08,87.9,87.26,80.89,24.84,15.29,96.18,87.9,75.8,47.45,91.72,42.36,75.16,87.26,79.94,20.38,69.43,49.04,54.78,82.48,19.43,31.53,85.35,20.7,32.17,28.98,39.17,11.78,50.96,27.39,87.26,47.45,12.74,20.7,65.29,90.45,44.59,13.38,90.45,95.54,89.81,32.48,24.84,96.18,70.06,57.32,93.63,94.27,90.45,71.97,46.18,78.98,31.21,84.71,90.45,76.11
TSC,27.2,6,26.11,5.1,2.87,20.06,7.96,6.69,2.87,12.1,17.83,11.46,14.65,12.1,32.48,30.57,3.18,7.64,2.23,3.82,5.1,19.11,5.1,3.18,5.73,0.96,8.92,9.87,2.55,1.27,2.23,3.82,89.81,61.15,41.08,95.86,52.23,8.92,96.82,83.44,9.55,2.55,2.55,8.92,0.64,0.64,1.91,2.23,2.23,63.69,71.66,17.83,51.27,20.06,7.32,38.54,18.79,69.75,8.28,48.09,5.73,7.64,59.87,80.89,0.64,95.54,74.2,5.73,52.55,65.92,28.98,39.17,96.5,19.11,29.62,54.14,50.32,97.45,97.45,72.93,11.15,39.49,76.11,5.1,2.55,2.55,5.1,24.84,5.1,94.59,94.9,38.22,40.13,36.94,16.56,73.57,12.1,7.32,3.18,19.11,43.95
Torino,26.4,38,19.43,13.38,29.3,14.65,21.02,15.92,32.48,21.02,51.59,50.96,57.96,56.05,52.23,50.32,23.57,30.57,42.68,42.68,44.9,86.62,43.31,73.25,42.68,3.82,2.55,5.1,20.7,10.83,0.64,0.64,99.36,1.27,52.23,16.56,35.99,44.59,30.57,27.39,52.87,47.77,25.48,44.59,19.75,18.47,47.77,49.04,25.48,71.02,82.8,50.96,70.38,69.75,47.45,36.94,47.13,58.28,23.25,40.76,81.85,11.78,83.44,26.75,92.99,18.15,37.58,94.59,59.87,73.25,28.98,39.17,7.96,89.49,92.36,91.72,63.69,26.75,19.11,78.66,54.14,79.94,85.03,48.41,28.03,29.94,1.27,24.84,67.52,37.26,52.87,57.64,68.15,58.92,38.22,50.96,21.02,71.97,93.95,36.31,94.27
Tottenham,25.2,38,81.53,89.17,88.54,91.72,21.02,15.92,91.08,82.17,94.27,94.9,96.82,97.45,94.27,93.63,2.55,0.64,91.72,94.27,96.18,32.48,97.45,97.45,97.45,91.72,91.72,72.29,73.89,99.36,88.22,78.34,41.4,57.64,69.43,40.13,9.55,95.54,79.62,87.9,88.54,97.45,98.09,95.54,90.76,80.25,94.9,89.81,99.36,63.06,12.1,94.27,32.48,42.36,33.76,66.88,94.9,21.02,23.25,40.76,25.16,59.24,10.19,87.9,42.36,45.86,40.13,38.85,59.87,73.25,28.98,39.17,63.69,1.91,4.46,85.99,79.62,20.06,44.59,59.24,94.27,10.19,32.48,98.09,91.08,97.45,91.72,24.84,96.82,54.14,36.94,92.99,91.72,87.9,65.61,87.26,30.57,56.69,36.31,5.1,58.92
Toulouse,23.8,42,47.77,34.08,26.11,32.48,72.61,81.53,29.3,54.46,47.77,46.5,46.5,48.41,52.87,53.5,36.31,19.11,33.76,55.41,45.86,34.39,64.33,38.22,64.33,87.26,80.57,79.62,85.99,75.48,77.71,81.53,20.7,86.62,60.51,69.43,91.08,48.41,38.22,29.94,61.15,47.13,53.82,48.41,54.46,68.15,75.16,63.06,58.6,57.64,55.41,47.77,28.03,61.78,25.48,6.37,89.81,73.57,91.72,57.96,58.92,73.89,58.28,56.69,64.01,28.98,28.03,48.41,42.68,54.46,28.98,39.17,35.99,17.83,19.75,3.82,5.41,57.32,66.24,4.46,7.64,50.32,60.51,59.87,32.48,52.87,80.89,24.84,45.86,57.32,73.25,51.59,29.3,44.59,60.51,28.03,81.53,48.09,46.5,32.48,3.18
Udinese,25.7,38,20.38,18.15,43.95,28.66,30.89,28.34,39.49,21.02,5.73,3.18,5.73,5.1,6.37,4.46,13.38,9.55,34.39,17.52,8.92,51.91,10.83,42.04,10.83,38.85,57.96,82.17,20.7,7.01,47.77,29.62,80.89,52.23,50.96,95.86,69.43,3.82,25.48,10.83,5.73,9.55,14.01,3.82,68.15,66.88,7.64,34.39,36.62,16.56,37.58,5.73,29.3,30.57,21.66,26.75,44.59,69.75,46.82,23.25,48.73,21.02,73.57,59.87,61.78,32.8,34.39,55.73,77.39,86.94,28.98,39.17,35.99,43.95,36.31,1.27,8.6,47.77,91.08,6.37,2.55,57.32,14.97,14.01,37.58,12.74,51.91,24.84,7.01,35.35,90.45,21.02,22.93,15.92,37.58,92.36,58.6,41.72,45.86,50.32,5.1
Union Berlin,28.5,40,21.66,29.62,32.48,34.71,30.89,50.32,31.21,27.71,22.93,26.11,21.66,22.29,26.11,26.75,51.59,73.25,32.48,28.66,40.13,77.71,29.94,8.28,29.94,44.59,57.32,38.85,68.47,40.45,30.25,31.21,63.06,95.54,47.77,93.63,61.15,28.03,63.06,63.06,24.2,26.11,42.04,28.03,14.65,12.1,16.56,7.64,22.29,44.9,53.18,23.57,59.24,15.92,21.66,46.5,17.83,42.99,33.44,34.08,58.92,54.14,91.72,8.92,33.12,64.97,57.01,38.85,66.56,43.63,91.4,39.17,63.69,76.43,71.02,67.52,85.35,49.36,89.17,98.73,42.99,92.99,46.82,26.75,29.3,37.58,41.4,85.99,12.1,25.16,54.78,17.83,12.74,19.75,33.12,66.88,13.69,35.35,30.57,61.15,91.72
Union SG,26.2,10,26.11,73.25,32.48,22.93,39.49,25.8,15.92,25.8,26.11,31.85,30.25,32.48,18.47,24.2,42.68,40.13,39.49,36.31,64.33,9.55,60.51,42.68,60.51,88.54,96.82,75.8,91.4,73.89,96.18,94.27,12.74,64.33,77.71,22.29,61.15,40.13,5.73,22.29,36.31,69.43,76.43,40.13,99.36,94.27,26.11,39.49,67.52,0.64,0.64,26.75,56.37,48.09,16.24,10.19,54.14,69.75,41.72,13.38,81.85,97.13,65.61,35.67,60.83,20.7,12.1,43.95,87.26,91.08,28.98,39.17,66.88,54.46,45.86,42.04,7.01,24.84,8.92,30.57,88.54,67.52,0.64,56.05,15.92,68.15,96.5,24.84,38.22,5.1,43.63,14.65,8.92,5.73,43.95,95.54,28.66,89.49,21.02,56.69,53.18
Valencia,23.8,38,30.89,28.03,11.46,16.24,87.58,81.53,11.46,26.75,25.48,27.39,33.76,36.31,24.84,22.29,12.1,41.08,10.19,20.38,17.2,43.95,22.93,24.2,22.29,69.43,56.69,72.29,60.83,41.72,56.69,50.96,52.87,22.29,48.41,75.16,78.98,23.57,28.03,35.67,31.21,23.57,12.1,23.57,42.68,29.3,24.84,30.89,34.39,50.64,47.77,25.48,85.67,30.57,33.76,30.25,81.53,46.82,79.62,52.55,37.58,49.68,50.32,18.79,77.71,36.31,47.77,83.12,48.09,29.3,91.4,39.17,40.76,63.69,83.44,16.56,32.48,28.66,67.2,87.58,35.67,69.75,46.82,21.02,12.1,13.69,56.69,85.99,25.16,34.08,9.55,22.29,26.75,33.76,4.46,41.72,15.29,89.49,75.16,12.1,85.35
Viktoria Plzeň,26.8,10,18.15,38.54,27.71,7.01,83.76,71.34,12.74,17.2,11.46,15.92,10.19,14.65,10.19,14.65,56.69,90.45,10.83,35.67,24.84,84.71,43.95,12.1,43.95,77.71,77.39,75.8,41.4,90.45,28.66,40.13,48.41,60.51,98.73,96.82,99.04,22.29,68.79,28.66,19.11,45.22,51.59,22.29,33.76,31.85,8.28,22.29,24.2,12.74,56.69,10.83,12.1,48.09,80.89,0.64,30.25,96.18,41.72,96.5,81.85,90.45,100.0,3.18,100.0,6.37,50.32,100.0,4.14,5.73,28.98,39.17,1.59,95.86,94.59,60.51,14.65,90.45,96.82,79.62,66.56,99.36,23.57,36.31,12.74,45.22,53.18,24.84,16.24,13.38,91.08,3.18,5.1,2.55,14.65,40.13,51.59,100.0,100.0,78.03,57.01
Villarreal,27.9,46,76.11,64.97,49.04,63.06,59.55,71.34,59.24,75.8,63.06,57.96,63.06,59.87,70.06,64.97,62.42,33.12,60.51,65.61,73.89,68.15,72.61,50.96,72.61,19.11,21.66,26.75,15.92,52.55,17.83,15.29,85.03,9.24,34.08,52.87,66.24,56.05,78.34,64.97,47.77,62.42,63.69,56.05,64.33,72.61,48.41,59.24,73.89,54.14,24.52,63.06,7.64,13.69,14.01,28.03,71.97,16.56,67.83,34.08,42.04,9.55,40.13,92.36,35.03,71.97,78.34,32.8,66.56,56.37,62.1,80.89,65.61,33.12,24.2,45.22,76.43,85.03,91.72,57.32,41.08,18.47,35.03,70.06,63.06,70.06,17.83,71.02,60.83,77.07,95.54,77.07,77.71,81.53,78.98,52.23,68.79,45.22,57.32,71.97,37.58
Werder Bremen,27.0,34,56.05,60.19,42.04,34.71,65.61,64.01,43.95,63.06,48.41,52.23,41.4,44.59,53.5,55.41,85.99,77.71,57.96,35.03,60.51,76.75,39.49,28.34,40.76,77.07,63.06,77.71,78.34,35.03,85.03,73.25,40.45,78.34,42.04,83.44,69.43,54.14,87.9,87.26,52.23,20.38,43.63,54.14,36.31,33.12,45.22,33.12,23.25,33.12,69.43,48.41,53.5,65.92,80.89,57.64,59.24,24.2,67.83,40.76,48.73,71.97,76.43,15.29,44.59,63.06,63.69,48.41,59.87,73.25,28.98,39.17,65.61,67.2,43.95,71.97,94.27,76.43,74.52,87.58,59.24,82.8,49.68,37.58,48.73,46.5,78.34,24.84,41.72,41.72,26.43,44.27,20.06,46.82,68.79,53.82,45.22,65.61,52.23,91.72,79.62
West Ham,28.3,48,71.34,58.6,35.67,48.41,30.89,25.8,36.94,73.25,37.58,36.31,55.41,52.23,23.57,21.02,28.03,37.58,24.2,41.4,23.57,39.49,33.12,36.31,31.85,62.42,71.97,68.79,50.32,42.99,38.85,28.66,71.97,69.43,64.97,80.25,74.52,38.22,49.04,34.39,43.31,36.94,44.59,38.22,67.52,65.61,36.94,24.2,62.1,85.99,7.01,37.58,51.27,65.92,27.71,80.57,18.79,52.87,33.44,29.3,25.16,41.4,78.66,33.76,31.53,84.71,93.95,42.04,71.34,65.92,83.76,39.17,73.25,70.7,56.05,5.1,67.52,50.64,65.61,61.46,3.18,72.61,45.54,33.12,44.59,38.85,55.1,71.02,17.83,73.89,59.87,42.04,68.79,33.12,34.71,79.62,57.32,56.69,77.07,73.89,53.18
Wolfsburg,25.6,34,47.77,30.89,46.18,62.42,24.52,23.25,45.22,52.87,52.87,53.5,60.51,62.42,50.96,51.59,43.31,39.49,48.41,47.77,56.05,48.41,50.32,14.65,51.27,46.5,26.11,53.82,35.67,65.92,43.95,38.85,61.15,68.15,30.89,85.35,78.98,55.41,41.4,58.6,56.05,49.04,35.03,55.41,14.01,10.19,42.68,20.7,20.06,50.64,70.7,52.87,24.52,25.48,27.71,41.72,72.61,86.62,39.17,79.94,20.38,24.2,78.66,44.59,38.22,48.73,42.04,38.85,20.7,23.25,28.98,88.54,47.77,77.71,62.42,58.6,55.41,35.35,47.77,46.5,68.15,66.88,61.78,44.59,45.22,36.31,30.57,63.06,47.77,63.06,77.71,48.41,57.32,39.49,45.22,18.47,9.55,20.38,33.76,84.08,46.18
Wolves,26.6,38,50.96,41.08,24.2,52.23,42.99,28.34,24.84,51.27,62.42,61.15,80.25,79.62,47.77,45.22,10.19,22.29,28.66,24.84,24.2,28.34,25.48,57.96,26.11,92.99,86.31,94.27,57.01,54.14,59.24,46.5,62.1,88.54,21.66,72.61,29.3,64.97,83.44,90.45,58.6,35.67,36.94,64.97,91.72,95.54,50.32,66.88,57.96,78.98,5.73,62.42,15.29,42.36,33.76,34.39,32.48,25.48,46.82,29.3,48.73,52.87,31.85,51.59,31.53,74.2,80.25,26.43,71.34,82.8,28.98,39.17,83.44,9.87,46.5,22.29,85.99,53.5,73.25,84.71,30.57,42.04,37.58,29.3,26.75,34.39,78.98,24.84,50.96,51.59,31.21,64.33,76.43,64.97,20.06,62.42,82.8,85.03,56.69,3.18,77.07
Young Boys,25.7,8,26.11,12.42,29.94,22.29,92.68,85.99,23.57,27.71,27.39,20.38,30.25,29.3,19.75,18.47,63.06,49.68,41.72,23.57,5.73,58.28,6.37,29.62,6.37,52.55,66.24,24.2,66.88,88.85,28.03,79.62,4.46,100.0,76.43,15.92,74.52,19.11,50.96,26.75,25.48,28.66,7.64,19.11,69.11,63.69,31.85,42.04,16.56,61.15,59.24,28.03,13.38,10.19,3.5,2.55,1.91,2.55,8.28,3.18,10.51,48.73,14.01,69.11,14.97,98.41,98.73,22.61,97.45,97.45,96.5,39.17,97.77,85.35,72.61,72.61,90.76,83.12,19.75,21.34,17.2,21.66,68.79,8.28,23.25,9.55,46.5,94.9,19.75,54.14,20.7,40.13,23.89,50.64,63.06,7.32,53.5,92.36,68.15,79.62,28.34
Zorya Luhansk,23.8,6,68.79,34.08,83.44,98.09,7.96,6.69,75.8,59.87,8.28,8.92,8.28,7.64,10.83,10.51,53.5,68.47,71.34,19.11,40.13,11.78,19.75,41.4,19.11,2.23,8.92,24.2,0.64,5.1,11.15,12.74,79.3,79.94,100.0,51.59,19.43,10.19,63.69,47.13,7.64,12.74,56.05,10.19,18.15,57.32,5.73,19.43,66.56,14.97,93.31,7.01,18.15,90.45,80.89,95.54,9.55,3.5,8.28,96.5,5.73,96.18,5.73,85.99,24.2,42.68,26.43,79.3,4.14,5.73,28.98,39.17,49.04,35.99,53.5,12.1,16.24,87.9,22.29,36.62,48.73,8.28,48.41,22.29,75.16,50.96,9.55,24.84,9.55,93.63,11.78,12.74,21.02,10.83,39.17,67.52,99.36,8.6,14.01,15.92,49.36
Zrinjski Mostar,28.3,6,26.11,1.91,0.64,1.59,7.96,6.69,0.64,23.57,3.18,2.55,3.18,1.91,7.64,6.37,15.61,50.32,0.64,1.27,1.91,19.11,0.64,0.64,0.64,96.82,97.45,99.36,12.1,9.55,97.45,98.09,6.05,46.82,96.82,99.36,99.04,2.55,97.45,80.25,1.27,0.64,0.64,2.55,1.27,1.27,4.46,0.64,1.27,89.49,98.73,3.18,77.07,90.45,80.89,100.0,81.53,1.91,8.28,8.6,5.73,7.01,52.87,42.36,35.03,73.25,85.99,5.73,92.04,94.59,28.98,39.17,37.9,24.84,86.94,24.2,20.7,95.54,99.36,36.62,11.15,55.73,98.73,0.64,0.64,1.27,98.09,24.84,3.5,98.73,34.39,10.83,21.66,26.11,3.82,76.11,6.37,10.19,79.62,1.91,14.65
Čukarički,25.1,6,0.96,0.64,1.59,5.73,7.96,6.69,1.91,2.55,1.27,1.27,2.55,3.18,1.91,2.55,5.1,23.89,2.23,6.37,7.32,30.57,8.28,5.1,8.28,42.04,63.69,87.26,31.85,1.91,61.78,74.52,19.11,46.82,96.82,98.73,52.23,1.91,70.7,17.83,3.18,3.82,5.73,1.91,1.91,2.87,3.18,1.27,33.12,4.46,64.01,1.27,2.55,5.73,7.32,50.32,74.2,69.75,8.28,1.27,81.85,16.56,64.65,16.88,5.1,91.08,65.61,5.73,99.36,98.73,98.41,39.17,91.72,92.36,85.35,1.91,1.91,100.0,86.94,92.99,33.12,78.34,5.1,5.73,1.27,7.01,68.15,97.45,1.91,3.82,17.2,5.73,6.37,8.28,5.1,57.32,25.48,12.74,3.82,87.9,81.85
