Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
AEK Athens,30.1,6,26.11,67.2,96.18,72.61,7.96,6.69,87.9,32.17,30.57,26.75,17.83,17.2,38.22,38.22,89.81,74.2,86.62,43.31,67.83,98.41,42.68,37.58,43.31,31.85,21.02,42.36,31.85,63.06,36.31,41.4,51.91,30.25,85.35,8.6,7.01,22.93,59.87,33.76,17.2,48.41,87.9,22.93,39.17,52.87,38.22,37.58,69.75,9.55,93.31,31.21,0.64,5.73,7.32,14.33,56.37,3.5,8.28,0.64,81.85,78.98,3.18,58.28,18.47,91.08,91.72,5.73,100.0,100.0,28.98,39.17,98.73,57.96,23.57,50.96,83.76,45.86,9.55,2.87,98.09,12.74,38.22,43.95,81.85,84.39,25.48,24.84,41.72,7.64,0.64,42.68,24.84,35.67,84.08,10.83,71.97,98.73,50.32,98.73,3.82
AZ Alkmaar,24.7,6,42.04,8.92,12.1,25.8,72.61,57.96,18.47,54.46,78.66,79.62,74.52,73.25,78.34,79.62,73.89,70.7,22.93,83.44,86.62,37.9,78.66,49.68,78.98,2.23,19.43,8.28,1.59,36.62,4.46,3.18,96.82,19.43,61.15,8.6,52.23,75.16,28.66,51.59,66.88,85.35,78.34,74.52,47.77,27.39,69.43,35.35,90.45,100.0,40.13,78.98,98.73,5.73,80.89,43.95,2.55,0.64,75.16,96.5,81.85,32.17,41.08,46.82,18.47,15.29,1.91,79.3,4.14,5.73,28.98,39.17,37.9,74.52,55.41,79.3,69.43,1.27,22.29,36.62,74.2,45.22,96.82,72.61,21.66,84.39,8.28,24.84,84.08,92.04,31.85,75.8,88.54,75.16,62.42,96.82,8.28,2.55,0.64,86.62,49.36
Aberdeen,26.0,6,77.39,16.56,7.01,14.01,7.96,6.69,6.05,74.52,0.64,0.64,0.64,0.64,0.64,0.64,6.37,80.89,4.46,2.87,7.32,7.01,3.18,1.59,3.18,36.94,11.15,61.78,43.95,9.55,89.49,84.71,23.57,15.29,98.09,85.99,99.04,0.64,50.0,5.73,0.64,5.73,10.51,0.64,9.55,5.73,0.64,2.23,4.78,92.99,79.94,0.64,98.73,90.45,80.89,85.99,50.64,30.57,8.28,8.6,81.85,77.07,54.46,31.21,35.03,60.83,55.1,32.8,92.04,94.59,28.98,39.17,79.62,91.72,98.73,43.31,1.27,72.61,94.27,21.34,33.12,62.42,95.54,3.18,7.01,8.28,47.77,24.84,1.27,99.36,18.47,0.64,2.55,1.27,0.64,7.32,7.64,82.17,38.54,22.93,12.74
Ajax,22.8,10,62.42,67.2,6.05,38.85,83.76,71.34,8.28,70.7,73.89,70.7,70.7,66.88,78.98,75.16,57.96,55.1,7.64,47.13,64.33,19.11,46.5,19.11,46.82,28.03,15.61,56.05,11.46,33.76,11.15,21.66,60.19,3.18,65.61,19.11,0.64,62.42,100.0,96.18,53.5,15.29,28.03,61.78,5.73,8.92,72.61,41.4,21.02,91.4,65.92,73.89,49.68,2.23,2.55,45.86,6.37,47.77,84.08,34.08,81.85,3.18,11.46,100.0,18.47,85.67,87.9,17.83,66.56,78.34,28.98,39.17,85.03,54.46,64.97,98.09,42.68,93.95,32.48,64.01,48.73,3.18,91.4,41.4,11.46,31.85,12.42,24.84,56.05,45.22,100.0,84.08,94.9,91.08,54.78,6.37,46.5,51.59,40.76,25.16,70.06
Alavés,25.6,38,15.92,39.49,44.9,29.94,30.89,64.01,49.68,19.11,6.37,5.73,7.64,9.55,3.82,3.18,28.98,71.34,45.86,27.39,43.63,90.76,31.85,28.34,32.48,28.98,32.48,40.13,38.22,30.25,42.04,56.05,34.39,6.37,17.83,66.88,92.04,5.1,10.19,2.55,5.1,31.21,45.22,5.1,36.94,52.23,3.82,17.2,36.62,55.41,61.15,6.37,48.41,75.8,80.89,30.25,63.06,46.82,79.62,29.3,37.58,34.08,79.62,20.38,75.16,22.29,29.3,69.75,71.34,82.8,28.98,39.17,24.2,94.27,90.45,17.2,14.01,78.34,52.23,46.5,44.59,81.53,63.38,31.21,42.68,47.13,33.12,24.84,12.74,9.87,35.03,6.37,11.46,5.1,14.01,24.52,78.34,51.59,70.7,82.48,42.68
Almería,25.6,38,35.67,46.82,56.69,61.46,21.02,15.92,51.27,33.44,32.48,30.57,38.85,37.58,34.39,29.3,22.29,45.22,50.64,16.56,14.65,66.88,15.29,36.94,15.29,57.64,49.36,86.31,33.44,16.24,31.21,34.39,56.05,45.22,39.49,78.98,19.43,30.57,68.15,57.96,37.58,10.83,14.97,30.57,52.23,44.27,32.48,36.94,31.85,70.06,84.71,32.48,30.57,23.57,14.01,32.8,87.9,34.71,23.25,23.25,81.85,15.92,72.61,28.03,21.02,72.61,63.69,28.98,77.39,59.55,74.52,94.9,81.53,59.24,74.52,61.15,65.29,73.89,87.9,46.5,69.11,73.89,85.03,18.79,46.82,15.92,39.49,85.99,38.85,27.07,41.08,37.58,48.73,47.77,19.11,36.94,40.13,41.72,17.2,17.83,35.03
Antwerp,24.5,6,26.11,18.15,8.28,25.8,7.96,57.96,9.24,12.1,40.13,31.21,32.48,26.75,40.13,36.94,81.21,74.2,5.73,26.11,29.94,11.78,27.39,17.52,27.39,52.55,35.35,57.96,51.91,50.32,75.16,90.76,6.05,93.31,25.16,39.49,3.5,29.3,94.9,72.61,22.93,17.52,15.92,29.3,50.64,78.98,50.96,35.35,16.56,49.36,13.06,39.49,26.75,5.73,7.32,92.68,1.27,30.57,8.28,48.09,5.73,30.89,2.55,64.33,2.87,87.58,65.61,5.73,52.55,65.92,28.98,39.17,89.81,86.62,84.71,95.54,78.03,23.25,18.47,97.77,11.15,10.83,26.11,23.57,7.96,15.29,58.92,24.84,19.11,45.22,1.27,61.15,75.8,74.2,67.52,5.73,94.9,5.1,5.1,49.68,100.0
Aris Limassol FC,27.4,6,42.04,34.08,14.65,4.46,72.61,57.96,14.01,43.95,15.29,17.2,17.2,15.29,19.11,26.11,1.27,26.11,9.55,7.64,8.28,1.27,21.97,17.52,21.66,99.68,100.0,100.0,96.82,70.7,100.0,100.0,0.64,84.39,99.36,71.66,19.43,19.75,77.39,82.17,15.29,8.28,7.01,19.75,65.92,84.71,25.48,25.16,40.76,84.71,64.01,15.29,18.15,90.45,80.89,38.54,44.59,69.75,75.16,48.09,81.85,100.0,35.67,31.21,13.06,96.5,97.13,5.73,52.55,5.73,98.41,39.17,95.54,21.66,78.98,78.34,98.73,17.2,61.78,84.08,61.15,55.73,86.31,19.75,17.2,5.73,100.0,97.45,14.33,49.68,8.92,8.92,37.26,7.01,2.55,98.73,92.36,79.62,40.13,2.55,82.8
Arsenal,25.2,48,94.27,92.36,95.54,87.9,89.81,79.62,96.18,95.54,89.81,88.54,92.36,92.36,82.8,82.8,5.73,1.27,95.22,92.99,99.36,27.07,95.54,88.54,95.54,33.76,25.48,8.92,65.61,95.54,24.52,22.93,72.61,30.25,24.2,5.73,33.44,88.54,3.18,15.92,82.8,98.09,99.36,88.54,57.96,45.22,85.99,78.34,97.45,67.52,11.46,89.81,90.13,72.61,57.01,72.61,29.3,23.57,81.85,83.12,58.92,19.11,53.5,57.32,98.09,0.64,1.27,93.63,17.52,23.25,62.1,39.17,0.64,46.18,37.58,50.32,75.16,3.18,7.64,89.81,85.35,45.86,35.67,95.54,97.45,99.36,22.29,53.18,89.49,83.44,68.15,90.45,90.45,85.99,52.87,24.52,19.11,19.11,44.9,52.23,99.36
Astana FK,29.9,6,6.05,3.82,5.1,0.64,7.96,57.96,5.1,12.1,10.83,7.64,10.83,5.73,14.65,12.74,14.65,38.85,8.28,9.24,12.1,37.9,12.74,12.74,12.1,42.04,37.58,47.77,75.8,9.55,61.78,77.39,16.56,46.82,73.89,38.85,86.62,6.37,50.0,31.85,10.83,7.01,4.78,6.37,60.51,55.1,13.38,7.01,28.03,10.83,73.89,11.46,3.82,20.06,7.32,3.82,38.54,81.53,75.16,8.6,81.85,45.22,14.65,37.58,13.06,87.58,85.99,32.8,92.04,94.59,28.98,39.17,60.51,10.83,73.89,15.92,83.76,87.9,54.14,92.99,33.12,42.68,28.34,11.46,5.73,8.28,49.68,24.84,6.37,30.57,2.55,23.57,66.24,24.84,6.37,15.29,41.4,3.82,23.57,1.27,93.63
Aston Villa,26.7,50,82.8,76.75,71.34,80.57,30.89,25.8,73.25,82.8,73.25,69.43,72.61,71.34,80.25,78.98,28.98,10.19,71.97,68.79,78.98,29.3,61.15,84.08,61.78,9.55,5.73,18.47,5.1,30.25,8.28,8.28,91.08,4.46,0.64,10.83,47.77,59.87,70.06,73.89,48.41,66.88,85.99,59.87,74.2,68.79,66.88,57.96,81.53,96.18,8.92,72.61,26.75,65.92,57.01,75.16,76.43,91.72,41.72,86.62,25.16,1.27,7.01,91.72,46.18,36.94,31.53,51.59,14.01,16.24,62.1,39.17,59.55,32.48,24.84,93.63,57.32,13.38,10.19,85.67,91.08,7.01,63.38,64.97,77.71,82.8,6.37,53.18,81.53,88.22,42.68,84.71,83.44,87.26,66.24,26.75,48.41,61.46,34.39,67.52,97.77
Atalanta,26.3,51,85.03,81.21,77.07,85.99,50.96,34.39,79.62,85.99,64.33,68.79,69.43,72.61,63.69,64.33,54.14,38.22,87.26,71.97,84.71,93.63,87.26,76.43,86.62,56.69,56.05,33.12,77.07,75.48,57.32,51.91,50.0,74.52,73.25,22.93,84.08,71.34,13.38,43.95,64.97,86.62,75.8,71.34,38.22,39.49,57.96,72.61,68.15,18.47,17.2,64.33,63.69,79.3,57.01,17.2,16.56,36.31,33.44,23.25,58.92,89.81,85.99,54.14,91.08,7.64,14.33,89.49,77.39,73.25,83.76,80.89,9.24,57.01,51.27,37.26,89.81,24.2,17.83,61.46,84.08,69.75,10.83,84.71,83.44,78.34,55.1,82.17,57.96,88.22,97.45,55.41,41.08,54.78,59.24,56.05,57.96,71.97,74.52,49.04,76.11
Athletic Club,27.3,38,71.97,61.15,44.9,61.46,30.89,43.31,49.68,71.66,50.32,56.05,61.15,65.61,49.68,49.68,34.71,61.78,54.78,69.43,76.43,94.9,77.71,78.34,77.71,30.57,39.17,7.01,73.89,83.12,51.91,59.55,42.04,38.22,15.61,25.48,96.5,56.69,2.55,7.64,65.61,83.44,73.25,56.69,77.07,69.43,43.31,68.15,74.52,56.37,15.92,50.32,55.41,30.57,21.66,18.47,52.23,25.48,46.82,60.51,13.69,80.25,66.88,43.95,92.36,11.46,20.06,94.59,40.13,13.69,91.4,88.54,13.69,83.44,85.99,49.04,47.45,26.11,40.13,59.24,72.29,61.15,31.21,77.07,55.41,75.8,45.54,92.99,55.41,73.89,64.33,38.85,42.68,40.76,24.2,56.69,44.59,79.62,87.9,29.3,64.97
Atlético Madrid,29.4,48,82.17,85.35,59.24,86.62,39.49,50.32,65.61,80.25,83.44,82.17,89.17,89.81,59.24,57.96,52.87,28.66,64.33,76.43,88.54,42.36,74.52,78.98,74.84,55.1,64.97,57.32,49.04,61.78,67.52,68.79,31.21,78.98,13.69,63.69,74.52,81.53,35.67,76.43,80.25,75.8,82.8,81.53,21.02,36.94,66.24,71.34,71.34,83.44,78.34,83.44,35.35,36.62,21.66,59.87,48.41,4.46,41.72,91.72,58.92,56.05,18.47,81.85,79.94,28.98,42.04,73.57,8.92,11.78,28.98,80.89,15.92,15.92,15.92,3.18,63.69,40.76,71.34,69.75,13.38,17.83,89.81,75.16,70.06,82.17,69.43,53.18,59.87,71.66,53.5,77.71,89.17,63.06,64.97,60.83,87.9,35.35,78.34,39.49,61.46
Augsburg,26.0,34,64.97,57.32,57.64,31.53,65.61,75.8,46.5,58.92,20.38,22.93,12.74,14.01,31.85,35.67,40.13,53.5,38.22,42.04,66.24,85.67,33.76,23.57,33.76,32.48,36.31,20.06,58.92,60.51,21.02,23.57,70.06,81.53,53.5,68.15,69.43,21.66,33.76,24.2,22.29,43.95,70.7,21.66,27.39,24.2,24.2,12.1,9.24,41.4,87.9,19.75,57.64,52.87,47.45,20.38,21.66,13.69,67.83,15.61,32.17,50.32,88.54,9.87,28.03,75.48,78.98,16.24,85.03,82.8,89.49,88.54,70.06,71.34,60.51,86.62,5.41,43.31,75.8,61.46,84.08,91.08,70.7,29.94,50.32,60.51,27.39,88.85,22.29,65.29,50.32,16.56,8.28,19.11,35.67,51.59,31.21,38.54,48.41,64.33,50.32
Barcelona,26.5,48,87.9,94.9,92.04,92.99,50.96,50.32,91.72,89.81,95.54,94.27,94.9,94.9,96.82,96.18,88.54,32.48,90.45,96.82,90.45,51.91,93.63,96.82,93.63,29.94,52.23,21.02,40.13,66.88,14.01,19.75,70.06,16.56,9.55,15.29,25.16,94.27,18.47,42.68,96.82,94.9,94.27,94.27,94.9,92.04,92.36,95.86,92.36,43.31,50.64,94.9,31.53,57.32,40.45,74.2,74.2,17.52,56.05,86.62,81.85,28.66,39.49,85.99,75.16,19.43,20.06,87.9,14.01,23.25,28.98,39.17,21.34,20.38,6.37,54.78,36.94,15.29,20.7,16.24,52.87,23.57,45.54,94.9,92.99,94.27,28.98,24.84,98.09,51.59,85.35,96.18,95.54,95.54,97.45,70.7,61.78,45.22,53.18,100.0,19.11
Bayern Munich,27.6,46,98.73,99.36,98.09,95.54,72.61,57.96,98.09,98.73,98.09,97.45,92.99,92.99,98.73,99.36,78.98,22.93,98.09,96.18,96.82,59.87,96.82,99.36,96.82,33.12,52.87,30.89,23.57,87.9,29.3,42.36,46.5,48.73,50.0,7.64,25.16,96.82,34.39,78.34,96.18,96.18,96.18,96.82,100.0,100.0,92.99,97.45,96.82,82.8,9.55,98.09,96.18,61.78,57.01,96.18,10.19,51.91,39.17,55.41,81.85,67.52,27.39,92.99,71.66,13.06,8.28,79.3,45.22,50.64,62.1,39.17,29.3,19.11,10.19,74.52,65.29,14.01,7.01,13.38,74.2,13.38,43.95,97.45,98.09,96.18,40.13,53.18,94.27,68.15,92.99,96.82,93.63,98.73,98.09,60.83,96.18,56.69,24.2,88.54,21.97
Benfica,26.3,12,34.08,81.21,73.89,44.59,92.68,85.99,70.7,32.17,75.8,80.25,79.62,80.89,60.51,63.69,75.8,65.92,61.15,82.17,65.61,5.1,73.89,87.26,75.8,98.73,98.73,96.5,95.22,44.9,98.41,98.73,7.01,84.39,46.18,68.79,29.3,82.8,76.43,84.71,73.89,87.26,77.39,82.8,92.99,82.17,82.17,95.86,47.45,44.9,13.06,76.43,92.36,20.06,80.89,97.45,77.71,77.71,33.44,8.6,81.85,92.36,42.68,45.22,67.52,59.87,71.02,32.8,92.04,65.92,28.98,99.36,74.52,27.39,25.48,18.47,51.59,78.98,60.51,21.34,24.2,49.04,21.97,78.03,61.15,65.92,98.73,97.45,65.61,6.05,26.43,59.87,63.69,38.22,70.06,89.17,33.76,97.45,81.21,53.18,17.52
Betis,26.1,46,50.0,35.67,66.24,52.87,18.47,23.25,66.24,45.86,64.97,64.97,78.98,78.34,44.59,43.95,38.22,29.3,64.97,52.23,68.79,19.11,61.78,60.83,61.15,75.8,84.08,52.87,92.36,63.69,82.48,70.38,42.99,42.68,59.24,44.59,80.89,68.15,16.56,40.13,68.79,75.16,71.34,68.79,90.76,92.04,51.59,59.87,76.43,26.11,3.18,64.97,36.94,61.78,57.01,64.01,88.54,49.36,19.43,34.08,29.3,65.61,44.59,52.55,79.94,25.16,36.31,71.97,66.56,65.92,62.1,39.17,27.39,53.5,49.04,39.49,40.76,31.21,43.95,69.75,66.56,43.31,4.46,60.51,60.51,69.43,83.44,53.18,66.88,57.32,39.49,66.24,77.07,52.23,51.59,83.44,72.61,74.84,73.89,46.5,70.7
Beşiktaş,28.0,6,26.11,7.32,21.66,50.0,7.96,6.69,30.57,4.78,68.79,62.42,64.97,61.78,64.97,61.15,94.27,87.9,29.62,72.61,51.27,92.99,62.74,54.14,63.06,90.76,95.54,97.77,7.96,50.32,92.68,90.76,14.01,79.94,93.95,32.48,52.23,63.06,73.25,62.42,71.97,35.03,12.74,63.06,45.22,57.32,68.79,51.59,38.22,29.3,98.09,68.15,26.75,2.23,1.59,35.67,26.75,56.37,8.28,96.5,5.73,92.99,4.78,91.08,9.24,96.5,98.09,32.8,4.14,5.73,28.98,39.17,92.99,78.66,61.46,38.22,59.87,39.49,26.43,8.28,61.15,5.41,76.11,62.1,23.25,23.57,95.54,24.84,58.6,83.44,19.75,74.52,78.34,78.03,85.35,81.53,77.71,41.72,55.41,85.35,11.46
Bochum,29.1,34,47.77,50.32,89.81,60.19,50.96,34.39,85.99,49.04,13.38,21.02,15.29,22.93,7.01,12.1,61.78,94.9,82.17,40.13,57.01,81.53,36.94,7.64,35.67,76.43,78.34,53.82,90.13,67.83,71.34,62.74,50.0,90.76,62.1,80.89,69.43,24.84,38.85,14.01,31.85,50.96,66.88,24.84,7.01,5.1,9.55,8.28,9.24,66.88,49.36,12.1,9.55,65.92,80.89,24.2,70.7,12.74,56.05,12.1,10.51,83.44,99.36,0.64,12.1,79.62,71.97,22.61,88.54,89.17,89.49,39.17,79.62,100.0,100.0,98.73,3.18,35.35,78.34,76.11,99.36,100.0,67.52,28.66,82.8,58.6,77.07,82.17,40.13,35.35,55.41,1.91,1.91,1.91,13.38,70.06,13.69,16.56,15.29,87.26,64.33
Bodø/Glimt,26.2,8,79.3,87.26,62.1,85.35,50.96,34.39,63.06,84.71,82.8,80.89,73.25,71.97,90.45,90.45,59.24,25.16,73.25,64.97,87.26,14.01,83.44,95.54,83.76,8.6,12.74,7.64,3.18,88.85,13.06,18.47,73.25,15.29,26.43,20.06,74.52,80.25,65.92,82.8,66.24,80.89,92.99,80.25,89.81,90.45,84.71,81.53,88.54,5.1,68.47,82.17,45.54,10.19,11.78,98.09,69.11,84.71,56.05,66.24,10.51,70.7,1.27,98.73,51.27,22.93,16.56,22.61,34.39,43.63,28.98,39.17,5.73,24.84,22.93,75.8,44.59,42.68,75.16,72.93,81.85,1.27,8.28,89.17,70.7,91.72,11.46,24.84,52.87,57.32,21.66,86.62,84.71,86.62,82.17,44.27,74.52,1.27,29.3,51.59,62.42
Bologna,25.2,38,59.24,44.9,53.18,54.46,42.99,43.31,51.27,46.5,91.72,90.45,91.08,91.08,84.08,82.17,38.22,11.46,56.05,78.98,35.67,15.92,56.69,52.55,56.69,57.64,60.19,50.32,78.34,30.25,50.32,33.76,76.43,42.04,6.37,34.39,26.11,89.81,57.32,91.08,92.36,61.78,32.48,89.81,53.5,40.76,82.8,54.14,42.68,75.16,53.18,91.72,47.13,69.75,33.76,47.45,69.11,76.75,33.44,40.76,48.73,25.48,23.89,78.34,94.9,5.73,11.46,92.04,59.87,29.3,86.94,94.9,4.46,17.2,16.56,23.57,41.72,33.76,43.31,10.19,11.15,20.7,73.89,56.69,50.96,28.66,56.69,92.99,90.45,68.15,59.24,91.72,92.99,94.27,69.43,78.34,23.57,65.61,85.35,38.22,7.64
Bournemouth,25.7,38,59.24,70.06,81.53,71.66,21.02,20.06,80.89,56.05,21.66,21.97,22.29,20.38,28.03,23.57,34.71,75.16,81.53,48.41,78.98,71.02,40.76,72.29,40.13,83.76,79.3,50.96,87.58,94.59,68.79,75.16,21.97,87.26,70.7,71.66,29.3,26.75,46.5,21.02,19.75,72.61,90.45,26.75,97.45,88.54,30.57,64.01,87.58,19.75,7.64,21.02,59.24,57.32,80.89,21.02,20.7,75.16,33.44,40.76,48.73,82.17,80.89,10.83,28.03,70.06,66.88,55.73,59.87,59.55,74.52,39.17,71.97,68.79,68.15,31.85,58.6,23.25,41.08,52.87,44.59,86.31,7.01,47.13,79.62,90.45,76.43,63.06,26.43,37.26,22.93,20.38,16.56,38.85,10.83,32.48,26.11,41.72,35.67,41.4,57.96
Braga,27.7,8,60.83,78.34,94.9,68.47,92.68,97.45,97.45,65.29,86.31,86.62,84.08,84.08,84.71,85.35,94.9,89.17,92.99,94.9,95.54,100.0,94.9,84.71,94.9,90.76,74.2,73.89,91.4,81.85,89.49,87.9,15.92,39.49,11.46,20.06,94.27,87.58,22.29,26.11,91.72,92.36,92.36,87.26,50.64,57.32,81.53,79.3,42.04,75.8,29.3,86.62,66.88,36.62,80.89,50.32,65.92,96.18,99.36,66.24,1.59,48.73,45.22,34.71,10.19,75.48,69.75,5.73,34.39,43.63,28.98,39.17,87.9,28.34,21.34,56.05,50.32,8.28,36.62,0.96,92.99,57.96,55.41,94.27,94.27,92.99,82.8,24.84,82.8,28.34,16.56,81.85,85.99,88.54,82.8,17.83,71.34,28.34,19.75,66.88,0.64
Breiðablik,28.0,6,13.06,67.2,37.26,20.06,7.96,57.96,45.86,12.1,35.03,35.67,39.49,39.49,38.85,41.4,19.11,14.33,46.82,59.87,75.48,37.9,82.8,82.17,82.8,5.1,1.27,17.2,4.14,5.1,16.56,64.33,10.83,46.82,93.95,21.02,52.23,31.21,90.45,48.41,26.11,52.87,55.41,31.21,28.98,49.04,40.13,14.01,72.93,10.83,99.36,34.39,66.88,20.06,7.32,76.43,4.78,45.22,75.16,48.09,5.73,68.79,8.6,64.33,1.27,83.12,47.77,5.73,52.55,65.92,28.98,39.17,77.07,35.99,21.34,90.45,100.0,52.23,29.3,8.28,61.15,16.56,53.82,83.44,38.22,61.15,4.46,24.84,49.36,3.18,8.28,35.03,36.31,22.29,40.76,0.64,84.08,0.64,2.55,79.62,9.55
Brentford,26.6,38,64.01,75.16,51.59,54.46,30.89,20.06,43.31,51.27,29.94,33.76,37.58,40.13,27.39,31.21,31.21,51.27,37.58,32.48,72.61,92.04,35.03,19.75,36.31,78.34,70.38,85.35,60.83,55.73,63.06,80.25,14.01,72.61,81.53,87.26,23.89,35.03,88.54,70.06,14.65,56.69,84.71,35.03,22.93,17.83,29.3,16.56,48.41,64.97,83.44,29.94,37.9,69.75,80.89,86.62,47.13,43.95,33.44,89.81,81.85,54.78,86.94,23.89,31.53,61.78,53.18,38.85,10.83,18.79,28.98,39.17,58.28,87.26,81.53,89.17,22.29,64.97,83.44,87.58,48.73,85.35,82.8,31.85,43.95,78.98,70.06,24.84,33.12,37.26,66.88,19.75,14.65,14.65,28.03,14.01,11.46,24.2,31.53,63.69,71.66
Brest,27.0,34,68.79,62.74,80.89,77.71,50.96,34.39,77.07,65.29,67.52,72.61,44.59,47.77,67.52,70.06,100.0,100.0,76.43,80.25,58.6,95.54,71.97,51.59,71.34,95.54,96.18,69.75,98.09,78.66,80.25,96.18,1.27,48.73,72.61,41.4,39.17,76.43,36.94,50.96,78.34,74.52,52.87,76.43,85.03,81.53,89.17,84.08,20.06,21.02,67.2,67.52,29.3,25.48,27.71,42.99,79.62,96.18,27.07,79.94,81.85,91.72,90.45,33.12,89.49,25.16,42.04,90.45,20.7,23.25,74.52,39.17,15.29,88.54,67.52,56.69,43.95,7.01,27.39,25.16,71.34,84.71,33.12,68.79,78.34,54.14,92.36,63.06,76.11,65.29,87.9,54.78,25.48,59.87,89.17,20.38,63.06,77.39,89.81,98.09,31.53
Brighton,25.9,46,57.01,72.29,82.17,83.76,83.76,78.66,84.71,60.83,96.82,96.18,98.09,98.73,91.72,89.17,20.38,1.91,80.25,90.45,89.81,56.05,87.9,92.36,87.9,40.13,33.12,26.75,49.68,84.08,45.22,55.41,38.22,41.4,14.65,14.65,15.61,96.18,94.27,94.9,94.9,93.63,93.63,96.18,61.15,37.58,98.09,84.71,91.08,43.95,31.21,96.82,33.12,61.78,80.89,70.7,62.42,33.76,89.49,60.51,42.04,17.83,15.29,93.63,46.18,34.71,26.43,55.73,40.13,50.64,28.98,39.17,34.08,9.87,8.92,77.07,62.42,15.92,10.83,29.94,91.72,9.55,33.76,89.81,84.71,93.63,35.67,24.84,94.9,30.57,85.99,97.45,98.09,96.82,84.71,14.65,7.01,16.56,25.16,64.97,45.22
Burnley,24.5,38,32.17,22.29,28.66,30.57,30.89,20.06,29.94,40.76,45.86,47.13,54.14,55.41,45.86,46.5,22.93,46.82,33.12,33.44,16.24,14.97,26.11,77.07,24.84,39.49,28.98,39.49,57.01,55.73,35.03,36.31,58.6,75.16,19.43,73.89,12.1,47.13,92.36,73.25,34.39,54.78,57.32,47.13,59.87,45.86,41.4,48.09,87.58,86.62,67.2,45.86,64.65,15.92,21.66,64.97,10.83,30.57,33.44,40.76,25.16,18.47,73.57,5.1,16.56,94.9,95.54,12.74,59.87,59.55,74.52,39.17,85.99,73.89,96.18,100.0,91.72,33.12,68.15,91.72,92.36,87.26,87.58,32.48,30.57,53.5,28.03,63.06,44.59,48.09,11.78,39.49,43.63,45.86,17.83,19.75,16.56,51.59,59.55,7.64,89.81
Cagliari,26.1,38,34.08,28.03,34.39,21.02,42.99,53.82,38.22,33.44,9.55,9.55,7.01,7.01,12.74,15.29,43.95,76.43,35.03,14.01,36.94,97.45,16.56,26.11,17.2,15.29,13.38,31.85,12.74,25.48,20.06,16.24,88.54,10.83,10.19,70.38,57.32,7.01,11.46,11.46,8.92,19.11,23.89,7.01,10.83,13.06,7.01,10.19,14.01,72.61,32.8,9.55,64.65,42.36,33.76,41.72,44.59,54.14,33.44,60.51,25.16,26.75,77.71,22.93,26.11,32.8,13.38,26.43,40.13,38.22,28.98,88.54,56.69,69.43,59.24,12.74,23.57,59.87,77.07,42.99,18.79,80.89,56.05,16.56,36.62,27.39,15.92,63.06,13.38,41.72,37.58,10.19,18.47,10.19,21.02,50.0,50.96,14.01,7.64,60.51,36.31
Celta Vigo,26.7,38,44.59,53.82,49.68,47.45,30.89,43.31,61.15,51.27,45.22,44.59,65.61,67.52,36.31,33.12,10.83,17.2,63.06,56.69,55.41,40.76,45.86,52.55,45.86,52.55,58.6,51.91,54.14,62.42,55.41,68.15,27.39,49.68,28.03,73.25,78.98,45.22,26.11,31.21,45.22,66.24,56.69,45.22,43.63,42.68,44.59,56.05,54.78,38.22,34.71,45.22,83.12,30.57,33.76,42.99,85.67,58.28,46.82,29.3,25.16,61.15,63.06,38.22,51.27,41.4,40.13,28.98,71.34,59.55,74.52,88.54,55.1,55.73,51.27,8.28,67.52,59.87,64.97,42.99,42.99,61.78,31.85,47.77,57.96,55.1,57.96,76.75,35.99,30.57,43.63,45.22,59.24,37.58,22.93,35.03,47.13,56.69,42.04,47.77,38.22
