Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Burnley,24.5,38,1.05,1.07,11.32,3.61,0.08,0.08,19.92,1.95,366.76,472.61,166.08,191.24,158.34,185.32,34.84,72.5,8.58,25.68,5.68,1.42,31.08,19.13,30.58,15.97,9.0,7.42,6.5,2.05,7.47,15.37,7.89,12.55,7.37,22.03,0.58,583.71,76.5,211.08,242.0,135.66,21.55,583.63,18.39,7.89,322.21,12.11,6.32,13.61,7.79,362.61,2.03,0.18,0.08,11.29,9.29,2.0,0.08,0.18,0.08,45.45,14.76,18.32,2.05,6.42,4.42,0.05,0.18,0.16,0.03,0.0,1.99,5.66,21.71,48.05,5.68,7.47,14.79,1.32,1.95,33.08,21.39,80.79,21.87,34.97,16.47,0.03,47.4,-0.02,44.62,77.6,86.84,85.44,48.06,52.55,42.9,-0.03,68.85,26.07,8.92
Cagliari,26.1,38,1.08,1.13,11.63,3.34,0.11,0.16,20.66,1.84,282.39,387.08,116.5,137.0,122.68,152.26,37.92,78.05,8.68,22.71,6.84,3.29,29.18,13.92,28.87,14.21,8.29,7.16,5.34,1.71,6.95,13.82,6.87,9.82,6.97,21.47,0.32,489.45,57.63,171.89,208.32,114.53,17.61,489.29,13.58,6.24,243.21,8.92,2.92,14.34,8.89,279.05,2.03,0.11,0.05,12.21,11.0,1.68,0.08,0.13,0.08,46.68,15.03,16.13,1.79,4.13,2.42,0.13,0.13,0.11,0.0,0.03,1.48,5.32,14.32,22.05,3.61,8.21,15.34,0.74,0.63,31.16,23.24,71.97,22.5,30.66,15.24,0.03,42.1,-0.04,48.23,72.95,85.04,80.57,48.58,54.37,45.95,-0.21,58.6,37.15,4.82
Celta Vigo,26.7,38,1.18,1.33,12.29,3.97,0.08,0.13,22.5,2.13,365.53,467.79,176.39,200.82,145.74,172.24,32.18,65.66,9.66,29.71,7.71,1.87,35.39,17.37,35.05,16.5,10.05,7.95,6.39,2.16,8.11,17.42,9.32,11.42,7.82,21.89,0.24,580.58,60.89,186.42,254.61,145.74,21.53,580.45,17.0,7.76,330.0,12.87,4.26,15.79,8.84,362.45,1.74,0.13,0.05,12.18,12.76,1.66,0.11,0.21,0.08,50.21,13.74,14.42,1.5,4.32,2.87,0.16,0.21,0.16,0.03,0.03,1.47,4.63,13.0,21.34,4.79,8.21,14.63,0.74,0.95,28.16,24.63,87.82,24.63,35.37,18.16,0.05,46.1,-0.11,48.79,78.14,87.83,84.61,49.01,53.54,45.65,-0.02,66.44,35.62,5.06
Celtic,26.3,6,0.83,0.82,7.5,3.5,0.17,0.17,13.67,1.67,478.67,567.5,218.0,241.17,220.83,246.33,32.83,57.33,6.17,26.5,5.67,0.83,37.5,12.0,36.67,14.33,8.17,7.5,5.17,1.67,8.33,17.83,9.5,13.67,7.5,20.67,0.0,679.67,87.33,272.17,296.0,115.83,12.33,679.5,19.5,7.5,406.33,10.33,1.67,18.83,8.83,475.17,2.67,0.5,0.17,8.5,11.83,1.67,0.17,0.33,0.0,44.83,10.5,7.83,2.5,6.33,3.5,0.0,0.33,0.0,0.33,0.0,2.22,1.83,5.0,32.0,6.0,8.67,14.0,0.17,0.17,18.33,27.67,86.17,15.33,20.5,16.5,0.33,47.2,0.01,57.28,84.35,90.39,89.65,57.26,51.31,38.46,-0.13,55.29,36.6,1.21
Chelsea,24.2,38,2.0,1.96,14.13,5.11,0.29,0.32,25.79,3.5,527.34,614.84,263.32,286.24,215.16,238.42,35.92,61.26,11.03,35.55,9.26,1.34,42.5,22.97,42.11,17.45,9.89,8.55,6.18,2.71,8.5,16.58,8.08,11.79,7.84,20.66,0.63,729.61,79.87,246.5,317.58,172.58,27.34,729.29,22.87,10.47,437.47,14.29,7.66,15.89,9.74,523.66,2.87,0.11,0.05,11.74,11.87,2.24,0.29,0.13,0.08,48.58,11.58,10.58,1.66,4.89,3.29,0.21,0.13,0.08,0.03,0.03,1.38,3.37,9.5,29.71,4.84,7.42,13.53,1.03,1.24,22.16,25.63,107.58,29.29,45.61,18.39,0.05,58.6,0.02,52.26,85.77,91.99,90.24,58.64,54.04,45.78,-0.2,67.28,35.47,7.61
Clermont Foot,26.8,34,0.76,1.06,11.24,3.53,0.18,0.24,19.76,1.47,393.82,493.65,170.35,194.94,166.29,194.29,42.21,78.38,8.29,29.09,6.12,1.68,36.68,15.79,36.41,17.09,10.53,8.21,7.12,1.76,9.18,18.62,9.44,11.24,10.21,19.62,0.56,605.06,71.32,203.26,292.12,115.41,17.0,604.82,16.91,7.41,427.56,13.82,3.32,14.65,7.91,390.29,1.76,0.21,0.03,11.65,12.62,1.5,0.21,0.26,0.03,49.85,11.56,12.18,1.76,6.24,4.47,0.15,0.26,0.21,0.03,0.03,1.91,6.65,18.03,33.47,4.62,8.09,15.12,1.35,1.44,23.74,22.56,88.88,21.24,28.12,19.71,0.06,48.9,-0.28,48.69,79.78,87.39,85.59,53.85,55.19,43.82,0.08,71.63,36.88,8.93
Club Brugge,25.4,12,2.08,1.8,12.42,4.5,0.25,0.42,21.75,3.58,402.17,494.5,157.75,181.08,185.42,210.08,48.08,78.83,9.67,30.83,8.5,1.75,40.58,18.42,40.25,13.67,8.75,5.25,5.75,2.67,6.5,14.08,7.58,11.58,8.42,19.67,0.25,597.83,69.0,209.92,256.17,136.83,24.33,597.42,16.08,8.0,401.33,12.83,6.0,14.5,7.33,397.92,2.67,0.17,0.17,13.25,9.58,1.92,0.25,0.17,0.0,47.33,12.42,11.42,0.75,2.92,2.17,0.5,0.17,0.17,0.0,0.0,0.78,5.58,12.42,33.83,3.92,6.75,12.0,0.75,1.08,23.83,21.83,99.25,25.33,40.58,15.25,0.0,50.6,0.16,52.12,81.33,87.12,88.26,60.99,54.95,49.75,0.04,74.32,44.93,6.25
Crystal Palace,26.7,38,1.47,1.28,11.89,4.26,0.11,0.11,20.89,2.71,339.87,440.89,158.95,182.11,140.47,165.45,31.68,68.63,9.29,26.18,7.18,1.58,30.95,13.32,30.55,20.74,12.21,9.82,7.92,3.0,8.87,16.03,7.16,12.0,8.5,24.39,0.16,562.29,61.82,190.45,244.18,133.61,20.97,562.18,19.39,8.97,287.97,10.08,4.47,15.95,11.21,337.13,1.92,0.05,0.05,12.03,11.24,1.89,0.11,0.08,0.05,50.24,14.55,14.61,1.53,4.05,2.58,0.26,0.08,0.08,0.0,0.0,1.25,4.63,15.92,21.74,3.03,6.71,15.42,0.79,0.76,29.16,27.16,74.82,23.61,34.21,21.08,0.0,42.3,0.15,49.9,77.09,87.28,84.9,46.16,57.33,46.26,-0.22,63.7,29.08,5.12
Cádiz,28.5,38,0.66,0.95,10.39,3.16,0.08,0.08,18.37,1.05,283.24,394.47,127.29,149.84,109.05,135.87,38.29,84.16,7.68,23.66,5.76,2.79,26.76,12.0,26.21,17.66,10.47,8.89,6.95,1.82,8.97,19.16,10.18,11.66,7.84,20.68,0.34,504.37,59.0,167.76,221.71,119.76,15.0,504.29,14.13,6.05,254.32,11.11,2.0,15.03,9.03,280.58,2.82,0.18,0.0,15.16,13.11,2.37,0.05,0.05,0.03,48.18,16.63,17.71,1.45,4.61,3.18,0.26,0.05,0.05,0.0,0.0,1.36,9.58,23.95,26.08,3.24,9.0,16.24,1.58,1.18,34.34,24.05,64.97,19.42,25.55,19.45,0.0,43.3,-0.31,48.43,71.8,84.95,80.26,45.5,52.8,42.82,-0.07,68.98,40.0,9.73
Darmstadt 98,27.1,34,0.82,0.95,11.88,3.24,0.09,0.09,21.26,1.47,347.26,451.06,142.06,164.18,154.32,180.56,43.94,82.74,8.88,25.68,6.65,1.91,31.85,12.85,31.56,16.47,9.5,8.91,5.79,1.76,8.38,17.15,8.76,11.76,9.32,20.79,0.56,559.09,70.79,209.24,239.62,114.62,16.65,559.0,12.94,5.65,292.44,9.12,2.91,13.82,6.76,344.12,2.44,0.12,0.0,12.62,10.32,1.68,0.06,0.06,0.06,44.18,15.0,16.74,2.53,6.32,3.82,0.09,0.06,0.03,0.03,0.0,2.19,8.18,20.29,39.21,5.74,9.12,14.82,0.79,1.76,31.74,20.59,76.26,22.74,28.12,17.88,0.03,45.7,-0.14,47.26,76.99,86.53,85.47,53.11,53.18,43.66,-0.16,60.44,40.32,5.33
Dinamo Zagreb,25.7,10,1.5,1.34,12.3,4.2,0.4,0.4,22.9,2.6,424.1,525.8,163.1,188.1,192.4,219.1,53.7,85.5,8.9,30.1,8.3,2.5,38.7,21.5,38.3,16.1,8.8,8.8,5.8,1.5,8.1,15.9,7.8,10.3,8.9,17.0,0.3,638.0,64.8,204.3,295.5,144.7,21.8,637.6,19.1,8.8,357.0,16.8,6.4,17.1,8.6,420.7,2.0,0.0,0.0,11.4,13.6,1.3,0.3,0.4,0.1,50.2,13.4,11.8,1.1,2.6,1.5,0.4,0.4,0.3,0.1,0.0,1.24,5.1,13.0,33.4,3.8,7.7,12.9,1.5,1.2,25.2,25.7,98.5,25.5,39.0,16.9,0.1,54.5,0.12,53.17,80.66,86.71,87.81,62.81,52.81,46.07,0.11,57.69,39.23,11.63
Dortmund,27.2,47,1.81,1.72,14.38,5.21,0.15,0.15,25.77,3.23,469.81,564.36,211.32,236.74,199.77,223.96,45.49,72.62,11.13,32.32,8.21,1.32,40.53,21.6,40.11,17.4,10.89,9.72,6.26,1.43,9.51,17.68,8.17,12.94,7.81,19.64,0.36,680.51,75.64,230.83,306.74,149.57,25.23,680.36,20.34,9.23,412.91,15.36,6.21,15.72,9.32,464.66,1.74,0.09,0.04,9.53,10.81,1.38,0.13,0.19,0.06,51.74,11.32,11.6,1.15,4.34,3.21,0.34,0.19,0.15,0.04,0.0,1.31,4.32,10.7,35.3,3.79,8.28,14.34,0.49,0.53,22.91,25.04,102.23,29.0,40.98,20.4,0.04,54.4,0.05,49.41,83.25,89.26,89.2,62.64,58.15,45.38,0.12,73.96,40.37,3.42
Eint Frankfurt,25.1,42,1.48,1.42,12.55,4.45,0.1,0.12,21.48,2.5,451.21,562.26,196.26,222.93,208.86,239.67,36.4,71.62,9.14,31.1,8.38,1.81,40.19,17.55,39.86,17.45,10.6,8.36,6.64,2.45,8.38,15.9,7.52,11.88,9.43,19.52,0.38,677.71,69.62,226.14,319.62,138.21,25.43,677.6,18.62,8.24,392.43,11.76,5.43,15.48,8.17,447.62,2.05,0.17,0.12,10.64,9.0,1.57,0.07,0.26,0.0,52.9,14.36,14.88,1.45,4.17,2.67,0.21,0.26,0.21,0.05,0.0,1.43,2.79,10.67,27.71,4.21,7.79,13.5,0.55,0.93,29.24,23.64,97.6,23.98,41.05,18.98,0.05,53.81,0.04,49.11,80.25,88.04,87.14,50.82,56.91,44.25,-0.01,64.03,26.15,4.07
Empoli,26.0,38,0.68,0.95,10.87,2.95,0.13,0.13,18.89,1.21,304.5,403.89,130.55,151.55,134.05,159.45,32.63,70.53,7.82,21.76,5.42,1.95,27.79,13.79,27.61,16.26,9.95,8.18,5.97,2.11,7.89,14.84,6.95,12.16,6.92,22.11,0.24,513.47,66.13,190.89,216.63,111.21,16.92,513.34,15.21,5.95,273.47,9.37,3.74,14.29,8.0,302.24,2.32,0.03,0.03,13.79,13.53,2.16,0.11,0.21,0.03,42.71,13.39,16.53,1.42,4.87,3.42,0.24,0.21,0.16,0.05,0.0,1.29,4.26,14.26,27.13,5.79,8.13,16.97,1.11,0.82,29.92,22.29,69.18,20.11,28.03,17.84,0.05,44.0,-0.28,44.75,75.39,86.14,84.07,46.26,57.36,39.12,-0.1,70.23,29.87,6.54
Everton,27.1,38,1.05,1.42,13.26,4.0,0.05,0.08,22.47,1.58,298.66,408.26,136.79,160.29,115.42,142.24,38.66,80.45,8.92,25.21,7.47,2.03,29.71,13.03,29.45,19.55,11.63,9.76,6.87,2.92,9.13,18.45,9.32,12.61,9.42,23.21,0.32,527.71,67.58,178.74,215.26,139.03,21.29,527.63,14.84,6.58,257.11,10.24,3.34,14.74,8.42,296.16,2.16,0.03,0.03,12.03,9.5,2.34,0.05,0.21,0.08,51.84,17.79,15.18,1.34,4.34,3.08,0.34,0.21,0.21,0.0,0.0,1.38,9.47,23.71,34.11,3.71,7.21,15.0,0.79,1.42,32.97,23.16,72.18,24.05,34.13,20.76,0.0,40.8,-0.26,53.96,73.15,85.34,81.14,48.05,54.63,44.34,0.03,70.97,39.94,5.27
FC Copenhagen,27.0,8,1.25,1.14,10.25,3.25,0.12,0.25,18.25,2.12,335.38,428.88,163.38,187.0,126.62,151.25,32.25,61.5,7.62,22.75,6.62,2.25,25.25,13.75,25.0,18.75,10.88,11.38,4.5,2.88,10.75,20.75,10.0,13.62,9.25,24.38,0.5,546.25,73.88,223.0,203.5,125.62,18.0,546.0,16.25,8.0,289.5,9.5,2.88,15.0,7.5,332.62,2.25,0.25,0.25,9.88,6.5,1.25,0.12,0.12,0.0,47.0,12.12,16.25,1.75,5.5,3.75,0.25,0.12,0.12,0.0,0.0,1.66,5.5,15.38,27.62,5.12,8.38,17.25,0.75,0.38,28.38,22.5,64.0,20.38,29.75,21.62,0.0,38.8,0.1,42.71,78.2,87.37,83.72,52.44,54.76,49.23,-0.05,68.18,35.76,4.35
Fenerbahçe,27.5,10,1.8,1.54,12.3,4.4,0.2,0.3,21.5,3.0,479.0,585.0,204.8,231.4,218.8,250.4,43.1,73.3,9.1,29.1,10.1,2.5,46.9,19.4,46.3,18.9,13.2,8.7,7.6,2.6,9.7,19.3,9.6,11.3,9.3,15.7,0.6,692.1,59.2,229.2,321.7,148.4,23.9,691.8,19.4,10.2,411.4,13.9,5.4,16.8,7.2,474.6,1.8,0.0,0.0,13.1,13.0,2.0,0.2,0.0,0.1,51.8,14.9,11.9,1.5,4.5,3.1,0.3,0.0,0.0,0.0,0.0,1.2,2.6,9.4,27.6,5.0,5.6,11.1,1.3,0.9,26.8,24.0,112.6,24.5,41.9,22.9,0.0,59.3,0.17,55.6,81.88,88.5,87.38,58.8,59.95,52.58,-0.25,68.89,27.66,11.71
Ferencváros,27.4,8,1.12,1.26,12.62,4.5,0.12,0.12,21.75,1.88,350.0,458.0,139.25,164.75,161.62,196.5,41.75,74.25,9.0,25.38,5.0,1.88,32.88,16.38,32.5,13.62,7.38,6.5,5.75,1.38,5.62,12.75,7.12,11.75,7.75,21.12,0.25,573.62,76.0,216.25,237.0,128.38,19.38,573.5,18.12,9.0,330.88,10.5,5.5,20.12,6.88,347.25,2.25,0.0,0.0,16.62,10.88,1.5,0.12,0.12,0.0,50.38,21.38,16.5,1.0,4.25,3.25,0.12,0.12,0.12,0.0,0.0,0.98,4.75,12.75,26.75,5.12,9.12,13.75,0.62,0.75,37.88,27.0,81.75,23.62,31.75,13.0,0.0,51.0,-0.11,56.44,76.42,84.52,82.25,56.23,49.3,49.67,-0.02,76.47,37.25,4.51
Feyenoord,24.1,8,1.25,1.58,14.38,5.0,0.0,0.12,25.75,2.25,498.12,592.25,207.0,229.38,246.75,272.62,34.62,62.88,10.38,39.5,10.75,1.25,49.0,18.62,48.88,15.12,9.75,6.38,5.75,3.0,7.38,14.25,6.88,11.12,9.12,13.88,0.25,699.75,64.25,218.62,324.5,162.62,25.12,699.62,20.38,12.0,446.0,14.38,5.0,16.25,7.75,493.0,2.62,0.0,0.0,12.62,8.75,1.88,0.12,0.25,0.25,50.0,7.75,8.25,1.5,3.5,2.25,0.12,0.25,0.25,0.0,0.0,1.39,2.5,9.0,38.75,4.88,6.88,9.62,0.38,2.38,16.0,24.0,116.5,28.0,42.12,17.12,0.0,52.75,-0.21,48.44,84.11,90.24,90.51,55.06,58.32,58.88,-0.08,64.29,27.78,3.95
Fiorentina,26.6,51,1.67,1.49,15.39,4.69,0.14,0.22,27.63,2.9,438.47,541.25,169.57,193.14,203.59,232.67,56.65,91.12,11.9,36.55,11.06,2.96,45.69,17.76,45.25,14.8,8.49,6.43,5.94,2.43,7.53,13.73,6.2,9.78,6.29,12.98,0.2,639.59,54.31,173.82,294.31,176.96,26.82,639.37,15.94,7.16,392.51,15.57,4.51,14.57,8.57,433.31,2.06,0.0,0.0,12.12,12.31,1.41,0.18,0.2,0.0,45.88,17.94,17.02,1.18,3.57,2.37,0.24,0.2,0.18,0.02,0.0,1.13,4.84,11.67,31.86,3.65,5.47,9.06,0.39,0.84,34.96,23.14,108.71,30.53,45.35,16.02,0.02,58.27,0.12,51.32,81.01,87.8,87.5,62.17,56.15,44.92,-0.04,66.39,41.47,4.3
Freiburg,27.0,44,1.45,1.52,12.48,4.18,0.2,0.25,22.32,2.52,384.43,492.27,163.95,190.0,172.32,199.73,38.52,76.25,9.3,28.59,7.32,2.43,36.07,14.68,35.57,16.02,9.57,8.27,5.73,2.02,6.66,13.5,6.84,12.14,7.91,20.11,0.32,598.77,68.36,200.25,276.86,126.82,19.66,598.52,14.41,6.32,332.25,12.11,3.14,13.2,7.02,379.23,1.7,0.09,0.02,10.66,10.93,1.36,0.18,0.11,0.02,47.86,17.64,17.86,1.64,4.43,2.77,0.32,0.11,0.07,0.05,0.0,1.45,5.73,16.75,34.77,4.59,8.32,13.5,0.84,0.8,35.5,20.23,86.32,24.84,32.55,16.23,0.05,48.26,-0.05,49.69,78.09,86.29,86.28,50.52,54.98,43.86,-0.13,62.53,34.21,6.22
Frosinone,24.3,38,1.16,1.21,12.11,3.87,0.21,0.26,21.08,1.97,361.58,461.71,178.13,201.58,143.61,171.66,28.55,61.32,9.21,25.32,7.34,1.82,34.89,14.82,34.42,14.34,8.47,6.42,5.92,2.0,6.66,13.82,7.16,11.55,6.34,20.76,0.37,571.71,67.76,193.74,253.63,129.39,18.42,571.45,18.66,7.82,296.13,10.89,3.87,15.21,9.16,357.89,1.79,0.05,0.03,10.21,11.63,1.26,0.21,0.21,0.05,46.84,13.63,15.84,1.82,4.74,2.95,0.18,0.21,0.13,0.03,0.05,1.41,2.37,10.95,25.16,4.61,8.32,14.16,0.58,0.68,29.47,24.37,84.13,23.05,31.45,15.13,0.08,49.7,-0.04,46.25,78.31,88.37,83.66,46.56,53.73,41.91,-0.29,62.24,21.64,4.1
Fulham,28.4,38,1.42,1.34,13.13,4.61,0.05,0.05,23.08,2.5,429.24,532.55,184.95,208.08,191.5,219.66,41.74,75.08,9.97,29.39,9.34,2.47,38.61,17.63,38.21,17.87,10.11,8.92,6.84,2.11,9.11,17.84,8.74,11.5,9.76,19.58,0.37,639.95,73.47,226.82,272.61,146.53,22.34,639.89,14.47,7.13,365.34,13.37,3.97,13.68,8.55,425.87,2.21,0.11,0.08,10.11,9.58,1.34,0.05,0.21,0.11,48.34,12.82,13.39,1.61,5.0,3.5,0.26,0.21,0.21,0.0,0.0,1.47,3.79,11.55,33.47,4.39,7.92,12.42,0.5,1.05,26.21,22.24,94.45,25.58,38.13,19.21,0.0,50.6,0.06,48.91,80.6,88.88,87.18,55.59,53.82,49.27,-0.1,70.0,32.81,4.03
Galatasaray,28.5,8,1.75,1.5,14.5,4.0,0.12,0.25,26.0,3.0,392.25,508.75,173.75,202.12,171.62,206.0,38.0,73.25,11.62,31.62,8.75,2.75,42.88,16.88,42.62,18.12,11.5,9.0,6.25,2.88,9.62,19.38,9.75,10.5,10.12,18.62,0.88,621.0,62.5,199.88,278.12,149.88,21.75,620.75,17.88,7.75,378.5,14.88,4.0,18.0,6.88,389.0,2.12,0.25,0.0,11.25,11.88,2.38,0.25,0.0,0.0,57.62,13.75,17.0,2.38,4.62,2.25,0.0,0.0,0.0,0.0,0.0,2.26,5.75,15.12,36.12,4.88,8.0,11.0,0.62,4.5,30.75,24.88,102.38,29.0,37.25,21.12,0.0,54.03,0.17,44.72,77.1,85.96,83.31,51.88,56.32,43.34,-0.05,48.7,38.03,5.64
Genk,24.2,6,1.33,1.65,12.67,3.83,0.17,0.33,23.33,2.17,386.83,478.17,147.33,168.33,188.0,213.67,42.0,71.83,10.5,36.0,10.0,1.83,44.0,17.67,43.67,14.17,8.5,7.33,5.67,1.17,6.67,13.83,7.17,10.5,8.5,17.67,0.5,593.33,72.83,206.0,252.0,141.67,23.0,593.0,20.17,8.67,332.17,9.67,4.33,18.0,7.67,382.67,2.67,0.33,0.0,14.33,16.17,1.5,0.33,0.17,0.0,54.17,12.33,16.17,0.83,4.67,3.83,0.5,0.17,0.17,0.0,0.0,1.2,4.0,14.67,37.5,3.83,6.0,12.83,0.83,1.0,28.5,25.67,105.33,25.5,39.17,15.17,0.0,51.8,-0.19,43.26,80.9,87.52,87.99,58.47,54.18,42.98,0.31,82.01,27.27,6.47
Genoa,26.7,38,1.13,0.94,10.45,3.13,0.13,0.16,18.55,1.97,317.18,414.87,134.95,156.16,135.32,161.08,36.29,71.32,7.89,22.76,5.87,1.97,28.39,12.32,27.92,16.45,9.26,8.29,6.5,1.66,7.45,15.03,7.58,12.16,8.74,20.95,0.29,521.32,66.45,190.21,225.11,110.45,15.18,521.16,11.84,5.08,278.71,9.66,2.18,15.18,7.71,313.45,2.08,0.08,0.08,11.84,10.68,1.24,0.08,0.11,0.03,43.24,16.05,14.29,1.18,3.66,2.47,0.24,0.11,0.08,0.03,0.0,1.09,6.45,16.68,30.89,2.89,8.55,16.03,1.26,1.08,30.34,22.89,68.63,20.53,25.21,16.71,0.03,44.1,0.2,52.9,76.45,86.42,84.01,50.88,53.08,42.91,-0.08,67.49,38.67,7.86
Gent,26.1,8,1.88,1.94,16.5,5.25,0.25,0.25,28.62,3.38,454.62,572.12,193.75,220.25,187.62,222.62,57.5,93.88,12.75,39.25,13.0,2.38,56.25,21.5,55.75,15.38,9.0,5.62,7.62,2.12,9.25,19.0,9.75,10.62,11.0,10.12,0.38,682.75,51.5,164.25,331.12,192.0,34.62,682.5,16.88,8.12,397.5,16.75,7.5,17.12,8.12,451.62,1.38,0.0,0.0,10.25,9.88,1.0,0.25,0.12,0.0,58.62,13.0,10.62,1.12,4.5,3.25,0.25,0.12,0.0,0.12,0.0,1.06,4.0,9.0,24.38,7.75,5.75,8.38,0.88,0.38,23.62,25.25,133.5,32.0,57.5,18.25,0.12,58.8,-0.03,55.04,79.46,87.97,84.28,61.25,53.08,48.1,-0.06,72.22,44.44,10.5
Getafe,27.3,38,1.11,1.2,11.74,3.95,0.16,0.18,20.16,1.82,281.92,399.82,122.13,145.47,109.0,140.63,42.76,90.42,8.53,27.29,5.79,2.71,30.03,11.55,29.58,16.0,9.58,7.08,6.61,2.32,7.66,15.18,7.53,9.0,8.08,19.21,0.16,506.39,53.16,147.87,236.08,127.58,18.0,506.21,14.53,6.29,246.32,10.13,3.21,15.16,7.39,279.03,3.55,0.26,0.13,17.05,11.5,2.05,0.08,0.18,0.0,46.66,17.29,18.21,1.42,4.55,3.11,0.26,0.18,0.13,0.03,0.03,1.45,8.97,24.08,25.71,3.26,8.47,12.18,0.47,1.63,35.5,22.55,71.16,21.97,29.71,17.24,0.05,44.8,-0.07,48.7,70.51,83.96,77.51,47.29,55.29,43.29,0.02,68.35,37.25,3.86
Girona,26.1,38,2.21,1.86,12.53,4.68,0.18,0.21,22.95,4.0,494.55,576.68,236.47,256.16,207.32,228.74,38.42,64.37,9.92,37.66,9.53,2.32,44.34,23.53,44.03,14.32,8.95,6.95,5.84,1.53,7.21,13.71,6.5,9.95,6.76,17.39,0.55,678.42,70.92,221.89,304.82,157.5,25.71,678.21,19.61,9.29,422.5,15.76,6.16,15.37,9.89,489.74,1.97,0.03,0.0,10.68,12.39,2.5,0.18,0.18,0.0,47.58,9.82,10.26,1.21,4.42,3.18,0.32,0.18,0.13,0.03,0.03,1.34,4.08,11.05,28.26,4.68,8.21,14.05,1.08,0.87,20.08,25.26,111.89,26.95,43.71,16.16,0.05,56.9,0.19,48.9,85.76,92.31,90.64,59.69,57.65,47.37,0.1,71.95,36.92,7.69
Gladbach,25.4,34,1.62,1.37,13.26,4.24,0.15,0.18,23.71,2.88,398.35,498.41,183.0,208.03,170.15,197.18,34.18,65.0,11.0,23.56,7.68,2.44,36.09,17.59,35.79,17.12,9.91,8.56,7.26,1.29,8.44,15.71,7.26,13.68,9.79,25.29,0.44,616.29,75.26,232.35,266.41,123.21,21.18,616.12,16.18,6.97,355.21,12.79,4.5,12.62,9.41,394.91,1.94,0.06,0.03,9.91,10.94,1.56,0.12,0.18,0.0,50.03,14.26,14.06,1.97,6.09,4.12,0.12,0.18,0.18,0.0,0.0,1.72,4.24,11.91,31.15,5.21,7.82,15.82,0.82,1.0,28.32,22.03,89.47,26.59,35.79,18.35,0.0,46.8,0.18,50.35,79.92,87.97,86.29,52.58,55.89,43.08,-0.15,67.65,35.6,5.18
Granada,26.7,38,0.92,1.12,10.37,3.24,0.13,0.21,18.63,1.66,319.13,420.42,138.68,158.71,134.92,160.5,38.37,78.03,7.45,21.95,6.92,2.47,27.47,13.47,27.11,16.76,9.84,8.84,6.24,1.68,7.61,16.39,8.79,10.63,7.37,20.5,0.68,530.32,63.5,203.16,228.34,105.18,17.55,530.11,17.32,7.97,288.66,9.97,2.95,15.79,8.03,316.05,2.58,0.11,0.03,13.53,13.26,1.97,0.13,0.16,0.05,44.95,12.74,14.21,2.08,5.34,3.32,0.08,0.16,0.13,0.0,0.03,1.85,6.08,16.47,28.84,4.87,7.71,14.11,0.87,1.37,26.95,23.82,68.05,20.29,29.89,17.45,0.03,45.6,-0.18,47.27,75.91,87.38,84.06,49.17,52.64,46.02,-0.12,62.17,36.92,6.17
HJK,27.3,6,1.17,0.98,8.5,3.5,0.33,0.33,15.67,2.17,353.33,451.17,166.67,187.17,145.17,172.83,31.17,66.0,7.33,21.67,6.33,2.0,28.5,12.67,28.17,14.5,9.5,7.0,5.0,2.5,8.83,17.33,8.5,12.67,11.0,22.17,0.67,562.67,83.0,224.0,218.0,125.33,17.5,562.33,16.0,6.33,299.5,7.5,4.0,14.5,6.83,350.33,1.33,0.0,0.0,11.17,10.83,1.17,0.17,0.17,0.17,47.17,10.83,9.83,2.83,8.0,5.33,0.0,0.17,0.17,0.0,0.0,2.93,3.0,13.0,26.0,4.67,10.67,17.17,0.33,0.17,20.67,21.33,69.33,17.83,29.83,18.33,0.0,44.8,0.19,52.39,78.31,89.05,84.0,47.23,57.59,39.56,0.03,66.62,23.08,1.92
