Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Jean Butez,fr FRA,Goalkeeper,Antwerp,28,1995,30,30,2700,0.9,3.23,2.37,0.4,0.17,0.17,0.0,0.0,0.94,5.77,15.3,42.53,5.07,4.37,11.33,1.2,1.5,0.0,0.04,73.37,37.71,10.59
Jeffrey De Lange,nl NED,Goalkeeper,Go Ahead Eag,25,1998,34,34,3060,1.35,5.29,3.97,0.32,0.06,0.06,0.0,0.0,1.36,6.44,19.15,35.62,3.74,6.56,19.71,0.5,0.94,0.0,0.01,75.05,33.63,2.54
Jeremías Ledesma,ar ARG,Goalkeeper,River Plate,30,1993,4,4,360,0.75,4.5,3.75,0.5,0.0,0.0,0.0,0.0,0.88,2.75,6.5,25.5,7.5,6.5,13.25,0.5,0.75,0.0,0.12,83.33,42.31,3.77
Jeroen Houwen,nl NED,Goalkeeper,RKC Waalwijk,27,1996,4,3,322,1.4,5.31,3.91,0.0,0.28,0.28,0.0,0.0,1.51,6.43,22.08,32.98,6.43,10.34,17.89,0.0,0.84,0.0,0.11,73.63,29.12,0.0
Jeroen Zoet,nl NED,Goalkeeper,Spezia,32,1991,25,25,2250,1.16,4.0,2.84,0.28,0.16,0.12,0.04,0.0,1.14,5.08,13.72,20.44,3.6,7.92,14.84,0.84,0.92,0.04,-0.02,71.0,37.03,5.66
Jerónimo Pourtau,ar ARG,Goalkeeper,Sarmiento,24,2000,3,3,270,1.33,3.67,2.33,0.0,0.0,0.0,0.0,0.0,0.73,3.33,20.67,14.33,1.0,9.67,13.67,0.67,0.0,0.0,-0.6,63.49,16.11,4.9
Jesse Joronen,fi FIN,Goalkeeper,Venezia,30,1993,29,29,2610,1.24,3.69,2.45,0.34,0.14,0.1,0.03,0.0,1.13,3.52,10.38,26.55,5.14,6.62,14.48,0.45,0.62,0.03,-0.11,66.4,33.91,3.11
Jesús Camargo,ve VEN,Goalkeeper,ve Dep Táchira,26,1997,4,4,360,1.5,5.75,4.0,0.0,0.25,0.0,0.25,0.0,2.62,7.5,19.5,21.5,6.25,14.0,21.5,2.25,0.5,0.25,1.12,69.57,38.46,10.47
Jesús Rodríguez,mx MEX,Goalkeeper,Puebla,30,1993,34,34,3060,2.0,5.71,3.71,0.09,0.21,0.18,0.03,0.0,1.8,5.26,11.88,28.53,4.91,10.18,15.91,0.85,0.44,0.03,-0.2,64.97,44.28,5.34
Jhonatan,br BRA,Goalkeeper,Rio Ave,32,1991,26,26,2340,1.15,4.54,3.38,0.35,0.12,0.04,0.04,0.04,1.31,3.88,11.46,27.85,5.15,8.62,16.92,1.31,0.96,0.08,0.16,74.45,33.86,7.74
Jimmy Maurer,us USA,Goalkeeper,FC Dallas,35,1988,4,4,360,1.0,5.25,4.25,0.5,0.0,0.0,0.0,0.0,1.65,5.25,10.25,37.75,4.25,2.75,14.0,0.0,0.75,0.0,0.65,80.95,51.22,0.0
Jo Coppens,be BEL,Goalkeeper,Sint-Truiden,32,1990,4,4,360,2.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,1.4,2.25,9.25,46.25,4.75,3.5,13.5,1.0,0.75,0.0,-0.6,42.86,24.32,7.41
Joachim Imbrechts,se SWE,Goalkeeper,Union SG,21,2001,1,0,21,0.0,4.29,4.29,0.0,0.0,0.0,0.0,0.0,0.86,0.0,4.29,21.43,12.86,0.0,17.14,0.0,0.0,0.0,0.86,100.0,0.0,0.0
Joe Walsh,eng ENG,Goalkeeper,QPR,21,2002,1,1,90,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.9,4.0,17.0,44.0,5.0,3.0,23.0,2.0,0.0,0.0,0.9,83.33,23.53,8.7
Joe Willis,us USA,Goalkeeper,Nashville SC,35,1988,30,29,2626,1.51,4.52,3.12,0.27,0.1,0.07,0.0,0.03,1.36,4.97,12.72,24.3,5.21,7.64,13.16,0.82,0.75,0.03,-0.14,69.03,39.07,6.23
Joel Drommel,nl NED,Goalkeeper,PSV Eindhoven,26,1996,1,1,90,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,6.0,29.0,7.0,7.0,7.0,0.0,4.0,0.0,0.5,80.0,66.67,0.0
John,br BRA,Goalkeeper,br Botafogo (RJ),27,1996,44,44,3990,0.79,3.34,2.53,0.43,0.16,0.11,0.02,0.02,0.93,3.72,11.12,25.38,3.41,6.97,14.39,0.72,1.15,0.05,0.14,75.75,33.45,5.0
John McCarthy,us USA,Goalkeeper,LA Galaxy,31,1992,32,32,2880,1.5,5.38,3.88,0.19,0.16,0.12,0.03,0.0,1.62,2.75,10.25,22.09,4.53,7.09,14.94,0.69,0.31,0.03,0.12,72.12,26.83,4.62
John Pulskamp,us USA,Goalkeeper,Sporting KC,22,2001,6,6,540,2.17,3.83,1.83,0.0,0.0,0.0,0.0,0.0,1.48,2.83,10.67,17.83,3.33,6.5,11.17,0.17,0.83,0.0,-0.68,47.78,26.52,1.52
John Ruddy,eng ENG,Goalkeeper,Birmingham City,36,1986,44,44,3960,1.41,4.77,3.41,0.25,0.0,0.0,0.0,0.0,1.3,6.84,19.05,28.43,5.89,8.43,15.48,1.8,1.05,0.0,-0.11,71.49,35.91,11.63
Jonathan Sirois,ca CAN,Goalkeeper,CF Montréal,22,2001,33,33,2970,1.88,5.21,3.36,0.24,0.12,0.12,0.0,0.0,1.86,2.24,8.24,30.39,6.82,7.82,15.12,0.82,1.36,0.0,-0.02,64.49,27.18,5.42
Jorge Broun,ar ARG,Goalkeeper,ar Rosario Central,37,1986,30,30,2700,1.13,4.03,2.93,0.23,0.1,0.1,0.0,0.0,1.04,4.63,12.4,18.73,4.0,7.6,12.1,0.67,0.33,0.0,-0.1,72.7,37.34,5.54
Josh Cohen,us USA,Goalkeeper,Atlanta Utd,31,1992,3,2,209,2.15,4.31,2.58,0.0,0.0,0.0,0.0,0.0,0.65,6.46,10.33,31.87,6.03,3.88,10.77,0.43,0.0,0.0,-1.51,59.86,62.54,3.99
Josue Reinatti,ar ARG,Goalkeeper,Newell's OB,20,2003,3,3,270,0.67,2.0,1.33,0.33,0.0,0.0,0.0,0.0,0.57,4.67,19.67,22.33,3.33,11.67,15.0,1.0,0.0,0.0,-0.1,66.5,23.74,6.67
José Antonio Rodríguez,mx MEX,Goalkeeper,Tijuana,31,1992,28,28,2475,1.67,5.02,3.35,0.11,0.15,0.07,0.04,0.04,1.69,5.45,12.44,23.09,3.16,7.02,11.42,0.58,0.84,0.07,0.01,66.73,43.81,5.08
José Corona,mx MEX,Goalkeeper,Tijuana,42,1981,7,6,585,1.54,5.08,3.54,0.15,0.15,0.15,0.0,0.0,1.46,5.38,12.15,23.08,4.0,8.92,11.85,0.31,0.62,0.0,-0.08,69.69,44.28,2.62
José Eulogio,mx MEX,Goalkeeper,Pachuca,19,2004,2,2,180,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,8.5,17.5,5.0,11.5,11.5,0.5,0.5,0.0,-0.4,50.0,23.53,4.35
José Rangel Aguilar,mx MEX,Goalkeeper,Guadalajara,23,2000,19,19,1635,0.99,3.96,2.97,0.33,0.22,0.17,0.0,0.06,1.04,3.52,9.8,23.94,4.4,6.77,12.33,0.99,0.72,0.06,0.05,75.0,35.92,8.03
João Gonçalves,pt POR,Goalkeeper,Boavista,22,2000,34,34,3060,1.82,5.06,3.26,0.09,0.18,0.12,0.0,0.06,1.71,4.06,12.47,18.12,4.35,9.29,15.21,0.62,0.71,0.06,-0.11,64.43,32.56,4.08
João Ricardo Riedi,br BRA,Goalkeeper,Fortaleza,35,1988,38,38,3420,1.03,5.13,4.11,0.34,0.13,0.13,0.0,0.0,1.38,5.11,13.45,17.95,3.95,7.87,16.97,1.16,0.34,0.0,0.36,80.12,37.99,6.84
João Valido,pt POR,Goalkeeper,Arouca,23,2000,1,1,90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,4.0,31.0,9.0,8.0,11.0,0.0,6.0,0.0,0.1,100.0,75.0,0.0
Juan Cozzani,ar ARG,Goalkeeper,Platense,25,1998,26,26,2339,0.69,3.31,2.62,0.5,0.08,0.04,0.0,0.04,0.81,7.43,20.89,18.97,1.35,7.73,13.35,0.92,1.15,0.04,0.12,79.15,35.57,6.89
Juan Espínola,py PAR,Goalkeeper,Belgrano,29,1994,15,15,1324,1.02,4.42,3.4,0.27,0.0,0.0,0.0,0.0,1.09,5.37,16.65,24.34,2.52,8.29,21.82,2.24,0.82,0.0,0.07,76.92,32.25,10.27
Julio José González,mx MEX,Goalkeeper,UNAM,32,1991,34,34,3060,1.18,4.03,2.85,0.35,0.29,0.24,0.06,0.0,1.15,5.82,13.71,22.32,4.68,9.06,13.79,1.12,1.56,0.06,-0.03,70.72,42.45,8.12
Justin Bijlow,nl NED,Goalkeeper,Feyenoord,25,1998,17,17,1462,0.86,2.52,1.66,0.37,0.0,0.0,0.0,0.0,0.84,3.51,8.5,40.38,3.94,3.2,8.74,1.17,3.08,0.0,-0.02,65.87,41.29,13.39
Karl Darlow,wls WAL,Goalkeeper,Leeds United,32,1990,2,1,126,2.14,3.57,1.43,0.0,0.0,0.0,0.0,0.0,1.29,3.57,7.86,36.43,4.29,5.71,17.14,0.0,0.0,0.0,-0.86,40.06,45.42,0.0
Kasper Schmeichel,dk DEN,Goalkeeper,Anderlecht,36,1986,23,23,2070,1.0,4.78,3.74,0.22,0.09,0.04,0.04,0.0,1.36,5.22,11.65,32.3,4.09,6.09,14.96,0.61,0.52,0.04,0.36,78.24,44.81,4.08
Kayne van Oevelen,nl NED,Goalkeeper,Volendam,19,2003,1,1,89,2.02,10.11,8.09,0.0,0.0,0.0,0.0,0.0,2.83,5.06,14.16,41.46,9.1,3.03,11.12,1.01,2.02,0.0,0.81,80.02,35.73,9.08
Kevin Mier,co COL,Goalkeeper,Cruz Azul,23,2000,17,17,1530,0.82,2.59,1.76,0.47,0.18,0.06,0.0,0.12,0.81,3.12,7.76,35.12,3.94,7.06,10.41,0.59,2.0,0.12,-0.02,67.95,40.21,5.67
Kewin,br BRA,Goalkeeper,Moreirense,27,1995,30,30,2686,1.14,3.99,2.88,0.44,0.03,0.03,0.0,0.0,1.08,6.3,15.61,29.05,4.26,8.71,16.38,1.17,0.6,0.0,-0.06,72.18,40.36,7.14
Kosuke Nakamura,jp JPN,Goalkeeper,Portimonense,28,1995,20,20,1800,1.9,4.75,2.95,0.1,0.15,0.1,0.0,0.05,1.93,4.7,13.35,19.0,4.1,9.35,17.15,0.85,0.95,0.05,0.03,62.11,35.21,4.96
Kristijan Kahlina,hr CRO,Goalkeeper,Charlotte,31,1992,34,34,3060,1.09,4.53,3.41,0.35,0.03,0.0,0.03,0.0,1.4,3.79,10.32,28.06,4.91,6.65,15.06,1.03,1.74,0.03,0.31,75.28,36.72,6.84
Kristoffer Klaesson,no NOR,Goalkeeper,Leeds United,22,2000,1,1,90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,24.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,100.0,30.0,0.0
Lars Unnerstall,de GER,Goalkeeper,Twente,33,1990,32,32,2880,1.06,3.84,2.78,0.31,0.19,0.16,0.03,0.0,1.25,4.0,13.31,29.12,4.88,6.16,11.22,0.62,1.69,0.03,0.19,72.4,30.05,5.53
Laurent Henkinet,be BEL,Goalkeeper,Standard Liège,30,1992,1,1,90,6.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,30.0,7.0,2.0,8.0,0.0,2.0,0.0,-1.0,33.33,0.0,0.0
Lautaro Bursich,ar ARG,Goalkeeper,Cen. Córdoba–SdE,21,2002,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,12.0,5.0,14.0,7.0,0.0,0.0,0.0,-1.0,50.0,33.33,0.0
Lautaro Garzón,ar ARG,Goalkeeper,Vélez Sarsfield,20,2003,1,0,39,2.31,4.62,2.31,0.0,0.0,0.0,0.0,0.0,1.38,0.0,2.31,16.15,4.62,4.62,13.85,2.31,0.0,0.0,-0.92,50.0,0.0,16.68
Lautaro Morales,ar ARG,Goalkeeper,Talleres,24,1999,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,5.0,22.0,3.0,2.0,3.0,0.0,0.0,0.0,-0.9,50.0,20.0,0.0
Leandro Brey,ar ARG,Goalkeeper,Boca Juniors,21,2002,12,11,999,0.72,4.05,3.24,0.54,0.27,0.18,0.09,0.0,1.1,2.52,9.64,20.36,4.59,6.94,14.5,0.9,0.72,0.09,0.38,80.0,26.14,6.21
Leandro Chichizola,ar ARG,Goalkeeper,Parma,33,1990,37,36,3252,0.91,2.93,2.02,0.36,0.06,0.03,0.0,0.03,0.95,6.37,18.99,33.85,5.09,5.78,16.05,1.49,1.38,0.03,0.04,68.94,33.54,9.28
Leandro Requena,ar ARG,Goalkeeper,cl Cobresal,36,1987,5,5,450,1.8,6.0,4.2,0.0,0.2,0.2,0.0,0.0,2.0,7.0,16.8,18.4,4.0,10.6,15.4,0.8,0.2,0.0,0.2,70.0,41.67,5.19
Lee Nicholls,eng ENG,Goalkeeper,Huddersfield,30,1992,37,37,3305,1.74,4.41,2.72,0.19,0.08,0.08,0.0,0.0,1.6,5.96,18.49,25.62,5.04,7.79,13.94,0.63,1.01,0.0,-0.14,61.68,32.23,4.52
Leonardo Linck,br BRA,Goalkeeper,Ath Paranaense,22,2001,14,14,1223,1.55,4.78,3.24,0.07,0.0,0.0,0.0,0.0,1.36,4.56,10.67,20.31,4.05,5.74,14.72,0.74,0.74,0.0,-0.18,67.78,42.74,5.03
Leonardo Loria,it ITA,Goalkeeper,Pisa,24,1999,7,7,630,1.71,3.71,2.0,0.29,0.14,0.14,0.0,0.0,1.5,3.0,7.71,25.14,4.29,3.86,13.29,1.0,0.71,0.0,-0.21,53.91,38.91,7.52
Leonardo Marson,it ITA,Goalkeeper,Cosenza,25,1998,2,1,124,0.73,4.35,3.63,0.73,0.73,0.73,0.0,0.0,1.45,3.63,16.69,27.58,2.9,10.16,26.85,0.73,0.73,0.0,0.73,83.45,21.75,2.72
Leopold Wahlstedt,se SWE,Goalkeeper,Blackburn,24,1999,21,20,1829,1.77,5.22,3.49,0.15,0.1,0.05,0.0,0.05,1.56,1.92,8.17,31.59,6.3,8.76,14.02,0.89,1.18,0.05,-0.21,66.86,23.5,6.35
Lorenzo Andrenacci,it ITA,Goalkeeper,Brescia,28,1995,9,9,765,1.06,3.18,2.12,0.12,0.12,0.12,0.0,0.0,0.81,4.82,12.35,19.53,3.65,7.29,15.29,1.18,0.0,0.0,-0.25,66.67,39.03,7.72
Luca Lezzerini,it ITA,Goalkeeper,Brescia,28,1995,25,25,2250,1.0,3.6,2.52,0.28,0.16,0.04,0.08,0.04,0.96,4.6,10.6,22.16,3.72,8.24,16.76,0.76,0.6,0.12,-0.04,70.0,43.4,4.53
Luca Maniero,it ITA,Goalkeeper,Cittadella,28,1995,3,3,270,1.0,4.67,3.67,0.33,0.0,0.0,0.0,0.0,1.3,5.67,12.0,18.33,3.33,6.33,10.67,0.0,0.0,0.0,0.3,78.59,47.25,0.0
Lucas Acosta,ar ARG,Goalkeeper,Sarmiento,28,1995,23,23,2070,1.04,4.52,3.52,0.39,0.09,0.09,0.0,0.0,1.32,5.96,18.96,17.0,2.17,11.35,17.74,0.65,0.39,0.0,0.28,77.88,31.43,3.66
Lucas Arcanjo,br BRA,Goalkeeper,Vitória,25,1998,37,37,3330,1.41,4.38,3.03,0.22,0.11,0.08,0.0,0.03,1.19,3.41,11.68,22.57,3.19,7.38,17.49,0.81,0.41,0.03,-0.21,69.18,29.2,4.63
Lucas Hoyos,ar ARG,Goalkeeper,Newell's OB,34,1989,11,11,976,0.92,3.14,2.31,0.37,0.18,0.09,0.0,0.09,1.08,5.72,14.48,24.99,2.21,6.64,14.2,1.11,0.83,0.09,0.16,73.57,39.5,7.82
Lucas Paes,br BRA,Goalkeeper,Casa Pia,25,1997,4,3,273,1.65,4.62,2.97,0.0,0.0,0.0,0.0,0.0,1.29,3.63,9.23,27.69,6.92,5.93,13.85,1.32,1.65,0.0,-0.36,64.29,39.33,9.53
Lucas Pirard,be BEL,Goalkeeper,Kortrijk,28,1995,9,9,810,1.11,4.67,3.67,0.44,0.0,0.0,0.0,0.0,1.33,9.22,23.56,23.44,4.11,10.11,18.89,1.33,1.11,0.0,0.22,78.59,39.13,7.04
Lucão,br BRA,Goalkeeper,RB Bragantino,22,2001,8,6,631,1.28,4.56,3.28,0.14,0.0,0.0,0.0,0.0,1.17,2.85,11.41,19.4,3.99,9.13,23.82,0.57,1.0,0.0,-0.11,71.93,24.98,2.39
Luis Barraza,us USA,Goalkeeper,NYCFC,27,1996,1,0,79,4.56,5.7,1.14,0.0,0.0,0.0,0.0,0.0,3.65,3.42,6.84,30.76,3.42,5.7,10.25,1.14,0.0,0.0,-0.91,20.0,50.0,11.12
Luis Cárdenas,mx MEX,Goalkeeper,Monterrey,29,1993,2,2,180,1.0,5.5,4.5,0.5,0.0,0.0,0.0,0.0,1.3,4.0,9.0,50.5,9.0,4.5,14.0,1.0,0.5,0.0,0.3,81.82,44.44,7.14
Luis Ingolotti,ar ARG,Goalkeeper,Cen. Córdoba–SdE,24,2000,26,26,2340,1.31,4.23,2.88,0.23,0.12,0.08,0.04,0.0,1.25,3.65,12.04,20.62,4.58,6.19,12.15,0.92,0.88,0.04,-0.06,68.09,30.32,7.57
Luis Mejía,pa PAN,Goalkeeper,uy Nacional,32,1991,8,8,720,1.12,3.25,2.12,0.38,0.0,0.0,0.0,0.0,1.09,2.62,7.0,14.5,4.0,5.25,9.0,0.62,0.25,0.0,-0.04,65.23,37.43,6.89
Luis Ángel Malagón,mx MEX,Goalkeeper,América,26,1997,29,29,2565,0.77,3.16,2.39,0.46,0.04,0.04,0.0,0.0,1.04,3.86,10.6,21.68,3.33,7.33,13.86,0.6,0.39,0.0,0.27,75.63,36.42,4.33
Luiz Lúcio Reis Júnior,br BRA,Goalkeeper,Famalicão,22,2001,33,33,2970,1.18,4.39,3.18,0.24,0.24,0.09,0.09,0.06,1.45,5.33,12.91,27.0,6.24,7.58,14.12,1.42,1.48,0.15,0.27,72.44,41.29,10.06
Luka Gavran,ca CAN,Goalkeeper,Toronto FC,23,2000,9,9,810,2.0,5.56,3.56,0.22,0.0,0.0,0.0,0.0,1.83,3.89,10.0,24.44,4.56,7.0,11.89,0.67,1.22,0.0,-0.17,64.03,38.9,5.63
Luuk Koopmans,nl NED,Goalkeeper,Fortuna Sittard,29,1993,5,5,450,1.2,3.8,2.6,0.4,0.0,0.0,0.0,0.0,1.42,5.6,21.0,23.2,3.0,7.0,11.2,1.4,1.8,0.0,0.22,68.42,26.67,12.5
Léo Jardim,br BRA,Goalkeeper,Vasco da Gama,28,1995,38,38,3420,1.47,5.34,3.87,0.21,0.0,0.0,0.0,0.0,1.61,4.68,11.79,19.47,4.34,8.11,15.84,0.79,0.39,0.0,0.14,72.47,39.69,4.99
Maarten Paes,id IDN,Goalkeeper,FC Dallas,25,1998,30,30,2700,1.73,5.67,3.9,0.17,0.27,0.17,0.1,0.0,1.64,3.7,9.53,26.97,4.13,6.93,12.83,0.4,1.3,0.1,-0.09,68.78,38.82,3.12
Maarten Vandevoordt,be BEL,Goalkeeper,Genk,21,2002,30,30,2700,1.03,3.87,2.8,0.33,0.1,0.07,0.03,0.0,1.15,5.33,14.57,30.83,3.9,5.63,13.8,1.1,0.67,0.03,0.12,72.35,36.58,7.97
Mads Hermansen,dk DEN,Goalkeeper,Leicester City,23,2000,44,44,3960,0.93,3.5,2.57,0.3,0.02,0.0,0.02,0.0,1.04,2.86,9.18,47.18,4.82,2.39,10.48,0.66,1.75,0.02,0.11,73.43,31.15,6.3
Magrão,br BRA,Goalkeeper,Rio Ave,23,2000,7,7,630,1.71,4.43,2.71,0.14,0.14,0.14,0.0,0.0,1.69,3.0,9.14,24.0,6.14,7.71,11.14,0.43,1.0,0.0,-0.03,61.17,32.82,3.86
Manaf Nurudeen,gh GHA,Goalkeeper,Eupen,24,1999,2,2,180,1.0,4.0,3.0,0.5,0.5,0.5,0.0,0.0,1.15,6.5,26.5,32.5,3.0,18.5,24.5,1.0,1.5,0.0,0.15,75.0,24.53,4.08
Manuel Roffo,ar ARG,Goalkeeper,Instituto,23,2000,27,27,2430,1.15,3.48,2.33,0.26,0.11,0.07,0.04,0.0,1.08,5.48,13.74,20.41,2.7,7.0,15.85,1.37,0.48,0.04,-0.07,66.95,39.88,8.64
Marcelo Barovero,ar ARG,Goalkeeper,Banfield,39,1984,2,2,118,0.76,1.53,0.76,0.0,0.0,0.0,0.0,0.0,0.69,3.05,9.15,25.93,3.05,10.68,15.25,0.76,0.0,0.0,-0.08,49.67,33.33,4.98
Marcelo Carné,br BRA,Goalkeeper,Estoril,33,1990,22,22,1979,1.27,4.78,3.55,0.36,0.09,0.05,0.05,0.0,1.44,3.05,11.1,22.37,5.5,10.01,15.74,0.68,0.68,0.05,0.16,74.27,27.48,4.32
Marcelo Lomba,br BRA,Goalkeeper,br Palmeiras,37,1986,2,2,180,1.5,4.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4.5,17.0,5.0,8.0,13.5,1.0,0.5,0.0,-0.5,62.5,33.33,7.41
Marcelo Miño,ar ARG,Goalkeeper,Barracas Central,26,1997,10,10,900,1.4,6.3,5.0,0.4,0.1,0.1,0.0,0.0,1.52,7.2,18.3,21.5,5.6,9.6,17.8,0.6,0.3,0.0,0.12,79.37,39.34,3.37
Marco Pissardo,it ITA,Goalkeeper,Bari,25,1998,6,5,481,1.68,4.12,2.43,0.19,0.0,0.0,0.0,0.0,1.18,2.99,9.36,19.27,7.48,8.42,12.54,1.68,0.56,0.0,-0.51,58.98,31.94,13.4
Marcos Felipe,br BRA,Goalkeeper,Bahia,27,1996,34,34,2996,1.29,4.51,3.18,0.27,0.09,0.06,0.03,0.0,1.26,4.0,8.89,32.11,5.89,6.13,14.21,1.44,2.13,0.03,-0.03,70.51,44.99,10.13
Marcos Ignacio Ledesma,ar ARG,Goalkeeper,Gimnasia–LP,27,1996,18,18,1620,0.61,2.94,2.39,0.5,0.06,0.0,0.0,0.06,0.69,5.11,14.28,19.67,5.56,9.44,16.56,1.78,1.17,0.06,0.08,81.29,35.78,10.75
Mark Spenkelink,nl NED,Goalkeeper,RKC Waalwijk,26,1997,1,1,90,2.0,12.0,10.0,0.0,1.0,0.0,0.0,1.0,3.9,7.0,17.0,31.0,4.0,12.0,17.0,1.0,1.0,1.0,1.9,83.33,41.18,5.88
Mark Travers,ie IRL,Goalkeeper,Stoke City,24,1999,13,13,1170,1.38,4.92,3.54,0.15,0.15,0.08,0.0,0.08,1.32,7.0,20.0,30.08,4.85,8.77,13.38,1.0,0.92,0.08,-0.06,71.95,35.0,7.47
Martin Delavallée,be BEL,Goalkeeper,Charleroi,19,2004,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,270.0,90.0,0.0,180.0,90.0,0.0,0.0,0.0,0.0,,100.0,0.0
Martín Parra,cl CHI,Goalkeeper,cl Huachipato,23,2000,6,6,540,1.5,4.0,2.5,0.33,0.17,0.17,0.0,0.0,1.55,4.83,14.33,23.67,3.67,8.0,16.67,0.0,1.33,0.0,0.05,62.5,33.71,0.0
Mason Stajduhar,us USA,Goalkeeper,Orlando City,26,1997,5,5,388,1.86,6.49,4.64,0.23,0.46,0.46,0.0,0.0,2.32,2.55,6.49,17.4,5.8,5.1,8.81,0.93,0.93,0.0,0.46,71.49,39.29,10.56
Mateo Clemente,ar ARG,Goalkeeper,San Lorenzo,21,2002,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,10.0,2.0,2.0,3.0,0.0,1.0,0.0,-0.7,50.0,0.0,0.0
Mateus Claus,br BRA,Goalkeeper,Juventude,29,1994,5,4,406,2.22,7.32,5.1,0.0,0.0,0.0,0.0,0.0,2.02,3.77,13.74,24.83,4.88,9.09,21.28,0.44,0.67,0.0,-0.2,69.67,27.44,2.07
Mateus Pasinato,br BRA,Goalkeeper,Cuiabá,31,1992,2,2,180,1.0,3.5,2.5,0.5,0.0,0.0,0.0,0.0,0.85,4.5,9.5,15.0,4.0,8.0,11.5,0.0,0.0,0.0,-0.15,71.43,47.37,0.0
Matheus,br BRA,Goalkeeper,Braga,31,1992,34,34,3060,1.47,3.74,2.32,0.18,0.21,0.18,0.0,0.03,1.36,4.44,11.35,28.97,4.44,7.38,12.32,0.71,2.12,0.03,-0.11,62.03,39.12,5.76
Matheus Cunha,br BRA,Goalkeeper,Flamengo,22,2001,3,3,270,1.0,3.33,2.33,0.67,0.0,0.0,0.0,0.0,0.73,5.0,9.67,34.33,3.33,4.33,12.67,1.0,0.67,0.0,-0.27,69.97,51.71,7.89
Matheus Donelli,br BRA,Goalkeeper,Corinthians,21,2002,7,7,630,1.71,5.71,3.86,0.0,0.29,0.14,0.14,0.0,1.46,2.86,9.43,20.71,4.14,7.57,16.14,0.14,0.14,0.14,-0.26,67.6,30.33,0.87
Matheus Mendes,br BRA,Goalkeeper,Atlético Mineiro,24,1999,13,12,1087,1.82,5.55,3.64,0.08,0.17,0.08,0.08,0.0,2.14,2.82,6.62,20.86,4.22,6.54,13.74,0.75,1.16,0.08,0.31,65.59,42.6,5.46
Mathew Ryan,au AUS,Goalkeeper,AZ Alkmaar,31,1992,29,29,2610,0.97,3.76,2.79,0.45,0.1,0.1,0.0,0.0,1.08,5.79,12.14,34.07,5.93,4.28,11.86,1.03,1.45,0.0,0.11,74.2,47.69,8.68
Matija Šarkić,me MNE,Goalkeeper,Millwall,26,1997,32,32,2880,1.06,3.25,2.16,0.38,0.19,0.12,0.06,0.0,1.12,5.47,18.41,21.91,3.03,7.81,14.62,1.12,1.25,0.06,0.06,66.46,29.71,7.66
Matt Freese,us USA,Goalkeeper,NYCFC,25,1998,34,34,2981,1.36,4.98,3.59,0.15,0.15,0.12,0.03,0.0,1.54,2.51,9.66,32.76,6.19,6.73,12.47,0.85,1.0,0.03,0.18,72.09,25.98,6.82
Matt Ingram,eng ENG,Goalkeeper,Hull City,29,1993,10,9,819,1.54,3.19,1.65,0.11,0.0,0.0,0.0,0.0,1.03,2.53,11.32,42.75,4.62,3.85,15.16,1.21,0.55,0.0,-0.51,51.72,22.35,7.98
Mattijs Branderhorst,nl NED,Goalkeeper,Utrecht,29,1993,5,5,450,1.0,3.2,2.2,0.6,0.2,0.2,0.0,0.0,1.02,5.0,12.6,24.0,4.0,5.0,14.4,1.6,0.8,0.0,0.02,68.75,39.68,11.11
Matías Mansilla,ar ARG,Goalkeeper,ar Estudiantes–LP,27,1996,32,32,2880,1.28,3.72,2.5,0.16,0.12,0.12,0.0,0.0,1.26,3.0,8.62,18.31,4.84,7.25,13.97,1.0,0.66,0.0,-0.02,67.2,34.8,7.16
Mauro Vigorito,it ITA,Goalkeeper,Como,33,1990,1,0,22,0.0,4.09,4.09,4.09,0.0,0.0,0.0,0.0,0.82,0.0,4.09,28.64,4.09,4.09,8.18,4.09,0.0,0.0,0.82,100.0,0.0,50.0
