Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Max O'Leary,ie IRL,Goalkeeper,Bristol City,26,1996,46,46,4140,1.11,4.09,3.0,0.28,0.11,0.09,0.02,0.0,1.06,5.02,17.43,32.87,5.7,5.0,12.7,0.8,1.59,0.02,-0.05,73.35,28.8,6.3
Maxence Prevot,fr FRA,Goalkeeper,OH Leuven,26,1997,11,11,990,1.91,5.09,3.09,0.18,0.27,0.18,0.09,0.0,1.62,5.82,15.09,28.0,6.36,9.09,17.18,1.55,0.55,0.09,-0.29,60.71,38.57,9.02
Maxime Crépeau,ca CAN,Goalkeeper,Portland Timbers,29,1994,20,20,1757,1.95,4.51,2.61,0.05,0.15,0.1,0.0,0.05,1.71,5.99,13.37,32.17,5.07,6.81,13.52,1.38,1.69,0.05,-0.24,57.87,44.8,10.21
Maxime Dupé,fr FRA,Goalkeeper,Anderlecht,30,1993,7,7,630,1.0,3.43,2.43,0.29,0.29,0.29,0.0,0.0,1.0,3.0,8.86,33.14,2.57,5.14,14.43,0.86,1.0,0.0,0.0,70.85,33.86,5.96
Michael Brouwer,nl NED,Goalkeeper,Heracles Almelo,30,1993,34,34,3060,2.18,6.65,4.5,0.12,0.15,0.15,0.0,0.0,2.03,6.09,20.24,30.5,4.71,9.06,17.06,0.88,0.53,0.0,-0.15,67.67,30.09,5.16
Michael Cooper,eng ENG,Goalkeeper,Plymouth Argyle,23,1999,19,19,1710,1.26,4.42,3.21,0.32,0.11,0.05,0.05,0.0,1.33,4.53,18.47,34.16,7.84,9.63,16.68,1.84,0.53,0.05,0.06,72.62,24.53,11.03
Michael Verrips,nl NED,Goalkeeper,Fortuna Sittard,26,1996,12,12,1080,1.83,4.25,2.5,0.17,0.0,0.0,0.0,0.0,1.32,6.08,21.08,22.33,1.75,7.0,14.17,0.92,0.67,0.0,-0.51,58.82,28.84,6.49
Michele Avella,it ITA,Goalkeeper,Brescia,23,2000,5,4,405,1.33,6.0,4.44,0.22,0.67,0.44,0.22,0.0,1.71,4.0,14.67,22.22,5.11,8.89,13.78,1.78,0.22,0.22,0.38,74.0,27.27,12.92
Mickey van der Hart,nl NED,Goalkeeper,Heerenveen,29,1994,12,12,1080,2.25,5.0,2.83,0.25,0.08,0.08,0.0,0.0,1.68,5.75,15.75,28.25,3.58,7.17,15.33,0.58,0.33,0.0,-0.57,56.6,36.51,3.78
Miguel Carvalho,pt POR,Goalkeeper,Farense,27,1996,2,2,180,2.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2.35,4.0,10.5,19.0,6.5,8.0,13.0,1.0,0.0,0.0,-0.15,54.55,38.1,7.69
Miguel Jiménez Ponce,mx MEX,Goalkeeper,Guadalajara,33,1990,16,15,1425,1.33,4.29,2.91,0.32,0.32,0.25,0.06,0.0,1.43,3.85,11.37,18.76,3.54,7.96,12.82,0.25,0.69,0.06,0.1,67.83,33.86,1.95
Mika,pt POR,Goalkeeper,Moreirense,32,1991,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,45.0,64.29,6.43,12.86,19.29,6.43,0.0,0.0,0.0,,57.13,33.33
Mike Hauptmeijer,nl NED,Goalkeeper,Zwolle,26,1997,2,2,180,1.5,5.5,4.0,0.0,0.5,0.5,0.0,0.0,1.95,4.0,16.5,38.5,7.5,11.0,18.0,2.5,3.0,0.0,0.45,72.73,24.24,13.89
Mio Backhaus,de GER,Goalkeeper,Volendam,19,2004,33,32,2881,2.47,7.9,5.44,0.06,0.03,0.03,0.0,0.0,2.42,7.4,22.27,34.64,5.12,9.0,16.03,1.25,1.25,0.0,-0.05,68.86,33.23,7.8
Mirko Pigliacelli,it ITA,Goalkeeper,Palermo,30,1993,36,36,3240,1.42,4.25,2.83,0.25,0.08,0.06,0.03,0.0,1.26,4.83,11.39,31.19,3.25,5.89,15.94,0.72,1.17,0.03,-0.16,66.59,42.41,4.52
Moisés Ramírez,ec ECU,Goalkeeper,ec Independiente,23,2000,5,5,450,1.4,2.2,0.8,0.2,0.0,0.0,0.0,0.0,1.1,2.8,6.0,24.4,2.6,5.2,9.6,0.2,1.2,0.0,-0.3,36.36,46.67,2.08
Mosquito,br BRA,Goalkeeper,Arouca,27,1996,2,2,180,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,1.65,5.5,12.5,47.0,2.5,6.5,12.5,0.5,3.0,0.0,-0.85,42.86,44.0,4.0
Mouhamadou Sarr,sn SEN,Goalkeeper,Cremonese,26,1997,12,12,1080,1.0,3.75,2.75,0.25,0.17,0.08,0.08,0.0,0.96,2.92,9.08,24.08,6.5,4.92,14.83,1.75,0.17,0.08,-0.04,73.33,32.16,11.8
Muriel Becker,br BRA,Goalkeeper,Vitória,36,1987,1,1,90,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,11.0,21.0,20.0,2.0,10.0,19.0,1.0,0.0,0.0,0.6,100.0,52.38,5.26
Mycael,br BRA,Goalkeeper,Ath Paranaense,19,2004,19,17,1565,1.21,4.77,3.45,0.23,0.12,0.0,0.12,0.0,1.35,4.83,12.54,15.7,3.16,7.53,14.38,0.23,0.29,0.12,0.14,72.33,38.52,1.6
Nahuel Guzmán,ar ARG,Goalkeeper,UANL,37,1986,24,24,2160,1.12,4.21,3.17,0.29,0.08,0.08,0.0,0.0,1.08,5.17,12.0,36.67,4.62,6.62,12.21,1.12,1.88,0.0,-0.05,75.3,43.08,9.17
Nahuel Losada,ar ARG,Goalkeeper,Belgrano,30,1993,22,22,1980,1.18,4.59,3.5,0.41,0.14,0.14,0.0,0.0,1.31,4.45,12.77,24.32,5.95,7.95,16.41,1.0,1.18,0.0,0.13,76.25,34.85,6.09
Nahuel Manganelli,ar ARG,Goalkeeper,Deportivo Riestra,22,2001,2,2,180,1.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,1.3,6.5,23.0,15.5,2.0,13.0,23.5,1.0,3.5,0.0,0.3,71.43,28.26,4.26
Nathan Bishop,eng ENG,Goalkeeper,Sunderland,23,1999,1,1,90,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,7.0,28.0,3.0,8.0,9.0,0.0,0.0,0.0,-0.9,0.0,14.29,0.0
Neil Etheridge,ph PHI,Goalkeeper,Birmingham City,33,1990,2,2,180,1.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,14.5,31.0,7.0,7.5,9.5,1.5,0.5,0.0,-0.2,40.0,10.34,15.79
Nelson Insfrán,ar ARG,Goalkeeper,Gimnasia–LP,28,1995,9,9,809,1.22,4.0,2.78,0.11,0.0,0.0,0.0,0.0,0.97,5.78,12.9,22.25,5.01,7.68,15.8,1.33,1.0,0.0,-0.26,69.5,44.81,8.42
Nicholas Hagen,gt GUA,Goalkeeper,Columbus Crew,27,1996,4,3,326,1.38,6.35,4.97,0.28,0.28,0.28,0.0,0.0,1.71,1.1,7.18,28.99,4.42,6.9,11.32,0.28,0.55,0.0,0.33,78.27,15.32,2.47
Nick Gillekens,be BEL,Goalkeeper,Westerlo,28,1995,4,4,360,2.5,5.75,3.5,0.0,0.0,0.0,0.0,0.0,1.68,8.5,16.5,37.5,4.75,6.25,18.25,1.0,2.5,0.0,-0.82,60.87,51.52,5.48
Nick Olij,nl NED,Goalkeeper,Sparta R'dam,27,1995,34,34,3060,1.41,4.74,3.32,0.24,0.15,0.09,0.03,0.03,1.44,9.03,21.5,36.53,3.62,6.94,18.5,1.09,1.12,0.06,0.03,70.04,42.0,5.89
Nicola Ravaglia,it ITA,Goalkeeper,Sampdoria,34,1988,1,1,90,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.1,6.0,22.0,34.0,5.0,13.0,20.0,0.0,0.0,0.0,1.1,75.0,27.27,0.0
Nicolás Sumavil,ar ARG,Goalkeeper,Platense,24,1999,1,1,90,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,5.0,17.0,10.0,0.0,7.0,9.0,1.0,0.0,0.0,0.3,100.0,29.41,11.11
Nordin Bakker,nl NED,Goalkeeper,Almere City,25,1997,29,29,2596,1.84,5.65,3.81,0.31,0.14,0.1,0.03,0.0,1.93,9.22,29.05,29.26,2.67,8.11,13.73,0.97,1.11,0.03,0.09,67.43,31.74,7.06
Nordin Jackers,be BEL,Goalkeeper,Club Brugge,25,1997,3,2,261,1.03,4.14,3.1,0.34,0.69,0.0,0.0,0.69,1.03,8.97,17.59,27.24,2.76,10.34,11.03,1.03,1.03,0.69,0.0,74.88,50.99,9.34
Novak Mićović,rs SRB,Goalkeeper,LA Galaxy,22,2001,2,2,180,1.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.45,1.5,4.0,25.5,6.0,9.5,10.0,0.0,1.0,0.0,-0.55,66.67,37.5,0.0
Nícolas Andrade,br BRA,Goalkeeper,Pisa,35,1988,31,31,2790,1.35,3.87,2.55,0.23,0.16,0.16,0.0,0.0,1.33,3.84,9.94,29.97,2.94,4.45,14.0,1.26,0.87,0.0,-0.02,65.89,38.63,9.0
Odysseas Vlachodimos,gr GRE,Goalkeeper,Benfica,29,1994,1,1,90,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.7,3.0,6.0,15.0,2.0,5.0,11.0,1.0,1.0,0.0,-0.3,25.0,50.0,9.09
Oliver Semmle,de GER,Goalkeeper,Philadelphia Union,25,1998,17,14,1408,1.85,4.99,3.13,0.26,0.13,0.13,0.0,0.0,1.87,4.41,12.46,21.48,4.09,6.71,12.98,0.45,0.77,0.0,0.02,62.73,35.39,3.47
Orlando Gil,py PAR,Goalkeeper,San Lorenzo,23,2000,1,1,90,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,11.0,15.0,4.0,13.0,14.0,1.0,0.0,0.0,0.1,66.67,27.27,7.14
Oscar Jiménez,mx MEX,Goalkeeper,América,34,1988,6,5,495,0.73,4.73,4.0,0.55,0.0,0.0,0.0,0.0,1.27,2.73,7.27,20.55,4.55,7.64,10.55,0.18,0.36,0.0,0.55,84.57,37.55,1.71
Patrick Schulte,us USA,Goalkeeper,Columbus Crew,22,2001,27,27,2430,1.07,3.89,2.81,0.37,0.07,0.07,0.0,0.0,1.19,2.74,7.67,29.81,5.0,5.19,10.52,0.48,0.96,0.0,0.11,72.24,35.72,4.56
Paul Nardi,fr FRA,Goalkeeper,Gent,29,1994,10,10,900,1.2,4.2,3.0,0.1,0.1,0.1,0.0,0.0,1.19,4.5,11.2,19.6,3.6,8.7,15.4,1.0,0.6,0.0,-0.01,71.43,40.18,6.49
Pedro Gallese,pe PER,Goalkeeper,Orlando City,33,1990,29,29,2610,1.34,3.62,2.21,0.28,0.21,0.14,0.07,0.0,1.31,3.52,8.86,17.86,3.17,6.41,11.45,0.62,1.07,0.07,-0.04,61.05,39.73,5.41
Pedro Rangel,br BRA,Goalkeeper,Atl Goianiense,23,2000,6,6,540,2.0,5.67,3.67,0.17,0.33,0.33,0.0,0.0,1.95,4.67,12.5,25.17,3.5,7.17,14.0,1.0,1.17,0.0,-0.05,64.73,37.36,7.14
Pierre Patron,fr FRA,Goalkeeper,Charleroi,25,1997,4,4,360,2.25,5.25,3.0,0.25,0.0,0.0,0.0,0.0,2.08,6.75,14.25,24.25,5.5,4.75,13.0,1.5,1.0,0.0,-0.17,57.14,47.37,11.54
Przemysław Tytoń,pl POL,Goalkeeper,Twente,36,1987,2,2,180,1.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.95,3.0,12.0,20.5,4.5,4.5,7.0,0.5,0.5,0.0,-0.05,83.33,25.0,7.14
Rafael Cabral,br BRA,Goalkeeper,Grêmio,33,1990,6,5,457,1.58,4.53,2.95,0.2,0.2,0.2,0.0,0.0,1.65,4.92,14.38,20.88,3.94,9.26,13.98,0.98,0.39,0.0,0.08,65.12,34.21,7.01
Rafael Ferrario,ar ARG,Goalkeeper,Barracas Central,23,2000,8,8,720,1.0,3.5,2.62,0.25,0.0,0.0,0.0,0.0,0.95,8.25,21.12,18.38,2.88,9.25,18.62,1.25,0.75,0.0,-0.05,74.86,39.06,6.71
Rafael Pires,br BRA,Goalkeeper,br São Paulo,34,1989,35,35,3180,0.88,3.37,2.55,0.42,0.06,0.06,0.0,0.0,0.84,3.93,8.41,20.52,4.16,6.88,11.6,0.54,0.51,0.0,-0.04,75.67,46.73,4.66
Ramiro Macagno,ar ARG,Goalkeeper,Newell's OB,26,1997,14,13,1184,1.75,4.48,2.74,0.23,0.08,0.08,0.0,0.0,1.33,4.94,13.91,24.78,4.71,5.62,13.53,0.76,1.37,0.0,-0.42,61.16,35.51,5.62
Ramón Pasquel,mx MEX,Goalkeeper,FC Juárez,27,1996,1,0,60,1.5,3.0,1.5,0.0,1.5,1.5,0.0,0.0,1.65,3.0,10.5,24.0,4.5,12.0,15.0,0.0,0.0,0.0,0.15,50.0,28.57,0.0
Randall Rodríguez,uy URU,Goalkeeper,Vélez Sarsfield,20,2003,1,1,90,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,6.0,13.0,28.0,6.0,11.0,10.0,0.0,1.0,0.0,0.2,100.0,46.15,0.0
Raúl Gudiño,mx MEX,Goalkeeper,Necaxa,27,1996,10,10,855,1.58,4.32,3.16,0.11,0.11,0.11,0.0,0.0,1.42,5.79,16.63,20.63,2.74,10.11,17.47,0.42,0.11,0.0,-0.16,73.15,34.82,2.4
Ricardo Batista,pt POR,Goalkeeper,Casa Pia,36,1986,31,31,2785,1.45,4.69,3.23,0.32,0.03,0.03,0.0,0.0,1.41,4.65,14.77,24.53,3.59,9.53,16.8,1.0,0.55,0.0,-0.04,68.87,31.48,5.95
Ricardo Gutiérrez,mx MEX,Goalkeeper,Mazatlán,26,1997,7,5,512,1.93,5.45,3.69,0.18,0.35,0.35,0.0,0.0,1.65,4.39,8.96,27.95,4.57,6.33,15.47,0.35,0.7,0.0,-0.28,67.71,49.0,2.26
Ricardo Velho,pt POR,Goalkeeper,Farense,24,1998,32,32,2880,1.44,5.66,4.22,0.22,0.22,0.19,0.03,0.0,1.81,5.94,19.53,21.28,4.03,11.53,22.12,1.28,0.56,0.03,0.37,74.56,30.41,5.79
Riccardo Gagno,it ITA,Goalkeeper,Modena,26,1997,22,22,1927,1.12,3.13,2.01,0.37,0.14,0.09,0.05,0.0,0.99,5.56,14.76,29.61,3.5,5.88,15.37,1.07,0.93,0.05,-0.13,64.22,37.67,6.96
Riccardo Melgrati,it ITA,Goalkeeper,Calcio Lecco 1912,29,1994,23,23,2025,2.22,5.73,3.51,0.09,0.22,0.22,0.0,0.0,1.8,5.96,14.62,25.56,3.73,8.49,14.53,0.4,0.71,0.0,-0.43,61.26,40.77,2.75
Roberto Ramírez,ar ARG,Goalkeeper,Godoy Cruz,27,1996,1,1,90,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.3,7.0,12.0,38.0,3.0,1.0,11.0,1.0,3.0,0.0,0.3,75.0,58.33,9.09
Robin Roefs,nl NED,Goalkeeper,NEC Nijmegen,20,2003,5,4,420,1.07,3.86,2.79,0.43,0.0,0.0,0.0,0.0,1.18,7.71,18.64,29.14,4.5,10.29,18.86,2.14,0.64,0.0,0.11,72.28,41.36,11.35
Rodolfo Cota,mx MEX,Goalkeeper,León,36,1987,32,32,2880,1.41,3.97,2.59,0.22,0.19,0.19,0.0,0.0,1.3,3.0,8.22,20.84,5.12,7.47,14.31,0.88,1.03,0.0,-0.1,65.24,36.5,6.15
Rodrigo Morínigo,py PAR,Goalkeeper,py Libertad,25,1998,6,6,540,1.33,4.67,3.33,0.17,0.0,0.0,0.0,0.0,1.55,6.33,13.33,25.67,2.83,8.67,12.67,0.17,0.67,0.0,0.22,71.31,47.49,1.34
Rodrigo Moura,br BRA,Goalkeeper,Chaves,27,1996,7,7,630,2.29,5.0,2.71,0.0,0.14,0.14,0.0,0.0,1.79,6.29,15.43,22.14,5.57,7.86,14.86,1.86,0.14,0.0,-0.5,54.2,40.76,12.52
Rodrigo Rey,ar ARG,Goalkeeper,Independiente,32,1991,27,27,2430,0.63,3.0,2.33,0.56,0.11,0.07,0.04,0.0,0.86,5.63,13.63,22.07,3.41,8.26,13.37,1.15,0.59,0.04,0.23,77.67,41.31,8.6
Roman Bürki,ch SUI,Goalkeeper,St. Louis,33,1990,32,32,2821,1.75,4.85,3.19,0.22,0.19,0.16,0.03,0.0,1.87,5.9,14.9,30.66,3.89,5.42,12.7,0.38,1.31,0.03,0.11,65.77,39.6,2.99
Roman Celentano,us USA,Goalkeeper,FC Cincinnati,23,2000,30,30,2700,1.4,4.3,2.97,0.23,0.17,0.17,0.0,0.0,1.36,2.93,8.37,22.07,4.3,6.97,12.03,0.93,0.83,0.0,-0.04,69.07,35.01,7.73
Rome-Jayden Owusu-Oduro,nl NED,Goalkeeper,AZ Alkmaar,19,2004,4,4,360,1.75,4.25,2.75,0.0,0.0,0.0,0.0,0.0,1.5,5.5,14.75,31.25,3.25,4.25,11.0,0.0,1.25,0.0,-0.25,64.71,37.29,0.0
Ronaldo,br BRA,Goalkeeper,Atl Goianiense,27,1996,32,32,2879,1.41,4.41,2.97,0.19,0.22,0.13,0.09,0.0,1.33,5.03,12.79,20.23,3.56,7.66,13.63,1.16,0.78,0.09,-0.08,67.35,39.33,8.51
Ryan Allsop,eng ENG,Goalkeeper,Hull City,31,1992,37,37,3321,1.25,3.96,2.71,0.27,0.08,0.08,0.0,0.0,0.96,3.01,13.04,50.14,2.55,3.33,13.5,0.87,1.14,0.0,-0.29,68.43,23.08,6.44
Ryan Meara,us USA,Goalkeeper,NY Red Bulls,33,1990,7,7,630,0.86,2.14,1.29,0.43,0.0,0.0,0.0,0.0,0.71,2.86,12.43,20.14,5.0,6.29,8.0,0.57,1.29,0.0,-0.14,60.28,23.01,7.12
Rúnar Alex Rúnarsson,is ISL,Goalkeeper,Cardiff City,28,1995,6,6,540,1.33,4.0,2.67,0.17,0.0,0.0,0.0,0.0,1.5,3.33,10.0,29.83,5.5,7.0,11.17,0.83,0.83,0.0,0.17,66.75,33.3,7.43
Samuel Soares,pt POR,Goalkeeper,Benfica,21,2002,5,5,450,0.6,2.2,1.6,0.6,0.2,0.2,0.0,0.0,0.66,2.2,6.2,20.8,4.0,6.8,10.6,0.8,0.8,0.0,0.06,72.73,35.48,7.55
Samuel Şahin-Radlinger,at AUT,Goalkeeper,Almere City,30,1992,6,5,464,1.16,4.85,3.69,0.19,0.0,0.0,0.0,0.0,1.32,8.15,31.62,29.09,2.72,8.34,13.58,0.58,2.52,0.0,0.16,76.08,25.77,4.27
Santiago Mele,uy URU,Goalkeeper,co Junior,26,1997,8,8,720,0.88,4.12,3.25,0.25,0.12,0.12,0.0,0.0,1.14,4.62,14.5,23.62,3.88,9.38,16.5,1.12,0.25,0.0,0.26,78.88,31.86,6.79
Sean Johnson,us USA,Goalkeeper,Toronto FC,34,1989,25,25,2250,1.72,4.44,2.76,0.24,0.2,0.2,0.0,0.0,1.62,3.48,11.92,27.48,4.0,6.88,12.36,0.68,1.36,0.0,-0.1,62.16,29.19,5.5
Sebastian Breza,ca CAN,Goalkeeper,CF Montréal,25,1998,1,1,90,2.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,2.8,3.0,22.0,20.0,4.0,17.0,28.0,0.0,0.0,0.0,0.8,80.0,13.64,0.0
Sebastiano Desplanches,it ITA,Goalkeeper,Palermo,20,2003,2,2,180,1.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.7,6.5,17.5,26.0,2.0,7.0,20.0,0.5,1.5,0.0,-0.3,66.67,37.14,2.5
Sebastián Britos,uy URU,Goalkeeper,pe Universitario,36,1988,6,6,540,1.5,2.83,1.33,0.0,0.0,0.0,0.0,0.0,1.43,5.83,13.67,14.17,2.33,7.83,12.67,1.33,0.5,0.0,-0.07,47.0,42.65,10.5
Sebastián Jurado,mx MEX,Goalkeeper,Cruz Azul,25,1997,17,17,1478,1.58,4.32,2.74,0.12,0.12,0.06,0.06,0.0,1.6,2.74,9.86,20.34,3.41,9.01,14.86,0.55,0.43,0.06,0.02,63.43,27.79,3.7
Sebastián Lentinelly,uy URU,Goalkeeper,uy Liverpool,26,1997,3,3,270,3.0,7.67,4.67,0.0,0.33,0.33,0.0,0.0,2.6,2.33,13.33,21.0,4.0,7.0,14.33,0.0,1.0,0.0,-0.4,60.89,17.48,0.0
Sebastián Meza,ar ARG,Goalkeeper,Huracán,23,2000,3,3,270,1.33,4.67,3.33,0.67,0.0,0.0,0.0,0.0,1.57,4.0,13.33,25.33,3.67,6.67,14.0,1.0,0.33,0.0,0.23,71.31,30.01,7.14
Sebastián Moyano,ar ARG,Goalkeeper,Barracas Central,33,1990,9,9,810,1.22,4.78,3.67,0.22,0.33,0.33,0.0,0.0,1.51,4.44,10.56,21.22,6.0,12.0,20.56,1.56,1.67,0.0,0.29,76.78,42.05,7.59
Semuel Pizzignacco,it ITA,Goalkeeper,FeralpiSalò,21,2001,38,38,3420,1.71,4.39,2.68,0.11,0.24,0.21,0.03,0.0,1.4,7.18,18.55,24.03,3.34,8.63,15.95,0.68,0.58,0.03,-0.31,61.05,38.71,4.26
Seny Dieng,sn SEN,Goalkeeper,Middlesbrough,28,1994,35,35,3149,1.34,3.69,2.4,0.29,0.09,0.09,0.0,0.0,1.25,3.26,10.86,36.41,4.46,4.69,13.43,0.83,1.57,0.0,-0.09,65.04,30.02,6.18
Sergio Rochet,uy URU,Goalkeeper,Internacional,30,1993,28,28,2520,0.96,3.57,2.61,0.29,0.11,0.11,0.0,0.0,0.96,4.25,11.82,21.07,3.57,5.29,11.93,1.11,1.43,0.0,-0.0,73.11,35.96,9.3
Sergio Romero,ar ARG,Goalkeeper,Boca Juniors,36,1987,16,16,1431,0.94,3.77,2.77,0.31,0.06,0.0,0.06,0.0,1.15,2.2,9.43,21.32,5.6,8.62,15.66,0.69,0.31,0.06,0.21,73.47,23.33,4.41
Simon Mignolet,be BEL,Goalkeeper,Club Brugge,35,1988,28,28,2439,0.96,3.17,2.21,0.33,0.04,0.0,0.0,0.04,0.93,5.57,11.4,30.74,4.1,5.65,9.04,0.96,1.92,0.04,-0.03,69.72,48.86,10.62
Sinan Bolat,tr TUR,Goalkeeper,Westerlo,34,1988,26,26,2340,1.69,5.08,3.42,0.19,0.12,0.12,0.0,0.0,1.61,4.15,12.42,30.69,4.08,7.08,13.65,0.77,0.65,0.0,-0.08,67.32,33.41,5.64
Spencer Richey,us USA,Goalkeeper,Chicago Fire,31,1992,1,1,90,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,14.0,21.0,5.0,9.0,17.0,0.0,2.0,0.0,0.3,75.0,21.43,0.0
Stefan Frei,ch SUI,Goalkeeper,Seattle Sounders,37,1986,29,29,2464,0.99,3.51,2.52,0.4,0.11,0.11,0.0,0.0,0.98,3.8,11.03,21.4,3.58,7.67,13.7,0.99,0.4,0.0,-0.01,71.79,34.45,7.23
Steve Clark,us USA,Goalkeeper,Houston Dynamo,37,1986,31,31,2772,1.1,4.12,3.05,0.26,0.13,0.13,0.0,0.0,1.3,2.14,5.68,24.61,3.99,4.48,12.92,0.58,1.1,0.0,0.19,74.03,37.68,4.49
Stijn van Gassel,nl NED,Goalkeeper,Excelsior,26,1996,34,34,3060,2.15,6.0,3.88,0.18,0.06,0.06,0.0,0.0,1.78,9.76,27.76,38.56,5.47,7.82,16.03,1.24,0.59,0.0,-0.36,64.67,35.16,7.74
Thiago Cardozo,uy URU,Goalkeeper,Unión,27,1996,26,26,2340,0.96,3.62,2.62,0.46,0.27,0.23,0.04,0.0,1.01,4.81,14.23,19.15,4.38,8.12,14.19,0.81,0.77,0.04,0.05,72.38,33.8,5.71
Thomas Hasal,ca CAN,Goalkeeper,LAFC,24,1999,1,1,90,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,12.0,24.0,4.0,8.0,3.0,0.0,0.0,0.0,-0.5,57.14,25.0,0.0
Thyago Ayala,ar ARG,Goalkeeper,Sarmiento,22,2001,1,1,90,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.5,8.0,24.0,16.0,0.0,9.0,17.0,0.0,0.0,0.0,0.5,100.0,33.33,0.0
Théo Defourny,be BEL,Goalkeeper,RWDM,31,1992,30,30,2679,2.22,5.98,3.7,0.13,0.5,0.4,0.1,0.0,2.28,6.58,16.33,22.14,2.99,7.69,17.27,0.37,0.34,0.1,0.07,61.87,40.29,2.14
Tiago Volpi,br BRA,Goalkeeper,Toluca,32,1990,34,34,3060,1.24,4.32,3.09,0.26,0.06,0.06,0.0,0.0,1.25,4.76,12.26,31.0,4.12,5.97,12.97,0.68,1.0,0.0,0.02,71.53,38.83,5.24
Tim Melia,us USA,Goalkeeper,Sporting KC,37,1986,28,28,2520,1.89,4.46,2.57,0.11,0.18,0.07,0.11,0.0,1.76,3.68,13.5,24.25,4.18,6.86,10.0,0.46,0.75,0.11,-0.14,57.62,27.26,4.6
Timon Wellenreuther,de GER,Goalkeeper,Feyenoord,27,1995,19,17,1598,0.68,2.48,1.8,0.62,0.06,0.06,0.0,0.0,0.72,4.0,10.87,37.17,4.79,2.59,9.57,1.13,2.31,0.0,0.05,72.58,36.8,11.81
Tobe Leysen,be BEL,Goalkeeper,OH Leuven,21,2002,16,16,1440,1.12,4.88,3.88,0.31,0.06,0.06,0.0,0.0,1.29,5.62,17.69,30.38,5.06,8.88,22.19,1.19,0.94,0.0,0.17,79.51,31.77,5.36
Tom Glover,au AUS,Goalkeeper,Middlesbrough,25,1997,12,11,991,1.36,4.36,3.0,0.09,0.0,0.0,0.0,0.0,1.24,2.45,10.17,34.24,5.63,5.9,15.89,0.82,1.82,0.0,-0.12,68.81,24.09,5.16
Tom Hendriks,nl NED,Goalkeeper,Fortuna Sittard,21,2002,1,1,90,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,4.0,10.0,19.0,6.0,5.0,11.0,3.0,2.0,0.0,0.6,100.0,40.0,27.27
Tom Vandenberghe,be BEL,Goalkeeper,Kortrijk,30,1992,21,21,1890,2.24,6.0,3.9,0.05,0.1,0.05,0.0,0.05,2.11,5.71,16.95,25.57,4.95,7.33,15.81,1.24,0.81,0.05,-0.13,65.0,33.69,7.84
Tommaso Vitali,it ITA,Goalkeeper,Ternana,23,1999,6,6,540,1.0,5.0,4.0,0.5,0.17,0.17,0.0,0.0,1.47,7.0,20.17,25.0,4.33,8.67,19.17,1.67,0.83,0.0,0.47,80.0,34.71,8.71
Tommy Simkin,eng ENG,Goalkeeper,Stoke City,18,2004,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,7.0,24.0,24.0,5.0,7.0,16.0,0.0,0.0,0.0,-0.6,50.0,29.17,0.0
Tomás Durso,ar ARG,Goalkeeper,Atlé Tucumán,24,1999,27,27,2430,1.0,3.52,2.52,0.41,0.11,0.07,0.04,0.0,1.02,7.52,19.44,17.3,1.74,8.56,15.52,0.56,0.93,0.04,0.02,71.59,38.68,3.61
Tomás Marchiori,ar ARG,Goalkeeper,Vélez Sarsfield,28,1995,26,26,2301,0.59,2.97,2.39,0.59,0.12,0.08,0.04,0.0,0.7,3.68,11.26,22.22,5.32,7.86,13.3,0.59,0.82,0.04,0.11,80.47,32.68,4.44
