Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Michael Obafemi,ie IRL,Forward,Millwall,23,2000,14,12,920,0.2,0.22,1.57,0.88,0.0,0.0,1.86,0.2,10.37,14.38,6.65,8.71,2.45,3.13,0.39,0.49,0.0,0.07,0.49,0.29,0.39,0.1,0.59,1.37,5.97,0.59,0.2,0.2,0.0,0.39,0.2,0.49,0.29,0.29,0.1,0.0,0.0,25.43,0.0,1.47,10.57,13.79,3.33,25.43,2.45,1.08,16.73,0.68,0.88,3.82,1.37,18.68,0.2,0.0,0.0,1.27,1.08,0.59,0.0,0.0,0.0,2.64,0.29,2.64,2.93,5.18,7.92,2.05,4.7,0.39,-0.09,9.9,72.11,76.35,78.27,79.59,37.04,44.08
Michael Ortega,co COL,Midfielder,bo The Strongest,32,1991,6,5,390,0.23,0.14,1.38,0.69,0.0,0.0,7.38,0.92,45.46,57.46,20.08,21.92,19.85,23.08,4.62,10.62,0.46,0.23,3.0,6.23,1.38,0.46,7.15,3.46,3.46,0.92,0.92,0.69,0.23,0.0,0.23,0.46,0.23,0.46,0.0,0.0,0.0,61.62,0.0,5.31,40.38,17.08,0.69,61.62,1.85,1.38,42.92,2.77,0.23,1.15,0.92,47.54,0.23,0.0,0.0,0.92,1.38,0.0,0.0,0.0,0.0,5.08,0.46,0.46,0.92,2.08,14.08,8.31,2.77,1.15,0.64,50.0,79.12,91.61,86.01,43.5,83.33,74.59
Michael Pinto,lu LUX,Defender,Vitesse,30,1993,23,23,1818,0.05,0.02,0.64,0.15,0.0,0.0,2.33,0.2,49.31,58.42,22.28,24.41,21.49,24.01,4.6,7.38,0.1,0.1,1.29,3.51,0.69,0.4,4.65,1.83,3.12,1.83,1.34,0.79,0.89,0.15,1.04,1.68,0.64,0.89,0.59,1.88,0.05,66.04,3.17,21.73,31.93,13.56,0.89,66.04,0.69,0.3,33.32,1.49,0.25,0.74,0.3,40.69,0.1,0.0,0.0,0.84,0.45,0.0,0.0,0.0,0.0,5.5,0.5,0.64,1.14,1.04,9.6,2.52,2.23,2.38,1.5,43.86,84.41,91.27,89.5,62.33,67.81,43.48
Michael Rose,sct SCO,Defender,Stoke City,27,1995,37,35,3138,0.03,0.05,0.6,0.06,0.0,0.0,0.75,0.06,49.96,59.0,15.14,17.12,28.16,31.29,6.28,9.41,0.0,0.02,0.17,2.87,0.14,0.0,3.21,0.37,0.09,1.15,0.72,0.66,0.46,0.03,0.57,1.03,0.46,1.2,1.26,3.84,0.09,68.23,7.8,36.34,30.14,1.95,1.09,68.23,0.2,0.2,34.96,0.11,0.0,0.37,0.06,44.37,0.14,0.0,0.0,0.49,0.46,0.0,0.0,0.03,0.0,4.3,2.55,1.38,3.93,0.43,3.67,0.8,1.23,1.29,-0.4,64.89,84.68,88.43,90.0,66.74,59.17,100.0
Michael Santos,uy URU,Forward,FC Juárez,30,1993,35,14,1479,0.37,0.44,2.86,0.97,0.0,0.06,1.64,0.12,9.37,15.27,4.69,6.51,3.65,5.42,0.55,1.22,0.0,0.04,0.73,1.1,0.37,0.06,1.28,1.28,4.93,0.43,0.18,0.12,0.24,0.06,0.12,0.61,0.49,0.79,0.06,0.49,0.0,26.41,0.55,1.76,12.05,13.2,4.69,26.35,1.64,0.49,12.72,1.22,0.61,3.41,0.73,16.43,0.24,0.0,0.0,0.61,0.85,1.16,0.0,0.0,0.0,2.19,1.76,2.92,4.69,4.14,7.48,1.76,5.72,0.3,-0.16,37.53,61.36,72.04,67.34,45.08,28.85,29.88
Michael Smith,eng ENG,Forward,Sheffield Weds,31,1991,31,11,1230,0.29,0.28,1.68,0.66,0.0,0.0,1.83,0.15,10.98,20.2,6.37,11.2,2.78,5.12,0.88,1.39,0.0,0.03,0.59,0.66,0.22,0.07,0.88,0.37,4.54,0.66,0.29,0.22,0.37,0.07,0.29,0.95,0.66,0.88,0.07,1.39,0.0,30.66,1.54,2.63,13.68,14.34,3.29,30.66,0.51,0.15,15.22,0.59,0.07,2.93,1.61,24.22,0.15,0.0,0.0,2.93,0.95,0.88,0.0,0.0,0.0,2.05,4.98,4.61,9.59,4.54,5.78,1.98,3.66,0.59,0.04,51.93,54.36,56.88,54.3,63.31,36.02,29.41
Michael Svoboda,at AUT,Defender,Venezia,24,1998,19,15,1446,0.0,0.04,0.5,0.12,0.0,0.0,0.75,0.37,57.51,64.98,16.99,18.8,34.29,36.66,5.91,8.28,0.25,0.04,0.56,2.74,0.19,0.06,3.61,1.06,0.19,0.75,0.5,0.56,0.19,0.0,0.5,1.24,0.75,1.37,1.0,3.36,0.0,74.63,9.83,38.09,33.36,3.42,1.37,74.63,0.37,0.12,44.25,0.5,0.12,0.81,0.25,50.6,0.06,0.0,0.0,0.68,0.81,0.0,0.0,0.0,0.0,5.41,2.61,1.62,4.23,1.06,4.85,1.12,1.74,1.0,-1.0,61.7,88.5,90.37,93.54,71.38,50.25,32.43
Michael Venturi,it ITA,Defender,Cosenza,24,1999,30,30,2559,0.07,0.04,0.56,0.11,0.0,0.0,0.84,0.0,44.74,52.09,13.43,15.09,25.36,27.54,5.42,8.16,0.0,0.03,0.11,3.09,0.21,0.04,3.9,0.88,0.14,1.62,1.06,0.88,0.67,0.07,0.53,1.37,0.84,1.34,1.41,5.17,0.07,63.87,8.83,30.6,31.55,2.15,0.84,63.87,0.25,0.18,33.52,0.28,0.07,0.74,0.28,37.35,0.56,0.04,0.04,2.15,0.67,0.0,0.0,0.0,0.04,5.35,2.18,1.34,3.52,1.02,4.92,0.84,1.16,1.58,0.75,61.93,85.89,89.0,92.08,66.42,53.18,72.0
Michael Verrips,nl NED,Goalkeeper,Fortuna Sittard,26,1996,12,12,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,13.92,29.33,1.17,1.17,4.92,5.08,7.83,23.08,0.0,0.0,0.08,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,31.75,26.58,31.25,0.5,0.0,0.0,31.75,0.0,0.0,15.58,0.0,0.0,0.08,0.0,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.33,0.0,0.33,0.08,0.0,0.42,0.0,0.0,0.0,100.0,47.46,100.0,96.85,33.93,0.0,0.0
Michael Wentzel,de GER,Defender,St. Louis,21,2002,4,2,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.97,40.34,5.69,6.21,21.21,24.31,1.55,8.79,0.0,0.0,0.0,1.03,0.0,0.0,3.1,0.0,0.0,1.55,0.52,1.03,0.52,0.0,0.52,2.07,1.55,1.03,0.0,7.76,0.0,52.76,9.31,34.66,17.59,0.52,0.52,52.76,0.0,0.0,26.38,0.0,0.0,1.03,0.0,27.93,0.0,0.0,0.0,2.59,0.52,0.0,0.0,0.0,0.0,1.55,2.59,0.52,3.1,1.03,3.1,0.0,0.52,1.03,0.0,83.55,71.81,91.63,87.25,17.63,28.73,0.0
Michal Sadílek,cz CZE,Midfielder,Twente,24,1999,31,31,2698,0.03,0.04,0.93,0.23,0.0,0.0,3.37,0.17,53.24,65.08,23.58,26.39,22.65,25.82,5.67,9.67,0.1,0.17,1.57,5.54,0.97,0.27,6.07,1.77,2.97,1.63,0.7,0.6,0.83,0.2,0.67,1.9,1.23,1.53,0.93,1.23,0.0,73.59,2.4,15.31,39.83,18.88,1.37,73.59,0.4,0.2,37.46,1.23,0.13,0.8,0.37,48.4,0.23,0.03,0.03,1.07,0.87,0.13,0.0,0.07,0.0,5.5,1.67,1.7,3.37,1.17,10.81,3.54,2.74,1.37,-0.25,49.55,81.81,89.35,87.72,58.63,38.81,50.0
Michał Helik,pl POL,Defender,Huddersfield,27,1995,41,40,3630,0.22,0.15,0.64,0.4,0.0,0.0,0.52,0.0,28.54,39.1,7.83,9.69,17.11,20.36,3.32,7.91,0.0,0.02,0.2,1.74,0.12,0.0,2.21,0.35,0.22,1.39,0.79,0.87,0.52,0.0,0.45,0.87,0.42,1.51,1.86,5.65,0.02,51.42,8.18,29.45,19.83,2.48,1.61,51.42,0.1,0.07,23.78,0.07,0.02,0.42,0.12,25.54,0.12,0.0,0.0,0.87,0.64,0.07,0.0,0.0,0.0,3.97,3.97,1.66,5.63,0.55,2.78,0.52,1.76,1.24,0.47,70.52,72.99,80.8,84.04,41.97,54.87,70.0
Michał Skóraś,pl POL,Forward,Club Brugge,23,2000,18,3,446,0.0,0.2,3.03,1.21,0.0,0.0,7.87,0.81,31.48,45.4,15.54,18.97,11.3,16.55,3.43,6.86,0.4,0.54,4.44,1.61,3.03,1.21,4.64,3.43,9.48,1.41,0.81,0.2,1.01,0.2,0.61,1.82,1.21,1.82,1.21,0.81,0.0,60.34,2.22,7.47,21.19,34.1,5.04,60.34,5.04,2.22,37.94,2.42,1.61,1.82,1.82,34.91,0.61,0.0,0.0,1.41,2.22,0.2,0.0,0.0,0.0,7.06,1.01,0.61,1.61,3.63,17.56,8.68,10.9,1.41,-1.0,62.73,69.34,81.92,68.28,50.0,43.96,44.05
Michel Araujo,uy URU,Forward,São Paulo,27,1996,28,12,1190,0.0,0.17,2.12,0.45,0.0,0.0,3.18,0.23,42.88,51.2,21.93,24.5,16.41,18.68,3.63,5.67,0.15,0.12,1.59,1.74,1.21,0.38,4.31,3.03,6.35,2.8,1.97,1.29,1.13,0.38,1.06,2.87,1.82,1.13,0.76,1.74,0.0,64.89,1.59,14.22,29.87,21.71,3.48,64.89,4.31,2.34,37.29,3.18,0.76,2.04,1.44,44.02,0.3,0.0,0.0,1.36,1.74,0.0,0.0,0.0,0.0,5.82,1.36,1.13,2.5,3.48,13.69,3.4,5.82,3.03,-1.0,54.4,83.75,89.51,87.85,64.02,53.44,54.29
Michel Costa,br BRA,Midfielder,Estoril,21,2001,8,3,299,0.0,0.03,0.6,0.0,0.0,0.0,1.81,0.3,41.54,53.58,16.25,19.57,20.17,24.08,4.21,7.22,0.0,0.09,0.3,5.72,0.3,0.0,5.42,0.3,2.41,3.01,1.2,1.51,0.9,0.6,1.81,3.01,1.2,1.2,0.6,1.81,0.0,65.62,1.81,13.55,43.04,9.63,0.0,65.62,0.3,0.0,37.32,0.9,0.0,2.11,1.51,43.04,0.0,0.0,0.0,1.81,2.41,0.0,0.0,0.0,0.0,5.72,0.9,0.6,1.51,3.61,8.13,2.11,0.3,3.01,-1.0,59.6,77.53,83.04,83.76,58.31,50.0,0.0
Michel Vlap,nl NED,Forward,Twente,26,1997,29,24,1969,0.09,0.21,3.29,0.78,0.0,0.0,4.07,0.73,35.56,45.75,18.74,22.26,12.07,14.17,2.74,5.35,0.27,0.28,1.78,2.79,1.51,0.18,4.34,2.33,7.08,0.78,0.64,0.23,0.46,0.09,0.41,1.05,0.64,0.59,0.73,0.59,0.0,57.68,0.64,5.53,21.12,31.45,4.98,57.68,2.74,1.14,32.68,1.87,1.23,2.24,2.15,41.91,0.09,0.0,0.0,0.82,1.05,0.32,0.0,0.0,0.0,4.07,0.69,0.5,1.19,4.39,13.76,4.8,7.91,1.05,-0.57,57.98,77.73,84.19,85.18,51.21,57.38,41.61
Michel-Ange Balikwisha,be BEL,Forward,Antwerp,22,2001,23,20,1784,0.25,0.22,1.56,0.55,0.0,0.0,3.48,0.5,31.63,42.93,14.48,17.3,13.32,16.85,3.03,5.9,0.25,0.18,1.82,2.02,1.82,0.45,5.15,4.29,10.19,2.83,2.22,0.91,1.26,0.66,0.55,1.01,0.45,1.21,1.06,0.5,0.0,55.64,1.11,6.26,19.98,30.52,5.15,55.64,2.12,0.76,39.35,2.37,1.72,2.42,1.61,36.37,0.1,0.0,0.0,1.06,1.66,0.25,0.0,0.05,0.0,4.64,0.4,0.71,1.11,4.04,19.62,3.99,9.13,2.77,0.14,36.04,73.68,83.7,79.05,51.36,72.14,35.85
Michele Avella,it ITA,Goalkeeper,Brescia,23,2000,5,4,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.11,3.78,3.78,9.78,9.78,6.44,17.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,34.67,30.22,34.67,0.0,0.0,0.0,34.67,0.0,0.0,15.11,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.67,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29,100.0,100.0,36.67,0.0,0.0
Michele Besaggio,it ITA,Midfielder,Brescia,21,2002,21,13,1149,0.0,0.05,1.1,0.08,0.0,0.0,2.58,0.23,25.77,34.39,11.75,14.65,8.93,10.73,3.68,5.8,0.0,0.05,0.94,1.57,0.39,0.0,3.21,1.96,3.68,2.9,1.96,1.64,1.1,0.16,1.41,3.37,1.96,1.64,0.23,2.27,0.0,47.23,2.98,11.67,20.91,15.59,1.57,47.23,2.04,1.1,23.03,1.41,0.31,2.19,0.94,26.48,0.23,0.0,0.0,1.41,1.33,0.0,0.0,0.08,0.0,5.48,1.17,0.63,1.8,3.13,8.85,2.82,2.27,3.37,-1.0,65.0,74.93,80.2,83.22,63.45,53.75,53.92
Michele Camporese,it ITA,Defender,Cosenza,31,1992,21,21,1845,0.05,0.05,0.54,0.24,0.0,0.0,0.63,0.0,38.15,44.1,12.1,13.17,20.93,23.07,4.63,6.83,0.0,0.0,0.1,1.17,0.05,0.0,1.95,0.29,0.1,0.63,0.39,0.44,0.15,0.05,0.29,0.34,0.05,1.32,1.02,5.37,0.0,54.29,7.95,29.76,23.27,1.32,0.93,54.29,0.05,0.05,27.66,0.05,0.1,0.29,0.1,32.1,0.24,0.0,0.0,0.39,0.29,0.0,0.0,0.05,0.0,3.17,2.29,1.9,4.2,0.39,2.34,0.63,1.07,0.68,0.0,54.52,86.51,91.88,90.72,67.79,70.1,100.0
Michele Castagnetti,it ITA,Midfielder,Cremonese,33,1989,35,30,2641,0.14,0.05,1.36,0.34,0.0,0.0,4.02,0.2,49.86,61.44,19.29,22.22,23.75,26.99,6.07,9.95,0.03,0.13,1.64,7.12,1.43,0.27,7.94,1.23,1.6,2.28,1.12,0.92,1.16,0.2,1.26,2.59,1.33,0.78,0.99,1.6,0.0,70.13,2.62,14.76,39.12,16.9,0.51,70.13,0.48,0.31,35.51,1.29,0.14,0.65,0.34,45.97,0.2,0.0,0.0,1.43,0.78,0.0,0.0,0.0,0.0,6.41,0.51,0.68,1.19,0.99,10.77,4.23,2.35,2.39,1.8,42.86,81.15,86.81,88.0,61.01,48.87,64.58
Michele Collocolo,it ITA,Midfielder,Cremonese,23,1999,27,20,1709,0.21,0.13,1.74,0.53,0.0,0.0,4.21,0.11,30.6,38.07,16.27,18.12,11.38,14.38,2.42,3.95,0.0,0.08,1.63,2.69,0.84,0.32,4.06,3.05,5.16,1.9,1.0,0.63,0.9,0.37,0.37,1.0,0.63,1.11,1.05,1.21,0.0,48.34,1.47,8.11,21.59,19.38,2.48,48.34,1.58,0.95,27.07,2.53,0.63,1.47,0.47,31.91,0.32,0.0,0.0,1.32,0.68,0.05,0.0,0.0,0.0,4.9,0.74,0.9,1.63,1.95,12.27,4.32,4.27,1.37,0.62,45.4,80.38,89.79,79.14,61.27,47.24,60.13
Michiel Kramer,nl NED,Forward,RKC Waalwijk,34,1988,29,20,1823,0.39,0.48,1.58,0.79,0.2,0.2,1.63,0.1,12.89,19.06,7.41,10.27,4.3,6.07,0.39,0.74,0.0,0.05,0.79,0.84,0.35,0.0,1.33,0.35,2.96,0.2,0.1,0.0,0.2,0.0,0.05,0.35,0.3,0.35,0.0,1.58,0.0,26.36,1.93,3.55,12.24,10.81,3.65,26.17,0.59,0.25,10.37,0.39,0.05,1.04,0.39,17.67,0.2,0.0,0.0,0.94,0.79,0.39,0.0,0.0,0.0,1.68,3.55,3.55,7.11,1.43,4.64,1.73,4.05,0.15,-0.19,49.93,67.63,72.15,70.84,52.7,27.27,42.37
Mickaël Biron,mq MTQ,Forward,RWDM,25,1997,18,17,1445,0.44,0.37,2.43,0.81,0.06,0.06,2.43,0.25,15.32,22.55,8.03,10.78,5.11,7.35,1.43,2.43,0.06,0.1,0.81,1.62,0.75,0.06,2.49,2.37,7.04,1.81,1.06,0.93,0.75,0.12,0.37,1.12,0.75,0.5,0.44,0.44,0.0,36.62,0.5,4.3,17.13,16.32,3.8,36.56,5.29,2.3,27.09,1.62,1.0,3.36,1.68,23.67,0.06,0.0,0.0,1.18,1.56,0.75,0.0,0.0,0.0,5.17,0.0,1.18,1.18,5.04,11.9,2.68,5.61,1.43,0.19,0.0,67.94,74.49,69.52,58.85,48.81,43.48
Mickel Miller,eng ENG,Midfielder,Plymouth Argyle,27,1995,34,19,1752,0.05,0.04,0.77,0.15,0.0,0.0,2.36,0.1,33.34,46.9,16.59,19.57,13.2,17.47,2.47,6.52,0.05,0.15,1.28,2.31,0.87,0.57,3.29,4.62,5.45,2.36,1.75,1.49,0.67,0.21,1.23,2.41,1.18,1.18,1.34,2.93,0.0,62.98,3.13,18.39,24.4,21.11,2.11,62.98,4.42,1.95,33.49,2.57,0.72,2.57,1.49,35.34,0.62,0.0,0.0,1.9,1.23,0.31,0.0,0.0,0.0,5.75,1.03,2.16,3.18,4.06,13.36,2.47,4.26,2.98,0.25,32.39,71.09,84.77,75.56,37.88,62.47,44.12
Mickey van der Hart,nl NED,Goalkeeper,Heerenveen,29,1994,12,12,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08,24.75,35.58,4.08,4.08,11.67,11.75,8.75,19.25,0.0,0.01,0.17,0.58,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,37.67,35.5,37.58,0.08,0.0,0.0,37.67,0.0,0.0,22.25,0.0,0.0,0.0,0.0,19.83,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.08,0.0,0.0,0.33,0.08,0.0,0.0,100.0,69.56,100.0,99.32,45.45,0.0,0.0
Midana Cassama,gw GNB,Forward,Portimonense,20,2002,12,2,287,0.31,0.19,3.14,0.31,0.0,0.0,2.2,0.0,12.54,15.99,8.15,10.03,3.45,4.7,0.0,0.31,0.0,0.03,0.63,0.94,0.0,0.0,0.31,1.57,7.21,1.25,0.94,0.31,0.63,0.31,0.63,0.94,0.31,0.63,0.63,0.63,0.0,30.73,1.25,3.14,13.17,14.74,4.7,30.73,4.7,2.2,17.87,0.63,0.63,4.39,1.25,22.58,0.63,0.31,0.0,4.39,2.2,0.63,0.0,0.0,0.0,2.51,1.57,4.08,5.64,5.64,9.09,2.2,5.33,1.57,0.63,27.84,78.42,81.26,73.4,0.0,71.69,46.81
Miguel Araujo,pe PER,Defender,Portland Timbers,29,1994,22,17,1543,0.0,0.05,0.52,0.06,0.0,0.0,0.87,0.23,40.48,48.53,11.43,12.19,22.81,24.85,5.66,10.32,0.12,0.03,0.23,2.45,0.23,0.06,2.74,0.17,0.17,1.81,1.05,1.05,0.7,0.06,0.76,1.17,0.41,1.4,1.34,4.26,0.0,58.56,7.7,31.21,26.31,1.46,0.82,58.56,0.29,0.23,30.91,0.06,0.0,0.17,0.17,36.98,0.12,0.0,0.0,0.99,0.17,0.06,0.0,0.06,0.0,4.02,1.4,1.05,2.45,0.35,3.09,1.11,1.11,1.81,-1.0,57.14,83.41,93.77,91.79,54.84,60.74,79.31
Miguel Barbieri,ar ARG,Defender,Querétaro,29,1993,34,29,2624,0.0,0.04,0.48,0.17,0.0,0.0,0.93,0.03,26.75,38.24,7.1,8.64,12.96,15.61,6.41,12.96,0.0,0.03,0.27,1.92,0.1,0.0,1.47,0.17,0.07,1.71,1.13,1.17,0.51,0.03,0.79,1.34,0.55,1.2,2.4,5.9,0.0,51.24,7.37,31.14,18.73,1.82,1.1,51.24,0.14,0.14,20.0,0.17,0.07,0.65,0.14,22.74,0.58,0.03,0.03,1.54,0.41,0.0,0.0,0.0,0.0,4.12,3.36,2.2,5.56,0.79,1.71,0.96,1.27,1.92,-1.0,60.43,69.95,82.18,83.02,49.46,62.95,100.0
Miguel Berry,es ESP,Forward,LA Galaxy,26,1997,31,6,826,0.22,0.29,1.2,0.33,0.0,0.0,2.4,0.33,12.64,18.2,8.28,10.24,2.94,4.25,0.22,0.54,0.33,0.13,1.53,0.87,0.44,0.0,1.42,1.85,4.9,0.98,0.22,0.22,0.33,0.44,0.11,0.33,0.22,0.98,0.11,1.31,0.0,28.33,1.31,2.72,10.9,15.15,4.36,28.33,1.74,0.76,14.06,1.09,0.76,2.72,1.63,18.09,0.11,0.0,0.0,0.98,0.87,0.11,0.0,0.0,0.0,2.18,2.4,4.25,6.65,4.36,8.17,2.72,5.56,0.33,-0.24,36.09,69.45,80.86,69.18,40.74,25.19,43.68
Miguel Borja,co COL,Forward,River Plate,31,1993,33,23,2257,0.68,0.73,3.83,1.63,0.12,0.12,2.35,0.44,12.96,19.82,7.46,10.37,3.39,5.1,1.2,1.79,0.12,0.05,1.04,1.08,0.52,0.0,1.44,1.16,6.58,1.0,0.64,0.24,0.48,0.28,0.28,0.56,0.28,0.68,0.08,0.6,0.0,31.1,0.72,1.44,12.96,16.95,5.9,30.98,1.48,0.84,16.07,0.6,0.76,2.71,1.12,23.61,0.28,0.0,0.0,1.16,0.84,0.92,0.0,0.0,0.0,1.52,1.99,2.39,4.39,3.83,9.17,2.79,7.18,0.92,-0.07,45.33,65.39,71.94,66.47,67.04,58.97,56.76
Miguel Brizuela,ar ARG,Defender,Instituto,27,1997,13,5,531,0.0,0.0,0.17,0.0,0.0,0.0,0.68,0.0,27.46,38.31,11.02,12.71,10.85,12.88,4.58,10.34,0.0,0.02,0.51,3.56,0.17,0.0,3.56,0.17,0.85,1.02,0.68,0.51,0.51,0.0,0.51,0.68,0.17,1.53,0.68,5.08,0.0,48.14,6.1,21.36,23.39,3.56,1.02,48.14,0.17,0.0,20.68,0.0,0.0,0.17,0.17,25.25,0.34,0.0,0.0,1.19,0.51,0.17,0.0,0.17,0.0,4.07,2.2,4.07,6.27,0.34,4.58,0.68,1.19,1.19,0.0,35.09,71.68,86.7,84.24,44.29,70.0,0.0
Miguel Carvalho,pt POR,Goalkeeper,Farense,27,1996,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,27.0,1.5,1.5,10.5,10.5,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,28.5,27.0,28.5,0.0,0.0,0.0,28.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22,100.0,100.0,50.0,0.0,0.0
Miguel Jacquet Duarte,py PAR,Defender,py Libertad,28,1995,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,6.0,7.0,10.0,12.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,37.0,6.0,24.0,14.0,0.0,0.0,37.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,2.0,0.0,20.0,70.37,85.71,83.33,42.86,100.0,0.0
Miguel Jiménez Ponce,mx MEX,Goalkeeper,Guadalajara,33,1990,16,15,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,18.44,26.78,2.97,2.97,9.09,9.16,5.81,14.02,0.0,0.0,0.06,0.63,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.32,0.0,29.37,24.88,29.31,0.13,0.0,0.0,29.37,0.0,0.0,13.83,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,1.01,0.25,0.0,0.25,0.0,0.0,0.06,0.0,0.06,0.0,100.0,68.86,100.0,99.24,41.44,50.0,0.0
Miguel Layún,mx MEX,Forward,América,35,1988,9,6,523,0.0,0.12,1.03,0.34,0.0,0.0,1.55,0.17,51.45,60.4,26.5,29.25,19.79,22.2,4.3,7.23,0.0,0.1,1.2,5.33,0.69,0.52,4.13,0.52,3.1,1.38,0.86,1.2,0.17,0.0,1.38,2.93,1.55,0.34,0.86,0.69,0.0,68.66,1.38,14.28,40.44,14.46,0.52,68.66,1.72,1.03,36.83,1.72,0.0,0.86,0.17,46.81,0.0,0.0,0.0,0.17,0.69,0.0,0.0,0.0,0.0,6.02,0.17,0.0,0.17,1.03,7.74,1.72,1.72,2.24,-1.0,100.0,85.18,90.6,89.14,59.47,51.97,59.88
Miguel Lopes,pt POR,Defender,Estrela,36,1986,17,17,1320,0.0,0.03,0.48,0.0,0.0,0.0,0.82,0.07,39.07,45.75,11.05,12.48,23.32,25.57,4.5,6.82,0.0,0.03,0.2,1.98,0.2,0.0,2.32,0.2,0.14,2.32,1.64,1.23,1.09,0.0,1.5,2.05,0.55,1.43,1.23,3.07,0.07,54.75,4.91,28.7,24.95,1.43,0.89,54.75,0.0,0.0,28.43,0.14,0.07,0.41,0.27,35.45,0.14,0.07,0.0,0.95,0.68,0.07,0.0,0.0,0.0,4.5,1.77,1.5,3.27,0.68,2.66,0.89,1.16,3.14,-1.0,54.13,85.4,88.54,91.2,65.98,71.85,0.0
Miguel Maga,pt POR,Midfielder,Vitória,20,2002,22,8,892,0.0,0.06,0.3,0.1,0.0,0.0,1.92,0.0,27.44,38.74,13.62,16.55,11.2,16.45,2.02,3.63,0.0,0.06,0.61,1.82,0.71,0.3,3.63,1.11,4.64,3.03,1.92,1.72,1.11,0.2,2.12,3.13,1.01,1.01,1.41,2.52,0.1,49.54,2.12,13.72,21.39,14.73,0.91,49.54,0.71,0.3,17.96,1.01,0.1,0.81,0.2,21.49,0.2,0.0,0.0,0.91,0.71,0.1,0.0,0.2,0.0,3.53,0.81,1.21,2.02,1.01,9.38,1.92,2.02,4.04,-1.0,40.1,70.83,82.3,68.09,55.65,65.58,42.25
