Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Rome-Jayden Owusu-Oduro,AZ Alkmaar,UEFA Europa Conference League,GK,Goalkeeper,NED,19,6.2,90,1,6.2
Rubén Blanco,Marseille,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,ESP,28,18.48,212,3,6.16
Rui Patrício,Roma,Italian Serie A,GK,Goalkeeper,POR,35,145.6,2070,23,6.33
Rui Silva,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,POR,30,223.05,3015,34,6.56
Rémy Descamps,Nantes,French Ligue 1,GK,Goalkeeper,FRA,27,39.88,540,6,6.65
Rémy Riou,Lyon,French Ligue 1,GK,Goalkeeper,FRA,36,18.46,270,3,6.15
Sam Johnstone,Crystal Palace,English Premier League,GK,Goalkeeper,ENG,30,129.23,1796,20,6.46
Samuele Perisan,Empoli,Italian Serie A,GK,Goalkeeper,ITA,26,5.76,90,1,5.76
Senne Lammens,Antwerp,UEFA Champions League,GK,Goalkeeper,BEL,21,6.73,90,1,6.73
Sergio Herrera,Osasuna,Spanish La Liga,GK,Goalkeeper,ESP,30,213.69,2869,32,6.68
Sergio Padt,Ludogorets,UEFA Europa Conference League,GK,Goalkeeper,NED,33,31.13,450,5,6.23
Shareef Keouf,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,ISR,22,59.0,810,9,6.56
Simon Mignolet,Club Brugge,UEFA Europa Conference League,GK,Goalkeeper,BEL,36,52.02,720,8,6.5
Simon Sluga,Ludogorets,UEFA Europa Conference League,GK,Goalkeeper,CRO,30,19.15,270,3,6.38
Simone Aresti,Cagliari,Italian Serie A,GK,Goalkeeper,ITA,38,5.71,1,1,5.71
Simone Perilli,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,29,6.84,90,1,6.84
Simone Scuffet,Cagliari,Italian Serie A,GK,Goalkeeper,ITA,27,194.13,2789,31,6.26
Stefan Ortega,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,GER,31,80.42,905,12,6.7
Stefano Turati,Frosinone,Italian Serie A,GK,Goalkeeper,ITA,22,191.84,2745,31,6.19
Steve Mandanda,Rennes,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,FRA,39,262.09,3690,41,6.39
Stole Dimitrievski,Rayo Vallecano,Spanish La Liga,GK,Goalkeeper,MKD,30,245.73,3330,37,6.64
Sven Ulreich,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,35,90.41,1260,14,6.46
Thibaut Courtois,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,BEL,32,35.85,422,5,7.17
Thomas Kaminski,Luton Town,English Premier League,GK,Goalkeeper,BEL,31,247.9,3405,38,6.52
Thomas Strakosha,Brentford,English Premier League,GK,Goalkeeper,ALB,28,13.35,135,2,6.68
Timon Wellenreuther,Feyenoord,"UEFA Champions League, UEFA Europa League",GK,Goalkeeper,GER,28,25.68,360,4,6.42
Tobias Lawal,LASK,UEFA Europa League,GK,Goalkeeper,AUT,23,38.19,540,6,6.36
Tommaso Martinelli,Fiorentina,Italian Serie A,GK,Goalkeeper,ITA,18,5.9,90,1,5.9
Tomáš Koubek,Augsburg,German Bundesliga,GK,Goalkeeper,CZE,31,19.05,270,3,6.35
Unai Marrero,Real Sociedad,Spanish La Liga,GK,Goalkeeper,ESP,22,12.8,142,2,6.4
Unai Simón,Athletic Club,Spanish La Liga,GK,Goalkeeper,ESP,26,242.99,3182,36,6.75
Vanja Milinković-Savić,Torino,Italian Serie A,GK,Goalkeeper,SRB,27,241.01,3240,36,6.69
Vaná,Aris Limassol FC,UEFA Europa League,GK,Goalkeeper,BRA,32,38.77,540,6,6.46
Veljko Ilic,TSC,UEFA Europa League,GK,Goalkeeper,SRB,20,29.78,450,5,5.96
Vicente Guaita,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,37,178.38,2403,27,6.61
Viktor Baier,Viktoria Plzeň,UEFA Europa Conference League,GK,Goalkeeper,CZE,18,19.86,270,3,6.62
Vincenzo Fiorillo,Salernitana,Italian Serie A,GK,Goalkeeper,ITA,34,25.64,360,4,6.41
Vitezslav Jaros,Sturm Graz,UEFA Europa Conference League,GK,Goalkeeper,CZE,22,25.79,360,4,6.45
Vito Mannone,Lille,"French Ligue 1, UEFA Europa Conference League",GK,Goalkeeper,ITA,36,33.16,361,5,6.63
Vladan Kovačević,Raków,UEFA Europa League,GK,Goalkeeper,BIH,25,39.97,540,6,6.66
Walter Benítez,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,ARG,31,52.92,720,8,6.62
Wes Foderingham,Sheffield Utd,English Premier League,GK,Goalkeeper,ENG,33,195.58,2649,30,6.52
Wladimiro Falcone,Lecce,Italian Serie A,GK,Goalkeeper,ITA,29,243.18,3420,38,6.4
Wojciech Szczęsny,Juventus,Italian Serie A,GK,Goalkeeper,POL,34,227.57,3150,35,6.5
Yann Sommer,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,SUI,35,273.39,3690,41,6.67
Yassine Bounou,Sevilla,Spanish La Liga,GK,Goalkeeper,MAR,32,5.98,90,1,5.98
Yehvann Diouf,Reims,French Ligue 1,GK,Goalkeeper,SEN,24,217.55,3060,34,6.4
Yuri Lodygin,Panathinaikos,UEFA Europa League,GK,Goalkeeper,RUS,33,6.2,90,1,6.2
Yvon Mvogo,Lorient,French Ligue 1,GK,Goalkeeper,SUI,29,218.0,3060,34,6.41
Álex Remiro,Real Sociedad,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,29,304.99,3995,45,6.78
Álvaro Vallés,Las Palmas,Spanish La Liga,GK,Goalkeeper,ESP,26,245.65,3263,37,6.64
Ørjan Nyland,Sevilla,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,NOR,33,176.35,2340,26,6.78
Đorđe Petrović,Chelsea,English Premier League,GK,Goalkeeper,SRB,24,145.4,1987,23,6.32
İrfan Can Eğribayat,Fenerbahçe,UEFA Europa Conference League,GK,Goalkeeper,TUR,25,25.43,360,4,6.36
Łukasz Fabiański,West Ham,"English Premier League, UEFA Europa League",GK,Goalkeeper,POL,39,123.53,1531,19,6.5
Łukasz Skorupski,Bologna,Italian Serie A,GK,Goalkeeper,POL,33,205.9,2880,32,6.43
