Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Aaron Ramsdale,J2,GK,Goalkeeper,Arsenal,English Premier League,90,7.16,25,ENG
Robert Sánchez,J3,GK,Goalkeeper,Chelsea,English Premier League,90,6.84,25,ESP
Thomas Kaminski,J3,GK,Goalkeeper,Luton Town,English Premier League,90,6.32,30,BEL
Neto,J3,GK,Goalkeeper,Bournemouth,English Premier League,90,6.75,34,BRA
Guglielmo Vicario,J3,GK,Goalkeeper,Tottenham,English Premier League,90,7.05,26,ITA
Jordan Pickford,J3,GK,Goalkeeper,Everton,English Premier League,90,6.65,29,ENG
José Sá,J3,GK,Goalkeeper,Wolves,English Premier League,90,7.36,30,POR
André Onana,J3,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.21,27,CMR
Matt Turner,J3,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.83,29,USA
Mark Flekken,J3,GK,Goalkeeper,Brentford,English Premier League,90,6.59,30,NED
Sam Johnstone,J3,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.32,30,ENG
Aaron Ramsdale,J3,GK,Goalkeeper,Arsenal,English Premier League,90,5.8,25,ENG
Bernd Leno,J3,GK,Goalkeeper,Fulham,English Premier League,90,6.66,31,GER
Bart Verbruggen,J3,GK,Goalkeeper,Brighton,English Premier League,90,6.31,21,NED
Alphonse Areola,J3,GK,Goalkeeper,West Ham,English Premier League,90,7.11,30,FRA
Wes Foderingham,J3,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.8,32,ENG
Ederson,J3,GK,Goalkeeper,Manchester City,English Premier League,90,6.09,30,BRA
Guillermo Ochoa,J11,GK,Goalkeeper,Salernitana,Italian Serie A,90,6.29,38,MEX
Alex Meret,J11,GK,Goalkeeper,Napoli,Italian Serie A,90,6.88,26,ITA
James Trafford,J3,GK,Goalkeeper,Burnley,English Premier League,90,6.59,20,ENG
Robin Olsen,J3,GK,Goalkeeper,Aston Villa,English Premier League,90,6.3,33,SWE
Nick Pope,J3,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.43,31,ENG
Alisson,J3,GK,Goalkeeper,Liverpool,English Premier League,90,6.7,30,BRA
Thomas Kaminski,J4,GK,Goalkeeper,Luton Town,English Premier League,90,6.2,30,BEL
Alphonse Areola,J4,GK,Goalkeeper,West Ham,English Premier League,90,6.39,30,FRA
Wes Foderingham,J4,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.87,32,ENG
Jordan Pickford,J4,GK,Goalkeeper,Everton,English Premier League,90,6.72,29,ENG
Mark Flekken,J4,GK,Goalkeeper,Brentford,English Premier League,90,6.49,30,NED
Neto,J4,GK,Goalkeeper,Bournemouth,English Premier League,90,6.49,34,BRA
Ederson,J4,GK,Goalkeeper,Manchester City,English Premier League,90,6.82,30,BRA
Bernd Leno,J4,GK,Goalkeeper,Fulham,English Premier League,90,5.26,31,GER
Robert Sánchez,J4,GK,Goalkeeper,Chelsea,English Premier League,90,6.49,25,ESP
Matt Turner,J4,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.25,29,USA
James Trafford,J4,GK,Goalkeeper,Burnley,English Premier League,90,6.31,20,ENG
Guglielmo Vicario,J4,GK,Goalkeeper,Tottenham,English Premier League,90,6.45,26,ITA
Bart Verbruggen,J4,GK,Goalkeeper,Brighton,English Premier League,90,6.26,21,NED
Nick Pope,J4,GK,Goalkeeper,Newcastle Utd,English Premier League,90,5.9,31,ENG
Sam Johnstone,J4,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.11,30,ENG
José Sá,J4,GK,Goalkeeper,Wolves,English Premier League,90,6.68,30,POR
Juan Musso,J11,GK,Goalkeeper,Atalanta,Italian Serie A,90,6.27,29,ARG
Yann Sommer,J11,GK,Goalkeeper,Inter,Italian Serie A,90,6.32,34,SUI
Alisson,J4,GK,Goalkeeper,Liverpool,English Premier League,90,7.19,30,BRA
Emiliano Martínez,J4,GK,Goalkeeper,Aston Villa,English Premier League,90,5.87,31,ARG
Aaron Ramsdale,J4,GK,Goalkeeper,Arsenal,English Premier League,90,6.17,25,ENG
André Onana,J4,GK,Goalkeeper,Manchester Utd,English Premier League,90,5.82,27,CMR
José Sá,J5,GK,Goalkeeper,Wolves,English Premier League,90,6.06,30,POR
Alisson,J5,GK,Goalkeeper,Liverpool,English Premier League,90,6.13,30,BRA
Guglielmo Vicario,J5,GK,Goalkeeper,Tottenham,English Premier League,90,6.87,26,ITA
Wes Foderingham,J5,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.75,32,ENG
Alphonse Areola,J5,GK,Goalkeeper,West Ham,English Premier League,90,6.71,30,FRA
Ederson,J5,GK,Goalkeeper,Manchester City,English Premier League,90,6.55,30,BRA
Emiliano Martínez,J5,GK,Goalkeeper,Aston Villa,English Premier League,90,6.37,31,ARG
Sam Johnstone,J5,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.27,30,ENG
Bernd Leno,J5,GK,Goalkeeper,Fulham,English Premier League,90,7.1,31,GER
Thomas Kaminski,J5,GK,Goalkeeper,Luton Town,English Premier League,90,6.54,30,BEL
André Onana,J5,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.05,27,CMR
Jason Steele,J5,GK,Goalkeeper,Brighton,English Premier League,90,6.61,33,ENG
Nick Pope,J5,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.27,31,ENG
Mark Flekken,J5,GK,Goalkeeper,Brentford,English Premier League,90,6.53,30,NED
Neto,J5,GK,Goalkeeper,Bournemouth,English Premier League,90,7.36,34,BRA
Robert Sánchez,J5,GK,Goalkeeper,Chelsea,English Premier League,90,7.36,25,ESP
Mike Maignan,J11,GK,Goalkeeper,Milan,Italian Serie A,90,6.39,28,FRA
Marco Silvestri,J11,GK,Goalkeeper,Udinese,Italian Serie A,90,7.17,32,ITA
Jordan Pickford,J5,GK,Goalkeeper,Everton,English Premier League,90,6.54,29,ENG
David Raya,J5,GK,Goalkeeper,Arsenal,English Premier League,90,7.07,28,ESP
Matt Turner,J5,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.57,29,USA
James Trafford,J5,GK,Goalkeeper,Burnley,English Premier League,90,6.66,20,ENG
Thomas Kaminski,J6,GK,Goalkeeper,Luton Town,English Premier League,90,6.41,30,BEL
José Sá,J6,GK,Goalkeeper,Wolves,English Premier League,90,7.06,30,POR
Ederson,J6,GK,Goalkeeper,Manchester City,English Premier League,90,7.37,30,BRA
Matt Turner,J6,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.98,29,USA
Sam Johnstone,J6,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.24,30,ENG
Bernd Leno,J6,GK,Goalkeeper,Fulham,English Premier League,90,7.28,31,GER
Mark Flekken,J6,GK,Goalkeeper,Brentford,English Premier League,90,5.58,30,NED
Jordan Pickford,J6,GK,Goalkeeper,Everton,English Premier League,90,6.48,29,ENG
James Trafford,J6,GK,Goalkeeper,Burnley,English Premier League,90,6.47,20,ENG
André Onana,J6,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.3,27,CMR
Robert Sánchez,J6,GK,Goalkeeper,Chelsea,English Premier League,90,7.17,25,ESP
Emiliano Martínez,J6,GK,Goalkeeper,Aston Villa,English Premier League,90,7.37,31,ARG
David Raya,J6,GK,Goalkeeper,Arsenal,English Premier League,90,6.76,28,ESP
Guglielmo Vicario,J6,GK,Goalkeeper,Tottenham,English Premier League,90,6.52,26,ITA
Alisson,J6,GK,Goalkeeper,Liverpool,English Premier League,90,6.82,30,BRA
Alphonse Areola,J6,GK,Goalkeeper,West Ham,English Premier League,90,6.49,30,FRA
Lorenzo Montipò,J11,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,5.69,27,ITA
Michele Di Gregorio,J11,GK,Goalkeeper,Monza,Italian Serie A,90,6.66,26,ITA
Bart Verbruggen,J6,GK,Goalkeeper,Brighton,English Premier League,90,6.46,21,NED
Neto,J6,GK,Goalkeeper,Bournemouth,English Premier League,90,5.88,34,BRA
Wes Foderingham,J6,GK,Goalkeeper,Sheffield Utd,English Premier League,90,5.85,32,ENG
Nick Pope,J6,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.99,31,ENG
Emiliano Martínez,J7,GK,Goalkeeper,Aston Villa,English Premier League,90,6.57,31,ARG
Jason Steele,J7,GK,Goalkeeper,Brighton,English Premier League,90,5.63,33,ENG
André Onana,J7,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.23,27,CMR
Sam Johnstone,J7,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.26,30,ENG
José Sá,J7,GK,Goalkeeper,Wolves,English Premier League,90,7.16,30,POR
Ederson,J7,GK,Goalkeeper,Manchester City,English Premier League,90,5.44,30,BRA
Alphonse Areola,J7,GK,Goalkeeper,West Ham,English Premier League,90,7.18,30,FRA
Wes Foderingham,J7,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.72,32,ENG
Neto,J7,GK,Goalkeeper,Bournemouth,English Premier League,90,6.57,34,BRA
David Raya,J7,GK,Goalkeeper,Arsenal,English Premier League,90,7.07,28,ESP
Nick Pope,J7,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.91,31,ENG
James Trafford,J7,GK,Goalkeeper,Burnley,English Premier League,90,6.63,20,ENG
Jordan Pickford,J7,GK,Goalkeeper,Everton,English Premier League,90,6.07,29,ENG
Thomas Kaminski,J7,GK,Goalkeeper,Luton Town,English Premier League,90,6.96,30,BEL
Guglielmo Vicario,J7,GK,Goalkeeper,Tottenham,English Premier League,90,6.35,26,ITA
Alisson,J7,GK,Goalkeeper,Liverpool,English Premier League,90,6.74,30,BRA
Simone Scuffet,J11,GK,Goalkeeper,Cagliari,Italian Serie A,90,6.39,27,ITA
Josep Martinez,J11,GK,Goalkeeper,Genoa,Italian Serie A,90,5.98,25,ESP
Matt Turner,J7,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.67,29,USA
Mark Flekken,J7,GK,Goalkeeper,Brentford,English Premier League,90,5.96,30,NED
Bernd Leno,J7,GK,Goalkeeper,Fulham,English Premier League,90,6.12,31,GER
Robert Sánchez,J7,GK,Goalkeeper,Chelsea,English Premier League,90,7.37,25,ESP
Thomas Kaminski,J2,GK,Goalkeeper,Luton Town,English Premier League,90,6.4,30,BEL
James Trafford,J2,GK,Goalkeeper,Burnley,English Premier League,90,6.41,20,ENG
Thomas Kaminski,J8,GK,Goalkeeper,Luton Town,English Premier League,90,6.7,30,BEL
Guglielmo Vicario,J8,GK,Goalkeeper,Tottenham,English Premier League,90,6.96,27,ITA
James Trafford,J8,GK,Goalkeeper,Burnley,English Premier League,90,5.95,20,ENG
Robert Sánchez,J8,GK,Goalkeeper,Chelsea,English Premier League,90,6.28,25,ESP
André Onana,J8,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.36,27,CMR
Thomas Strakosha,J8,GK,Goalkeeper,Brentford,English Premier League,90,6.51,28,ALB
Jordan Pickford,J8,GK,Goalkeeper,Everton,English Premier League,90,7.37,29,ENG
Neto,J8,GK,Goalkeeper,Bournemouth,English Premier League,90,6.06,34,BRA
Bernd Leno,J8,GK,Goalkeeper,Fulham,English Premier League,90,6.23,31,GER
Wes Foderingham,J8,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.18,32,ENG
Sam Johnstone,J8,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.37,30,ENG
Matt Turner,J8,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.97,29,USA
Alphonse Areola,J8,GK,Goalkeeper,West Ham,English Premier League,90,6.12,30,FRA
Nick Pope,J8,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.01,31,ENG
Rui Patrício,J11,GK,Goalkeeper,Roma,Italian Serie A,90,6.53,35,POR
Wladimiro Falcone,J11,GK,Goalkeeper,Lecce,Italian Serie A,90,6.58,28,ITA
José Sá,J8,GK,Goalkeeper,Wolves,English Premier League,90,6.71,30,POR
Emiliano Martínez,J8,GK,Goalkeeper,Aston Villa,English Premier League,90,6.83,31,ARG
Bart Verbruggen,J8,GK,Goalkeeper,Brighton,English Premier League,90,6.37,21,NED
Alisson,J8,GK,Goalkeeper,Liverpool,English Premier League,90,5.98,31,BRA
David Raya,J8,GK,Goalkeeper,Arsenal,English Premier League,90,6.88,28,ESP
Ederson,J8,GK,Goalkeeper,Manchester City,English Premier League,90,6.23,30,BRA
Alisson,J9,GK,Goalkeeper,Liverpool,English Premier League,90,6.88,31,BRA
Jordan Pickford,J9,GK,Goalkeeper,Everton,English Premier League,90,6.62,29,ENG
Mark Flekken,J9,GK,Goalkeeper,Brentford,English Premier League,90,7.04,30,NED
James Trafford,J9,GK,Goalkeeper,Burnley,English Premier League,90,6.6,21,ENG
Matt Turner,J9,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.26,29,USA
Thomas Kaminski,J9,GK,Goalkeeper,Luton Town,English Premier League,90,6.99,30,BEL
Neto,J9,GK,Goalkeeper,Bournemouth,English Premier League,90,6.51,34,BRA
José Sá,J9,GK,Goalkeeper,Wolves,English Premier League,90,6.66,30,POR
Nick Pope,J9,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.3,31,ENG
Sam Johnstone,J9,GK,Goalkeeper,Crystal Palace,English Premier League,90,5.83,30,ENG
Stefan Ortega,J9,GK,Goalkeeper,Manchester City,English Premier League,90,6.64,30,GER
Jason Steele,J9,GK,Goalkeeper,Brighton,English Premier League,90,6.06,33,ENG
Robert Sánchez,J9,GK,Goalkeeper,Chelsea,English Premier League,90,5.9,25,ESP
David Raya,J9,GK,Goalkeeper,Arsenal,English Premier League,90,6.52,28,ESP
Pietro Terracciano,J11,GK,Goalkeeper,Fiorentina,Italian Serie A,90,6.41,33,ITA
Wojciech Szczęsny,J11,GK,Goalkeeper,Juventus,Italian Serie A,90,7.16,33,POL
Wes Foderingham,J9,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.78,32,ENG
André Onana,J9,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.11,27,CMR
Emiliano Martínez,J9,GK,Goalkeeper,Aston Villa,English Premier League,90,6.62,31,ARG
Alphonse Areola,J9,GK,Goalkeeper,West Ham,English Premier League,90,5.82,30,FRA
Guglielmo Vicario,J9,GK,Goalkeeper,Tottenham,English Premier League,90,7.31,27,ITA
Bernd Leno,J9,GK,Goalkeeper,Fulham,English Premier League,90,6.18,31,GER
Sam Johnstone,J10,GK,Goalkeeper,Crystal Palace,English Premier League,90,5.99,30,ENG
Guglielmo Vicario,J10,GK,Goalkeeper,Tottenham,English Premier League,90,6.18,27,ITA
Robert Sánchez,J10,GK,Goalkeeper,Chelsea,English Premier League,90,6.3,25,ESP
Mark Flekken,J10,GK,Goalkeeper,Brentford,English Premier League,90,7.28,30,NED
David Raya,J10,GK,Goalkeeper,Arsenal,English Premier League,90,6.88,28,ESP
Wes Foderingham,J10,GK,Goalkeeper,Sheffield Utd,English Premier League,90,5.85,32,ENG
Ionuț Radu,J10,GK,Goalkeeper,Bournemouth,English Premier League,90,6.31,26,ROU
James Trafford,J10,GK,Goalkeeper,Burnley,English Premier League,90,6.42,21,ENG
José Sá,J10,GK,Goalkeeper,Wolves,English Premier League,90,6.33,30,POR
Nick Pope,J10,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.15,31,ENG
Alphonse Areola,J10,GK,Goalkeeper,West Ham,English Premier League,90,6.48,30,FRA
Jordan Pickford,J10,GK,Goalkeeper,Everton,English Premier League,90,7.06,29,ENG
Jason Steele,J10,GK,Goalkeeper,Brighton,English Premier League,90,6.59,33,ENG
Bernd Leno,J10,GK,Goalkeeper,Fulham,English Premier League,90,6.88,31,GER
Stefano Turati,J11,GK,Goalkeeper,Frosinone,Italian Serie A,90,6.44,22,ITA
Etrit Berisha,J11,GK,Goalkeeper,Empoli,Italian Serie A,90,6.13,34,ALB
Alisson,J10,GK,Goalkeeper,Liverpool,English Premier League,90,6.97,31,BRA
Matt Turner,J10,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.39,29,USA
Emiliano Martínez,J10,GK,Goalkeeper,Aston Villa,English Premier League,90,6.19,31,ARG
Thomas Kaminski,J10,GK,Goalkeeper,Luton Town,English Premier League,90,6.67,31,BEL
André Onana,J10,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.72,27,CMR
Ederson,J10,GK,Goalkeeper,Manchester City,English Premier League,90,7.06,30,BRA
Bernd Leno,J11,GK,Goalkeeper,Fulham,English Premier League,90,6.75,31,GER
André Onana,J11,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.05,27,CMR
Mark Flekken,J11,GK,Goalkeeper,Brentford,English Premier League,45,5.06,30,NED
Thomas Strakosha,J11,GK,Goalkeeper,Brentford,English Premier League,45,6.91,28,ALB
Alphonse Areola,J11,GK,Goalkeeper,West Ham,English Premier League,90,5.8,30,FRA
James Trafford,J11,GK,Goalkeeper,Burnley,English Premier League,90,6.13,21,ENG
Sam Johnstone,J11,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.37,30,ENG
Ederson,J11,GK,Goalkeeper,Manchester City,English Premier League,90,6.02,30,BRA
Ionuț Radu,J11,GK,Goalkeeper,Bournemouth,English Premier League,90,5.35,26,ROU
Jordan Pickford,J11,GK,Goalkeeper,Everton,English Premier League,90,6.46,29,ENG
Bart Verbruggen,J11,GK,Goalkeeper,Brighton,English Premier League,90,6.33,21,NED
Wes Foderingham,J11,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.77,32,ENG
José Sá,J11,GK,Goalkeeper,Wolves,English Premier League,90,5.96,30,POR
Nick Pope,J11,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.82,31,ENG
David Raya,J11,GK,Goalkeeper,Arsenal,English Premier League,90,6.36,28,ESP
Michele Cerofolini,J2,GK,Goalkeeper,Frosinone,Italian Serie A,90,6.45,24,ITA
Juan Musso,J2,GK,Goalkeeper,Atalanta,Italian Serie A,90,6.06,29,ARG
Vanja Milinković-Savić,J11,GK,Goalkeeper,Torino,Italian Serie A,90,6.28,26,SRB
Andrea Consigli,J11,GK,Goalkeeper,Sassuolo,Italian Serie A,90,6.64,36,ITA
Odysseas Vlachodimos,J11,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.37,29,GRE
Emiliano Martínez,J11,GK,Goalkeeper,Aston Villa,English Premier League,90,5.79,31,ARG
Thomas Kaminski,J11,GK,Goalkeeper,Luton Town,English Premier League,90,7.15,31,BEL
Alisson,J11,GK,Goalkeeper,Liverpool,English Premier League,90,6.71,31,BRA
Guglielmo Vicario,J11,GK,Goalkeeper,Tottenham,English Premier League,90,6.57,27,ITA
Robert Sánchez,J11,GK,Goalkeeper,Chelsea,English Premier League,90,6.44,25,ESP
José Sá,J12,GK,Goalkeeper,Wolves,English Premier League,90,6.67,30,POR
Guglielmo Vicario,J12,GK,Goalkeeper,Tottenham,English Premier League,90,6.6,27,ITA
André Onana,J12,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.35,27,CMR
Thomas Kaminski,J12,GK,Goalkeeper,Luton Town,English Premier League,90,6.78,31,BEL
Sam Johnstone,J12,GK,Goalkeeper,Crystal Palace,English Premier League,90,5.33,30,ENG
Jordan Pickford,J12,GK,Goalkeeper,Everton,English Premier League,90,6.39,29,ENG
David Raya,J12,GK,Goalkeeper,Arsenal,English Premier League,90,6.68,28,ESP
James Trafford,J12,GK,Goalkeeper,Burnley,English Premier League,90,6.33,21,ENG
Neto,J12,GK,Goalkeeper,Bournemouth,English Premier League,90,7.37,34,BRA
Nick Pope,J12,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.74,31,ENG
Emiliano Martínez,J12,GK,Goalkeeper,Aston Villa,English Premier League,90,6.87,31,ARG
Bernd Leno,J12,GK,Goalkeeper,Fulham,English Premier League,90,5.91,31,GER
Jason Steele,J12,GK,Goalkeeper,Brighton,English Premier League,90,6.18,33,ENG
Wes Foderingham,J12,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.83,32,ENG
Andrea Consigli,J12,GK,Goalkeeper,Sassuolo,Italian Serie A,90,5.51,36,ITA
Guillermo Ochoa,J12,GK,Goalkeeper,Salernitana,Italian Serie A,90,6.35,38,MEX
Alisson,J12,GK,Goalkeeper,Liverpool,English Premier League,90,7.37,31,BRA
Mark Flekken,J12,GK,Goalkeeper,Brentford,English Premier League,90,6.4,30,NED
Alphonse Areola,J12,GK,Goalkeeper,West Ham,English Premier League,90,6.31,30,FRA
Odysseas Vlachodimos,J12,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.07,29,GRE
Robert Sánchez,J12,GK,Goalkeeper,Chelsea,English Premier League,90,6.17,25,ESP
Ederson,J12,GK,Goalkeeper,Manchester City,English Premier League,90,6.49,30,BRA
Ederson,J13,GK,Goalkeeper,Manchester City,English Premier League,90,6.47,30,BRA
Alisson,J13,GK,Goalkeeper,Liverpool,English Premier League,90,6.82,31,BRA
Wes Foderingham,J13,GK,Goalkeeper,Sheffield Utd,English Premier League,90,6.7,32,ENG
Neto,J13,GK,Goalkeeper,Bournemouth,English Premier League,90,6.39,34,BRA
Nick Pope,J13,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.66,31,ENG
Robert Sánchez,J13,GK,Goalkeeper,Chelsea,English Premier League,90,5.75,26,ESP
Thomas Kaminski,J13,GK,Goalkeeper,Luton Town,English Premier League,90,7.01,31,BEL
Sam Johnstone,J13,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.1,30,ENG
James Trafford,J13,GK,Goalkeeper,Burnley,English Premier League,90,5.84,21,ENG
Alphonse Areola,J13,GK,Goalkeeper,West Ham,English Premier League,90,6.93,30,FRA
Odysseas Vlachodimos,J13,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.89,29,GRE
Bart Verbruggen,J13,GK,Goalkeeper,Brighton,English Premier League,90,6.45,21,NED
Mark Flekken,J13,GK,Goalkeeper,Brentford,English Premier League,90,6.83,30,NED
Aaron Ramsdale,J13,GK,Goalkeeper,Arsenal,English Premier League,90,7.03,25,ENG
Josep Martinez,J12,GK,Goalkeeper,Genoa,Italian Serie A,90,6.95,25,ESP
Lorenzo Montipò,J12,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,6.46,27,ITA
Guglielmo Vicario,J13,GK,Goalkeeper,Tottenham,English Premier League,90,6.31,27,ITA
Emiliano Martínez,J13,GK,Goalkeeper,Aston Villa,English Premier League,90,7.22,31,ARG
Jordan Pickford,J13,GK,Goalkeeper,Everton,English Premier League,90,5.93,29,ENG
André Onana,J13,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.37,27,CMR
Bernd Leno,J13,GK,Goalkeeper,Fulham,English Premier League,90,6.38,31,GER
José Sá,J13,GK,Goalkeeper,Wolves,English Premier League,90,6.44,30,POR
David Raya,J14,GK,Goalkeeper,Arsenal,English Premier League,90,6.43,28,ESP
Daniel Bentley,J14,GK,Goalkeeper,Wolves,English Premier League,68,7.29,30,ENG
Mark Flekken,J14,GK,Goalkeeper,Brentford,English Premier League,90,5.92,30,NED
Thomas Kaminski,J14,GK,Goalkeeper,Luton Town,English Premier League,90,6.34,31,BEL
James Trafford,J14,GK,Goalkeeper,Burnley,English Premier League,90,7.08,21,ENG
Wes Foderingham,J14,GK,Goalkeeper,Sheffield Utd,English Premier League,90,5.62,32,ENG
Odysseas Vlachodimos,J14,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.14,29,GRE
Jordan Pickford,J14,GK,Goalkeeper,Everton,English Premier League,90,7.13,29,ENG
Nick Pope,J14,GK,Goalkeeper,Newcastle Utd,English Premier League,85,6.52,31,ENG
André Onana,J14,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.93,27,CMR
Neto,J14,GK,Goalkeeper,Bournemouth,English Premier League,90,6.04,34,BRA
Emiliano Martínez,J14,GK,Goalkeeper,Aston Villa,English Premier League,90,6.9,31,ARG
Alphonse Areola,J14,GK,Goalkeeper,West Ham,English Premier League,90,6.17,30,FRA
Sam Johnstone,J14,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.57,30,ENG
Wladimiro Falcone,J12,GK,Goalkeeper,Lecce,Italian Serie A,90,6.53,28,ITA
Mike Maignan,J12,GK,Goalkeeper,Milan,Italian Serie A,90,6.38,28,FRA
Caoimhín Kelleher,J14,GK,Goalkeeper,Liverpool,English Premier League,90,5.85,25,IRL
Bernd Leno,J14,GK,Goalkeeper,Fulham,English Premier League,90,6.1,31,GER
Robert Sánchez,J14,GK,Goalkeeper,Chelsea,English Premier League,90,6.91,26,ESP
Jason Steele,J14,GK,Goalkeeper,Brighton,English Premier League,90,5.53,33,ENG
Ederson,J14,GK,Goalkeeper,Manchester City,English Premier League,90,5.78,30,BRA
Guglielmo Vicario,J14,GK,Goalkeeper,Tottenham,English Premier League,90,5.65,27,ITA
