Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Dara O'Shea,Burnley,English Premier League,CB,Defender,IRL,25,222.24,2892,33,6.73
Darian Males,Young Boys,"UEFA Champions League, UEFA Europa League",CM,Midfielder,SUI,22,52.52,267,8,6.56
Dario Essugo,Sporting CP,UEFA Europa League,WB,Midfielder,POR,18,6.84,35,1,6.84
Dario Čanađija,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,CRO,29,28.42,318,5,5.68
Dario Špikić,Dinamo Zagreb,UEFA Europa Conference League,RW,Forward,CRO,24,39.76,331,7,5.68
Darko Brašanac,Osasuna,Spanish La Liga,CM,Midfielder,SRB,31,12.4,48,2,6.2
Darko Lazović,Hellas Verona,Italian Serie A,LW,Forward,SRB,33,199.42,1928,32,6.23
Darlin Yongwa,Lorient,French Ligue 1,LB,Defender,CMR,23,143.86,1159,22,6.54
Darwin Machís,Cádiz,Spanish La Liga,LM,Midfielder,VEN,31,136.42,785,21,6.5
Darwin Núñez,Liverpool,"English Premier League, UEFA Europa League",AM,Forward,URU,24,315.08,2507,46,6.85
David Affengruber,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,AUT,22,62.1,828,10,6.21
David Akpan Ankeye,"Genoa, Sheriff Tiraspol","Italian Serie A, UEFA Europa League",AM,Forward,NGA,22,73.38,458,12,6.11
David Alaba,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,AUT,31,115.11,1404,17,6.77
David Brooks,Bournemouth,English Premier League,RW,Forward,WAL,26,86.51,282,13,6.65
David Carmo,"Olympiacos, Porto","UEFA Champions League, UEFA Europa Conference League",CB,Defender,ANG,24,82.66,1260,13,6.36
David Costa,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,POR,23,196.36,1759,30,6.55
David Datro Fofana,"Burnley, Union Berlin","English Premier League, German Bundesliga, UEFA Champions League",AM,Forward,CIV,21,206.33,1760,31,6.66
David Doudera,Slavia Prague,UEFA Europa League,WB,Midfielder,CZE,25,52.46,654,8,6.56
David Douline,Servette FC,UEFA Europa League,CM,Midfielder,FRA,30,19.42,173,3,6.47
David García,Osasuna,Spanish La Liga,CB,Defender,ESP,30,177.5,2334,27,6.57
David Jurásek,"Benfica, Hoffenheim","German Bundesliga, UEFA Champions League",WB,Midfielder,CZE,23,103.07,625,16,6.44
David López,Girona,Spanish La Liga,CB,Defender,ESP,34,170.63,1965,25,6.83
David Mamutovic,Mainz 05,German Bundesliga,AM,Defender,GER,23,11.97,11,2,5.98
David Møller Wolfe,AZ Alkmaar,UEFA Europa Conference League,LB,Defender,NOR,21,36.27,531,6,6.04
David Neres,Benfica,"UEFA Champions League, UEFA Europa League",LW,Forward,BRA,27,61.58,552,9,6.84
David Okereke,Torino,Italian Serie A,AM,Forward,NGA,26,54.62,252,9,6.07
David Ozoh,Crystal Palace,English Premier League,CM,Midfielder,ENG,18,55.1,156,9,6.12
David Pavelka,Sparta Prague,UEFA Europa League,CM,Midfielder,CZE,32,11.51,15,2,5.76
David Raum,RB Leipzig,"German Bundesliga, UEFA Champions League",LB,Defender,GER,26,265.04,3369,38,6.97
David Schnegg,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",LB,Defender,AUT,25,32.47,445,5,6.49
David Sualehe,Olimpija,UEFA Europa Conference League,LB,Defender,POR,26,31.39,335,5,6.28
David Turnbull,Celtic,UEFA Champions League,LM,Forward,SCO,24,12.66,35,2,6.33
David Zima,"Slavia Prague, Torino","Italian Serie A, UEFA Europa League",CB,Defender,CZE,23,40.61,271,7,5.8
Davide Bartesaghi,Milan,"Italian Serie A, UEFA Champions League",LB,Defender,ITA,18,42.46,82,7,6.07
Davide Bettella,Monza,Italian Serie A,CM,Midfielder,ITA,23,5.54,3,1,5.54
Davide Biraschi,Genoa,Italian Serie A,CB,Defender,ITA,29,6.41,90,1,6.41
Davide Calabria,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",RB,Defender,ITA,27,261.96,2838,39,6.72
Davide Faraoni,"Fiorentina, Hellas Verona","Italian Serie A, UEFA Europa Conference League",RB,Defender,ITA,32,131.65,1097,21,6.27
Davide Frattesi,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,24,241.25,1407,39,6.19
Davide Zappacosta,Atalanta,"Italian Serie A, UEFA Europa League",WB,Midfielder,ITA,31,267.82,2596,42,6.38
Davie Selke,Köln,German Bundesliga,AM,Forward,GER,29,118.99,1265,19,6.26
Davinson Sánchez,"Galatasaray, Tottenham","English Premier League, UEFA Champions League, UEFA Europa League",CB,Defender,COL,27,49.51,617,7,7.07
Davy Klaassen,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,NED,31,102.11,290,17,6.01
Davíð Ingvarsson,Breiðablik,UEFA Europa Conference League,LB,Defender,ISL,24,29.27,379,5,5.85
Dawid Kownacki,Werder Bremen,German Bundesliga,AM,Forward,POL,27,134.62,380,22,6.12
Dayot Upamecano,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,25,217.54,2261,32,6.8
Dean David,Maccabi Haifa,UEFA Europa League,AM,Forward,ISR,27,37.44,391,6,6.24
Dean Huijsen,"Juventus, Roma",Italian Serie A,CB,Defender,ESP,19,88.69,522,14,6.34
Declan Rice,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,ENG,25,347.15,4063,48,7.23
Dedryck Boyata,Club Brugge,UEFA Europa Conference League,RB,Defender,BEL,32,5.79,1,1,5.79
Deian Sorescu,Raków,UEFA Europa League,RM,Midfielder,ROU,26,20.43,192,3,6.81
Deiver Machado,Lens,"French Ligue 1, UEFA Champions League",WB,Midfielder,COL,30,155.18,1491,24,6.47
Deivid Washington,Chelsea,English Premier League,AM,Defender,BRA,18,11.3,13,2,5.65
Dejan Kulusevski,Tottenham,English Premier League,AM,Forward,SWE,24,250.12,2762,36,6.95
Dejan Ljubicic,Köln,German Bundesliga,DM,Midfielder,AUT,26,165.46,2048,26,6.36
Dejan Lovren,Lyon,French Ligue 1,CB,Defender,CRO,34,62.28,718,10,6.23
Demba Seck,"Frosinone, Torino",Italian Serie A,AM,Forward,SEN,23,124.95,723,20,6.25
Dembo Darboe,Astana FK,UEFA Europa Conference League,AM,Forward,GAM,25,36.01,445,6,6.0
Dembo Sylla,Lorient,French Ligue 1,WB,Midfielder,GUI,20,5.99,45,1,5.99
Demir Ege Tıknaz,Beşiktaş,UEFA Europa Conference League,AM,Midfielder,TUR,19,17.26,175,3,5.75
Deni Pavlović,KÍ,UEFA Europa Conference League,CB,Defender,SRB,30,34.38,346,6,5.73
Denis Genreau,Toulouse,"French Ligue 1, UEFA Europa League",AM,Midfielder,AUS,24,81.45,527,13,6.27
Denis Huseinbasic,Köln,German Bundesliga,DM,Midfielder,BIH,22,164.55,1627,26,6.33
Denis Odoi,Club Brugge,UEFA Europa Conference League,RB,Defender,GHA,35,48.72,480,8,6.09
Denis Suárez,Villarreal,"Spanish La Liga, UEFA Europa League",CM,Forward,ESP,29,32.33,162,5,6.47
Denis Thomalla,Heidenheim,German Bundesliga,AM,Midfielder,GER,31,123.61,446,21,5.89
Denis Vavro,FC Copenhagen,UEFA Champions League,CB,Defender,SVK,27,56.88,707,8,7.11
Denis Zakaria,Monaco,French Ligue 1,CM,Midfielder,SUI,27,161.69,2137,25,6.47
Deniz Undav,Stuttgart,German Bundesliga,AM,Forward,GER,27,208.86,2089,30,6.96
Dennis Eckert,Union SG,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,GER,27,45.83,195,8,5.73
Dennis Geiger,Hoffenheim,German Bundesliga,CM,Midfielder,GER,25,17.45,64,3,5.82
Denso Kasius,AZ Alkmaar,UEFA Europa Conference League,LW,Defender,NED,21,17.83,93,3,5.94
Denys Antiukh,Zorya Luhansk,UEFA Europa Conference League,LM,Midfielder,UKR,26,37.2,449,6,6.2
Denys Nahnoinyi,Zorya Luhansk,UEFA Europa Conference League,CM,Midfielder,UKR,21,36.88,383,6,6.15
Denzel Dumfries,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,NED,28,225.76,1959,36,6.27
Dereck Kutesa,Servette FC,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,SUI,26,62.97,548,10,6.3
Derrick Luckassen,Maccabi Tel Aviv,UEFA Europa Conference League,CB,Defender,NED,28,30.97,425,5,6.19
Destiny Udogie,Tottenham,English Premier League,LB,Defender,ITA,21,194.86,2391,28,6.96
Devyne Rensch,Ajax,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,NED,21,49.87,663,8,6.23
Dia Saba,Maccabi Haifa,UEFA Europa League,AM,Forward,ISR,30,12.59,112,2,6.3
Diadie Samassékou,"Cádiz, Hoffenheim","German Bundesliga, Spanish La Liga",CM,Midfielder,MLI,28,32.84,93,5,6.57
Didier Lamkel Zé,Metz,French Ligue 1,LW,Forward,CMR,27,56.24,550,9,6.25
Diego Carlos,Aston Villa,"English Premier League, UEFA Europa Conference League",CB,Defender,BRA,31,220.7,2325,34,6.49
Diego Coppola,Hellas Verona,Italian Serie A,CB,Defender,ITA,20,145.64,1634,24,6.07
Diego Demme,Napoli,Italian Serie A,CM,Midfielder,GER,32,12.93,73,2,6.46
Diego Iturralde,Sevilla,Spanish La Liga,LB,Defender,ESP,20,6.33,37,1,6.33
Diego Llorente,Roma,"Italian Serie A, UEFA Europa League",CB,Defender,ESP,30,247.4,2826,39,6.34
Diego López,Valencia,Spanish La Liga,AM,Forward,ESP,22,241.1,2656,36,6.7
Diego Moreira,Lyon,French Ligue 1,LW,Forward,POR,19,42.67,270,7,6.1
Diego Méndez,Rayo Vallecano,Spanish La Liga,DM,Midfielder,ESP,19,6.98,5,1,6.98
Diego Rico,Getafe,Spanish La Liga,LB,Defender,ESP,31,218.61,2535,32,6.83
Dijon Kameri,RB Salzburg,UEFA Champions League,AM,Forward,AUT,19,6.3,9,1,6.3
Dilane Bakwa,Strasbourg,French Ligue 1,AM,Forward,FRA,21,202.52,2177,31,6.53
Dimitri Foulquier,Valencia,Spanish La Liga,RB,Defender,FRA,31,217.69,1842,33,6.6
Dimitri Lavalée,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,BEL,27,49.13,633,8,6.14
Dino Perić,Dinamo Zagreb,UEFA Europa Conference League,CB,Defender,CRO,29,37.98,524,6,6.33
Diogo Dalot,Manchester Utd,"English Premier League, UEFA Champions League",LB,Defender,POR,25,295.84,3637,42,7.04
Diogo Fonseca,Braga,UEFA Champions League,RB,Defender,POR,21,7.01,18,1,7.01
Diogo Gonçalves,FC Copenhagen,UEFA Champions League,LM,Midfielder,POR,27,51.93,530,7,7.42
Diogo Jota,Liverpool,"English Premier League, UEFA Europa League",AM,Forward,POR,27,177.3,1375,26,6.82
Diogo Leite,Union Berlin,"German Bundesliga, UEFA Champions League",CB,Defender,POR,25,248.61,3242,38,6.54
Diogo Pinto,Olimpija,UEFA Europa Conference League,CM,Midfielder,POR,24,16.5,58,3,5.5
Dion Drena Beljo,Augsburg,German Bundesliga,AM,Forward,CRO,22,161.14,581,26,6.2
Dion Lopy,Almería,Spanish La Liga,DM,Midfielder,SEN,22,199.24,1916,30,6.64
Dion Moise Sahi,Strasbourg,French Ligue 1,AM,Forward,CIV,22,113.22,628,18,6.29
Divin Mubama,West Ham,"English Premier League, UEFA Europa League",AM,Forward,ENG,19,52.42,168,9,5.82
Divock Origi,Nott'ham Forest,English Premier League,AM,Forward,BEL,29,126.0,606,20,6.3
Djaoui Cissé,Rennes,French Ligue 1,CM,Midfielder,FRA,20,11.26,4,2,5.63
Djed Spence,Genoa,Italian Serie A,WB,Midfielder,ENG,23,99.72,859,16,6.23
Djené,Getafe,Spanish La Liga,CB,Defender,TOG,32,210.68,2484,33,6.38
Djibril Sidibé,AEK Athens,UEFA Europa League,RB,Defender,FRA,31,26.07,291,4,6.52
Djibril Sow,Sevilla,"Spanish La Liga, UEFA Champions League",CM,Midfielder,SUI,27,197.47,1830,30,6.58
Djordje Mihailovic,AZ Alkmaar,UEFA Europa Conference League,AM,Forward,USA,25,23.5,117,4,5.88
Dmytro Kryskiv,Shakhtar,"UEFA Champions League, UEFA Europa League",CM,Forward,UKR,23,40.0,395,6,6.67
Dmytro Myshnyov,Zorya Luhansk,UEFA Europa Conference League,CM,Midfielder,UKR,29,30.46,265,5,6.09
Dodi Lukebakio,Sevilla,"Spanish La Liga, UEFA Champions League",AM,Forward,BEL,26,184.26,1371,27,6.82
Dodô,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RB,Defender,BRA,25,94.62,1020,15,6.31
Domagoj Bradarić,Salernitana,Italian Serie A,LB,Defender,CRO,24,216.68,2749,34,6.37
Domagoj Vida,AEK Athens,UEFA Europa League,CB,Defender,CRO,34,32.19,450,5,6.44
Domenico Berardi,Sassuolo,Italian Serie A,RW,Forward,ITA,29,113.63,1431,17,6.68
Domingos André Ribeiro Almeida,Valencia,Spanish La Liga,AM,Forward,POR,23,120.38,965,18,6.69
Domingos Duarte,Getafe,Spanish La Liga,CB,Defender,POR,29,90.1,907,15,6.01
Domingos Quina,Udinese,Italian Serie A,AM,Forward,POR,23,11.51,13,2,5.76
Dominic Calvert-Lewin,Everton,English Premier League,AM,Forward,ENG,27,213.98,2171,32,6.69
Dominic Sadi,Bournemouth,English Premier League,LW,Forward,ENG,20,5.55,1,1,5.55
Dominic Solanke,Bournemouth,English Premier League,AM,Forward,ENG,26,261.44,3325,38,6.88
Dominik Kohr,Mainz 05,German Bundesliga,CB,Defender,GER,30,193.47,2184,31,6.24
Dominik Szoboszlai,Liverpool,"English Premier League, UEFA Europa League",RM,Midfielder,HUN,23,278.91,2432,40,6.97
Dominik Yankov,Ludogorets,UEFA Europa Conference League,CM,Midfielder,BUL,23,17.92,37,3,5.97
Dominique Heintz,Köln,German Bundesliga,LB,Defender,GER,30,75.33,568,12,6.28
Donat Rrudhani,Young Boys,UEFA Champions League,LM,Midfielder,KVX,24,6.4,9,1,6.4
Donny van de Beek,"Eint Frankfurt, Manchester Utd","English Premier League, German Bundesliga",AM,Forward,NED,27,54.03,360,9,6.0
Donyell Malen,Dortmund,"German Bundesliga, UEFA Champions League",RW,Forward,NED,25,237.0,2236,35,6.77
Dor Peretz,Maccabi Tel Aviv,UEFA Europa Conference League,RM,Midfielder,ISR,28,48.83,750,8,6.1
Dor Turgeman,Maccabi Tel Aviv,UEFA Europa Conference League,AM,Forward,ISR,20,45.6,154,8,5.7
Douglas,Nantes,French Ligue 1,CM,Midfielder,BRA,27,162.22,1772,25,6.49
Douglas Luiz,Aston Villa,"English Premier League, UEFA Europa Conference League",CM,Midfielder,BRA,26,316.03,3894,47,6.72
Dries Mertens,Galatasaray,"UEFA Champions League, UEFA Europa League",AM,Forward,BEL,36,50.87,351,7,7.27
Duje Ćaleta-Car,Lyon,French Ligue 1,CB,Defender,CRO,27,153.75,1993,24,6.41
Dujon Sterling,Rangers,UEFA Europa League,CM,Defender,ENG,24,19.53,123,3,6.51
Duk,Aberdeen,UEFA Europa Conference League,AM,Forward,CPV,23,36.33,374,6,6.06
Duván Zapata,"Atalanta, Torino",Italian Serie A,AM,Forward,COL,33,243.86,2992,37,6.59
Dušan Jovančić,Astana FK,UEFA Europa Conference League,AM,Forward,SRB,33,24.59,192,4,6.15
Dušan Tadić,Fenerbahçe,UEFA Europa Conference League,LW,Forward,SRB,35,61.64,638,10,6.16
Dušan Vlahović,Juventus,Italian Serie A,AM,Forward,SRB,24,217.98,2307,33,6.61
Dwight McNeil,Everton,English Premier League,LM,Midfielder,ENG,24,242.6,2892,35,6.93
Dylan Bronn,Salernitana,Italian Serie A,CB,Defender,TUN,28,22.51,52,4,5.63
Dávid Hancko,Feyenoord,"UEFA Champions League, UEFA Europa League",CB,Defender,SVK,26,57.31,750,8,7.16
Dávid Sigér,Ferencváros,UEFA Europa Conference League,DM,Midfielder,HUN,33,29.81,341,5,5.96
Dávid Strelec,Slovan Bratislava,UEFA Europa Conference League,LW,Forward,SVK,22,47.47,448,8,5.93
Désiré Doué,Rennes,"French Ligue 1, UEFA Europa League",LM,Midfielder,FRA,18,247.93,1972,37,6.7
Dženan Pejčinović,Wolfsburg,German Bundesliga,AM,Forward,GER,19,23.87,37,4,5.97
Ebenezer Akinsanmiro,Inter,Italian Serie A,CM,Midfielder,NGA,19,6.13,15,1,6.13
Eberechi Eze,Crystal Palace,English Premier League,AM,Forward,ENG,25,191.83,2055,27,7.1
Ebrima Colley,Young Boys,"UEFA Champions League, UEFA Europa League",LM,Forward,GAM,24,21.31,186,3,7.1
Ebrima Darboe,LASK,UEFA Europa League,CB,Defender,GAM,22,13.35,33,2,6.68
Edan Diop,Monaco,French Ligue 1,CM,Midfielder,FRA,19,60.15,163,10,6.02
Eddie Nketiah,Arsenal,"English Premier League, UEFA Champions League",AM,Forward,ENG,24,217.74,1223,33,6.6
Eden Karzev,Maccabi Tel Aviv,UEFA Europa Conference League,DM,Midfielder,ISR,23,5.91,14,1,5.91
Edimilson Fernandes,Mainz 05,German Bundesliga,AM,Defender,SUI,28,128.1,1290,21,6.1
Edin Džeko,Fenerbahçe,UEFA Europa Conference League,AM,Forward,BIH,38,37.63,294,6,6.27
Edmond Tapsoba,Leverkusen,"German Bundesliga, UEFA Europa League",CB,Defender,BFA,25,258.14,3065,40,6.45
Edoardo Bove,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,ITA,22,271.63,2488,43,6.32
Edoardo Goldaniga,Cagliari,Italian Serie A,CB,Defender,ITA,30,78.57,1011,13,6.04
Edon Zhegrova,Lille,"French Ligue 1, UEFA Europa Conference League",RW,Forward,KVX,25,279.63,2718,42,6.66
Edson Álvarez,West Ham,"English Premier League, UEFA Europa League",DM,Midfielder,MEX,26,250.83,2876,38,6.6
Eduard Sobol,Strasbourg,French Ligue 1,LB,Defender,UKR,28,17.16,25,3,5.72
Eduardo Camavinga,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,FRA,21,297.66,2606,42,7.09
Eduardo Guerrero,Zorya Luhansk,UEFA Europa Conference League,AM,Forward,PAN,23,38.37,495,6,6.4
Eduardo Quaresma,Sporting CP,UEFA Europa League,CB,Defender,POR,22,27.18,275,4,6.8
Edvin Kuč,KF Ballkani Therandë,UEFA Europa Conference League,CM,Midfielder,MNE,30,37.5,519,6,6.25
Edward Chilufya,Häcken,UEFA Europa League,AM,Forward,ZAM,24,36.35,460,6,6.06
Eguinaldo,Shakhtar,"UEFA Champions League, UEFA Europa League",AM,Forward,BRA,19,33.38,196,5,6.68
Ehsan Hajsafi,AEK Athens,UEFA Europa League,LB,Defender,IRN,33,38.45,446,6,6.41
Eirik Haugan,Molde,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,NOR,26,36.44,465,6,6.07
Eirik Hestad,Molde,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,NOR,28,48.84,379,8,6.1
El Bilal Touré,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,MLI,22,96.61,430,15,6.44
El Chadaille Bitshiabu,RB Leipzig,German Bundesliga,CB,Defender,FRA,19,37.39,34,6,6.23
El Hadji Diouf,Slavia Prague,UEFA Europa League,LB,Defender,SEN,19,5.65,25,1,5.65
Elayis Tavsan,Hellas Verona,Italian Serie A,DM,Forward,NED,23,17.95,50,3,5.98
Elba Rashani,Clermont Foot,French Ligue 1,AM,Forward,KVX,31,148.03,1175,24,6.17
Eldar Ćivić,Ferencváros,UEFA Europa Conference League,LB,Defender,BIH,27,29.68,274,5,5.94
Eldor Shomurodov,Cagliari,Italian Serie A,AM,Forward,UZB,28,139.98,936,22,6.36
Eli Junior Kroupi,Lorient,French Ligue 1,AM,Forward,FRA,17,187.79,1084,30,6.26
Elias Achouri,FC Copenhagen,UEFA Champions League,AM,Forward,TUN,25,56.74,552,8,7.09
Elias Baum,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",RB,Defender,GER,18,35.0,120,6,5.83
Elias Havel,LASK,UEFA Europa League,LW,Forward,AUT,20,22.41,132,4,5.6
Elias Jelert,FC Copenhagen,UEFA Champions League,LB,Defender,DEN,20,51.38,585,7,7.34
Eliesse Ben Seghir,Monaco,French Ligue 1,AM,Forward,MAR,19,81.87,428,13,6.3
Elif Elmas,"Napoli, RB Leipzig","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,MKD,24,204.67,774,32,6.4
Elijah Adebayo,Luton Town,English Premier League,AM,Forward,ENG,26,175.21,1419,27,6.49
Eliot Matazo,Monaco,French Ligue 1,CM,Midfielder,BEL,21,38.96,102,6,6.49
Elkhan Astanov,Astana FK,UEFA Europa Conference League,LW,Forward,KAZ,23,18.27,124,3,6.09
Elliot Anderson,Newcastle Utd,"English Premier League, UEFA Champions League",LM,Midfielder,ENG,21,156.18,1072,23,6.79
Ellyes Skhiri,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,TUN,29,217.68,2735,34,6.4
Elseid Hysaj,Lazio,"Italian Serie A, UEFA Champions League",LB,Defender,ALB,30,175.89,1539,27,6.51
Elvin Cəfərquliyev,Qarabağ,UEFA Europa League,LB,Defender,AZE,23,58.62,746,9,6.51
Elvis Rexhbeçaj,Augsburg,German Bundesliga,DM,Midfielder,KVX,26,157.1,1985,25,6.28
Elye Wahi,"Lens, Montpellier","French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,FRA,21,237.47,2305,36,6.6
Elysée Logbo,Le Havre,French Ligue 1,AM,Forward,FRA,19,60.21,248,10,6.02
Emanuel Emegha,Strasbourg,French Ligue 1,AM,Forward,NED,21,174.45,2078,28,6.23
Emanuel Vignato,Salernitana,Italian Serie A,AM,Forward,ITA,23,53.98,311,9,6.0
Emanuele Valeri,Frosinone,Italian Serie A,WB,Midfielder,ITA,25,104.14,1178,16,6.51
Emerson,Tottenham,English Premier League,CB,Defender,BRA,25,152.84,1161,22,6.95
Emerson Palmieri,West Ham,"English Premier League, UEFA Europa League",LB,Defender,ITA,29,300.72,3641,44,6.83
Emil Bohinen,"Genoa, Salernitana",Italian Serie A,CM,Midfielder,NOR,25,106.29,591,17,6.25
Emil Breivik,Molde,UEFA Europa League,CM,Midfielder,NOR,23,33.39,450,5,6.68
Emil Ceide,Sassuolo,Italian Serie A,LM,Forward,NOR,22,65.96,176,11,6.0
Emil Forsberg,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,SWE,32,131.58,870,20,6.58
Emil Holm,Atalanta,"Italian Serie A, UEFA Europa League",WB,Midfielder,SWE,24,179.41,1256,29,6.19
Emil Krafth,Newcastle Utd,English Premier League,RB,Defender,SWE,29,109.07,913,17,6.42
Emile Smith Rowe,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,ENG,23,107.78,398,16,6.74
Emir Karic,Darmstadt 98,German Bundesliga,WB,Defender,AUT,26,178.5,1783,27,6.61
Emirhan Delibaş,Beşiktaş,UEFA Europa Conference League,LW,Forward,TUR,20,5.39,6,1,5.39
Emmanuel Agbadou,Reims,French Ligue 1,CB,Defender,CIV,26,210.32,2596,32,6.57
Emmanuel Ekong,Empoli,Italian Serie A,LW,Forward,SWE,21,6.02,5,1,6.02
Emmanuel Gyasi,Empoli,Italian Serie A,AM,Forward,GHA,30,201.08,1879,33,6.09
Emmanuel Sabbi,Le Havre,French Ligue 1,AM,Forward,USA,26,185.59,1584,30,6.19
Emran Soglo,Marseille,"French Ligue 1, UEFA Europa League",AM,Forward,ENG,18,48.63,198,8,6.08
Emre Can,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,GER,30,246.14,2862,36,6.84
Endre Botka,Ferencváros,UEFA Europa Conference League,RB,Defender,HUN,29,29.12,180,5,5.82
Eneko Ortiz,Alavés,Spanish La Liga,LB,Defender,ESP,21,5.71,14,1,5.71
Enes Ünal,"Bournemouth, Getafe","English Premier League, Spanish La Liga",AM,Forward,TUR,27,123.72,468,19,6.51
Enric Saborit,Maccabi Tel Aviv,UEFA Europa Conference League,CB,Defender,ESP,31,42.57,660,7,6.08
Enrique,Betis,UEFA Europa League,CB,Defender,ESP,20,5.74,7,1,5.74
Enso Gonzalez,Wolves,English Premier League,AM,Forward,PAR,19,6.35,1,1,6.35
Enzo Barrenechea,Frosinone,Italian Serie A,CM,Midfielder,ARG,23,231.75,2811,36,6.44
Enzo Crivelli,Servette FC,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,FRA,29,47.06,525,8,5.88
Enzo Ebosse,Udinese,Italian Serie A,CB,Defender,CMR,24,6.97,8,1,6.97
Enzo Fernández,Chelsea,English Premier League,DM,Midfielder,ARG,23,195.61,2209,28,6.99
Enzo Le Fée,Rennes,"French Ligue 1, UEFA Europa League",CM,Midfielder,FRA,24,207.37,1849,31,6.69
Enzo Loiodice,Las Palmas,Spanish La Liga,CM,Midfielder,FRA,23,228.18,1790,34,6.71
Enzo Millot,Stuttgart,German Bundesliga,AM,Forward,FRA,21,206.55,2241,31,6.66
Enzo Mongo,Nantes,French Ligue 1,RB,Defender,FRA,18,6.15,10,1,6.15
Enzo Tchato,Montpellier,French Ligue 1,RB,Defender,CMR,21,106.84,1125,17,6.28
Eran Zahavi,Maccabi Tel Aviv,UEFA Europa Conference League,AM,Forward,ISR,36,51.48,724,8,6.44
Eray Cömert,Nantes,French Ligue 1,CB,Defender,SUI,26,156.19,1995,25,6.25
Eren Dinkçi,Heidenheim,German Bundesliga,RW,Forward,GER,22,214.15,2650,33,6.49
Erhan Mašović,Bochum,German Bundesliga,CB,Defender,SRB,25,171.65,2219,29,5.92
Eric Bailly,"Beşiktaş, Villarreal","Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",CB,Defender,CIV,30,93.32,1178,15,6.22
Eric Boakye,Aris Limassol FC,UEFA Europa League,RB,Defender,GHA,23,19.4,194,3,6.47
Eric Curbelo,Las Palmas,Spanish La Liga,CB,Defender,ESP,30,13.39,102,2,6.7
Eric Dier,"Bayern Munich, Tottenham","English Premier League, German Bundesliga, UEFA Champions League",CB,Defender,ENG,30,163.03,1817,24,6.79
Eric García,"Barcelona, Girona",Spanish La Liga,CB,Defender,ESP,23,220.65,2694,32,6.9
Eric Kitolano,Molde,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,NOR,26,44.23,182,7,6.32
Eric Martel,Köln,German Bundesliga,DM,Midfielder,GER,22,187.88,2457,30,6.26
Eric Maxim Choupo-Moting,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Forward,CMR,35,204.76,761,32,6.4
Erik Botheim,Salernitana,Italian Serie A,AM,Forward,NOR,23,41.02,316,7,5.86
Erik Daniel,Spartak Trnava,UEFA Europa Conference League,LB,Forward,CZE,31,30.63,390,5,6.13
Erik Jirka,Viktoria Plzeň,UEFA Europa Conference League,AM,Forward,SVK,26,12.73,173,2,6.36
Erik Marxen,Nordsjælland,UEFA Europa Conference League,RB,Defender,DEN,33,4.76,3,1,4.76
Erik Shuranov,Maccabi Haifa,UEFA Europa League,LM,Forward,GER,21,10.91,55,2,5.46
Erling Haaland,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,NOR,23,281.49,3328,40,7.04
Ermedin Demirović,Augsburg,German Bundesliga,AM,Forward,BIH,26,216.6,2873,33,6.56
Ernest Muçi,Legia Warsaw,UEFA Europa Conference League,LW,Forward,ALB,22,36.99,423,6,6.16
Ernest Nuamah,Lyon,French Ligue 1,RM,Forward,GHA,20,191.64,1838,29,6.61
Ernest Poku,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,NED,19,12.01,112,2,6.0
Ester Sokler,Aberdeen,UEFA Europa Conference League,AM,Forward,SVN,24,28.9,98,5,5.78
