Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Kiko Femenía,ESP,Getafe,Spanish La Liga,RB,Defender,34,585,1,46,44,45,44,70,55
Kiké,ESP,Espanyol,Spanish La Liga,AM,Forward,35,446,1,53,66,48,38,47,53
Kilian Fischer,GER,Wolfsburg,German Bundesliga,RB,Defender,25,604,1,37,57,45,54,52,49
Kim Min-jae,KOR,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,28,427,1,44,64,66,73,61,62
Kingsley Ehizibue,NED,Udinese,Italian Serie A,WB,Midfielder,30,465,1,33,30,24,39,35,33
Kiril Despodov,BUL,PAOK,UEFA Europa League,RW,Forward,28,235,1,30,56,55,39,42,44
Klisman Cake,ALB,Shkëndija 79,UEFA Europa Conference League,CB,Defender,26,360,1,44,45,34,25,74,50
Ko Itakura,JPN,Ajax,UEFA Champions League,CB,Defender,28,263,1,44,30,44,35,37,38
Koba Koindredi,FRA,Basel,UEFA Europa League,DM,Midfielder,24,144,1,40,28,43,41,33,37
Kobbie Mainoo,ENG,Manchester Utd,English Premier League,CM,Midfielder,20,143,1,33,72,70,72,72,66
Koffi Kouao,CIV,Metz,French Ligue 1,RB,Defender,27,1042,1,46,63,56,61,60,58
Kojo Peprah Oppong,GHA,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,21,1211,1,78,50,55,52,51,56
Koke,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,33,960,1,43,60,77,65,48,58
Koki Machida,JPN,Hoffenheim,German Bundesliga,CB,Defender,27,44,1,44,56,43,46,54,49
Konan N'dri,CIV,Lecce,Italian Serie A,RW,Forward,25,148,1,95,57,44,86,66,72
Koni De Winter,BEL,Milan,Italian Serie A,CB,Defender,23,345,1,50,48,65,66,38,51
Konrad Laimer,AUT,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,28,1138,1,65,92,77,87,54,69
Konstantinos Karetsas,GRE,Genk,UEFA Europa League,RW,Forward,17,184,1,42,67,69,67,44,59
Konstantinos Koulierakis,GRE,Wolfsburg,German Bundesliga,CB,Defender,21,810,1,43,57,54,50,51,51
Konstantinos Mavropanos,GRE,West Ham,English Premier League,CB,Defender,27,495,1,39,28,40,32,45,39
Kornel Lisman,POL,Lech Poznań,UEFA Europa Conference League,LW,Forward,19,97,1,34,51,60,46,57,47
Kosta Nedeljković,SRB,RB Leipzig,German Bundesliga,RB,Defender,19,12,1,44,21,15,8,22,21
Kostas Pileas,CYP,Pafos FC,UEFA Champions League,LB,Defender,26,220,1,44,21,18,11,33,26
Kostas Tsimikas,GRE,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,29,366,1,33,51,49,59,60,53
Kostiantyn Vivcharenko,UKR,Dynamo Kyiv,UEFA Europa Conference League,LB,Defender,23,66,1,55,34,55,77,48,55
Kouakou Gadou,FRA,RB Salzburg,UEFA Europa League,CB,Defender,18,270,1,33,43,42,41,57,47
Kristal Abazaj,ALB,KF Drita,UEFA Europa Conference League,AM,Forward,29,27,1,63,32,23,19,31,37
Kristian Bilovar,UKR,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,24,90,1,44,21,27,43,56,44
Kristian Thorstvedt,NOR,Sassuolo,Italian Serie A,LM,Midfielder,26,499,1,37,64,53,55,42,49
Kristijan Belic,SRB,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,24,180,1,29,43,58,53,72,45
Kristijan Jakić,CRO,Augsburg,German Bundesliga,CM,Midfielder,28,629,1,74,37,54,42,71,58
Kristinn Jónsson,ISL,Breiðablik,UEFA Europa Conference League,LB,Defender,35,264,1,48,76,57,67,63,61
Kristinn Steindórsson,ISL,Breiðablik,UEFA Europa Conference League,RM,Midfielder,35,131,1,40,76,64,51,29,48
Kristjan Asllani,ALB,Torino,Italian Serie A,CM,Midfielder,23,609,1,43,47,63,44,41,47
Kristoffer Ajer,NOR,Brentford,English Premier League,CB,Defender,27,389,1,45,58,37,40,58,48
Kristoffer Lund,USA,Köln,German Bundesliga,WB,Midfielder,23,629,1,42,36,34,39,45,40
Kristoffer Zachariassen,NOR,Ferencváros,UEFA Europa League,CM,Midfielder,31,162,1,92,69,41,36,44,52
Kristófer Kristinsson,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,26,64,1,39,32,25,63,63,40
Krépin Diatta,SEN,Monaco,"French Ligue 1, UEFA Champions League",WB,Midfielder,26,699,1,31,68,64,71,75,65
Kusini Yengi,AUS,Aberdeen,UEFA Europa Conference League,AM,Forward,26,25,1,40,34,41,31,23,36
Kwasi Sibo,GHA,Oviedo,Spanish La Liga,DM,Midfielder,27,326,1,40,27,31,19,66,41
Kwon Hyeokkyu,KOR,Nantes,French Ligue 1,CM,Midfielder,24,531,1,33,25,20,11,39,27
Kyle Clinton,GIB,Red Imps,UEFA Europa Conference League,CM,Midfielder,21,10,1,40,40,37,14,40,34
Kyle Walker,ENG,Burnley,English Premier League,RB,Defender,35,990,1,37,64,37,54,63,53
Kyle Walker-Peters,ENG,West Ham,English Premier League,RB,Defender,28,470,1,65,55,48,57,45,51
Kylian Mbappé,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,26,1393,1,90,87,78,81,20,81
Kyriakos Savvidis,GRE,Slovan Bratislava,UEFA Europa Conference League,DM,Midfielder,30,164,1,40,27,48,35,67,48
Kyriani Sabbe,BEL,Club Brugge,UEFA Champions League,RB,Defender,20,312,1,43,70,61,55,31,46
Kévin Danois,FRA,Auxerre,French Ligue 1,CM,Midfielder,21,883,1,35,61,72,63,57,59
Kévin Théophile-Catherine,FRA,Dinamo Zagreb,UEFA Europa League,CB,Defender,36,135,1,44,27,37,65,26,38
Ladislav Krejčí,CZE,"Girona, Wolves","English Premier League, Spanish La Liga",CB,Defender,26,900,1,67,68,66,56,38,53
Lamare Bogarde,NED,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,21,481,1,41,39,55,62,39,47
Lameck Banda,ZAM,Lecce,Italian Serie A,LW,Forward,24,368,1,39,41,35,54,60,43
Lamine Camara,SEN,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,21,422,1,33,68,80,64,66,64
Lamine Sy,MTN,Auxerre,French Ligue 1,RB,Defender,23,41,1,44,75,71,95,58,67
Lamine Yamal,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,18,885,1,86,96,80,95,60,88
Lancinet Kourouma,GUI,Girona,Spanish La Liga,CM,Midfielder,21,25,1,40,17,25,5,32,24
Lander Pinillos,ESP,Alavés,Spanish La Liga,CM,Midfielder,21,2,1,40,17,28,64,7,28
Landry Dimata,BEL,Pafos FC,UEFA Champions League,AM,Forward,28,76,1,34,25,25,21,24,27
Lanroy Machine,FRA,Angers,French Ligue 1,AM,Forward,20,184,1,36,42,41,37,52,40
Largie Ramazani,BEL,Valencia,Spanish La Liga,RM,Forward,24,90,1,42,82,64,84,57,66
Lars Remmem,NOR,Brann,UEFA Europa League,RW,Forward,19,6,1,34,16,34,33,48,29
Lars Ritzka,GER,St. Pauli,German Bundesliga,CB,Defender,27,246,1,44,26,35,25,69,47
Lassana Coulibaly,MLI,Lecce,Italian Serie A,RM,Midfielder,29,835,1,62,41,33,21,30,35
Lasse Berg Johnsen,NOR,Malmö,UEFA Europa League,CM,Midfielder,26,68,1,94,32,57,38,39,49
Lassine Sinayoko,MLI,Auxerre,French Ligue 1,AM,Forward,25,995,1,64,61,48,42,49,56
Lasso Coulibaly,CIV,Auxerre,French Ligue 1,RM,Midfielder,23,207,1,42,52,39,53,72,55
Laurent Abergel,FRA,Lorient,French Ligue 1,CM,Midfielder,32,1036,1,41,47,69,59,49,54
Lautaro Martínez,ARG,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,28,988,1,73,72,54,42,51,63
Lautaro Valenti,ARG,Parma,Italian Serie A,CB,Defender,26,588,1,59,42,35,31,44,41
Lazar Jovanović,SRB,Stuttgart,"German Bundesliga, UEFA Europa League",RW,Forward,18,48,1,41,71,55,76,61,60
Lazar Samardzic,SRB,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,23,541,1,73,72,84,84,59,76
Leander Dendoncker,BEL,Oviedo,Spanish La Liga,DM,Midfielder,30,947,1,69,32,38,29,64,48
Leandro Andrade,CPV,Qarabağ,UEFA Champions League,AM,Forward,26,257,1,82,38,58,34,53,55
Leandro Barreiro Martins,LUX,Benfica,UEFA Champions League,AM,Midfielder,25,94,1,32,50,53,31,45,43
Leandro Cabrera,URU,Espanyol,Spanish La Liga,CB,Defender,34,990,1,83,50,48,32,35,44
Leandro Trossard,BEL,Arsenal,"English Premier League, UEFA Champions League",LW,Forward,30,814,1,68,73,62,70,53,68
Leart Paqarada,KVX,Heidenheim,German Bundesliga,LB,Defender,30,6,1,44,21,17,6,5,14
Lee Grace,IRL,Shamrock Rovers,UEFA Europa Conference League,CB,Defender,32,123,1,31,28,38,27,53,40
Lee Hanbeom,KOR,Midtjylland,UEFA Europa League,CB,Defender,23,211,1,44,67,52,51,38,46
Lee Jae-sung,KOR,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,33,689,1,63,43,47,33,67,49
Lee Kang-in,KOR,Paris S-G,"French Ligue 1, UEFA Champions League",RM,Midfielder,24,735,1,44,90,83,92,27,62
Leighton Clarkson,ENG,Aberdeen,UEFA Europa Conference League,CM,Forward,24,93,1,26,18,43,15,67,27
Lennard Maloney,USA,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,26,371,1,24,35,29,14,52,34
Lennart Karl,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",RW,Forward,17,316,1,85,90,74,89,71,84
Lennon Miller,SCO,Udinese,Italian Serie A,CM,Midfielder,19,77,1,46,55,41,17,33,36
Lenny Joseph,FRA,Ferencváros,UEFA Europa League,AM,Forward,25,141,1,88,43,33,40,58,55
Leny Yoro,FRA,Manchester Utd,English Premier League,CB,Defender,19,641,1,32,39,52,46,51,47
Leo Bengtsson,SWE,Lech Poznań,UEFA Europa Conference League,LW,Forward,27,119,1,78,45,41,32,79,54
Leo Mikić,CRO,Zrinjski Mostar,UEFA Europa Conference League,AM,Forward,28,46,1,90,28,18,20,28,43
Leo Sauer,SVK,Feyenoord,UEFA Europa League,LW,Forward,19,115,1,26,46,31,64,65,42
Leo Skiri Østigård,NOR,Genoa,Italian Serie A,CB,Defender,25,765,1,89,49,49,40,40,49
Leon Avdullahu,SUI,Hoffenheim,German Bundesliga,DM,Midfielder,21,847,1,34,42,62,42,59,51
Leon Bailey,JAM,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,28,170,1,32,46,58,68,41,48
Leon Flach,USA,Jagiellonia,UEFA Europa Conference League,DM,Midfielder,24,189,1,29,32,38,27,66,43
Leon Goretzka,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,30,645,1,36,66,76,87,62,67
Leon Grgic,CRO,Sturm Graz,UEFA Europa League,AM,Forward,19,63,1,37,24,27,17,29,27
Leonardo Balerdi,ARG,Marseille,"French Ligue 1, UEFA Champions League",CB,Defender,26,786,1,40,57,59,56,73,61
Leonardo Bittencourt,GER,Werder Bremen,German Bundesliga,DM,Midfielder,31,183,1,46,49,73,64,58,59
Leonardo Lelo,POR,Braga,UEFA Europa League,WB,Midfielder,25,325,1,24,78,57,68,65,60
Leonardo Pavoletti,ITA,Cagliari,Italian Serie A,AM,Forward,36,64,1,21,49,41,12,53,33
Leonardo Spinazzola,ITA,Napoli,"Italian Serie A, UEFA Champions League",LB,Defender,32,771,1,91,91,59,72,32,57
Leopold Querfeld,AUT,Union Berlin,German Bundesliga,CB,Defender,21,900,1,41,54,40,11,50,39
Lequincio Zeefuik,NED,AZ Alkmaar,UEFA Europa Conference League,AM,Forward,20,44,1,34,51,67,21,49,43
Leroy Sané,GER,Galatasaray,UEFA Champions League,RW,Forward,29,246,1,41,87,71,78,63,68
Lesley Ugochukwu,FRA,Burnley,English Premier League,AM,Midfielder,21,589,1,86,39,29,35,43,44
Lev Kurgin,KAZ,Qaırat Almaty,UEFA Champions League,LB,Defender,23,11,1,44,21,23,40,16,26
Lewis Cook,ENG,Bournemouth,English Premier League,DM,Midfielder,28,81,1,47,30,76,69,81,66
Lewis Dunk,ENG,Brighton,English Premier League,CB,Defender,33,990,1,33,37,58,52,46,47
Lewis Ferguson,SCO,Bologna,"Italian Serie A, UEFA Europa League",DM,Midfielder,26,818,1,36,36,64,61,40,48
Lewis Hall,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LB,Defender,21,193,1,50,68,55,45,68,58
Lewis Miley,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",CM,Midfielder,19,423,1,22,48,54,42,57,48
Lewis Temple,IRL,Shelbourne FC,UEFA Europa Conference League,CB,Defender,20,45,1,56,34,21,20,71,46
Liam Delap,ENG,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,22,200,1,45,29,28,21,24,32
Liam Scales,IRL,Celtic,UEFA Europa League,CB,Defender,27,360,1,89,59,74,57,41,58
Lilian Brassier,FRA,Rennes,French Ligue 1,CB,Defender,26,577,1,34,52,63,67,36,48
Lilian Raolisoa,FRA,Angers,French Ligue 1,RW,Forward,25,649,1,35,53,57,62,73,51
Linton Maina,GER,Köln,German Bundesliga,AM,Forward,26,224,1,25,74,72,72,39,57
Liridon Balaj,KVX,KF Drita,UEFA Europa Conference League,AM,Forward,26,137,1,36,28,45,40,30,36
Liridon Latifi,ALB,Shkëndija 79,UEFA Europa Conference League,LW,Forward,31,222,1,71,34,46,36,48,48
Llazaros Rota,GRE,AEK Athens,UEFA Europa Conference League,RB,Defender,28,255,1,35,91,83,95,54,68
Lloyd Kelly,ENG,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,27,1080,1,87,58,66,57,54,62
Logi Tómasson,ISL,Samsunspor,UEFA Europa Conference League,LB,Defender,25,260,1,48,48,60,45,44,48
Lohann Doucet,FRA,Paris FC,French Ligue 1,CM,Midfielder,23,83,1,47,56,77,41,11,41
Lorenz Assignon,TOG,Stuttgart,"German Bundesliga, UEFA Europa League",RB,Defender,25,766,1,49,83,52,68,46,54
Lorenzo Bernasconi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,21,481,1,37,52,51,70,45,51
Lorenzo Colombo,ITA,Genoa,Italian Serie A,AM,Forward,23,555,1,41,30,26,26,44,33
Lorenzo De Silvestri,ITA,Bologna,Italian Serie A,RB,Defender,37,139,1,44,55,35,32,27,34
Lorenzo Lucca,ITA,Napoli,"Italian Serie A, UEFA Champions League",AM,Forward,25,434,1,59,39,29,26,27,40
Lorenzo Pellegrini,ITA,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,29,549,1,81,64,79,84,56,75
Lorenzo Pirola,ITA,Olympiacos,UEFA Champions League,CB,Defender,23,344,1,31,38,38,23,57,42
Lorenzo Scipioni,ARG,Olympiacos,UEFA Champions League,DM,Midfielder,20,24,1,40,35,66,44,58,51
Lorenzo Venturino,ITA,Genoa,Italian Serie A,LB,Defender,19,39,1,70,81,78,94,14,55
Loris Benito,SUI,Young Boys,UEFA Europa League,CB,Defender,33,270,1,44,38,79,79,57,63
Lorran,BRA,Pisa,Italian Serie A,CM,Midfielder,19,11,1,99,31,31,75,39,52
Louis Buffon,ITA,Pisa,Italian Serie A,AM,Forward,17,14,1,34,16,16,12,13,20
Louis Leroux,FRA,Nantes,French Ligue 1,LB,Defender,19,926,1,81,73,46,34,45,50
Louis Mouton,FRA,Angers,French Ligue 1,AM,Forward,23,670,1,29,47,63,36,58,43
Louis Oppie,GER,St. Pauli,German Bundesliga,WB,Midfielder,23,900,1,73,44,48,45,48,50
Louis Patris,BEL,Union SG,UEFA Champions League,WB,Midfielder,24,35,1,42,42,39,58,82,58
Louis Schaub,AUT,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,30,63,1,40,74,52,64,60,58
Louka Prip,DEN,Jagiellonia,UEFA Europa Conference League,RW,Forward,28,87,1,41,73,48,72,54,58
Loum Tchaouna,FRA,Burnley,English Premier League,RM,Midfielder,22,441,1,83,46,24,38,39,43
Lovro Majer,CRO,Wolfsburg,German Bundesliga,AM,Forward,27,341,1,61,64,80,70,57,67
Loïc Bade,FRA,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,25,1047,1,42,50,62,58,66,59
Loïc Nego,HUN,Le Havre,French Ligue 1,RB,Defender,34,901,1,45,74,59,70,55,59
Loïs Openda,BEL,"Juventus, RB Leipzig","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,25,433,1,36,70,49,55,36,52
Luca Jaquez,SUI,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,22,652,1,33,52,78,62,45,54
Luca Kerber,GER,Heidenheim,German Bundesliga,RM,Midfielder,23,319,1,36,32,22,19,36,29
Luca Koleosho,ITA,Espanyol,Spanish La Liga,LM,Midfielder,21,63,1,49,62,45,90,65,63
Luca Lipani,ITA,Sassuolo,Italian Serie A,CM,Midfielder,20,94,1,40,35,54,30,37,39
Luca Marianucci,ITA,Napoli,Italian Serie A,CB,Defender,21,90,1,54,44,86,54,55,60
Luca Mazzitelli,ITA,Cagliari,Italian Serie A,CM,Midfielder,29,59,1,40,36,79,50,25,44
Luca Meirelles,BRA,Shakhtar,UEFA Europa Conference League,AM,Forward,18,180,1,74,49,52,34,55,55
Luca Moro,ITA,Sassuolo,Italian Serie A,AM,Forward,24,23,1,47,54,36,49,62,48
Luca Netz,GER,Gladbach,German Bundesliga,LB,Defender,22,238,1,44,82,35,37,41,42
Luca Pellegrini,ITA,Lazio,Italian Serie A,LB,Defender,26,298,1,44,57,45,49,49,48
Luca Ranieri,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,26,990,1,65,62,58,46,51,54
Luca Waldschmidt,GER,Köln,German Bundesliga,AM,Forward,29,207,1,77,72,57,59,33,66
Luca-Constantin Basceanu,ROU,CS U Craiova,UEFA Europa Conference League,AM,Forward,19,1,1,34,16,35,64,30,34
Lucas,BRA,Burnley,English Premier League,LB,Defender,24,10,1,44,69,88,64,11,45
Lucas Ahijado,ESP,Oviedo,Spanish La Liga,RB,Defender,30,371,1,49,86,43,50,61,55
Lucas Beltrán,ARG,Valencia,Spanish La Liga,AM,Forward,24,340,1,23,34,55,40,65,37
Lucas Beraldo,BRA,Paris S-G,French Ligue 1,CB,Defender,21,580,1,82,52,73,61,63,66
Lucas Bergvall,SWE,Tottenham,"English Premier League, UEFA Champions League",RM,Forward,19,621,1,55,52,57,48,67,54
Lucas Boyé,ARG,Alavés,Spanish La Liga,AM,Forward,29,552,1,76,62,58,47,71,63
Lucas Da Cunha,FRA,Como,Italian Serie A,DM,Midfielder,24,662,1,38,54,62,63,36,49
Lucas Digne,FRA,Aston Villa,"English Premier League, UEFA Europa League",LB,Defender,32,848,1,41,83,43,50,43,47
Lucas Ferreira,BRA,Shakhtar,UEFA Europa Conference League,RM,Midfielder,19,203,1,92,71,39,63,43,56
Lucas Gourna-Douath,FRA,RB Salzburg,UEFA Europa League,DM,Midfielder,22,1,1,40,17,13,42,12,23
Lucas Hernández,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LB,Defender,29,631,1,57,51,80,82,39,59
Lucas Höler,GER,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,31,663,1,29,33,44,27,62,34
Lucas Høgsberg,DEN,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,19,1019,1,47,39,66,50,38,47
Lucas Michal,FRA,Monaco,French Ligue 1,CM,Midfielder,20,45,1,28,35,33,36,31,33
Lucas Oliveira Rosa,BRA,Ajax,UEFA Champions League,RB,Defender,25,173,1,44,50,46,50,67,55
Lucas Paquetá,BRA,West Ham,English Premier League,AM,Forward,28,959,1,62,47,78,61,80,61
Lucas Rosier,FRA,Rennes,French Ligue 1,AM,Forward,18,1,1,34,16,16,3,13,19
Lucas Torreira,URU,Galatasaray,UEFA Champions League,DM,Midfielder,29,355,1,31,41,49,25,63,45
Lucas Torró,ESP,Osasuna,Spanish La Liga,CM,Midfielder,31,795,1,31,33,40,24,66,43
Lucas Tousart,FRA,Brest,French Ligue 1,DM,Midfielder,28,239,1,60,37,41,26,73,51
Lucas Vázquez,ESP,Leverkusen,"German Bundesliga, UEFA Champions League",WB,Midfielder,34,321,1,33,66,43,58,48,49
Luciano Valente,NED,Feyenoord,UEFA Europa League,DM,Midfielder,22,301,1,39,78,70,78,41,59
Lucien Agoume,FRA,Sevilla,Spanish La Liga,DM,Midfielder,23,752,1,67,53,63,48,57,57
Luck Zogbé,CIV,Brest,French Ligue 1,RW,Forward,20,3,1,34,16,31,41,35,29
Ludovic Ajorque,FRA,Brest,French Ligue 1,AM,Forward,31,1074,1,35,56,44,28,51,42
Ludovic Blas,FRA,Rennes,French Ligue 1,CM,Midfielder,27,587,1,62,75,60,70,33,55
Luis Díaz,COL,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,28,1062,1,86,87,75,86,54,82
Luis Enrique Palma,HON,Lech Poznań,UEFA Europa Conference League,AM,Forward,25,205,1,92,59,65,54,48,68
Luis Guilherme,BRA,West Ham,English Premier League,LW,Forward,19,56,1,24,16,23,22,33,22
Luis Henrique,BRA,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,23,229,1,37,52,63,64,38,50
Luis Javier Suárez,COL,Sporting CP,UEFA Champions League,AM,Forward,27,214,1,53,52,48,31,39,47
Luis Milla,ESP,Getafe,Spanish La Liga,CM,Midfielder,31,1078,1,38,72,62,41,55,54
Luis Rioja,ESP,Valencia,Spanish La Liga,RM,Midfielder,32,851,1,75,75,39,56,35,51
Luiz Felipe,ITA,Rayo Vallecano,Spanish La Liga,CB,Defender,28,219,1,44,33,28,31,44,37
Luka Ilić,SRB,Oviedo,Spanish La Liga,AM,Forward,26,529,1,58,30,50,25,63,43
Luka Ivanušec,CRO,PAOK,UEFA Europa League,AM,Forward,26,17,1,34,64,71,78,13,56
Luka Jović,SRB,AEK Athens,UEFA Europa Conference League,AM,Forward,27,202,1,52,52,39,28,23,44
Luka Menalo,BIH,Rijeka,UEFA Europa Conference League,CM,Midfielder,29,63,1,40,31,17,19,40,30
Luka Modrić,CRO,Milan,Italian Serie A,CM,Midfielder,40,963,1,73,75,84,77,57,71
Luka Stojkovic,CRO,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,22,88,1,43,65,75,87,34,58
Luka Sučić,CRO,Real Sociedad,Spanish La Liga,CM,Midfielder,23,133,1,40,38,55,74,36,48
Luka Vušković,CRO,Hamburger SV,German Bundesliga,CB,Defender,18,720,1,81,48,56,54,49,56
Luka Zarić,SRB,Red Star,UEFA Europa League,LW,Forward,16,10,1,48,29,35,78,23,44
Lukas Grgic,AUT,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,30,124,1,40,19,45,23,56,40
Lukas Klostermann,GER,RB Leipzig,German Bundesliga,CB,Defender,29,5,1,44,44,70,28,28,40
Lukas Kübler,GER,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,33,732,1,54,65,45,35,60,52
Lukas Lerager,DEN,FC Copenhagen,UEFA Champions League,CM,Midfielder,32,360,1,43,44,40,23,82,52
Lukas Nmecha,GER,Leeds United,English Premier League,AM,Forward,26,278,1,73,27,21,32,47,42
Lukas Ullrich,GER,Gladbach,German Bundesliga,LB,Defender,21,624,1,34,69,45,48,56,50
Luke Shaw,ENG,Manchester Utd,English Premier League,CB,Defender,30,934,1,34,56,55,54,49,50
Lukáš Haraslín,SVK,Sparta Prague,UEFA Europa Conference League,LW,Forward,29,76,1,82,77,65,91,45,77
Lukáš Provod,CZE,Slavia Prague,UEFA Champions League,AM,Forward,29,340,1,35,72,78,74,76,63
Lukáš Sadílek,CZE,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,29,90,1,82,73,74,90,62,74
Lukáš Červ,CZE,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,24,357,1,43,43,46,33,49,44
Lutsharel Geertruida,NED,Sunderland,English Premier League,CB,Defender,25,342,1,39,68,43,43,56,49
Luís Gustavo Ledes,POR,AÉK Lárnaka,UEFA Europa Conference League,CM,Midfielder,33,270,1,55,67,76,69,35,57
Luís Mata,POR,Qaırat Almaty,UEFA Champions League,LB,Defender,28,349,1,52,57,37,47,48,47
Lyes Houri,FRA,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,29,46,1,66,59,59,64,73,66
Lyle Foster,RSA,Burnley,English Premier League,AM,Forward,25,580,1,60,38,36,25,46,42
Lynnt Audoor,BEL,Club Brugge,UEFA Champions League,DM,Midfielder,22,78,1,40,38,55,26,27,36
Léo Leroy,FRA,Basel,UEFA Europa League,DM,Midfielder,25,331,1,44,75,61,58,79,66
Léo Pétrot,FRA,Elche,Spanish La Liga,CB,Defender,28,344,1,32,31,41,71,68,56
Léo Scienza,BRA,Heidenheim,German Bundesliga,AM,Forward,26,180,1,74,64,44,63,43,62
M'Bala Nzola,ANG,Pisa,Italian Serie A,AM,Forward,29,709,1,49,49,53,33,42,46
Mads Bech Sørensen,DEN,Midtjylland,UEFA Europa League,CB,Defender,26,360,1,86,60,56,41,47,54
Mads Bidstrup,DEN,RB Salzburg,UEFA Europa League,DM,Midfielder,24,89,1,60,32,49,37,71,53
Mads Emil Madsen,DEN,FC Copenhagen,UEFA Champions League,CM,Midfielder,27,59,1,40,17,27,10,57,34
Mads Hansen,DEN,Brann,UEFA Europa League,AM,Forward,23,43,1,34,29,55,49,64,41
Mads Sande,NOR,Brann,UEFA Europa League,RM,Midfielder,27,17,1,44,30,18,23,12,22
Maghnes Akliouche,FRA,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,23,1208,1,48,77,77,79,67,68
Magnus Riisnæs,NOR,Bodø/Glimt,UEFA Champions League,RB,Defender,20,26,1,56,55,27,60,92,65
Magomed Ozdoyev,RUS,PAOK,UEFA Europa League,DM,Midfielder,33,181,1,29,59,48,58,50,50
Mahamadou Nagida,CMR,Rennes,French Ligue 1,RB,Defender,20,85,1,45,65,45,51,61,54
Mahdi Camara,FRA,Rennes,French Ligue 1,CM,Midfielder,27,719,1,50,59,51,52,67,57
Mahmoud Dahoud,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,29,87,1,34,32,68,46,50,48
Mahmudu Bajo,GAM,Red Star,UEFA Europa League,DM,Midfielder,21,11,1,40,17,70,77,24,45
Maho Dorgelès,CIV,Braga,UEFA Europa League,WB,Midfielder,21,35,1,40,71,88,79,24,56
Malang Sarr,FRA,Lens,French Ligue 1,CB,Defender,26,990,1,38,38,48,37,64,50
Malcolm Edjouma,FRA,FCSB,UEFA Europa League,DM,Midfielder,29,102,1,40,22,15,18,70,38
Malcolm Jeng,SWE,Feyenoord,UEFA Europa League,CB,Defender,20,61,1,44,21,36,54,53,46
Malick Fofana,BEL,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,20,880,1,53,73,51,74,47,62
Malick Thiaw,GER,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,24,931,1,40,42,55,55,57,53
Malik Tillman,USA,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,23,584,1,65,48,62,69,81,61
Malo Gusto,FRA,Chelsea,"English Premier League, UEFA Champions League",RB,Defender,22,721,1,81,85,62,66,60,66
Malthe Hojholt,DEN,Pisa,Italian Serie A,CM,Midfielder,24,86,1,40,20,25,10,56,34
Mama Samba Baldé,GNB,Brest,French Ligue 1,LW,Forward,30,465,1,44,64,37,48,69,51
Mamadou Coulibaly,FRA,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,21,818,1,71,70,63,63,73,68
