Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Sam Todd,IRL,Larne FC,UEFA Europa Conference League,CB,Defender,26,382,1,19,17,32,68
Samet Akaydın,TUR,Fenerbahçe,UEFA Europa League,CB,Defender,30,135,1,36,28,13,48
Sammie Szmodics,IRL,Ipswich Town,English Premier League,LW,Forward,29,847,1,66,31,32,68
Sampson Dweh Jr.,LBR,Viktoria Plzeň,UEFA Europa League,CB,Defender,23,969,1,37,43,33,80
Samson Baidoo,AUT,RB Salzburg,UEFA Champions League,CB,Defender,20,616,1,46,30,42,75
Samu,POR,Vitória,UEFA Europa Conference League,AM,Forward,28,185,1,83,59,25,67
Samu Costa,POR,Mallorca,Spanish La Liga,CM,Midfielder,24,2649,1,36,49,38,72
Samu Omorodion,ESP,Porto,UEFA Europa League,AM,Forward,20,764,1,78,40,30,42
Samuel Amo-Ameyaw,ENG,"Southampton, Strasbourg","English Premier League, French Ligue 1",AM,Forward,18,348,1,88,69,65,49
Samuel Bamba,GER,Bochum,German Bundesliga,AM,Midfielder,21,27,1,53,85,95,48
Samuel Chukwueze,NGA,Milan,"Italian Serie A, UEFA Champions League",RW,Forward,26,1125,1,64,86,93,69
Samuel Dahl,SWE,"Benfica, Roma","Italian Serie A, UEFA Champions League",DM,Defender,25,200,1,42,74,91,42
Samuel Edozie,ENG,"Anderlecht, Southampton","English Premier League, UEFA Europa League",LW,Forward,22,283,1,84,56,89,48
Samuel Essende,COD,Augsburg,German Bundesliga,AM,Forward,27,1636,1,62,39,46,46
Samuel Gigot,FRA,Lazio,"Italian Serie A, UEFA Europa League",CB,Defender,31,1184,1,76,40,45,57
Samuel Grandsir,FRA,Le Havre,French Ligue 1,RW,Forward,28,84,1,38,82,48,47
Samuel Iling-Junior,ENG,Bologna,"Italian Serie A, UEFA Champions League",RW,Forward,21,467,1,64,47,81,53
Samuel Lino,BRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LM,Midfielder,25,1964,1,64,76,92,59
Samuel Mbangula,BEL,Juventus,"Italian Serie A, UEFA Champions League",LW,Forward,21,935,1,71,73,64,51
Samuel Rak-Sakyi,ENG,Chelsea,UEFA Europa Conference League,DM,Midfielder,19,107,1,26,63,46,62
Samuele Birindelli,ITA,Monza,Italian Serie A,WB,Midfielder,25,1468,1,78,50,73,33
Samuele Ricci,ITA,Torino,Italian Serie A,CM,Midfielder,23,2685,1,50,40,41,35
Samuele Vignato,ITA,Monza,Italian Serie A,AM,Forward,21,444,1,24,35,36,42
Samy Mmaee,MAR,Dinamo Zagreb,UEFA Champions League,CB,Defender,28,270,1,31,18,17,55
Sander Berge,NOR,Fulham,English Premier League,DM,Midfielder,27,2089,1,32,31,39,51
Sandi Lovrić,SVN,Udinese,Italian Serie A,CM,Midfielder,27,2228,1,65,63,69,39
Sandi Ogrinec,SVN,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,26,896,1,73,27,40,68
Sandro Kulenović,CRO,Dinamo Zagreb,UEFA Champions League,AM,Forward,25,496,1,65,23,14,66
Sandro Lauper,SUI,Young Boys,UEFA Champions League,CB,Midfielder,28,518,1,24,20,25,68
Sandro Ramírez,ESP,Las Palmas,Spanish La Liga,RW,Forward,29,2034,1,70,57,47,58
Sandro Tonali,ITA,Newcastle Utd,English Premier League,CM,Midfielder,25,2429,1,62,64,55,49
Santeri Haarala,FIN,Djurgården,UEFA Europa Conference League,LW,Forward,25,361,1,28,64,41,43
Santeri Hostikka,FIN,HJK,UEFA Europa Conference League,LM,Midfielder,27,441,1,32,35,69,53
Santi Comesaña,ESP,Villarreal,Spanish La Liga,CM,Midfielder,28,2560,1,63,66,56,58
Santiago Bueno,URU,Wolves,English Premier League,CB,Defender,26,1382,1,36,23,14,41
Santiago Castro,ARG,Bologna,"Italian Serie A, UEFA Champions League",AM,Forward,20,2563,1,57,41,28,45
Santiago Giménez,MEX,"Feyenoord, Milan","Italian Serie A, UEFA Champions League",AM,Forward,24,1115,1,80,41,35,45
Santiago Hezze,ARG,Olympiacos,UEFA Europa League,DM,Midfielder,23,703,1,76,45,45,76
Santiago Mouriño,URU,Alavés,Spanish La Liga,CB,Defender,23,1849,1,35,50,34,66
Santiago Pierotti,ARG,Lecce,Italian Serie A,RW,Forward,24,1721,1,47,42,45,73
Sascha Horvath,AUT,LASK,UEFA Europa Conference League,LM,Midfielder,28,339,1,38,62,85,44
Saud Abdulhamid,KSA,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,25,380,1,84,80,80,35
Sayfallah Ltaief,TUN,Twente,UEFA Europa League,LW,Forward,24,480,1,58,63,88,66
Saïd Benrahma,ALG,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,29,1038,1,50,90,82,41
Saïmon Bouabré,FRA,Monaco,French Ligue 1,CM,Midfielder,18,97,1,35,25,68,30
Saúl Coco,EQG,Torino,Italian Serie A,CB,Defender,26,2665,1,66,24,30,45
Saúl Ñíguez,ESP,Sevilla,Spanish La Liga,AM,Midfielder,30,1553,1,57,67,43,72
Saša Jovanović,SRB,TSC Bačka Top,UEFA Europa Conference League,AM,Forward,32,30,1,50,23,21,32
Saša Lukić,SRB,Fulham,English Premier League,DM,Midfielder,28,2299,1,34,53,48,52
Scott Banks,SCO,St. Pauli,German Bundesliga,RW,Forward,23,116,1,26,34,53,58
Scott McKenna,SCO,Las Palmas,Spanish La Liga,CB,Defender,28,2466,1,24,31,32,46
Scott McTominay,SCO,"Manchester Utd, Napoli","English Premier League, Italian Serie A",AM,Forward,28,2957,1,68,48,43,67
Sead Kolašinac,BIH,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,31,2536,1,59,77,77,54
Sean Graham,NIR,Larne FC,UEFA Europa Conference League,CM,Defender,24,365,1,61,77,66,58
Sean Longstaff,ENG,Newcastle Utd,English Premier League,RM,Midfielder,27,702,1,30,32,41,51
Sebastiaan Bornauw,BEL,Wolfsburg,German Bundesliga,CB,Defender,26,788,1,78,38,21,62
Sebastian Herrera Cardona,COL,Borac Banja Luka,UEFA Europa Conference League,LB,Defender,30,840,1,61,74,78,76
Sebastian Holmén,SWE,Elfsborg,UEFA Europa League,CB,Defender,32,625,1,22,25,26,67
Sebastian Jørgensen,DEN,Malmö,UEFA Europa League,DM,Midfielder,24,7,1,27,24,29,5
Sebastian Nanasi,SWE,Strasbourg,French Ligue 1,AM,Forward,23,2107,1,56,80,57,45
Sebastian Otoa,DEN,Genoa,Italian Serie A,CB,Defender,21,179,1,31,17,9,55
Sebastian Szymański,POL,Fenerbahçe,UEFA Europa League,AM,Midfielder,25,961,1,75,82,61,50
Sebastian Walukiewicz,POL,"Empoli, Torino",Italian Serie A,CB,Defender,25,1688,1,39,53,53,40
Sebastiano Esposito,ITA,Empoli,Italian Serie A,AM,Forward,22,2314,1,65,55,38,52
Sebastiano Luperto,ITA,Cagliari,Italian Serie A,CB,Defender,28,3240,1,51,46,35,37
Sebbe Gheerardyns,BEL,Cercle Brugge,UEFA Europa Conference League,LB,Defender,19,9,1,50,33,43,24
Seedy Jatta,NOR,Sturm Graz,UEFA Champions League,AM,Forward,21,381,1,28,35,33,42
Seiya Maikuma,JPN,AZ Alkmaar,UEFA Europa League,RB,Defender,27,964,1,91,68,67,54
Seko Fofana,CIV,Rennes,French Ligue 1,CM,Midfielder,30,844,1,64,71,86,48
Sekou Mara,FRA,Strasbourg,French Ligue 1,AM,Forward,22,768,1,31,39,37,64
Selim Amallah,MAR,Valladolid,Spanish La Liga,CM,Midfielder,28,1376,1,63,51,60,32
Sem Steijn,NED,Twente,UEFA Europa League,AM,Forward,23,728,1,46,43,21,55
Sem van Duijn,NED,AZ Alkmaar,UEFA Europa League,AM,Forward,20,11,1,23,13,6,40
Semih Kılıçsoy,TUR,Beşiktaş,UEFA Europa League,AM,Forward,19,416,1,58,55,56,57
Senna Miangue,BEL,Cercle Brugge,UEFA Europa Conference League,CB,Defender,27,450,1,34,46,31,70
Senne Lynen,BEL,Werder Bremen,German Bundesliga,CM,Midfielder,26,2733,1,27,35,23,59
Senny Mayulu,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,19,858,1,94,85,88,33
Senou Coulibaly,MLI,AC Omonia,UEFA Europa Conference League,CB,Defender,30,630,1,68,31,48,53
Seol Young-woo,KOR,Red Star,UEFA Champions League,LB,Defender,26,700,1,49,74,82,28
Sepp van den Berg,NED,Brentford,English Premier League,CB,Defender,23,2046,1,42,29,39,52
Serdar Gürler,TUR,Başakşehir,UEFA Europa Conference League,LW,Forward,33,80,1,40,62,46,13
Serge Gnabry,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,29,1794,1,68,84,80,49
Serge Raux Yao,FRA,Rapid Wien,UEFA Europa Conference League,CB,Defender,25,949,1,45,41,35,20
Sergei Muradyan,ARM,FC Noah,UEFA Europa Conference League,CB,Defender,20,540,1,34,36,30,40
Sergi,ESP,Leganés,Spanish La Liga,CB,Defender,33,2957,1,62,34,23,53
Sergi Altimira,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,23,2744,1,48,47,51,54
Sergi Canós,ESP,Valencia,Spanish La Liga,LM,Midfielder,28,370,1,52,47,71,60
Sergi Cardona,ESP,Villarreal,Spanish La Liga,LB,Defender,25,2945,1,64,79,72,65
Sergi Darder,ESP,Mallorca,Spanish La Liga,LM,Midfielder,31,2744,1,69,81,63,47
Sergi Dominguez,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,19,207,1,31,33,32,49
Sergi Guardiola,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,33,362,1,26,36,20,43
Sergi Gómez,ESP,Espanyol,Spanish La Liga,CB,Defender,33,664,1,33,18,12,31
Sergi Roberto,ESP,Como,Italian Serie A,DM,Midfielder,33,696,1,37,62,55,39
Sergio Akieme,ESP,Reims,French Ligue 1,LB,Defender,27,2523,1,78,72,72,37
Sergio Arribas,ESP,Betis,Spanish La Liga,LB,Defender,21,90,1,31,18,26,71
Sergio Camello,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,23,1134,1,50,53,46,37
Sergio Carreira,ESP,Celta Vigo,Spanish La Liga,RM,Midfielder,24,1656,1,38,68,76,33
Sergio Gómez,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",LM,Midfielder,24,3013,1,73,74,63,45
Sergio Peña,PER,Malmö,UEFA Europa League,CM,Midfielder,29,425,1,84,65,51,62
Sergio Reguilón,ESP,Tottenham,English Premier League,LB,Defender,28,159,1,25,74,63,83
Sergio Tejera,ESP,APOEL,UEFA Europa Conference League,CM,Midfielder,34,696,1,36,65,37,54
Sergio Viera,ESP,Las Palmas,Spanish La Liga,AM,Forward,20,96,1,27,22,17,65
Sergiu Perciun,MDA,Torino,Italian Serie A,RW,Forward,19,152,1,49,67,45,57
Sergiu Plătică,MDA,Petrocub,UEFA Europa Conference League,AM,Defender,33,527,1,66,45,77,46
Serhou Guirassy,GUI,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,29,3681,1,68,53,26,60
Seydouba Cissé,GUI,Leganés,Spanish La Liga,CM,Midfielder,24,2435,1,55,42,50,50
Shaun Want,SCO,Larne FC,UEFA Europa Conference League,CB,Defender,27,450,1,25,25,16,40
Shavy Babicka,GAB,Toulouse,French Ligue 1,AM,Forward,24,1186,1,57,57,62,50
Sheraldo Becker,SUR,Real Sociedad,"Spanish La Liga, UEFA Europa League",RM,Midfielder,30,1511,1,81,72,82,31
Shiō Fukuda,JPN,Gladbach,German Bundesliga,AM,Forward,21,60,1,93,16,29,40
Shkelqim Vladi,KVX,Lugano,UEFA Europa Conference League,AM,Forward,24,152,1,26,62,33,27
Shola Shoretire,ENG,PAOK,UEFA Europa League,RW,Forward,20,68,1,47,83,67,64
Shumaira Mheuka,ENG,Chelsea,"English Premier League, UEFA Europa Conference League",AM,Forward,17,120,1,21,13,18,53
Shuto Machino,JPN,Holstein Kiel,German Bundesliga,AM,Forward,25,1953,1,79,58,37,55
Sidiki Cherif,FRA,Angers,French Ligue 1,AM,Forward,18,324,1,21,31,42,48
Siebe Van Der Heyden,BEL,"Mallorca, St. Pauli","German Bundesliga, Spanish La Liga",CB,Defender,26,969,1,54,51,49,68
Siemen Voet,BEL,Slovan Bratislava,UEFA Champions League,CB,Defender,24,255,1,36,57,46,53
Sikou Niakaté,MLI,Braga,UEFA Europa League,CB,Defender,25,436,1,77,27,30,66
Silas Katompa,COD,Red Star,UEFA Champions League,RW,Forward,26,618,1,55,46,60,54
Silvan Widmer,SUI,Mainz 05,German Bundesliga,WB,Midfielder,32,504,1,36,56,44,53
Silvi Clúa,ESP,Girona,"Spanish La Liga, UEFA Champions League",CM,Midfielder,19,241,1,43,17,49,76
Silvère Ganvoula M'Boussy,CGO,"Monza, Young Boys","Italian Serie A, UEFA Champions League",AM,Forward,28,812,1,34,19,32,64
Simion Michez,BEL,Slavia Prague,UEFA Europa League,RW,Forward,22,368,1,40,34,47,66
Simon Adingra,CIV,Brighton,English Premier League,LW,Forward,23,1013,1,58,68,82,71
Simon Cara,FRA,Montpellier,French Ligue 1,AM,Forward,19,9,1,26,13,23,8
Simon Hedlund,SWE,Elfsborg,UEFA Europa League,RM,Midfielder,31,720,1,64,52,39,57
Simon Sohm,SUI,Parma,Italian Serie A,DM,Midfielder,24,2899,1,71,47,60,45
Simone Pafundi,ITA,Udinese,Italian Serie A,CM,Midfielder,19,116,1,62,56,65,45
Simone Verdi,ITA,Como,Italian Serie A,LW,Forward,32,115,1,53,79,77,55
Sinaly Diomande,CIV,Auxerre,French Ligue 1,CB,Defender,24,1945,1,78,39,36,50
Sion Bradley,WAL,The New Saints,UEFA Europa Conference League,CM,Midfielder,26,79,1,28,48,47,52
Sirlord Conteh,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",RW,Forward,28,1274,1,43,59,57,49
Siyabonga Ngezana,RSA,FCSB,UEFA Europa League,CB,Defender,27,704,1,26,18,21,61
Skelly Alvero,FRA,Werder Bremen,German Bundesliga,CM,Midfielder,22,236,1,30,29,24,68
Sofiane Boufal,MAR,Union SG,UEFA Europa League,AM,Forward,31,234,1,49,91,88,63
Sofiane Diop,FRA,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,24,1471,1,63,86,58,69
Sofyan Amrabat,MAR,"Fenerbahçe, Fiorentina","Italian Serie A, UEFA Europa League",CM,Midfielder,28,1110,1,32,55,29,40
Solly March,ENG,Brighton,English Premier League,RW,Forward,30,167,1,38,56,62,61
Solomon John,NGA,Mladá Boleslav,UEFA Europa Conference League,LW,Forward,23,169,1,43,81,72,57
Son,ESP,Ludogorets,UEFA Europa League,LB,Defender,30,614,1,49,62,76,47
Son Heung-min,KOR,Tottenham,"English Premier League, UEFA Europa League",LW,Forward,32,2328,1,79,84,85,48
Sondre Auklend,NOR,Bodø/Glimt,UEFA Europa League,LM,Midfielder,21,105,1,34,37,73,56
Sondre Brunstad Fet,NOR,Bodø/Glimt,UEFA Europa League,LM,Midfielder,28,508,1,64,36,59,68
Sondre Granaas,NOR,Molde,UEFA Europa Conference League,CM,Midfielder,18,135,1,52,55,91,70
Sondre Sørli,NOR,Bodø/Glimt,UEFA Europa League,RW,Forward,29,195,1,45,64,79,48
Sorba Thomas,WAL,Nantes,French Ligue 1,RW,Forward,25,1321,1,43,77,55,48
Soualiho Meïté,FRA,PAOK,UEFA Europa League,DM,Midfielder,30,122,1,27,47,36,18
Souleymane Touré,FRA,Udinese,Italian Serie A,CB,Defender,21,643,1,74,35,46,34
Soumaïla Coulibaly,FRA,Brest,"French Ligue 1, UEFA Champions League",CB,Defender,21,1074,1,39,34,26,36
Soungoutou Magassa,FRA,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,21,1312,1,58,56,39,65
Srđan Grahovac,BIH,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,32,414,1,30,35,37,48
Stanis Idumbo,BEL,Sevilla,Spanish La Liga,LW,Forward,19,284,1,60,49,70,65
Stanislav Basmanov,KAZ,Astana FK,UEFA Europa Conference League,RB,Defender,23,158,1,41,67,86,32
Stanislav Lobotka,SVK,Napoli,Italian Serie A,CM,Midfielder,30,2636,1,32,51,37,37
Stanko Jurić,CRO,Valladolid,Spanish La Liga,CM,Midfielder,28,1729,1,25,25,21,76
Stanley N'Soki,FRA,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,26,1740,1,42,53,54,61
Stav Lemkin,ISR,Maccabi Tel Aviv,UEFA Europa League,RB,Defender,21,375,1,37,40,43,57
Stefan Bajcetic,ESP,"Las Palmas, RB Salzburg","Spanish La Liga, UEFA Champions League",CM,Midfielder,20,1174,1,58,38,36,65
Stefan Bell,GER,Mainz 05,German Bundesliga,CB,Defender,33,1436,1,38,47,32,56
Stefan Dražić,SRB,APOEL,UEFA Europa Conference League,AM,Forward,32,150,1,43,45,29,54
Stefan Džodić,SRB,Montpellier,French Ligue 1,CB,Defender,20,242,1,26,28,35,53
Stefan Gartenmann,SUI,Ferencváros,UEFA Europa League,CB,Defender,28,811,1,39,55,38,63
Stefan Hierländer,AUT,Sturm Graz,UEFA Champions League,DM,Midfielder,33,35,1,29,15,12,75
Stefan Jovanović,SRB,TSC Bačka Top,UEFA Europa Conference League,RB,Defender,30,696,1,45,61,59,56
Stefan Lainer,AUT,Gladbach,German Bundesliga,RB,Defender,32,757,1,80,59,82,40
Stefan Lekovic,SRB,Monza,Italian Serie A,CB,Defender,21,367,1,36,27,45,57
Stefan Marčetić,BIH,Borac Banja Luka,UEFA Europa Conference League,AM,Forward,17,3,1,23,13,6,8
Stefan Mitrović,SRB,Gent,UEFA Europa Conference League,CB,Defender,34,450,1,29,35,31,56
Stefan Panić,SRB,FK Rīgas FS,UEFA Europa League,CM,Midfielder,32,720,1,30,40,20,76
Stefan Posch,AUT,"Atalanta, Bologna","Italian Serie A, UEFA Champions League",CB,Defender,28,1707,1,48,67,71,59
Stefan Ristovski,MKD,Dinamo Zagreb,UEFA Champions League,RB,Defender,32,651,1,45,73,53,47
Stefan Savic,AUT,Borac Banja Luka,UEFA Europa Conference League,AM,Forward,31,887,1,43,56,56,37
Stefan Schimmer,GER,Heidenheim,German Bundesliga,AM,Forward,30,247,1,23,45,13,29
Stefan Schwab,AUT,PAOK,UEFA Europa League,DM,Midfielder,34,396,1,68,43,51,78
Stefan de Vrij,NED,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,33,2413,1,70,31,33,50
Stefano Sabelli,ITA,Genoa,Italian Serie A,RB,Defender,32,2058,1,52,77,59,48
Stefano Sensi,ITA,Monza,Italian Serie A,CM,Midfielder,29,274,1,83,71,73,46
Stephan Ambrosius,GHA,St. Gallen,UEFA Europa Conference League,CB,Defender,26,115,1,25,52,31,71
Stephan El Shaarawy,ITA,Roma,"Italian Serie A, UEFA Europa League",WB,Forward,32,1473,1,63,69,76,51
Stephen Eustáquio,CAN,Porto,UEFA Europa League,CM,Midfielder,28,628,1,71,77,44,46
Stephen Kingsley,SCO,Hearts,UEFA Europa Conference League,CB,Defender,30,172,1,28,36,39,42
Stephy Mavididi,ENG,Leicester City,English Premier League,LW,Forward,26,1536,1,59,68,80,65
Stevan Jovetić,MNE,AC Omonia,UEFA Europa Conference League,AM,Forward,35,180,1,57,62,32,60
Steve Kapuadi,NAN,Legia Warsaw,UEFA Europa Conference League,CB,Defender,26,903,1,74,39,27,49
Steve Mounié,BEN,Augsburg,German Bundesliga,AM,Forward,30,347,1,47,32,49,67
Steve Ngoura,FRA,Le Havre,French Ligue 1,AM,Forward,19,289,1,22,34,48,47
Steven Alfred,NGA,Dinamo Minsk,UEFA Europa Conference League,AM,Forward,27,264,1,63,31,37,34
Steven Berghuis,NED,Ajax,UEFA Europa League,RM,Midfielder,33,424,1,53,89,74,22
Steven Skrzybski,GER,Holstein Kiel,German Bundesliga,AM,Forward,32,1323,1,73,77,42,49
Stoichkov,ESP,Alavés,Spanish La Liga,AM,Forward,31,699,1,33,58,36,48
Stojan Vranješ,BIH,Borac Banja Luka,UEFA Europa Conference League,AM,Forward,38,161,1,25,18,9,28
Strahinja Pavlović,SRB,Milan,"Italian Serie A, UEFA Champions League",CB,Defender,24,2315,1,74,55,64,68
Suat Serdar,GER,Hellas Verona,Italian Serie A,CM,Midfielder,28,1376,1,61,41,56,57
Suso,ESP,Sevilla,Spanish La Liga,AM,Forward,31,606,1,44,87,80,54
Sveinn Gísli Þorkelsson,ISL,KV,UEFA Europa Conference League,CB,Defender,21,183,1,38,20,21,50
Sven Botman,NED,Newcastle Utd,English Premier League,CB,Defender,25,412,1,41,42,19,70
Sven Kums,BEL,Gent,UEFA Europa Conference League,CM,Midfielder,36,349,1,48,76,70,60
Sven Mijnans,NED,AZ Alkmaar,UEFA Europa League,AM,Forward,24,745,1,79,74,52,69
Sverrir Ingi Ingason,ISL,Panathinaikos,UEFA Europa Conference League,CB,Defender,31,810,1,40,40,45,55
Svetozar Marković,SRB,Viktoria Plzeň,UEFA Europa League,CB,Defender,24,1080,1,30,37,12,51
Svit Sešlar,SVN,NK Celje,UEFA Europa Conference League,AM,Forward,23,1043,1,59,91,64,59
Syarhey Palitsevich,BLR,Dinamo Minsk,UEFA Europa Conference League,CB,Defender,34,181,1,31,19,9,32
Szymon Żurkowski,POL,Empoli,Italian Serie A,CM,Midfielder,27,106,1,21,23,42,43
Sávio,BRA,Manchester City,"English Premier League, UEFA Champions League",RW,Forward,21,2096,1,52,83,91,50
Séamus Coleman,IRL,Everton,English Premier League,RB,Defender,36,215,1,44,40,59,50
Sébastien Haller,CIV,Leganés,Spanish La Liga,AM,Forward,30,404,1,19,25,15,47
Sékou Doucoure,FRA,Nantes,French Ligue 1,CB,Defender,19,12,1,31,17,9,10
Sérgio Oliveira,POR,Olympiacos,UEFA Europa League,AM,Forward,32,38,1,30,63,26,81
Sérigné Diop,SEN,Brest,French Ligue 1,AM,Forward,19,4,1,23,13,6,14
Søren Rieks,DEN,Malmö,UEFA Europa League,AM,Forward,37,111,1,69,13,35,61
Tadeo Allende,ARG,Celta Vigo,Spanish La Liga,AM,Forward,25,2,1,23,13,6,8
Taha Abdi Ali,SWE,Malmö,UEFA Europa League,LW,Forward,26,288,1,73,54,92,37
Taison,BRA,PAOK,UEFA Europa League,LW,Forward,37,610,1,55,72,67,66
Taiwo Awoniyi,NGA,Nott'ham Forest,English Premier League,AM,Forward,27,383,1,27,24,35,45
Tajon Buchanan,CAN,"Inter, Villarreal","Italian Serie A, Spanish La Liga",RM,Midfielder,26,511,1,79,61,91,40
Takefusa Kubo,JPN,Real Sociedad,"Spanish La Liga, UEFA Europa League",RM,Midfielder,23,3067,1,90,77,94,43
Takehiro Tomiyasu,JPN,Arsenal,English Premier League,RB,Defender,25,7,1,39,28,33,10
Takuma Asano,JPN,Mallorca,Spanish La Liga,RW,Forward,30,1054,1,41,37,49,43
Takumi Minamino,JPN,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,30,2800,1,54,75,54,60
Takumu Kawamura,JPN,RB Salzburg,UEFA Champions League,CM,Midfielder,25,52,1,34,18,32,68
Takuya Ogiwara,JPN,Dinamo Zagreb,UEFA Champions League,LB,Defender,24,223,1,88,58,77,60
Talisca,BRA,Fenerbahçe,UEFA Europa League,AM,Forward,31,158,1,39,39,30,61
Tamar Svetlin,SVN,NK Celje,UEFA Europa Conference League,CM,Midfielder,23,1069,1,83,39,78,28
Tammy Abraham,ENG,"Milan, Roma","Italian Serie A, UEFA Champions League",AM,Forward,27,1485,1,50,53,31,58
Tamás Nikitscher,HUN,Valladolid,Spanish La Liga,DM,Midfielder,25,858,1,29,17,22,53
Tanguy Coulibaly,FRA,Montpellier,French Ligue 1,LW,Forward,24,1395,1,51,33,67,70
Tanguy Ndombele,FRA,Nice,"French Ligue 1, UEFA Europa League",CM,Midfielder,28,1311,1,49,68,68,41
Tanguy Nianzou,FRA,Sevilla,Spanish La Liga,CB,Defender,22,518,1,24,19,38,58
Tanguy Zoukrou,FRA,Young Boys,UEFA Champions League,CB,Defender,21,270,1,36,25,35,50
Tanner Tessmann,USA,Lyon,"French Ligue 1, UEFA Europa League",DM,Midfielder,23,1754,1,62,39,47,42
Taras Mykhavko,UKR,Dynamo Kyiv,UEFA Europa League,CB,Defender,19,619,1,32,41,49,65
Taras Romanchuk,POL,Jagiellonia,UEFA Europa Conference League,CM,Midfielder,33,492,1,72,47,21,77
Taras Stepanenko,UKR,Shakhtar,UEFA Champions League,DM,Midfielder,35,122,1,31,18,10,75
Tarik Ibrahimagic,DEN,KV,UEFA Europa Conference League,CB,Defender,24,375,1,44,55,42,73
Tarik Tissoudali,MAR,PAOK,UEFA Europa League,AM,Forward,31,162,1,73,53,54,58
Tariq Lamptey,GHA,Brighton,English Premier League,RB,Defender,24,770,1,89,67,85,46
Taylor Booth,USA,Twente,UEFA Europa League,AM,Forward,23,16,1,23,13,26,14
Taylor Harwood-Bellis,ENG,Southampton,English Premier League,CB,Defender,23,2735,1,60,50,47,57
Tayyib Talha Sanuç,TUR,Beşiktaş,UEFA Europa League,CB,Defender,24,135,1,18,20,31,42
Teddy Teuma,MLT,Reims,French Ligue 1,AM,Midfielder,31,750,1,62,70,47,57
Telmo Arcanjo,CPV,Vitória,UEFA Europa Conference League,RW,Forward,23,220,1,51,93,79,63
Teodor Lungu,MDA,Petrocub,UEFA Europa Conference League,CM,Midfielder,29,433,1,74,54,57,67
Terem Moffi,NGA,Nice,French Ligue 1,AM,Forward,25,58,1,74,21,48,38
Terry Yegbe,GHA,Elfsborg,UEFA Europa League,CB,Defender,24,648,1,35,27,30,50
Tete Morente,ESP,Lecce,Italian Serie A,LW,Forward,28,2021,1,49,53,60,75
Tetê,BRA,Panathinaikos,UEFA Europa Conference League,RW,Forward,25,640,1,81,80,79,41
Teun Koopmeiners,NED,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,27,2558,1,38,68,40,68
Thalisson,BRA,Olimpija,UEFA Europa Conference League,CM,Midfielder,25,128,1,53,19,26,44
Theo Bair,CAN,Auxerre,French Ligue 1,AM,Forward,25,939,1,46,44,27,61
Theo Hernández,FRA,Milan,"Italian Serie A, UEFA Champions League",LB,Defender,27,3466,1,88,83,87,56
Theo Leoni,BEL,Anderlecht,UEFA Europa League,CM,Midfielder,24,584,1,76,56,50,30
Thiago,BRA,Brentford,English Premier League,AM,Forward,23,175,1,22,33,44,73
Thiago Almada,ARG,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,24,1213,1,52,86,69,49
Thiago Ojeda,ARG,Villarreal,Spanish La Liga,CM,Midfielder,21,8,1,27,29,63,12
Thibault De Smet,BEL,Reims,French Ligue 1,CB,Defender,26,192,1,19,30,30,52
Thibo Somers,BEL,Cercle Brugge,UEFA Europa Conference League,AM,Forward,25,578,1,22,52,28,80
Thierno Barry,FRA,Villarreal,Spanish La Liga,AM,Forward,22,2323,1,56,43,40,58
Thierry Correia,POR,Valencia,Spanish La Liga,RB,Defender,25,768,1,52,71,82,46
Thierry Gale,BRB,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,22,9,1,27,13,6,5
Thijs Dallinga,NED,Bologna,"Italian Serie A, UEFA Champions League",AM,Forward,24,1532,1,48,36,26,49
Thilo Kehrer,GER,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,28,3238,1,80,42,38,57
Thomas Beelen,NED,Feyenoord,UEFA Champions League,CB,Defender,23,829,1,39,40,28,46
Thomas Berenbruch,ITA,Inter,UEFA Champions League,CM,Midfielder,19,7,1,30,43,67,36
Thomas Campaniello,ITA,Empoli,Italian Serie A,AM,Forward,17,25,1,10,13,41,55
