Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Cas Odenthal,NED,Defender,Sassuolo,0.0,2000,22,18,1684,52,54,39,37
Casper Nielsen,DEN,Midfielder,Club Brugge,0.0,1994,14,5,504,48,74,78,47
Casper Staring,NED,Forward,NAC Breda,0.0,2001,15,5,628,14,31,14,77
Casper Terho,FIN,Forward,Union SG,0.0,2003,9,4,436,39,70,59,76
Casper de Norre,BEL,Midfielder,Millwall,0.0,1997,46,44,3606,57,55,37,65
Cassiano,BRA,Forward,Casa Pia,0.0,1989,26,24,1976,53,29,16,45
Catriel Cabellos,PER,Midfielder,pe Sporting Cristal,20.0,2004,6,3,319,46,52,61,47
Cauley Woodrow,ENG,Forward,Blackburn,0.0,1994,24,3,492,24,54,54,52
Cauly Oliveira Souza,BRA,Forward,Bahia,29.0,1995,18,11,962,37,70,57,31
Cauê,BRA,Forward,Gil Vicente FC,0.0,2002,27,10,1016,41,27,33,39
Cavan Sullivan,USA,Midfielder,Philadelphia Union,15.0,2009,8,1,165,51,44,56,74
Cayman Togashi,JPN,Forward,Atlanta Utd,31.0,1993,3,0,69,38,22,15,22
Caíque França,BRA,Goalkeeper,Sport Recife,30.0,1995,12,12,1080,46,40,45,80
Caíque de Jesus Gonçalves,BRA,Midfielder,Juventude,29.0,1995,8,6,523,22,32,31,82
Cecilio Domínguez,PAR,Forward,py Cerro Porteño,30.0,1994,3,2,195,75,62,55,31
Cedric Gondo,CIV,Forward,Reggiana,0.0,1996,33,23,1963,64,35,39,46
Cedric Teuchert,GER,Forward,St. Louis,28.0,1997,22,17,1238,49,40,46,28
Cengiz Ünder,TUR,Forward,LAFC,28.0,1997,12,4,446,70,81,69,26
Cesar Falletti,URU,Forward,Bari,0.0,1992,27,19,1531,51,85,66,55
Cesar López,MEX,Goalkeeper,Atlético,0.0,2000,5,4,436,40,46,45,37
Cesar Ruvalcaba,USA,Defender,Columbus Crew,24.0,2001,9,2,243,82,53,82,51
Cezary Miszta,POL,Goalkeeper,Rio Ave,0.0,2001,26,26,2325,58,43,45,50
Charles Aránguiz,CHI,Midfielder,cl U de Chile,36.0,1989,5,5,431,64,50,34,42
Charles Pickel,COD,Midfielder,Cremonese,0.0,1997,31,21,1905,59,46,46,39
Charles Rigon Matos,BRA,Midfielder,Corinthians,29.0,1996,7,2,197,31,20,42,34
Charles Sharp,USA,Forward,Toronto FC,24.0,2001,6,1,106,37,76,20,41
Charles Vanhoutte,BEL,Midfielder,Union SG,0.0,1998,24,23,2029,64,79,61,80
Charles-Andréas Brym,CAN,Forward,Sparta R'dam,0.0,1998,29,18,1597,49,50,42,44
Charlie Crew,WAL,Midfielder,Leeds United,0.0,2006,1,0,5,33,13,7,6
Charlie Hughes,ENG,Defender,Hull City,0.0,2003,27,26,2345,66,61,48,48
Charlie McNeill,ENG,Forward,Sheffield Weds,0.0,2003,4,0,57,24,33,41,57
Charly Keita,FRA,Forward,Beerschot,0.0,1999,20,9,1004,32,28,29,50
Charly Rodríguez,MEX,Midfielder,Cruz Azul,0.0,1997,33,29,2584,52,93,82,28
Charlys,BRA,Midfielder,Cosenza,0.0,2004,27,22,1807,50,47,50,58
Check Keita,FRA,Defender,Charleroi,0.0,2003,16,14,1187,28,38,29,51
Ched Evans,WAL,Forward,Preston,0.0,1988,8,0,102,45,58,45,48
Chemsdine Talbi,BEL,Forward,Club Brugge,0.0,2005,21,10,952,81,75,90,60
Cherrion Valerius,CUW,Defender,NAC Breda,0.0,2005,15,15,1201,44,45,75,74
Chico,BRA,Forward,Mirassol,34.0,1991,6,1,188,45,44,37,83
Chico,BRA,Defender,Sport Recife,26.0,1998,13,12,1060,37,48,51,56
Chico Banza,ANG,Forward,Estrela,0.0,1998,13,8,688,37,34,62,52
Chico Lamba,POR,Defender,Arouca,0.0,2003,26,25,2265,58,48,36,45
Chidozie Awaziem,NGA,Defender,Colorado Rapids,28.0,1997,20,20,1773,33,54,37,37
Chiedozie Ogbene,IRL,Midfielder,Luton Town,0.0,1997,3,3,246,50,39,83,22
Chiheb Labidi,TUN,Forward,Nacional,0.0,2001,17,4,411,62,58,42,87
Chris Applewhite,USA,Defender,Nashville SC,17.0,2007,5,2,190,43,54,34,36
Chris Bedia,CIV,Forward,Hull City,0.0,1996,21,9,921,43,28,22,40
Chris Brady,USA,Goalkeeper,Chicago Fire,21.0,2004,18,18,1565,47,54,60,72
Chris Durkin,USA,Midfielder,St. Louis,25.0,2000,9,6,503,30,33,38,61
Chris Lokesa,BEL,Forward,RKC Waalwijk,0.0,2004,19,11,1012,67,65,73,49
Chris Mepham,WAL,Defender,Sunderland,0.0,1997,38,37,3273,52,54,50,53
Chris Nadje,FRA,Midfielder,Feyenoord,0.0,2001,8,1,195,56,30,78,38
Chris Rigg,ENG,Forward,Sunderland,0.0,2007,42,36,3055,42,62,44,62
Chris Willock,ENG,Forward,Cardiff City,0.0,1998,32,17,1548,63,62,79,59
Christ Makosso,CGO,Defender,Luton Town,0.0,2004,13,12,956,39,35,19,45
Christiaan Ravych,BEL,Defender,Cercle Brugge,0.0,2002,28,28,2396,51,42,50,70
Christian,BRA,Forward,Cruzeiro,24.0,2000,13,13,1005,45,49,36,68
Christian Benteke,BEL,Forward,D.C. United,34.0,1990,17,15,1203,68,44,25,41
Christian Burgess,ENG,Defender,Union SG,0.0,1991,21,21,1890,28,46,31,54
Christian Cappis,USA,Midfielder,FC Dallas,25.0,1999,1,0,45,28,17,35,35
Christian Castillo,MEX,Forward,Querétaro,0.0,2003,1,1,45,21,19,26,8
Christian Dalle Mura,ITA,Defender,Cosenza,0.0,2002,23,23,1932,47,56,37,44
Christian Fassnacht,SUI,Forward,Norwich City,0.0,1993,3,1,82,23,38,36,61
Christian Kouan,CIV,Midfielder,Cosenza,0.0,1999,33,29,2444,44,51,58,37
Christian Neiva Afonso,POR,Midfielder,AVS Futebol,0.0,1994,26,21,1619,65,49,34,64
Christian Oliva,URU,Midfielder,uy Nacional,29.0,1996,6,6,506,65,48,35,51
Christian Ordoñez,ARG,Midfielder,Vélez Sarsfield,21.0,2004,19,18,1523,34,41,70,74
Christian Ortiz,ARG,Midfielder,Sport Recife,32.0,1992,6,0,178,48,70,76,52
Christian Pierobon,ITA,Midfielder,Juve Stabia,0.0,2002,30,28,2187,33,45,55,73
Christian Ramirez,USA,Forward,LA Galaxy,34.0,1991,22,10,857,54,54,14,36
Christian Rasmussen,DEN,Forward,Ajax,0.0,2003,10,1,219,77,65,85,57
Christian Rivera,COL,Midfielder,Tijuana,29.0,1996,33,28,2444,56,45,32,76
Christian Saydee,LBR,Forward,Portsmouth,0.0,2002,29,10,1152,57,41,37,50
Christian Sussi,ITA,Defender,Pisa,0.0,2001,1,1,65,36,33,43,4
Christian Valdivia,MEX,Defender,Cruz Azul,0.0,2005,1,0,19,29,41,40,18
Christo Vela,MEX,Forward,América,0.0,2004,2,0,79,36,53,48,11
Christofer Gonzáles,PER,Forward,pe Sporting Cristal,32.0,1992,5,5,400,25,56,41,63
Christopher Bonsu-Baah,GHA,Forward,Genk,0.0,2004,28,20,1816,71,84,90,60
Christopher Castro,MEX,Defender,Mazatlán,0.0,2005,2,2,110,29,29,38,49
Christopher Cupps,USA,Defender,Chicago Fire,17.0,2008,3,2,195,33,18,10,14
Christopher Donovan,USA,Forward,Philadelphia Union,24.0,2000,17,5,479,43,37,60,69
Christopher Mamengi,NED,Defender,Almere City,0.0,2001,7,1,229,40,35,24,51
Christopher McVey,SWE,Defender,San Diego FC,28.0,1997,23,23,2070,64,56,53,51
Christopher Scott,GER,Forward,Antwerp,0.0,2002,8,0,122,46,79,85,40
Christos Kourfalidis,GRE,Midfielder,Cosenza,0.0,2002,24,10,1086,38,51,52,41
Christos Tzolis,GRE,Forward,Club Brugge,0.0,2002,28,25,2048,73,83,82,49
Chrystian Barletta,BRA,Forward,Sport Recife,24.0,2001,15,14,1044,57,52,78,42
Chuba Akpom,ENG,Forward,Ajax,0.0,1995,16,9,832,63,41,72,56
Chukwubuikem Ikwuemesi,NGA,Forward,OH Leuven,0.0,2001,27,15,1536,60,38,44,49
Ché Nunnely,NED,Forward,Heerenveen,0.0,1999,16,1,258,42,59,77,73
Cian Ashford,WAL,Forward,Cardiff City,0.0,2004,28,17,1522,49,49,58,52
Ciaron Brown,NIR,Defender,Oxford United,0.0,1998,41,41,3611,66,45,46,47
Cisse Sandra,BEL,Forward,Willem II,0.0,2003,26,22,1873,48,48,34,35
Claudinho,BRA,Defender,Vitória,24.0,2000,11,9,804,53,77,87,40
Claudio Aquino,ARG,Forward,cl Colo-Colo,34.0,1991,6,6,513,34,67,67,24
Claudio Baeza,CHI,Midfielder,Toluca,31.0,1993,31,24,2065,27,52,31,64
Claudio Bravo,ARG,Defender,Portland Timbers,28.0,1997,8,3,330,54,78,76,74
Claudio Cassano,ITA,Forward,Cittadella,0.0,2003,9,2,255,78,39,84,45
Claudio Corvalán,ARG,Defender,Unión,36.0,1989,12,12,990,43,68,57,58
Claudio Falcão,BRA,Midfielder,Farense,0.0,1994,32,32,2851,44,36,21,85
Claudio Gomes,FRA,Midfielder,Palermo,0.0,2000,32,27,2366,66,56,60,28
Claudio Spinelli,ARG,Forward,ec Independiente,28.0,1997,6,5,417,58,24,24,49
Clayson,BRA,Forward,Mirassol,30.0,1995,6,3,256,44,75,92,39
Clayton,BRA,Forward,Rio Ave,0.0,1999,31,31,2707,62,26,36,33
Clayton,BRA,Defender,Internacional,25.0,2000,6,5,430,34,35,39,30
Cleiton,BRA,Defender,Flamengo,22.0,2003,1,0,4,29,12,9,8
Cleiton Schwengber,BRA,Goalkeeper,RB Bragantino,27.0,1997,14,14,1260,45,42,45,47
Clever Ferreira,PAR,Defender,Atlé Tucumán,22.0,2003,3,3,270,36,28,28,41
Clint Leemans,NED,Midfielder,NAC Breda,0.0,1995,27,21,1694,80,74,57,35
Cláudio Ramos,POR,Goalkeeper,Porto,0.0,1991,2,2,180,40,40,45,33
Cody Baker,USA,Midfielder,Seattle Sounders,21.0,2004,2,0,27,28,13,7,65
Cody Drameh,ENG,Defender,Hull City,0.0,2001,28,17,1649,76,79,82,72
Cohen Bramall,ENG,Forward,Portsmouth,0.0,1996,12,4,460,21,53,45,77
Colby Bishop,ENG,Forward,Portsmouth,0.0,1996,32,31,2629,54,37,15,50
Cole Bassett,USA,Forward,Colorado Rapids,24.0,2001,19,16,1422,46,66,56,53
Cole Mrowka,USA,Midfielder,Columbus Crew,19.0,2006,2,0,28,63,83,64,6
Coli Saco,MLI,Forward,Bari,0.0,2002,11,0,160,16,33,30,89
Colin Coosemans,BEL,Goalkeeper,Anderlecht,0.0,1992,28,28,2520,63,65,61,74
Colin Dagba,FRA,Midfielder,Beerschot,0.0,1998,19,18,1364,37,45,56,67
Colin Guske,USA,Forward,Orlando City,18.0,2007,3,0,7,48,14,38,17
Conner Antley,USA,Midfielder,D.C. United,30.0,1995,12,10,723,65,24,64,40
Connor Ogilvie,ENG,Defender,Portsmouth,0.0,1996,45,45,4028,68,60,50,46
Connor Roberts,WAL,Defender,Burnley,0.0,1995,41,40,3636,68,80,67,27
Connor Ronan,IRL,Forward,Colorado Rapids,27.0,1998,18,5,628,31,74,46,53
Conor Hazard,NIR,Goalkeeper,Plymouth Argyle,0.0,1998,25,25,2250,55,57,45,56
Conor Shaughnessy,IRL,Defender,Portsmouth,0.0,1996,9,7,512,71,49,30,41
Conrad Harder,DEN,Forward,Sporting CP,0.0,2005,28,6,784,86,59,71,58
Conrad Wallem,NOR,Midfielder,St. Louis,25.0,2000,23,20,1720,46,56,71,44
Corey Baird,USA,Forward,FC Cincinnati,29.0,1996,18,3,422,37,55,58,62
Corey Blackett-Taylor,ENG,Forward,Derby County,0.0,1997,12,4,404,66,46,83,34
Costantino Favasuli,ITA,Defender,Bari,0.0,2004,29,19,1643,77,51,78,57
Couhaib Driouech,MAR,Forward,PSV Eindhoven,0.0,2002,15,0,273,91,78,92,46
Craig Forsyth,SCO,Defender,Derby County,0.0,1989,39,26,2557,73,66,46,51
Cristhian Paredes,PAR,Midfielder,Portland Timbers,27.0,1998,20,4,609,69,62,52,75
Cristhian Solano,ECU,Forward,ec Barcelona,26.0,1999,3,2,154,28,18,50,63
Cristian Andreoni,ITA,Forward,Juve Stabia,0.0,1992,12,5,500,27,40,31,66
Cristian Arango,COL,Forward,SJ Earthquakes,30.0,1995,21,21,1800,78,69,62,57
Cristian Borja,COL,Defender,América,0.0,1993,22,14,1322,80,71,86,59
Cristian Buonaiuto,ITA,Forward,Cremonese,0.0,1992,9,4,399,74,82,68,62
Cristian Calderón,MEX,Defender,América,0.0,1997,25,19,1650,77,61,62,61
Cristian Castro,COL,Defender,AVS Futebol,0.0,2001,32,32,2745,55,42,31,47
Cristian Cauz,ITA,Defender,Modena,0.0,1996,24,20,1678,54,53,44,49
Cristian Espinoza,ARG,Midfielder,SJ Earthquakes,30.0,1995,23,22,1985,87,83,92,35
Cristian Ferreira,ARG,Forward,Arg Juniors,25.0,1999,3,0,47,33,44,34,8
Cristian Jiménez,MEX,Defender,Cruz Azul,0.0,2002,2,1,49,47,19,11,12
Cristian Mares,MEX,Forward,Puebla,0.0,2004,8,2,202,24,23,48,49
Cristian Medina,ARG,Forward,Estudiantes–LP,23.0,2002,19,15,1233,27,62,51,72
Cristian Olivera,URU,Forward,Grêmio,23.0,2002,11,11,830,58,38,73,62
Cristian Pavón,ARG,Forward,Grêmio,29.0,1996,10,4,466,38,70,73,84
Cristian Paz,ARG,Defender,Deportivo Riestra,30.0,1995,19,19,1710,23,20,17,66
Cristian Renato,BRA,Forward,Mirassol,25.0,2000,13,4,555,55,26,23,48
Cristian Reyes,MEX,Forward,Monterrey,0.0,2006,2,0,20,37,48,78,12
Cristian Roldan,USA,Midfielder,Seattle Sounders,30.0,1995,23,22,1988,66,80,68,81
Cristian Shpendi,ALB,Forward,Cesena,0.0,2003,34,31,2488,62,33,47,32
Cristian Tarragona,ARG,Forward,Unión,34.0,1991,18,5,579,47,47,39,52
Cristian Vega,ARG,Forward,Cen. Córdoba–SdE,31.0,1993,2,1,121,31,59,6,80
Cristian Volpato,ITA,Forward,Sassuolo,0.0,2003,18,9,706,89,90,90,63
Cristian Zabala,ARG,Midfielder,ec Independiente,27.0,1998,5,1,123,30,38,69,38
Cristiano Bani,ITA,Defender,Mantova,0.0,1999,26,22,1943,56,78,60,47
Cristiano Piccini,ITA,Defender,Atlético,0.0,1992,4,4,298,43,34,77,48
Cristián Cañozales,COL,Forward,ve Carabobo,26.0,1999,6,5,457,18,40,60,60
Cristián Dajome,COL,Forward,Santos,0.0,1994,12,9,681,21,31,48,65
Cristián Zapata,COL,Defender,co CA Bucaramanga,38.0,1986,1,0,14,29,16,9,8
Cristián Zavala,CHI,Forward,cl Colo-Colo,25.0,1999,3,0,70,52,69,46,16
Cristo González,ESP,Midfielder,Arouca,0.0,1997,2,2,180,53,73,75,13
Cuiabano,BRA,Midfielder,Botafogo (RJ),22.0,2003,16,10,864,82,54,75,47
Curtis Nelson,ENG,Defender,Derby County,0.0,1993,27,27,2430,66,39,19,45
Cyrus Christie,IRL,Defender,Swansea City,0.0,1992,11,2,282,38,48,45,42
Cássio,BRA,Goalkeeper,Cruzeiro,38.0,1987,16,16,1440,45,42,45,33
Cédric Soares,POR,Forward,São Paulo,33.0,1991,20,16,1345,19,55,39,62
Cédric Teguia,ESP,Forward,Moreirense,0.0,2001,13,11,906,57,52,43,66
Célio Pompeu,BRA,Forward,St. Louis,25.0,1999,19,12,1134,64,64,84,62
César,BRA,Goalkeeper,Boavista,0.0,1992,16,16,1440,40,38,45,74
César Araujo,URU,Midfielder,Orlando City,24.0,2001,19,18,1623,73,66,48,44
César Garza,MEX,Midfielder,Monterrey,0.0,2005,2,0,17,50,35,12,61
César Huerta,MEX,Forward,UNAM,0.0,2000,24,21,1905,81,77,84,61
César Ibáñez,ARG,Defender,Huracán,26.0,1999,17,17,1453,76,60,72,77
César Inga,PER,Defender,pe Universitario,23.0,2002,6,6,499,47,48,71,64
César López,MEX,Forward,FC Juárez,0.0,2002,5,1,78,18,15,43,60
César Olmedo,PAR,Midfielder,py Olimpia,22.0,2003,2,1,74,36,16,64,31
César Pérez,CHI,Midfielder,Defensa y Just,22.0,2002,16,15,1133,70,55,65,46
D'Margio Wright-Phillips,ENG,Forward,Beerschot,0.0,2001,10,0,159,20,26,62,27
D.J. Taylor,USA,Defender,Minnesota Utd,27.0,1997,6,1,191,51,55,60,29
Daam Foulon,BEL,Midfielder,Mechelen,0.0,1999,20,18,1593,78,60,77,58
Daan Dierckx,BEL,Defender,Standard Liège,0.0,2003,7,6,523,26,30,13,47
Daan Heymans,BEL,Midfielder,Charleroi,0.0,1999,29,29,2516,74,64,70,46
Daan Rots,NED,Forward,Twente,0.0,2001,32,27,2173,57,80,55,73
Dael Fry,ENG,Defender,Middlesbrough,0.0,1997,21,15,1416,27,35,25,41
Dagoberto Espinoza,MEX,Midfielder,América,0.0,2004,18,11,994,35,45,72,71
Dagur Dan Þórhallsson,ISL,Midfielder,Orlando City,25.0,2000,23,8,832,78,40,76,43
Daiki Hashioka,JPN,Defender,Luton Town,0.0,1999,17,12,1204,34,45,44,74
Dairon Asprilla,COL,Forward,co Nacional,33.0,1992,6,2,236,21,31,56,66
Daishawn Redan,NED,Forward,Beerschot,0.0,2001,6,5,442,55,31,26,12
Daisuke Yokota,JPN,Midfielder,Gent,0.0,2000,3,3,231,82,38,91,20
Dajaune Brown,JAM,Forward,Derby County,0.0,2005,15,3,387,52,18,15,70
Dalbert Henrique,BRA,Forward,Sport Recife,31.0,1993,5,0,110,41,50,63,78
Daley Sinkgraven,NED,Forward,Fortuna Sittard,0.0,1995,2,1,77,25,37,41,76
Damian van der Haar,NED,Defender,Zwolle,0.0,2004,29,22,1833,79,66,60,45
Damil Dankerlui,SUR,Forward,Almere City,0.0,1996,8,0,174,44,52,35,72
Damir Kreilach,CRO,Forward,Vancouver W'caps,36.0,1989,4,0,23,52,41,60,30
Damián Batallini,ARG,Forward,Instituto,29.0,1996,12,10,717,57,40,45,79
Damián Bobadilla,PAR,Midfielder,São Paulo,24.0,2001,17,8,895,45,67,46,61
Damián Díaz,ECU,Forward,Banfield,39.0,1986,4,2,186,22,65,60,53
Damián Fernández,ARG,Defender,Vélez Sarsfield,24.0,2001,20,15,1443,24,26,19,72
Damián Martínez,ARG,Defender,Atlé Tucumán,35.0,1990,16,13,1136,44,70,62,58
Damián Puebla,ARG,Forward,Instituto,22.0,2002,18,8,806,43,43,41,70
Damián Pérez,ARG,Defender,Defensa y Just,36.0,1988,3,2,225,40,40,73,39
Damián Suárez,URU,Defender,uy Peñarol,37.0,1988,1,1,82,41,42,59,54
Damon Mirani,NED,Defender,Heracles Almelo,0.0,1996,34,34,3013,61,54,39,52
Dan McNamara,IRL,Defender,Millwall,0.0,1998,13,7,683,44,54,54,58
Dan Neil,ENG,Midfielder,Sunderland,0.0,2001,44,44,3877,61,57,56,44
Dane Scarlett,ENG,Forward,Oxford United,0.0,2004,20,7,792,57,24,27,31
Dani Morer,ESP,Defender,Moreirense,0.0,1998,1,0,9,29,26,47,13
Daniel,BRA,Goalkeeper,SJ Earthquakes,31.0,1994,21,21,1775,49,40,45,67
Daniel Alvarado,MEX,Midfielder,América,0.0,2004,1,0,1,22,10,7,6
Daniel Armando Ríos,MEX,Forward,Vancouver W'caps,30.0,1995,21,11,1035,43,41,30,27
Daniel Azevedo,POR,Goalkeeper,Casa Pia,0.0,1998,1,1,90,40,37,45,37
Daniel Bachmann,AUT,Goalkeeper,Watford,0.0,1994,22,22,1902,59,48,54,44
Daniel Ballard,NIR,Defender,Sunderland,0.0,1999,20,12,1127,75,61,37,42
Daniel Barlaser,TUR,Midfielder,Middlesbrough,0.0,1997,23,12,1155,74,83,50,29
Daniel Barrea,ARG,Forward,Godoy Cruz,24.0,2001,11,5,467,38,44,48,63
Daniel Bennie,AUS,Forward,QPR,0.0,2006,12,1,216,21,38,28,38
Daniel Bielica,POL,Goalkeeper,NAC Breda,0.0,1999,32,32,2880,52,50,57,66
Daniel Boloca,ROU,Midfielder,Sassuolo,0.0,1998,34,32,2691,70,61,71,46
Daniel Borges,BRA,Defender,Mirassol,32.0,1993,7,3,353,88,55,46,34
Daniel Borges,BRA,Forward,Santa Clara,0.0,2003,16,1,194,23,56,44,92
Daniel Bragança,POR,Midfielder,Sporting CP,0.0,1999,18,14,1077,86,87,74,47
Daniel Cabral,BRA,Midfielder,Estrela,0.0,2002,1,0,3,28,10,7,11
Daniel Edelman,USA,Midfielder,NY Red Bulls,22.0,2003,19,19,1535,55,54,44,45
Daniel Figueira,POR,Goalkeeper,Estoril,0.0,1998,1,1,90,40,39,45,48
Daniel Flores,USA,Defender,Guadalajara,0.0,2003,1,1,13,29,12,9,56
Daniel Fuzato,BRA,Goalkeeper,Vasco da Gama,28.0,1997,1,0,2,40,35,45,33
Daniel Giraldo,COL,Midfielder,Juventude,33.0,1992,7,6,495,33,23,23,55
Daniel Grimshaw,ENG,Goalkeeper,Plymouth Argyle,0.0,1998,21,21,1890,62,51,45,46
Daniel Guillén,MEX,Defender,Atlético,0.0,2001,11,7,682,60,36,34,60
Daniel Gutiérrez,CHI,Midfielder,cl Colo-Colo,22.0,2003,3,1,104,34,12,53,82
Daniel Herrera,ARG,Defender,San Lorenzo,21.0,2004,14,10,948,30,36,31,61
Daniel James,WAL,Forward,Leeds United,0.0,1997,36,30,2609,80,75,77,38
Daniel Jebbison,CAN,Forward,Watford,0.0,2003,13,3,387,24,26,25,35
Daniel Johnson,JAM,Forward,Stoke City,0.0,1992,1,0,5,24,28,31,8
Daniel Karlsbakk,NOR,Forward,Heerenveen,0.0,2003,7,3,273,23,29,55,33
Daniel Kelly,SCO,Midfielder,Millwall,0.0,2005,2,0,20,28,10,7,30
Daniel Lovitz,USA,Defender,Nashville SC,33.0,1991,25,25,2248,79,72,74,53
Daniel López,MEX,Forward,Querétaro,0.0,2000,2,0,12,24,9,39,58
Daniel Munie,USA,Defender,SJ Earthquakes,25.0,2000,15,13,1181,61,46,33,60
Daniel Musovski,USA,Forward,Seattle Sounders,29.0,1995,21,12,1151,56,28,24,48
Daniel Penha,BRA,Midfielder,Nacional,0.0,1998,30,18,1488,84,63,68,46
Daniel Pereira,VEN,Midfielder,Austin,25.0,2000,18,16,1412,66,76,65,37
Daniel Rivas,PAR,Defender,py Cerro Porteño,23.0,2001,3,1,110,58,17,66,69
Daniel Rosero,COL,Defender,Sporting KC,31.0,1993,5,2,180,36,30,32,68
Daniel Saggiomo,VEN,Midfielder,ve Dep Táchira,27.0,1998,5,5,380,33,56,72,24
Daniel Schmidt,JPN,Goalkeeper,Gent,0.0,1992,1,1,90,40,39,45,41
Daniel Steres,USA,Defender,Houston Dynamo,34.0,1990,8,3,398,36,42,49,26
Daniel Zabala,ARG,Defender,Huracán,22.0,2003,2,2,101,38,29,40,22
Daniel de la Cruz,ECU,Defender,ec LDU de Quito,21.0,2004,6,4,336,50,45,87,60
Daniel Álvarez,MEX,Forward,Puebla,0.0,1994,13,6,527,40,49,78,45
Daniele Casiraghi,ITA,Midfielder,Südtirol,0.0,1993,36,28,2257,78,76,88,22
Daniele Donnarumma,ITA,Defender,Cesena,0.0,1992,28,22,1864,74,68,75,58
Daniele Rugani,ITA,Defender,Ajax,0.0,1994,15,7,710,30,57,36,44
Daniele Verde,ITA,Forward,Salernitana,0.0,1996,35,24,2077,58,75,66,28
Danielzinho,BRA,Forward,Mirassol,30.0,1994,14,14,1260,30,72,29,64
Danilo,BRA,Defender,Flamengo,34.0,1991,8,6,589,70,57,43,31
Danilo Al Saed,IRQ,Forward,Heerenveen,0.0,1999,6,2,202,40,57,84,55
Danilo Barbosa,BRA,Midfielder,Botafogo (RJ),29.0,1996,6,1,154,36,22,24,39
Danilo Quaranta,ITA,Defender,Juve Stabia,0.0,1997,9,3,443,45,40,32,38
Danilo Veiga,POR,Midfielder,Estrela,0.0,2002,15,14,1280,34,53,53,66
Daniël van Kaam,NED,Midfielder,Heracles Almelo,0.0,2000,27,12,1080,39,64,35,42
Danley Jean-Jacques,HAI,Midfielder,Philadelphia Union,25.0,2000,22,19,1713,62,66,58,52
Danny Batth,ENG,Defender,Blackburn,0.0,1990,37,34,3009,54,31,20,50
Danny Leyva,USA,Forward,Seattle Sounders,22.0,2003,10,3,364,37,83,55,46
Danny Loader,CMR,Forward,Porto,0.0,2000,29,11,1071,54,49,50,52
Dante Sealy,TRI,Forward,CF Montréal,22.0,2003,21,19,1703,58,67,73,68
Dante Vanzeir,BEL,Forward,Gent,0.0,1998,8,7,604,80,63,62,39
Daouda Weidmann,CIV,Midfielder,RKC Waalwijk,0.0,2003,12,8,788,34,37,55,38
Dara O'Shea,IRL,Defender,Burnley,0.0,1999,2,2,180,91,29,10,31
Dardo Miloc,ARG,Midfielder,Barracas Central,34.0,1990,18,18,1469,22,19,16,69
Dario Essugo,POR,Midfielder,Sporting CP,0.0,2005,2,0,18,28,38,58,6
Dario Grujcic,AUT,Midfielder,Fortuna Sittard,0.0,1999,14,2,276,37,45,44,88
Dario Van den Buijs,BEL,Defender,RKC Waalwijk,0.0,1995,14,13,1110,41,54,42,60
Dario Šarić,BIH,Midfielder,Cesena,0.0,1997,23,13,1078,74,32,69,54
Dario Župarić,BIH,Defender,Portland Timbers,33.0,1992,10,9,839,30,41,29,53
Darko Gyabi,ENG,Midfielder,Plymouth Argyle,0.0,2004,43,34,2841,49,42,58,58
Darlington Nagbe,USA,Midfielder,Columbus Crew,35.0,1990,24,24,2063,27,44,35,21
Darnell Furlong,ENG,Defender,West Brom,0.0,1995,42,42,3706,69,78,70,36
Darren Yapi,USA,Forward,Colorado Rapids,20.0,2004,21,12,963,67,43,34,60
Daryl Dike,USA,Forward,West Brom,0.0,2000,11,1,227,77,59,20,48
Darío Aimar,ECU,Defender,ec LDU de Quito,30.0,1995,1,1,90,29,16,9,13
Darío Benedetto,ARG,Forward,Querétaro,35.0,1990,11,7,661,40,58,40,34
Darío Poveda,ESP,Forward,Farense,0.0,1997,22,11,991,56,31,32,34
Darío Sarmiento,ARG,Midfielder,Tigre,22.0,2003,2,0,18,41,10,43,11
Dave Kwakman,NED,Forward,AZ Alkmaar,0.0,2004,20,15,1179,47,36,42,74
Dave Van Den Berg,NED,Midfielder,Zwolle,0.0,2000,32,26,2228,77,63,61,44
Davi Goes,BRA,Midfielder,Juventude,20.0,2005,2,1,64,28,19,18,49
Davi Gomes,BRA,Forward,RB Bragantino,20.0,2005,1,0,20,43,14,25,8
David,BRA,Forward,Vasco da Gama,29.0,1995,3,2,156,40,74,80,53
David Ayala,ARG,Midfielder,Portland Timbers,23.0,2002,23,23,1856,60,58,45,76
David Barbona,ARG,Forward,Defensa y Just,30.0,1995,11,3,394,43,83,77,20
David Bates,SCO,Defender,Standard Liège,0.0,1996,9,9,776,23,21,20,70
David Bingham,USA,Goalkeeper,Charlotte,35.0,1989,2,2,180,40,39,45,35
David Brekalo,SVN,Defender,Orlando City,26.0,1998,22,20,1789,46,65,62,53
David Cornell,WAL,Goalkeeper,Preston,0.0,1991,10,9,811,55,55,45,39
David Costa,POR,Forward,Portland Timbers,24.0,2001,22,21,1867,70,92,85,23
David Duarte,BRA,Defender,Bahia,30.0,1995,17,16,1518,33,40,31,33
David Hrnčár,SVK,Defender,Dender,0.0,1997,25,18,1597,80,74,74,45
David Loiola,BRA,Defender,Botafogo (RJ),22.0,2002,8,8,679,41,46,47,38
David Luiz,BRA,Defender,Fortaleza,38.0,1987,11,8,714,30,38,32,49
David Martínez,VEN,Forward,LAFC,19.0,2006,19,8,781,76,64,86,59
