Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
AJ Marcucci,USA,Goalkeeper,NY Red Bulls,25.0,1999,1,1,90,60,49,45,33
Aaron Connolly,IRL,Forward,Sunderland,0.0,2000,24,8,905,40,29,41,43
Aaron Herrera,GUA,Midfielder,D.C. United,28.0,1997,19,17,1530,50,70,70,60
Aaron Long,USA,Defender,LAFC,32.0,1992,15,15,1271,62,54,31,46
Aaron Meijers,NED,Defender,RKC Waalwijk,0.0,1987,17,9,753,43,61,59,54
Aaron Mejía Montoya,MEX,Midfielder,Tijuana,0.0,2001,30,19,1813,28,41,39,40
Aaron Nicolás Molinas,ARG,Midfielder,Defensa y Just,24.0,2000,17,15,1136,80,81,84,34
Aaron Quirós,ARG,Defender,Vélez Sarsfield,23.0,2001,10,8,680,24,27,41,67
Aaron Ramsey,WAL,Midfielder,Cardiff City,0.0,1990,8,6,557,43,62,61,51
Aaron Ramsey,ENG,Midfielder,Burnley,0.0,2003,1,0,7,28,10,41,11
Aarón Arredondo,MEX,Midfielder,América,0.0,2003,2,2,179,46,77,41,34
Abdelkahar Kadri,ALG,Forward,Kortrijk,0.0,2000,23,19,1659,44,83,66,60
Abdoulay Diaby,MLI,Forward,Boavista,0.0,1991,12,9,894,36,36,32,41
Abdoulaye Kamara,GUI,Forward,Portsmouth,0.0,2004,5,0,124,36,44,48,61
Abdoulaye Sissako,FRA,Midfielder,Kortrijk,0.0,1998,24,18,1580,59,37,45,67
Abdurrahman Burak Sayın,0,Forward,Fortuna Sittard,0.0,0,1,0,4,48,32,43,8
Abdülkadir Ömür,TUR,Forward,Hull City,0.0,1999,20,12,1064,26,51,44,52
Abel Paredes,PAR,Defender,py Olimpia,28.0,1997,2,0,23,33,45,58,4
Abiel Osorio,ARG,Forward,Defensa y Just,23.0,2002,17,13,1094,43,38,46,42
Abner,BRA,Defender,Juventude,21.0,2004,9,6,653,23,44,35,44
Abraham Bass,MEX,Midfielder,Atlas,0.0,2001,1,0,10,28,15,33,11
Abu Kamara,ENG,Forward,Norwich City,0.0,2003,38,25,2273,64,49,66,67
Adalberto Carrasquilla,PAN,Midfielder,UNAM,0.0,1998,15,11,1010,70,83,84,24
Adalberto Peñaranda,VEN,Forward,co CA Bucaramanga,28.0,1997,4,1,129,37,28,77,66
Adam Armstrong,ENG,Forward,West Brom,0.0,1997,16,12,1008,43,26,34,36
Adam Bareiro,PAR,Forward,Fortaleza,29.0,1996,3,0,28,44,32,54,35
Adam Beaudry,USA,Goalkeeper,Colorado Rapids,19.0,2006,1,1,90,40,46,45,33
Adam Davies,WAL,Goalkeeper,Sheffield Utd,0.0,1992,3,3,270,40,47,45,34
Adam Forshaw,ENG,Midfielder,Plymouth Argyle,0.0,1991,32,12,1246,53,36,33,62
Adam Idah,IRL,Forward,Norwich City,0.0,2001,1,0,30,50,46,56,8
Adam Kayed,PLE,Midfielder,NAC Breda,0.0,2002,16,5,466,79,40,84,58
Adam Nhaili,BEL,Forward,Sint-Truiden,0.0,2005,8,1,204,24,60,55,37
Adam Randell,ENG,Midfielder,Plymouth Argyle,0.0,2000,39,39,3378,52,60,38,56
Adam Saldaña,USA,Midfielder,LAFC,23.0,2002,2,2,180,32,22,29,69
Adamo Nagalo,BFA,Defender,PSV Eindhoven,0.0,2002,6,1,168,50,79,45,65
Adem Zorgane,ALG,Midfielder,Charleroi,0.0,2000,30,30,2693,68,92,76,65
Ademir Santos,BRA,Forward,Bahia,30.0,1995,17,10,890,45,69,88,55
Aderlan Santos,BRA,Defender,AVS Futebol,0.0,1989,28,26,2178,28,23,22,62
Aderlan Silva,BRA,Defender,Santos,34.0,1990,2,1,87,60,77,58,20
Adi Nalic,BIH,Forward,Almere City,0.0,1997,22,7,695,40,42,59,67
Adil Aouchiche,FRA,Forward,Portsmouth,0.0,2002,20,12,979,53,71,64,59
Adilson Malanda,FRA,Defender,Charlotte,23.0,2001,25,25,2250,43,42,32,40
Adonis Frías,ARG,Midfielder,León,0.0,1998,14,10,854,59,47,40,42
Adonis Preciado,ECU,Forward,Querétaro,0.0,1997,15,14,1232,73,40,74,63
Adrian Bajrami,ALB,Defender,Benfica,0.0,2002,1,0,12,29,12,61,4
Adrian Blake,ENG,Forward,Utrecht,0.0,2005,17,2,468,90,80,74,60
Adrian Rus,ROU,Defender,Pisa,0.0,1996,25,14,1239,82,64,53,61
Adrian Wibowo,USA,Forward,LAFC,19.0,2006,2,0,18,24,26,7,8
Adrian Šemper,CRO,Goalkeeper,Pisa,0.0,1998,36,36,3240,53,66,67,47
Adriano,BRA,Midfielder,Santa Clara,0.0,1999,32,31,2630,31,47,38,28
Adriano Bertaccini,BEL,Forward,Sint-Truiden,0.0,2000,27,26,2221,74,31,60,38
Adriano Martins,BRA,Defender,Juventude,28.0,1997,5,5,360,35,18,11,52
Adriel Fernández,BOL,Forward,bo San Antonio Bulo Bulo,29.0,1996,1,0,3,24,24,34,8
Adrián Alcaraz,PAR,Forward,py Libertad,25.0,1999,6,1,218,70,35,62,52
Adrián Balboa,URU,Forward,Racing Club,31.0,1994,20,5,639,65,26,19,63
Adrián Butzke,ESP,Forward,Nacional,0.0,1999,10,5,484,37,47,24,52
Adrián Fernández,ARG,Forward,Racing Club,24.0,2001,10,3,310,40,85,74,62
Adrián Guillermo Sánchez,ARG,Midfielder,Atlé Tucumán,26.0,1999,19,19,1660,60,63,54,77
Adrián Martínez,ARG,Forward,Racing Club,33.0,1992,20,20,1702,72,44,31,31
Adrián Marín,ESP,Defender,Braga,0.0,1997,10,8,711,58,88,65,49
Adrián Mora,MEX,Defender,Atlas,0.0,1997,15,8,762,29,29,23,88
Adrián Sporle,ARG,Defender,Independiente,30.0,1995,10,9,722,84,71,82,46
Adryelson,BRA,Defender,Anderlecht,0.0,1998,7,6,542,69,52,41,43
Adson,BRA,Forward,Vasco da Gama,24.0,2000,10,0,210,40,73,70,59
Afonso Assis,POR,Midfielder,Moreirense,0.0,2006,1,0,14,28,11,7,6
Afonso Bastardo,POR,Forward,Sporting CP,0.0,2005,1,0,1,24,9,5,63
Afonso Freitas,POR,Defender,Nacional,0.0,2000,1,0,19,29,14,9,27
Afonso Patrão,POR,Forward,Braga,0.0,2007,7,3,243,57,60,20,20
Afonso Rodrigues,POR,Forward,Famalicão,0.0,2002,3,0,9,25,9,42,30
Agustin Bravo,ARG,Forward,Rosario Central,24.0,2001,3,2,198,24,13,5,32
Agustin Hausch,ARG,Forward,Defensa y Just,22.0,2003,2,0,47,20,26,51,62
Agustin Ojeda,ARG,Forward,NYCFC,21.0,2004,24,10,990,38,65,82,71
Agustín Alaniz,URU,Forward,Banfield,23.0,2002,16,11,1031,50,49,61,53
Agustín Almendra,ARG,Midfielder,Racing Club,25.0,2000,19,18,1244,64,61,35,48
Agustín Auzmendi,ARG,Forward,Godoy Cruz,28.0,1997,10,5,509,48,26,19,45
Agustín Bouzat,ARG,Midfielder,Vélez Sarsfield,31.0,1994,24,23,2009,41,68,71,69
Agustín Canobbio,URU,Forward,Fluminense,26.0,1998,10,10,621,38,40,52,67
Agustín Cardozo,ARG,Midfielder,Lanús,28.0,1997,17,17,1458,27,39,22,56
Agustín Colazo,ARG,Forward,Unión,24.0,2000,9,5,449,31,35,20,26
Agustín Dáttola,ARG,Defender,Belgrano,26.0,1999,4,4,360,24,31,23,37
Agustín García Basso,ARG,Defender,Racing Club,33.0,1992,11,11,959,45,62,56,24
Agustín Giay,ARG,Defender,Palmeiras,21.0,2004,17,14,1350,37,56,66,66
Agustín Ladstatter,ARG,Forward,San Lorenzo,20.0,2005,5,0,56,47,29,74,25
Agustín Lagos,ARG,Defender,Vélez Sarsfield,23.0,2001,10,8,643,57,80,89,88
Agustín Marchesín,ARG,Goalkeeper,Boca Juniors,37.0,1988,17,17,1530,48,51,55,38
Agustín Martegani,ARG,Midfielder,Boca Juniors,25.0,2000,1,1,57,33,25,43,25
Agustín Medina,0,Midfielder,Lanús,0.0,0,15,6,703,34,46,39,82
Agustín Molina,ARG,Forward,Sarmiento,19.0,2006,2,0,33,13,9,19,30
Agustín Obando,ARG,Forward,Banfield,25.0,2000,4,1,90,18,63,21,30
Agustín Oliveros,URU,Defender,Necaxa,0.0,1998,26,25,2273,41,50,34,41
Agustín Palavecino,ARG,Midfielder,Necaxa,0.0,1996,34,34,2948,88,88,80,64
Agustín Palavecino,ARG,Forward,Aldosivi,22.0,2003,15,10,733,44,48,52,77
Agustín Rodríguez,ARG,Forward,Lanús,21.0,2004,2,1,77,34,45,44,52
Agustín Rogel,URU,Defender,Internacional,27.0,1997,7,6,534,31,20,16,52
Agustín Rossi,ARG,Goalkeeper,Flamengo,29.0,1995,22,22,1980,58,62,45,40
Agustín Sant'Anna,URU,Defender,RB Bragantino,27.0,1997,8,3,359,56,72,62,76
Agustín Seyral,ARG,Midfielder,Sarmiento,20.0,2005,1,0,12,28,10,7,16
Agustín Sienra,ARG,Defender,Defensa y Just,26.0,1999,1,1,90,51,18,32,84
Agustín Sández,PAR,Defender,Rosario Central,24.0,2001,18,18,1532,75,56,73,59
Agustín Urzi,ARG,Forward,Huracán,25.0,2000,13,4,461,34,57,52,58
Ahmad Benali,LBY,Midfielder,Bari,0.0,1992,34,33,2805,60,74,47,53
Ahmed Abdullahi,NGA,Midfielder,Gent,0.0,2004,1,0,1,28,29,36,25
Ahmed Qasem,SWE,Forward,Nashville SC,22.0,2003,24,12,1069,59,50,67,55
Ahmed Touba,ALG,Defender,Mechelen,0.0,1998,23,22,1996,66,62,40,61
Ahmetcan Kaplan,TUR,Defender,Ajax,0.0,2003,8,7,562,41,76,63,43
Aidan Morris,USA,Midfielder,Middlesbrough,0.0,2001,35,33,2915,40,64,53,63
Aiden Hezarkhani,USA,Forward,Real Salt Lake,18.0,2007,2,0,58,33,24,64,21
Aiden O'Neill,AUS,Midfielder,NYCFC,27.0,1998,36,34,3020,30,45,35,62
Aidomo Emakhu,IRL,Forward,Millwall,0.0,2003,25,6,696,43,54,82,76
Aiham Ousou,SYR,Defender,Charleroi,0.0,2000,26,22,2020,29,39,35,59
Aimé Omgba,NED,Forward,Gent,0.0,2002,3,0,54,77,63,82,93
Aitor García,ESP,Forward,FC Juárez,0.0,1994,13,3,422,55,46,82,62
Ajani Fortune,TRI,Midfielder,Atlanta Utd,22.0,2002,15,8,784,74,67,79,69
Ajdin Hrustic,AUS,Forward,Salernitana,0.0,1996,21,7,896,53,62,40,53
Ajibola Alese,ENG,Defender,Sunderland,0.0,2001,12,8,703,41,55,47,31
Akil Watts,USA,Midfielder,St. Louis,25.0,2000,21,14,1413,50,37,59,58
Akim Djibril,ITA,Midfielder,Cittadella,0.0,2006,1,0,10,52,42,44,25
Akin Famewo,ENG,Defender,Sheffield Weds,0.0,1998,13,11,938,32,50,22,67
Alan,BRA,Midfielder,Moreirense,0.0,2000,31,31,2513,82,78,73,15
Alan Aguerre,ARG,Goalkeeper,Cen. Córdoba–SdE,34.0,1990,23,23,2070,40,40,45,56
Alan Barrionuevo,ARG,Defender,Tigre,28.0,1997,4,1,97,51,36,9,25
Alan Benítez,PAR,Forward,Internacional,31.0,1994,8,6,580,33,71,61,59
Alan Browne,IRL,Midfielder,Sunderland,0.0,1995,22,13,1212,54,33,48,38
Alan Cantero,ARG,Forward,pe Alianza Lima,27.0,1998,1,0,33,54,36,85,8
Alan Carleton,USA,Forward,Nashville SC,20.0,2005,1,0,14,24,42,43,26
Alan Cervantes,MEX,Midfielder,Santos,0.0,1998,23,15,1382,58,42,34,70
Alan Franco,ARG,Defender,São Paulo,28.0,1996,18,17,1507,27,37,33,40
Alan Franco,ECU,Midfielder,Atlético Mineiro,26.0,1998,11,11,945,23,29,21,59
Alan Lescano,ARG,Forward,Arg Juniors,23.0,2001,18,18,1523,48,75,48,60
Alan Medina,MEX,Midfielder,Querétaro,0.0,1997,20,6,715,54,56,85,42
Alan Medina,URU,Forward,León,0.0,1998,4,3,220,15,36,25,44
Alan Minda,ECU,Forward,Cercle Brugge,0.0,2003,26,14,1303,50,54,77,37
Alan Mozo,MEX,Defender,Guadalajara,0.0,1997,26,22,1999,84,62,84,54
Alan Patrick,BRA,Forward,Internacional,34.0,1991,18,18,1526,79,94,57,44
Alan Pulido,MEX,Forward,Guadalajara,0.0,1991,10,7,532,57,49,30,42
Alan Rodríguez,URU,Forward,Arg Juniors,25.0,2000,14,14,1162,67,76,78,61
Alan Ruiz,ARG,Forward,Estrela,0.0,1993,27,18,1470,40,72,40,69
Alan Ruschel,BRA,Defender,Juventude,35.0,1989,10,8,694,56,60,64,39
Alan Saldivia,URU,Defender,cl Colo-Colo,23.0,2002,6,6,540,39,63,48,70
Alan Sosa,ARG,Forward,Gimnasia–LP,22.0,2003,15,9,822,22,45,58,78
Alan Soñora,USA,Midfielder,py Cerro Porteño,26.0,1998,3,0,37,28,27,53,59
Alan Torres,MEX,Midfielder,Mazatlán,0.0,2000,20,13,1118,35,61,44,20
Alan Varela,ARG,Midfielder,Porto,0.0,2001,31,26,2198,40,77,42,41
Alan Velasco,ARG,Forward,Boca Juniors,23.0,2002,14,10,768,29,56,54,70
Albert Rusnák,SVK,Forward,Seattle Sounders,31.0,1994,23,19,1733,81,95,56,23
Alberto Cerri,ITA,Forward,Salernitana,0.0,1996,18,17,1408,51,37,43,42
Alberto Espínola,PAR,Defender,py Olimpia,34.0,1991,1,1,90,59,50,62,25
Alberto Herrera,MEX,Forward,Puebla,0.0,2001,22,12,957,21,53,24,57
Alberto costa,POR,Defender,Vitória,0.0,2003,10,7,675,58,83,95,73
Aldahir Perez,MEX,Midfielder,Querétaro,0.0,2004,14,9,720,79,42,54,52
Aldair Gutiérrez,COL,Defender,co CA Bucaramanga,27.0,1998,6,6,482,66,80,55,64
Aldair Quintana,COL,Goalkeeper,co CA Bucaramanga,31.0,1994,6,6,540,50,40,45,35
Aldair Zárate,COL,Midfielder,co CA Bucaramanga,26.0,1999,2,1,89,53,34,32,61
Aldieri Valenzuela,MEX,Forward,Tijuana,0.0,2003,1,0,33,34,17,8,12
Aldo Corzo,PER,Defender,pe Universitario,36.0,1989,5,4,360,40,35,39,58
Aldo Cruz,MEX,Defender,Atlético,0.0,1997,30,27,2402,41,63,59,52
Aldo Florenzi,ITA,Midfielder,Cosenza,0.0,2002,29,28,2170,80,67,83,38
Aldo López,MEX,Midfielder,Santos,0.0,2000,27,23,2004,59,42,37,38
Aldo Rocha,MEX,Midfielder,Atlas,0.0,1992,31,31,2573,53,55,37,43
Alec Smir,USA,Goalkeeper,Minnesota Utd,26.0,1999,2,1,161,40,47,45,35
Alec Van Hoorenbeeck,BEL,Defender,Twente,0.0,1998,20,11,1116,73,60,38,58
Alejandro Alvarado Jr.,USA,Midfielder,San Diego FC,22.0,2003,12,6,488,37,54,54,76
Alejandro Andrade,MEX,Midfielder,Necaxa,0.0,2001,14,6,515,29,27,32,55
Alejandro Bedoya,USA,Midfielder,Philadelphia Union,38.0,1987,18,6,580,78,81,70,65
Alejandro Cichero,VEN,Forward,Frosinone,0.0,2006,5,2,120,22,31,19,29
Alejandro Gómez,MEX,Midfielder,Tijuana,0.0,2002,27,25,2053,30,54,35,54
Alejandro Maciel,ARG,Defender,py Olimpia,28.0,1997,1,1,90,34,13,10,58
Alejandro Marqués,VEN,Forward,Estoril,0.0,2000,33,15,1692,58,22,20,39
Alejandro Martínez,ARG,Forward,Ceará,28.0,1997,2,0,49,45,48,15,29
Alejandro Mayorga,MEX,Defender,Necaxa,0.0,1997,29,22,1875,48,60,74,56
Alejandro Molina,ARG,Defender,San Martín de San Juan,27.0,1997,15,13,1095,43,48,58,59
Alejandro Piedrahita,COL,Forward,Gimnasia–LP,22.0,2002,10,7,591,35,50,74,62
Alejandro Pósito,PER,Defender,pe Sporting Cristal,19.0,2005,1,0,45,39,14,53,4
Alejandro Zendejas,USA,Forward,América,0.0,1998,27,24,1961,79,87,75,61
Alejo Montero,ARG,Defender,Newell's OB,27.0,1998,16,14,1269,46,50,73,70
Alejo Navarro,ARG,Midfielder,Newell's OB,18.0,2006,1,0,5,42,10,7,6
Alejo Osella,ARG,Defender,Ind. Rivadavia,24.0,2000,10,5,440,28,30,67,53
Alejo Tabares,ARG,Midfielder,Newell's OB,24.0,2001,11,6,624,34,37,54,43
Alejo Véliz,ARG,Forward,Rosario Central,21.0,2003,3,3,239,34,19,31,29
Aleksei Miranchuk,RUS,Midfielder,Atlanta Utd,29.0,1995,24,23,2051,85,83,76,21
Alen Halilović,CRO,Forward,Fortuna Sittard,0.0,1996,27,23,1770,44,65,45,44
Alessandro Arena,ITA,Midfielder,Pisa,0.0,2000,21,8,749,80,75,91,25
Alessandro Bellemo,ITA,Midfielder,Sampdoria,0.0,1995,22,16,1361,53,36,21,60
Alessandro Capello,ITA,Forward,Carrarese,0.0,1995,11,6,441,25,61,47,23
Alessandro Caporale,ITA,Defender,Cosenza,0.0,1995,27,26,2169,45,72,62,54
Alessandro Debenedetti,ITA,Forward,Mantova,0.0,2003,29,4,832,67,31,33,62
Alessandro Dellavalle,ITA,Defender,Modena,0.0,2004,25,22,1998,68,43,58,71
Alessandro Di Pardo,ITA,Defender,Modena,0.0,1999,26,18,1435,77,65,83,50
Alessandro Fontanarosa,ITA,Defender,Reggiana,0.0,2003,15,11,971,41,45,64,58
Alessandro Louati,ITA,Midfielder,Juve Stabia,0.0,2003,5,0,24,40,10,16,89
Alessandro Mallamo,ITA,Midfielder,Südtirol,0.0,1999,21,7,661,89,48,76,70
Alessandro Micai,ITA,Goalkeeper,Cosenza,0.0,1993,37,37,3296,66,82,71,46
Alessandro Riccio,ITA,Defender,Sampdoria,0.0,2002,26,24,2191,50,27,36,52
Alessandro Russo,ITA,Goalkeeper,Sassuolo,0.0,2001,1,1,90,40,40,45,33
Alessandro Salvi,ITA,Defender,Cittadella,0.0,1988,33,25,2363,45,64,54,56
Alessandro Sersanti,ITA,Midfielder,Reggiana,0.0,2002,37,33,2866,70,31,50,70
Alessandro Sorrentino,ITA,Goalkeeper,Frosinone,0.0,2002,2,2,180,40,38,45,37
Alessandro Tagle,MEX,Defender,Monterrey,0.0,2005,1,1,61,62,52,32,19
Alessandro Tripaldelli,ITA,Defender,Bari,0.0,1999,8,0,161,47,53,63,31
Alessandro Vimercati,ITA,Defender,Südtirol,0.0,2002,1,0,15,29,14,9,7
Alessio Buttaro,ITA,Midfielder,Palermo,0.0,2002,4,0,35,28,22,42,64
Alessio Castellini,ITA,Defender,Pisa,0.0,2003,3,1,152,58,82,63,40
Alessio Castro-Montes,BEL,Forward,Union SG,0.0,1997,15,12,1027,59,84,69,76
Alessio Cragno,ITA,Goalkeeper,Sampdoria,0.0,1994,14,14,1260,55,58,45,61
Alessio Rizza,ITA,Defender,Cittadella,0.0,2003,6,2,177,57,65,73,16
Alessio Vita,ITA,Forward,Cittadella,0.0,1993,33,30,2592,57,61,32,55
Alessio da Cruz,CPV,Forward,Fortuna Sittard,0.0,1997,18,13,1185,43,28,24,42
Alesson,BRA,Forward,Mirassol,26.0,1999,4,2,172,51,58,54,40
Alex Arce,PAR,Forward,Ind. Rivadavia,30.0,1995,9,9,721,69,42,43,45
Alex Balboa,EQG,Midfielder,Almere City,0.0,2001,10,4,405,64,39,27,36
Alex Ferrari,ITA,Defender,Sampdoria,0.0,1994,9,7,674,34,46,35,59
Alex Franco,PAR,Midfielder,py Olimpia,24.0,2001,4,3,212,50,47,45,68
Alex Freeman,USA,Defender,Orlando City,20.0,2004,21,20,1835,90,77,89,53
Alex Gutiérrez,MEX,Midfielder,Necaxa,0.0,2008,1,0,5,28,10,7,6
Alex Harris,USA,Midfielder,Colorado Rapids,20.0,2005,1,0,1,28,10,7,6
Alex Luna,ARG,Forward,Instituto,21.0,2004,18,18,1502,73,63,65,62
Alex Marques,POR,Defender,Boavista,0.0,2005,2,1,99,29,14,10,37
Alex Matos,ENG,Midfielder,Oxford United,0.0,2004,20,10,933,28,23,43,83
Alex Mendez,USA,Forward,FC Juárez,0.0,2000,5,0,59,42,57,69,75
Alex Mighten,ENG,Forward,San Diego FC,23.0,2002,19,11,931,48,38,86,37
Alex Mortensen,SWE,Forward,Groningen,0.0,2002,2,0,10,24,9,5,8
Alex Mowatt,ENG,Midfielder,West Brom,0.0,1995,43,39,3351,76,77,52,44
Alex Muralha,BRA,Goalkeeper,Mirassol,35.0,1989,6,6,540,50,54,45,43
Alex Muyl,USA,Forward,Nashville SC,29.0,1995,25,22,1779,33,45,46,56
Alex Padilla,ESP,Goalkeeper,UNAM,0.0,2003,10,10,900,54,64,45,48
Alex Palmer,ENG,Goalkeeper,West Brom,0.0,1996,30,30,2700,45,43,45,75
Alex Redolfi,ITA,Defender,Mantova,0.0,1994,19,18,1345,63,27,16,43
Alex Roldan,SLV,Midfielder,Seattle Sounders,29.0,1996,20,16,1468,45,63,68,66
Alex Sandro,BRA,Defender,Flamengo,34.0,1991,14,13,1044,51,79,91,38
Alex Santana,BRA,Midfielder,Corinthians,30.0,1995,6,4,294,22,39,18,31
Alex Teixeira,BRA,Forward,Vasco da Gama,35.0,1990,9,0,118,25,21,45,42
Alex Telles,BRA,Defender,Botafogo (RJ),32.0,1992,20,16,1364,86,83,72,41
Alex Vigo,ARG,Forward,Sarmiento,26.0,1999,12,6,673,27,66,56,85
Alexander Alvarado,ECU,Forward,ec LDU de Quito,26.0,1999,5,4,354,67,77,62,48
Alexander Aravena,CHI,Forward,Grêmio,22.0,2002,8,1,234,59,53,51,44
Alexander Bah,DEN,Defender,Benfica,0.0,1997,18,17,1412,53,78,86,73
Alexander Barboza,ARG,Defender,Botafogo (RJ),30.0,1995,13,13,1170,38,56,58,85
Alexander Díaz,ARG,Forward,Deportivo Riestra,25.0,2000,15,3,471,33,49,52,57
Alexander Gilbert,IRL,Midfielder,Middlesbrough,0.0,2001,7,0,77,94,82,60,16
Alexander Hack,GER,Defender,NY Red Bulls,31.0,1993,18,13,1217,75,66,67,79
Alexander Jakobsen,EGY,Forward,RKC Waalwijk,0.0,1994,5,0,70,31,30,43,61
Alexander Jallow,SWE,Defender,Brescia,0.0,1998,33,24,2205,44,57,71,31
Alexander Lind,DEN,Forward,Pisa,0.0,2002,32,25,2164,62,35,32,41
Alexander Machado,URU,Forward,uy Peñarol,23.0,2002,3,0,70,66,27,64,30
Alexander Robertson,AUS,Midfielder,Cardiff City,0.0,2003,35,29,2409,75,70,45,65
Alexandre Brito,POR,Midfielder,Sporting CP,0.0,2005,2,1,89,27,19,15,66
Alexandre Penetra,POR,Defender,AZ Alkmaar,0.0,2001,31,31,2594,34,58,45,36
Alexandre Pinto,POR,Defender,Arouca,0.0,1998,14,9,823,52,68,70,61
Alexandre Sola,AND,Midfielder,Estrela,0.0,2003,1,0,21,28,15,7,15
Alexandre Stanic,BEL,Forward,Charleroi,0.0,2004,2,0,14,22,40,29,25
Alexandro Bernabei,ARG,Defender,Internacional,24.0,2000,17,17,1486,76,85,91,61
Alexandro Calut,BEL,Midfielder,Standard Liège,0.0,2003,8,2,193,39,53,72,44
Alexandros Katranis,GRE,Defender,Real Salt Lake,27.0,1998,21,17,1331,58,83,83,19
Alexei Dominguez,MEX,Forward,Pachuca,0.0,2005,8,2,170,32,54,62,75
Alexis Blin,FRA,Midfielder,Palermo,0.0,1996,17,17,1372,32,54,24,47
Alexis Canelo,ARG,Forward,Lanús,33.0,1992,14,1,271,70,85,57,24
Alexis Castro,ARG,Forward,Estudiantes–LP,30.0,1994,12,6,486,41,50,51,70
Alexis Cuello,ARG,Forward,San Lorenzo,25.0,2000,18,15,1150,52,37,58,57
Alexis Dominguez,ARG,Forward,Aldosivi,28.0,1996,10,1,227,18,13,17,55
Alexis Fariña,PAR,Midfielder,py Cerro Porteño,20.0,2004,2,0,58,55,60,30,44
Alexis Flips,FRA,Forward,Anderlecht,0.0,2000,11,2,279,49,81,73,68
Alexis Francisco Peña,MEX,Defender,Necaxa,0.0,1996,20,18,1527,56,27,25,30
Alexis Fretes,PAR,Midfielder,py Libertad,19.0,2005,5,3,263,45,25,52,21
Alexis Gutiérrez,MEX,Forward,Cruz Azul,0.0,2000,29,21,1696,62,80,44,49
Alexis Maldonado,ARG,Defender,Banfield,27.0,1997,16,16,1391,24,27,32,52
Alexis Manyoma,COL,Forward,Estudiantes–LP,22.0,2003,13,2,390,26,52,70,84
Alexis Martin Arias,ARG,Goalkeeper,py Cerro Porteño,33.0,1992,3,3,270,57,45,45,50
Alexis Segovia,ARG,Forward,Lanús,21.0,2004,14,7,574,59,49,64,65
Alexis Soto,ARG,Defender,Defensa y Just,31.0,1993,17,17,1399,54,82,85,65
Alexis Vega,MEX,Forward,Toluca,0.0,1997,34,31,2510,81,93,78,69
Alexis Villa,ECU,Goalkeeper,ec LDU de Quito,23.0,2001,1,0,14,40,49,45,33
Aleš Matějů,CZE,Defender,Spezia,0.0,1996,34,32,2830,61,67,50,54
Alfie Devine,ENG,Midfielder,Westerlo,0.0,2004,21,18,1606,83,57,76,36
Alfie Doughty,ENG,Midfielder,Luton Town,0.0,1999,26,25,2037,73,72,76,72
Alfie Gilchrist,ENG,Defender,Sheffield Utd,0.0,2003,30,27,2103,45,76,71,63
Alfie Jones,ENG,Defender,Hull City,0.0,1997,41,37,3389,32,50,43,38
Alfie Lloyd,ENG,Forward,QPR,0.0,2003,27,4,747,58,33,59,65
Alfio Oviedo,PAR,Forward,Tigre,29.0,1995,8,1,227,72,27,49,59
Alfonso Alvarado,MEX,Forward,Monterrey,0.0,2000,28,10,1130,57,36,31,54
Alfonso Blanco Antúnez,MEX,Goalkeeper,León,0.0,1987,26,26,2340,59,59,45,66
Alfonso González,MEX,Forward,Pachuca,0.0,1994,19,7,693,75,61,57,75
Alfonso Trezza,URU,Forward,Arouca,0.0,1999,33,28,2420,49,42,42,60
Alfred Gomis,SEN,Goalkeeper,Palermo,0.0,1993,1,1,36,40,40,45,48
Alfredo Morales,USA,Midfielder,St. Louis,35.0,1990,16,8,724,30,58,26,38
Alfredo Morelos,COL,Forward,co Nacional,29.0,1996,6,3,253,67,44,36,39
Alhassan Yusuf,NGA,Midfielder,NE Revolution,25.0,2000,25,24,2160,59,68,75,56
Ali Ahmed,CAN,Forward,Vancouver W'caps,24.0,2000,14,7,781,50,88,83,66
Ali Akman,TUR,Forward,Dender,0.0,2002,4,0,44,85,37,46,71
Ali Al Hamadi,IRQ,Forward,Stoke City,0.0,2002,15,11,829,51,29,49,53
Ali Jasim,IRQ,Forward,Almere City,0.0,2004,11,4,437,77,78,81,66
Ali Maamar,MAR,Midfielder,Anderlecht,0.0,2005,6,5,425,27,21,75,53
Ali Ávila,MEX,Forward,UNAM,0.0,2003,15,0,228,81,66,60,53
Alieu Fadera,GAM,Midfielder,Genk,0.0,2001,2,2,180,56,47,82,74
Alireza Jahanbakhsh,IRN,Forward,Heerenveen,0.0,1993,19,16,1451,67,76,70,77
Alisa Randell,LBR,Midfielder,Minnesota Utd,17.0,2007,3,0,10,28,10,59,6
Alisson,BRA,Midfielder,São Paulo,32.0,1993,21,19,1641,54,59,38,30
Alistair McCann,NIR,Midfielder,Preston,0.0,1999,29,28,2418,43,33,30,78
Aliyu Ibrahim,NGA,Forward,Houston Dynamo,23.0,2002,23,12,1089,60,62,78,73
Aljaž Ivačič,SVN,Goalkeeper,NE Revolution,31.0,1993,24,24,2160,45,40,45,35
Aljosa Vasic,SRB,Midfielder,Palermo,0.0,2002,24,2,559,50,35,61,77
Allahyar Sayyadmanesh,IRN,Forward,Westerlo,0.0,2001,26,22,1806,66,64,76,74
Allan,BRA,Forward,Botafogo (RJ),34.0,1991,13,4,411,27,74,38,73
Allan,BRA,Midfielder,Flamengo,28.0,1997,12,7,492,31,62,60,39
