Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Duje Ćaleta-Car,Real Sociedad,Spanish La Liga,CB,Defender,CRO,29,52.08,697,8,6.51
Duván Zapata,Torino,Italian Serie A,AM,Forward,COL,34,12.95,29,2,6.48
Dušan Stojinovič,Jagiellonia,UEFA Europa Conference League,CB,Defender,SVN,25,11.71,180,2,5.86
Dušan Vlahović,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,SRB,25,64.86,348,10,6.49
Dwight McNeil,Everton,English Premier League,AM,Forward,ENG,25,12.66,25,2,6.33
Dylan Watts,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,IRL,28,12.11,112,2,6.06
Dávid Hancko,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,SVK,27,66.71,791,10,6.67
Désiré Doué,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Forward,FRA,20,35.01,273,5,7.0
Dženan Pejčinović,Wolfsburg,German Bundesliga,AM,Forward,GER,20,36.31,228,6,6.05
Ebenezer Akinsanmiro,Pisa,Italian Serie A,CM,Midfielder,NGA,20,38.25,479,6,6.38
Eberechi Eze,"Arsenal, Crystal Palace","English Premier League, UEFA Champions League",LW,Forward,ENG,27,69.07,616,10,6.91
Ebrima Colley,Young Boys,UEFA Europa League,LM,Midfielder,GAM,25,5.85,24,1,5.85
Eddie Nketiah,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,26,38.59,155,6,6.43
Eddy Kouadio,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,CIV,19,11.28,49,2,5.64
Eder,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,BRA,36,12.15,156,2,6.07
Edimilson Fernandes,Young Boys,UEFA Europa League,CM,Midfielder,SUI,29,20.31,265,3,6.77
Edimilson Filho,Qaırat Almaty,UEFA Champions League,AM,Forward,BRA,28,13.89,47,2,6.94
Edin Džeko,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,BIH,39,49.76,242,8,6.22
Edmond Tapsoba,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,BFA,26,67.47,900,10,6.75
Edmund Baidoo,RB Salzburg,UEFA Europa League,AM,Forward,GHA,19,19.84,171,3,6.61
Edoardo Goldaniga,Como,Italian Serie A,CB,Defender,ITA,31,5.09,1,1,5.09
Edoardo Iannoni,Sassuolo,Italian Serie A,RM,Midfielder,ITA,24,24.5,63,4,6.12
Edon Zhegrova,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,KVX,26,20.4,38,3,6.8
Edson Álvarez,Fenerbahçe,UEFA Europa League,CM,Midfielder,MEX,27,12.88,117,2,6.44
Edu Expósito,Espanyol,Spanish La Liga,DM,Midfielder,ESP,29,55.31,573,8,6.91
Eduardo Camavinga,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,FRA,22,47.54,160,7,6.79
Eduardo Guerrero,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,PAN,25,11.75,180,2,5.88
Eduardo Quaresma,Sporting CP,UEFA Champions League,CB,Defender,POR,23,15.09,156,2,7.54
Edvin Kurtulus,Ludogorets,UEFA Europa League,CB,Defender,SWE,25,11.95,97,2,5.98
Edward Chilufya,Midtjylland,UEFA Europa League,AM,Forward,ZAM,26,5.9,21,1,5.9
Eggert Aron Guðmundsson,Brann,UEFA Europa League,LW,Forward,ISL,21,19.8,188,3,6.6
Eguinaldo,Shakhtar,UEFA Europa Conference League,LM,Midfielder,BRA,21,6.05,58,1,6.05
Egzon Bejtulai,KF Drita,UEFA Europa Conference League,CB,Defender,MKD,31,11.46,180,2,5.73
Eivind Helland,Brann,UEFA Europa League,CB,Defender,NOR,20,20.47,270,3,6.82
El Hadji Diouf,West Ham,English Premier League,WB,Midfielder,SEN,20,19.77,270,3,6.59
El Hadji Malick Diouf,West Ham,English Premier League,LB,Defender,SEN,20,34.15,405,5,6.83
Elad Madmon,Maccabi Tel Aviv,UEFA Europa League,LW,Forward,ISR,21,18.14,82,3,6.05
Eli Junior Kroupi,Bournemouth,English Premier League,AM,Forward,FRA,19,31.9,97,5,6.38
Elias Achouri,FC Copenhagen,UEFA Champions League,LM,Midfielder,TUN,26,22.69,180,3,7.56
Elias Saad,Augsburg,German Bundesliga,AM,Forward,TUN,25,38.08,368,6,6.35
Eliesse Ben Seghir,"Leverkusen, Monaco","French Ligue 1, German Bundesliga, UEFA Champions League",AM,Forward,MAR,20,53.08,299,8,6.64
Eliezer Mayenda,Sunderland,English Premier League,AM,Forward,ESP,20,37.8,260,6,6.3
Elif Elmas,Napoli,"Italian Serie A, UEFA Champions League",AM,Midfielder,MKD,26,37.0,133,6,6.17
Elijah Dijkstra,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,NED,19,5.4,19,1,5.4
Elisha Owusu,Auxerre,French Ligue 1,CM,Midfielder,GHA,27,50.76,632,8,6.34
Elliot Anderson,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,ENG,22,78.69,989,11,7.15
Ellyes Skhiri,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,TUN,30,40.19,276,6,6.7
Elseid Hysaj,Lazio,Italian Serie A,RB,Defender,ALB,31,18.71,153,3,6.24
Elvin Cəfərquliyev,Qarabağ,UEFA Champions League,LB,Defender,AZE,24,21.99,255,3,7.33
Elvis Rexhbeçaj,Augsburg,German Bundesliga,CM,Midfielder,KVX,27,37.47,304,6,6.24
Elye Wahi,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,FRA,22,44.41,229,7,6.34
Emannuel Uchenna,Sparta Prague,UEFA Europa Conference League,CB,Defender,NGA,21,6.38,32,1,6.38
Emanuel Aiwum,Sturm Graz,UEFA Europa League,CB,Defender,AUT,24,17.95,270,3,5.98
Emanuel Emegha,Strasbourg,French Ligue 1,AM,Forward,NED,22,25.61,228,4,6.4
Emanuele Valeri,Parma,Italian Serie A,WB,Midfielder,ITA,26,38.5,475,6,6.42
Emerson Palmieri,Marseille,"French Ligue 1, UEFA Champions League",LB,Defender,ITA,31,54.03,517,8,6.75
Emersonn,Toulouse,French Ligue 1,AM,Forward,BRA,21,26.42,175,4,6.6
Emi Buendía,Aston Villa,"English Premier League, UEFA Europa League",LW,Forward,ARG,28,68.15,546,10,6.82
Emil Holm,Bologna,"Italian Serie A, UEFA Europa League",RB,Defender,SWE,25,31.37,305,5,6.27
Emil Kornvig,Brann,UEFA Europa League,RM,Midfielder,DEN,25,19.87,266,3,6.62
Emile Smith Rowe,Fulham,English Premier League,AM,Forward,ENG,25,52.59,157,8,6.57
Emir Karic,Sturm Graz,UEFA Europa League,LB,Defender,AUT,28,20.5,270,3,6.83
Emir Sahiti,Hamburger SV,German Bundesliga,RW,Forward,KVX,26,11.78,120,2,5.89
Emirhan İlkhan,Torino,Italian Serie A,CM,Midfielder,TUR,21,5.81,57,1,5.81
Emmanouil Siopis,Panathinaikos,UEFA Europa League,CM,Midfielder,GRE,31,18.45,204,3,6.15
Emmanuel Addai,Qarabağ,UEFA Champions League,LW,Forward,GHA,24,21.6,81,3,7.2
Emmanuel Agbadou,Wolves,English Premier League,CB,Defender,CIV,28,47.31,526,7,6.76
Emmanuel Biumla,Angers,French Ligue 1,CB,Defender,FRA,20,18.32,129,3,6.11
Emmanuel Ekong,Malmö,UEFA Europa League,AM,Forward,SWE,23,11.85,126,2,5.92
Emre Kılınç,Samsunspor,UEFA Europa Conference League,RM,Midfielder,TUR,31,5.69,18,1,5.69
Endrit Krasniqi,Shkëndija 79,UEFA Europa Conference League,AM,Forward,KVX,30,11.77,142,2,5.88
Enric Saborit,AÉK Lárnaka,UEFA Europa Conference League,CB,Defender,ESP,33,5.49,90,1,5.49
Enrico Del Prato,Parma,Italian Serie A,CB,Defender,ITA,25,41.11,630,7,5.87
Enzo Barrenechea,Benfica,UEFA Champions League,CM,Midfielder,ARG,24,22.28,270,3,7.43
Enzo Boyomo,Osasuna,Spanish La Liga,CB,Defender,CMR,24,59.27,807,9,6.59
Enzo Ebosse,Hellas Verona,Italian Serie A,CB,Defender,CMR,26,11.3,54,2,5.65
Enzo Fernández,Chelsea,"English Premier League, UEFA Champions League",DM,Midfielder,ARG,24,69.97,833,10,7.0
Enzo Koffi Vinette,Le Havre,French Ligue 1,LB,Defender,FRA,19,11.59,7,2,5.8
Enzo Le Fée,Sunderland,English Premier League,LW,Forward,FRA,25,44.37,467,7,6.34
Enzo Molebe,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,18,12.17,24,2,6.08
Eray Cömert,Valencia,Spanish La Liga,CB,Defender,SUI,27,5.97,11,1,5.97
Ercan Kara,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,29,11.56,110,2,5.78
Eren Dinkçi,Freiburg,"German Bundesliga, UEFA Europa League",RW,Forward,GER,23,59.59,278,10,5.96
Eren Elmalı,Galatasaray,UEFA Champions League,LB,Defender,TUR,25,21.46,98,3,7.15
Eric Bailly,Oviedo,Spanish La Liga,CB,Defender,CIV,31,19.71,270,3,6.57
Eric Boakye,FC Noah,UEFA Europa Conference League,RB,Defender,GHA,25,12.3,161,2,6.15
Eric Dier,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,ENG,31,53.61,720,8,6.7
Eric García,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,24,84.17,866,12,7.01
Eric Martel,Köln,German Bundesliga,CM,Midfielder,GER,23,44.5,598,7,6.36
Eric Smith,St. Pauli,German Bundesliga,CB,Defender,SWE,28,44.71,630,7,6.39
Erick Marcus,Ludogorets,UEFA Europa League,LW,Forward,BRA,21,12.45,125,2,6.22
Erik Palmer-Brown,Panathinaikos,UEFA Europa League,CB,Defender,USA,28,6.85,90,1,6.85
Erik Prekop,Slavia Prague,UEFA Champions League,AM,Forward,SVK,28,6.53,3,1,6.53
Erkin Tapalov,Qaırat Almaty,UEFA Champions League,RB,Defender,KAZ,32,21.61,178,3,7.2
Erling Haaland,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,NOR,25,77.31,937,11,7.03
Ermal Krasniqi,Legia Warsaw,UEFA Europa Conference League,LM,Midfielder,KVX,27,6.42,66,1,6.42
Ermedin Demirović,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,BIH,27,51.76,672,8,6.47
Ernest Poku,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,NED,21,60.56,451,9,6.73
Esmir Bajraktarevic,PSV Eindhoven,UEFA Champions League,RW,Forward,BIH,20,6.99,18,1,6.99
Esteban Lepaul,"Angers, Rennes",French Ligue 1,AM,Forward,FRA,25,51.25,695,8,6.41
Estêvão Willian,Chelsea,"English Premier League, UEFA Champions League",RW,Forward,BRA,18,68.43,414,10,6.84
Ethan Ampadu,Leeds United,English Premier League,CM,Midfielder,WAL,25,41.43,517,6,6.9
Ethan Mbappé,Lille,French Ligue 1,RW,Forward,FRA,18,25.83,35,4,6.46
Ethan Nwaneri,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,ENG,18,34.11,167,5,6.82
Ethan Pinnock,Brentford,English Premier League,CB,Defender,JAM,32,12.61,155,2,6.3
Etienne Youte Kinkoue,Le Havre,French Ligue 1,CB,Defender,FRA,23,23.31,221,4,5.83
Etta Eyong,Levante,Spanish La Liga,AM,Forward,CMR,21,13.56,176,2,6.78
Evan Caffrey,Shelbourne FC,UEFA Europa Conference League,CB,Defender,IRL,22,11.05,54,2,5.52
Evan Ferguson,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,IRL,21,57.49,412,9,6.39
Evangelos Andreou,AC Omonia,UEFA Europa Conference League,RW,Forward,CYP,23,11.04,90,2,5.52
Evanilson,Bournemouth,English Premier League,AM,Forward,BRA,25,45.77,616,7,6.54
Evann Guessand,Aston Villa,"English Premier League, UEFA Europa League",RW,Forward,CIV,24,63.26,614,10,6.33
Evert Linthorst,Go Ahead Eag,UEFA Europa League,DM,Midfielder,NED,25,17.71,158,3,5.9
Ewandro,AC Omonia,UEFA Europa Conference League,AM,Forward,BRA,29,12.89,180,2,6.44
Exequiel Palacios,Leverkusen,German Bundesliga,CM,Midfielder,ARG,26,12.06,44,2,6.03
Ezechiel Banzuzi,RB Leipzig,German Bundesliga,RM,Midfielder,NED,20,44.15,260,7,6.31
Ezequiel Ávila,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,ARG,31,31.94,147,5,6.39
Ezequiél Fernández,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,ARG,23,48.39,451,7,6.91
Ezri Konsa,Aston Villa,"English Premier League, UEFA Europa League",CB,Defender,ENG,27,57.86,785,9,6.43
Fabian Rieder,"Augsburg, Rennes","French Ligue 1, German Bundesliga",AM,Forward,SUI,23,52.71,570,8,6.59
Fabian Schär,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,SUI,33,40.41,420,6,6.74
Fabiano Parisi,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,ITA,24,24.75,153,4,6.19
Fabio Baldé,Hamburger SV,German Bundesliga,LW,Forward,POR,20,24.23,62,4,6.06
Fabio Carvalho,Brentford,English Premier League,CM,Forward,POR,23,29.75,97,5,5.95
Fabio Chiarodia,Gladbach,German Bundesliga,CB,Defender,ITA,20,32.32,279,5,6.46
Fabio Vieira,Hamburger SV,German Bundesliga,CM,Midfielder,POR,25,19.65,242,3,6.55
Fabián Ruiz Peña,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,ESP,29,48.22,475,7,6.89
Fabrice Tamba,Shkëndija 79,UEFA Europa Conference League,RW,Forward,SEN,21,11.9,161,2,5.95
Facundo Buonanotte,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,ARG,20,21.37,188,3,7.12
Facundo Garcés,Alavés,Spanish La Liga,CB,Defender,MAS,26,37.81,540,6,6.3
Facundo Medina,Marseille,"French Ligue 1, UEFA Champions League",CB,Defender,ARG,26,27.25,270,4,6.81
Fali Candé,Sassuolo,Italian Serie A,LB,Defender,GNB,27,17.74,72,3,5.91
Fallou Cham,Hellas Verona,Italian Serie A,WB,Midfielder,NAN,0,24.8,192,4,6.2
Fares Chaïbi,Eint Frankfurt,"German Bundesliga, UEFA Champions League",DM,Midfielder,ALG,22,68.08,716,10,6.81
Faris Pemi Moumbagna,Cremonese,Italian Serie A,AM,Forward,CMR,25,6.26,15,1,6.26
Faustino Anjorin,Torino,Italian Serie A,AM,Forward,ENG,23,17.34,29,3,5.78
Fedde Leysen,Union SG,UEFA Champions League,CB,Defender,BEL,22,20.91,270,3,6.97
Federico Baschirotto,Cremonese,Italian Serie A,CB,Defender,ITA,29,42.59,630,7,6.08
Federico Bernardeschi,Bologna,"Italian Serie A, UEFA Europa League",RW,Forward,ITA,31,56.6,341,9,6.29
Federico Bonazzoli,Cremonese,Italian Serie A,AM,Forward,ITA,28,31.33,326,5,6.27
Federico Ceccherini,Cremonese,Italian Serie A,CB,Defender,ITA,33,18.41,110,3,6.14
Federico Chiesa,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,ITA,27,48.07,131,7,6.87
Federico Dimarco,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,27,68.15,681,10,6.82
Federico Gatti,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,27,51.42,648,8,6.43
Federico Redondo,Elche,Spanish La Liga,CM,Midfielder,ARG,22,12.0,11,2,6.0
Federico Valverde,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,URU,27,76.73,925,11,6.98
Federico Viñas,Oviedo,Spanish La Liga,AM,Forward,URU,27,43.78,263,7,6.25
Felix Agu,Werder Bremen,German Bundesliga,LB,Defender,NGA,26,39.17,484,6,6.53
Felix Mambimbi,Le Havre,French Ligue 1,CM,Midfielder,SUI,24,40.07,129,7,5.72
Felix Myhre,Brann,UEFA Europa League,LM,Midfielder,NOR,26,13.33,180,2,6.66
Felix Nmecha,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,GER,25,66.99,634,10,6.7
Felix Tsimba,Young Boys,UEFA Europa League,AM,Forward,SUI,19,11.22,9,2,5.61
Fer López,Wolves,English Premier League,CM,Midfielder,NAN,0,12.81,47,2,6.4
Fer López,Wolves,English Premier League,AM,Forward,ESP,21,20.58,74,3,6.86
Ferdi Kadioglu,Brighton,English Premier League,LB,Defender,TUR,26,45.86,467,7,6.55
Fermin López,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,22,49.48,419,7,7.07
Fernando Calero,Espanyol,Spanish La Liga,CB,Defender,ESP,30,39.17,446,6,6.53
Ferran Jutglà,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,ESP,26,59.24,437,9,6.58
Ferrán Torres,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,25,68.09,643,10,6.81
Fikayo Tomori,Milan,Italian Serie A,CB,Defender,ENG,27,43.47,594,7,6.21
Filip Helander,Häcken,UEFA Europa Conference League,CB,Defender,SWE,32,11.88,180,2,5.94
Filip Jagiełło,Lech Poznań,UEFA Europa Conference League,DM,Midfielder,POL,28,5.99,67,1,5.99
Filip Kaloč,Ludogorets,UEFA Europa League,AM,Midfielder,CZE,25,18.61,170,3,6.2
Filip Kostić,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,SRB,32,24.81,45,4,6.2
Filip Mladenović,Panathinaikos,UEFA Europa League,LB,Defender,SRB,34,11.39,95,2,5.7
Filip Rózga,Sturm Graz,UEFA Europa League,LW,Forward,POL,19,12.13,103,2,6.06
Filip Slavíček,Sigma Olomouc,UEFA Europa Conference League,RB,Defender,NAN,23,12.55,151,2,6.28
Filip Ugrinic,Valencia,Spanish La Liga,CM,Midfielder,SUI,26,26.17,93,4,6.54
Filip Đuričić,Panathinaikos,UEFA Europa League,AM,Forward,SRB,33,13.02,92,2,6.51
Filipe Relvas,AEK Athens,UEFA Europa Conference League,CB,Defender,POR,26,12.08,180,2,6.04
Filippo Mane,Dortmund,German Bundesliga,CB,Defender,ITA,20,11.38,85,2,5.69
Filippo Romagna,Sassuolo,Italian Serie A,CB,Defender,ITA,28,12.21,163,2,6.1
Filippo Terracciano,Cremonese,Italian Serie A,CB,Defender,ITA,22,38.09,540,6,6.35
Finn Jeltsch,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,GER,19,32.22,299,5,6.44
Finn Stokkers,Go Ahead Eag,UEFA Europa League,AM,Forward,NED,29,11.0,15,2,5.5
Fisayo Dele-Bashiru,Lazio,Italian Serie A,LM,Midfielder,NGA,24,24.58,209,4,6.14
Fisnik Asllani,Hoffenheim,German Bundesliga,AM,Forward,KVX,23,46.05,527,7,6.58
Fiton Ademi,Shkëndija 79,UEFA Europa Conference League,AM,Forward,MKD,23,5.63,3,1,5.63
Flavius Daniliuc,Basel,UEFA Europa League,CB,Defender,AUT,24,12.98,180,2,6.49
Florent Hanin,Angers,French Ligue 1,LB,Defender,ALG,35,36.73,276,6,6.12
Florent Ramadani,Shkëndija 79,UEFA Europa Conference League,AM,Forward,MKD,25,5.25,5,1,5.25
Florentino Luís,Burnley,English Premier League,CM,Midfielder,POR,26,34.45,388,5,6.89
Florian Grillitsch,Braga,UEFA Europa League,CM,Midfielder,AUT,30,6.35,64,1,6.35
Florian Kainz,Köln,German Bundesliga,CM,Midfielder,AUT,32,32.07,83,5,6.41
Florian Lejeune,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,FRA,34,73.84,980,11,6.71
Florian Neuhaus,Gladbach,German Bundesliga,AM,Forward,GER,28,38.96,242,6,6.49
Florian Sotoca,Lens,French Ligue 1,AM,Forward,FRA,34,29.22,30,5,5.84
Florian Thauvin,Lens,French Ligue 1,AM,Forward,FRA,32,54.48,587,8,6.81
Florian Wirtz,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,GER,22,78.0,765,11,7.09
Florin Tănase,FCSB,UEFA Europa League,DM,Midfielder,ROU,30,18.78,168,3,6.26
Fodé Ballo-Touré,Metz,French Ligue 1,WB,Midfielder,SEN,28,19.08,222,3,6.36
Fodé Doucouré,Le Havre,French Ligue 1,RM,Midfielder,MLI,24,51.17,427,8,6.4
Fodé Sylla,Lens,French Ligue 1,CM,Midfielder,FRA,19,12.78,63,2,6.39
Folarin Balogun,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,USA,24,60.03,585,9,6.67
Formose Mendy,Lorient,French Ligue 1,CB,Defender,SEN,24,12.93,135,2,6.46
Fotios Kitsos,AC Omonia,UEFA Europa Conference League,LB,Defender,GRE,22,12.79,180,2,6.4
Fotis Ioannidis,Sporting CP,UEFA Champions League,AM,Forward,GRE,25,20.84,123,3,6.95
Fran Beltrán,Celta Vigo,"Spanish La Liga, UEFA Europa League",CM,Midfielder,ESP,26,44.99,377,7,6.43
Fran Garcia,Real Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,ESP,26,25.86,210,4,6.46
Fran Navarro,Braga,UEFA Europa League,AM,Forward,ESP,27,12.87,94,2,6.44
Fran Tudor,Raków,UEFA Europa Conference League,CB,Defender,CRO,30,12.01,180,2,6.0
Francesco Acerbi,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,37,39.51,532,6,6.58
Francesco Camarda,Lecce,Italian Serie A,AM,Forward,ITA,17,41.6,230,7,5.94
Francesco Esposito,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,ITA,20,54.11,389,8,6.76
Francis Abu,Toulouse,French Ligue 1,CM,Midfielder,GHA,24,31.72,337,5,6.34
Francis Coquelin,Nantes,French Ligue 1,CM,Midfielder,FRA,34,24.27,149,4,6.07
Francisco Conceição,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,POR,22,48.01,462,7,6.86
Francisco Ortega,Olympiacos,UEFA Champions League,LB,Defender,ARG,26,20.99,232,3,7.0
Francisco Perez,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",AM,Forward,ESP,23,51.61,374,8,6.45
Francisco Sierralta,Auxerre,French Ligue 1,CB,Defender,CHI,28,43.92,604,7,6.27
Francisco Trincão,Sporting CP,UEFA Champions League,AM,Forward,POR,25,22.15,225,3,7.38
Franck Honorat,Gladbach,German Bundesliga,RW,Forward,FRA,29,25.76,301,4,6.44
Franco Cervi,Celta Vigo,UEFA Europa League,LW,Forward,ARG,31,5.75,13,1,5.75
Franco Mastantuono,Real Madrid,"Spanish La Liga, UEFA Champions League",RW,Forward,ARG,18,76.04,593,11,6.91
Franco Vázquez,Cremonese,Italian Serie A,AM,Forward,ARG,36,37.54,287,6,6.26
Franculino Djú,Midtjylland,UEFA Europa League,AM,Forward,GNB,21,19.07,180,3,6.36
Franjo Ivanović,Benfica,UEFA Champions League,AM,Defender,CRO,22,20.56,63,3,6.85
Frank Magri,Toulouse,French Ligue 1,AM,Forward,CMR,26,51.16,627,8,6.4
Frank Onyeka,Brentford,English Premier League,DM,Midfielder,NGA,27,32.28,91,5,6.46
Franklin Tebo,Red Star,UEFA Europa League,CB,Defender,NGA,25,19.08,270,3,6.36
Franko Kovačević,NK Celje,UEFA Europa Conference League,AM,Forward,CRO,26,13.22,165,2,6.61
Frans Krätzig,RB Salzburg,UEFA Europa League,LB,Defender,GER,22,12.48,89,2,6.24
Frantzdy Pierrot,AEK Athens,UEFA Europa Conference League,AM,Forward,HAI,30,11.58,96,2,5.79
Fred,Fenerbahçe,UEFA Europa League,DM,Midfielder,BRA,32,12.96,42,2,6.48
Freddie Potts,West Ham,English Premier League,CM,Midfielder,ENG,22,18.7,106,3,6.23
Fredrik André Bjørkan,Bodø/Glimt,UEFA Champions League,LB,Defender,NOR,27,14.85,170,2,7.43
Fredrik Aursnes,Benfica,UEFA Champions League,LM,Midfielder,NOR,29,20.97,248,3,6.99
Fredrik Oppegard,Auxerre,French Ligue 1,LB,Defender,NOR,23,30.69,190,5,6.14
Fredrik Pallesen Knudsen,Brann,UEFA Europa League,CB,Defender,NOR,29,19.97,270,3,6.66
Fredrik Sjøvold,Bodø/Glimt,UEFA Champions League,RB,Defender,NOR,22,22.09,270,3,7.36
Frenkie de Jong,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,NED,28,70.0,763,10,7.0
Furkan Demir,Rapid Wien,UEFA Europa Conference League,LB,Defender,TUR,20,12.73,102,2,6.36
Fyodor Chalov,PAOK,UEFA Europa League,AM,Forward,RUS,27,19.55,114,3,6.52
Fábio Cardoso,Sevilla,Spanish La Liga,CB,Defender,POR,31,5.96,77,1,5.96
Fábio Silva,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,POR,23,33.11,52,5,6.62
Félix Correia,Lille,"French Ligue 1, UEFA Europa League",RW,Forward,POR,24,71.48,730,11,6.5
Félix Lemaréchal,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,FRA,22,63.5,605,10,6.35
Gabri Martínez,Braga,UEFA Europa League,AM,Forward,ESP,22,13.77,86,2,6.88
Gabriel Gudmundsson,Leeds United,English Premier League,LB,Defender,SWE,26,54.33,697,8,6.79
Gabriel Magalhães,Arsenal,"English Premier League, UEFA Champions League",CB,Defender,BRA,27,75.62,955,11,6.87
Gabriel Martinelli,Arsenal,"English Premier League, UEFA Champions League",LW,Forward,BRA,24,66.6,376,10,6.66
Gabriel Moscardo,Braga,UEFA Europa League,CM,Midfielder,BRA,19,6.3,90,1,6.3
Gabriel Osho,Auxerre,French Ligue 1,CB,Defender,NGA,27,11.69,139,2,5.84
Gabriel Pereira,FC Copenhagen,UEFA Champions League,CB,Defender,BRA,25,21.06,270,3,7.02
Gabriel Sara,Galatasaray,UEFA Champions League,AM,Forward,BRA,26,21.91,66,3,7.3
Gabriel Sigua,Lausanne-Sport,UEFA Europa Conference League,LM,Midfielder,GEO,20,12.97,135,2,6.48
Gabriel Snaer,Breiðablik,UEFA Europa Conference League,LB,Defender,NAN,0,5.82,6,1,5.82
Gabriel Strefezza,Olympiacos,UEFA Champions League,RW,Forward,BRA,28,13.44,50,2,6.72
Gabriel Suazo,Sevilla,Spanish La Liga,LB,Midfielder,CHI,28,48.34,570,7,6.91
Gabriel Veiga,Porto,UEFA Europa League,LM,Midfielder,ESP,23,18.86,103,3,6.29
Gabriel Vidovic,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,CRO,21,10.94,15,2,5.47
Gabriele Piccinini,Pisa,Italian Serie A,CM,Midfielder,ITA,24,17.95,43,3,5.98
Gabriele Zappa,Cagliari,Italian Serie A,RB,Defender,ITA,25,30.63,272,5,6.13
Gaetano Oristanio,Parma,Italian Serie A,AM,Forward,ITA,23,25.53,161,4,6.38
Gaoussou Diakite,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,MLI,20,13.6,163,2,6.8
Gaoussou Diarra,Feyenoord,UEFA Europa League,LW,Forward,MLI,22,6.19,80,1,6.19
Garang Kuol,Sparta Prague,UEFA Europa Conference League,LW,Forward,AUS,21,5.52,32,1,5.52
Gauthier Hein,Metz,French Ligue 1,AM,Forward,FRA,29,47.17,612,7,6.74
Gautier Lloris,Le Havre,French Ligue 1,CB,Defender,FRA,30,50.66,663,8,6.33
Gavi,Barcelona,Spanish La Liga,AM,Forward,ESP,21,14.24,67,2,7.12
Gavriel Kanichowsky,Ferencváros,UEFA Europa League,CM,Midfielder,ISR,28,19.36,134,3,6.45
Gelson Martins,Olympiacos,UEFA Champions League,RW,Forward,POR,30,13.13,106,2,6.56
Gennaro Borrelli,Cagliari,Italian Serie A,AM,Forward,ITA,25,37.3,243,6,6.22
Geny Catamo,Sporting CP,UEFA Champions League,LW,Defender,MOZ,24,13.62,72,2,6.81
