Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Pau Navarro,J5,RB,Defender,Villarreal,Spanish La Liga,57.0,7.07,20,ESP
Jorge Herrando,J5,CB,Defender,Osasuna,Spanish La Liga,45.0,6.22,24,ESP
Abel Bretones,J5,LB,Defender,Osasuna,Spanish La Liga,90.0,6.63,25,ESP
Jon Moncayola,J5,RB,Defender,Osasuna,Spanish La Liga,90.0,6.51,27,ESP
Juan Cruz Armada,J5,CB,Defender,Osasuna,Spanish La Liga,45.0,6.08,33,ESP
Catena,J5,CB,Defender,Osasuna,Spanish La Liga,90.0,6.84,30,ESP
Enzo Boyomo,J5,CB,Defender,Osasuna,Spanish La Liga,87.0,6.64,23,CMR
Moussa Diarra,J5,LB,Defender,Alavés,Spanish La Liga,71.0,6.14,24,MLI
Nahuel Tenaglia,J5,CB,Defender,Alavés,Spanish La Liga,90.0,6.02,29,ARG
Facundo Garcés,J5,CB,Defender,Alavés,Spanish La Liga,90.0,6.22,26,MAS
Jonny Castro,J5,RB,Defender,Alavés,Spanish La Liga,90.0,6.59,31,ESP
Marcão,J5,CB,Defender,Sevilla,Spanish La Liga,90.0,5.8,29,BRA
Tanguy Nianzou,J5,CB,Defender,Sevilla,Spanish La Liga,74.0,6.48,23,FRA
César Azpilicueta,J5,CB,Defender,Sevilla,Spanish La Liga,90.0,6.81,36,ESP
José Luis Gayà,J5,LB,Defender,Valencia,Spanish La Liga,70.0,6.92,30,ESP
Jesus Vazquez,J5,LB,Defender,Valencia,Spanish La Liga,20.0,6.58,22,ESP
Mouctar Diakhaby,J5,CB,Defender,Valencia,Spanish La Liga,90.0,6.57,28,GUI
César Tárrega,J5,CB,Defender,Valencia,Spanish La Liga,90.0,7.21,23,ESP
Dimitri Foulquier,J5,RB,Defender,Valencia,Spanish La Liga,90.0,6.94,32,FRA
Aymeric Laporte,J5,CB,Defender,Athletic Club,Spanish La Liga,27.0,6.58,31,ESP
Yuri Berchiche,J5,LB,Defender,Athletic Club,Spanish La Liga,90.0,7.08,35,ESP
Aitor Paredes,J5,CB,Defender,Athletic Club,Spanish La Liga,90.0,6.94,25,ESP
Daniel Vivian,J5,CB,Defender,Athletic Club,Spanish La Liga,60.0,6.29,26,ESP
Jesús Areso,J5,RB,Defender,Athletic Club,Spanish La Liga,90.0,6.11,26,ESP
Iván Balliu,J5,RB,Defender,Rayo Vallecano,Spanish La Liga,23.0,7.34,33,ALB
Alfonso Espino,J5,LB,Defender,Rayo Vallecano,Spanish La Liga,59.0,6.36,33,URU
Pep Chavarría,J5,LB,Defender,Rayo Vallecano,Spanish La Liga,31.0,7.32,27,ESP
Pathé Ciss,J5,CB,Defender,Rayo Vallecano,Spanish La Liga,90.0,6.98,31,SEN
Florian Lejeune,J5,CB,Defender,Rayo Vallecano,Spanish La Liga,90.0,7.23,34,FRA
Andrei Ratiu,J5,RB,Defender,Rayo Vallecano,Spanish La Liga,90.0,7.21,27,ROU
Mihailo Ristić,J5,CB,Defender,Celta Vigo,Spanish La Liga,78.0,6.34,29,SRB
Yoel Lago,J5,CB,Defender,Celta Vigo,Spanish La Liga,90.0,6.31,21,ESP
Manu Fernández,J5,CB,Defender,Celta Vigo,Spanish La Liga,90.0,6.31,24,ESP
Antonio Sánchez,J5,RB,Defender,Mallorca,Spanish La Liga,24.0,6.58,28,ESP
Johan Mojica,J5,LB,Defender,Mallorca,Spanish La Liga,90.0,6.83,33,COL
Marash Kumbulla,J5,CB,Defender,Mallorca,Spanish La Liga,35.0,6.04,25,ALB
Antonio Raillo,J5,CB,Defender,Mallorca,Spanish La Liga,90.0,6.73,33,ESP
Martin Valjent,J5,CB,Defender,Mallorca,Spanish La Liga,90.0,6.9,29,SVK
Mateu Morey,J5,RB,Defender,Mallorca,Spanish La Liga,81.0,6.58,25,ESP
Nahuel Molina,J5,RB,Defender,Atlético Madrid,Spanish La Liga,29.0,6.62,27,ARG
Dávid Hancko,J5,LB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.45,27,SVK
Clément Lenglet,J5,CB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.69,30,FRA
Robin Le Normand,J5,CB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.74,28,ESP
Marcos Llorente,J5,RB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.69,30,ESP
Pedro Bigas,J5,CB,Defender,Elche,Spanish La Liga,90.0,6.96,35,ESP
David Affengruber,J5,CB,Defender,Elche,Spanish La Liga,90.0,6.62,24,AUT
Álvaro Núñez,J5,CB,Defender,Elche,Spanish La Liga,90.0,6.17,25,ESP
Rahim Bonkano,J5,LB,Defender,Oviedo,Spanish La Liga,90.0,6.14,23,NIG
David Carmo,J5,CB,Defender,Oviedo,Spanish La Liga,90.0,6.97,26,ANG
Dani Calvo,J5,CB,Defender,Oviedo,Spanish La Liga,90.0,6.19,31,ESP
Nacho Vidal,J5,RB,Defender,Oviedo,Spanish La Liga,64.0,6.18,30,ESP
Lucas Ahijado,J5,RB,Defender,Oviedo,Spanish La Liga,26.0,6.32,30,ESP
Gerard Martín,J5,LB,Defender,Barcelona,Spanish La Liga,82.0,7.16,23,ESP
Andreas Christensen,J5,CB,Defender,Barcelona,Spanish La Liga,90.0,7.1,29,DEN
Eric García,J5,CB,Defender,Barcelona,Spanish La Liga,90.0,7.29,24,ESP
Jules Koundé,J5,RB,Defender,Barcelona,Spanish La Liga,90.0,7.31,26,FRA
Diego Rico,J5,CB,Defender,Getafe,Spanish La Liga,90.0,6.86,32,ESP
Djené,J5,CB,Defender,Getafe,Spanish La Liga,45.0,5.18,33,TOG
Davinchi,J5,LB,Defender,Getafe,Spanish La Liga,45.0,7.09,17,ESP
Domingos Duarte,J5,CB,Defender,Getafe,Spanish La Liga,90.0,6.14,30,POR
Abdel Abqar,J5,CB,Defender,Getafe,Spanish La Liga,90.0,6.07,26,MAR
Kiko Femenía,J5,RB,Defender,Getafe,Spanish La Liga,90.0,6.43,34,ESP
Carlos Romero,J6,LB,Defender,Espanyol,Spanish La Liga,81.0,6.54,23,ESP
Leandro Cabrera,J6,CB,Defender,Espanyol,Spanish La Liga,90.0,7.13,34,URU
Clemens Riedel,J6,CB,Defender,Espanyol,Spanish La Liga,90.0,7.05,22,GER
Omar El Hilali,J6,RB,Defender,Espanyol,Spanish La Liga,67.0,6.69,22,MAR
Rubén,J6,RB,Defender,Espanyol,Spanish La Liga,23.0,6.34,24,ESP
Thierry Correia,J6,RB,Defender,Valencia,Spanish La Liga,20.0,5.48,26,POR
José Luis Gayà,J6,LB,Defender,Valencia,Spanish La Liga,75.0,6.83,30,ESP
Mouctar Diakhaby,J6,CB,Defender,Valencia,Spanish La Liga,90.0,7.08,28,GUI
César Tárrega,J6,CB,Defender,Valencia,Spanish La Liga,90.0,6.8,23,ESP
Dimitri Foulquier,J6,RB,Defender,Valencia,Spanish La Liga,90.0,6.7,32,FRA
Adama Boiro,J6,LB,Defender,Athletic Club,Spanish La Liga,45.0,6.85,23,ESP
Yuri Berchiche,J6,LB,Defender,Athletic Club,Spanish La Liga,45.0,7.2,35,ESP
Aymeric Laporte,J6,CB,Defender,Athletic Club,Spanish La Liga,90.0,7.11,31,ESP
Aitor Paredes,J6,CB,Defender,Athletic Club,Spanish La Liga,90.0,6.71,25,ESP
Andoni Gorosabel,J6,RB,Defender,Athletic Club,Spanish La Liga,45.0,6.33,29,ESP
Jesús Areso,J6,RB,Defender,Athletic Club,Spanish La Liga,45.0,6.54,26,ESP
Álex Moreno,J6,LB,Defender,Girona,Spanish La Liga,90.0,6.61,32,ESP
Daley Blind,J6,CB,Defender,Girona,Spanish La Liga,90.0,6.63,35,NED
Alejandro Francés,J6,CB,Defender,Girona,Spanish La Liga,90.0,6.57,23,ESP
Hugo Rincón,J6,RB,Defender,Girona,Spanish La Liga,85.0,6.76,22,ESP
Diego Pampín,J6,LB,Defender,Levante,Spanish La Liga,90.0,6.81,25,ESP
Adrián de la Fuente,J6,CB,Defender,Levante,Spanish La Liga,90.0,6.62,26,ESP
Unai Elgezabal,J6,CB,Defender,Levante,Spanish La Liga,90.0,6.06,32,ESP
Jeremy Toljan,J6,RB,Defender,Levante,Spanish La Liga,90.0,6.88,31,GER
Álvaro Carreras,J6,CB,Defender,Real Madrid,Spanish La Liga,81.0,7.2,22,ESP
Dean Huijsen,J6,CB,Defender,Real Madrid,Spanish La Liga,90.0,6.53,20,ESP
Raúl Asencio,J6,CB,Defender,Real Madrid,Spanish La Liga,90.0,6.34,22,ESP
Kike Salas,J6,CB,Defender,Sevilla,Spanish La Liga,90.0,7.14,23,ESP
Castrin,J6,CB,Defender,Sevilla,Spanish La Liga,53.0,7.26,22,ESP
Tanguy Nianzou,J6,CB,Defender,Sevilla,Spanish La Liga,37.0,5.83,23,FRA
César Azpilicueta,J6,CB,Defender,Sevilla,Spanish La Liga,90.0,7.2,36,ESP
Sergi Cardona,J6,LB,Defender,Villarreal,Spanish La Liga,83.0,6.3,26,ESP
Renato Veiga,J6,CB,Defender,Villarreal,Spanish La Liga,90.0,6.34,22,POR
Rafa Marín,J6,CB,Defender,Villarreal,Spanish La Liga,90.0,5.96,23,ESP
Santiago Mouriño,J6,RB,Defender,Villarreal,Spanish La Liga,90.0,7.06,23,URU
Diego Rico,J6,LB,Defender,Getafe,Spanish La Liga,78.0,6.22,32,ESP
Djené,J6,CB,Defender,Getafe,Spanish La Liga,90.0,5.77,33,TOG
Abdel Abqar,J6,CB,Defender,Getafe,Spanish La Liga,90.0,6.36,26,MAR
Iglesias,J6,RB,Defender,Getafe,Spanish La Liga,90.0,7.09,27,ESP
Youssef Lekhedim,J6,LB,Defender,Alavés,Spanish La Liga,87.0,6.53,19,ESP
Jon Pacheco,J6,CB,Defender,Alavés,Spanish La Liga,90.0,6.24,24,ESP
Facundo Garcés,J6,CB,Defender,Alavés,Spanish La Liga,90.0,6.02,26,MAS
Jonny Castro,J6,RB,Defender,Alavés,Spanish La Liga,90.0,6.91,31,ESP
Javi Galán,J6,LB,Defender,Atlético Madrid,Spanish La Liga,72.0,6.46,30,ESP
Dávid Hancko,J6,CB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.88,27,SVK
Robin Le Normand,J6,CB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.32,28,ESP
Marcos Llorente,J6,CB,Defender,Atlético Madrid,Spanish La Liga,90.0,6.99,30,ESP
Nahuel Molina,J6,RB,Defender,Atlético Madrid,Spanish La Liga,55.0,6.46,27,ARG
Giuliano Simeone,J6,RB,Defender,Atlético Madrid,Spanish La Liga,35.0,6.37,22,ARG
Alfonso Espino,J6,LB,Defender,Rayo Vallecano,Spanish La Liga,25.0,6.25,33,URU
Pep Chavarría,J6,LB,Defender,Rayo Vallecano,Spanish La Liga,90.0,7.48,27,ESP
Jozhua Vertrouwd,J6,CB,Defender,Rayo Vallecano,Spanish La Liga,90.0,6.11,21,NED
Florian Lejeune,J6,CB,Defender,Rayo Vallecano,Spanish La Liga,90.0,6.43,34,FRA
Iván Balliu,J6,RB,Defender,Rayo Vallecano,Spanish La Liga,90.0,6.77,33,ALB
Sergio Gómez,J6,LB,Defender,Real Sociedad,Spanish La Liga,73.0,6.79,25,ESP
Duje Ćaleta-Car,J6,CB,Defender,Real Sociedad,Spanish La Liga,90.0,6.31,29,CRO
Igor Zubeldia,J6,CB,Defender,Real Sociedad,Spanish La Liga,90.0,6.06,28,ESP
Jon Aramburu,J6,RB,Defender,Real Sociedad,Spanish La Liga,90.0,7.17,23,VEN
Toni Lato,J6,LB,Defender,Mallorca,Spanish La Liga,78.0,6.15,27,ESP
Martin Valjent,J6,CB,Defender,Mallorca,Spanish La Liga,90.0,6.64,29,SVK
Antonio Raillo,J6,CB,Defender,Mallorca,Spanish La Liga,90.0,6.85,33,ESP
David López,J6,CB,Defender,Mallorca,Spanish La Liga,61.0,5.99,22,ESP
Pablo Maffeo,J6,RB,Defender,Mallorca,Spanish La Liga,78.0,7.03,28,ESP
Jorge Herrando,J6,CB,Defender,Osasuna,Spanish La Liga,90.0,6.29,24,ESP
Catena,J6,CB,Defender,Osasuna,Spanish La Liga,90.0,6.08,30,ESP
Enzo Boyomo,J6,CB,Defender,Osasuna,Spanish La Liga,90.0,6.78,23,CMR
Héctor Fort,J6,LB,Defender,Elche,Spanish La Liga,68.0,5.96,19,ESP
Adrià Pedrosa,J6,LB,Defender,Elche,Spanish La Liga,22.0,6.29,27,ESP
Léo Pétrot,J6,CB,Defender,Elche,Spanish La Liga,90.0,6.73,28,FRA
Víctor Chust,J6,CB,Defender,Elche,Spanish La Liga,90.0,7.2,25,ESP
Bambo Diaby,J6,CB,Defender,Elche,Spanish La Liga,45.0,5.82,27,SEN
David Affengruber,J6,CB,Defender,Elche,Spanish La Liga,45.0,7.04,24,AUT
Álvaro Núñez,J6,RB,Defender,Elche,Spanish La Liga,83.0,7.13,25,ESP
Rahim Bonkano,J6,LB,Defender,Oviedo,Spanish La Liga,90.0,6.4,23,NIG
David Carmo,J6,CB,Defender,Oviedo,Spanish La Liga,90.0,6.46,26,ANG
Eric Bailly,J6,CB,Defender,Oviedo,Spanish La Liga,90.0,6.17,31,CIV
Lucas Ahijado,J6,RB,Defender,Oviedo,Spanish La Liga,90.0,6.29,30,ESP
Gerard Martín,J6,LB,Defender,Barcelona,Spanish La Liga,72.0,7.39,23,ESP
Pau Cubarsí,J6,CB,Defender,Barcelona,Spanish La Liga,90.0,6.91,18,ESP
Ronald Araújo,J6,CB,Defender,Barcelona,Spanish La Liga,90.0,6.82,26,URU
Eric García,J6,RB,Defender,Barcelona,Spanish La Liga,90.0,7.5,24,ESP
Leonardo Spinazzola,J2,LB,Defender,Napoli,Italian Serie A,80.0,5.84,32,ITA
Juan Jesus,J2,CB,Defender,Napoli,Italian Serie A,67.0,5.88,34,BRA
Alessandro Buongiorno,J2,CB,Defender,Napoli,Italian Serie A,23.0,6.07,26,ITA
Amir Rrahmani,J2,CB,Defender,Napoli,Italian Serie A,90.0,6.45,31,KVX
Giovanni Di Lorenzo,J2,RB,Defender,Napoli,Italian Serie A,90.0,6.11,32,ITA
Sebastiano Luperto,J2,CB,Defender,Cagliari,Italian Serie A,90.0,5.77,28,ITA
Yerry Mina,J2,CB,Defender,Cagliari,Italian Serie A,90.0,5.94,30,COL
Gabriele Zappa,J2,CB,Defender,Cagliari,Italian Serie A,57.0,5.56,25,ITA
Mateus Lusuardi,J2,CB,Defender,Pisa,Italian Serie A,63.0,6.06,21,BRA
Arturo Calabresi,J2,CB,Defender,Pisa,Italian Serie A,27.0,6.29,29,ITA
Antonio Caracciolo,J2,CB,Defender,Pisa,Italian Serie A,90.0,6.54,35,ITA
Simone Canestrelli,J2,CB,Defender,Pisa,Italian Serie A,90.0,6.08,24,ITA
Obite N'Dicka,J2,CB,Defender,Roma,Italian Serie A,90.0,6.14,26,CIV
Gianluca Mancini,J2,CB,Defender,Roma,Italian Serie A,90.0,5.95,29,ITA
Mario Hermoso,J2,CB,Defender,Roma,Italian Serie A,81.0,6.14,30,ESP
Aarón Martín,J2,LB,Defender,Genoa,Italian Serie A,90.0,6.54,28,ESP
Johan Vásquez,J2,CB,Defender,Genoa,Italian Serie A,90.0,5.97,26,MEX
Leo Skiri Østigård,J2,CB,Defender,Genoa,Italian Serie A,90.0,6.55,25,NOR
Brooke Norton-Cuffy,J2,RB,Defender,Genoa,Italian Serie A,90.0,6.49,21,ENG
Lloyd Kelly,J2,CB,Defender,Juventus,Italian Serie A,90.0,6.63,26,ENG
Gleison Bremer,J2,CB,Defender,Juventus,Italian Serie A,90.0,5.87,28,BRA
Federico Gatti,J2,CB,Defender,Juventus,Italian Serie A,90.0,6.42,27,ITA
Yarek Gasiorowski,J1,CB,Defender,PSV Eindhoven,UEFA Champions League,90.0,7.6,20,ESP
Armando Obispo,J1,CB,Defender,PSV Eindhoven,UEFA Champions League,45.0,7.34,26,NED
Anass Salah-Eddine,J1,LB,Defender,PSV Eindhoven,UEFA Champions League,45.0,7.22,23,NED
Ryan Flamingo,J1,CB,Defender,PSV Eindhoven,UEFA Champions League,90.0,7.61,22,NED
Sergiño Dest,J1,RB,Defender,PSV Eindhoven,UEFA Champions League,90.0,7.62,24,USA
Fedde Leysen,J1,CB,Defender,Union SG,UEFA Champions League,90.0,6.61,22,BEL
Christian Burgess,J1,CB,Defender,Union SG,UEFA Champions League,90.0,7.45,33,ENG
Kevin Mac Allister,J1,CB,Defender,Union SG,UEFA Champions League,90.0,6.96,27,ARG
Adama Boiro,J1,LB,Defender,Athletic Club,UEFA Champions League,67.0,6.46,23,ESP
Yuri Berchiche,J1,LB,Defender,Athletic Club,UEFA Champions League,23.0,7.47,35,ESP
Aitor Paredes,J1,CB,Defender,Athletic Club,UEFA Champions League,90.0,6.82,25,ESP
Daniel Vivian,J1,CB,Defender,Athletic Club,UEFA Champions League,90.0,6.53,26,ESP
Andoni Gorosabel,J1,RB,Defender,Athletic Club,UEFA Champions League,90.0,7.27,29,ESP
Riccardo Calafiori,J1,LB,Defender,Arsenal,UEFA Champions League,89.0,7.39,23,ITA
Gabriel Magalhães,J1,CB,Defender,Arsenal,UEFA Champions League,90.0,7.27,27,BRA
Cristhian Mosquera,J1,CB,Defender,Arsenal,UEFA Champions League,90.0,7.51,21,ESP
Jurriën Timber,J1,RB,Defender,Arsenal,UEFA Champions League,90.0,7.62,24,NED
Djed Spence,J1,LB,Defender,Tottenham,UEFA Champions League,68.0,7.17,25,ENG
Destiny Udogie,J1,LB,Defender,Tottenham,UEFA Champions League,22.0,7.47,22,ITA
Micky van de Ven,J1,CB,Defender,Tottenham,UEFA Champions League,90.0,7.43,24,NED
Cristian Romero,J1,CB,Defender,Tottenham,UEFA Champions League,90.0,7.3,27,ARG
Pedro Porro,J1,RB,Defender,Tottenham,UEFA Champions League,90.0,7.54,26,ESP
Sergi Cardona,J1,LB,Defender,Villarreal,UEFA Champions League,74.0,6.8,26,ESP
Renato Veiga,J1,CB,Defender,Villarreal,UEFA Champions League,90.0,6.95,22,POR
Juan Foyth,J1,CB,Defender,Villarreal,UEFA Champions League,90.0,7.03,27,ARG
Santiago Mouriño,J1,RB,Defender,Villarreal,UEFA Champions League,90.0,7.64,23,URU
Samuel Dahl,J1,LB,Defender,Benfica,UEFA Champions League,90.0,6.57,25,SWE
Nicolás Otamendi,J1,CB,Defender,Benfica,UEFA Champions League,90.0,7.54,37,ARG
António Silva,J1,CB,Defender,Benfica,UEFA Champions League,90.0,7.36,21,POR
Amar Dedić,J1,RB,Defender,Benfica,UEFA Champions League,90.0,7.46,23,BIH
Elvin Cəfərquliyev,J1,LB,Defender,Qarabağ,UEFA Champions League,76.0,7.64,24,AZE
Kevin Medina,J1,CB,Defender,Qarabağ,UEFA Champions League,90.0,7.26,32,COL
Bəhlul Mustafazadə,J1,CB,Defender,Qarabağ,UEFA Champions League,90.0,6.57,28,AZE
Matheus Silva,J1,RB,Defender,Qarabağ,UEFA Champions League,90.0,7.65,27,BRA
Lloyd Kelly,J1,CB,Defender,Juventus,UEFA Champions League,90.0,7.65,26,ENG
Gleison Bremer,J1,CB,Defender,Juventus,UEFA Champions League,90.0,6.77,28,BRA
Pierre Kalulu,J1,CB,Defender,Juventus,UEFA Champions League,90.0,7.46,25,FRA
Ramy Bensebaini,J1,CB,Defender,Dortmund,UEFA Champions League,90.0,7.54,30,ALG
Waldemar Anton,J1,CB,Defender,Dortmund,UEFA Champions League,90.0,6.96,29,GER
Julian Ryerson,J1,CB,Defender,Dortmund,UEFA Champions League,90.0,7.54,27,NOR
Álvaro Carreras,J1,LB,Defender,Real Madrid,UEFA Champions League,90.0,7.32,22,ESP
Dean Huijsen,J1,CB,Defender,Real Madrid,UEFA Champions League,90.0,6.89,20,ESP
Éder Militão,J1,CB,Defender,Real Madrid,UEFA Champions League,90.0,6.15,27,BRA
Dani Carvajal,J1,RB,Defender,Real Madrid,UEFA Champions League,67.0,6.91,33,ESP
Emerson Palmieri,J1,LB,Defender,Marseille,UEFA Champions League,77.0,7.49,31,ITA
Facundo Medina,J1,CB,Defender,Marseille,UEFA Champions League,90.0,7.44,26,ARG
Leonardo Balerdi,J1,CB,Defender,Marseille,UEFA Champions League,90.0,7.4,26,ARG
Benjamin Pavard,J1,RB,Defender,Marseille,UEFA Champions League,87.0,7.66,29,FRA
Youssoupha Mbodji,J1,LB,Defender,Slavia Prague,UEFA Champions League,76.0,7.44,21,SEN
David Zima,J1,CB,Defender,Slavia Prague,UEFA Champions League,90.0,7.35,24,CZE
Štěpán Chaloupek,J1,CB,Defender,Slavia Prague,UEFA Champions League,73.0,6.81,22,CZE
David Doudera,J1,RB,Defender,Slavia Prague,UEFA Champions League,90.0,7.13,27,CZE
Haitam Aleesami,J1,LB,Defender,Bodø/Glimt,UEFA Champions League,84.0,7.17,34,NOR
Jostein Gundersen,J1,CB,Defender,Bodø/Glimt,UEFA Champions League,64.0,7.66,29,NOR
Magnus Riisnæs,J1,RB,Defender,Bodø/Glimt,UEFA Champions League,26.0,7.67,20,NOR
Odin Lurås Bjørtuft,J1,CB,Defender,Bodø/Glimt,UEFA Champions League,90.0,7.09,26,NOR
Fredrik Sjøvold,J1,RB,Defender,Bodø/Glimt,UEFA Champions League,90.0,6.87,22,NOR
Francisco Ortega,J1,LB,Defender,Olympiacos,UEFA Champions League,90.0,7.15,26,ARG
Lorenzo Pirola,J1,CB,Defender,Olympiacos,UEFA Champions League,74.0,6.8,23,ITA
Panagiotis Retsos,J1,CB,Defender,Olympiacos,UEFA Champions League,90.0,6.88,27,GRE
Rodinei,J1,RB,Defender,Olympiacos,UEFA Champions League,60.0,7.05,33,BRA
Costinha,J1,RB,Defender,Olympiacos,UEFA Champions League,30.0,7.06,25,POR
David Goldar,J1,CB,Defender,Pafos FC,UEFA Champions League,90.0,6.96,31,ESP
João Pedro Araújo Correia,J1,RB,Defender,Pafos FC,UEFA Champions League,76.0,6.66,29,CPV
David Luiz,J1,CB,Defender,Pafos FC,UEFA Champions League,32.0,7.27,38,BRA
Kostas Pileas,J1,LB,Defender,Pafos FC,UEFA Champions League,58.0,6.76,26,CYP
Derrick Luckassen,J1,CB,Defender,Pafos FC,UEFA Champions League,90.0,6.84,30,NED
Bruno Felipe Souza da Silva,J1,RB,Defender,Pafos FC,UEFA Champions League,25.0,6.23,31,BRA
Andrew Robertson,J1,LB,Defender,Liverpool,UEFA Champions League,85.0,7.59,31,SCO
Virgil van Dijk,J1,CB,Defender,Liverpool,UEFA Champions League,90.0,7.67,34,NED
Ibrahima Konaté,J1,CB,Defender,Liverpool,UEFA Champions League,90.0,7.68,26,FRA
Jeremie Frimpong,J1,RB,Defender,Liverpool,UEFA Champions League,57.0,7.48,24,NED
Conor Bradley,J1,RB,Defender,Liverpool,UEFA Champions League,33.0,7.68,22,NIR
Nahuel Molina,J1,RB,Defender,Atlético Madrid,UEFA Champions League,30.0,7.37,27,ARG
Javi Galán,J1,LB,Defender,Atlético Madrid,UEFA Champions League,90.0,7.27,30,ESP
Clément Lenglet,J1,CB,Defender,Atlético Madrid,UEFA Champions League,90.0,7.51,30,FRA
Robin Le Normand,J1,CB,Defender,Atlético Madrid,UEFA Champions League,90.0,7.08,28,ESP
Marcos Llorente,J1,RB,Defender,Atlético Madrid,UEFA Champions League,90.0,7.71,30,ESP
Owen Wijndal,J1,LB,Defender,Ajax,UEFA Champions League,90.0,7.33,25,NED
Youri Baas,J1,CB,Defender,Ajax,UEFA Champions League,90.0,7.71,22,NED
Ko Itakura,J1,CB,Defender,Ajax,UEFA Champions League,83.0,7.42,28,JPN
Anton Gaaei,J1,RB,Defender,Ajax,UEFA Champions League,90.0,7.73,22,DEN
Alessandro Bastoni,J1,CB,Defender,Inter,UEFA Champions League,90.0,7.44,26,ITA
Stefan de Vrij,J1,CB,Defender,Inter,UEFA Champions League,90.0,7.12,33,NED
Manuel Akanji,J1,CB,Defender,Inter,UEFA Champions League,90.0,6.17,30,SUI
Josip Stanišić,J1,LB,Defender,Bayern Munich,UEFA Champions League,50.0,6.74,25,CRO
Sacha Boey,J1,RB,Defender,Bayern Munich,UEFA Champions League,40.0,7.3,25,FRA
Jonathan Tah,J1,CB,Defender,Bayern Munich,UEFA Champions League,45.0,6.75,29,GER
Kim Min-jae,J1,CB,Defender,Bayern Munich,UEFA Champions League,45.0,7.5,28,KOR
Dayot Upamecano,J1,CB,Defender,Bayern Munich,UEFA Champions League,90.0,7.34,26,FRA
Konrad Laimer,J1,RB,Defender,Bayern Munich,UEFA Champions League,90.0,7.57,28,AUT
Marc Cucurella,J1,LB,Defender,Chelsea,UEFA Champions League,90.0,7.29,27,ESP
Tosin Adarabioyo,J1,CB,Defender,Chelsea,UEFA Champions League,90.0,7.41,27,ENG
Trevoh Chalobah,J1,CB,Defender,Chelsea,UEFA Champions League,90.0,6.52,26,ENG
Malo Gusto,J1,RB,Defender,Chelsea,UEFA Champions League,90.0,7.52,22,FRA
Nuno Mendes,J1,LB,Defender,Paris S-G,UEFA Champions League,74.0,7.55,23,POR
Willian Pacho,J1,CB,Defender,Paris S-G,UEFA Champions League,90.0,7.43,23,ECU
Marquinhos,J1,CB,Defender,Paris S-G,UEFA Champions League,90.0,7.46,31,BRA
Achraf Hakimi,J1,RB,Defender,Paris S-G,UEFA Champions League,90.0,7.74,26,MAR
Berat Djimsiti,J1,CB,Defender,Atalanta,UEFA Champions League,74.0,6.15,32,ALB
Isak Hien,J1,CB,Defender,Atalanta,UEFA Champions League,90.0,5.88,26,SWE
Odilon Kossounou,J1,CB,Defender,Atalanta,UEFA Champions League,90.0,7.26,24,CIV
Bjorn Meijer,J1,LB,Defender,Club Brugge,UEFA Champions League,60.0,6.49,22,NED
Joaquin Seys,J1,LB,Defender,Club Brugge,UEFA Champions League,30.0,7.74,20,BEL
Brandon Mechele,J1,CB,Defender,Club Brugge,UEFA Champions League,90.0,6.96,32,BEL
Joel Ordóñez,J1,CB,Defender,Club Brugge,UEFA Champions League,80.0,7.17,21,ECU
Kyriani Sabbe,J1,RB,Defender,Club Brugge,UEFA Champions League,90.0,7.12,20,BEL
Caio Henrique Oliveira Silva,J1,LB,Defender,Monaco,UEFA Champions League,45.0,7.31,28,BRA
Thilo Kehrer,J1,CB,Defender,Monaco,UEFA Champions League,45.0,7.06,28,GER
Christian Mawissa,J1,CB,Defender,Monaco,UEFA Champions League,77.0,7.04,20,FRA
Eric Dier,J1,CB,Defender,Monaco,UEFA Champions League,90.0,7.39,31,ENG
Vanderson,J1,RB,Defender,Monaco,UEFA Champions League,90.0,7.37,24,BRA
Marcos López,J1,LB,Defender,FC Copenhagen,UEFA Champions League,90.0,6.75,25,PER
Pantelis Hatzidiakos,J1,CB,Defender,FC Copenhagen,UEFA Champions League,90.0,6.33,28,GRE
Gabriel Pereira,J1,CB,Defender,FC Copenhagen,UEFA Champions League,90.0,7.23,25,BRA
Rodrigo Huescas,J1,RB,Defender,FC Copenhagen,UEFA Champions League,90.0,7.83,22,MEX
Edmond Tapsoba,J1,CB,Defender,Leverkusen,UEFA Champions League,90.0,7.38,26,BFA
Loïc Bade,J1,CB,Defender,Leverkusen,UEFA Champions League,66.0,7.43,25,FRA
Jarell Quansah,J1,CB,Defender,Leverkusen,UEFA Champions League,90.0,7.23,22,ENG
Nico O’Reilly,J1,LB,Defender,Manchester City,UEFA Champions League,90.0,7.4,20,ENG
Joško Gvardiol,J1,CB,Defender,Manchester City,UEFA Champions League,79.0,7.06,23,CRO
Rúben Dias,J1,CB,Defender,Manchester City,UEFA Champions League,90.0,6.91,28,POR
Abdukodir Khusanov,J1,RB,Defender,Manchester City,UEFA Champions League,90.0,7.18,21,UZB
Mathías Olivera,J1,LB,Defender,Napoli,UEFA Champions League,65.0,6.62,27,URU
