Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Altay Bayındır,J5,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.16,27,TUR
Robert Sánchez,J5,GK,Goalkeeper,Chelsea,English Premier League,4,6.54,27,ESP
Filip Jørgensen,J5,GK,Goalkeeper,Chelsea,English Premier League,83,5.94,23,DEN
Bernd Leno,J5,GK,Goalkeeper,Fulham,English Premier League,90,6.44,33,GER
Caoimhín Kelleher,J5,GK,Goalkeeper,Brentford,English Premier League,90,5.41,26,IRL
Robin Roefs,J5,GK,Goalkeeper,Sunderland,English Premier League,90,6.23,22,NED
Emiliano Martínez,J5,GK,Goalkeeper,Aston Villa,English Premier League,90,6.37,33,ARG
Đorđe Petrović,J5,GK,Goalkeeper,Bournemouth,English Premier League,90,6.7,25,SRB
Nick Pope,J5,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.13,33,ENG
David Raya,J5,GK,Goalkeeper,Arsenal,English Premier League,90,6.66,30,ESP
Gianluigi Donnarumma,J5,GK,Goalkeeper,Manchester City,English Premier League,90,6.61,26,ITA
Caoimhín Kelleher,J6,GK,Goalkeeper,Brentford,English Premier League,90,7.08,26,IRL
Altay Bayındır,J6,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.23,27,TUR
Karl Darlow,J6,GK,Goalkeeper,Leeds United,English Premier League,90,6.26,34,WAL
Đorđe Petrović,J6,GK,Goalkeeper,Bournemouth,English Premier League,90,6.55,25,SRB
Dean Henderson,J6,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.88,28,ENG
Alisson,J6,GK,Goalkeeper,Liverpool,English Premier League,90,6.64,32,BRA
Robert Sánchez,J6,GK,Goalkeeper,Chelsea,English Premier League,90,5.66,27,ESP
Bart Verbruggen,J6,GK,Goalkeeper,Brighton,English Premier League,90,6.74,23,NED
Gianluigi Donnarumma,J6,GK,Goalkeeper,Manchester City,English Premier League,90,6.05,26,ITA
Martin Dúbravka,J6,GK,Goalkeeper,Burnley,English Premier League,90,6.1,36,SVK
Matz Sels,J6,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.57,33,BEL
Robin Roefs,J6,GK,Goalkeeper,Sunderland,English Premier League,90,7.35,22,NED
Guglielmo Vicario,J6,GK,Goalkeeper,Tottenham,English Premier League,90,6.57,28,ITA
Sam Johnstone,J6,GK,Goalkeeper,Wolves,English Premier League,90,6.81,32,ENG
Emiliano Martínez,J6,GK,Goalkeeper,Aston Villa,English Premier League,90,6.49,33,ARG
Bernd Leno,J6,GK,Goalkeeper,Fulham,English Premier League,90,5.6,33,GER
Nick Pope,J6,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.03,33,ENG
David Raya,J6,GK,Goalkeeper,Arsenal,English Premier League,90,6.54,30,ESP
Jordan Pickford,J6,GK,Goalkeeper,Everton,English Premier League,90,6.8,31,ENG
Alphonse Areola,J6,GK,Goalkeeper,West Ham,English Premier League,90,6.4,32,FRA
Đorđe Petrović,J7,GK,Goalkeeper,Bournemouth,English Premier League,90,6.6,25,SRB
Bernd Leno,J7,GK,Goalkeeper,Fulham,English Premier League,90,5.83,33,GER
Karl Darlow,J7,GK,Goalkeeper,Leeds United,English Premier League,90,5.99,34,WAL
Guglielmo Vicario,J7,GK,Goalkeeper,Tottenham,English Premier League,90,6.56,28,ITA
David Raya,J7,GK,Goalkeeper,Arsenal,English Premier League,90,6.53,30,ESP
Alphonse Areola,J7,GK,Goalkeeper,West Ham,English Premier League,90,6.51,32,FRA
Senne Lammens,J7,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.35,23,BEL
Robin Roefs,J7,GK,Goalkeeper,Sunderland,English Premier League,90,6.55,22,NED
Robert Sánchez,J7,GK,Goalkeeper,Chelsea,English Premier League,90,6.54,27,ESP
Giorgi Mamardashvili,J7,GK,Goalkeeper,Liverpool,English Premier League,90,6.46,25,GEO
Nick Pope,J7,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.92,33,ENG
Matz Sels,J7,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.83,33,BEL
Jordan Pickford,J7,GK,Goalkeeper,Everton,English Premier League,90,6.99,31,ENG
Dean Henderson,J7,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.63,28,ENG
Sam Johnstone,J7,GK,Goalkeeper,Wolves,English Premier League,90,7.12,32,ENG
Bart Verbruggen,J7,GK,Goalkeeper,Brighton,English Premier League,90,6.32,23,NED
Emiliano Martínez,J7,GK,Goalkeeper,Aston Villa,English Premier League,90,6.35,33,ARG
Martin Dúbravka,J7,GK,Goalkeeper,Burnley,English Premier League,90,6.45,36,SVK
Caoimhín Kelleher,J7,GK,Goalkeeper,Brentford,English Premier League,90,6.4,26,IRL
Gianluigi Donnarumma,J7,GK,Goalkeeper,Manchester City,English Premier League,90,6.92,26,ITA
Matz Sels,J8,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.9,33,BEL
Robert Sánchez,J8,GK,Goalkeeper,Chelsea,English Premier League,90,7.23,27,ESP
Robin Roefs,J8,GK,Goalkeeper,Sunderland,English Premier League,90,7.07,22,NED
Sam Johnstone,J8,GK,Goalkeeper,Wolves,English Premier League,90,6.01,32,ENG
Martin Dúbravka,J8,GK,Goalkeeper,Burnley,English Premier League,90,7.36,36,SVK
Karl Darlow,J8,GK,Goalkeeper,Leeds United,English Premier League,90,5.93,35,WAL
Bart Verbruggen,J8,GK,Goalkeeper,Brighton,English Premier League,90,6.47,23,NED
Nick Pope,J8,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.25,33,ENG
Dean Henderson,J8,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.43,28,ENG
Đorđe Petrović,J8,GK,Goalkeeper,Bournemouth,English Premier League,90,6.76,26,SRB
Gianluigi Donnarumma,J8,GK,Goalkeeper,Manchester City,English Premier League,90,6.61,26,ITA
Jordan Pickford,J8,GK,Goalkeeper,Everton,English Premier League,90,6.37,31,ENG
Bernd Leno,J8,GK,Goalkeeper,Fulham,English Premier League,90,7.02,33,GER
David Raya,J8,GK,Goalkeeper,Arsenal,English Premier League,90,6.66,30,ESP
Guglielmo Vicario,J8,GK,Goalkeeper,Tottenham,English Premier League,90,5.76,29,ITA
Emiliano Martínez,J8,GK,Goalkeeper,Aston Villa,English Premier League,90,6.37,33,ARG
Giorgi Mamardashvili,J8,GK,Goalkeeper,Liverpool,English Premier League,90,6.1,25,GEO
Senne Lammens,J8,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.21,23,BEL
Alphonse Areola,J8,GK,Goalkeeper,West Ham,English Premier League,90,6.46,32,FRA
Caoimhín Kelleher,J8,GK,Goalkeeper,Brentford,English Premier League,90,7.11,26,IRL
Emil Audero,J2,GK,Goalkeeper,Cremonese,Italian Serie A,90,6.29,28,IDN
Arijanet Muric,J2,GK,Goalkeeper,Sassuolo,Italian Serie A,90,6.31,26,KVX
Wladimiro Falcone,J2,GK,Goalkeeper,Lecce,Italian Serie A,90,6.64,30,ITA
Mike Maignan,J2,GK,Goalkeeper,Milan,Italian Serie A,90,6.9,30,FRA
Zion Suzuki,J2,GK,Goalkeeper,Parma,Italian Serie A,90,6.38,23,JPN
Marco Carnesecchi,J2,GK,Goalkeeper,Atalanta,Italian Serie A,90,6.46,25,ITA
Paulo Gazzaniga,J1,GK,Goalkeeper,Girona,Spanish La Liga,42,5.61,33,ARG
Krapyvtsov Vladyslav,J1,GK,Goalkeeper,Girona,Spanish La Liga,46,6.66,20,UKR
Augusto Batalla,J1,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,6.39,29,ARG
Luiz Lúcio Reis Júnior,J1,GK,Goalkeeper,Villarreal,Spanish La Liga,90,7.03,24,BRA
Aarón Escandell,J1,GK,Goalkeeper,Oviedo,Spanish La Liga,90,6.73,29,ESP
Leo Román,J1,GK,Goalkeeper,Mallorca,Spanish La Liga,90,6.4,25,ESP
Joan García,J1,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.8,24,ESP
Antonio Sivera,J1,GK,Goalkeeper,Alavés,Spanish La Liga,90,6.56,29,ESP
Pablo Cuñat,J1,GK,Goalkeeper,Levante,Spanish La Liga,90,6.59,23,ESP
Julen Agirrezabala,J1,GK,Goalkeeper,Valencia,Spanish La Liga,90,6.26,24,ESP
Álex Remiro,J1,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,6.35,30,ESP
Ionuț Radu,J1,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,5.88,28,ROU
David Soria,J1,GK,Goalkeeper,Getafe,Spanish La Liga,90,7.18,32,ESP
Unai Simón,J1,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.37,28,ESP
Ørjan Nyland,J1,GK,Goalkeeper,Sevilla,Spanish La Liga,90,5.85,34,NOR
Marko Dmitrović,J1,GK,Goalkeeper,Espanyol,Spanish La Liga,90,6.68,33,SRB
Jan Oblak,J1,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,6.1,32,SVN
Matías Dituro,J1,GK,Goalkeeper,Elche,Spanish La Liga,90,7.11,38,ARG
Pau López,J1,GK,Goalkeeper,Betis,Spanish La Liga,90,6.11,30,ESP
Thibaut Courtois,J1,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.69,33,BEL
Sergio Herrera,J1,GK,Goalkeeper,Osasuna,Spanish La Liga,90,6.74,32,ESP
Pau López,J2,GK,Goalkeeper,Betis,Spanish La Liga,90,7.22,30,ESP
Antonio Sivera,J2,GK,Goalkeeper,Alavés,Spanish La Liga,90,7.0,29,ESP
Leo Román,J2,GK,Goalkeeper,Mallorca,Spanish La Liga,90,6.08,25,ESP
Ionuț Radu,J2,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.48,28,ROU
Jan Oblak,J2,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,6.21,32,SVN
Matías Dituro,J2,GK,Goalkeeper,Elche,Spanish La Liga,90,6.8,38,ARG
Pablo Cuñat,J2,GK,Goalkeeper,Levante,Spanish La Liga,90,6.31,23,ESP
Joan García,J2,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.57,24,ESP
Sergio Herrera,J2,GK,Goalkeeper,Osasuna,Spanish La Liga,90,6.68,32,ESP
Julen Agirrezabala,J2,GK,Goalkeeper,Valencia,Spanish La Liga,90,6.46,24,ESP
Álex Remiro,J2,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,6.2,30,ESP
Marko Dmitrović,J2,GK,Goalkeeper,Espanyol,Spanish La Liga,90,6.58,33,SRB
Luiz Lúcio Reis Júnior,J2,GK,Goalkeeper,Villarreal,Spanish La Liga,90,6.67,24,BRA
Krapyvtsov Vladyslav,J2,GK,Goalkeeper,Girona,Spanish La Liga,90,5.29,20,UKR
Aarón Escandell,J2,GK,Goalkeeper,Oviedo,Spanish La Liga,90,6.46,29,ESP
Thibaut Courtois,J2,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.98,33,BEL
Unai Simón,J2,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.8,28,ESP
Augusto Batalla,J2,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,6.91,29,ARG
Ørjan Nyland,J2,GK,Goalkeeper,Sevilla,Spanish La Liga,90,6.06,34,NOR
David Soria,J2,GK,Goalkeeper,Getafe,Spanish La Liga,90,6.33,32,ESP
Ionuț Radu,J6,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.12,28,ROU
Álvaro Vallés,J6,GK,Goalkeeper,Betis,Spanish La Liga,90,6.35,28,ESP
Matías Dituro,J3,GK,Goalkeeper,Elche,Spanish La Liga,90,6.96,38,ARG
Mathew Ryan,J3,GK,Goalkeeper,Levante,Spanish La Liga,90,6.25,33,AUS
Julen Agirrezabala,J3,GK,Goalkeeper,Valencia,Spanish La Liga,90,6.89,24,ESP
David Soria,J3,GK,Goalkeeper,Getafe,Spanish La Liga,90,5.86,32,ESP
Antonio Sivera,J3,GK,Goalkeeper,Alavés,Spanish La Liga,90,7.04,29,ESP
Jan Oblak,J3,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,6.47,32,SVN
Aarón Escandell,J3,GK,Goalkeeper,Oviedo,Spanish La Liga,90,7.37,29,ESP
Álex Remiro,J3,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,6.15,30,ESP
Paulo Gazzaniga,J3,GK,Goalkeeper,Girona,Spanish La Liga,90,5.99,33,ARG
Ørjan Nyland,J3,GK,Goalkeeper,Sevilla,Spanish La Liga,90,7.37,34,NOR
Thibaut Courtois,J3,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.31,33,BEL
Leo Román,J3,GK,Goalkeeper,Mallorca,Spanish La Liga,90,6.46,25,ESP
Łukasz Skorupski,J2,GK,Goalkeeper,Bologna,Italian Serie A,90,6.61,34,POL
Jean Butez,J2,GK,Goalkeeper,Como,Italian Serie A,90,6.37,30,FRA
Ionuț Radu,J3,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.52,28,ROU
Luiz Lúcio Reis Júnior,J3,GK,Goalkeeper,Villarreal,Spanish La Liga,90,6.15,24,BRA
Álvaro Vallés,J3,GK,Goalkeeper,Betis,Spanish La Liga,90,6.1,28,ESP
Unai Simón,J3,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.41,28,ESP
Marko Dmitrović,J3,GK,Goalkeeper,Espanyol,Spanish La Liga,90,7.05,33,SRB
Sergio Herrera,J3,GK,Goalkeeper,Osasuna,Spanish La Liga,90,6.91,32,ESP
Augusto Batalla,J3,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,6.56,29,ARG
Joan García,J3,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.85,24,ESP
Ørjan Nyland,J4,GK,Goalkeeper,Sevilla,Spanish La Liga,90,5.7,35,NOR
Matías Dituro,J4,GK,Goalkeeper,Elche,Spanish La Liga,90,6.13,38,ARG
David Soria,J4,GK,Goalkeeper,Getafe,Spanish La Liga,90,6.83,32,ESP
Aarón Escandell,J4,GK,Goalkeeper,Oviedo,Spanish La Liga,90,5.99,29,ESP
Álex Remiro,J4,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,6.77,30,ESP
Thibaut Courtois,J4,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.68,33,BEL
Unai Simón,J4,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.14,28,ESP
Antonio Sivera,J4,GK,Goalkeeper,Alavés,Spanish La Liga,90,7.38,29,ESP
Jan Oblak,J4,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,6.8,32,SVN
Luiz Lúcio Reis Júnior,J4,GK,Goalkeeper,Villarreal,Spanish La Liga,90,5.71,24,BRA
Ionuț Radu,J4,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.64,28,ROU
Paulo Gazzaniga,J4,GK,Goalkeeper,Girona,Spanish La Liga,90,7.01,33,ARG
Mathew Ryan,J4,GK,Goalkeeper,Levante,Spanish La Liga,90,6.55,33,AUS
Álvaro Vallés,J4,GK,Goalkeeper,Betis,Spanish La Liga,90,5.73,28,ESP
Sergio Herrera,J4,GK,Goalkeeper,Osasuna,Spanish La Liga,90,7.38,32,ESP
Augusto Batalla,J4,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,6.6,29,ARG
Joan García,J4,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.68,24,ESP
Julen Agirrezabala,J4,GK,Goalkeeper,Valencia,Spanish La Liga,90,6.04,24,ESP
Marko Dmitrović,J4,GK,Goalkeeper,Espanyol,Spanish La Liga,90,6.63,33,SRB
Leo Román,J4,GK,Goalkeeper,Mallorca,Spanish La Liga,90,5.71,25,ESP
Pau López,J5,GK,Goalkeeper,Betis,Spanish La Liga,90,6.78,30,ESP
Álex Remiro,J5,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,6.48,30,ESP
Paulo Gazzaniga,J5,GK,Goalkeeper,Girona,Spanish La Liga,90,5.92,33,ARG
Mathew Ryan,J5,GK,Goalkeeper,Levante,Spanish La Liga,90,6.93,33,AUS
Thibaut Courtois,J5,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.89,33,BEL
Marko Dmitrović,J5,GK,Goalkeeper,Espanyol,Spanish La Liga,90,6.06,33,SRB
Luiz Lúcio Reis Júnior,J5,GK,Goalkeeper,Villarreal,Spanish La Liga,90,6.66,24,BRA
Sergio Herrera,J5,GK,Goalkeeper,Osasuna,Spanish La Liga,90,7.13,32,ESP
Antonio Sivera,J5,GK,Goalkeeper,Alavés,Spanish La Liga,90,6.24,29,ESP
Odysseas Vlachodimos,J5,GK,Goalkeeper,Sevilla,Spanish La Liga,90,6.71,31,GRE
Julen Agirrezabala,J5,GK,Goalkeeper,Valencia,Spanish La Liga,90,7.2,24,ESP
Unai Simón,J5,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.89,28,ESP
Augusto Batalla,J5,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,7.11,29,ARG
Ionuț Radu,J5,GK,Goalkeeper,Celta Vigo,Spanish La Liga,90,6.49,28,ROU
Leo Román,J5,GK,Goalkeeper,Mallorca,Spanish La Liga,90,7.23,25,ESP
Jan Oblak,J5,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,6.4,32,SVN
Iñaki Peña,J5,GK,Goalkeeper,Elche,Spanish La Liga,90,7.38,26,ESP
Aarón Escandell,J5,GK,Goalkeeper,Oviedo,Spanish La Liga,90,6.91,29,ESP
Joan García,J5,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.82,24,ESP
David Soria,J5,GK,Goalkeeper,Getafe,Spanish La Liga,90,6.52,32,ESP
Marko Dmitrović,J6,GK,Goalkeeper,Espanyol,Spanish La Liga,90,6.1,33,SRB
Julen Agirrezabala,J6,GK,Goalkeeper,Valencia,Spanish La Liga,90,6.95,24,ESP
Unai Simón,J6,GK,Goalkeeper,Athletic Club,Spanish La Liga,90,6.53,28,ESP
Paulo Gazzaniga,J6,GK,Goalkeeper,Girona,Spanish La Liga,90,6.82,33,ARG
Mathew Ryan,J6,GK,Goalkeeper,Levante,Spanish La Liga,90,6.51,33,AUS
Thibaut Courtois,J6,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,6.38,33,BEL
Odysseas Vlachodimos,J6,GK,Goalkeeper,Sevilla,Spanish La Liga,90,6.11,31,GRE
Arnau Tenas,J6,GK,Goalkeeper,Villarreal,Spanish La Liga,90,6.08,24,ESP
David Soria,J6,GK,Goalkeeper,Getafe,Spanish La Liga,90,6.54,32,ESP
Antonio Sivera,J6,GK,Goalkeeper,Alavés,Spanish La Liga,90,6.24,29,ESP
Jan Oblak,J6,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,5.99,32,SVN
Augusto Batalla,J6,GK,Goalkeeper,Rayo Vallecano,Spanish La Liga,90,6.45,29,ARG
Álex Remiro,J6,GK,Goalkeeper,Real Sociedad,Spanish La Liga,90,7.05,30,ESP
Leo Román,J6,GK,Goalkeeper,Mallorca,Spanish La Liga,90,6.81,25,ESP
Sergio Herrera,J6,GK,Goalkeeper,Osasuna,Spanish La Liga,90,6.83,32,ESP
Iñaki Peña,J6,GK,Goalkeeper,Elche,Spanish La Liga,90,6.24,26,ESP
Aarón Escandell,J6,GK,Goalkeeper,Oviedo,Spanish La Liga,90,6.3,29,ESP
Joan García,J6,GK,Goalkeeper,Barcelona,Spanish La Liga,90,6.46,24,ESP
Paulo Gazzaniga,J7,GK,Goalkeeper,Girona,Spanish La Liga,90,7.19,33,ARG
Marko Dmitrović,J7,GK,Goalkeeper,Espanyol,Spanish La Liga,90,7.38,33,SRB
David Soria,J7,GK,Goalkeeper,Getafe,Spanish La Liga,90,6.49,32,ESP
Mathew Ryan,J7,GK,Goalkeeper,Levante,Spanish La Liga,90,6.66,33,AUS
Jan Oblak,J7,GK,Goalkeeper,Atlético Madrid,Spanish La Liga,90,5.72,32,SVN
Thibaut Courtois,J7,GK,Goalkeeper,Real Madrid,Spanish La Liga,90,5.34,33,BEL
Leo Román,J7,GK,Goalkeeper,Mallorca,Spanish La Liga,90,7.23,25,ESP
Antonio Sivera,J7,GK,Goalkeeper,Alavés,Spanish La Liga,90,6.23,29,ESP
