Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Girona,27.4,46,32.14,30.95,25.0,31.55,41.67,54.76,29.17,37.2,88.69,85.12,84.52,80.95,92.26,92.86,73.81,39.88,35.12,90.48,53.57,67.26,81.55,81.55,82.14,16.96,21.43,24.4,25.6,34.82,38.69,27.98,72.62,7.74,13.1,10.71,21.73,82.14,65.48,69.05,82.14,72.62,45.54,82.14,50.0,60.71,83.93,75.0,58.33,70.24,60.71,88.1,44.05,66.07,54.76,42.86,59.52,22.32,53.57,24.7,11.31,9.52,2.98,96.43,33.04,50.6,43.45,37.2,75.89,47.32,90.48,43.75,50.3,14.29,16.67,52.98,39.29,35.71,25.6,73.81,34.23,3.57,72.02,82.14,30.95,52.38,30.36,88.39,86.31,36.61,34.23,94.05,95.24,94.64,88.69,70.54,79.76,24.4,35.12,35.12,84.52
Gladbach,26.5,34,71.13,66.37,50.0,69.35,58.04,54.76,53.87,72.02,67.86,72.02,72.02,72.62,65.48,66.67,55.65,52.98,53.87,26.19,61.9,88.99,39.88,48.81,40.48,12.5,5.95,51.79,8.93,8.93,17.26,19.64,76.79,86.31,61.9,93.45,37.5,74.4,96.43,96.43,63.1,29.17,49.4,74.4,10.12,14.29,62.5,38.69,41.96,92.86,70.83,68.45,91.96,52.98,29.76,91.07,14.88,26.79,75.6,21.73,33.04,14.88,82.14,41.67,27.08,83.93,88.1,41.37,78.87,88.39,61.31,43.75,74.7,79.76,59.52,94.05,74.4,88.1,92.26,77.98,36.01,73.21,92.86,41.07,57.44,54.76,7.74,55.95,52.98,66.96,86.9,58.33,70.24,52.98,57.74,12.5,51.19,63.1,69.05,86.9,50.6
HJK,26.0,6,2.38,11.9,3.87,16.67,11.01,66.67,2.38,2.98,39.88,40.48,36.61,37.5,54.76,57.74,32.44,38.69,3.27,44.05,7.74,6.55,35.12,4.17,38.1,91.07,88.69,68.45,97.62,16.07,78.87,91.07,8.33,97.62,82.44,35.12,21.73,43.45,86.9,83.93,48.81,14.29,7.14,43.45,18.75,16.07,52.38,2.38,12.2,2.38,4.17,39.88,32.14,91.96,79.46,16.67,95.83,69.64,9.23,95.83,5.65,50.6,31.85,30.36,44.35,80.65,91.67,26.49,4.76,7.74,24.4,43.75,78.27,5.95,11.61,52.38,75.3,58.93,75.6,14.29,3.87,55.65,1.79,23.81,2.38,6.55,85.12,21.13,42.26,2.98,11.9,36.31,16.96,44.05,33.33,15.48,17.86,91.37,95.83,13.69,8.93
Hearts,27.2,6,15.18,41.67,33.63,30.36,11.01,66.67,36.9,17.86,48.81,63.1,34.52,46.43,66.67,73.81,47.32,95.24,26.79,32.44,58.33,30.36,56.55,32.74,56.25,88.99,95.83,16.67,99.4,75.0,67.26,81.85,17.56,55.95,73.81,7.74,100.0,63.1,4.17,11.31,84.52,61.31,56.85,63.1,37.2,67.26,57.14,54.46,8.33,49.4,5.36,48.81,75.3,91.96,79.46,51.19,80.06,94.64,9.23,6.55,80.65,87.2,100.0,0.6,44.35,19.94,11.9,26.49,94.05,97.62,24.4,43.75,45.24,33.33,63.1,9.52,69.35,58.93,11.9,4.76,13.1,100.0,20.24,50.0,32.74,49.7,90.48,21.13,54.46,6.55,64.58,8.93,1.79,15.18,8.33,85.12,91.07,38.99,17.26,5.65,7.74
Heidenheim,27.0,42,37.8,47.92,55.36,48.21,58.04,50.0,57.74,31.85,34.52,35.71,13.69,14.88,51.19,53.57,88.1,97.02,48.81,25.0,40.48,80.36,21.43,47.62,21.43,77.98,68.45,86.9,64.58,24.7,69.94,60.71,41.37,83.93,77.38,75.6,81.25,39.88,77.98,86.9,32.74,25.0,38.1,39.88,33.93,40.77,39.29,36.9,17.86,35.71,80.65,34.52,63.1,81.85,79.46,49.11,65.48,58.93,31.25,40.77,80.65,55.36,88.1,4.76,23.21,70.54,61.31,61.31,59.82,74.7,24.4,43.75,71.73,58.93,52.98,82.14,75.3,85.71,58.93,32.74,30.95,93.45,56.55,27.38,54.17,38.1,69.64,21.13,29.17,26.79,17.26,20.83,7.14,33.33,55.95,37.8,62.5,43.15,32.14,57.74,25.6
Hellas Verona,25.1,38,13.69,11.31,16.07,4.46,26.79,13.99,15.48,11.31,3.57,3.57,5.36,4.76,4.17,2.98,9.52,48.81,16.37,13.1,6.25,26.79,10.71,11.01,10.71,63.39,77.98,64.58,72.62,28.57,49.11,40.77,64.88,28.57,44.64,63.99,52.38,2.98,11.9,4.17,10.12,11.31,7.14,2.98,9.52,12.2,4.17,13.69,11.31,63.1,96.43,3.57,14.58,7.44,7.74,4.76,11.31,74.11,20.54,67.26,52.08,7.14,92.26,8.93,25.0,51.49,33.04,41.37,33.33,22.92,61.31,93.75,45.24,78.87,95.24,7.14,4.76,74.7,57.14,55.06,25.89,92.86,88.69,10.71,13.69,7.14,67.26,69.64,6.55,36.61,42.26,6.25,19.64,11.31,2.38,89.88,64.29,6.25,19.05,18.45,49.7
Hoffenheim,26.5,42,52.08,50.89,72.02,63.39,30.36,18.45,73.81,52.98,55.95,60.12,58.33,60.12,52.98,62.5,42.86,60.71,69.05,70.24,67.86,95.83,57.74,32.74,57.14,61.9,49.4,54.46,76.19,29.17,64.58,54.17,53.57,84.52,41.67,67.26,50.0,66.07,60.71,45.24,69.94,63.1,62.5,66.07,17.86,30.95,51.19,51.79,42.86,76.79,49.11,56.55,65.48,73.51,79.46,58.33,44.05,13.1,25.3,52.68,29.76,67.26,85.12,17.26,19.64,67.56,47.02,19.64,47.92,29.76,80.06,43.75,77.08,76.79,73.51,61.9,43.45,29.17,54.17,23.51,50.6,85.71,68.45,51.79,72.62,65.48,58.33,76.49,52.38,59.52,51.19,36.9,44.05,20.54,31.85,49.4,77.98,28.87,16.07,52.38,16.67
Holstein Kiel,25.6,34,60.12,37.5,30.95,44.94,58.04,54.76,31.55,54.76,17.26,19.05,6.55,7.14,29.17,32.14,55.65,82.14,28.57,7.74,11.9,54.46,7.74,4.76,7.74,27.98,32.14,65.48,7.44,48.51,47.62,41.67,63.69,69.35,43.75,97.62,46.13,24.4,95.24,95.24,16.07,5.36,20.83,24.4,4.17,5.95,7.74,6.55,7.74,42.86,92.56,17.26,39.58,35.12,29.76,45.24,28.87,87.8,63.1,27.38,17.56,5.36,84.52,11.9,7.14,86.9,72.32,8.93,73.21,81.25,61.31,43.75,83.33,90.18,82.14,77.38,85.71,92.26,97.62,87.2,25.89,88.69,76.19,7.74,36.9,16.67,37.8,55.95,20.83,94.35,23.21,12.5,16.96,18.45,23.21,60.71,42.86,8.04,13.1,70.83,59.52
Inter,29.5,52,91.67,85.71,82.14,69.35,94.94,94.94,86.31,92.56,94.05,92.86,87.5,87.5,94.64,94.64,90.48,53.57,80.95,77.98,86.9,92.26,79.17,67.26,79.46,3.57,2.98,13.99,4.76,52.68,7.14,5.95,88.69,25.89,5.36,22.02,80.06,91.07,83.33,88.1,86.9,75.0,82.14,91.07,1.19,3.57,93.45,82.74,47.02,97.62,97.02,94.05,82.44,81.85,54.76,77.98,42.86,3.87,93.45,72.92,44.64,16.96,76.19,83.04,96.73,14.58,38.99,97.62,27.68,34.82,51.79,43.75,7.14,28.57,14.29,97.02,54.76,20.24,33.93,19.94,6.85,48.21,98.81,77.38,88.69,80.36,3.57,45.54,87.5,83.63,98.21,94.64,92.26,91.67,97.62,22.62,39.88,80.65,96.43,88.69,20.83
Ipswich Town,25.8,38,20.83,13.99,16.67,21.13,26.79,13.99,19.05,19.94,14.88,10.71,21.43,17.26,17.86,15.48,3.57,8.33,19.35,17.26,3.57,18.75,6.55,23.81,6.55,20.54,14.58,35.71,19.64,42.26,25.0,48.51,33.33,53.87,25.6,86.01,7.74,9.52,91.07,61.31,2.98,13.69,16.07,9.52,54.76,42.86,7.14,11.9,45.83,60.12,41.67,14.88,22.62,27.38,13.1,62.2,38.69,82.44,25.3,44.94,38.39,10.12,69.64,39.88,13.1,82.14,70.83,8.33,55.65,69.35,24.4,43.75,83.33,62.5,60.12,44.05,80.95,69.64,79.76,99.4,44.64,69.64,48.21,8.33,16.67,14.88,16.67,21.13,8.93,55.36,60.71,30.95,54.46,31.55,13.69,5.95,38.39,22.32,20.24,59.52,98.21
Jagiellonia,26.4,12,74.7,58.63,31.55,38.1,35.12,66.67,35.12,65.48,33.33,31.55,40.48,40.48,27.38,27.38,15.48,10.71,29.17,14.29,44.05,13.99,40.48,6.55,39.88,57.74,38.1,85.12,33.33,8.04,60.12,80.95,15.48,44.05,54.17,89.29,83.04,32.14,58.63,68.45,38.69,14.88,36.31,32.14,26.19,37.5,28.57,18.45,18.45,72.62,48.21,33.33,32.14,60.12,79.46,27.38,84.82,2.38,35.71,95.83,24.4,60.12,59.52,31.85,92.86,19.94,42.56,83.93,4.76,7.74,24.4,43.75,20.24,3.87,7.14,13.1,20.83,27.68,71.13,75.6,36.9,65.48,63.69,30.36,39.88,30.36,48.51,21.13,34.82,86.31,29.76,35.71,24.4,28.57,42.56,7.74,75.0,91.37,97.02,4.76,63.39
Juventus,24.8,48,58.33,52.98,66.07,66.67,75.3,54.76,67.86,52.38,89.88,86.31,88.1,86.9,91.07,90.48,75.0,30.95,72.62,84.52,54.76,39.58,71.73,93.45,72.02,34.23,36.31,29.17,49.11,52.68,22.02,12.5,94.05,46.43,2.38,12.5,23.81,85.71,35.12,70.24,88.1,73.81,58.33,85.71,75.0,81.55,85.71,84.82,83.93,34.52,70.24,89.88,82.44,47.32,41.96,34.52,17.86,58.93,35.71,48.81,80.65,29.76,28.57,70.83,95.54,10.12,18.45,95.83,51.79,55.95,51.79,43.75,4.17,34.23,28.87,36.31,66.67,20.83,44.64,53.27,32.44,26.79,50.3,77.98,66.07,60.12,24.4,45.54,88.1,75.6,44.05,95.83,94.64,95.83,91.67,80.06,83.93,61.61,76.79,65.48,56.55
KV,27.2,8,37.8,43.75,2.98,25.0,58.04,88.39,4.17,29.17,23.21,27.38,24.4,31.55,20.24,23.21,47.32,67.56,5.06,14.88,13.99,1.49,25.6,18.75,26.19,75.0,85.12,53.57,82.74,66.67,63.1,53.57,56.55,78.87,60.71,98.21,29.76,30.36,91.67,80.36,21.73,19.64,20.24,29.76,35.12,67.26,26.79,19.94,9.82,15.18,99.4,23.21,12.5,35.12,10.42,2.98,11.9,99.4,63.1,59.82,80.65,43.75,83.93,86.01,58.93,58.93,68.75,55.06,40.77,55.95,24.4,43.75,71.73,66.67,65.48,87.5,25.0,27.68,75.0,58.63,97.62,53.87,60.71,24.4,5.36,13.1,80.36,21.13,26.49,32.44,99.4,17.86,9.52,17.86,31.85,91.67,92.26,93.15,72.02,55.36,44.05
LASK,27.4,6,7.44,5.65,25.6,26.79,11.01,5.95,26.19,13.99,60.12,66.67,79.76,83.93,52.38,55.36,12.2,9.23,22.62,32.44,44.05,20.54,77.38,44.94,77.98,13.1,1.19,40.77,11.9,16.07,11.9,43.15,23.81,32.44,62.8,66.07,98.51,65.48,79.17,75.6,73.81,30.36,35.12,65.48,5.95,21.43,55.36,44.35,26.79,99.11,66.07,60.71,44.64,18.15,79.46,65.48,74.4,36.31,9.23,6.55,5.65,48.81,34.23,79.76,7.74,70.54,37.5,26.49,94.05,97.62,24.4,43.75,86.9,7.44,4.76,29.17,62.2,10.12,69.05,92.56,65.18,25.0,97.92,72.02,23.21,32.14,4.17,21.13,73.81,19.94,74.4,49.4,25.0,35.12,28.57,1.19,93.45,22.32,5.95,53.57,89.29
Larne FC,26.7,6,0.6,0.6,0.6,1.19,11.01,5.95,0.6,1.19,1.79,1.19,1.19,1.19,1.79,0.6,29.76,76.79,0.89,1.79,0.6,15.77,1.19,0.6,1.19,91.07,65.48,99.4,29.17,20.83,97.02,93.15,36.31,71.73,19.64,100.0,70.24,0.6,88.69,51.19,1.19,0.6,0.6,0.6,1.79,5.36,2.38,0.6,2.38,70.83,98.21,1.79,32.14,0.89,5.95,49.11,87.5,69.64,9.23,40.77,5.65,1.19,44.94,9.52,17.56,85.42,84.52,26.49,59.82,74.7,24.4,43.75,79.17,98.81,99.4,58.93,26.79,93.75,100.0,75.6,53.27,82.44,94.94,0.6,0.6,0.6,88.69,21.13,1.19,12.5,4.17,2.38,5.95,4.17,5.95,36.01,78.87,28.87,49.4,69.94,16.07
Las Palmas,26.8,38,26.79,17.86,29.76,32.44,35.12,31.25,35.12,31.85,50.0,52.38,54.17,53.57,48.21,52.38,52.98,74.4,32.74,47.62,36.31,57.44,32.14,20.83,33.04,34.23,34.52,48.81,55.06,13.1,44.05,40.77,61.31,51.79,38.69,60.71,31.85,52.98,61.9,66.07,60.71,29.76,26.49,52.98,19.64,19.35,35.12,17.56,19.64,53.57,90.48,50.6,6.25,42.56,36.01,47.02,73.81,63.1,20.54,13.69,24.4,13.69,63.1,28.57,30.95,60.71,57.74,13.1,86.9,63.69,90.48,93.75,68.75,65.48,69.64,78.57,88.69,77.98,64.29,18.45,48.21,70.83,80.95,32.14,33.93,26.19,38.99,95.24,60.12,62.5,33.33,41.96,49.4,32.74,29.17,47.92,23.81,63.1,41.07,43.45,14.29
Lazio,27.1,50,79.17,71.43,82.74,79.76,72.62,61.01,82.14,79.17,80.36,77.38,66.67,65.48,82.14,79.17,93.45,73.81,82.14,86.31,69.94,85.71,78.57,89.88,78.57,6.55,9.82,12.8,31.55,21.73,20.24,20.24,77.98,7.74,38.1,18.45,56.85,67.86,23.21,16.67,76.79,75.6,79.76,67.86,50.0,51.49,79.76,95.83,83.33,88.69,59.23,80.95,23.51,10.42,29.76,54.76,77.98,66.07,47.32,80.65,44.64,22.62,35.71,54.17,83.93,7.14,6.55,48.21,19.94,34.82,24.4,43.75,8.63,67.26,52.38,75.0,23.81,24.4,27.38,85.12,77.68,41.67,84.52,83.93,81.55,79.76,13.39,21.13,80.95,75.6,32.74,85.12,87.5,84.82,92.26,55.36,61.9,28.87,40.48,77.98,92.86
Le Havre,26.9,34,33.93,41.67,17.86,13.69,96.43,92.56,18.15,34.23,25.6,21.43,14.88,13.69,41.67,38.69,35.71,30.36,12.5,19.05,25.3,80.36,26.19,51.19,25.6,72.62,76.49,81.55,37.2,61.31,71.43,55.65,57.74,35.71,68.15,87.5,33.93,22.02,45.24,51.79,27.38,17.26,22.62,22.02,20.83,32.74,24.4,32.44,13.69,80.95,40.77,25.6,85.12,35.12,47.62,66.07,67.26,72.62,86.61,35.12,52.08,39.88,54.76,55.65,15.48,74.4,51.19,15.77,65.48,66.67,61.31,43.75,88.1,39.88,21.43,21.43,61.31,43.15,80.36,72.02,8.63,50.6,66.37,32.74,19.05,22.02,75.6,55.95,20.24,30.06,60.12,41.96,36.9,48.81,48.81,85.71,70.24,58.93,11.31,84.52,54.76
Lecce,26.1,38,11.01,13.99,46.43,20.24,35.12,31.25,44.05,10.71,13.1,13.1,9.52,8.93,13.69,14.29,67.26,83.33,39.88,15.48,22.62,77.68,16.07,25.0,16.07,40.18,36.9,56.85,51.49,14.88,37.8,36.61,62.8,37.5,16.37,73.81,37.5,12.5,66.07,33.93,17.86,17.86,16.07,12.5,14.29,17.26,11.31,19.05,27.38,39.88,81.55,13.1,89.29,13.1,47.62,36.61,52.68,82.44,25.3,13.69,24.4,19.64,94.05,13.1,39.29,60.12,64.88,48.21,86.9,88.39,61.31,93.75,45.24,81.85,85.71,16.67,11.31,73.51,73.81,44.05,13.1,89.29,59.23,15.48,38.69,19.64,36.31,69.64,21.73,13.99,61.9,19.05,26.19,19.35,34.52,39.88,42.26,28.87,58.33,47.02,28.57
Leganés,27.8,38,26.79,16.67,9.52,14.88,68.45,73.21,9.52,42.56,10.12,11.9,17.86,14.29,10.12,10.71,17.86,69.64,5.95,9.52,5.36,12.5,12.5,7.14,12.8,43.15,44.05,44.35,51.49,44.35,33.33,47.02,44.05,53.87,46.73,94.05,76.79,10.71,42.86,26.79,26.79,9.52,4.76,10.71,42.26,66.07,11.9,22.92,14.58,36.9,63.69,10.12,45.83,23.21,79.46,18.15,78.57,11.9,86.61,27.38,24.4,20.83,38.99,17.86,50.6,53.57,61.31,69.35,73.21,81.25,24.4,93.75,61.61,88.39,98.81,15.48,18.45,97.02,96.43,96.43,79.46,70.24,45.24,11.9,12.5,4.17,41.07,55.95,17.26,66.96,5.95,13.1,45.83,19.35,3.57,29.76,87.5,67.86,62.8,12.5,80.95
Legia Warsaw,27.0,10,89.58,88.39,69.05,43.75,88.1,79.46,63.1,92.56,10.71,11.31,19.05,23.21,11.9,11.9,0.6,0.6,51.49,10.42,65.48,51.19,41.37,57.74,41.07,80.95,79.76,57.74,64.58,98.21,10.12,15.48,77.38,40.48,64.88,74.7,70.24,11.31,41.96,17.26,7.14,46.43,72.92,11.31,45.24,38.39,21.43,25.0,71.43,82.74,6.55,10.71,20.24,10.42,3.57,44.05,45.54,20.24,47.32,72.92,80.65,72.02,58.04,91.96,82.14,80.65,92.26,98.51,27.68,7.74,87.5,43.75,67.86,17.56,13.1,5.95,20.83,21.73,34.82,62.2,13.1,23.21,39.29,42.86,69.64,72.02,42.86,85.71,5.36,69.94,98.81,17.26,10.42,25.89,14.88,46.43,34.52,95.83,97.62,60.71,72.02
Leicester City,26.6,38,16.07,8.33,7.14,10.71,26.79,22.02,6.55,15.77,45.24,42.86,59.52,58.93,35.71,28.57,8.33,22.02,10.12,27.38,19.05,34.23,16.67,40.48,16.67,81.55,75.3,80.36,77.38,56.55,68.75,84.52,13.1,88.69,42.86,63.99,23.21,40.48,84.52,76.19,52.98,15.48,18.45,41.07,51.19,34.82,51.79,24.4,39.29,81.55,47.62,44.64,37.5,91.96,79.46,67.26,29.76,51.49,35.71,67.26,24.4,16.07,52.68,23.81,14.88,80.65,73.21,10.42,33.33,34.82,61.31,43.75,86.01,58.33,89.29,73.21,76.19,82.74,77.98,69.64,48.21,68.45,75.0,18.45,7.74,20.83,74.11,55.95,33.93,55.36,19.05,50.3,69.64,56.55,7.74,13.69,19.64,28.87,23.81,9.52,53.87
Lens,27.1,34,44.05,70.83,84.52,62.5,75.3,54.76,80.36,41.37,79.76,81.55,88.69,89.29,57.14,59.52,45.24,26.49,80.36,74.4,89.88,94.05,79.76,62.5,79.46,66.07,61.9,37.2,63.1,92.86,65.48,61.9,37.8,49.11,66.07,22.92,59.82,83.33,15.48,28.57,83.93,88.69,76.79,83.33,57.14,44.94,70.83,77.38,36.61,10.42,17.26,80.36,17.26,7.44,17.86,7.14,36.31,4.76,29.17,13.69,80.65,83.33,52.68,68.15,87.2,36.61,47.02,89.58,86.9,90.77,61.31,43.75,43.75,45.83,26.79,32.74,80.36,15.48,16.07,86.31,53.27,42.86,8.33,75.0,75.6,75.6,66.07,55.95,79.17,13.99,79.17,69.05,63.99,55.36,72.02,50.0,33.93,91.37,75.6,89.29,96.43
Leverkusen,26.5,44,90.48,79.76,89.88,87.5,41.67,61.01,88.69,90.48,96.43,96.43,97.62,97.62,90.48,91.07,79.76,51.79,87.5,98.21,74.7,73.21,92.86,86.31,92.86,1.19,4.76,1.79,5.95,51.19,1.19,0.6,95.83,6.55,8.33,13.69,26.79,96.43,16.67,11.9,97.02,97.62,85.71,96.43,40.48,39.88,89.29,79.76,79.76,83.33,87.5,96.43,65.48,66.07,26.19,89.29,20.24,39.88,53.57,67.26,17.56,52.98,51.19,72.02,75.6,18.75,27.08,80.06,33.33,47.32,24.4,43.75,14.88,40.48,23.81,28.57,27.98,34.23,10.12,10.12,72.02,41.07,91.07,94.05,90.48,83.33,1.79,21.13,96.43,90.77,80.36,93.45,95.83,80.36,86.9,79.17,47.62,34.52,62.8,83.33,17.26
Lille,25.4,44,73.21,68.45,45.54,61.9,88.1,91.07,50.0,66.67,90.48,89.29,82.74,82.14,94.05,93.45,74.4,27.38,45.83,88.69,80.36,35.42,86.31,77.38,86.31,60.71,43.45,19.64,77.38,91.96,57.14,39.58,73.81,10.71,29.17,11.9,37.5,87.5,20.24,27.38,92.26,85.71,70.24,87.5,77.38,86.31,88.1,89.88,64.29,30.36,36.9,90.48,38.69,52.98,26.19,53.57,48.21,74.11,89.88,52.68,58.63,71.43,24.4,89.29,88.69,22.62,33.93,64.58,47.92,65.18,24.4,43.75,29.46,31.25,19.64,38.69,45.83,30.06,14.88,19.05,20.24,12.5,29.76,85.12,54.76,72.62,53.57,21.13,86.9,66.96,84.23,91.07,72.02,93.45,93.45,55.95,90.48,85.71,77.98,75.0,34.82
Liverpool,26.8,48,98.21,98.21,94.64,93.15,91.67,88.39,94.05,97.02,91.07,91.07,91.67,90.48,87.5,89.88,60.71,48.21,95.24,94.05,94.05,45.83,95.24,91.96,95.83,38.1,41.67,15.18,65.77,80.06,58.33,63.39,30.95,25.89,33.33,10.12,20.24,90.48,44.64,38.1,85.12,92.86,97.62,90.48,73.51,64.88,82.74,80.95,97.62,73.21,44.94,91.07,78.27,60.12,54.76,64.29,9.52,63.99,88.1,87.2,44.64,58.33,13.69,92.86,94.35,16.07,34.52,95.83,13.39,15.48,69.05,43.75,12.2,19.64,18.45,62.5,69.35,26.19,8.93,11.01,85.71,8.04,61.31,96.43,95.24,97.62,51.79,64.58,89.88,52.38,64.58,88.69,94.05,78.87,70.24,32.74,38.39,83.33,92.26,42.86,27.38
Ludogorets,27.3,8,2.38,20.54,22.92,8.04,11.01,38.99,17.26,4.76,30.65,30.95,27.38,26.79,32.14,31.55,66.07,86.9,26.19,4.17,15.48,96.43,1.79,29.76,2.08,53.87,30.95,95.54,2.38,11.61,45.24,89.88,3.57,55.95,69.94,92.86,50.0,32.74,100.0,99.11,14.88,8.93,7.14,32.74,87.8,88.69,49.4,13.1,0.6,64.88,27.98,30.95,9.52,35.12,79.46,58.33,97.32,55.06,9.23,95.83,80.65,38.69,88.69,22.02,58.93,92.26,96.73,55.06,4.76,7.74,24.4,43.75,84.82,84.52,93.45,89.29,43.45,95.24,95.83,82.44,41.07,86.31,40.77,4.46,14.88,8.93,36.9,21.13,31.25,0.6,72.02,29.17,29.17,38.1,30.36,2.38,68.15,96.73,98.81,33.93,52.68
Lugano,25.5,8,93.75,93.75,83.33,91.67,11.01,5.95,83.33,85.71,83.33,82.14,67.86,67.86,89.29,87.5,95.24,89.29,91.67,59.82,94.64,51.19,75.0,43.15,75.0,68.15,67.56,82.74,49.11,24.7,69.94,66.37,33.33,45.83,69.94,29.46,29.76,81.55,85.71,95.83,67.56,52.08,63.1,81.55,22.62,69.05,76.79,63.1,43.75,78.57,50.3,83.33,3.27,1.79,79.46,8.93,97.32,55.06,9.23,17.26,9.82,41.96,33.04,34.23,44.35,58.93,63.39,89.58,83.33,55.95,94.05,43.75,66.07,93.45,67.86,100.0,31.25,71.13,40.77,23.51,2.38,53.87,73.21,69.05,84.52,70.24,69.05,91.96,76.19,62.5,15.48,83.33,85.12,91.07,83.93,47.02,97.62,67.86,54.17,94.64,21.73
Lyon,27.4,46,92.26,88.39,77.68,89.29,88.1,84.82,82.74,94.94,91.67,90.48,95.24,95.24,77.38,73.21,21.43,9.23,83.63,79.76,92.26,25.6,90.48,92.86,90.48,52.68,46.13,45.24,52.98,68.15,76.79,80.36,25.0,26.79,34.23,19.64,35.42,88.69,46.43,60.12,87.5,89.29,94.64,88.69,64.88,68.45,88.69,87.5,89.88,74.4,60.12,91.67,72.62,81.85,54.76,48.21,48.81,18.45,75.6,67.26,80.65,55.95,8.93,88.1,63.1,63.39,76.79,66.37,33.33,47.32,24.4,43.75,54.76,20.24,25.6,42.86,86.9,27.68,27.98,48.81,31.55,9.52,75.0,91.67,86.9,92.26,61.61,21.13,91.07,80.36,25.6,89.29,88.69,85.71,64.88,28.57,67.26,76.19,80.36,29.17,61.31
Maccabi Tel Aviv,25.4,8,26.79,46.43,45.54,40.77,58.04,38.99,43.45,38.99,43.45,36.31,41.67,39.58,53.57,48.81,35.71,18.45,51.49,16.37,44.05,27.98,36.61,27.38,37.5,58.63,62.8,28.57,84.52,40.18,45.24,64.29,18.75,32.44,47.62,40.48,10.12,33.33,80.06,83.33,29.17,22.62,34.52,33.33,25.0,33.63,42.86,52.68,50.89,21.13,2.98,43.45,26.79,5.06,1.49,83.93,50.6,30.95,63.1,1.79,80.65,74.4,25.6,66.37,13.99,83.93,63.39,3.87,98.81,93.15,98.81,43.75,97.02,47.62,44.64,79.46,87.8,43.15,40.77,7.44,13.1,26.19,7.14,34.52,40.48,38.69,56.85,98.21,25.3,15.48,28.57,64.58,43.45,77.98,66.67,21.13,60.71,83.33,7.14,51.79,6.55
Mainz 05,27.4,34,71.13,63.99,53.57,54.17,58.04,38.99,53.87,72.02,45.83,54.76,52.38,55.95,37.5,42.26,60.12,94.64,59.52,63.69,73.21,88.99,60.71,25.6,59.52,41.67,28.57,17.56,75.0,61.31,14.58,11.61,88.1,75.0,86.31,76.79,46.13,61.9,44.05,49.4,57.74,70.83,65.18,61.9,15.77,19.35,44.64,26.49,34.52,4.76,54.17,45.83,52.68,25.3,17.86,44.05,16.07,10.71,41.67,48.81,80.65,76.79,95.24,2.08,72.02,45.54,54.46,61.31,51.79,55.95,61.31,43.75,41.07,76.19,88.1,60.12,47.32,52.98,80.95,93.75,94.05,95.24,14.29,56.55,57.44,63.69,20.54,55.95,57.74,69.94,22.02,14.88,27.38,15.18,16.07,34.82,39.29,76.19,69.64,28.57,88.1
Mallorca,28.7,38,18.75,22.62,19.35,12.2,49.7,47.32,22.62,22.02,27.98,28.57,33.33,32.74,21.43,21.43,67.86,76.19,18.15,33.93,29.76,94.64,27.98,16.07,27.98,18.45,27.38,48.21,17.86,19.05,10.71,10.42,84.52,25.0,42.26,90.48,78.87,28.57,66.67,31.55,39.29,23.81,19.64,28.57,23.81,29.46,27.98,41.67,5.36,41.67,20.54,27.98,47.02,23.21,47.62,36.61,55.06,16.07,53.57,80.65,52.08,27.98,93.45,19.05,86.01,43.15,61.31,48.21,19.94,34.82,24.4,43.75,22.32,90.18,75.0,24.7,33.63,94.64,88.69,21.13,27.68,87.5,26.79,25.0,21.43,21.43,16.07,21.13,38.99,24.4,82.14,30.36,48.21,25.89,41.07,67.86,48.21,72.02,91.37,80.36,11.31
