Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Brighton,24.8,38,1.68,1.54,13.84,4.82,0.18,0.18,24.55,2.97,416.32,504.95,200.76,222.18,172.13,196.63,34.55,63.08,9.92,31.29,8.92,2.29,40.5,21.47,40.05,18.55,11.34,7.55,7.82,3.18,9.21,18.5,9.29,11.55,8.29,20.05,0.76,623.08,68.45,197.45,270.84,161.92,28.55,622.89,20.97,8.89,366.29,15.16,6.92,15.34,9.05,411.5,2.05,0.08,0.05,11.53,10.82,1.21,0.16,0.24,0.05,42.74,13.63,12.18,1.55,3.87,2.37,0.21,0.24,0.24,0.0,0.0,1.36,3.39,10.58,31.0,3.39,6.39,11.47,0.76,1.32,25.82,24.39,102.03,27.53,46.68,20.55,0.0,52.3,0.09,52.79,82.45,90.36,87.54,54.77,55.47,42.39,-0.14,61.24,32.04,6.63
Cagliari,26.6,38,1.0,1.12,11.08,3.03,0.08,0.08,19.68,1.87,318.21,415.84,138.37,159.89,142.18,168.71,32.05,66.18,7.92,23.87,6.16,2.34,30.26,13.32,30.0,14.16,7.97,6.95,5.89,1.32,6.26,11.82,5.55,9.03,7.26,23.34,0.47,521.11,66.61,200.97,215.87,109.63,16.97,521.03,14.53,6.0,281.03,8.92,3.03,15.39,7.74,315.11,1.79,0.08,0.08,13.16,10.45,1.71,0.05,0.16,0.0,40.05,15.95,15.79,1.47,4.03,2.55,0.18,0.16,0.16,0.0,0.0,1.44,6.11,15.71,26.29,4.34,8.84,14.21,0.74,0.95,31.74,23.13,73.58,21.55,28.5,14.24,0.0,44.9,-0.11,50.25,76.52,86.54,84.27,48.43,54.77,41.29,-0.02,63.28,38.89,5.21
Celta Vigo,26.9,38,1.53,1.43,11.63,4.39,0.21,0.24,20.76,2.58,468.37,559.29,198.66,220.18,220.21,245.39,38.95,66.34,8.92,37.47,7.89,1.39,43.66,18.66,43.39,14.61,8.95,6.79,5.71,2.11,7.53,15.16,7.63,9.08,7.42,21.79,0.79,661.13,58.74,200.47,319.29,146.68,21.87,660.89,16.53,6.68,395.0,13.16,5.74,14.68,7.79,465.55,2.21,0.16,0.08,12.16,11.47,1.76,0.16,0.11,0.05,40.32,9.87,11.55,1.5,3.82,2.34,0.21,0.11,0.08,0.03,0.0,1.29,1.82,6.37,21.18,5.53,7.42,13.18,0.71,1.29,21.42,22.47,105.71,23.34,36.89,16.47,0.03,53.6,0.07,46.08,83.74,90.23,89.74,58.71,55.36,40.41,-0.16,61.26,28.57,5.39
Celtic,27.1,10,1.4,1.45,9.4,3.7,0.1,0.2,17.2,2.5,464.5,545.4,196.0,217.7,236.9,263.5,28.8,51.5,7.5,32.8,6.4,0.5,33.7,14.7,33.5,20.1,10.4,9.3,7.1,3.7,10.2,17.4,7.2,11.5,9.7,24.6,0.9,656.5,80.3,245.8,285.6,130.7,18.1,656.3,14.6,6.7,389.3,10.0,3.9,12.5,6.7,460.7,1.0,0.1,0.0,9.2,7.9,1.8,0.2,0.3,0.1,37.4,10.1,9.7,1.7,5.4,3.8,0.3,0.3,0.2,0.0,0.1,1.73,2.4,5.9,33.0,4.3,6.8,15.6,0.2,0.5,19.8,19.2,81.9,19.7,28.9,20.6,0.1,50.9,-0.03,51.01,85.17,90.03,89.91,55.92,54.93,45.89,0.02,70.37,40.68,1.28
Cercle Brugge,22.9,8,2.0,1.58,14.0,5.88,0.12,0.12,23.38,3.75,225.62,351.75,98.88,131.5,91.0,126.12,30.62,75.25,10.5,26.0,7.88,1.88,31.62,10.12,31.0,19.62,14.0,6.75,10.12,2.75,9.25,17.75,8.5,14.75,13.12,27.38,0.12,487.75,46.75,135.12,214.75,143.38,24.75,487.62,19.0,8.25,195.25,7.5,3.38,17.12,10.12,222.88,1.88,0.25,0.25,12.75,11.62,1.5,0.12,0.38,0.0,46.0,21.12,22.12,1.25,3.88,2.62,0.38,0.38,0.12,0.0,0.25,1.32,7.12,22.75,21.12,1.5,6.12,11.25,0.62,1.12,43.25,27.25,72.75,27.12,37.88,23.25,0.25,45.1,0.27,48.83,64.14,75.19,72.15,40.69,62.22,43.42,0.05,67.53,31.3,5.51
Chelsea,23.2,51,2.02,1.92,15.84,6.0,0.12,0.16,28.25,3.49,518.2,600.22,237.16,256.33,234.33,256.47,36.12,63.9,12.25,39.75,9.82,1.96,44.0,23.2,43.43,14.59,9.35,5.82,5.88,2.88,6.69,13.16,6.47,9.27,7.22,17.25,1.04,700.35,64.2,204.78,324.25,176.98,30.2,700.2,20.67,8.82,425.88,14.22,8.51,12.04,7.96,513.86,2.33,0.06,0.04,10.76,11.16,1.65,0.14,0.14,0.0,40.98,9.76,9.1,1.04,4.04,2.98,0.31,0.14,0.12,0.02,0.0,1.16,2.33,9.92,32.25,5.61,5.57,10.45,1.25,1.39,18.86,20.0,110.63,31.75,50.49,16.04,0.02,59.09,0.05,51.75,86.34,92.52,91.37,56.53,57.8,42.67,0.1,73.76,23.49,11.96
Club Brugge,25.5,12,0.92,0.96,10.08,3.58,0.17,0.17,18.42,1.5,413.75,486.08,169.25,186.83,201.08,218.83,39.83,67.67,8.17,26.75,5.58,1.17,29.25,11.92,29.0,15.83,9.42,8.5,5.58,1.75,9.0,17.33,8.33,8.83,8.5,21.75,0.67,580.25,74.33,227.33,252.17,104.92,14.83,580.08,11.08,4.42,297.08,7.67,3.25,11.0,5.33,409.83,1.58,0.17,0.0,8.67,8.17,1.0,0.08,0.25,0.17,38.75,8.5,8.75,1.58,4.42,2.92,0.25,0.25,0.17,0.08,0.0,1.48,4.83,10.75,30.58,3.25,7.42,12.33,1.0,0.67,17.25,16.33,70.17,19.92,24.83,18.42,0.08,43.8,-0.04,49.28,85.12,90.59,91.89,58.86,55.55,39.89,-0.07,66.06,44.93,8.11
Como,26.3,38,1.16,1.19,13.66,4.63,0.0,0.05,24.21,2.08,418.87,504.82,200.18,219.76,172.66,194.53,33.84,62.08,10.66,30.26,7.34,1.58,36.24,17.32,36.08,17.45,10.84,7.92,6.84,2.68,7.97,15.55,7.58,9.16,7.34,20.74,0.5,611.74,62.08,201.79,275.29,139.87,20.82,611.68,16.37,6.95,371.26,12.18,5.32,15.18,9.47,413.92,2.29,0.18,0.08,13.24,13.63,1.71,0.03,0.18,0.0,40.71,12.42,12.82,1.37,3.76,2.39,0.18,0.18,0.18,0.0,0.0,1.17,3.95,10.66,30.63,4.29,5.39,11.39,0.76,1.71,25.24,24.66,89.63,26.29,35.05,18.82,0.0,54.6,-0.03,49.21,82.97,91.09,88.76,54.51,57.0,42.46,-0.17,63.56,37.05,6.67
Crystal Palace,26.2,38,1.29,1.59,13.47,4.61,0.08,0.11,23.08,2.34,312.5,414.58,136.79,159.92,139.08,166.24,29.92,66.97,9.97,23.32,7.16,1.82,30.47,13.42,30.0,20.18,11.84,9.84,7.87,2.47,8.53,16.92,8.39,12.76,8.79,28.63,0.5,536.55,67.63,202.34,222.13,117.26,20.97,536.45,13.16,5.5,270.39,9.32,3.32,12.92,8.92,310.08,2.11,0.11,0.08,10.97,10.61,1.95,0.11,0.05,0.08,44.68,13.45,16.74,1.34,3.95,2.66,0.29,0.05,0.03,0.03,0.0,1.35,4.13,15.79,24.26,3.03,7.71,14.71,0.79,1.05,30.18,21.84,73.89,25.42,33.26,20.37,0.03,42.8,-0.19,44.57,75.38,85.54,83.66,44.68,54.91,41.79,0.01,67.34,26.16,5.37
Dinamo Minsk,25.8,6,0.67,1.02,11.33,3.0,0.17,0.17,19.33,1.33,299.83,408.0,121.5,147.17,133.5,163.33,38.83,77.67,8.33,25.5,7.33,2.33,33.17,15.17,32.67,16.5,10.83,7.33,5.33,3.83,7.0,12.83,5.83,10.17,12.5,22.33,0.67,519.67,47.0,174.17,227.83,123.67,18.5,519.5,18.0,8.5,252.5,10.0,2.33,14.0,9.5,296.67,2.5,0.17,0.0,16.67,9.17,1.67,0.17,0.67,0.17,40.5,17.67,20.5,2.17,5.0,2.67,0.17,0.67,0.33,0.33,0.0,1.93,6.67,15.5,33.67,5.17,7.0,11.17,0.83,2.17,38.17,23.5,81.0,20.67,30.5,17.83,0.33,43.0,-0.34,46.29,73.49,82.56,81.74,49.99,60.79,47.22,-0.12,53.4,43.03,7.43
Dinamo Zagreb,27.3,8,1.5,0.88,9.38,3.0,0.0,0.0,16.75,2.88,286.12,370.88,125.88,146.25,124.38,142.62,27.88,59.88,7.38,19.0,5.88,1.5,23.25,15.0,22.88,20.0,12.0,12.25,5.88,1.88,10.88,21.0,10.12,12.25,10.62,29.0,0.5,490.12,78.88,202.88,197.75,95.5,15.25,490.12,16.88,8.5,249.75,11.5,3.12,15.88,10.38,284.12,2.38,0.0,0.0,10.5,10.0,1.88,0.0,0.5,0.0,40.38,10.38,11.88,2.38,5.75,3.38,0.25,0.5,0.5,0.0,0.0,2.4,5.5,16.25,24.62,2.38,9.0,16.38,0.38,0.38,22.25,26.25,61.12,19.62,25.75,22.88,0.0,37.9,0.7,46.65,77.15,86.07,87.21,46.56,55.8,50.36,0.01,58.78,33.85,2.32
Djurgården,27.2,12,1.58,1.34,13.83,5.25,0.08,0.08,23.33,2.83,383.67,476.83,186.92,210.17,157.17,180.08,27.17,58.75,10.17,29.83,7.33,0.92,38.08,15.58,37.58,16.75,9.92,6.92,7.58,2.25,8.83,15.75,6.92,11.75,8.67,29.0,0.67,599.58,61.5,184.92,275.67,146.33,21.5,599.5,16.33,7.25,342.58,15.08,3.92,15.08,9.67,380.92,2.33,0.08,0.0,14.17,12.25,1.83,0.0,0.0,0.17,45.25,10.92,11.42,1.25,3.33,2.25,0.17,0.0,0.0,0.0,0.0,1.01,3.42,11.75,23.67,3.17,7.83,15.08,0.75,1.25,22.33,24.75,91.25,26.17,33.67,18.75,0.0,48.7,0.18,48.9,80.46,88.94,87.28,46.25,57.69,44.4,-0.24,67.57,29.11,4.97
Dortmund,26.5,48,2.08,1.85,13.94,4.83,0.25,0.29,25.38,3.75,488.6,581.1,226.08,248.33,211.44,234.19,40.0,70.1,10.92,39.02,9.6,2.65,44.23,20.0,43.98,16.5,9.98,7.54,6.06,2.9,8.38,15.96,7.58,10.98,7.9,20.31,0.65,693.94,63.98,204.31,327.35,168.31,26.69,693.65,21.42,9.96,422.27,14.73,6.35,14.42,8.98,484.54,1.98,0.12,0.06,10.46,9.83,1.58,0.27,0.08,0.04,44.54,12.79,11.4,1.46,4.12,2.69,0.25,0.08,0.08,0.0,0.0,1.44,3.4,10.35,31.42,4.02,6.6,12.02,0.65,1.46,24.19,23.4,108.21,29.12,45.29,18.35,0.0,56.89,0.12,52.87,84.08,91.04,90.29,57.06,56.56,46.5,-0.01,65.29,32.85,5.41
Dynamo Kyiv,25.0,8,0.62,0.56,8.62,2.75,0.0,0.0,16.38,1.12,417.75,511.88,177.5,198.75,184.75,210.25,41.62,72.0,6.88,29.38,7.75,1.88,33.75,15.62,33.62,15.5,9.62,8.62,5.75,1.12,7.62,15.5,7.88,12.38,9.75,26.25,0.88,623.5,79.12,231.12,262.5,135.38,19.62,623.5,16.88,6.88,352.25,13.75,4.12,12.5,9.75,413.38,2.25,0.25,0.0,10.38,11.38,1.88,0.0,0.38,0.0,44.25,10.5,13.62,2.25,7.25,4.88,0.12,0.38,0.25,0.12,0.0,2.41,4.0,13.75,30.62,5.38,7.25,16.25,0.38,0.88,24.12,22.25,83.0,17.5,33.38,17.25,0.12,50.6,0.11,43.53,81.61,89.31,87.87,57.81,55.61,40.76,0.07,67.31,29.09,2.34
Eint Frankfurt,24.9,46,1.93,1.78,13.76,5.04,0.11,0.15,24.37,3.26,424.63,519.41,205.48,227.46,172.15,197.22,32.04,63.54,10.22,32.2,9.24,1.72,40.59,16.17,40.26,17.48,10.22,8.2,6.67,2.61,8.35,15.39,7.04,12.46,9.07,28.8,0.7,643.0,74.46,214.65,291.85,141.85,24.85,642.85,17.28,7.85,385.96,12.93,5.17,16.35,8.04,421.28,1.72,0.02,0.02,10.22,8.65,1.61,0.07,0.11,0.07,43.5,14.61,13.2,1.3,4.65,3.35,0.26,0.11,0.04,0.07,0.0,1.38,3.72,12.15,27.96,4.43,7.91,15.72,1.24,1.2,27.8,24.39,97.02,27.63,40.98,18.57,0.07,50.85,0.08,52.55,81.75,90.34,87.29,50.42,56.5,45.43,0.06,72.04,30.62,7.89
Elfsborg,26.1,8,1.12,0.91,6.5,2.12,0.25,0.25,10.75,1.62,220.0,317.25,90.25,109.75,95.62,116.75,26.25,67.75,4.12,17.5,4.38,1.25,22.0,8.75,22.0,18.25,11.25,9.12,7.12,2.0,9.88,22.25,12.38,14.25,13.25,32.75,0.25,441.75,86.12,202.88,166.25,78.88,12.25,441.5,16.88,6.75,207.62,7.62,2.12,13.5,8.75,218.12,1.62,0.12,0.0,12.62,7.12,1.75,0.0,0.12,0.25,46.62,10.38,12.62,1.75,5.75,4.25,0.38,0.12,0.12,0.0,0.0,1.75,4.88,22.75,24.75,4.0,10.25,21.75,1.12,0.62,23.0,22.25,52.75,12.38,20.0,21.12,0.0,30.8,0.23,45.13,69.35,82.23,81.9,38.75,52.17,39.99,0.0,73.91,21.45,5.15
Empoli,25.4,38,0.82,0.86,9.66,2.82,0.05,0.08,16.79,1.34,265.61,366.21,105.66,127.47,119.95,146.03,31.05,69.05,7.08,21.03,5.63,1.87,26.66,11.26,26.42,18.13,10.42,8.26,7.71,2.16,8.13,14.29,6.16,10.42,8.5,28.21,0.55,480.39,59.97,171.29,212.84,101.61,14.79,480.32,13.29,5.58,223.32,7.47,2.68,15.63,9.18,262.79,1.79,0.13,0.05,15.0,12.08,1.5,0.08,0.08,0.03,38.95,15.18,18.68,1.55,4.16,2.61,0.16,0.08,0.03,0.03,0.03,1.32,5.24,17.21,24.84,3.29,8.63,14.63,0.97,0.53,33.87,24.82,64.34,18.13,24.97,18.55,0.05,41.7,-0.05,44.82,72.53,82.89,82.14,44.97,57.22,41.99,-0.17,62.74,30.45,6.63
Espanyol,25.2,38,1.0,0.91,9.24,2.58,0.13,0.13,16.63,1.79,278.42,368.32,111.71,130.05,126.68,149.42,34.13,69.18,6.74,20.32,5.37,2.13,26.32,13.08,26.08,16.84,10.45,10.0,5.53,1.32,8.16,16.05,7.89,11.45,8.29,29.76,0.55,484.37,69.87,194.95,200.66,94.26,14.42,484.24,14.37,5.82,246.34,9.45,2.87,14.76,6.34,276.05,2.32,0.03,0.0,13.11,11.37,1.61,0.13,0.16,0.03,35.89,12.97,13.26,1.34,5.05,3.68,0.21,0.16,0.11,0.05,0.0,1.52,5.11,13.84,24.47,5.18,8.58,17.63,1.68,0.92,26.24,21.11,65.47,18.42,24.79,18.61,0.05,39.8,0.1,49.43,75.59,85.9,84.78,49.34,56.58,40.5,0.12,72.87,36.92,9.53
Everton,28.0,38,1.03,1.1,10.63,3.66,0.05,0.05,18.76,1.79,300.13,393.5,132.61,152.87,121.16,143.45,40.16,76.34,7.84,26.39,6.87,2.42,27.39,12.79,26.92,19.26,11.39,9.63,7.08,2.55,8.89,17.26,8.37,10.32,9.08,28.63,0.66,510.74,64.79,182.37,208.61,125.32,19.26,510.68,16.74,7.45,250.92,9.58,3.13,13.82,10.26,297.61,2.16,0.05,0.03,11.32,10.11,2.13,0.03,0.05,0.0,40.11,16.16,14.84,1.16,4.29,3.08,0.32,0.05,0.0,0.05,0.0,1.28,8.0,21.21,34.13,4.24,7.61,14.68,0.82,1.5,31.0,24.08,67.11,20.55,31.68,20.29,0.05,40.9,-0.06,52.13,76.27,86.75,84.46,52.61,55.53,44.5,0.09,71.79,37.72,5.59
FC Copenhagen,25.6,10,1.3,1.63,13.4,4.0,0.4,0.4,24.7,2.3,509.5,609.9,208.7,238.4,243.6,271.3,44.8,73.2,9.4,44.2,8.4,2.3,43.4,19.8,43.0,17.9,11.5,6.6,8.4,2.9,8.2,16.0,7.8,11.3,8.9,17.7,0.9,718.4,56.9,212.5,350.7,161.7,23.3,718.0,17.0,7.4,428.8,13.7,5.2,12.7,7.9,505.1,2.5,0.0,0.0,12.6,11.7,1.3,0.4,0.0,0.0,45.2,17.0,16.7,1.5,4.5,3.0,0.1,0.0,0.0,0.0,0.0,1.57,3.0,11.5,34.1,3.7,4.0,9.4,0.7,0.6,33.7,20.6,106.2,27.0,39.2,19.7,0.0,56.3,-0.2,50.45,83.54,87.54,89.79,61.2,58.11,43.53,0.04,66.67,26.09,7.45
FC Noah,28.1,6,1.0,1.22,14.33,6.0,0.0,0.0,26.5,2.0,380.17,470.17,168.0,189.17,165.17,189.0,36.17,64.83,11.83,25.67,7.67,1.17,37.67,20.0,37.67,17.17,11.0,9.0,6.0,2.17,9.17,19.0,9.83,13.0,10.33,24.33,1.17,588.83,69.67,224.33,235.17,135.0,20.5,588.83,20.67,11.5,321.0,14.5,4.33,14.33,7.17,376.83,1.5,0.0,0.0,9.83,11.33,2.0,0.0,0.33,0.0,48.17,10.17,10.0,2.67,8.17,5.33,0.33,0.33,0.17,0.17,0.0,2.62,3.33,9.83,25.83,5.0,7.33,12.83,0.33,1.17,20.17,21.5,95.33,28.5,33.67,20.17,0.17,48.2,-0.18,50.42,80.86,88.81,87.39,55.79,55.76,55.64,-0.02,65.24,33.88,2.57
FCSB,27.9,12,1.25,0.96,10.25,3.67,0.0,0.0,17.08,2.0,304.5,398.75,139.92,162.17,118.58,141.5,34.83,65.75,7.58,16.08,5.25,1.08,21.5,10.75,21.25,19.83,12.0,10.5,7.0,2.33,10.0,19.67,9.67,12.5,11.42,27.5,0.58,522.33,64.75,217.75,212.83,97.08,15.5,522.33,18.42,8.25,269.08,8.5,3.33,14.42,10.33,301.92,3.0,0.17,0.17,15.0,11.75,2.0,0.0,0.0,0.08,48.42,15.0,14.08,1.42,4.17,2.83,0.42,0.0,0.0,0.0,0.0,1.33,5.17,14.0,22.58,3.08,8.58,15.33,0.92,0.5,29.08,24.75,53.5,19.08,25.17,22.0,0.0,41.3,0.3,51.58,76.36,86.28,83.8,52.97,55.7,44.79,-0.07,67.87,36.93,6.0
FK Rīgas FS,26.9,8,0.62,0.8,8.75,2.88,0.0,0.12,15.25,0.75,286.25,380.5,126.5,147.25,115.75,136.5,32.25,69.88,6.75,20.5,6.0,2.38,26.75,11.62,26.38,16.0,9.12,9.38,5.5,1.12,7.38,13.75,6.38,14.75,11.62,28.12,0.62,498.62,65.38,209.5,198.62,96.12,14.88,498.5,14.38,6.38,272.75,8.62,2.62,17.38,9.88,284.0,1.25,0.0,0.0,12.25,10.62,1.75,0.12,0.0,0.0,47.12,14.38,13.25,1.62,5.0,3.38,0.12,0.0,0.0,0.0,0.0,1.39,4.12,13.75,22.0,3.75,7.38,16.12,0.75,0.5,27.62,27.25,64.75,16.0,25.88,16.5,0.0,37.1,-0.23,52.06,75.23,85.91,84.8,46.15,55.46,44.37,-0.17,67.6,29.96,4.65
Fenerbahçe,28.7,12,1.33,1.34,10.67,3.58,0.0,0.08,19.42,2.17,410.17,522.08,166.92,191.0,196.0,226.67,42.0,80.08,8.58,30.92,9.25,3.17,42.83,13.08,42.58,18.75,10.92,10.08,7.17,1.5,9.5,18.5,9.0,11.67,11.25,22.67,1.08,636.17,67.25,212.42,294.42,133.92,21.08,636.08,15.58,6.25,359.33,8.92,3.0,15.75,6.92,407.0,3.58,0.17,0.17,12.67,15.83,1.67,0.08,0.08,0.0,46.42,15.17,16.0,1.33,5.75,4.33,0.25,0.08,0.0,0.08,0.0,1.88,5.75,17.08,31.0,4.92,7.25,14.08,1.25,1.25,31.17,22.67,98.5,21.58,36.5,20.42,0.08,51.4,-0.01,48.67,78.56,87.39,86.47,52.45,54.82,40.12,0.29,75.3,33.67,8.88
Ferencváros,27.9,10,1.5,1.15,11.7,4.1,0.2,0.2,20.1,2.6,320.7,409.8,140.3,159.5,137.2,160.7,32.3,61.6,8.8,23.1,5.9,2.3,31.9,13.9,31.5,17.7,11.2,10.1,5.5,2.1,8.7,17.7,9.0,13.0,9.0,25.6,0.5,526.1,66.9,191.6,220.7,119.6,19.7,525.9,17.2,7.9,301.8,8.7,5.1,16.7,9.3,317.7,2.1,0.0,0.0,13.6,10.8,1.7,0.1,0.3,0.0,43.0,13.3,14.4,1.8,4.9,3.1,0.3,0.3,0.3,0.0,0.0,1.7,5.4,12.6,24.5,3.0,6.7,12.7,0.4,0.8,27.7,26.0,77.3,22.7,33.0,19.9,0.0,44.1,0.3,48.01,78.26,87.96,85.38,52.44,56.21,45.93,-0.06,63.27,42.86,3.15
Feyenoord,24.8,12,1.58,1.11,10.08,3.67,0.17,0.25,17.33,2.83,338.0,418.92,133.83,152.75,158.17,176.92,36.42,65.67,8.0,25.42,5.33,1.08,31.42,15.33,31.33,15.83,9.42,8.58,5.33,1.92,8.5,17.17,8.67,11.58,8.83,20.25,0.67,524.75,76.17,195.42,224.58,109.83,17.33,524.5,17.58,7.33,300.83,10.92,4.67,11.67,7.58,332.83,1.5,0.17,0.0,10.0,9.0,1.67,0.25,0.42,0.33,37.0,8.75,10.42,2.17,5.92,3.92,0.17,0.42,0.17,0.17,0.08,2.19,4.0,13.0,33.25,3.75,7.33,14.5,0.92,0.67,19.17,19.25,78.08,20.17,28.42,17.92,0.25,42.5,0.42,45.64,80.68,87.61,89.4,55.46,54.3,41.7,0.01,66.22,30.77,6.34
Fiorentina,25.8,49,1.69,1.49,12.69,4.73,0.16,0.2,23.31,3.04,397.16,485.12,159.61,178.98,183.82,208.84,44.27,74.55,9.9,28.27,7.33,2.16,35.27,18.14,34.84,14.73,8.76,7.37,5.51,1.86,6.94,13.57,6.63,9.45,7.67,23.04,0.53,591.65,63.65,195.04,273.61,129.24,20.61,591.45,17.59,8.37,364.18,14.57,4.82,14.24,8.2,392.86,2.35,0.06,0.04,12.16,14.47,2.39,0.16,0.1,0.02,39.57,14.02,12.39,1.2,3.98,2.76,0.27,0.1,0.06,0.04,0.0,1.21,5.59,12.55,24.35,3.59,7.67,12.8,0.33,0.92,26.41,22.45,88.24,26.35,34.92,15.69,0.04,51.73,0.13,53.09,81.87,89.18,88.02,59.38,55.48,47.58,0.01,69.35,44.54,2.58
Freiburg,27.1,34,1.35,1.3,11.91,3.88,0.0,0.12,21.0,2.47,379.18,484.12,163.29,187.82,170.26,197.97,35.56,71.09,8.38,28.85,7.44,2.18,33.21,13.0,32.94,15.03,9.32,6.62,6.53,1.88,6.91,13.44,6.53,11.76,8.12,23.85,0.62,593.47,65.29,195.76,269.59,132.47,21.24,593.35,14.29,6.32,302.76,9.38,3.5,13.41,7.62,373.03,1.59,0.06,0.03,9.29,9.56,1.79,0.09,0.12,0.03,40.24,17.53,17.88,1.56,4.41,2.82,0.32,0.12,0.06,0.06,0.0,1.43,6.26,17.06,35.68,4.06,7.32,14.15,1.18,1.09,35.41,21.03,79.15,23.47,34.35,16.24,0.06,48.7,0.04,49.51,78.32,86.94,86.0,50.02,57.01,44.23,-0.09,63.95,36.69,8.34
Fulham,28.1,38,1.39,1.29,13.58,4.39,0.08,0.11,24.74,2.61,426.29,519.82,189.34,210.71,190.05,215.74,39.58,71.13,10.47,35.42,9.03,2.84,41.0,20.68,40.63,17.87,10.82,8.61,6.82,2.45,7.61,14.87,7.26,10.05,7.95,24.05,0.87,629.63,69.5,213.03,257.55,165.45,25.11,629.53,16.76,7.58,369.11,14.32,5.61,13.55,7.39,422.18,2.11,0.05,0.0,11.37,9.45,1.13,0.08,0.11,0.05,42.37,14.03,14.0,1.42,4.18,2.79,0.13,0.11,0.08,0.03,0.0,1.29,3.71,9.66,29.95,4.39,6.97,13.34,0.61,0.87,28.03,20.95,102.32,27.34,42.58,18.42,0.03,52.3,0.08,50.05,82.01,89.86,88.09,55.64,56.29,45.23,-0.1,66.75,38.41,4.57
Galatasaray,28.5,10,2.0,2.1,19.9,7.0,0.1,0.1,36.0,3.3,465.1,572.8,222.2,249.3,190.3,223.4,41.9,72.0,14.6,35.5,12.3,4.3,51.3,18.3,51.0,19.6,12.2,8.0,8.7,2.9,10.0,17.7,7.7,12.0,10.2,19.8,0.4,691.4,58.5,182.0,331.8,183.7,28.6,691.3,16.7,8.3,423.9,15.8,4.9,12.0,8.3,460.9,2.4,0.1,0.1,10.9,11.7,2.4,0.1,0.2,0.0,49.7,14.7,8.9,2.2,5.4,3.2,0.0,0.2,0.2,0.0,0.0,2.35,3.9,8.6,28.9,4.0,4.9,9.9,0.7,1.2,23.6,20.3,120.6,39.3,50.1,22.2,0.0,58.1,-0.05,62.29,81.2,89.13,85.18,58.19,59.52,49.7,0.06,59.26,45.35,7.07
Genoa,26.2,38,0.92,0.98,10.08,3.08,0.0,0.05,17.29,1.61,316.45,413.87,126.61,147.92,149.05,175.87,32.71,66.18,7.5,19.39,5.29,2.05,25.79,12.37,25.45,17.68,10.13,7.39,7.55,2.74,7.45,14.89,7.45,11.11,8.11,24.68,0.39,528.42,66.39,196.76,232.34,104.16,16.95,528.37,13.29,4.92,263.32,9.03,2.95,15.61,7.61,313.21,1.87,0.03,0.0,13.08,11.79,1.45,0.03,0.21,0.08,38.97,17.53,18.32,1.29,4.16,2.89,0.29,0.21,0.16,0.05,0.0,1.31,5.0,13.32,25.26,3.74,8.26,13.87,0.63,0.45,35.84,23.21,63.61,18.89,27.24,17.58,0.05,45.6,-0.06,48.91,76.46,85.59,84.75,49.43,53.98,37.02,0.02,69.47,37.54,4.54
Gent,25.2,8,1.12,1.48,12.25,4.0,0.12,0.12,21.5,2.0,415.25,514.75,167.38,191.75,194.25,223.25,47.88,77.5,9.5,33.88,9.0,2.5,50.25,16.12,49.38,17.75,9.62,9.5,5.62,2.62,9.62,17.75,8.12,12.38,9.62,23.62,1.12,630.0,64.12,187.75,286.88,161.38,22.25,629.88,15.38,6.0,333.25,11.75,3.88,17.12,7.75,411.0,1.5,0.0,0.0,13.12,10.88,2.0,0.0,0.0,0.0,48.62,15.5,12.62,1.38,5.0,3.62,0.38,0.0,0.0,0.0,0.0,1.25,2.88,7.38,23.62,5.0,5.62,11.5,0.12,0.38,28.12,24.88,115.75,23.5,37.62,19.25,0.0,52.1,-0.24,55.12,80.67,87.29,87.01,61.78,54.2,39.01,-0.1,72.4,39.02,1.04
