Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Tottenham,UEFA Champions League,J4,61%,484 of 556 — 87%,6 of 13 — 46%,4 of 4 — 100%
FC Copenhagen,UEFA Champions League,J4,39%,80% — 287 of 358,33% — 4 of 12,33% — 2 of 6
