Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sassuolo,Italian Serie A,J10,61%,470 of 567 — 83%,4 of 13 — 31%,2 of 4 — 50%
Genoa,Italian Serie A,J10,39%,74% — 267 of 361,25% — 4 of 16,75% — 3 of 4
