Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Valencia,Spanish La Liga,J5,44%,326 of 419 — 78%,5 of 13 — 38%,5 of 5 — 100%
Athletic Club,Spanish La Liga,J5,56%,80% — 428 of 532,45% — 5 of 11,60% — 3 of 5
