Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Rennes,French Ligue 1,J8,51%,373 of 467 — 80%,7 of 19 — 37%,2 of 3 — 66%
Auxerre,French Ligue 1,J8,49%,76% — 339 of 445,50% — 3 of 6,71% — 5 of 7
