Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Atalanta,Italian Serie A,J3,56%,407 of 498 — 82%,8 of 19 — 42%,2 of 3 — 66%
Lecce,Italian Serie A,J3,44%,78% — 300 of 386,25% — 3 of 12,50% — 4 of 8
