Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bologna,Italian Serie A,J4,58%,353 of 460 — 77%,5 of 13 — 38%,3 of 4 — 75%
Genoa,Italian Serie A,J4,42%,67% — 220 of 329,57% — 4 of 7,80% — 4 of 5
