Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sassuolo,Italian Serie A,J8,41%,274 of 370 — 74%,1 of 11 — 9%,7 of 8 — 87%
Roma,Italian Serie A,J8,59%,79% — 417 of 525,53% — 8 of 15,100% — 1 of 1
