,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Remko Pasveer,Ajax,UEFA Champions League,nl NED,41-362,90,8,3,5,87.5,4.3,4,14,28.6,34,3,38.2,32.3,6,16.7,23.3,16,0,0.0,0,15.3
J4,Uğurcan Çakır,Galatasaray,UEFA Champions League,tr TUR,29-214,90,2,0,2,100.0,0.1,9,18,50.0,45,4,33.3,36.3,3,100.0,64.7,10,0,0.0,1,18.8
