Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Genoa,Italian Serie A,J9,54%,293 of 420 — 70%,1 of 16 — 6%,2 of 4 — 50%
Cremonese,Italian Serie A,J9,46%,64% — 228 of 356,36% — 4 of 11,100% — 1 of 1
