,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Lucas Chevalier,Paris S-G,UEFA Champions League,fr FRA,23-363,90,5,2,3,60.0,1.9,2,5,40.0,25,4,16.0,26.1,6,16.7,28.7,1,0,0.0,3,21.2
J4,Manuel Neuer,Bayern Munich,UEFA Champions League,de GER,39-222,90,9,1,8,88.9,1.9,14,36,38.9,39,1,69.2,51.0,10,90.0,56.7,20,1,5.0,2,15.4
