Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Marseille,UEFA Champions League,J4,53%,421 of 522 — 81%,4 of 15 — 27%,1 of 2 — 50%
Atalanta,UEFA Champions League,J4,47%,81% — 377 of 464,29% — 2 of 7,100% — 4 of 4
