,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Donyell Malen,Aston Villa,UEFA Europa League,17.0,nl NED,"FW,AM",26-301,90,1,0,1,1,5,3,0,0,21,1,0,0,1.4,0.7,0.0,0,0,7,10,70.0,0,8,2,4,1,Donyell Malen,17.0,nl NED,"FW,AM",26-301,90,7,10,70.0,70,0,5,5,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Donyell Malen,17.0,nl NED,"FW,AM",26-301,90,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1,Donyell Malen,17.0,nl NED,"FW,AM",26-301,90,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,Donyell Malen,17.0,nl NED,"FW,AM",26-301,90,21,0,0,11,10,9,20,4,1,25.0,3,75.0,8,43,26,2,0,2,0,0,11,4,Donyell Malen,17.0,nl NED,"FW,AM",26-301,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
J4,Jadon Sancho,Aston Villa,UEFA Europa League,19.0,eng ENG,LW,25-226,74,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.2,7,1,22,31,71.0,6,18,2,3,3,Jadon Sancho,19.0,eng ENG,LW,25-226,74,22,31,71.0,309,83,13,16,81.3,7,9,77.8,0,3,0.0,0,0.2,0.2,3,1,5,1,6,Jadon Sancho,19.0,eng ENG,LW,25-226,74,31,27,4,2,0,0,5,1,1,0,0,0,22,0,0,Jadon Sancho,19.0,eng ENG,LW,25-226,74,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,1,Jadon Sancho,19.0,eng ENG,LW,25-226,74,32,0,3,7,23,2,32,3,3,100.0,0,0.0,18,111,78,2,1,0,1,2,24,5,Jadon Sancho,19.0,eng ENG,LW,25-226,74,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,
J4,Youri Tielemans,Aston Villa,UEFA Europa League,8.0,be BEL,DM,28-183,16,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.1,1,0,23,24,95.8,2,8,0,1,0,Youri Tielemans,8.0,be BEL,DM,28-183,16,23,24,95.8,401,207,10,11,90.9,8,8,100.0,4,4,100.0,0,0.1,0.2,1,1,0,0,2,Youri Tielemans,8.0,be BEL,DM,28-183,16,24,22,2,1,0,0,1,0,1,1,0,0,23,0,0,Youri Tielemans,8.0,be BEL,DM,28-183,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Youri Tielemans,8.0,be BEL,DM,28-183,16,26,3,12,13,1,0,26,1,0,0.0,0,0.0,8,44,21,0,0,0,1,0,21,0,Youri Tielemans,8.0,be BEL,DM,28-183,16,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
J4,Evann Guessand,Aston Villa,UEFA Europa League,29.0,ci CIV,RW,24-128,73,0,0,0,0,0,0,0,0,27,2,2,1,0.0,0.0,0.0,0,0,14,17,82.4,1,12,0,1,0,Evann Guessand,29.0,ci CIV,RW,24-128,73,14,17,82.4,141,13,10,10,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,Evann Guessand,29.0,ci CIV,RW,24-128,73,17,16,1,0,0,0,1,1,0,0,0,0,14,0,3,Evann Guessand,29.0,ci CIV,RW,24-128,73,2,0,2,0,0,1,1,100.0,0,1,0,1,2,4,1,0,Evann Guessand,29.0,ci CIV,RW,24-128,73,27,1,5,11,11,2,27,1,0,0.0,1,100.0,12,30,4,0,0,0,2,2,20,5,Evann Guessand,29.0,ci CIV,RW,24-128,73,0,0,0,3,2,0,1,2,0,0,0,0,1,0,0,
J4,Emi Buendía,Aston Villa,UEFA Europa League,10.0,ar ARG,LW,28-316,17,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,8,12,66.7,0,6,1,0,0,Emi Buendía,10.0,ar ARG,LW,28-316,17,8,12,66.7,119,27,6,6,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Emi Buendía,10.0,ar ARG,LW,28-316,17,12,12,0,0,1,0,0,0,0,0,0,0,8,0,2,Emi Buendía,10.0,ar ARG,LW,28-316,17,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Emi Buendía,10.0,ar ARG,LW,28-316,17,14,0,6,7,1,0,14,0,0,,0,,6,37,30,1,0,0,0,0,10,1,Emi Buendía,10.0,ar ARG,LW,28-316,17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0
J4,Morgan Rogers,Aston Villa,UEFA Europa League,27.0,eng ENG,AM,23-103,63,0,1,0,0,4,2,0,0,34,0,0,0,0.4,0.4,0.2,6,1,19,24,79.2,3,15,4,2,1,Morgan Rogers,27.0,eng ENG,AM,23-103,63,19,24,79.2,289,122,11,13,84.6,6,8,75.0,1,2,50.0,1,0.2,0.1,3,2,0,0,3,Morgan Rogers,27.0,eng ENG,AM,23-103,63,24,23,1,1,0,0,0,0,0,0,0,0,19,0,0,Morgan Rogers,27.0,eng ENG,AM,23-103,63,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Morgan Rogers,27.0,eng ENG,AM,23-103,63,34,0,2,8,24,9,34,2,1,50.0,0,0.0,15,111,79,4,3,2,0,3,31,10,Morgan Rogers,27.0,eng ENG,AM,23-103,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
J4,Ollie Watkins,Aston Villa,UEFA Europa League,11.0,eng ENG,FW,29-311,27,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,Ollie Watkins,11.0,eng ENG,FW,29-311,27,3,3,100.0,57,0,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Ollie Watkins,11.0,eng ENG,FW,29-311,27,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Ollie Watkins,11.0,eng ENG,FW,29-311,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ollie Watkins,11.0,eng ENG,FW,29-311,27,4,0,1,2,1,0,4,0,0,,0,,2,19,0,0,0,0,1,0,3,1,Ollie Watkins,11.0,eng ENG,FW,29-311,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
J4,Amadou Onana,Aston Villa,UEFA Europa League,24.0,be BEL,DM,24-082,74,0,0,0,0,0,0,0,0,55,1,0,2,0.0,0.0,0.0,1,0,45,49,91.8,6,28,4,0,0,Amadou Onana,24.0,be BEL,DM,24-082,74,45,49,91.8,758,175,22,23,95.7,19,20,95.0,3,4,75.0,0,0.0,0.0,0,5,1,0,6,Amadou Onana,24.0,be BEL,DM,24-082,74,49,47,2,1,0,1,0,0,0,0,0,0,45,0,0,Amadou Onana,24.0,be BEL,DM,24-082,74,1,0,1,0,0,0,0,,0,2,0,2,0,1,1,0,Amadou Onana,24.0,be BEL,DM,24-082,74,55,5,10,42,4,1,55,0,0,,0,,28,148,78,4,1,1,1,0,47,3,Amadou Onana,24.0,be BEL,DM,24-082,74,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,
J4,John McGinn,Aston Villa,UEFA Europa League,7.0,sct SCO,RW,31-019,16,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,0,0,0,0,John McGinn,7.0,sct SCO,RW,31-019,16,3,5,60.0,52,34,0,0,,1,1,100.0,1,2,50.0,0,0.0,0.2,0,1,0,0,1,John McGinn,7.0,sct SCO,RW,31-019,16,5,4,1,0,1,0,1,0,1,1,0,0,3,0,1,John McGinn,7.0,sct SCO,RW,31-019,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,John McGinn,7.0,sct SCO,RW,31-019,16,5,0,1,2,2,0,5,0,0,,0,,0,0,0,0,0,0,0,0,3,0,John McGinn,7.0,sct SCO,RW,31-019,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
J4,Lamare Bogarde,Aston Villa,UEFA Europa League,26.0,nl NED,"DM,RB",21-305,90,0,0,0,0,0,0,0,0,68,2,1,1,0.0,0.0,0.0,3,1,60,63,95.2,3,37,1,1,0,Lamare Bogarde,26.0,nl NED,"DM,RB",21-305,90,60,63,95.2,810,158,34,35,97.1,21,22,95.5,2,2,100.0,0,0.0,0.0,0,1,1,0,3,Lamare Bogarde,26.0,nl NED,"DM,RB",21-305,90,63,58,5,0,0,0,0,5,0,0,0,0,60,0,0,Lamare Bogarde,26.0,nl NED,"DM,RB",21-305,90,2,0,1,1,0,1,1,100.0,0,1,0,1,1,3,1,0,Lamare Bogarde,26.0,nl NED,"DM,RB",21-305,90,68,4,23,33,13,0,68,1,0,0.0,1,100.0,37,236,77,1,2,0,0,2,54,1,Lamare Bogarde,26.0,nl NED,"DM,RB",21-305,90,0,0,0,1,2,1,0,1,0,0,0,0,5,1,0,100.0
J4,Ian Maatsen,Aston Villa,UEFA Europa League,22.0,nl NED,LB,23-241,90,1,0,0,0,3,2,0,0,64,0,0,1,0.2,0.2,0.3,2,0,46,51,90.2,3,27,1,2,1,Ian Maatsen,22.0,nl NED,LB,23-241,90,46,51,90.2,589,225,28,29,96.6,14,17,82.4,1,2,50.0,0,0.3,0.0,1,0,0,0,3,Ian Maatsen,22.0,nl NED,LB,23-241,90,51,44,7,3,0,0,2,4,0,0,0,0,46,0,0,Ian Maatsen,22.0,nl NED,LB,23-241,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Ian Maatsen,22.0,nl NED,LB,23-241,90,64,3,22,25,17,5,64,2,1,50.0,1,50.0,27,187,120,1,0,0,1,0,39,5,Ian Maatsen,22.0,nl NED,LB,23-241,90,0,0,0,0,4,0,2,0,0,0,0,0,8,1,1,50.0
J4,Pau Torres,Aston Villa,UEFA Europa League,14.0,es ESP,CB,28-294,63,0,0,0,0,0,0,0,0,60,0,0,1,0.0,0.0,0.0,1,0,51,57,89.5,4,43,1,0,0,Pau Torres,14.0,es ESP,CB,28-294,63,51,57,89.5,924,212,20,20,100.0,28,28,100.0,3,8,37.5,0,0.0,0.0,0,4,0,0,4,Pau Torres,14.0,es ESP,CB,28-294,63,57,55,2,2,1,2,0,0,0,0,0,0,51,0,1,Pau Torres,14.0,es ESP,CB,28-294,63,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Pau Torres,14.0,es ESP,CB,28-294,63,60,3,12,47,2,0,60,0,0,,0,,43,332,270,1,1,0,0,0,48,0,Pau Torres,14.0,es ESP,CB,28-294,63,0,0,0,2,1,0,0,0,0,0,0,0,5,0,1,0.0
J4,Boubacar Kamara,Aston Villa,UEFA Europa League,44.0,fr FRA,DM,25-348,27,0,0,0,0,0,0,0,0,40,0,1,0,0.0,0.0,0.0,1,0,30,37,81.1,0,21,0,0,0,Boubacar Kamara,44.0,fr FRA,DM,25-348,27,30,37,81.1,445,91,18,18,100.0,11,12,91.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Boubacar Kamara,44.0,fr FRA,DM,25-348,27,37,35,0,0,0,0,0,0,0,0,0,0,30,2,2,Boubacar Kamara,44.0,fr FRA,DM,25-348,27,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Boubacar Kamara,44.0,fr FRA,DM,25-348,27,40,4,14,22,4,0,40,0,0,,0,,21,90,39,0,1,1,0,1,34,0,Boubacar Kamara,44.0,fr FRA,DM,25-348,27,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,100.0
J4,Ezri Konsa,Aston Villa,UEFA Europa League,4.0,eng ENG,CB,28-014,90,0,0,0,0,1,0,0,0,104,2,2,2,0.1,0.1,0.0,2,1,93,94,98.9,2,68,0,1,0,Ezri Konsa,4.0,eng ENG,CB,28-014,90,93,94,98.9,1591,455,34,34,100.0,53,54,98.1,3,3,100.0,0,0.0,0.0,0,2,0,0,2,Ezri Konsa,4.0,eng ENG,CB,28-014,90,94,91,3,2,0,0,0,0,0,0,0,0,93,0,0,Ezri Konsa,4.0,eng ENG,CB,28-014,90,2,0,0,1,1,1,1,100.0,0,2,1,1,2,4,0,0,Ezri Konsa,4.0,eng ENG,CB,28-014,90,104,7,44,56,4,3,104,1,0,0.0,0,0.0,68,339,199,0,0,0,2,1,89,1,Ezri Konsa,4.0,eng ENG,CB,28-014,90,0,0,0,1,3,0,0,2,0,1,0,0,7,1,0,100.0
