Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Fiorentina,Italian Serie A,J4,39%,256 of 345 — 74%,1 of 8 — 13%,5 of 7 — 71%
Como,Italian Serie A,J4,61%,83% — 450 of 544,37% — 7 of 19,0% — 0 of 1
