Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Cremonese,Italian Serie A,J4,52%,370 of 461 — 80%,1 of 3 — 33%,3 of 3 — 100%
Parma,Italian Serie A,J4,48%,78% — 327 of 421,20% — 3 of 15,100% — 1 of 1
