Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Atlético Madrid,Spanish La Liga,J4,60%,578 of 657 — 88%,3 of 8 — 38%,1 of 1 — 100%
Villarreal,Spanish La Liga,J4,40%,84% — 363 of 433,13% — 1 of 8,33% — 1 of 3
