Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Heidenheim,German Bundesliga,J9,28%,198 of 294 — 67%,4 of 9 — 44%,2 of 3 — 66%
Eint Frankfurt,German Bundesliga,J9,72%,84% — 635 of 760,19% — 3 of 16,75% — 3 of 4
