Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lorient,French Ligue 1,J3,41%,318 of 393 — 81%,1 of 5 — 20%,4 of 11 — 36%
Lille,French Ligue 1,J3,59%,85% — 485 of 569,55% — 11 of 20,0% — 0 of 1
