,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Augusto Batalla,Rayo Vallecano,UEFA Europa Conference League,ar ARG,29-190,90,3,2,1,33.3,1.3,3,9,33.3,26,3,34.6,38.3,4,0.0,23.0,10,0,0.0,0,12.2
J3,Bartosz Mrozek,Lech Poznań,UEFA Europa Conference League,pl POL,25-256,90,6,3,3,50.0,2.7,2,7,28.6,28,8,7.1,22.1,10,50.0,34.9,31,0,0.0,0,5.5
